Time,y1,y2,y3,y4,y5,y6,y7,trans_per2_cry,v1b,c,k1b,k1i,hill_coeff,trans_Bmal1,v4b,r,k4b,y5_y6_y7,k1d,k2b,q,k2d,k2t,k3t,k3d,k4d,k5b,k5d,k5t,k6t,k6d,k6a,k7a,k7d,Nucleus,Cytoplasm,per2_cry_transcription,per2_cry_mRNA_degradation,per2_cry_complex_formation,cytoplasmic_per2_cry_complex_degradation,per2_cry_nuclear_import,per2_cry_nuclear_export,nuclear_per2_cry_complex_degradation,Bmal1_transcription,Bmal1_mRNA_degradation,BMAL1_translation,cytoplasmic_BMAL1_degradation,BMAL1_nuclear_import,BMAL1_nuclear_export,nuclear_BMAL1_degradation,BMAL1_activation,BMAL1_deactivation,Active_BMAL1_degradation
0.1,0.20209619511692367,0.003348052617414864,1.0847474916904452,0.7819075016112477,0.9746861365818421,1.0175018241916773,1.0493182640945788,0.04760527581112035,9.0,0.01,1.0,0.56,8.0,0.40470260144574693,3.6,3.0,2.16,3.0415062248680984,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.04760527581112035,0.02425154341403084,0.012252861624221305,0.0001674026308707432,0.0008035326281795673,0.021694949833808902,0.1301696990028534,0.40470260144574693,0.5864306262084358,0.18765780038669944,0.058481168194910525,0.438608761461829,0.06105010945150064,0.12210021890300128,0.09157516417725095,0.0031479547922837366,0.09443864376851209
0.11,0.20233221152213818,0.003677335362593524,1.0832383326194786,0.7800895437421516,0.9722069605640766,1.019164305927923,1.0492589267733916,0.0481302315465693,9.0,0.01,1.0,0.56,8.0,0.40320474020648006,3.6,3.0,2.16,3.0406301932653914,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.0481302315465693,0.02427986538265658,0.01228149714583178,0.00018386676812967622,0.0008825604870224457,0.02166476665238957,0.12998859991433742,0.40320474020648006,0.5850671578066137,0.18722149049811637,0.05833241763384459,0.4374931322538345,0.06114985835567537,0.12229971671135074,0.09172478753351307,0.003147776780320175,0.09443330340960523
0.12,0.2025732188200064,0.004005652608939971,1.081732073442339,0.7782702753437206,0.9697370326602119,1.0208111830639448,1.0492011330793762,0.048660699732332204,9.0,0.01,1.0,0.56,8.0,0.4017125178772663,3.6,3.0,2.16,3.039749348803533,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.048660699732332204,0.024308786258400765,0.012310772694929459,0.00020028263044699854,0.000961356626145593,0.02163464146884678,0.1298078488130807,0.4017125178772663,0.5837027065077904,0.18678486608249295,0.05818422195961272,0.4363816646970954,0.061248670983836684,0.12249734196767337,0.09187300647575503,0.003147603399238129,0.09442810197714385
0.13,0.20281926632706831,0.004333014137533563,1.0802287078322752,0.7764497618060093,0.9672762938601778,1.0224425386578389,1.0491448676673056,0.04919673379765816,9.0,0.01,1.0,0.56,8.0,0.40022591616635583,3.6,3.0,2.16,3.0388637001853223,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.04919673379765816,0.024338311959248196,0.012340696438035079,0.00021665070687667816,0.001039923393008055,0.021604574156645504,0.12962744493987302,0.40022591616635583,0.582337321354507,0.18634794283344222,0.058036577631610665,0.43527433223708,0.06134655231947033,0.12269310463894066,0.09201982847920549,0.003147434603001917,0.0944230380900575
0.14,0.20307040395458534,0.004659429834559119,1.0787282294234348,0.7746280688742618,0.9648246848046477,1.0240584563074453,1.0490901150926202,0.04973838763279083,9.0,0.01,1.0,0.56,8.0,0.3987449167507125,3.6,3.0,2.16,3.0379732562047135,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.04973838763279083,0.02436844847455024,0.012371276688683541,0.000232971491727956,0.0011182631602941887,0.0215745645884687,0.12944738753081217,0.3987449167507125,0.5809710516556964,0.18591073652982285,0.057889481088278856,0.4341711081620915,0.06144350737844671,0.12288701475689343,0.09216526106767008,0.0031472703452778607,0.09441811035833582
0.15,0.2033266819663333,0.004984909582714259,1.0772306319606968,0.7728052604985868,0.9623821475773104,1.0256590179954366,1.0490368602056312,0.05028571555570792,9.0,0.01,1.0,0.56,8.0,0.39726950142442025,3.6,3.0,2.16,3.0370780257783783,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.05028571555570792,0.024399201835959995,0.012402521879831534,0.000249245479135713,0.001196378299851422,0.021544612639213936,0.12926767583528362,0.39726950142442025,0.5796039453739401,0.18547326251966081,0.05774292885463862,0.43307196640978973,0.061539541079726194,0.12307908215945239,0.09230931161958929,0.003147110580616894,0.09441331741850681
0.16,0.20358815124999965,0.00530946338175037,1.0757359091368899,0.7709814011867379,0.9599486237437518,1.027244306442278,1.0489850877214308,0.05083877235358059,9.0,0.01,1.0,0.56,8.0,0.3957996519383139,3.6,3.0,2.16,3.036178017907461,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.05083877235358059,0.02443057814999996,0.012434440598817821,0.0002654731690875185,0.0012742712116200889,0.0215147181827378,0.12908830909642677,0.3957996519383139,0.5782360508900534,0.1850355362848171,0.0575969174246251,0.4319768806846883,0.06163465838653668,0.12326931677307336,0.09245198757980502,0.0031469552631642928,0.09440865789492878
0.17,0.20385486303236997,0.005633101220921401,1.0742440547687497,0.769156553471643,0.9575240564626573,1.0288144025708654,1.0489347826835331,0.051397613242216846,9.0,0.01,1.0,0.56,8.0,0.3943353501735642,3.6,3.0,2.16,3.035273241717056,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.051397613242216846,0.024462583563884394,0.012467041554583896,0.00028165506104607007,0.001351944293021136,0.021484881095374993,0.12890928657224995,0.3943353501735642,0.5768674151037323,0.1845975728331943,0.057451443387759434,0.43088582540819576,0.061728864154251925,0.12345772830850385,0.09259329623137788,0.0031468043480505996,0.09440413044151798
0.18,0.20412686919299836,0.005955833218377303,1.07275506260825,0.7673307806438293,0.9551083882078165,1.030369388237131,1.0488859299648716,0.05196229391485097,9.0,0.01,1.0,0.56,8.0,0.3928765779564338,3.6,3.0,2.16,3.034363706409819,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.05196229391485097,0.024495224303159802,0.012500333617960638,0.00029779166091886515,0.0014293999724105527,0.021455101252165,0.12873060751299,0.3928765779564338,0.575498085482872,0.18415938735451903,0.05730650329246899,0.42979877469351746,0.06182216329422786,0.12364432658845571,0.09273324494134179,0.0031466577898946147,0.09439973369683845
0.19,0.20440422193768076,0.006277669475042717,1.0712689265442246,0.7655041438416774,0.9527015631943501,1.031909343319718,1.0488385147998374,0.05253287049405681,9.0,0.01,1.0,0.56,8.0,0.39142331725639856,3.6,3.0,2.16,3.0334494213139056,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.05253287049405681,0.02452850663252169,0.012534325783784597,0.00031388347375213587,0.001506640674010252,0.02142537853088449,0.12855227118530693,0.39142331725639856,0.5741281078812581,0.18372099452200258,0.057162093791661005,0.4287157034374575,0.06191456059918307,0.12382912119836614,0.09287184089877461,0.0031465155443995124,0.09439546633198535
0.2,0.20468697415336468,0.006598620232457405,1.0697856403882895,0.7636767051582907,0.9503035247879602,1.033434348822493,1.048792522217451,0.05310939958808943,9.0,0.01,1.0,0.56,8.0,0.38997554997668726,3.6,3.0,2.16,3.032530395827904,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.05310939958808943,0.02456243689840376,0.012569027216418054,0.0003299310116228703,0.0015836688557897772,0.02139571280776579,0.12837427684659475,0.38997554997668726,0.572757528868718,0.18328240923798975,0.05701821148727761,0.4276365861545821,0.062006060929349585,0.12401212185869917,0.09300909139402437,0.003146377566652353,0.09439132699957059
0.21,0.2049751790409662,0.0069186957085017415,1.0683051981016383,0.7618485243598703,0.9479142182418998,1.034944483595181,1.0487479376406754,0.05369193823504012,9.0,0.01,1.0,0.56,8.0,0.3885332581762706,3.6,3.0,2.16,3.031606639477756,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.05369193823504012,0.024597021484915944,0.012604447206862846,0.0003459347854250871,0.0016604869700404179,0.021366103962032767,0.1281966237721966,0.3885332581762706,0.5713863932699027,0.18284364584636886,0.05687485309451398,0.4265613982088549,0.06209666901571086,0.12419333803142173,0.09314500352356629,0.0031462438129220265,0.09438731438766078
0.22,0.20526889051052882,0.007237906273271921,1.0668275935560552,0.7600196623615585,0.9455335877978517,1.0364398278017455,1.0487047462529058,0.05428054396694925,9.0,0.01,1.0,0.56,8.0,0.3870964238368583,3.6,3.0,2.16,3.030678161852503,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.05428054396694925,0.024632266861263456,0.01264059522342704,0.00036189531366359606,0.001737097505585261,0.021336551871121105,0.1280193112267266,0.3870964238368583,0.5700147467711689,0.18240471896677404,0.0567320152678711,0.4254901145090333,0.062186389668104726,0.12437277933620945,0.09327958450215709,0.0031461142387587174,0.09438342716276152
0.23,0.2055681627743332,0.007556262267072263,1.0653528207853715,0.7581901775795863,0.943161579729073,1.0379204592782323,1.0486629336633757,0.054875274745976366,9.0,0.01,1.0,0.56,8.0,0.3856650291080742,3.6,3.0,2.16,3.029744972670681,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.054875274745976366,0.024668179532919984,0.012677480863924426,0.0003778131133536132,0.001813502944097343,0.02130705641570743,0.1278423384942446,0.3856650291080742,0.5686426331846897,0.1819656426191007,0.05658969478374438,0.42442271087808287,0.062275227556693936,0.12455045511338787,0.09341284133504091,0.0031459888009901273,0.09437966402970381
0.24,0.20587305078134452,0.007873774193897714,1.0638808737220984,0.7563601297701749,0.9407981391377034,1.0393864573605025,1.048622485208196,0.05547618903649877,9.0,0.01,1.0,0.56,8.0,0.38423905605160436,3.6,3.0,2.16,3.028807081706402,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.05547618903649877,0.024704766093761342,0.012715113911405417,0.0003936887096948857,0.0018897058065354513,0.021277617474441967,0.1276657048466518,0.38423905605160436,0.5672700973276311,0.18152643114484196,0.0564478883482622,0.42335916261196654,0.06236318744163015,0.1247263748832603,0.09354478116244522,0.003145867455624588,0.09437602366873764
0.25,0.20618360977159292,0.00819045252213495,1.0624117464729987,0.7545295760216402,0.9384432132990523,1.0408378988860627,1.0485833866805756,0.05608334573307742,9.0,0.01,1.0,0.56,8.0,0.3828184869088512,3.6,3.0,2.16,3.0278644988656906,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.05608334573307742,0.02474203317259115,0.012753504281533351,0.00040952262610674756,0.001965708605312388,0.021248234929459976,0.12748940957675983,0.3828184869088512,0.5658971820162302,0.18108709824519365,0.05630659279794314,0.4222994459845736,0.06245027393316376,0.12490054786632752,0.09367541089974564,0.003145750160041727,0.0943725048012518
0.26,0.2064998957489113,0.008506307895203357,1.060945433031903,0.7526985749499184,0.9360967481605805,1.0422748623741303,1.0485456235677306,0.056696804240746516,9.0,0.01,1.0,0.56,8.0,0.38140330382295473,3.6,3.0,2.16,3.0269172341024415,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.056696804240746516,0.024779987489869357,0.012792662083293372,0.00042531539476016786,0.0020415138948488057,0.02121890866063806,0.12731345196382837,0.38140330382295473,0.5645239312124388,0.1806476579879804,0.05616580488963483,0.4212435366722612,0.06253649174244781,0.12507298348489562,0.09380473761367172,0.003145636870703192,0.09436910612109575
0.27,0.20682196499759883,0.008821350915426893,1.0594819275788196,0.7508671823373071,0.9337586919818792,1.0436974236787078,1.0485091818445567,0.057316624394562726,9.0,0.01,1.0,0.56,8.0,0.3799934891281939,3.6,3.0,2.16,3.0259652975051434,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.057316624394562726,0.024818635799711858,0.0128325975616404,0.00044106754577134463,0.0021171242197024543,0.021189638551576392,0.12713783130945835,0.3799934891281939,0.5631503867529803,0.1802081237609537,0.05602552151891275,0.4201914113918457,0.06262184542072247,0.12524369084144493,0.0939327681310837,0.00314552754553367,0.0943658263660101
0.28,0.20714987459241838,0.009135592371365825,1.058021224169523,0.7490354556777,0.9314289915409727,1.0451056605134976,1.0484740471478122,0.0579428665482862,9.0,0.01,1.0,0.56,8.0,0.3785890250506214,3.6,3.0,2.16,3.0250086992022824,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.0579428665482862,0.024857984951090203,0.012873321163096398,0.00045677961856829125,0.0021925421691277977,0.02116042448339046,0.12696254690034275,0.3785890250506214,0.561776591758275,0.179768509362648,0.05588573949245836,0.41914304619343773,0.06270633963080985,0.1254126792616197,0.09405950944621479,0.0031454221414434365,0.0943626642433031
0.29,0.20748368187858615,0.009449043005339509,1.0565633170575996,0.7472034494691102,0.9291075960641433,1.0464996477639268,1.0484402056317985,0.05857559148530633,9.0,0.01,1.0,0.56,8.0,0.3771898940184608,3.6,3.0,2.16,3.024047449459869,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.05857559148530633,0.024898041825430338,0.012914843473768303,0.00047245215026697545,0.002267770321281482,0.021131266341151995,0.12678759804691195,0.3771898940184608,0.5604025871018327,0.17932882787258644,0.055746455763848596,0.4180984182288645,0.06278997886583561,0.12557995773167122,0.0941849682987534,0.0031453206168953955,0.09435961850686186
0.3,0.20782344501796857,0.009761713756963959,1.0551082003614278,0.7453712201012501,0.9267944531455897,1.047879462348991,1.0484076430812996,0.05921486051590487,9.0,0.01,1.0,0.56,8.0,0.3757960783421191,3.6,3.0,2.16,3.02308155857588,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.05921486051590487,0.024938813402156226,0.01295717528974098,0.00048808568784819797,0.00234281130167135,0.021102164007228558,0.12661298404337135,0.3757960783421191,0.5590284150759376,0.17888909282430002,0.05560766718873538,0.4170575039155154,0.06287276774093946,0.12574553548187892,0.0943091516114092,0.003145222929243899,0.09435668787731696
0.31,0.20816922243346886,0.01007361551482207,1.0536558684085255,0.7435388208094155,0.9244895129608787,1.0492451782003562,1.0483763458277493,0.059860735379362255,9.0,0.01,1.0,0.56,8.0,0.37440756054480706,3.6,3.0,2.16,3.022111036988984,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.059860735379362255,0.02498030669201626,0.01300032755056651,0.0005036807757411035,0.0024176677235572966,0.02107311736817051,0.12643870420902306,0.37440756054480706,0.5576541156070616,0.1784493169942597,0.05546937077765272,0.4160202808323954,0.06295471069202137,0.12590942138404274,0.09443206603803206,0.003145129037483248,0.09435387112449743
0.32,0.2085210733903375,0.010384759375706843,1.0522063153805683,0.7417063068966284,0.9221927239063505,1.050596871452813,1.0483462998024848,0.06051327834998386,9.0,0.01,1.0,0.56,8.0,0.3730243230227096,3.6,3.0,2.16,3.0211358951616485,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.06051327834998386,0.0250225288068405,0.013044311414357556,0.0005192379687853422,0.002492342250169642,0.021044126307611367,0.12626475784566818,0.3730243230227096,0.5562797301724713,0.17800951365519083,0.05533156343438103,0.4149867257578578,0.06303581228716879,0.12607162457433757,0.09455371843075318,0.0031450388994074545,0.09435116698222364
0.33,0.20887905740604915,0.010695156380949951,1.0507595356793833,0.7398737303568629,0.9199040370896362,1.0519346150989637,1.0483174915118094,0.06117255213019715,9.0,0.01,1.0,0.56,8.0,0.37164634839504335,3.6,3.0,2.16,3.0201561437004094,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.06117255213019715,0.025065486888725896,0.013089138186851873,0.0005347578190474975,0.002566837531427988,0.021015190713587668,0.12609114428152599,0.37164634839504335,0.5549052977676472,0.1775696952856471,0.05519424222537817,0.4139568166903363,0.06311607690593782,0.12623215381187564,0.09467411535890673,0.0031449524745354282,0.09434857423606284
0.34,0.20924323486562013,0.011004817790857262,1.04931552355067,0.7380411454235848,0.9176234016955289,1.053258484499603,1.0482899070321805,0.061838619965516435,9.0,0.01,1.0,0.56,8.0,0.37027361914517715,3.6,3.0,2.16,3.0191717932273123,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.061838619965516435,0.025109188183874413,0.01313481940110872,0.0005502408895428631,0.002641156269805743,0.0209863104710134,0.1259178628260804,0.37027361914517715,0.5535308590676886,0.17712987490166035,0.05505740410173173,0.412930530762988,0.06319550906997617,0.12639101813995235,0.09479326360496426,0.0031448697210965416,0.09434609163289624
0.35000000000000003,0.2096136663980878,0.011313754806218818,1.047874273470966,0.7362086028706625,0.9153507697466946,1.0545685517228387,1.0482635330425203,0.0625115455284482,9.0,0.01,1.0,0.56,8.0,0.3689061179893286,3.6,3.0,2.16,3.0181828545120535,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.0625115455284482,0.025153639967770532,0.013181366742254652,0.000565687740310941,0.0027153011534925163,0.02095748546941932,0.12574491281651592,0.3689061179893286,0.5521564521529969,0.17669006468895898,0.054921046184801675,0.4119078463860126,0.06327411310337032,0.12654822620674064,0.09491116965505549,0.003144790599127561,0.09434371797382682
0.36,0.20999041352471237,0.011621978857412407,1.0464357797507573,0.7343761558787982,0.9130860912030223,1.0558648913654005,1.0482383557630135,0.0631913930425596,9.0,0.01,1.0,0.56,8.0,0.36754382749944,3.6,3.0,2.16,3.0171893383314363,0.12,0.3,2.0,0.05,0.24,0.02,0.12,0.75,0.24,0.06,0.45,0.06,0.12,0.09,0.003,0.09,1.0,1.0,0.0631913930425596,0.025198849622965484,0.01322879213168391,0.0005810989428706204,0.0027892749257789774,0.020928715595015145,0.12557229357009086,0.36754382749944,0.5507821169090987,0.17625027741091157,0.05478516547218134,0.41088874104136003,0.06335189348192403,0.12670378696384807,0.09502784022288605,0.0031447150672890404,0.09434145201867121
