Time,A,R,E,G,A_im,v,f,gamma,beta,pi1,lambdaE,muA,muR,muE,muG,b1,sigma1,mA,mG,R0,body,r1a,r1b,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11
2.36,2.5334480433472972,1619.72451100129,6206.376964220575,2386202.332920377,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,5965.5058323009425,0.5965505832300944,12412753.92844115,506.68960866945946,251.57653722048568,2533.4480433472972,0.6333620108368243,404.9311277503225,1551.5942410551438,11931011.664601885,0.6333620108368243,0.012310463679473629
2.37,2.52664618964934,1623.245244754126,6216.1492200309685,2390939.3221499454,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,5977.348305374863,0.5977348305374864,12432298.440061936,505.32923792986804,251.29615585732742,2526.64618964934,0.631661547412335,405.8113111885315,1554.0373050077421,11954696.610749727,0.631661547412335,0.012304099237573269
2.38,2.5198900854857778,1626.7408399689484,6225.829370963827,2395634.904784781,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,5989.087261961952,0.5989087261961953,12451658.741927655,503.97801709715554,251.01449129308648,2519.890085485778,0.6299725213714444,406.6852099922371,1556.4573427409568,11978174.523923904,0.6299725213714444,0.01229762434287768
2.39,2.513179400911507,1630.2114378604076,6235.418102269811,2400289.3089400455,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6000.723272350114,0.6000723272350115,12470836.204539623,502.63588018230143,250.73158929112338,2513.179400911507,0.6282948502278768,407.5528594651019,1558.8545255674528,12001446.544700228,0.6282948502278768,0.012291041414283317
2.4,2.506513808234806,1633.6571790748396,6244.916094206625,2404902.7637105,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6012.256909276251,0.6012256909276251,12489832.18841325,501.30276164696124,250.44749474234686,2506.513808234806,0.6266284520587015,408.4142947687099,1561.2290235516562,12024513.818552501,0.6266284520587015,0.012284352831819022
2.41,2.4998929818322413,1637.0782037236722,6254.324022062916,2409475.502610975,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6023.688756527437,0.6023688756527439,12508648.044125833,499.97859636644824,250.1622516617581,2499.8929818322413,0.6249732454580603,409.26955093091806,1563.581005515729,12047377.513054874,0.6249732454580603,0.012277560936598021
2.42,2.4933165979047787,1640.4746514288197,6263.6425561785345,2414007.768211196,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6035.01942052799,0.6035019420527992,12527285.112357069,498.6633195809557,249.87590317860247,2493.3165979047785,0.6233291494761947,410.1186628572049,1565.9106390446336,12070038.841055982,0.6233291494761947,0.012270668030548599
2.43,2.486784335132798,1643.846661184795,6272.87236202033,2418499.798515192,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6046.249496287979,0.6046249496287981,12545744.72404066,497.3568670265596,249.5884916185541,2486.784335132798,0.6216960837831995,410.96166529619876,1568.2180905050825,12092498.992575958,0.6216960837831995,0.012263676379184102
2.44,2.48029587439929,1647.1943714108133,6282.0141002003775,2422951.8322644816,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6057.379580661204,0.6057379580661205,12564028.200400755,496.05917487985795,249.3000584903226,2480.29587439929,0.6200739685998224,411.79859285270334,1570.5035250500944,12114759.161322407,0.6200739685998224,0.012256588211231914
2.45,2.4738508987710386,1650.517919950297,6291.068426510148,2427364.1090018842,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6068.4102725047105,0.6068410272504712,12582136.853020296,494.77017975420773,249.01064449843574,2473.8508987710384,0.6184627246927596,412.62947998757426,1572.767106627537,12136820.545009421,0.6184627246927596,0.012249405719120242
2.46,2.4674490934957305,1653.8174440671303,6300.035991955657,2431736.8688119957,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6079.342172029989,0.607934217202999,12600071.983911313,493.4898186991461,248.72028955746336,2467.4490934957303,0.6168622733739326,413.45436101678257,1575.0089979889142,12158684.344059978,0.6168622733739326,0.012242131059512601
2.47,2.46109014599906,1657.0930804419172,6308.917442792616,2436070.352061664,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6090.175880154161,0.6090175880154162,12617834.885585234,492.218029199812,248.42903280605597,2461.09014599906,0.615272536499765,414.2732701104793,1577.229360698154,12180351.760308322,0.615272536499765,0.01223476635383649
2.48,2.4547737452981484,1660.3449649759204,6317.713423309025,2440364.78590167,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6100.911964754175,0.6100911964754175,12635426.846618049,490.9547490596297,248.1369126697069,2454.7737452981482,0.6136934363245371,415.0862412439801,1579.4283558272562,12201823.929508349,0.6136934363245371,0.01222731368448259
2.49,2.4484995841460813,1663.5732338377418,6326.424563106458,2444620.4565397697,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6111.551141349424,0.6111551141349425,12652849.126212915,489.69991682921625,247.84396659036344,2448.4995841460814,0.6121248960365203,415.89330845943545,1581.6061407766144,12223102.282698847,0.6121248960365203,0.012219775113744787
2.5,2.4422673553478047,1666.778021584499,6335.051499572513,2448837.5794728906,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6122.093948682226,0.6122093948682228,12670102.999145027,488.4534710695609,247.5502315496497,2442.267355347805,0.6105668388369512,416.6945053961247,1583.7628748931284,12244187.897364452,0.6105668388369512,0.012212152652181061
2.51,2.4360767548529965,1669.95946263158,6343.594859844718,2453016.4009559844,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6132.541002389961,0.6132541002389962,12687189.719689434,487.2153509705993,247.2557436843627,2436.0767548529966,0.6090191887132491,417.489865657895,1585.8987149611794,12265082.004779922,0.6090191887132491,0.01220444828539078
2.52,2.429927480706034,1673.117690794567,6352.055266618129,2457157.1663957965,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6142.8929159894915,0.6142892915989492,12704110.533236258,485.98549614120674,246.96053842110217,2429.9274807060337,0.6074818701765085,418.2794226986417,1588.0138166545323,12285785.831978982,0.6074818701765085,0.012196663965951416
2.53,2.4238192330459927,1676.252839289236,6360.433338145351,2461260.120350871,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6153.150300877177,0.6153150300877178,12720866.676290702,484.76384660919854,246.66465048805804,2423.819233045993,0.6059548082614982,419.063209822309,1590.1083345363377,12306300.601754354,0.6059548082614982,0.012188801613951611
2.54,2.417751714106649,1679.365040731557,6368.729688236519,2465325.5065315454,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6163.3137663288635,0.6163313766328865,12737459.376473038,483.55034282132976,246.36811392665197,2417.7517141066487,0.6044379285266622,419.84126018288924,1592.1824220591297,12326627.532657728,0.6044379285266622,0.012180863117518512
2.55,2.411724628090979,1682.4544271700324,6376.94492630264,2469353.56988089,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6173.383924702226,0.6173383924702226,12753889.85260528,482.3449256181958,246.07096209190226,2411.7246280909794,0.6029311570227448,420.6136067925081,1594.23623157566,12346767.84940445,0.6029311570227448,0.012172850332940004
2.56,2.4057376810038553,1685.5211301288093,6385.079657413348,2473344.5593488878,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6183.36139837222,0.618336139837222,12770159.314826697,481.14753620077107,245.7732276488077,2405.7376810038554,0.6014344202509638,421.38028253220233,1596.269914353337,12366722.79674444,0.6014344202509638,0.012164765084637237
2.57,2.399790581175983,1688.5652804726694,6393.134482116018,2477298.719204787,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6193.246798011968,0.6193246798011969,12786268.964232037,479.95811623519666,245.4749426299747,2399.7905811759833,0.5999476452939958,422.14132011816736,1598.2836205290046,12386493.596023936,0.5999476452939958,0.012156609167337283
2.58,2.393883039032986,1691.5870084665319,6401.109996515485,2481216.292865972,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6203.04073216493,0.6203040732164931,12802219.99303097,478.7766078065972,245.17613842628666,2393.883039032986,0.5984707597582465,422.89675211663297,1600.2774991288713,12406081.464329861,0.5984707597582465,0.012148384345849736
2.59,2.388014767078459,1694.5864437798211,6409.0067922799,2485097.523179029,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6212.743807947573,0.6212743807947574,12818013.5845598,477.6029534156918,244.87684579632875,2388.014767078459,0.5970036917696148,423.6466109449553,1602.251698069975,12425487.615895145,0.5970036917696148,0.012140092355511552
2.6,2.3821854798939643,1697.5637154864664,6416.825456640727,2488942.6524197487,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6222.356631049372,0.6222356631049373,12833650.913281454,476.43709597879285,244.57709487717597,2382.1854798939644,0.5955463699734911,424.3909288716166,1604.2063641601817,12444713.262098745,0.5955463699734911,0.012131734902680128
2.61,2.3763948941390347,1700.5189520649021,6424.566572392743,2492751.922293123,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6231.879805732808,0.6231879805732808,12849133.144785486,475.27897882780695,244.27691519504694,2376.394894139035,0.5940987235347587,425.12973801622553,1606.1416430981858,12463759.611465614,0.5940987235347587,0.012123313665221085
2.62,2.370642728551172,1703.4522813980677,6432.230717894044,2496525.5739333476,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6241.313934833369,0.624131393483337,12864461.435788088,474.1285457102344,243.97633567582398,2370.642728551172,0.592660682137793,425.86307034951693,1608.057679473511,12482627.869666738,0.592660682137793,0.012114830292990703
2.63,2.3649287039458464,1706.363830773408,6439.818467066036,2500263.8479038207,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6250.659619759552,0.6250659619759553,12879636.934132071,472.9857407891693,243.6753846554401,2364.9287039458463,0.5912321759864616,426.590957693352,1609.954616766509,12501319.239519104,0.5912321759864616,0.012106286408313077
2.64,2.3592525426483792,1709.2537269066456,6447.330390518901,2503966.98524961,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6259.917463124026,0.6259917463124026,12894660.781037802,471.85050852967584,243.37408987401417,2359.2525426483794,0.5898131356620948,427.3134317266614,1611.8325976297253,12519834.926248051,0.5898131356620948,0.012097683603707167
2.65,2.3536139679833754,1712.122095963147,6454.767056563041,2507635.2284432924,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6269.088071108231,0.6269088071108232,12909534.11312608,470.7227935966751,243.07247847049138,2353.6139679833755,0.5884034919958439,428.0305239907868,1613.6917641407601,12538176.142216463,0.5884034919958439,0.012089023439855509
2.66,2.3480127062719793,1714.9690634743456,6462.129027252456,2511268.8176849596,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6278.172044212399,0.62781720442124,12924258.05450491,469.6025412543959,242.77057704892403,2348.0127062719794,0.5870031765679948,428.7422658685864,1615.532256813114,12556344.088424798,0.5870031765679948,0.01208030745570336
2.67,2.3424484858941192,1717.7947543769824,6469.4168602424725,2514867.992639449,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6287.169981598622,0.6287169981598624,12938833.720484944,468.48969717882386,242.46841166228586,2342.448485894119,0.5856121214735298,429.4486885942456,1617.3542150606181,12574339.963197244,0.5856121214735298,0.012071537164401668
2.68,2.3369210372410767,1720.5992930150912,6476.631108883695,2518432.9925242066,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6296.082481310516,0.6296082481310518,12953262.21776739,467.38420744821536,242.16600782080496,2336.9210372410766,0.5842302593102692,430.1498232537728,1619.1577772209237,12592164.962621033,0.5842302593102692,0.012062714053527272
2.69,2.331430092715492,1723.3828031399983,6483.772322222002,2521964.0561092845,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6304.910140273211,0.6304910140273212,12967544.644444004,466.28601854309835,241.86339050150693,2331.430092715492,0.582857523178873,430.84570078499956,1620.9430805555005,12609820.280546423,0.582857523178873,0.012053839585526912
2.7,2.3259753867313577,1726.1454079103228,6490.841044998553,2525461.421717343,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6313.653554293357,0.6313653554293358,12981682.089997105,465.19507734627155,241.56058415763647,2325.9753867313575,0.5814938466828394,431.5363519775807,1622.7102612496383,12627307.108586714,0.5814938466828394,0.012044915198156312
2.71,2.320556655714026,1728.8872298919753,6497.837817649783,2528925.327223648,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6322.313318059119,0.6322313318059121,12995675.635299565,464.1113311428052,241.2576127279601,2320.556655714026,0.5801391639285065,432.2218074729938,1624.4594544124457,12644626.636118239,0.5801391639285065,0.012035942304914426
2.72,2.3151736381002017,1731.6083910581606,6504.763176307405,2532356.0100560733,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6330.890025140184,0.6330890025140185,13009526.35261481,463.03472762004037,240.9544996459494,2315.1736381002015,0.5787934095250504,432.90209776454014,1626.1907940768513,12661780.050280366,0.5787934095250504,0.012026922295472876
2.73,2.3098260734199196,1734.3090127720172,6511.617655272648,2535753.702973885,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6339.384257434713,0.6339384257434714,13023235.310545297,461.9652146839839,240.65126784464394,2309.82607341992,0.5774565183549799,433.5772531930043,1627.904413818162,12678768.514869425,0.5774565183549799,0.012017856531203899
2.74,2.3045137018135105,1736.9892157774866,6518.4017883181,2539118.6318467166,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6347.796579616792,0.6347796579616792,13036803.5766362,460.9027403627021,240.34793976167603,2304.5137018135106,0.5761284254533776,434.24730394437165,1629.600447079525,12695593.159233583,0.5761284254533776,0.012008746342984567
2.75,2.299236266728669,1739.6491202503066,6525.116101418676,2542451.028056007,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6356.127570140017,0.6356127570140018,13050232.202837354,459.8472533457338,240.04453735995207,2299.236266728669,0.5748090666821672,434.91228006257666,1631.279025354669,12712255.140280034,0.5748090666821672,0.011999593045986386
2.76,2.293993513573195,1742.2888457725385,6531.761116382692,2545751.1223001555,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6364.377805750389,0.636437780575039,13063522.232765384,458.79870271463903,239.7410821310641,2293.993513573195,0.5734983783932988,435.5722114431346,1632.940279095673,12728755.611500777,0.5734983783932988,0.011990397932919396
2.77,2.2887851896708864,1744.9085113317333,6538.337350970752,2549019.1443916955,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6372.547860979239,0.637254786097924,13076674.701941503,457.7570379341773,239.43759510358132,2288.785189670886,0.5721962974177216,436.2271278329333,1634.584337742688,12745095.721958477,0.5721962974177216,0.011981162274200235
2.78,2.2836110442615367,1747.5082353209318,6544.845318895744,2552255.323257291,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6380.638308143229,0.6380638308143229,13089690.637791488,456.72220885230735,239.13409685141986,2283.611044261537,0.5709027610653842,436.87705883023295,1636.211329723936,12761276.616286457,0.5709027610653842,0.011971887318350605
2.79,2.2784708285009367,1750.088135538664,6551.285529822842,2555459.886937741,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6388.649717344353,0.6388649717344353,13102571.059645684,455.69416570018734,238.8306075021064,2278.470828500937,0.5696177071252342,437.522033884666,1637.8213824557106,12777299.434688706,0.5696177071252342,0.011962574292391318
2.8,2.273364295460873,1752.6483291889492,6557.658489369509,2558633.062587977,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6396.582656469943,0.6396582656469944,13115316.978739018,454.67285909217463,238.52714674493643,2273.364295460873,0.5683410738652183,438.1620822972373,1639.4146223423772,12793165.312939884,0.5683410738652183,0.011953224402231935
2.81,2.2682912001291298,1755.1889328812972,6563.964699105493,2561775.076477063,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6404.437691192657,0.6404437691192658,13127929.398210987,453.65824002582593,238.2237338390279,2268.2912001291297,0.5670728000322824,438.7972332203243,1640.9911747763733,12808875.382385314,0.5670728000322824,0.011943838833056053
2.82,2.2632512982993154,1757.7100626601687,6570.204659296428,2564886.151110237,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6412.215377775593,0.6412215377775593,13140409.318592856,452.6502596598631,237.92038760391765,2263.2512982993153,0.5658128245748288,439.42751566504216,1642.551164824107,12824430.755551185,0.5658128245748288,0.011934418744048193
2.83,2.2582443463447635,1760.2118340109776,6576.378869462605,2567966.504642779,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6419.916261606948,0.6419916261606948,13152757.73892521,451.6488692689527,237.61712642216153,2258.2443463447635,0.5645610865861909,440.0529585027444,1644.0947173656511,12839832.523213895,0.5645610865861909,0.011924965267573312
2.84,2.2532701039136778,1762.6943617885636,6582.487821718374,2571016.357866785,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6427.540894666963,0.6427540894666963,13164975.643436749,450.65402078273553,237.3139682888621,2253.2701039136778,0.5633175259784194,440.6735904471409,1645.6219554295935,12855081.789333925,0.5633175259784194,0.011915479523266112
2.85,2.2483283324947774,1765.1577602552604,6588.532004316913,2574035.9304928095,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6435.089826232024,0.6435089826232024,13177064.008633826,449.6656664989555,237.0109307976691,2248.3283324947774,0.5620820831236943,441.2894400638151,1647.1330010792283,12870179.652464047,0.5620820831236943,0.011905962611114778
2.86,2.243418795389961,1767.602143081619,6594.511901717776,2577025.4410790047,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6442.563602697512,0.6442563602697513,13189023.803435551,448.68375907799225,236.70803114778326,2243.4187953899614,0.5608546988474903,441.90053577040476,1648.627975429444,12885127.205395024,0.5608546988474903,0.011896415611682637
2.87,2.23854125771431,1770.0276233464092,6600.4279945868975,2579985.10703112,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6449.9627675778,0.6449962767577802,13200855.989173794,447.708251542862,236.40528615128474,2238.54125771431,0.5596353144285775,442.5069058366023,1650.1069986467244,12899925.5351556,0.5596353144285775,0.011886839586464826
2.88,2.2336954863960847,1772.4343135366182,6606.280759796588,2582915.1446025018,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6457.287861506255,0.6457287861506256,13212561.519593177,446.73909727921694,236.10271224036697,2233.6954863960846,0.5584238715990212,443.10857838415455,1651.570189949147,12914575.723012509,0.5584238715990212,0.011877235578240861
2.89,2.228881250176726,1774.822325547452,6612.07067042554,2585815.768894096,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6464.53942223524,0.646453942223524,13224141.34085108,445.7762500353452,235.80032547447905,2228.881250176726,0.5572203125441815,443.705581386863,1653.017667606385,12929078.844470479,0.5572203125441815,0.011867604611423306
2.9,2.224098319610857,1777.1917706823342,6617.798195758822,2588687.1938544433,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6471.717984636109,0.647171798463611,13235596.391517643,444.8196639221714,235.49814154737533,2224.098319610857,0.5560245799027143,444.29794267058355,1654.4495489397054,12943435.969272217,0.5560245799027143,0.01185794769240247
2.91,2.219346167228711,1779.5428620168518,6623.464426055017,2591529.8428881955,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6478.824607220489,0.647882460722049,13246928.852110034,443.8692334457422,235.19616620385466,2219.3461672287112,0.5548365418071778,444.88571550421295,1655.8661065137542,12957649.214440977,0.5548365418071778,0.011848264890708934
2.92,2.2146252847314156,1781.8754631846894,6629.06832879573,2594343.416855047,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6485.858542137617,0.6485858542137618,13258136.65759146,442.9250569462831,234.89443736261205,2214.625284731416,0.5536563211828539,445.46886579617234,1657.2670821989325,12971717.084275234,0.5536563211828539,0.011838559365033948
2.93,2.2099349829880404,1784.1898427475235,6634.611330922219,2597128.4540258897,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6492.821135064724,0.6492821135064726,13269222.661844438,441.9869965976081,234.59295485974167,2209.9349829880402,0.5524837457470101,446.04746068688087,1658.6528327305548,12985642.27012945,0.5524837457470101,0.011828830649339048
2.94,2.2052750497604867,1786.4861058978263,6640.09386599976,2599885.155210665,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6499.712888026663,0.6499712888026663,13280187.73199952,441.05500995209735,234.2917332921108,2205.2750497604866,0.5513187624401217,446.6215264744566,1660.02346649994,12999425.776053324,0.5513187624401217,0.011819079708240742
2.95,2.2006452728106547,1788.7643578280708,6645.516367593629,2602613.7212193133,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6506.534303048284,0.6506534303048285,13291032.735187259,440.12905456213093,233.99078687569204,2200.6452728106547,0.5501613182026637,447.1910894570177,1661.3790918984073,13013068.606096566,0.5501613182026637,0.011809307484679591
2.96,2.196045439900445,1791.0247037307292,6650.879269269102,2605314.3528617765,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6513.285882154441,0.6513285882154443,13301758.538538205,439.20908798008907,233.6901294497091,2196.045439900445,0.5490113599751113,447.7561759326823,1662.7198173172756,13026571.764308883,0.5490113599751113,0.011799514900130741
2.97,2.191475338791759,1793.267248798274,6656.183004591456,2607987.250947995,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6519.968127369988,0.6519968127369988,13312366.009182911,438.2950677583518,233.38977448075215,2191.475338791759,0.5478688346979398,448.3168121995685,1664.045751147864,13039936.254739976,0.5478688346979398,0.011789702854813091
2.98,2.186934757246497,1795.492098223178,6661.428007125964,2610632.6162879104,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6526.581540719776,0.6526581540719777,13322856.014251927,437.3869514492994,233.08973506686456,2186.934757246497,0.5467336893116242,448.8730245557945,1665.357001781491,13053163.081439551,0.5467336893116242,0.011779872227897127
2.99,2.1824234830265596,1797.6993571979128,6666.614710437904,2613250.649691464,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6533.12662422866,0.6533126624228661,13333229.420875808,436.4846966053119,232.79002394159983,2182.4234830265596,0.5456058707566399,449.4248392994782,1666.653677609476,13066253.24845732,0.5456058707566399,0.011770023877711429
