Cdh1_1_task1,CkiT_2_task1,CycAT_3_task1,CycDT_4_task1,CycE_5_task1,E2F_6_task1,Emi1T_7_task1,Rbpp_8_task1,time_task1
0.998,0.2,0.0,0.0,0.00399999999999999,0.0010000000000000009,0.002,0.001,0.0
0.9974210460882312,0.19987032070618063,0.00018653473393947603,0.06513294906939314,0.009810078661285707,0.0011934275473578432,0.002415269391964723,0.0023108181705130027,12.0
0.9966974770819259,0.19957257054104466,0.00020358468052905602,0.14275448169452506,0.02997440130276638,0.0013312519378497062,0.002676287020325668,0.014691014367120597,24.0
0.9954988827192921,0.19918456666254464,0.0002576331086743183,0.21882806406328478,0.0482019232381419,0.001726062809397421,0.003443034448002916,0.07086570833305683,36.0
0.9929251895920727,0.19889929259124764,0.0004098175364395808,0.28961197808195527,0.060230377505800056,0.002981599299016001,0.005764131060786364,0.3289700903426378,48.0
0.939434099332422,0.19866636383944994,0.0034474162421495843,0.35442075428297415,0.06987164209928737,0.04340738635770602,0.06035356815099415,0.9046452504106929,60.0
0.901485329945621,0.19825800938068391,0.007502206527846595,0.4134490391477386,0.08297111871776836,0.07940200793170066,0.09871545446891233,0.9480351096927682,72.0
0.8868779490358826,0.19787987894656828,0.00873417292444013,0.46711984630056874,0.09649941193171514,0.09972053662463266,0.11330476345541622,0.9601884461689036,84.0
0.8754251452817523,0.19751477028455325,0.009662818476499064,0.5158916181373265,0.11074703564492622,0.11847138267567527,0.12464566411013103,0.9678136932967468,96.0
0.8657112618364323,0.1971396532093348,0.010438948410151522,0.5602031664530426,0.12578447324772932,0.1367093207647366,0.13417850746213067,0.9731304592017415,108.0
0.8571589556191201,0.19674799835387274,0.01111447631541648,0.600459862687021,0.1416284175973364,0.1548426195792087,0.14248907232771946,0.9770645686741036,120.0
0.849470811730841,0.19633816945723603,0.011715103158135209,0.637031993795818,0.1582648292461787,0.17304427540639064,0.14987758119409494,0.9800917274235726,132.0
0.84246762532062,0.1959101445066704,0.012255832653706946,0.670256578742596,0.1756613778251533,0.19138144850704567,0.15652354468640575,0.9824873156003816,144.0
0.8360274842091515,0.19546458781369364,0.012746582524880317,0.7004399525982933,0.19377503879099292,0.2098685268261505,0.16254777533423712,0.98442418010992,156.0
0.8300593464783518,0.1950025012667048,0.013194564853755142,0.7278604718629685,0.21255686075466151,0.22849197556010564,0.16803921826614826,0.9860171011927686,168.0
0.8244903157948245,0.1945250513982917,0.013605407695165042,0.7527710306195683,0.23195505927871668,0.24722348510159473,0.17306781428983822,0.9873457260967914,180.0
0.8192589033954505,0.19403346705939453,0.013983735443412158,0.7754013771204282,0.2519170552016053,0.26602728378649737,0.17769124924578367,0.9884671965572692,192.0
0.8143112658635121,0.1935289731172511,0.014333483970669829,0.7959602329339378,0.2723908237094624,0.2848644258950063,0.18195865711424322,0.9894235917983426,204.0
0.809598845361265,0.19301274578974278,0.014658088526376114,0.8146372137599879,0.2933257793897718,0.3036954177474759,0.18591287305952645,0.9902466046791102,216.0
0.8050767538364837,0.19248588096324745,0.014960603820477434,0.8316045787976512,0.31467334262403424,0.32248178719009896,0.189591899346688,0.9909605264611994,228.0
0.8007025554373141,0.19194937068703716,0.015243788423188027,0.8470188193866068,0.3363872842000487,0.341187042861449,0.19302992814116987,0.9915842641169149,240.0
0.7964352157306667,0.19140408480611582,0.015510168031827906,0.8610221022801247,0.3584239106877253,0.35977723401812656,0.19625814523138357,0.9921327673838195,252.0
0.7922341391134899,0.19085075469078544,0.015762088683402856,0.8737435678848777,0.38074214440635296,0.37822119703213697,0.19930537952358565,0.9926179599347699,264.0
0.7880581700717623,0.19028995765050333,0.0160017658923804,0.8853005282947493,0.4033035231848095,0.39649067459729886,0.2021987100432761,0.9930494700793627,276.0
0.7838645227771674,0.18972210019858943,0.01623133009198952,0.8957996167527355,0.4260721259053121,0.41456026434966786,0.20496403173018124,0.9934351468596229,288.0
0.7796075511973531,0.18914739581537152,0.016452876318364337,0.9053376649229975,0.4490145148100907,0.4324073643221159,0.20762665512144338,0.9937814418568837,300.0
0.775237276692181,0.1885658385641837,0.016668517736649808,0.9140026420043449,0.4720996151881647,0.45001200529249147,0.21021194981307753,0.9940936890100592,312.0
0.770697650506406,0.18797716696346475,0.01688044778177387,0.921874464961704,0.4952985977161642,0.4673567161878001,0.2127460781103551,0.9943763771048373,324.0
0.7659242721547018,0.18738081556901803,0.017091015095191092,0.9290257350077537,0.5185847498743902,0.48442624614137686,0.2152568824196991,0.9946332116206108,336.0
0.7608415536491557,0.18677584776903147,0.017302819907726988,0.935522408642299,0.5419333457560022,0.5012074809129713,0.21777500948754952,0.9948673929301999,348.0
0.7553591757671784,0.18616086140648028,0.017518835088694756,0.9414243629952038,0.5653215653000301,0.5176891508227124,0.22033529764925106,0.9950816028219722,360.0
0.749367644704643,0.1855338760870488,0.017742556846578383,0.9467860495296266,0.5887283248545765,0.5338616365526968,0.2229785596210422,0.9952781495873173,372.0
0.7427309929665697,0.1848921421673078,0.01797825434925693,0.9516569548402911,0.6121342141510897,0.5497167469895493,0.22575447476288493,0.9954590167598951,384.0
0.7352809573900817,0.18423189738436005,0.018231233523780813,0.9560820044623952,0.6355214289363207,0.565247513753348,0.2287244538196107,0.9956259211531744,396.0
0.7268041282464294,0.1835480303066109,0.0185082946086974,0.9601020156867481,0.6588737053855114,0.580447935671782,0.2319671961559629,0.9957803597829501,408.0
0.7170376651596477,0.18283360798237308,0.018818198266741446,0.9637540522949837,0.682176298380969,0.5953127044485806,0.23558309085970253,0.9959236387357788,420.0
0.705639105605655,0.18207921864739754,0.019172674905307812,0.9670718019751132,0.7054159839336311,0.6098368803754608,0.23970767395915818,0.9960569045739245,432.0
0.6922004894893364,0.18127205616145578,0.01958719390910263,0.9700858822057302,0.7285811325378502,0.6240155436238844,0.24451600699764986,0.9961811992583426,444.0
0.6762166089367303,0.18039484178950727,0.020082524729698854,0.9728240899584997,0.7516617411856359,0.637843299127178,0.2502444030565912,0.9962974424075146,456.0
0.6571026368641694,0.17942415799147818,0.020686628315435034,0.9753116531492967,0.7746495809932212,0.6513136856387227,0.2572060204131565,0.9964064815303006,468.0
0.6342130373496931,0.1783287148113778,0.02143697193727903,0.977571515293971,0.7975382212173058,0.6644183955906232,0.26581624256725744,0.9965090803129132,480.0
0.6068989939846001,0.17706711263228028,0.022383579828563142,0.9796245200377037,0.8203229909425949,0.6771463232597947,0.2766206011033324,0.9966059735711186,492.0
0.5745878605407108,0.17558529549195845,0.023593348315727406,0.9814896018991255,0.8430007107874729,0.6894822404501811,0.2903345015924821,0.9966978518335002,504.0
0.5368760971642306,0.17381344451031147,0.02515656867868004,0.9831839619710755,0.8655691296310792,0.7014050726350292,0.30790245168645686,0.9967853915269709,516.0
0.4935871967715938,0.17166157125568063,0.027198506135820602,0.9847232279576207,0.8880261057977263,0.7128854454588506,0.330607650826341,0.9968692802441742,528.0
0.44471840565302523,0.16901158858157178,0.029903231675165478,0.9861216005495318,0.9103689754687511,0.7238818955149301,0.36031561969679815,0.9969502703966829,540.0
0.3901074359373118,0.1656986588877269,0.03357126535149479,0.9873919723155619,0.9325955899581068,0.7343337654375776,0.40010846016962154,0.9970293118739089,552.0
0.32830394728386275,0.16146043219906053,0.03879021075030638,0.9885460600972734,0.9547137727216527,0.7441460765927627,0.4564034552174011,0.9971079710250097,564.0
0.2512815257928264,0.15574462739998135,0.04717613740741219,0.9895945076442244,0.9767971345765707,0.7531436860452345,0.5497546814276119,0.9971901825392916,576.0
0.05778067613507237,0.14619987105845972,0.07029647434146068,0.9905469846228071,0.9996325601559397,0.7608017898981522,0.9208720023506605,0.9973031834531155,588.0
0.001410668874526963,0.12306221993124908,0.14681272745469282,0.9914122756862035,1.0244477590225263,0.7638249226640899,1.8536354907828398,0.997519036046908,600.0
0.0009624370748791382,0.10195669552653013,0.22157335414490853,0.992198361473385,1.037938062274164,0.7600756028572608,1.9577688529746449,0.9976806087283114,612.0
0.0007720531120243916,0.08639708266716858,0.29268070622342385,0.9929124920678503,1.038917972079985,0.7501211696537414,1.9691279035435225,0.997796726835921,624.0
0.0006728368294825291,0.07481753533079592,0.36020323246824965,0.9935612538708448,1.0291750467477132,0.7347152695404413,1.968415121860328,0.9978806865423244,636.0
0.0006135683682790092,0.06602566985144942,0.42421952640884114,0.9941506306394083,1.0104160730402256,0.7146988850735,1.9640931968614794,0.9979411493718708,648.0
0.0005750285553438553,0.05921854686601514,0.4848175586901502,0.9946860582467446,0.9842148727276034,0.6909431609934003,1.9574598121503486,0.997983935461282,660.0
