Time,Cdh1,CkiT,CycAT,CycDT,CycE,E2F,Emi1T,Rbpp,E2FT,Myc,CycET,Comp1,Comp2,Rbp,CycECki,CycDCki,CycACki,Cdh1dp,EmiC,UbI,Rb,CycD,CycA,Cdh1p,Cdh1T,S,Ksm,Kdm,Kscycdm,Kscycds,Kdcycd,Kscyceb,Kscycem,Kscyce,Kdcyce,Kdcycea,Khcyce,Kscyca,Kdcyca,Kdcycac,Khcyca,Kse2fm,Kse2f,Kde2f,Kde2fa,Khe2f,RbT,Kase2f,Kdise2f,Kprb,Kdprbp,Kppeb,Kdprbpp,Kprbp,JpRb,JpRbp,JdpRb,JppRb,Kscki,Kdcki,Kascki,Kdiscki,Ksub1,Kdub1,Kdub1c,Ksemi1,Kdemi1,Kdemi1c,Khemi1,Kascdh1,Kdiscdh1,Kacdh1,Kicdh1e,Kicdh1a,JdpCdh1,JpCdh1,Kse2fb,Kdckic,compartment,reaction_for_Myc_production,reaction_for_Myc_decay,reaction_for_CycDT_production,reaction_CycDT_decay,reaction_for_CycET_production,reaction_CycET_decay,reaction_for_CycAT_production,reaction_CycAT_decay,reaction_for_E2FT_production,reaction_E2FT_decay,reaction_Comp1_production,reaction_Comp1_decay,reaction_for_Comp2_production,reaction_Comp2_decay,reactionfor_Rbp_production,reaction_for_Rbp_decay,reaction_for_CkiT_production,reaction_for_CkiT_decay,reaction_for_CycECki_production,reaction_for_CycECki_decay,reaction_for_CycDCki_production,reaction_for_CycDCki_decay,reaction_for_CycACki_production,reaction_for_CycACki_decay,reaction_for_Cdh1dp_production,reaction_for_Cdh1dp_decay,reaction_for_Emi1T_production,reaction_for_Emi1T_decay,reaction_for_EmiC_production,reaction_for_EmiC_decay,reaction_for_Cdh1_production,reaction_for_Cdh1_decay,reaction_for_UbI_production,reaction_for_UbI_decay,reaction_for_Rbpp_production,reaction_for_Rbpp_decay
0.0,0.998,0.2,0.0,0.0,0.00399999999999999,0.0010000000000000009,0.002,0.001,0.106,0.0,0.119,0.105,0.0,0.0,0.115,0.0,0.0,1.0,0.002,0.02,0.894,0.0,0.0,1.734723475976807e-18,1.0,1.0,0.1,0.1,0.004,0.004,0.008,0.0001,0.0,0.004,0.001,0.01,0.25,0.008,0.004,0.5,0.1,0.0,0.004,0.003,0.01,0.25,1.0,100.0,1.0,5.0,1.0,0.5,0.1,2.0,0.01,0.05,0.05,0.5,0.04,0.2,100.0,0.1,0.004,0.002,0.2,0.45,0.2,2.0,0.1,100.0,0.1,0.1,0.14,0.2,0.02,0.25,0.0003,1.0,1.0,0.1,0.0,0.004,0.0,0.0001159362549800797,0.00011899999999999999,7.920792079207928e-05,0.0,0.00031593625498007964,0.000318,0.08940000000000008,0.10566210743801652,0.0,0.0,0.0,0.0,0.04,0.040016,0.03399999999999991,0.03462420000000001,0.0,0.0,0.0,0.0,0.0,0.00044799999999999896,0.004455445544554459,0.004392,0.0,0.004592000000000001,0.004592000000000005,0.0004471039999999989,0.004,0.004032,0.001629747323238906,0.00196078431372549
12.0,0.9974210460882312,0.19987032070618063,0.00018653473393947603,0.06513294906939314,0.009810078661285707,0.0011934275473578432,0.002415269391964723,0.0023108181705130027,0.10600976449252984,0.6988057857549453,0.11899791499601213,0.10328132988996966,0.0015350070552023409,0.0003750728854978725,0.10918783633472642,0.05808001181386976,0.00015026845316008414,0.9997814340304132,0.002360903955379175,0.019864440609449627,0.8924977719988171,0.007052937255523382,3.626628077939189e-05,0.00021804995638959133,1.0,1.0,0.1,0.1,0.004,0.004,0.008,0.0001,0.0,0.004,0.001,0.01,0.25,0.008,0.004,0.5,0.1,0.0,0.004,0.003,0.01,0.25,1.0,100.0,1.0,5.0,1.0,0.5,0.1,2.0,0.01,0.05,0.05,0.5,0.04,0.2,100.0,0.1,0.004,0.002,0.2,0.45,0.2,2.0,0.1,100.0,0.1,0.1,0.14,0.2,0.02,0.25,0.0003,1.0,1.0,0.1,0.06988057857549454,0.006795223143019781,0.0005210635925551451,0.00011900412059360661,0.00011904107111398621,9.434822606828509e-05,9.377297366460894e-05,0.00031900412059360656,0.00031806773927643396,0.1362988581431274,0.13658572281426862,0.032196430122662045,0.031911888927379006,0.03641355349975249,0.0363427356724466,0.04,0.04001315720385063,0.03183586749965019,0.03288693461707065,0.02288833593519435,0.017900003632143998,0.00011769207459611882,0.00012065145996063616,0.0010810161804530312,0.0011044831239489484,0.005307087716341036,0.005301134925429625,0.005423708501127716,0.005417901772390032,0.006495181608982898,0.006524398608392953,0.004,0.004002371107745857,0.004731452123391405,0.004417476635484137
24.0,0.9966974770819259,0.19957257054104466,0.00020358468052905602,0.14275448169452506,0.02997440130276638,0.0013312519378497062,0.002676287020325668,0.014691014367120597,0.10602980753913326,0.9092820772464272,0.11900649415344658,0.09492032672430817,0.009778228876975381,0.002613699041246394,0.0890320928506802,0.10208357217669384,0.00010548517536085587,0.9993114074142775,0.002615731505646212,0.019861694378229516,0.8779967309903494,0.04067090951783123,9.809950516820016e-05,0.0006867914124278791,1.0,1.0,0.1,0.1,0.004,0.004,0.008,0.0001,0.0,0.004,0.001,0.01,0.25,0.008,0.004,0.5,0.1,0.0,0.004,0.003,0.01,0.25,1.0,100.0,1.0,5.0,1.0,0.5,0.1,2.0,0.01,0.05,0.05,0.5,0.04,0.2,100.0,0.1,0.004,0.002,0.2,0.45,0.2,2.0,0.1,100.0,0.1,0.1,0.14,0.2,0.02,0.25,0.0003,1.0,1.0,0.1,0.09092820772464272,0.0076371283089857085,0.0011420358535562006,0.00012118720895368642,0.00011912323893532913,0.00010510099598226328,0.00010227050745003624,0.0003211872089536864,0.00031819343733392643,0.2804585700773554,0.2815769755417245,0.18432069022900963,0.18322088203665512,0.21087208362573653,0.2105469285440599,0.04,0.040033716972564054,0.025032882466858183,0.0268519253398634,0.03396598609247719,0.03150271381097977,8.192702026398305e-05,8.469890271246902e-05,0.003328368437192394,0.003372364109724051,0.005911931024002309,0.005870154446276531,0.00603971177118684,0.0059989054364964385,0.009314436953887409,0.009399095781114785,0.004,0.003998943524227185,0.024805523848633045,0.022709513076652803
36.0,0.9954988827192921,0.19918456666254464,0.0002576331086743183,0.21882806406328478,0.0482019232381419,0.001726062809397421,0.003443034448002916,0.07086570833305683,0.10609705772703909,0.9726763128789282,0.1190632630114761,0.07665830883660155,0.027712686081040123,0.009175742861508992,0.0708613397733342,0.12404758439070139,8.856793937546575e-05,0.9988598334552857,0.00336478715376426,0.01988064938069008,0.8155875538877925,0.09478047967258339,0.00016906516929885253,0.0011363301269436401,1.0,1.0,0.1,0.1,0.004,0.004,0.008,0.0001,0.0,0.004,0.001,0.01,0.25,0.008,0.004,0.5,0.1,0.0,0.004,0.003,0.01,0.25,1.0,100.0,1.0,5.0,1.0,0.5,0.1,2.0,0.01,0.05,0.05,0.5,0.04,0.2,100.0,0.1,0.004,0.002,0.2,0.45,0.2,2.0,0.1,100.0,0.1,0.1,0.14,0.2,0.02,0.25,0.0003,1.0,1.0,0.1,0.09726763128789283,0.007890705251515712,0.0017506245125062784,0.00012742763764917527,0.0001192645575186592,0.00013574203202036973,0.0001292672683530882,0.00032742763764917525,0.0003184705463513846,0.49737993817256854,0.499319600599383,0.4207998694908365,0.4188988896633439,0.49595808594070273,0.4950923408735493,0.04,0.040028458505908075,0.020182504649173386,0.02139752664438523,0.039685293513955174,0.03832594593763645,7.078884692068376e-05,7.109446697980244e-05,0.005393365952452018,0.005424427467676117,0.007635489301145797,0.007543680781902459,0.0077984008748185,0.007708719850450374,0.013075149049758346,0.013195684822855486,0.004,0.0039979941480035724,0.06770805211258868,0.05863177348680215
48.0,0.9929251895920727,0.19889929259124764,0.0004098175364395808,0.28961197808195527,0.060230377505800056,0.002981599299016001,0.005764131060786364,0.3289700903426378,0.10628781155794048,0.9917702505704215,0.1192463188060276,0.048739255797089806,0.054566956461834674,0.029565224064368758,0.05901594130022754,0.13695094293625473,0.00010320274575543584,0.998547498159557,0.0056304868525480535,0.019916351146711694,0.538158473334069,0.15266103514570054,0.0003066147906841449,0.001444323555379292,1.0,1.0,0.1,0.1,0.004,0.004,0.008,0.0001,0.0,0.004,0.001,0.01,0.25,0.008,0.004,0.5,0.1,0.0,0.004,0.003,0.01,0.25,1.0,100.0,1.0,5.0,1.0,0.5,0.1,2.0,0.01,0.05,0.05,0.5,0.04,0.2,100.0,0.1,0.004,0.002,0.2,0.45,0.2,2.0,0.1,100.0,0.1,0.1,0.14,0.2,0.02,0.25,0.0003,1.0,1.0,0.1,0.09917702505704215,0.007967081002281686,0.002316895824655642,0.00014714333860292895,0.00011961194565683324,0.00023162190677258128,0.00020509834767947174,0.0003471433386029289,0.00031918932882475263,0.6822947670479043,0.6849312093943861,0.6421722907268306,0.6397492413352647,0.8041111006766442,0.8010572015733979,0.04,0.040019666620936756,0.01704041218721943,0.017835133386777016,0.04319094569114761,0.042346008888886406,8.674762856089847e-05,8.27343667307445e-05,0.006770780635499968,0.0067928844412858255,0.013028732255957697,0.012599528064886983,0.013289172628090573,0.012870450506888313,0.019584414049762806,0.020024507274988307,0.004,0.003994922049959624,0.12654917102187788,0.08680634665527469
60.0,0.939434099332422,0.19866636383944994,0.0034474162421495843,0.35442075428297415,0.06987164209928737,0.04340738635770602,0.06035356815099415,0.9046452504106929,0.10816794166154906,0.9975212469275845,0.1211318151338781,0.011947655851318593,0.05281289945252444,0.014912450251627041,0.05126017303459074,0.14465800422798625,0.0005973509248728192,0.9982071240218586,0.05887858669369053,0.020354027093563258,0.015681744033837063,0.2097627500549879,0.002850065317276765,0.001687313973887522,1.0,1.0,0.1,0.1,0.004,0.004,0.008,0.0001,0.0,0.004,0.001,0.01,0.25,0.008,0.004,0.5,0.1,0.0,0.004,0.003,0.01,0.25,1.0,100.0,1.0,5.0,1.0,0.5,0.1,2.0,0.01,0.05,0.05,0.5,0.04,0.2,100.0,0.1,0.004,0.002,0.2,0.45,0.2,2.0,0.1,100.0,0.1,0.1,0.14,0.2,0.02,0.25,0.0003,1.0,1.0,0.1,0.09975212469275846,0.007990084987710339,0.0028353660342637934,0.0006917695105982933,0.00012458415098519658,0.0024214867844775285,0.001633099851202477,0.0008917695105982932,0.0003275866819743551,0.5817500532312594,0.5837756561785957,0.6356742888819186,0.6413638742282035,0.6933977595623714,0.696738299176608,0.04,0.04002733466745664,0.015028241889094065,0.015506647294399505,0.04511652012798608,0.04476878512949551,0.0006130022094927935,0.00046306478186283805,0.008226890199988556,0.008278660511820388,0.13620863162686098,0.1254671135050531,0.13881366336981818,0.12828868012921335,0.1358011769647911,0.14635601236857687,0.004,0.0038649614762729895,0.11007859961809885,0.09476245233729601
72.0,0.901485329945621,0.19825800938068391,0.007502206527846595,0.4134490391477386,0.08297111871776836,0.07940200793170066,0.09871545446891233,0.9480351096927682,0.11763222302076637,0.9992534132100992,0.1307347976549402,0.004960184732201435,0.03327003035686428,0.007850864259026296,0.04776367893717184,0.1473897982387065,0.0013815660221094712,0.9977203417116934,0.09645489596909351,0.021614128691812593,0.005883810959139861,0.2660592409090321,0.006120640505737124,0.0020597740852854596,1.0,1.0,0.1,0.1,0.004,0.004,0.008,0.0001,0.0,0.004,0.001,0.01,0.25,0.008,0.004,0.5,0.1,0.0,0.004,0.003,0.01,0.25,1.0,100.0,1.0,5.0,1.0,0.5,0.1,2.0,0.01,0.05,0.05,0.5,0.04,0.2,100.0,0.1,0.004,0.002,0.2,0.45,0.2,2.0,0.1,100.0,0.1,0.1,0.14,0.2,0.02,0.25,0.0003,1.0,1.0,0.1,0.09992534132100993,0.007997013652840397,0.003307592313181909,0.0010641957974726632,0.00013873660463530193,0.003540741103050728,0.0034115733896493763,0.001264195797472663,0.00036009651455230714,0.44626251252298677,0.4464846938089604,0.5034091928234278,0.5041078817661158,0.5261510597764124,0.5263215220996852,0.04,0.0400333755778628,0.014295643169117918,0.014471766489663668,0.045841107468006,0.04567987765903186,0.0010545656607825087,0.0010453872211927224,0.0102320163927426,0.010267375859643487,0.19916668704660345,0.1977241589790612,0.20425165648867463,0.2028418162258657,0.2116244945144667,0.21306306969628055,0.004,0.003940192244428783,0.09632885543315202,0.09499015620648939
84.0,0.8868779490358826,0.19787987894656828,0.00873417292444013,0.46711984630056874,0.09649941193171514,0.09972053662463266,0.11330476345541622,0.9601884461689036,0.1293631163510115,0.9997751321789405,0.14285625840991434,0.003152333085245962,0.02649024664113288,0.006287380827341548,0.046356846478199196,0.14865693075083558,0.0014158629820188512,0.9972893749414297,0.11071152333583203,0.02212229827245679,0.00388159327737592,0.31846291554973316,0.007318309942421279,0.0024105276282853916,1.0,1.0,0.1,0.1,0.004,0.004,0.008,0.0001,0.0,0.004,0.001,0.01,0.25,0.008,0.004,0.5,0.1,0.0,0.004,0.003,0.01,0.25,1.0,100.0,1.0,5.0,1.0,0.5,0.1,2.0,0.01,0.05,0.05,0.5,0.04,0.2,100.0,0.1,0.004,0.002,0.2,0.45,0.2,2.0,0.1,100.0,0.1,0.1,0.14,0.2,0.02,0.25,0.0003,1.0,1.0,0.1,0.09997751321789405,0.007999100528715762,0.00373695877040455,0.00124057398615588,0.00015331092217249815,0.003994402911586552,0.00390800937657386,0.00144057398615588,0.0003975565428587766,0.3850293445989142,0.3851310040691162,0.4443418646429237,0.44480224308438454,0.47181720074590533,0.4719190156006272,0.04,0.040030443857533536,0.013994718513775652,0.014063270476197074,0.046184725595514925,0.046127753053487486,0.0010613296557001222,0.0010615229688894434,0.011935492975555182,0.01197235557256761,0.22468516377674352,0.22363594514975396,0.2306138555569426,0.22958867450219156,0.23958044204882994,0.24063562571065972,0.004,0.003968200300512218,0.09582696605949488,0.09505042844336392
96.0,0.8754251452817523,0.19751477028455325,0.009662818476499064,0.5158916181373265,0.11074703564492622,0.11847138267567527,0.12464566411013103,0.9678136932967468,0.14252723390769687,0.9999322713558826,0.15670193602474478,0.002235558635117579,0.021820292596904028,0.005269091335504327,0.04595490037981856,0.14889858315847232,0.0014011401010203955,0.996831153469112,0.12179194817946934,0.02245109800880761,0.0028613641357272193,0.3669930349788542,0.008261678375478669,0.002782906538778357,1.0,1.0,0.1,0.1,0.004,0.004,0.008,0.0001,0.0,0.004,0.001,0.01,0.25,0.008,0.004,0.5,0.1,0.0,0.004,0.003,0.01,0.25,1.0,100.0,1.0,5.0,1.0,0.5,0.1,2.0,0.01,0.05,0.05,0.5,0.04,0.2,100.0,0.1,0.004,0.002,0.2,0.45,0.2,2.0,0.1,100.0,0.1,0.1,0.14,0.2,0.02,0.25,0.0003,1.0,1.0,0.1,0.09999322713558827,0.00799972908542353,0.004127132945098613,0.0013860850339626246,0.00016964814598725755,0.004338193175681894,0.0042681884082161935,0.0015860850339626245,0.0004393568433860107,0.33771690610591015,0.3377737613616049,0.3976900982439101,0.39801944793880534,0.43012602035546516,0.43019727969529487,0.04,0.040030689091002845,0.013955750543844715,0.013959007469695346,0.04624650418557738,0.0462586022086077,0.001041092628892761,0.0010429869019903575,0.01367718728104739,0.013716815600307236,0.24402336613210657,0.24316503004673012,0.2506156307915618,0.24977705231215996,0.2609969631652673,0.2618676862247586,0.004,0.0039757533432366685,0.09560886389349613,0.09508750959735593
108.0,0.8657112618364323,0.1971396532093348,0.010438948410151522,0.5602031664530426,0.12578447324772932,0.1367093207647366,0.13417850746213067,0.9731304592017415,0.1568015892127801,0.9999795999456,0.17197524137102677,0.0016913840081154835,0.018400884439928027,0.00453084578444101,0.046190768123297456,0.14845360332952348,0.001375200062392713,0.9963359397406977,0.13110505472592282,0.022719616911249338,0.0022464265657740658,0.41174956312351907,0.00906374834775881,0.0031836834376448575,1.0,1.0,0.1,0.1,0.004,0.004,0.008,0.0001,0.0,0.004,0.001,0.01,0.25,0.008,0.004,0.5,0.1,0.0,0.004,0.003,0.01,0.25,1.0,100.0,1.0,5.0,1.0,0.5,0.1,2.0,0.01,0.05,0.05,0.5,0.04,0.2,100.0,0.1,0.004,0.002,0.2,0.45,0.2,2.0,0.1,100.0,0.1,0.1,0.14,0.2,0.02,0.25,0.0003,1.0,1.0,0.1,0.09999795999456002,0.0079999183997824,0.00448162533162434,0.0015140783624701594,0.0001875626444693474,0.004620327423459961,0.004560313393839453,0.0017140783624701593,0.0004846168690898732,0.29972604487933646,0.2997614694820457,0.3597784318026611,0.3600255243295895,0.3961047166836167,0.39615817168716394,0.04,0.04003190738475055,0.014088888588945367,0.014049122473429614,0.04611931482170365,0.04617852712048507,0.0010152138604445503,0.001017537109956035,0.015483649970262338,0.015526640786498297,0.2598934175696228,0.2591553915051667,0.2670507547029782,0.26632976113760315,0.2788075780322314,0.27956328434220107,0.004,0.003979164878758101,0.09548982557064485,0.09511303768250527
