Time,S,U,T,STU,STUS,STUST,STUSU,SU,ST,SUST,SUSTU,k1,k1r,k2,k2r,k3,k3r,k4,k5,k5r,k6,k6r,k7,k7r,k8,k9,k9r,k10,k10r,k11,env,reaction1,reaction2,reaction3,reaction4,reaction5,reaction6,reaction7,reaction8,reaction9,reaction10,reaction11
0.1,4.0,1.0,2.0,0.6772474619480555,1.8841616711418685,2.3699197126829272,0.019767021772947906,4.604529156801322e-05,0.25794077467216875,2.320622767268036e-07,1.2526002690109685e-07,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,8.248281766503535,13.984036296008096,4.565149690386213,0.20317423858441666,1.1644895900332406e-05,1.0680224982570676e-07,-3.105879682219406e-06,1.3813587470403966e-05,0.18742781602553946,0.0009867918858049406,0.07738223240165062
0.11,4.0,1.0,2.0,0.643513165658325,1.830550774682121,2.4534503891344204,0.021602791467543805,5.6046417177772353e-05,0.3035170796783146,3.709660188395684e-07,1.6026411493326935e-07,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,7.435018879511787,12.076511602298215,4.711583541493678,0.19305394969749748,1.6640078849390423e-05,2.1070190390629907e-07,-3.590634322694214e-06,1.6813925153331707e-05,0.18197493789483493,0.0010783362430100965,0.09105512390349438
0.12,4.0,1.0,2.0,0.6180510575447155,1.7871523009163393,2.518634749841866,0.023388380519379623,6.685772020961235e-05,0.3502260448724844,5.645417967596478e-07,2.015697360678023e-07,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,6.850519292625226,10.556698519908128,4.82081192227059,0.18541531726341462,2.2850773121444055e-05,3.629720606918455e-07,-4.111991494451181e-06,2.0057316062883705e-05,0.17754581106566494,0.001167352951734952,0.1050678134617453
0.13,4.0,1.0,2.0,0.5986158183278469,1.7523330200630298,2.5693206593711837,0.02513323422732767,7.844096004678846e-05,0.3977325894251207,8.248987171798255e-07,2.500859028268141e-07,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,6.42130253248358,9.35345380754876,4.9005522992479955,0.17958474549835407,3.0373627439221786e-05,5.748128143530113e-07,-4.6705913586003405e-06,2.3532288014036538e-05,0.17397664029493662,0.0012543139113919421,0.1193197768275362
0.14,4.0,1.0,2.0,0.5836307010895305,1.724537456509911,2.608616932892944,0.026845177909217362,9.076140754010565e-05,0.44577228546982417,1.1649394991750882e-06,3.0683998416392894e-07,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,6.099853478482114,8.404579801268781,4.957067474290852,0.17508921032685915,3.929398057243594e-05,8.580995150111592e-07,-5.266430393034054e-06,2.7228422262031694e-05,0.17111148675553026,0.001339610338265143,0.13373168564094726
0.15,4.0,1.0,2.0,0.5719685092920784,1.7023943293242472,2.639004134319835,0.028530562904722046,0.00010378717197647827,0.4941376506771209,1.5982465059575608e-06,3.72978512876825e-07,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,5.854797078440665,7.657845243286591,4.995377093196788,0.17159055278762353,4.968690282492173e-05,1.2252679930807358e-06,-5.899001552615003e-06,3.113615159294348e-05,0.1688129047871886,0.0014235599955341512,0.14824129520313625
0.16,4.0,1.0,2.0,0.5628080756320888,1.6847494315490166,2.6624438807159163,0.03019446996673373,0.00011748861037025115,0.5426666135865273,2.1389787068665416e-06,4.4976731455631783e-07,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,5.664828709793383,7.070549823821171,5.019470608929417,0.16884242268962663,6.161816761774461e-05,1.6892113923102238e-06,-6.567377139661301e-06,3.524658311107534e-05,0.16696521965656497,0.001506417321401128,0.1627999840759582
0.17,4.0,1.0,2.0,0.5555434814438888,1.6706560472903875,2.6804782212829643,0.03184092655427218,0.00013183783378563523,0.5912330640965879,2.801778960445902e-06,5.38592126595641e-07,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,5.515178784851678,6.608338732978105,5.032500767792972,0.16666304443316662,7.514510747249188e-05,2.263186833850261e-06,-7.2703057040696905e-06,3.9551350135690564e-05,0.16547355840132513,0.0015883842452552447,0.17736991922897638
0.18,4.0,1.0,2.0,0.5497240711917079,1.659350000716355,2.6943138384311878,0.033473104734661065,0.0001468083131972075,0.6397392870684593,3.601690545271315e-06,6.409591818309592e-07,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,5.395462840504763,6.243861630015225,5.0369475914738215,0.16491722135751236,9.031735507523329e-05,2.9607313634403557e-06,-8.006310443372527e-06,4.4042493959162245e-05,0.16426134483490248,0.0016696200335522755,0.19192178612053779
0.19,4.0,1.0,2.0,0.5450107015592065,1.6502233136736246,2.70489156755759,0.03509348928244215,0.00016237456872064793,0.6881098639025707,4.554080774140553e-06,7.584953194170949e-07,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,5.298194925632014,5.955550597896593,5.03475589543983,0.16350321046776195,0.0001071774616094631,3.7955854547234586e-06,-8.773738229439681e-06,4.8712370616194374e-05,0.16326765690324035,0.001750249670241417,0.2064329591707712
0.2,4.0,1.0,2.0,0.5411461853437357,1.6427962581910183,2.7129434671366446,0.03670402081380512,0.00017851192873845153,0.7362868128173795,5.674571023434153e-06,8.929483098167955e-07,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,5.217884831839246,5.7264904924539195,5.027448134198267,0.1623438556031207,0.0001257614080372835,4.781622713617357e-06,-9.570810096534906e-06,5.355357862153546e-05,0.16244442477841156,0.0018303709882264976,0.22088604384521385
0.21,4.0,1.0,2.0,0.5379350696749983,1.6366918688480712,2.7190382026763795,0.03830621225605152,0.00019519635102572421,0.7842257966340241,6.978972376172327e-06,1.046186958699677e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,5.150484098519218,5.543455350197629,5.016213846799504,0.16138052090249946,0.00014609904150703087,5.9327854174726504e-06,-1.039567757306287e-05,5.8558905307717264e-05,0.16175387627200455,0.0019100604646681096,0.23526773899020723
0.22,4.0,1.0,2.0,0.5352282715133362,1.6316157624551106,2.7236163406665814,0.03990123969323822,0.00021240429413101354,0.8318931726946988,8.483225993467265e-06,1.2202007826942941e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,5.092973235982342,5.3961518424363994,5.001979936428034,0.16056848145400085,0.00016821445614515957,7.263025210772971e-06,-1.1246458242705834e-05,6.372128823930406e-05,0.1611665142608492,0.0019893777455014237,0.24956795180840963
0.23,4.0,1.0,2.0,0.5329113083981916,1.6273385321554406,2.7270195219789612,0.04149001817728133,0.0002301126186532199,0.8792635618667629,1.0203347129408675e-05,1.4170997790383474e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,5.043067014373257,5.276575423319201,4.985469548776652,0.15987339251945745,0.00019212629357810953,8.786247350370328e-06,-1.2121251690638318e-05,6.903378559596597e-05,0.16065935230668,0.0020683694280297957,0.26377906856002886
0.24,4.0,1.0,2.0,0.5308959501194598,1.6236813910974488,2.729513014836857,0.04307326096526002,0.0002482985231475089,0.926317996944347,1.2155371666407758e-05,1.6391132024695266e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.999024093803904,5.178497673580402,4.96724755657319,0.15926878503583794,0.00021784801893983227,1.0516258463938232e-05,-1.3018156715718591e-05,7.448955694425268e-05,0.1602144760614819,0.0021470720142450182,0.2778953990833041
0.25,4.0,1.0,2.0,0.529114533095069,1.6205054241999575,2.731302041447257,0.044651522593401785,0.0002669395055731618,0.9730425481500885,1.4355308877014215e-05,1.888589284207596e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.959527081803181,5.097088069526581,4.947753129348444,0.15873435992852067,0.0002453881878278199,1.2466719592806619e-05,-1.3935298257176446e-05,8.008185167194854e-05,0.15981796629032566,0.002225514051077291,0.29191276444502656
0.26,4.0,1.0,2.0,0.5275153545135673,1.6177031960134252,2.7325446903751227,0.04622523289140103,0.0002860133431394503,1.019427249193985,1.681909512822213e-05,2.1679936031761227e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.923582220408441,5.028617016517273,4.927325853990889,0.1582546063540702,0.00027475070050120303,1.4651101525046005e-05,-1.487084364986416e-05,8.580400294183508e-05,0.15945905795677248,0.0023037178230649606,0.3058281747581955
0.27,4.0,1.0,2.0,0.5260586521647975,1.6151917077164617,2.7333629062010245,0.04779472586215467,0.0003054980807115607,1.0654651857778663,1.956254956429398e-05,2.479906878085907e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.890429009427283,4.9702050923189915,4.906228632843229,0.15781759564943926,0.00030593501975583067,1.7082642686208075e-05,-1.5823000169997026e-05,9.164942421346822e-05,0.15912943447853845,0.002381700797678831,0.3196395557333599
0.28,4.0,1.0,2.0,0.5247136049203383,1.6129066709005544,2.7338511583992524,0.049360262575702016,0.0003253720282432739,1.1111517694757937,2.2601332872911197e-05,2.8270228196636106e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.859477487807986,4.91962183401856,4.884665866223249,0.15741408147610148,0.00033893637204753056,1.9774310053247587e-05,-1.6790010706010677e-05,9.761160847298218e-05,0.15882265396127035,0.0024594767722911125,0.3333455308427381
0.29,4.0,1.0,2.0,0.5234563579505992,1.6107982201646955,2.73408266392746,0.05092204771268702,0.00034561376753141254,1.1564842059855764,2.595090945632383e-05,3.212146030936916e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.830272116377014,4.8751377640193105,4.86279631736232,0.15703690738517975,0.0003737459540649254,2.2738763425386914e-05,-1.7770157797864135e-05,0.00010368413025942376,0.1585337196308352,0.002537056699433872,0.3469452617956729
0.3,4.0,1.0,2.0,0.5222685722258149,1.608827770629515,2.734113951163959,0.0524802416947603,0.00036620216581069936,1.20146110437277,2.962651191042165e-05,3.638189346858899e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.802465182737443,4.835415900950714,4.8407425267623,0.15668057166774446,0.0004103511466482015,2.598832256356275e-05,-1.8761769293709622e-05,0.0001098606497432098,0.1582587649782135,0.0026144492906238176,0.360438331311831
0.31,4.0,1.0,2.0,0.5211361593808591,1.6069655558386335,2.733988562975277,0.05403497047190427,0.00038711639267181744,1.246082165006999,3.3643107255059824e-05,4.10817049220477e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.775790816848026,4.799425487019903,4.818598652205821,0.15634084781425772,0.00044873572543513803,2.9534936762855053e-05,-1.9763217961815873e-05,0.00011613491780154522,0.15799480706026814,0.0026916615060896955,0.3738246495020997
0.32,4.0,1.0,2.0,0.5200482775772804,1.605188679691449,2.733739989781667,0.05558633327019769,0.00040833593848072967,1.2903479311522001,3.8015365835521925e-05,4.625208456744288e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.750044306176729,4.766373696012302,4.796436760492226,0.15601448327318412,0.0004888800675981797,3.339015737877764e-05,-2.0772919302306155e-05,0.0001225007815442189,0.15773955130563502,0.0027686989434358945,0.38710437934566005
0.33,4.0,1.0,2.0,0.5189964864094474,1.6034793828919263,2.733394231713209,0.05713440937715759,0.00042984063331294887,1.3342595690217238,4.275763158988591e-05,5.192519873933277e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.725065627458633,4.735645340706434,4.77431243514596,0.1556989459228342,0.000530761346562274,3.7565111715952634e-05,-2.1789325853149887e-05,0.00012895218999388466,0.15749121782033476,0.002845566179937608,0.40027787070651716
0.34,4.0,1.0,2.0,0.5179744310539979,1.6018242261490685,2.7329709244909477,0.058679261137712053,0.0004516106670527865,1.3778187592523239,4.788389847441305e-05,5.813415271318043e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.700734980669232,4.706775278071891,4.752266961062648,0.15539232931619937,0.0005743537504693716,4.2070483203095004e-05,-2.2810936305326552e-05,0.00013548320011583595,0.15724845955802128,0.002922266917969374,0.41334562777569717
0.35000000000000003,4.0,1.0,2.0,0.5169767025298777,1.600211982439753,2.732486565505249,0.060220942475816476,0.0004736266083318903,1.421027435080174,5.340777789743823e-05,6.491295027951521e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.676948276797578,4.679373993742566,4.73033505341826,0.1550930107589633,0.00061962862652615,4.691648286948671e-05,-2.3836262717787903e-05,0.00014208798249956708,0.1570101511201845,0.002998804427680533,0.42630823052405215
0.36,4.0,1.0,2.0,0.5159994723282533,1.5986344979326024,2.7319530287058855,0.06175949507108334,0.00049586943096164,1.4638879099831192,5.9342484172599313e-05,7.229643799868411e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.653633913804107,4.653159671593194,4.7085406683127715,0.15479984169847597,0.0006665547807423544,5.21128403727309e-05,-2.4863872092004903e-05,0.000148760829288492,0.1567754750397061,0.0030751813353181714,0.43916637299493577
0.37,4.0,1.0,2.0,0.5150396693592785,1.5970853471912154,2.7313797182684256,0.06329495390307098,0.0005183205233974043,1.5064026608180612,6.570081464167985e-05,8.032027821554865e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.630733302458985,4.627909761140053,4.68690230818718,0.15451190080778354,0.00071509860096078,5.766878682012498e-05,-2.589236031711724e-05,0.00015549615701922128,0.156543787023968,0.0031513999136039126,0.4519207982454183
0.38,4.0,1.0,2.0,0.5140948833775508,1.5955594583821302,2.730774037127758,0.06482734857098871,0.0005409617126358959,1.548574302732105,7.249512761383708e-05,8.902089542108568e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.60820075128073,4.603448796365022,4.665433948690982,0.15422846501326523,0.0007652242793360608,6.359303807172851e-05,-2.692035590271625e-05,0.00016228851379076876,0.1563145784096636,0.003227462146120972,0.4645722908196315
0.39,4.0,1.0,2.0,0.5131634102427775,1.5940532776003804,2.730141178555764,0.06635670273108324,0.000563775279551324,1.5904056100715667,7.973733198088468e-05,9.843542040863795e-06,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.5860036337072945,4.579653766449969,4.644144390577958,0.15394902307283323,0.0008168940354372069,6.989378994002088e-05,-2.7946530302426886e-05,0.0001691325838653972,0.15608749262348387,0.0033033696943009054,0.47712168302146996
0.4,4.0,1.0,2.0,0.5122438702548586,1.5925639468169768,2.7294853222469793,0.06788303727663339,0.0005867439738909317,1.631899414856326,8.743886916196672e-05,1.0860164500163416e-05,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.564115342024577,4.556425713869743,4.623040172361315,0.1536731610764576,0.0008700682785011202,7.657870466180331e-05,-2.8969583953444316e-05,0.0001760231921672795,0.15586224281786604,0.0033791240636299393,0.4895698244568978
0.41000000000000003,4.0,1.0,2.0,0.5113351912395419,1.5910892823521707,2.728809672473005,0.06940637043890308,0.000609851028160307,1.673058604841744,9.561070264930133e-05,1.1955796901713553e-05,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.542514826059968,4.533688922313363,4.602125603284295,0.15340055737186256,0.0009247058076858849,8.365490574758778e-05,-2.9988249521026828e-05,0.0001829553084480921,0.15563860971327192,0.0034547266073395545,0.5019175814525232
0.42,4.0,1.0,2.0,0.5104365866568535,1.5896276945971672,2.7281165597772628,0.0709267180435377,0.0006330801635682851,1.7138861053893262,0.00010426331443302435,1.3134335220723918e-05,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.52118652030247,4.511388294170718,4.581402946000989,0.15313097599705605,0.0009807639815042613,9.112897921230044e-05,-3.1001294255123404e-05,0.0001899240490704855,0.15541643355753987,0.0035301785382882873,0.5141658316167979
0.43,4.0,1.0,2.0,0.5095471173443415,1.5881773406945991,2.7274087179809,0.07244409692992443,0.0006564156224308437,1.754384791547452,0.00011340667044212652,1.4399726111841456e-05,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.500111286827671,4.4894596340829835,4.560875722716043,0.15286413520330247,0.0010381989144847001,9.900694433028506e-05,-3.2007496207758666e-05,0.0001969246867292531,0.1551955292229637,0.0036054811120867503,0.5263154374642356
0.44,4.0,1.0,2.0,0.5086665864985291,1.5867378436783797,2.726686687572079,0.07395851798971656,0.0006798421301842762,1.7945576617169596,0.0001230502731308752,1.5755962151460898e-05,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.479285023157368,4.4678899978468,4.54054185508381,0.15259997594955874,0.0010969656303492963,0.00010729431097941432,-3.300570135672635e-05,0.00020395263905528284,0.15497585846835213,0.003680635250699892,0.5383672985150879
0.45,4.0,1.0,2.0,0.5077941340819652,1.5853075414666558,2.7259529447511284,0.07546999721357325,0.0007033449738461698,1.834407545686561,0.00013320306788945405,1.7207076480286954e-05,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.458689948612049,4.446621381821831,4.5204044982869265,0.15233824022458956,0.0011570182593546767,0.00011599599140916709,-3.399473754748313e-05,0.00021100349215385093,0.15475725428598694,0.003755642138080907,0.5503222637059683
0.46,4.0,1.0,2.0,0.5069294000502383,1.5838857576449124,2.7252084900395217,0.07697854659828947,0.0007269099465159068,1.8739373597483022,0.00014387351813400888,1.8757137068689993e-05,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.438318425560409,4.42563025250303,4.500463038570109,0.1520788200150715,0.001218310187814789,0.00012511638106531888,-3.497348860091695e-05,0.00021807298395477203,0.15453964843457677,0.0038305027287605805,0.5621812079244907
0.47000000000000003,4.0,1.0,2.0,0.5060722351887088,1.5824722237529607,2.7244537094771784,0.07848417644515569,0.0007505233698212736,1.9131500420285055,0.0001550695822338377,2.041024161887232e-05,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.418167170018748,4.40490738028743,4.4807153009336185,0.15182167055661264,0.0012807942342831075,0.00013465934061496538,-3.594087977079416e-05,0.00022515701094638207,0.15432301355303832,0.003905217870291444,0.5739450126085516
0.48,4.0,1.0,2.0,0.5052221051147796,1.5810659164533165,2.7236901220966354,0.07998689997095138,0.0007741721283250064,1.9520484016102506,0.00016679867285148694,2.217051365849759e-05,10.0,10.0,10.0,10.0,2.0,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.1,0.05,0.05,0.05,0.3,1.0,4.398225040058021,4.384417108099978,4.461162241445799,0.15156663153443387,0.0013444227928165477,0.00014462815919298936,-3.689583587350514e-05,0.0002322516384975019,0.1541072466467841,0.0039797885549278916,0.5856145204830752
