S,ST,STU,STUS,STUST,STUSU,SU,SUST,SUSTU,T,U,Time
4.0,1.631899414856326,0.5122438702548586,1.5925639468169768,2.7294853222469793,0.06788303727663339,0.0005867439738909317,8.743886916196672e-05,1.0860164500163416e-05,2.0,1.0,0.4
4.0,1.673058604841744,0.5113351912395419,1.5910892823521707,2.728809672473005,0.06940637043890308,0.000609851028160307,9.561070264930133e-05,1.1955796901713553e-05,2.0,1.0,0.41000000000000003
4.0,1.7138861053893262,0.5104365866568535,1.5896276945971672,2.7281165597772628,0.0709267180435377,0.0006330801635682851,0.00010426331443302435,1.3134335220723918e-05,2.0,1.0,0.42
4.0,1.754384791547452,0.5095471173443415,1.5881773406945991,2.7274087179809,0.07244409692992443,0.0006564156224308437,0.00011340667044212652,1.4399726111841456e-05,2.0,1.0,0.43
4.0,1.7945576617169596,0.5086665864985291,1.5867378436783797,2.726686687572079,0.07395851798971656,0.0006798421301842762,0.0001230502731308752,1.5755962151460898e-05,2.0,1.0,0.44
4.0,1.834407545686561,0.5077941340819652,1.5853075414666558,2.7259529447511284,0.07546999721357325,0.0007033449738461698,0.00013320306788945405,1.7207076480286954e-05,2.0,1.0,0.45
4.0,1.8739373597483022,0.5069294000502383,1.5838857576449124,2.7252084900395217,0.07697854659828947,0.0007269099465159068,0.00014387351813400888,1.8757137068689993e-05,2.0,1.0,0.46
4.0,1.9131500420285055,0.5060722351887088,1.5824722237529607,2.7244537094771784,0.07848417644515569,0.0007505233698212736,0.0001550695822338377,2.041024161887232e-05,2.0,1.0,0.47000000000000003
4.0,1.9520484016102506,0.5052221051147796,1.5810659164533165,2.7236901220966354,0.07998689997095138,0.0007741721283250064,0.00016679867285148694,2.217051365849759e-05,2.0,1.0,0.48
4.0,1.990635317965606,0.504379030599617,1.5796670275537654,2.7229174886626546,0.08148672552829238,0.0007978435878640479,0.00017906775332995802,2.4042098470661168e-05,2.0,1.0,0.49
4.0,2.028913575328826,0.5035427313209194,1.578275081819457,2.7221365320743436,0.08298366399825584,0.0008215257020471512,0.0001918832260911401,2.6029155328203253e-05,2.0,1.0,0.5
4.0,2.06688598824115,0.5027131120339576,1.57688995902972,2.7213474387681256,0.08447772480867423,0.0008452069216544161,0.00020525103149355997,2.8135853858179305e-05,2.0,1.0,0.51
4.0,2.104555322406926,0.5018900876709723,1.5755115858562057,2.720550338982971,0.08596891710565305,0.0008688762491310711,0.00021917659377171996,3.036636914697919e-05,2.0,1.0,0.52
4.0,2.141924319065737,0.5010735702197914,1.5741398702717464,2.719745384692831,0.08745725004162469,0.0008925232096036065,0.0002336648529862357,3.272487713509476e-05,2.0,1.0,0.53
4.0,2.178995696851691,0.500263442785119,1.5727746386199635,2.7189328378195916,0.08894273303332988,0.0009161378417063868,0.00024872027681740354,3.52155499697147e-05,2.0,1.0,0.54
4.0,2.2157721430437523,0.49945961000887473,1.5714157590550057,2.718112897714562,0.09042537524549893,0.0009397107215227533,0.00026434684075177597,3.784255032614866e-05,2.0,1.0,0.55
4.0,2.2522563123194232,0.49866198480220875,1.5700631565338674,2.717285699374728,0.0919051855726159,0.000963232910084993,0.00028054807948304605,4.061003135658656e-05,2.0,1.0,0.56
4.0,2.2884508298645927,0.4978704211962731,1.5687165946779695,2.7164515967571092,0.09338217347268495,0.000986695998773532,0.00029732704865143646,4.352212611091457e-05,2.0,1.0,0.5700000000000001
4.0,2.3243582919471955,0.4970848403339208,1.5673760066047053,2.7156107091675725,0.09485634765934424,0.0010100920528410212,0.00031468637933026745,4.658295019680977e-05,2.0,1.0,0.58
4.0,2.3599812613135396,0.49630514317744817,1.5660412905864118,2.71476321084991,0.09632771692203265,0.0010334136314483573,0.00033262826279015424,4.979659372908764e-05,2.0,1.0,0.59
4.0,2.395322270946378,0.49553122531977123,1.564712329139763,2.7139092973151695,0.09779629004172696,0.001056653772504648,0.000351154467341923,5.316711833409632e-05,2.0,1.0,0.6
4.0,2.4303838319799422,0.4947630293327732,1.5633890840153526,2.7130490390239754,0.09926207539586387,0.0010798059651288014,0.0003702663664659277,5.6698555962628065e-05,2.0,1.0,0.61
4.0,2.4651684189049363,0.49400048785632394,1.562071520296426,2.7121825133071704,0.10072508128969919,0.0011028641694202084,0.00038996492391320524,6.0394900919600415e-05,2.0,1.0,0.62
4.0,2.4996784887395322,0.4932435208303744,1.5607595398844418,2.7113098730421026,0.10218531621128456,0.001125822770102619,0.0004102507376638359,6.426011218633827e-05,2.0,1.0,0.63
4.0,2.5339164674890737,0.49249208369160175,1.5594531259126558,2.710431155524052,0.10364278824491369,0.0011486765966843555,0.00043112402627112884,6.829810426216169e-05,2.0,1.0,0.64
4.0,2.5678847563236578,0.49174611052686773,1.5581522170322117,2.7095464636299704,0.10509750560345246,0.001171420889162611,0.000452584660475142,7.251274929433e-05,2.0,1.0,0.65
4.0,2.6015857315956956,0.49100553006560577,1.5568567366685009,2.70865592091032,0.10654947650153683,0.0011940512937833614,0.00047463217077588834,7.69078718914469e-05,2.0,1.0,0.66
4.0,2.635021744904545,0.49027027939572665,1.5555666177002272,2.707759633483363,0.10799870904820257,0.0012165638538323663,0.0004972657587496436,8.148724552624494e-05,2.0,1.0,0.67
4.0,2.668195117752022,0.4895402921560778,1.5542818097111484,2.7068576945547136,0.10944521123962292,0.001238954985381879,0.000520484318777247,8.625459477651601e-05,2.0,1.0,0.68
4.0,2.701108150399009,0.4888154899034503,1.5530022243063804,2.7059502472420416,0.11088899116779352,0.0012612214791681558,0.0005442864427935594,9.121358565664815e-05,2.0,1.0,0.6900000000000001
4.0,2.7337631148128003,0.4880958365577583,1.5517278472290341,2.7050373193189197,0.11233005653351706,0.001283360465295606,0.0005686704470782815,9.636783649541994e-05,2.0,1.0,0.7000000000000001
4.0,2.7661622588824075,0.4873812554828491,1.5504586046853315,2.704119038093259,0.11376841525925396,0.0013053694266969428,0.0005936343719940183,0.00010172089860120052,2.0,1.0,0.71
4.0,2.798307804991474,0.4866716709629953,1.5491944286848973,2.703195524433098,0.11520407518895909,0.0013272461737716089,0.0006191760027378148,0.00010727626192088995,2.0,1.0,0.72
4.0,2.830201951311864,0.4859670191402512,1.5479352638696597,2.7022668751481067,0.11663704404475816,0.001348988826752533,0.0006452928843669031,0.00011303735785768222,2.0,1.0,0.73
4.0,2.8618468734007765,0.4852672811535763,1.546681101222631,2.701333096684961,0.118067329250217,0.0013705957903934216,0.0006719823398812442,0.00011900756857582369,2.0,1.0,0.74
4.0,2.893244719914945,0.48457236611998006,1.5454318562653753,2.7003943420010437,0.11949493856638674,0.001392065784054954,0.00069924146948845,0.00012519018500875795,2.0,1.0,0.75
4.0,2.9243976163657726,0.48388220068820376,1.5441874615507911,2.699450729999623,0.12091987960849211,0.001413397795625776,0.0007270671757814254,0.00013158843533494493,2.0,1.0,0.76
4.0,2.9553076756817362,0.4831967550627414,1.5429478927422793,2.698502293745067,0.12234215972932633,0.001434591055890442,0.0007554561764548354,0.00013820550285916682,2.0,1.0,0.77
4.0,2.985976986593286,0.48251598761259334,1.5417131112762295,2.697549092380819,0.12376178629781233,0.0014556450490136798,0.000784405016009452,0.0001450444934315971,2.0,1.0,0.78
4.0,3.0164076112362297,0.48183983139688413,1.5404830500924207,2.6965912386696984,0.12517876676878842,0.00147655950513571,0.0008139100790423062,0.00015210842622187485,2.0,1.0,0.79
4.0,3.046601593984874,0.4811682336186431,1.5392576545130665,2.6956288192327706,0.12659310848585587,0.0014973343705273485,0.0008439676047165939,0.0001594002549182224,2.0,1.0,0.8
4.0,3.0765609417202398,0.4805011469249923,1.5380369072446,2.694661878506975,0.12800481857870613,0.0015179698047804943,0.0008745736633767122,0.00016692290304396628,2.0,1.0,0.81
4.0,3.106287657306421,0.47983851934908456,1.5368207519686967,2.693690504305046,0.12941390429991317,0.0015384661592746395,0.0009057242403739573,0.00017467917662670573,2.0,1.0,0.8200000000000001
4.0,3.135783716593957,0.4791803010951221,1.5356091467222828,2.6927147682773533,0.13082037279119357,0.0015588239701653094,0.0009374151998958019,0.00018267182333780034,2.0,1.0,0.8300000000000001
4.0,3.165051076058095,0.47852644398369837,1.5344020498774982,2.691734740318271,0.13222423114541645,0.0015790439565991344,0.0009696422918460272,0.00019090352524745046,2.0,1.0,0.84
4.0,3.194091674555539,0.4778769024227148,1.5331994192564444,2.6907504884672497,0.13362548641094205,0.0015991270187745788,0.0010024011490313025,0.0001993769051717216,2.0,1.0,0.85
4.0,3.222907426736576,0.47723162839207095,1.5320012162458287,2.68976207984865,0.13502414557648365,0.0016190741763521539,0.0010356873705679507,0.00020809449302184604,2.0,1.0,0.86
4.0,3.2515002292136175,0.47659057557949586,1.5308074022682674,2.688769580023621,0.1364202155857438,0.0016388865980523264,0.001069496473483979,0.0002170587532980123,2.0,1.0,0.87
4.0,3.2798719578522575,0.4759536968027274,1.5296179336665863,2.687773060658016,0.13781370335277984,0.001658565617273102,0.0011038238735301847,0.000226272090137439,2.0,1.0,0.88
4.0,3.3080244699002854,0.47532094567537214,1.5284327691569244,2.68677259043791,0.13920461574062068,0.0016781126714736753,0.0011386649560208484,0.0002357368305207012,2.0,1.0,0.89
4.0,3.335959604114609,0.47469227636382905,1.5272518690236838,2.685768236109458,0.14059295956458515,0.0016975292950064391,0.0011740150817463298,0.0002454552254161898,2.0,1.0,0.9
4.0,3.3636791802053745,0.47406764305468707,1.5260751921527556,2.6847600659631152,0.14197874160116097,0.0017168171322884834,0.0012098695683797464,0.00025542945745486375,2.0,1.0,0.91
4.0,3.3911849983076614,0.47344700465517703,1.5249027026078559,2.683748138653065,0.14336196855528804,0.0017359779806433175,0.001246223638752009,0.0002656616543000264,2.0,1.0,0.92
4.0,3.4184788414820657,0.4728303156404716,1.5237343583824259,2.682732523402718,0.14474264712291737,0.0017550136545179213,0.0012830725767565706,0.0002761538557737482,2.0,1.0,0.93
4.0,3.4455624743782267,0.4722175325400381,1.522570119272184,2.6817132857791566,0.14612078394800979,0.0017739260648287597,0.0013204116327090827,0.0002869080373850909,2.0,1.0,0.9400000000000001
4.0,3.4724376432721886,0.4716086131780234,1.5214099479239709,2.6806904874006876,0.1474963856211446,0.0017927172099543181,0.001358236031387758,0.0002979261110520175,2.0,1.0,0.9500000000000001
4.0,3.4991060761233386,0.47100351694123843,1.5202538107720234,2.679664184740402,0.14886945867610096,0.001811389173248844,0.0013965409726256956,0.00030920992729229087,2.0,1.0,0.96
4.0,3.5255694845599614,0.47040220237110325,1.5191016692933774,2.6786344401809443,0.15024000962748527,0.0018299440480960493,0.0014353217169791827,0.0003207612572900344,2.0,1.0,0.97
4.0,3.5518295625180394,0.46980462939936024,1.5179534880626193,2.677601311809587,0.151608044937131,0.00184838398870371,0.0014745735237624935,0.00033258180988433037,2.0,1.0,0.98
4.0,3.57788798715067,0.4692107581769493,1.5168092317427426,2.6765648575592627,0.1529735710278848,0.0018667112353184445,0.0015142916212084164,0.0003446732387410151,2.0,1.0,0.99
4.0,3.603746418707402,0.46862054994757535,1.515668866445249,2.6755251329929037,0.15433659427772337,0.001884928034699636,0.001554471294581401,0.00035703712694896083,2.0,1.0,1.0
4.0,3.6294065008693024,0.4680339668177643,1.514532359416198,2.67448219183977,0.155697121021844,0.0019030366532927486,0.0015951078692983968,0.0003696749923744094,2.0,1.0,1.01
4.0,3.6548698610400163,0.4674509713648618,1.5133996782533208,2.6734360871588816,0.15705515755647453,0.001921039391354356,0.0016361966933103641,0.0003825882927743046,2.0,1.0,1.02
4.0,3.6801381103994766,0.466871524871182,1.5122707864205653,2.672386877546124,0.15841071015659014,0.0019389386206331602,0.0016777330952602709,0.00039577843289013563,2.0,1.0,1.03
4.0,3.7052128444373555,0.46629559134234594,1.511145653306298,2.6713346131508073,0.15976378503764976,0.001956736663571718,0.001719712513380941,0.0004092467477966471,2.0,1.0,1.04
4.0,3.7300956429618486,0.46572313455218844,1.5100242468556635,2.670279345926028,0.16111438838455686,0.001974435869701857,0.0017621304114409174,0.00042299451647045705,2.0,1.0,1.05
4.0,3.754788069943964,0.4651541185489483,1.5089065349453818,2.6692211277629236,0.1624625263458952,0.001992038614708116,0.001804982279181682,0.0004370229621482104,2.0,1.0,1.06
4.0,3.7792916737904796,0.4645885076525179,1.5077924853844824,2.6681600104898338,0.16380820503456317,0.002009547291304277,0.001848263640519529,0.00045133325292394356,2.0,1.0,1.07
4.0,3.8036079884628577,0.4640262668381419,1.5066820667018028,2.667096044696873,0.1651514305272933,0.0020269642496836895,0.0018919701143201586,0.00046592649723193545,2.0,1.0,1.08
4.0,3.8277385327931737,0.4634673612964785,1.5055752472566526,2.6660292810638953,0.16649220886654778,0.0020442918454428327,0.001936097363125171,0.00048080375023010853,2.0,1.0,1.09
4.0,3.8516848098613536,0.462911757430443,1.5044719979664665,2.664959766669685,0.16783054604823225,0.0020615324684135003,0.0019806410626223223,0.0004959660171512998,2.0,1.0,1.1
4.0,3.8754483088804133,0.4623594214152144,1.5033722883139184,2.663887550365218,0.1691664480419634,0.002078688461252853,0.002025596983915238,0.0005114142482597154,2.0,1.0,1.11
4.0,3.8990305046399008,0.461810319811793,1.50227608809116,2.6628126804391394,0.1704999207828347,0.002095762148860594,0.0020709609621372914,0.0005271493425831853,2.0,1.0,1.12
4.0,3.922432857425329,0.4612644198561439,1.5011833679749707,2.6617352037612285,0.17183097016868834,0.002112755853436337,0.002116728880077731,0.0005431721501935243,2.0,1.0,1.1300000000000001
4.0,3.9456568127124125,0.46072169018434905,1.5000941004661625,2.6606551641353042,0.17315960205459627,0.002129671943298488,0.002162896618113773,0.0005594834761372449,2.0,1.0,1.1400000000000001
4.0,3.9687038030513624,0.4601820984923469,1.4990082565011973,2.659572607960731,0.17448582227370887,0.0021465126655087373,0.002209460221245152,0.0005760840723226569,2.0,1.0,1.1500000000000001
4.0,3.991575246934496,0.45964561333442483,1.4979258080810356,2.6584875798537735,0.17580963662183902,0.0021632802683045093,0.002256415774958471,0.0005929746457110104,2.0,1.0,1.16
4.0,4.014272549329548,0.4591122036364519,1.4968467275775053,2.6574001238127365,0.1771310508620699,0.0021799769635106768,0.0023037594418644685,0.000610155857505178,2.0,1.0,1.17
4.0,4.036797101871018,0.45858183867825936,1.4957709877217469,2.656310283245004,0.17845007072525207,0.002196604921802337,0.002351487465329798,0.0006276283241864726,2.0,1.0,1.18
4.0,4.059150281897881,0.45805448896157874,1.4946985615683488,2.6552181001568287,0.17976670190518884,0.0022131664421649625,0.0023995960002723147,0.0006453926253472006,2.0,1.0,1.19
4.0,4.08133345414827,0.4575301250384359,1.4936294225154791,2.654123616271409,0.1810809500660553,0.0022296637201576533,0.002448081342019009,0.0006634492958718477,2.0,1.0,1.2
4.0,4.103347971363005,0.4570087171771356,1.492563544302019,2.6530268733550644,0.1823928208447933,0.0022460987809382257,0.002496939991689269,0.0006817988245459017,2.0,1.0,1.21
4.0,4.125195173118691,0.45649023638726677,1.4915009009673856,2.6519279122585266,0.18370231984535476,0.0022624736796196775,0.002546168456335212,0.0007004416630937215,2.0,1.0,1.22
4.0,4.146876386515185,0.45597465402124704,1.4904414668504344,2.650826773304041,0.18500945264148283,0.002278790421619276,0.002595763326901918,0.0007193782242928481,2.0,1.0,1.23
4.0,4.16839292627854,0.45546194177623395,1.489385216583251,2.6497234962888205,0.1863142247769124,0.0022950509667437,0.0026457212732207383,0.0007386088832233778,2.0,1.0,1.24
4.0,4.189746090252093,0.45495207254310144,1.4883321253891972,2.6486181194023795,0.187616641750471,0.002311257677358882,0.0026960386047919895,0.0007581339885091633,2.0,1.0,1.25
4.0,4.210937170430261,0.4544450184006597,1.4872821683555604,2.647510681804281,0.18891670905206628,0.002327412269917228,0.002746712294932878,0.000777953839884823,2.0,1.0,1.26
4.0,4.2319674445566555,0.45394075217966223,1.4862353209884314,2.6464012216246493,0.19021443213504174,0.0023435166379914903,0.0027977391750311537,0.0007980687078713144,2.0,1.0,1.27
4.0,4.252838178592505,0.4534392470302431,1.485191559050437,2.6452897765247103,0.19150981642412135,0.0023595726285813774,0.0028491161522523653,0.0008184788299003325,2.0,1.0,1.28
4.0,4.273550626885101,0.4529404764117951,1.4841508585502081,2.644176383715677,0.1928028673158242,0.00237558203989019,0.002900840210701402,0.0008391844114217431,2.0,1.0,1.29
4.0,4.29410603043809,0.4524444143594193,1.483113196173925,2.643061079285996,0.19409359017214153,0.002391546754947658,0.0029529082844490374,0.0008601856245630028,2.0,1.0,1.3
4.0,4.314505617826743,0.4519510353649856,1.4820785491008497,2.641943898492358,0.19538199032360226,0.002407468685937668,0.0030053173091083947,0.000881482610199767,2.0,1.0,1.31
4.0,4.334750610000557,0.45146031369179535,1.4810468939135137,2.6408248774671224,0.19666807308613687,0.0024233494403225584,0.0030580645358228823,0.0009030754850398631,2.0,1.0,1.32
4.0,4.354842215044038,0.4509722241523797,1.4800182078466166,2.6397040512668135,0.19795184374229718,0.0024391907056303497,0.0031111471673854634,0.0009249643357566036,2.0,1.0,1.33
4.0,4.374781630010622,0.4504867418557115,1.4789924683886095,2.638581454497848,0.1992333075475827,0.0024549941280384855,0.0031645624718272176,0.0009471492222441338,2.0,1.0,1.34
4.0,4.394570041072064,0.4500038421998599,1.477969653275602,2.6374571213284783,0.20051246973078762,0.002470761311514261,0.003218307782292506,0.0009696301787002902,2.0,1.0,1.35
4.0,4.41420862072998,0.44952350137209995,1.476949741092287,2.636331084426865,0.20178933548454517,0.0024864939636433893,0.00327238037327248,0.000992407194228051,2.0,1.0,1.36
4.0,4.433698533825794,0.44904569532927346,1.4759327100549389,2.63520337711521,0.20306390998522936,0.0025021936021503333,0.003326777707126197,0.0010154802547756255,2.0,1.0,1.37
4.0,4.4530409342193265,0.448570400389956,1.474918538722457,2.6340740321130243,0.20433619838172115,0.0025178617273375267,0.003381497287884328,0.0010388493200223807,2.0,1.0,1.3800000000000001
4.0,4.472236964948878,0.4480975932252641,1.473907205988063,2.632943081552975,0.20560620579579095,0.0025334998206917943,0.0034365366615744363,0.0010625143245362578,2.0,1.0,1.3900000000000001
4.0,4.491287758733756,0.4476272507905132,1.4728986910002404,2.6318105571219066,0.20687393732362414,0.0025491093263925713,0.0034918934309581167,0.0010864751813185378,2.0,1.0,1.4000000000000001
4.0,4.510194437622907,0.44715935035322474,1.4718929731330688,2.6306764900663024,0.20813939803510603,0.0025646916645672498,0.003547565247276972,0.0011107317764209607,2.0,1.0,1.41
4.0,4.5289581122540135,0.44669386954756185,1.4708900319355505,2.6295409111964068,0.2094025929722943,0.0025802482552978673,0.0036035497959464873,0.0011352839584709937,2.0,1.0,1.42
4.0,4.5475798855927705,0.44623078612480366,1.46988984732249,2.6284038509057424,0.21066352715724324,0.002595780418970834,0.0036598448518583584,0.0011601315867612678,2.0,1.0,1.43
4.0,4.566060849783644,0.4457700781711767,1.4688923993939775,2.6272653391669576,0.21192220558544844,0.0026112894667560727,0.0037164482276559707,0.0011852744892933633,2.0,1.0,1.44
4.0,4.584402087216424,0.4453117240396618,1.4678976684821685,2.626125405542159,0.21317863322809213,0.002626776674726338,0.0037733577875106615,0.001210712475929828,2.0,1.0,1.45
4.0,4.602604670653775,0.44485570234550953,1.466905635147434,2.6249840791900207,0.21443281503232803,0.0026422432838939494,0.0038305714463086594,0.00123644533927166,2.0,1.0,1.46
4.0,4.620669661963693,0.44440199192743574,1.4659162800661827,2.623841389028376,0.21568475591903635,0.0026576905347825354,0.0038880871502326433,0.0012624728385878137,2.0,1.0,1.47
4.0,4.638598114413486,0.4439505718964304,1.4649295841952397,2.622697363499867,0.21693446078703765,0.0026731196138344055,0.003945902904840944,0.0012887947270111633,2.0,1.0,1.48
4.0,4.656391072546445,0.443501421625101,1.4639455287485175,2.621552030607018,0.2181819345129229,0.002688531659657585,0.004004016770908753,0.001315410749368297,2.0,1.0,1.49
4.0,4.674049571212849,0.44305452071621254,1.4629640951080196,2.6204054180415493,0.21942718194934974,0.002703927790207215,0.004062426848991147,0.0013423206297358149,2.0,1.0,1.5
4.0,4.691574636158029,0.4426098490095313,1.4619852648557523,2.619257553140162,0.2206702079261628,0.00271930909142234,0.004121131284751636,0.0013695240779123072,2.0,1.0,1.51
4.0,4.708967283980249,0.4421673865835378,1.461009019782722,2.618108462874439,0.22191101725025808,0.0027346766215742206,0.004180128265480245,0.0013970207886217965,2.0,1.0,1.52
