_1_task1,x_Normal_Hematopoietic_Stem_Cell_1_task1,y_Leukemic_Cell_2_task1
0.0,4.5,1.5
1.0,4.391936607285453,1.463978869095151
2.0,4.292237599508172,1.430745866502724
3.0,4.200193401284714,1.4000644670949052
4.0,4.11516069604466,1.3717202320148876
5.0,4.0365553826514455,1.3455184608838162
6.0,3.9638472041975192,1.3212824013991742
7.0,3.8965540866976904,1.2988513622325646
8.0,3.834237299581935,1.2780790998606462
9.0,3.776497406543474,1.2588324688478258
10.0,3.7229703976600885,1.2409901325533639
11.0,3.673323980271342,1.2244413267571153
12.0,3.627254931076496,1.2090849770254997
13.0,3.5844859670990807,1.1948286556996952
14.0,3.544763368336563,1.1815877894455225
15.0,3.507855016263172,1.1692850054210586
16.0,3.473547983693427,1.1578493278978106
17.0,3.4416471392022983,1.147215713067435
18.0,3.411973132504042,1.1373243775013497
19.0,3.3843612965162553,1.1281204321720877
20.0,3.358660147169743,1.1195533823899166
21.0,3.334730309023427,1.1115767696744783
22.0,3.3124433926729755,1.1041477975576608
23.0,3.291680991745202,1.0972269972484028
24.0,3.272333956228838,1.090777985409615
25.0,3.2543014711508707,1.0847671570502924
26.0,3.2374904633545074,1.0791634877848377
27.0,3.2218148363311236,1.0739382787770433
28.0,3.20719496403707,1.0690649880123586
29.0,3.1935572200375892,1.0645190733458652
30.0,3.180833357456202,1.0602777858187362
31.0,3.168960106859675,1.0563200356198938
32.0,3.157878907787276,1.0526263025957607
33.0,3.1475353794333585,1.0491784598111213
34.0,3.1378790828961494,1.045959694298718
35.0,3.128863184416891,1.0429543948056317
36.0,3.120444185946804,1.0401480619822694
37.0,3.1125816568600633,1.037527218953356
38.0,3.1052380292396227,1.0350793430798755
39.0,3.0983783645938203,1.032792788197941
40.0,3.0919701536618645,1.030656717887289
41.0,3.0859831512072353,1.0286610504024125
42.0,3.0803892016503815,1.026796400550128
43.0,3.075162098227987,1.0250540327426632
44.0,3.0702774133941526,1.0234258044647184
45.0,3.0657124131000555,1.0219041377000193
46.0,3.0614458925779355,1.020481964192646
47.0,3.057458089563888,1.0191526965212965
48.0,3.0537305954388736,1.0179101984796253
49.0,3.0502462211568226,1.0167487403856084
50.0,3.046988951318727,1.01566298377291
51.0,3.0439438427733876,1.0146479475911303
52.0,3.0410969513153443,1.0136989837717827
53.0,3.0384352640797054,1.0128117546932367
54.0,3.035946638817281,1.0119822129390954
55.0,3.03361973442778,1.0112065781425952
56.0,3.031443965237165,1.0104813217457236
57.0,3.029409454391195,1.0098031514637336
58.0,3.0275069786569824,1.0091689928856626
59.0,3.0257279207346253,1.0085759735782103
60.0,3.024064230149422,1.008021410049809
61.0,3.022508387090608,1.0075027956968712
62.0,3.0210533672493747,1.007017789083127
63.0,3.0196926082315714,1.006564202743859
64.0,3.0184199783240273,1.0061399927746777
65.0,3.0172297477100303,1.0057432492366787
66.0,3.0161165618101102,1.0053721872700387
67.0,3.015075416429701,1.0050251388099025
68.0,3.0141016345425022,1.004700544847503
69.0,3.0131908446239573,1.004396948207988
70.0,3.012338960455252,1.0041129868184198
71.0,3.0115421623006093,1.0038473874335387
72.0,3.01079687935541,1.003598959785139
73.0,3.0100997733711834,1.00336659112373
74.0,3.0094477233749655,1.0031492411249905
75.0,3.0088378114086987,1.002945937136235
76.0,3.0082673092194625,1.0027557697398228
77.0,3.0077336658354596,1.002577888611822
78.0,3.007234495967018,1.002411498655675
79.0,3.006767569176269,1.002255856392092
80.0,3.0063307997633424,1.002110266587783
81.0,3.0059222373206547,1.0019740791068872
82.0,3.0055400579102614,1.0018466859700894
83.0,3.005182555822351,1.0017275186074528
84.0,3.004848135875885,1.0016160452919642
85.0,3.004535306225083,1.001511768741697
86.0,3.004242671637973,1.001414223879327
87.0,3.003968927215546,1.0013229757385183
88.0,3.003712852522215,1.001237617507408
89.0,3.0034733061002683,1.0011577687000923
90.0,3.003249220342876,1.0010830734476284
91.0,3.003039596701932,1.0010131989006472
92.0,3.0028435012086088,1.0009478337362059
93.0,3.002660060286002,1.0008866867620034
94.0,3.0024884568346373,1.0008294856115483
95.0,3.002327926571206,1.0007759755237378
96.0,3.0021777546108286,1.000725918203612
97.0,3.0020372722669864,1.0006790907556644
98.0,3.0019058540592445,1.0006352846864173
99.0,3.001782914916485,1.0005943049721642
100.0,3.0016679075623376,1.0005559691874484
