Time,x_Normal_Hematopoietic_Stem_Cell,y_Leukemic_Cell,a,b,c,A,B,C,compartment,Normal_Cells_Growth,Normal_Cells_Removal,Leukemic_Cells_Growth,Leukemic_Cells_Removal
31.0,3.168960106859675,1.0563200356198938,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30542819288426026,0.3168960106859675,0.10180939762808695,0.10563200356198939
32.0,3.157878907787276,1.0526263025957607,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30508425329144956,0.31578789077872765,0.10169475109715005,0.10526263025957608
33.0,3.1475353794333585,1.0491784598111213,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30476172962833936,0.3147535379433359,0.10158724320944663,0.10491784598111215
34.0,3.1378790828961494,1.045959694298718,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3044593362752155,0.31378790828961495,0.10148644542507199,0.1045959694298718
35.0,3.128863184416891,1.0429543948056317,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30417585849752615,0.3128863184416891,0.10139195283250885,0.10429543948056318
36.0,3.120444185946804,1.0401480619822694,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3039101495797677,0.31204441859468046,0.10130338319325603,0.10401480619822695
37.0,3.1125816568600633,1.037527218953356,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3036611272786669,0.31125816568600634,0.1012203757595558,0.1037527218953356
38.0,3.1052380292396227,1.0350793430798755,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3034277716560395,0.3105238029239623,0.10114259055201331,0.10350793430798755
39.0,3.0983783645938203,1.032792788197941,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.303209121459577,0.30983783645938207,0.10106970715319243,0.10327927881979411
40.0,3.0919701536618645,1.030656717887289,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30300427106179645,0.3091970153661865,0.10100142368726557,0.1030656717887289
41.0,3.0859831512072353,1.0286610504024125,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3028123680911671,0.30859831512072355,0.10093745603038909,0.10286610504024125
42.0,3.0803892016503815,1.026796400550128,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3026326103998351,0.3080389201650382,0.1008775367999451,0.1026796400550128
43.0,3.075162098227987,1.0250540327426632,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30246424377806513,0.3075162098227987,0.10082141459268847,0.10250540327426633
44.0,3.0702774133941526,1.0234258044647184,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30230655845490434,0.3070277413394153,0.10076885281830153,0.10234258044647185
45.0,3.0657124131000555,1.0219041377000193,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30215888804926183,0.30657124131000557,0.10071962934975404,0.10219041377000193
46.0,3.0614458925779355,1.020481964192646,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30202060576925555,0.3061445892577936,0.10067353525641859,0.1020481964192646
47.0,3.057458089563888,1.0191526965212965,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30189112291659226,0.3057458089563888,0.1006303743055308,0.10191526965212966
48.0,3.0537305954388736,1.0179101984796253,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3017698871610682,0.3053730595438874,0.1005899623870228,0.10179101984796253
49.0,3.0502462211568226,1.0167487403856084,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30165637919514765,0.30502462211568226,0.10055212639838261,0.10167487403856085
50.0,3.046988951318727,1.01566298377291,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3015501121232689,0.30469889513187276,0.10051670404108974,0.10156629837729102
51.0,3.0439438427733876,1.0146479475911303,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30145062893470637,0.3043943842773388,0.10048354297823556,0.10146479475911303
52.0,3.0410969513153443,1.0136989837717827,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30135750078965295,0.30410969513153446,0.10045250026321778,0.10136989837717827
53.0,3.0384352640797054,1.0128117546932367,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30127032540434934,0.3038435264079706,0.10042344180144994,0.10128117546932368
54.0,3.035946638817281,1.0119822129390954,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30118872558518406,0.3035946638817281,0.1003962418617282,0.10119822129390954
55.0,3.03361973442778,1.0112065781425952,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30111234740882015,0.30336197344277804,0.10037078246960689,0.10112065781425952
56.0,3.031443965237165,1.0104813217457236,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30104085912167455,0.30314439652371655,0.10034695304055836,0.10104813217457237
57.0,3.029409454391195,1.0098031514637336,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30097394996038657,0.30294094543911954,0.10032464998679569,0.10098031514637336
58.0,3.0275069786569824,1.0091689928856626,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3009113286446597,0.30275069786569825,0.10030377621488676,0.10091689928856627
59.0,3.0257279207346253,1.0085759735782103,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30085272207648905,0.30257279207346255,0.10028424069216318,0.10085759735782103
60.0,3.024064230149422,1.008021410049809,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3007978742870973,0.3024064230149422,0.10026595809569927,0.10080214100498092
61.0,3.022508387090608,1.0075027956968712,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30074654545102186,0.30225083870906083,0.10024884848367413,0.10075027956968713
62.0,3.0210533672493747,1.007017789083127,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30069851090683475,0.3021053367249375,0.10023283696894512,0.1007017789083127
63.0,3.0196926082315714,1.006564202743859,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3006535602065847,0.30196926082315717,0.10021785340219509,0.10065642027438591
64.0,3.0184199783240273,1.0061399927746777,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.300611496222542,0.30184199783240273,0.10020383207418086,0.10061399927746778
65.0,3.0172297477100303,1.0057432492366787,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30057213431701457,0.30172297477100307,0.10019071143900504,0.10057432492366787
66.0,3.0161165618101102,1.0053721872700387,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3005353015668283,0.30161165618101105,0.10017843385560962,0.10053721872700389
67.0,3.015075416429701,1.0050251388099025,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3005008360339289,0.3015075416429701,0.1001669453446432,0.10050251388099025
68.0,3.0141016345425022,1.004700544847503,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3004685860781664,0.30141016345425026,0.10015619535938904,0.10047005448475031
69.0,3.0131908446239573,1.004396948207988,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30043840971093655,0.30131908446239575,0.1001461365703124,0.1004396948207988
70.0,3.012338960455252,1.0041129868184198,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30041017398837,0.3012338960455252,0.10013672466279024,0.10041129868184198
71.0,3.0115421623006093,1.0038473874335387,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3003837544420084,0.30115421623006094,0.10012791814733635,0.10038473874335388
72.0,3.01079687935541,1.003598959785139,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30035903454458857,0.301079687935541,0.10011967818152977,0.1003598959785139
73.0,3.0100997733711834,1.00336659112373,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30033590520870995,0.3010099773371184,0.10011196840290354,0.100336659112373
74.0,3.0094477233749655,1.0031492411249905,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3003142643164258,0.30094477233749656,0.10010475477214213,0.10031492411249905
75.0,3.0088378114086987,1.002945937136235,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3002940162779752,0.3008837811408699,0.10009800542599194,0.10029459371362351
76.0,3.0082673092194625,1.0027557697398228,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30027507161795464,0.3008267309219463,0.1000916905393184,0.10027557697398229
77.0,3.0077336658354596,1.002577888611822,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30025734658729075,0.300773366583546,0.10008578219576379,0.1002577888611822
78.0,3.007234495967018,1.002411498655675,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30024076279945566,0.30072344959670183,0.10008025426648544,0.1002411498655675
79.0,3.006767569176269,1.002255856392092,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3002252468894519,0.30067675691762696,0.10007508229648421,0.1002255856392092
80.0,3.0063307997633424,1.002110266587783,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3002107301941861,0.30063307997633426,0.10007024339806224,0.1002110266587783
81.0,3.0059222373206547,1.0019740791068872,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3001971484529271,0.3005922237320655,0.10006571615097593,0.10019740791068872
82.0,3.0055400579102614,1.0018466859700894,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30018444152662227,0.30055400579102615,0.10006148050887431,0.10018466859700895
83.0,3.005182555822351,1.0017275186074528,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30017255313491065,0.3005182555822351,0.10005751771163714,0.10017275186074528
84.0,3.004848135875885,1.0016160452919642,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30016143060974476,0.30048481358758855,0.10005381020324851,0.10016160452919642
85.0,3.004535306225083,1.001511768741697,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30015102466459115,0.3004535306225083,0.10005034155486399,0.1001511768741697
86.0,3.004242671637973,1.001414223879327,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3001412891782458,0.30042426716379733,0.10004709639274888,0.10014142238793272
87.0,3.003968927215546,1.0013229757385183,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30013218099235406,0.3003968927215546,0.10004406033078497,0.10013229757385184
88.0,3.003712852522215,1.001237617507408,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30012365972178257,0.30037128525222156,0.10004121990726116,0.10012376175074081
89.0,3.0034733061002683,1.0011577687000923,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3001156875770384,0.30034733061002683,0.10003856252567973,0.10011577687000923
90.0,3.003249220342876,1.0010830734476284,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3001082291979819,0.3003249220342876,0.10003607639932763,0.10010830734476284
91.0,3.003039596701932,1.0010131989006472,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3001012514981265,0.30030395967019324,0.10003375049937582,0.10010131989006472
92.0,3.0028435012086088,1.0009478337362059,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3000947235188556,0.3002843501208609,0.1000315745062855,0.1000947833736206
93.0,3.002660060286002,1.0008866867620034,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30008861629293737,0.3002660060286002,0.10002953876431273,0.10008866867620035
94.0,3.0024884568346373,1.0008294856115483,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30008290271674726,0.30024884568346377,0.10002763423891602,0.10008294856115484
95.0,3.002327926571206,1.0007759755237378,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30007755743059483,0.30023279265712066,0.1000258524768652,0.10007759755237378
96.0,3.0021777546108286,1.000725918203612,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3000725567068713,0.30021777546108286,0.10002418556895734,0.1000725918203612
97.0,3.0020372722669864,1.0006790907556644,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30006787834519494,0.30020372722669864,0.10002262611506521,0.10006790907556645
98.0,3.0019058540592445,1.0006352846864173,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3000635015742562,0.30019058540592447,0.10002116719141899,0.10006352846864174
99.0,3.001782914916485,1.0005943049721642,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30005940695998157,0.30017829149164854,0.1000198023199941,0.10005943049721643
100.0,3.0016679075623376,1.0005559691874484,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.30005557631959695,0.30016679075623376,0.10001852543986589,0.10005559691874484
