Time,CC,CCPT,clkp,perp,clkm,perm,PT,vrip,vrim,VRI,pdpp,pdpm,PDP,CLK,PER,timp,timm,TIM,CYC,prcper,prcv,prcpdp,prvc,prpc,prct,dccpt,bccperp,ubccperp,bccpt,dperm,tlper,tcccperp,tcdvpmt,dvri,tcclkp,bcc,dclk,ubcc,bpt,ubpt,dper,tcccvrip,tcccpdpp,dvrim,dpdpm,ubccpt,tlvri,tlpdp,bccvrip,bccpdpp,ubccvrip,ubccpdpp,tcpdpclkp,dclkm,bvriclkp,bpdpclkp,ubvriclkp,ubpdpclkp,tcvriclkp,dpdp,tlclk,dcc,dpt,dtim,dtimm,tltim,bcctimp,ubcctimp,tccctimp,npt,nvri,npdp,wholeCell,re1,re2,re3,re4,re9,re10,re15,re17,re20,re28,re30,re31,re32,re35,re37,re38,re39,re42,re43,re44,re45,re46,re47,re48,re51,re53,re54,re55,re56,re57,re58,re59,re60,re61,re62,re63,re64,re65,re66,re68,re69
0.0,0.5566,0.4982,0.003185,0.003185,0.2583,0.2395,0.4014,0.003185,0.2571,3.175,0.003185,0.3175,4.1953,3.6628,2.7527,0.003185,0.2395,2.7527,1.0,0.0431,0.0585,0.08,0.489,0.426,0.043,15.06,0.069,0.262,51.0,0.053,36.0,11.0,0.028,1.226,1.42,2.349,0.2,0.89,1.1,2.93,0.62,16.86,9.831,0.07,0.06,7.89,14.68,1.87,0.1,0.062,0.276,0.145,125.54,0.643,1.858,1.155,1.043,0.952,0.053,0.156,35.0,0.184,0.279,0.62,0.053,36.0,0.069,0.262,11.0,5.0,4.0,6.0,1.0,11.39438124,0.10241439999999999,7.502892,0.11199060000000001,0.16608689999999998,9.0405,0.0126935,8.622,0.006998228088854011,0.011575405291684122,0.017997000000000003,3.774228,3.8925499999999995,0.012379782621011881,0.01905,0.5937250000000001,0.6544667999999999,0.170800902545,8.6039172,0.73256,0.495374,8.335093019,1.176102,1.706674,0.006983575234616182,0.0126935,8.622,1.706674,3.930798,0.03675012726,0.0112922,0.016146,0.05240389,0.0116,0.031748464,0.5014277500000001,0.510027,0.4118735775000001,0.40555199999999997,0.0367539678,0.011266
0.01,0.5620416789449022,0.4978141990947978,0.003185,0.003185,0.2583471152806081,0.2394432494366727,0.39724923621549835,0.003185,0.2570361319312309,3.1738193263096055,0.003185,0.3174334427112008,4.194692433100897,3.6648009334965974,2.7502733306896183,0.003185,0.23944310324498116,2.750273304409165,1.0,0.04335598981962963,0.05886453391729552,0.08020285316391756,0.48891419132784975,0.42606316641424075,0.04325628996125015,15.06,0.069,0.262,51.0,0.053,36.0,11.0,0.028,1.226,1.42,2.349,0.2,0.89,1.1,2.93,0.62,16.86,9.831,0.07,0.06,7.89,14.68,1.87,0.1,0.062,0.276,0.145,125.54,0.643,1.858,1.155,1.043,0.952,0.053,0.156,35.0,0.184,0.279,0.62,0.053,36.0,0.069,0.262,11.0,5.0,4.0,6.0,1.0,11.386802011789076,0.103415668925862,7.497081838367655,0.11083253690412405,0.16611719512543102,9.042149034821284,0.012690492220143653,8.619956979720216,0.007035710005261392,0.0116406059273738,0.017992529235186166,3.77329041675047,3.891102494055576,0.012404814947808188,0.019046006562672045,0.5936005378699455,0.6543720195637399,0.1708262472327924,8.608617392783508,0.7329601866993195,0.500217094260963,8.32040365334655,1.1639402621114103,1.7051694650275633,0.007021116765067393,0.012690484471984,8.619951716819322,1.7051694487336824,3.9277540308579546,0.03709949258877081,0.011359269332742963,0.016246611361173564,0.05289573574717163,0.011629413708768046,0.032051788627181915,0.5013748066096892,0.5099375015549472,0.4119236284103297,0.4056121344263572,0.0371033590366006,0.01133314796984754
0.02,0.5675206181623359,0.49743701213915664,0.003185,0.003185,0.2583941810003531,0.23938690552978342,0.3931336268430784,0.003185,0.25697296345277887,3.172643771786774,0.003185,0.31736717714575596,4.194084572338946,3.6668157593870103,2.7478663997914703,0.003185,0.23938661381978552,2.74786629504777,1.0,0.04361480930075844,0.05923298867183211,0.08040845257929295,0.48882874231701007,0.4261262259884391,0.043515409057613204,15.06,0.069,0.262,51.0,0.053,36.0,11.0,0.028,1.226,1.42,2.349,0.2,0.89,1.1,2.93,0.62,16.86,9.831,0.07,0.06,7.89,14.68,1.87,0.1,0.062,0.276,0.145,125.54,0.643,1.858,1.155,1.043,0.952,0.053,0.156,35.0,0.184,0.279,0.62,0.053,36.0,0.069,0.262,11.0,5.0,4.0,6.0,1.0,11.378683385245631,0.1044237937418698,7.4914014028157,0.10968428188921889,0.16614745838322706,9.04379633501236,0.01268750599307852,8.617928599072203,0.0070735654743686914,0.011706430899988103,0.01798810744169452,3.7723631034867937,3.889661264210585,0.012430158014634558,0.019042030628745356,0.5934766212625637,0.6542771932848755,0.1708515481184166,8.613350218800088,0.7333631518774021,0.505093350164479,8.305846409609366,1.1518815266502198,1.7036771678707117,0.007059031836581485,0.012687490532448631,8.617918097512279,1.7036771029296174,3.924778025777946,0.037451013709258664,0.011427080036798713,0.016348304873425663,0.05339046758156951,0.011659225623997477,0.03235700413384164,0.501321082456199,0.5098483782366414,0.411972393968742,0.40567216714099397,0.037454906115691695,0.01140103717309466
0.03,0.5730413539594637,0.4970629371644088,0.003185,0.003185,0.25844119701867313,0.2393309718033228,0.3890579143183582,0.003185,0.2569105003224087,3.171473376546694,0.003185,0.3173012062396035,4.193476423649587,3.668844459027607,2.7454790208617017,0.003185,0.23933053524792944,2.745478786036081,1.0,0.0438764740942256,0.05960538443554173,0.08061681448158936,0.48874364214578414,0.42618916746948166,0.04377737294196452,15.06,0.069,0.262,51.0,0.053,36.0,11.0,0.028,1.226,1.42,2.349,0.2,0.89,1.1,2.93,0.62,16.86,9.831,0.07,0.06,7.89,14.68,1.87,0.1,0.062,0.276,0.145,125.54,0.643,1.858,1.155,1.043,0.952,0.053,0.156,35.0,0.184,0.279,0.62,0.053,36.0,0.069,0.262,11.0,5.0,4.0,6.0,1.0,11.370259973471486,0.1054396091285413,7.485767833695997,0.10854715809482195,0.16617768968300684,9.045441895653559,0.012684541505576108,8.615914984919621,0.0071117954709679935,0.01177288139888194,0.01798373502256861,3.7714461447329595,3.888226359646247,0.012455812709563759,0.01903807237437621,0.5933532556680586,0.6541823220893356,0.17087680080038362,8.61811563425585,0.7337688918055214,0.5100068050239227,8.291419850211206,1.1399396889527895,1.702196992934255,0.007097321423592837,0.01268451836814026,8.61589926892546,1.70219684734237,3.921826574227185,0.037804984068790355,0.011495636212687108,0.01645108610420952,0.053888500375924644,0.011689438099830456,0.032664364297096155,0.5012667162533875,0.5097596187580529,0.4120199821866902,0.4057320874309465,0.03780890251382483,0.011469671710794705
0.04,0.5786060956451279,0.49668942846075365,0.003185,0.003185,0.25848816315359985,0.23927545179005066,0.3850244180940074,0.003185,0.2568487483071981,3.170308181056352,0.003185,0.31723553293645307,4.192867993014853,3.670887046810249,2.7431111346761825,0.003185,0.23927487106169487,2.7431107187104353,1.0,0.04414100218511742,0.05998174467451039,0.08082795713833307,0.4886588814322525,0.4262519807427897,0.04404219960165481,15.06,0.069,0.262,51.0,0.053,36.0,11.0,0.028,1.226,1.42,2.349,0.2,0.89,1.1,2.93,0.62,16.86,9.831,0.07,0.06,7.89,14.68,1.87,0.1,0.062,0.276,0.145,125.54,0.643,1.858,1.155,1.043,0.952,0.053,0.156,35.0,0.184,0.279,0.62,0.053,36.0,0.069,0.262,11.0,5.0,4.0,6.0,1.0,11.361651239351959,0.10646352159870352,7.48014279261895,0.10742181264822807,0.1662078889077647,9.047085710375995,0.012681598944872684,8.613916264441825,0.00715040128771709,0.01183995916052308,0.01797941238150387,3.7705396251496683,3.8867978299750874,0.012481780148151555,0.019034131976187182,0.5932304465911673,0.6540874069103171,0.1709020013210238,8.622913672957276,0.7341774093620499,0.5149594251241638,8.277123311758599,1.1281215450154418,1.7007289034992332,0.007135986818565643,0.012681568166269828,8.613895358221015,1.70072864560047,3.918879590555346,0.03816154314719245,0.011564942572500764,0.01655496153016487,0.054390029254902654,0.011720053785058296,0.03297398991067341,0.5012118313842898,0.5096712133338394,0.4120664885331165,0.40579188566713575,0.03816548772380938,0.011539056295633562
0.05,0.5842161505278688,0.49631506364042804,0.003185,0.003185,0.25853507916911167,0.23922034927986638,0.3810345213235612,0.003185,0.25678771358875746,3.169148228964848,0.003185,0.31717016039434476,4.1922592868804625,3.6729435514328808,2.7407627330793973,0.003185,0.2392196250504699,2.740762085510131,1.0,0.044408413715015416,0.0603620957399319,0.08104190088829612,0.4885744515866136,0.42631465613119723,0.04430990918076247,15.06,0.069,0.262,51.0,0.053,36.0,11.0,0.028,1.226,1.42,2.349,0.2,0.89,1.1,2.93,0.62,16.86,9.831,0.07,0.06,7.89,14.68,1.87,0.1,0.062,0.276,0.145,125.54,0.643,1.858,1.155,1.043,0.952,0.053,0.156,35.0,0.184,0.279,0.62,0.053,36.0,0.069,0.262,11.0,5.0,4.0,6.0,1.0,11.352932584559884,0.10749577169712786,7.474504858424846,0.10630863144927358,0.1662380559057388,9.048727770918909,0.012678678511832919,8.61193257407519,0.007189384507143933,0.011907666391844526,0.017975139951213023,3.7696436354829594,3.8853757287109034,0.012508061676581386,0.019030209623660685,0.5931081999374247,0.6539924487533522,0.17092714589213767,8.627744402315837,0.7345887102865762,0.5199523739698032,8.26295644262345,1.1164311474780344,1.6992728945092264,0.007175029603985497,0.012678640127674903,8.611906501816916,1.6992724930162812,3.915925852122977,0.038520770623120114,0.01163500439333404,0.016659938424221206,0.05489516393168912,0.011751075628802937,0.03328595011588574,0.5011565443205115,0.5095831530048379,0.41211200251531716,0.40585155263689976,0.038524741430967055,0.011609196205359768
0.06,0.5898720813609284,0.4959392951536559,0.003185,0.003185,0.25858194482720853,0.23916566759381827,0.3770888311172053,0.003185,0.25672740157931806,3.1679935587248904,0.003185,0.3171050913806134,4.191650310919418,3.675014004216381,2.738433837499526,0.003185,0.23916480053485545,2.738432908379005,1.0,0.044678726682292,0.0607464611912394,0.08125866386399946,0.4884903462105658,0.4263771860504018,0.04458051967986567,15.06,0.069,0.262,51.0,0.053,36.0,11.0,0.028,1.226,1.42,2.349,0.2,0.89,1.1,2.93,0.62,16.86,9.831,0.07,0.06,7.89,14.68,1.87,0.1,0.062,0.276,0.145,125.54,0.643,1.858,1.155,1.043,0.952,0.053,0.156,35.0,0.184,0.279,0.62,0.053,36.0,0.069,0.262,11.0,5.0,4.0,6.0,1.0,11.34414285712234,0.10853646297041082,7.468845785014058,0.1052077838817003,0.16626819052389508,9.050368068952299,0.012675780382472367,8.609964033377457,0.0072287463738880545,0.011976004758010058,0.017970918110552264,3.7687582551843892,3.8839601029967157,0.01253465834538117,0.019026305482836802,0.5929865208817471,0.6538974485034292,0.1709522315433397,8.632607895904279,0.7350028008432763,0.5249861524112263,8.248919071830038,1.1048702751734116,1.697828979249706,0.007214451024264514,0.012675734428347338,8.609932819254796,1.697828403194983,3.912961038762345,0.03888269700235993,0.011705826390760505,0.016766023288782076,0.05540394398627412,0.01178250626027992,0.033600271579089507,0.5011009453313614,0.5094954310976201,0.4121565927721383,0.40591108111998253,0.03888669414261578,0.011680096156124807
0.07,0.595574219367407,0.49556184320291746,0.003185,0.003185,0.25862875984880634,0.23911141030225874,0.3731877171970472,0.003185,0.25666781809321765,3.166844211855269,0.003185,0.31704032887025896,4.19104107125289,3.6770984405221143,2.736124482436102,0.003185,0.23911040108472303,2.736123222366288,1.0,0.044951960473560454,0.0611348663822377,0.08147826559953138,0.4884065592659455,0.42643956301044417,0.04485405048793627,15.06,0.069,0.262,51.0,0.053,36.0,11.0,0.028,1.226,1.42,2.349,0.2,0.89,1.1,2.93,0.62,16.86,9.831,0.07,0.06,7.89,14.68,1.87,0.1,0.062,0.276,0.145,125.54,0.643,1.858,1.155,1.043,0.952,0.053,0.156,35.0,0.184,0.279,0.62,0.053,36.0,0.069,0.262,11.0,5.0,4.0,6.0,1.0,11.335310150703936,0.10958565636360287,7.463161358635937,0.10411937309797617,0.16629829258278248,9.052006594708223,0.012672904746019713,8.608010770881314,0.007268488309574655,0.01204497619892628,0.017966747266525238,3.767883569608435,3.8825510037345596,0.01256157135264269,0.019022419732215537,0.5928654149873843,0.6538024071154509,0.1709772553399722,8.637504236786448,0.7354196881044229,0.5300610552369922,8.235011109246196,1.0934400113873484,1.6963971791103831,0.007254252500893414,0.01267285125749032,8.607974439050029,1.6963963978670986,3.9099829428710184,0.03924733735135389,0.011777413644072839,0.016873223121497607,0.055916386904567496,0.01181434851193205,0.03391696762612846,0.5010451223724751,0.5094080413143811,0.4122003257480928,0.40597046398594283,0.03925136092511858,0.011751761227839302
0.08,0.6013226375552713,0.4951827136590887,0.003185,0.003185,0.2586755239264837,0.23905758100997448,0.36933128330038223,0.003185,0.2566089689960212,3.1657002304793633,0.003185,0.31697587586689746,4.190431574086612,3.67919689710686,2.733834712695585,0.003185,0.23905643030437412,2.7338330728279083,1.0,0.0452281346373463,0.061527336845448824,0.08170072580489969,0.4883230855853109,0.4265017801825582,0.04513052115585995,15.06,0.069,0.262,51.0,0.053,36.0,11.0,0.028,1.226,1.42,2.349,0.2,0.89,1.1,2.93,0.62,16.86,9.831,0.07,0.06,7.89,14.68,1.87,0.1,0.062,0.276,0.145,125.54,0.643,1.858,1.155,1.043,0.952,0.053,0.156,35.0,0.184,0.279,0.62,0.053,36.0,0.069,0.262,11.0,5.0,4.0,6.0,1.0,11.326450331698807,0.11064336531016991,7.457451667705876,0.10304342804080666,0.16632836188472902,9.053643337426928,0.012670051793528647,8.606072916359082,0.007308611733355662,0.012114582640496098,0.017962627829721484,3.767019664861591,3.881148482567699,0.012588801892801703,0.019018552552013845,0.5927448878710982,0.6537073255575115,0.17100221460497086,8.642433511304015,0.735839379421372,0.5351771474241914,8.221232528533392,1.08214066007012,1.6949775218712628,0.007294435452885921,0.012669990806131829,8.606031490957468,1.6949765051533032,3.90699161077021,0.03961468960769717,0.01184977127498473,0.016981544969343877,0.05643248570816144,0.011846605241710455,0.034236036780693514,0.5009891543656281,0.5093209782654793,0.4122432604444618,0.40602969473379535,0.03961873971423141,0.011824196542835307
0.09,0.6071172586037685,0.4948020602085688,0.003185,0.003185,0.2587222367340198,0.23900418328151668,0.3655194791498344,0.003185,0.2565508600829684,3.164561656452433,0.003185,0.3169117353405353,4.189821825582803,3.6813094096430743,2.7315645761878913,0.003185,0.23900289175788036,2.731562508211814,1.0,0.0455072683550078,0.06192389758588195,0.08192606385060758,0.48823992086323936,0.42656383144665916,0.04540995086729535,15.06,0.069,0.262,51.0,0.053,36.0,11.0,0.028,1.226,1.42,2.349,0.2,0.89,1.1,2.93,0.62,16.86,9.831,0.07,0.06,7.89,14.68,1.87,0.1,0.062,0.276,0.145,125.54,0.643,1.858,1.155,1.043,0.952,0.053,0.156,35.0,0.184,0.279,0.62,0.053,36.0,0.069,0.262,11.0,5.0,4.0,6.0,1.0,11.317572391533965,0.11170957558309341,7.4517190267410465,0.10197993468280381,0.16635839821997472,9.055278285690692,0.012667221713920384,8.6041505981346,0.0073491179847868,0.012184825868978033,0.01795856020580779,3.7661666260179762,3.8797525908106825,0.012616351093261303,0.019014704120432116,0.5926249450868011,0.6536122047909173,0.17102710693767564,8.647395803251582,0.7362618819286149,0.540334360157354,8.20758332358177,1.070972073909015,1.6935700372364926,0.007335001219615615,0.012667153263167658,8.604104103283692,1.6935687550913245,3.9039882550456078,0.03998474173095358,0.011922904309012043,0.01709099573370342,0.05695221916593675,0.011879279258338099,0.034557468941256594,0.5009331108500908,0.5092342374603587,0.4122854482243565,0.4060887675372195,0.03998881846667202,0.011897407127231382
0.1,0.6129579442737756,0.4944200739650527,0.003185,0.003185,0.25876889792221214,0.23895122071866567,0.3617521943179542,0.003185,0.25649349720491554,3.16342853226893,0.003185,0.316847910292113,4.18921183199425,3.6834360121029635,2.729314119838132,0.003185,0.2389497890465373,2.729311575981605,1.0,0.04578938075782887,0.06232457348247519,0.08215429910235611,0.48815706145638293,0.4266257111722035,0.04569235875580746,15.06,0.069,0.262,51.0,0.053,36.0,11.0,0.028,1.226,1.42,2.349,0.2,0.89,1.1,2.93,0.62,16.86,9.831,0.07,0.06,7.89,14.68,1.87,0.1,0.062,0.276,0.145,125.54,0.643,1.858,1.155,1.043,0.952,0.053,0.156,35.0,0.184,0.279,0.62,0.053,36.0,0.069,0.262,11.0,5.0,4.0,6.0,1.0,11.308682949648691,0.11278426174637471,7.4459663139136945,0.10092886221470923,0.16638840136398242,9.056911427277425,0.01266441469808928,8.602243945871964,0.007390008369819703,0.012255707602128341,0.01795454480434409,3.76532453896816,3.878363380561708,0.012644220055221742,0.01901087461752678,0.5925055922462513,0.6535170457911029,0.17105193012807043,8.652391192429862,0.7366872024205927,0.5455325704036603,8.194063483940685,1.059933929351606,1.6921747542996417,0.007375951106833001,0.012664338819466476,8.602192405675343,1.6921731771085953,3.900974383584266,0.040357477590667254,0.011996817758551163,0.017201582281163155,0.05747556018342177,0.011912373369841635,0.03488125046693004,0.500877054607081,0.5091478150990074,0.41232693485915084,0.4061476770359377,0.040361581048743926,0.011971397994021556
0.11,0.6188445180261009,0.49403695641636297,0.003185,0.003185,0.2588155071256507,0.2388986969097637,0.35802928146162566,0.003185,0.25643688618585636,3.1623009004710987,0.003185,0.3167844037113026,4.1886015995776775,3.6855767358669285,2.727083387582601,0.003185,0.23889712575820385,2.727080320605032,1.0,0.04607449062567383,0.062729388891295,0.08238545062105597,0.488074504364907,0.4266874142401078,0.045977763603487126,15.06,0.069,0.262,51.0,0.053,36.0,11.0,0.028,1.226,1.42,2.349,0.2,0.89,1.1,2.93,0.62,16.86,9.831,0.07,0.06,7.89,14.68,1.87,0.1,0.062,0.276,0.145,125.54,0.643,1.858,1.155,1.043,0.952,0.053,0.156,35.0,0.184,0.279,0.62,0.053,36.0,0.069,0.262,11.0,5.0,4.0,6.0,1.0,11.299787364392898,0.11386739131680255,7.440196563630427,0.09989016952779357,0.16641837108179341,9.058542749397775,0.012661630936217475,8.600353088751493,0.007431284116995343,0.01232722941886883,0.01795058203300995,3.7644934892083715,3.876980903977567,0.012672409816857346,0.019007064222678158,0.5923868349401359,0.6534218495341176,0.17107668216552888,8.657419752551416,0.7371153471733858,0.5507716210432297,8.180672982817958,1.0490257946825632,1.6907917003012127,0.007417286342836369,0.012661547665184803,8.600296527295338,1.6907897987751197,3.8979515861251035,0.040732878473627485,0.012071516543926544,0.017313311333997418,0.05800247795915956,0.011945890340053115,0.035207365479737324,0.5008210415595103,0.509061708052598,0.4123677605077418,0.4062064183565826,0.040737008743759816,0.012046174064113627
