Time,GLC,G6P_F6P,F6P,FBP,G3P,DHAP,DHAP_G3P,Vgk,hGK,KeqGPI,KeqTPI,Vpfk,Vfba,Vgapdh,Sgk,Spfk,Sfba,Sgapdh,Xpfk,alpha,hx,hpfk,hact,dw_per_ml,min_to_sec,Vgk_min,Vpfk_min,Vfba_min,Vgapdh_min,Pfba,Qfba,KeqFBA,sigma,cell,vgk,vpfk,vfba,vgapdh
0.22,10.0,3.721106822859503,0.8587169591214237,0.0006387457775485863,0.00011475917693416169,0.0025246766457850994,0.002639435822719261,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.2146792397803559,1.0,0.03298086174809976,0.01561379382234536,0.015601847060965466,0.031159200551617392
0.23,10.0,3.7212804784692852,0.8587570334929119,0.0006388652633338727,0.00011477852010303356,0.002525102191244826,0.0026398807113478594,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21468925837322797,1.0,0.03298086174809976,0.015616364056892892,0.015604415967675898,0.03116433471490314
0.24,10.0,3.7214541086980577,0.858797102007244,0.0006389847614257481,0.00011479786507350513,0.002525527776339349,0.0026403256414128545,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.214699275501811,1.0,0.03298086174809976,0.015618934463337316,0.015606985024043887,0.0311694693175405
0.25,10.0,3.7216277135458204,0.8588371646644201,0.0006391042718242127,0.00011481721184557642,0.0025259534010686705,0.002640770612914247,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21470929116610502,1.0,0.03298086174809976,0.015621505041680429,0.015609554230041676,0.03117460435951907
0.26,10.0,3.721801293012574,0.85887722146444,0.0006392237945292663,0.00011483656041924741,0.0025263790654327886,0.002641215625852036,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21471930536611,1.0,0.03298086174809976,0.015624075791924005,0.015612123585641515,0.031179739840828426
0.27,10.0,3.721974847098318,0.8589172724073041,0.0006393433295409091,0.00011485591079451813,0.0025268047694317047,0.0026416606802262227,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21472931810182602,1.0,0.03298086174809976,0.01562664671406988,0.015614693090815658,0.031184875761458175
0.28,10.0,3.7221483758030525,0.8589573174930121,0.000639462876859141,0.00011487526297138855,0.0025272305130654175,0.002642105776036806,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21473932937325302,1.0,0.03298086174809976,0.01562921780811984,0.015617262745536346,0.031190012121397895
0.29,10.0,3.7223218791267776,0.8589973567215641,0.000639582436483962,0.0001148946169498587,0.002527656296333928,0.0026425509132837867,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21474933918039102,1.0,0.03298086174809976,0.015631789074075725,0.015619832549775824,0.03119514892063718
0.3,10.0,3.722495356181513,0.8590373898880415,0.0006397020129340658,0.00011491397168969076,0.002528082096352233,0.002642996068041924,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21475934747201036,1.0,0.03298086174809976,0.015634360538331425,0.015622402602651908,0.031200285883076002
0.31,10.0,3.7226688073115373,0.8590774170718931,0.0006398216044575127,0.00011493332759419462,0.0025285079219930615,0.002643441249587256,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21476935426797328,1.0,0.03298086174809976,0.015636932190669063,0.01562497286568657,0.03120542311575192
0.32,10.0,3.7228422328323045,0.8591174383459163,0.0006399412094490404,0.00011495268503291393,0.0025289337813862926,0.0026438864664192064,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21477935958647906,1.0,0.03298086174809976,0.015639504021720218,0.015627543303626087,0.031210560716737498
0.33,10.0,3.7230156327438144,0.859157453710111,0.0006400608279086487,0.00011497204400584873,0.002529359674531927,0.0026443317185377755,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21478936342752775,1.0,0.03298086174809976,0.015642076031490496,0.015630113916439585,0.031215698686023915
0.34,10.0,3.723189007046067,0.8591974631644769,0.0006401804598363377,0.00011499140451299901,0.0025297856014299637,0.0026447770059429628,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21479936579111922,1.0,0.03298086174809976,0.015644648219985506,0.015632684704096164,0.031220837023602385
0.35000000000000003,10.0,3.7233623557390625,0.8592374667090144,0.0006403001052321075,0.00011501076655436474,0.0025302115620804036,0.0026452223286347683,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.2148093666772536,1.0,0.03298086174809976,0.015647220587210877,0.015635255666564957,0.03122597572946408
0.36,10.0,3.723535678822801,0.8592774643437233,0.000640419764095958,0.00011503013012994595,0.0025306375564832463,0.002645667686613192,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21481936608593083,1.0,0.03298086174809976,0.01564979313317223,0.01563782680381506,0.031231114803600208
0.37,10.0,3.7237089762972824,0.8593174560686035,0.0006405394364278891,0.00011504949523974264,0.0025310635846384913,0.002646113079878234,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.2148293640171509,1.0,0.03298086174809976,0.015652365857875206,0.015640398115815596,0.031236254246001963
0.38,10.0,3.7238822481625062,0.8593574418836551,0.000640659122227901,0.00011506886188375479,0.00253148964654614,0.002646558508429895,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.2148393604709138,1.0,0.03298086174809976,0.015654938761325433,0.015642969602535684,0.03124139405666053
0.39,10.0,3.724055494418473,0.8593974217888783,0.0006407788214959936,0.00011508823006198245,0.0025319157422061915,0.002647003972268174,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.2148493554472196,1.0,0.03298086174809976,0.01565751184352858,0.015645541263944438,0.031246534235567114
0.4,10.0,3.724228714585579,0.859437395673595,0.0006408985355792682,0.00011510759952500979,0.002532341866131554,0.0026474494656565637,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21485934891839875,1.0,0.03298086174809976,0.015660085110327203,0.015648113129486288,0.03125167471652045
0.41000000000000003,10.0,3.724401908764093,0.8594773635609445,0.0006410182641960867,0.00011512697032498217,0.0025327680194694125,0.002647894989794395,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21486934089023613,1.0,0.03298086174809976,0.015662658560510148,0.015650685192964545,0.03125681551335198
0.42,10.0,3.7245750772413233,0.8595173255172285,0.0006411380065394692,0.00011514634261131184,0.0025331942055068055,0.002648340548118117,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21487933137930712,1.0,0.03298086174809976,0.015665232190587946,0.01565325743668973,0.03126195666570599
0.43,10.0,3.724748220017269,0.8595572815424466,0.0006412577626094157,0.00011516571638399885,0.002533620424243732,0.002648786140627731,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21488932038561165,1.0,0.03298086174809976,0.015667806000566966,0.01565582986063023,0.03126709817357399
0.44,10.0,3.7249213370919305,0.8595972316365993,0.000641377532405926,0.00011518509164304316,0.0025340466756801927,0.002649231767323236,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21489930790914982,1.0,0.03298086174809976,0.01567037999045364,0.01565840246475448,0.03127224003694743
0.45,10.0,3.725094428465308,0.8596371757996863,0.0006414973159290003,0.00011520446838844481,0.0025344729598161878,0.0026496774282046324,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.2149092939499216,1.0,0.03298086174809976,0.01567295416025436,0.01566097524903087,0.03127738225581782
0.46,10.0,3.7252674941374013,0.8596771140317079,0.0006416171131786385,0.00011522384662020377,0.002534899276651716,0.00265012312327192,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21491927850792697,1.0,0.03298086174809976,0.015675528509975546,0.015663548213427827,0.03128252483017661
0.47000000000000003,10.0,3.7254405341082104,0.8597170463326639,0.0006417369241548406,0.00011524322633832004,0.002535325626186779,0.002650568852525099,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21492926158316597,1.0,0.03298086174809976,0.015678103039623626,0.01566612135791376,0.03128766776001528
0.48,10.0,3.7256135483777353,0.8597569727025542,0.0006418567488576066,0.00011526260754279364,0.002535752008421376,0.0026510146159641696,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21493924317563856,1.0,0.03298086174809976,0.015680677749205025,0.015668694682457077,0.03129281104532531
0.49,10.0,3.725786536945976,0.859796893141379,0.0006419765872869366,0.00011528199023362456,0.0025361784233555065,0.0026514604135891313,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21494922328534474,1.0,0.03298086174809976,0.01568325263872617,0.015671268187026192,0.03129795468609819
0.5,10.0,3.7259594998129324,0.8598368076491382,0.0006420964394428304,0.00011530137441081278,0.0025366048709891714,0.002651906245399984,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21495920191228454,1.0,0.03298086174809976,0.015685827708193514,0.015673841871589517,0.031303098682325364
0.51,10.0,3.7261324369786046,0.8598767162258317,0.0006422163053252882,0.00011532076007435834,0.00253703135132237,0.0026523521113967284,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21496917905645793,1.0,0.03298086174809976,0.0156884029576135,0.015676415736115466,0.031308243033998345
0.52,10.0,3.726305348442993,0.8599166188714599,0.0006423361849343099,0.00011534014722426121,0.002537457864355103,0.0026527980115793643,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21497915471786497,1.0,0.03298086174809976,0.015690978386992592,0.01567898978057245,0.03131338774110859
0.53,10.0,3.726478234206097,0.8599565155860223,0.0006424560782698956,0.00011535953586052139,0.0025378844100873697,0.002653243945947891,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21498912889650557,1.0,0.03298086174809976,0.015693553996337234,0.01568156400492889,0.03131853280364756
0.54,10.0,3.7266510942679165,0.8599964063695191,0.0006425759853320451,0.0001153789259831389,0.002538310988519171,0.0026536899145023097,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21499910159237978,1.0,0.03298086174809976,0.01569612978565392,0.015684138409153173,0.03132367822160675
0.55,10.0,3.7268239286284524,0.8600362912219506,0.0006426959061207585,0.00011539831759211375,0.002538737599650506,0.0026541359172426197,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21500907280548764,1.0,0.03298086174809976,0.015698705754949104,0.015686712993213746,0.03132882399497763
0.56,10.0,3.7269967371224655,0.8600761701051843,0.0006428158406576118,0.0001154177106989374,0.0025391642437341856,0.002654581954433123,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.21501904252629608,1.0,0.03298086174809976,0.015701281902820795,0.01568928775753299,0.03133397012680101
0.5700000000000001,10.0,3.727169519051432,0.8601160428580228,0.0006429357890338144,0.00011543710535218879,0.002539590921838935,0.0026550280271911237,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.2150290107145057,1.0,0.03298086174809976,0.015703858223320377,0.01569186270399835,0.031339116629959016
0.58,10.0,3.727342275218954,0.8601559096659124,0.0006430557511444363,0.00011545650149598138,0.002540017632735263,0.0026554741342312443,0.055549999999999995,1.7,0.3,0.045455,0.5555,0.138875,1.3887500000000002,8.0,4.0,0.005,0.005,0.01,5.0,2.5,2.5,1.0,0.3333,60.0,10.0,100.0,25.0,250.0,0.5,0.275,0.1,0.2150389774164781,1.0,0.03298086174809976,0.015706434723303377,0.01569443783037022,0.031344263489613035
