EGF,GS,Grb,PLCg,PLCgP,PLCgl,R,R2,RG,RGS,RP,RPLCg,RPLCgP,RSh,RShG,RShGS,RShP,Ra,SOS,ShG,ShGS,ShP,Shc,Time
679.9999999999999,0.0,84.99999999999999,104.99999999999999,0.0,0.0,99.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,149.99999999999997,0.0
677.9842446573468,0.0028898063814241925,84.99711019345222,104.99999999589247,2.9802589249524765e-15,3.786577566544818e-18,97.98424465734672,0.0001358626827760435,1.6619851145012538e-10,1.0203305105368079e-13,3.221322674543739e-07,4.100615172835298e-09,6.891667759431666e-12,8.708005959624784e-09,3.2347379299819525e-14,1.688738238200322e-17,8.788872118953972e-11,2.015482946883694,33.997110193618475,2.4657202279786792e-17,3.2873464674229495e-20,3.808010111432369e-14,149.999999991204,0.01
676.0160538692395,0.005779225570969611,84.99422076941443,104.99999987627385,3.622294634935238e-13,9.158686390831126e-16,96.0160538692394,0.0010643759107153412,5.004448880693812e-09,6.1931629804357475e-12,4.796244314310082e-06,1.233078002095753e-07,4.179754976489633e-10,2.5948131158977997e-07,3.905210027355556e-12,4.0576550023156766e-15,5.2872578066992265e-09,3.9818069994327367,33.994220774422836,5.9220653353087835e-15,1.5923152509885898e-17,4.6002189709282965e-12,149.99999973522284,0.02
674.0940768959049,0.00866825763344576,84.99133170642877,104.99999911440798,5.9001067119715795e-12,2.2479893220225368e-14,94.09407689590498,0.0035173491913354114,3.58073594216797e-08,6.696658964149267e-11,2.2634089301082703e-05,8.810703312145655e-07,4.5157458693693495e-09,1.837159407720615e-06,6.317771024285917e-11,9.887730917024281e-14,5.6657126800254517e-08,5.898837506853298,33.991331742299494,1.4434443435318102e-13,5.839399537112703e-16,7.446946502510906e-11,149.99999810604552,0.03
672.2170098630687,0.011556902623968988,84.98844295421186,104.9999964779541,4.2174047103427075e-11,2.15318054105135e-13,92.21700986306877,0.00816241894788529,1.423557533110706e-07,3.5754762294326513e-10,6.679198490872523e-05,3.4979144321785345e-06,2.408906548739834e-08,7.226758973407049e-06,4.4852317715691827e-10,9.402273774958608e-13,2.9976251103285856e-07,7.766509331690146,33.988443097017544,1.3729088350800546e-12,7.435498518739353e-15,5.290325827058395e-10,149.99999247249858,0.04
670.3835937681855,0.014445160579055373,84.98555442573094,104.99998984367564,1.9202672182133425e-10,1.2314790806115872e-12,90.38359376818569,0.015605435230821318,4.1035112889061346e-07,1.2973741488908527e-09,0.00015249037096928917,1.0068804019169115e-05,8.732707438227567e-08,2.061059526583819e-05,2.0283031019729088e-09,5.338732793760809e-12,1.0777744614431163e-06,9.584825864244817,33.98555483811818,7.797198576112061e-12,5.300462567163885e-14,2.3939561043971878e-09,149.99997830719474,0.05
668.592612590854,0.017333031506167988,84.98266599227449,104.99997609261334,6.574991179284172e-10,5.084061910365091e-12,88.5926125908539,0.02639283879235581,9.65579307402063e-07,3.688347866561594e-09,0.0002961289560923342,2.365869818283831e-05,2.48025889594456e-07,4.798046955629389e-05,6.897555420908631e-09,2.188223976023959e-11,3.0359077731327993e-06,11.353857675072206,33.98266696478335,3.196464273780345e-11,2.6181236309829263e-13,8.146421064107739e-09,149.9999489685245,0.06
666.8428915009015,0.020220515372344018,84.979777480625,104.99995106399089,1.8496612919123026e-09,1.676392559986697e-11,86.84289150090143,0.04101404588965278,1.975690654387302e-06,8.862999959039836e-09,0.0005144968000091328,4.833873812252013e-05,5.954045449915337e-07,9.712143671124234e-05,1.9271667366532053e-08,7.163703505487513e-11,7.2278449000440435e-06,13.073740839076756,33.97977947569202,1.0465988294988497e-10,1.004102355971833e-12,2.277622483948702e-08,149.9998956084931,0.07
665.1332951580897,0.023107612092274292,84.97688867168337,104.99990955164762,4.507098833874561e-09,4.6897336055328025e-11,85.13329515808982,0.059903849726753715,3.650257031399766e-06,1.8835261416997255e-08,0.0008242024271155969,8.917977542523189e-05,1.2640229226239124e-06,0.00017750869477191076,4.6639121644274065e-08,1.9897662688841384e-10,1.5217760136264588e-05,14.744674965235138,33.976892368870296,2.9073460870963676e-10,3.2002906084404123e-12,5.5157683299040335e-08,149.9998071712553,0.08
663.4627260977998,0.025994321516039892,84.97399930007421,104.99984533090674,9.842501381166809e-09,1.157288809069709e-10,83.46272609779997,0.08344484129120089,6.239597943118299e-06,3.6448542401608314e-08,0.001241268195901878,0.0001522156943497475,2.4434406543347687e-06,0.0003001480246425798,1.0115443837994835e-07,4.875271002003752e-10,2.9173732118482744e-05,16.366920966065386,33.97400564153904,7.124158107347077e-10,8.856350124459914e-12,1.197115777522952e-07,149.99967045616836,0.09
