Time,EGF,R,Ra,R2,RP,PLCg,RPLCg,RPLCgP,PLCgP,Grb,RG,SOS,RGS,GS,Shc,RSh,RShP,ShP,RShG,ShG,RShGS,ShGS,PLCgl,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25
2.29,582.755501490793,2.755501490792858,28.82825089654348,16.56249736085025,0.78999295687496,98.85631113915662,3.1596717195371853,2.501370877286787,0.32072349728983784,82.30937690148235,0.21178228641087482,32.94375074110595,0.05843384058911576,0.6170336054963796,136.92939509553747,1.5402984368538666,8.022965963003564,1.7039671385840436,1.1295367975411066,0.2930547556715663,0.23157356738412432,0.14920824542444572,0.16192276672957817,3e-12,9.262967716752753e-12,1.9963292284366728e-11,4.9663792293844504e-11,2.0998043702954192e-11,1.2161439085940894e-11,9.103809527018538e-12,2.246673142086769e-12,9.590944506052198e-15,5.534471093708069e-13,1.9878899434100028e-13,-1.3215590806931645e-15,-8.1069722766472e-13,2.6434242396611328e-11,2.6281237990028954e-11,7.217034837199992e-12,2.543205008578125e-14,5.60442692458729e-12,1.015958037566006e-12,1.1014683383069777e-12,8.328161536492981e-14,1.1743558342356202e-12,8.402410710690872e-13,-2.1476040564241566e-14,1.0385835148068742e-13,9.475974428638515e-13
2.3,582.7248640987885,2.7248640987882986,28.726357981494015,16.53336667304682,0.7902470652704964,98.81581733664854,3.1698066207047337,2.524238859898471,0.32503469927654727,82.28216745260609,0.21296253957637268,32.93387361089294,0.05910245952307392,0.6193115484551157,136.84138320117523,1.5407898830299191,8.067373655396445,1.7239972605593046,1.1411702839589857,0.29757333475143954,0.23533091945353393,0.15238146167535058,0.16510248347171075,3e-12,9.119870118217791e-12,1.9796099284514303e-11,4.957639260718235e-11,2.1004692825065085e-11,1.2154119765043709e-11,9.13078403312943e-12,2.2671915349987656e-12,9.719449395183449e-15,5.532647912452017e-13,1.9977199815373796e-13,-1.2878019472629039e-15,-8.101742490262894e-13,2.6423973610762858e-11,2.6282090636567183e-11,7.256957853662433e-12,2.572949543882455e-14,5.631857824956963e-12,1.026418333135964e-12,1.1123864919834444e-12,8.4632429321191e-14,1.1874160811051418e-12,8.527645930591588e-13,-2.155012051446454e-14,1.0461078776954881e-13,9.602448743171878e-13
2.31,582.6946996961561,2.6946996961558507,28.625100729762586,16.50399578764389,0.790487978926092,98.77534863752163,3.1798275090034176,2.5471277558358385,0.3293716169249492,82.25482567509022,0.21413890066542735,32.923916660812296,0.05977423253396431,0.6215851160832607,136.7534072363057,1.5412445906816992,8.111556811435984,1.744115285949728,1.1528235632068526,0.30212852184976097,0.23912265710762276,0.1556013334628759,0.16832448071416517,3e-12,8.979166940648445e-12,1.963069301737847e-11,4.948827272356389e-11,2.1010996625844745e-11,1.2146634122792977e-11,9.157413363634877e-12,2.2877284227842395e-12,9.848709653516446e-15,5.530722230435668e-13,2.0074937772428123e-13,-1.2536191608763736e-15,-8.096481746205195e-13,2.6413279351093646e-11,2.628232240621211e-11,7.296678634440392e-12,2.602821105171293e-14,5.659085154342261e-12,1.0368963686817124e-12,1.1233123330029834e-12,8.599559585054695e-14,1.2005185326725667e-12,8.65377428656362e-13,-2.1618914417355246e-14,1.0535953455106373e-13,9.729656475105726e-13
2.32,582.6650003718092,2.665000371808936,28.524475209731737,16.474391831376227,0.7907160008883622,98.73490560382064,3.189734971737842,2.570036358424183,0.33373406404957867,82.22735215312677,0.21531135409809546,32.913879598979754,0.060449139429611116,0.6238543296790878,136.66546863454272,1.5416631728721906,8.155514755374108,1.764320413544765,1.1644958740584415,0.30672021769639635,0.2429487509706089,0.15886818094095106,0.17158900196776744,3e-12,8.840816445926617e-12,1.9467053030305148e-11,4.9399454014102034e-11,2.101696304459694e-11,1.2138987564243037e-11,9.1836994614499e-12,2.308282723021026e-12,9.978719535242287e-15,5.528696444087209e-13,2.017211144550103e-13,-1.2190140607949662e-15,-8.091190060697211e-13,2.6402170949754727e-11,2.628194445573209e-11,7.33619657360615e-12,2.6328184575237166e-14,5.686108691803983e-12,1.0473914594759903e-12,1.134244999955734e-12,8.737110422827373e-14,1.2136624982905421e-12,8.780790176842218e-13,-2.1682318240373997e-14,1.0610453190443189e-13,9.857591819716369e-13
2.33,582.6357583514786,2.635758351478334,28.424477487592515,16.444561847528522,0.7909313287078379,98.69448876145347,3.199529626468704,2.5929634704244084,0.33812185286185814,82.19974747217348,0.21647988591071704,32.90376213832824,0.061127159968944085,0.6261192110664019,136.57756875316957,1.5420462931711414,8.199246839736086,1.7846118430429758,1.176186459890891,0.3113483203530944,0.24680916865733096,0.16218232197909865,0.17489628879155633,3e-12,8.704777645736747e-12,1.930515905902106e-11,4.930995760272433e-11,2.1022597259445563e-11,1.2131183587921466e-11,9.20964435884245e-12,2.3288533623876824e-12,1.0109473247596398e-14,5.526572165019267e-13,2.0268719141775011e-13,-1.18398914656144e-15,-8.085867451467146e-13,2.6390655712212177e-11,2.628096884592805e-11,7.375511091138614e-12,2.6629403677479923e-14,5.712928239227637e-12,1.057902925021891e-12,1.1451836365693665e-12,8.875894265945974e-14,1.2268472893999164e-12,8.908687909359746e-13,-2.1740228237497418e-14,1.0684572098492617e-13,9.986248925943344e-13
2.34,582.6069659968593,2.6069659968591545,28.325103628525493,16.414512756293,0.7911341769544601,98.654098626461,3.2092120937473143,2.6159079050268317,0.34253479397310843,82.17201222016374,0.21764448265728298,32.893563996592846,0.061808273863529814,0.6283797826083395,136.48970892895085,1.542394594402903,8.242752461039244,1.804988774900131,1.1878945685462905,0.31601272522547585,0.2507038747768289,0.16554407215847233,0.17824658079173294,3e-12,8.571010295849221e-12,1.9144991040113345e-11,4.9219804243570365e-11,2.1027904893155953e-11,1.2123225985356895e-11,9.235250095487919e-12,2.349439276842601e-12,1.0240964950997495e-14,5.524351129098272e-13,2.0364759226834506e-13,-1.1485471010193777e-15,-8.080513937860922e-13,2.63787415848648e-11,2.627940725626519e-11,7.414621646501444e-12,2.6931856041612734e-14,5.739543633042827e-12,1.0684300888300099e-12,1.1561273915898012e-12,9.015909826689912e-14,1.2400722194475248e-12,9.037461702303445e-13,-2.1792540953339257e-14,1.0758304430440137e-13,1.0115621896480693e-12
2.35,582.5786158025124,2.5786158025122456,28.22634969787117,16.38425136659955,0.7913247471190172,98.61373569889379,3.218783003388681,2.6388684856595015,0.3469726964574349,82.1441469870628,0.21880513166356932,32.883284896328924,0.06249246078065109,0.630636067197564,136.40189046501965,1.5427087163555842,8.286031054802793,1.8254504105267677,1.199619452474176,0.3207133251283363,0.2546328309647752,0.16895374472810204,0.18164011560058474,3e-12,8.439474878609812e-12,1.8986529108015493e-11,4.912901435738508e-11,2.1032891225607747e-11,1.211511830155676e-11,9.260518737317119e-12,2.3700394116304865e-12,1.0373188760970488e-14,5.522034973270684e-13,2.0460230149764013e-13,-1.112690536131194e-15,-8.075129540800627e-13,2.636643600983259e-11,2.6277271304536013e-11,7.453527734294396e-12,2.7235529368879942e-14,5.765954740403537e-12,1.078972278571315e-12,1.1670754189386548e-12,9.15715571062074e-14,1.2533366040206437e-12,9.167105686341686e-13,-2.1839153250372498e-14,1.0831644565593177e-13,1.0245704789682522e-12
2.36,582.5507003935525,2.550700393552394,28.128211762344865,16.353784349755117,0.7915033131277164,98.57340048134596,3.2282429751980932,2.661844046697887,0.3514353678950419,82.11615236562166,0.21996182025045888,32.87292456490887,0.06317970034617718,0.6328880882618922,136.3141146701306,1.5429892463971018,8.329082105672152,1.8459959522805394,1.2113603686987893,0.325450010337927,0.2585959959078815,0.1724116505751881,0.1850771288630061,3e-12,8.310132589600439e-12,1.8829753603492946e-11,4.9037607949871525e-11,2.1037563431327735e-11,1.2106865366986245e-11,9.285452318589598e-12,2.390652721383393e-12,1.0506138749485439e-14,5.519625868906404e-13,2.0555130366528948e-13,-1.0764227212718362e-15,-8.069714282855148e-13,2.6353749171104766e-11,2.6274571656126844e-11,7.49222889294186e-12,2.7540411378534808e-14,5.792161466686689e-12,1.0895288259730227e-12,1.1780268776973792e-12,9.299630416412785e-14,1.2666397608527286e-12,9.297613906434374e-13,-2.1879962325658955e-14,1.0904587029920561e-13,1.0376491620874552e-12
2.37,582.5232125232445,2.5232125232444402,28.030685890849732,16.323118274854625,0.791670117247462,98.5330934569106,3.2375926417802607,2.684833432667592,0.3559226144197928,82.08802895023437,0.2211145366547511,32.862482734542986,0.06386997214658527,0.6351358697463093,136.22638281185053,1.543236779809775,8.371905133406162,1.8666246037157481,1.2231165790150285,0.33022266863879524,0.26259332537067637,0.17591809819346127,0.18855785422174817,3e-12,8.182945323920147e-12,1.867464506288808e-11,4.894560472104645e-11,2.1041927855826772e-11,1.20984714318936e-11,9.310052910440644e-12,2.411278170038835e-12,1.0639808946422406e-14,5.517125750345932e-13,2.0649458430881157e-13,-1.0397467011540723e-15,-8.064268188130644e-13,2.6340690038613347e-11,2.6271319112562843e-11,7.530724692584568e-12,2.7846489811590822e-14,5.81816374493244e-12,1.1000990670827682e-12,1.1889809323176424e-12,9.443332338041912e-14,1.2799810099897043e-12,9.42898032349596e-13,-2.1914865735725904e-14,1.0977126472996086e-13,1.050797636379421e-12
2.38,582.4961450710647,2.4961450710645643,27.93376815534088,16.29225960780878,0.7918253768801404,98.4928150908258,3.246832646789789,2.7078354983219466,0.3604342407564267,82.05977733692254,0.22226326995917942,32.85195914228446,0.06456325573105176,0.6373794361095946,136.1386961200075,1.5434519159338667,8.414499693118422,1.8873355696627667,1.2348873500373727,0.335031185365343,0.26662477221673453,0.17947339365817552,0.19208252330602069,3e-12,8.05787566493787e-12,1.852118421834745e-11,4.8853024062119945e-11,2.104599019342924e-11,1.2089940289196368e-11,9.334322615621074e-12,2.4319147308762577e-12,1.0774193340727521e-14,5.51453636554705e-13,2.0743212987429577e-13,-1.0026653490826108e-15,-8.058791282267687e-13,2.632726662938192e-11,2.626752454204828e-11,7.569014735269963e-12,2.815375243204597e-14,5.843961535958895e-12,1.1106823423081654e-12,1.1999367526862365e-12,9.588259765497162e-14,1.2933596738496217e-12,9.561198815888342e-13,-2.194376141444514e-14,1.1049257669339905e-13,1.0640152951717383e-12
2.39,582.4694910393295,2.469491039329248,27.837454632269324,16.261214707644765,0.7919693027181407,98.45256583469892,3.255963640480505,2.7308491088220164,0.36497005028668283,82.03139812337024,0.22340800991368934,32.84135353003631,0.06525953061515641,0.6396188123189108,136.05105579557676,1.5436352478095592,8.45686537647387,1.9081280563580072,1.2466719532758572,0.33987544347648757,0.2706902864471641,0.18307784058247342,0.19565136571186373,3e-12,7.93488686543015e-12,1.8369351999816157e-11,4.875988504385276e-11,2.104975596235198e-11,1.2081275600396998e-11,9.358263555118214e-12,2.452561386567521e-12,1.0909285882429465e-14,5.511859410677841e-13,2.083639275397917e-13,-9.65181519403701e-16,-8.053283592443926e-13,2.6313486697915034e-11,2.626319869280677e-11,7.607098655941498e-12,2.8462187028855204e-14,5.869554829176704e-12,1.1212779964697227e-12,1.2108935142154923e-12,9.734410885955961e-14,1.3067750773103409e-12,9.69426318193193e-13,-2.1966547698344288e-14,1.1120975521136063e-13,1.0773015279459809e-12
2.4,582.443243551771,2.443243551770925,27.741741402834197,16.22998982540647,0.7921021055258004,98.41234612810038,3.2649862780849603,2.7538731397326686,0.3695298450714732,82.00289190895141,0.22454874686766885,32.830665644522604,0.06595877628182283,0.6418540238459,135.96346301403514,1.5437873583576731,8.499001812096724,1.9290012714574911,1.2584696651172607,0.34475532358621147,0.27478981522639623,0.18673174012329524,0.19926460901049597,3e-12,7.81394283921351e-12,1.8219129534229814e-11,4.866620641305364e-11,2.1053230682167312e-11,1.2072481017153413e-11,9.38187786329498e-12,2.4732171291293585e-12,1.1045080483346069e-14,5.50909658032415e-13,2.0928996514854123e-13,-9.272981049712987e-16,-8.04774514736707e-13,2.6299357993515256e-11,2.6258352124260704e-11,7.644976122771606e-12,2.877178141617443e-14,5.894943642846971e-12,1.131885378777734e-12,1.2218503978396388e-12,9.881783784624812e-14,1.320226547724163e-12,9.82816714100857e-13,-2.1983123332608854e-14,1.119227505980955e-13,1.090655720403475e-12
2.41,582.4173958567411,2.417395856740932,27.646624554769048,16.19859109618397,0.7922240092693265,98.37215640106001,3.2739012167305668,2.776906477747199,0.3741134258486945,81.9742592947984,0.22568547166862044,32.81989523756682,0.06666097218339366,0.6440850966882568,135.87591893056455,1.5439088123906142,8.540908668119352,1.9499544242643563,1.2702797671868036,0.34967070391296834,0.2789233027651666,0.19043539079637709,0.2029224786134989,3e-12,7.695008176882934e-12,1.8070498149315576e-11,4.857200656827384e-11,2.105642021736264e-11,1.206356041597472e-11,9.405167678529621e-12,2.493880960485827e-12,1.1181571017065189e-14,5.506249664483839e-13,2.1021023111113847e-13,-8.89018151215969e-16,-8.042175977346293e-13,2.6284888757444866e-11,2.6252995062769573e-11,7.682646839385333e-12,2.9082523436776185e-14,5.920128025806422e-12,1.1425038431452827e-12,1.2328065904066262e-12,1.0030376440352145e-13,1.3337134151152805e-12,9.962904332733836e-13,-2.1993387546156992e-14,1.126315145375261e-13,1.1040772544708687e-12
2.42,582.3919413375128,2.391941337512649,27.552100184194448,16.167024537349363,0.7923352260952408,98.3319970676967,3.282709121144502,2.7999480216784574,0.37872059195356966,81.94550088359736,0.226818175937269,32.80904206664148,0.06736609774146506,0.6463120574147095,135.78842466647802,1.5440001701124213,8.582585652029092,1.970986726071483,1.2821015470144077,0.3546214600923982,0.2830906900442386,0.19418908815812003,0.20662519752674677,3e-12,7.578048198919948e-12,1.7923439375591822e-11,4.847730355526523e-11,2.1059330122688017e-11,1.2054517450538703e-11,9.428135160181738e-12,2.5145518935252675e-12,1.1318751316619039e-14,5.503320363402455e-13,2.111247146806787e-13,-8.503446401549615e-16,-8.036576114402195e-13,2.627008677678986e-11,2.6247137644658346e-11,7.720110544850454e-12,2.939440096716897e-14,5.945108057082779e-12,1.1531327488111134e-12,1.2437612853902145e-12,1.0180186716027475e-13,1.3472350124979254e-12,1.0098468312451195e-12,-2.199724017461758e-14,1.133360001402305e-13,1.117565508083302e-12
2.43,582.3668734297233,2.3668734297231753,27.458164390115297,16.135296119276354,0.7924359681857558,98.29186853694235,3.291410658040314,2.8229966750079822,0.3833511421698157,81.91661727870584,0.22794685155297775,32.79810589137924,0.06807413236511373,0.6485349328148914,135.70098133205656,1.544061987291725,8.62403248719644,1.992097388894308,1.2939342943646783,0.3596074667557009,0.28729191679943294,0.19799312664134006,0.21037298783950875,3e-12,7.463028521425192e-12,1.7777934914454967e-11,4.838211527878349e-11,2.1061965953372285e-11,1.2045355766770419e-11,9.450782472869747e-12,2.535228945304176e-12,1.1456615199871762e-14,5.500310375808329e-13,2.120334054195116e-13,-8.112805868703737e-16,-8.030945591335072e-13,2.6254959824793757e-11,2.6240789923555692e-11,7.757366992494455e-12,2.9707401898845434e-14,5.969883829565764e-12,1.16377145702228e-12,1.2547136790332702e-12,1.0331212429779287e-13,1.3607906744649683e-12,1.023485259343433e-12,-2.1994581022437295e-14,1.1403616120920234e-13,1.1311198576038913e-12
2.44,582.3421857615755,2.342185761575206,27.364813285954835,16.103411641192906,0.792526436719482,98.25177119628933,3.3000065031579986,2.8460513591460272,0.3880048733401788,81.8876090855665,0.22907149144649258,32.78708647973747,0.06878505542475212,0.6507537505046019,135.61358999179532,1.5440948095080127,8.665248953700786,2.01328562793843,1.3057773078491917,0.3646285948752607,0.29152691808933856,0.20184779624385138,0.21416606806644756,3e-12,7.349915791226245e-12,1.7633966692897236e-11,4.828645913047714e-11,2.1064332976314197e-11,1.2036078801068345e-11,9.473111805602091e-12,2.555911149076859e-12,1.1595156428192559e-14,5.497221316435831e-13,2.1293629402650244e-13,-7.718289512071972e-16,-8.025284443349507e-13,2.623951525955785e-11,2.6233961759478085e-11,7.794415986701725e-12,3.0021514174907944e-14,5.99445547819312e-12,1.1744193370015118e-12,1.265662977330571e-12,1.0483451231756579e-13,1.3743797398413247e-12,1.0372050577056106e-12,-2.1985311039575178e-14,1.1473195354517746e-13,1.1447396738945562e-12
2.45,582.317871979474,2.3178719794737663,27.272042986747135,16.07137688570052,0.7926068328450427,98.21170543142202,3.3084973328151586,2.8691109972618767,0.3926815821305412,81.8584769098101,0.23019208863884488,32.775983600486,0.06949884628766356,0.6529685381787506,135.5262517063103,1.544099180773961,8.70623483708617,2.034550658745152,1.3176298869560001,0.3696847150810221,0.2957956285243209,0.20575338652327893,0.21800465637036043,3e-12,7.238676769857651e-12,1.749151679441935e-11,4.8190352452116205e-11,2.1066436457222347e-11,1.202668998256665e-11,9.495125348856193e-12,2.576597539643366e-12,1.1734368759020284e-14,5.494054798292061e-13,2.1383337133387258e-13,-7.319927215200572e-16,-8.01959270605205e-13,2.622376042032751e-11,2.6226662983255786e-11,7.831257336742047e-12,3.033672574778222e-14,6.018823144360221e-12,1.1850757587562367e-12,1.2766083876401411e-12,1.0636900755992719e-13,1.3880015485622541e-12,1.0510055640836632e-12,-2.1969330920976778e-14,1.1542333334347274e-13,1.1584243273182913e-12
2.46,582.2939259390963,2.293925939096057,27.179849625628844,16.039197445132334,0.7926773552610499,98.17167160678449,3.316883830525154,2.8921745326358437,0.3973810631619783,81.8292213592419,0.23130863720802922,32.7647970316917,0.07021548428425199,0.6551793244400107,135.43896749067966,1.5440756283390855,8.746989985498113,2.0558917006575395,1.3294913411818867,0.3747756940598469,0.3000979775718092,0.20971018201224612,0.22188896689250287,3e-12,7.129279335394752e-12,1.735056753661419e-11,4.809381201473917e-11,2.1068281597319186e-11,1.201719268363291e-11,9.516825311680085e-12,2.597287169909054e-12,1.1874245890298016e-14,5.490812413498297e-13,2.147246293227833e-13,-6.917749050215131e-16,-8.013870417690997e-13,2.6207702557435445e-11,2.621890311271388e-11,7.867890908199155e-12,3.065302463063318e-14,6.042987015399009e-12,1.1957401013075427e-12,1.2875491283163729e-12,1.0791558451688818e-13,1.4016554453556526e-12,1.064886104399053e-12,-2.1946542736519948e-14,1.1611025900522734e-13,1.1721731824656096e-12
2.47,582.2703415075866,2.270341507586315,27.08822933715895,16.00687890126506,0.7927382022816755,98.13167008560671,3.325166680165495,2.915240909742943,0.40210311095448376,81.79984304175197,0.23242113129214387,32.75352655197381,0.07093494874377529,0.6573861379422341,135.35173835735614,1.5440246786475382,8.787514250439845,2.077307973286796,1.3413609806417548,0.37990139828791225,0.30443389440714513,0.2137184669330485,0.22581921353034337,3e-12,7.021691443961584e-12,1.7211101388296047e-11,4.799685455772673e-11,2.10698735874056e-11,1.2007590263401923e-11,9.538213904035043e-12,2.61797909381707e-12,1.2014781518374746e-14,5.487495749847536e-13,2.1561006007663123e-13,-6.51178533222697e-16,-8.008117616838542e-13,2.6191348888534183e-11,2.6210691650576515e-11,7.904316569647374e-12,3.097039884501774e-14,6.066947283525718e-12,1.2064117442284671e-12,1.298484418836002e-12,1.0947421757541721e-13,1.4153407759917843e-12,1.0788460025848147e-12,-2.1916848270249284e-14,1.1679268928044332e-13,1.1859856036457206e-12
2.48,582.2471127529222,2.247112752921968,26.99717827679468,15.974426652418506,0.792789567173471,98.09170121018559,3.3333465724172524,2.9383090931114646,0.40684751815528747,81.77034256703024,0.23352956606735273,32.742171949225096,0.07165721896724787,0.6595890082221038,135.26456527373045,1.543946843358146,8.827807542815913,2.0987987003826443,1.3532381256263397,0.38506169050111877,0.30880330318599125,0.21777852039958243,0.22979560613039038,3e-12,6.9158821219487365e-12,1.7073101051545487e-11,4.789949627024032e-11,2.1071217485874824e-11,1.1997885978781497e-11,9.559293353285038e-12,2.6386723833794877e-12,1.2155969285313608e-14,5.484106355119784e-13,2.1648965680805098e-13,-6.102066315482307e-16,-8.002334344660241e-13,2.6174706444417826e-11,2.620203782273976e-11,7.940534243108518e-12,3.128883647827762e-14,6.090704184338934e-12,1.2170900762581476e-12,1.3094134898606e-12,1.1104487931892922e-13,1.4290568912354045e-12,1.0928845714135035e-12,-2.188015073444867e-14,1.174705850723849e-13,1.1998609499141273e-12
2.49,582.2242337518196,2.2242337518193502,26.9066926013822,15.941846088783867,0.7928316427270006,98.05176532185781,3.3414241982130095,2.9613780482501655,0.41161407734387606,81.74072054480416,0.23463393675712765,32.7307330117923,0.07238227425551447,0.6617879648562429,135.17744920510012,1.543842633598209,8.867869776029286,2.120363105945642,1.3651220969507951,0.3902564332801839,0.31320612783425883,0.2218906212616979,0.2338183543351116,3e-12,6.811820458292809e-12,1.693654937572311e-11,4.7801753317069796e-11,2.1072318338343904e-11,1.1988083072106152e-11,9.580065887401505e-12,2.6593661114531674e-12,1.229780283265309e-14,5.480645772114628e-13,2.173634128191066e-13,-5.688622477418005e-16,-7.996520642612002e-13,2.615778222001303e-11,2.619295084508249e-11,7.976543852822303e-12,3.160832562595524e-14,6.114257957625885e-12,1.2277744866031933e-12,1.3203355731068765e-12,1.1262754224818553e-13,1.4428031428854859e-12,1.107001121862277e-12,-2.1836353053812423e-14,1.181439076233233e-13,1.2137985801414682e-12
2.5,582.2016987851762,2.2016987851759193,26.81676849220427,15.909142413083437,0.7928646148607434,98.01186274034355,3.3494002551101665,2.984446761775394,0.41640257928815216,81.71097758635732,0.23573423965478651,32.719209537787926,0.07311009388780285,0.6639830383289125,135.09039107005484,1.5437125462266559,8.907700923290449,2.142000418657092,1.3770122263212512,0.3954854854545272,0.3176422870992292,0.2260550428961465,0.2378876634827176,3e-12,6.709476627887343e-12,1.6801429447009363e-11,4.770364130080449e-11,2.1073181010327197e-11,1.1978184651547079e-11,9.600533751064191e-12,2.680059369926077e-12,1.2440275749552868e-14,5.477115490169003e-13,2.1823132257507773e-13,-5.271484055404561e-16,-7.990676554831752e-13,2.6140582956321503e-11,2.6183439665887526e-11,8.012345376851585e-12,3.192885445745897e-14,6.137608886504268e-12,1.2384643742819348e-12,1.3312499122412556e-12,1.1422217700366582e-13,1.4565788881533606e-12,1.1211949538605808e-12,-2.1785359734305573e-14,1.1881262038676377e-13,1.2277978481510119e-12
2.51,582.179502114117,2.179502114116735,26.727402128471063,15.876320846039281,0.7928886702112192,97.97199378747165,3.357275439946343,3.007514218331175,0.4212128149408303,81.68111430279762,0.23683047094943224,32.70760132441178,0.07384065714614325,0.6661742590374253,135.003391791722,1.543557079430429,8.947300951987199,2.163709866791202,1.3889078444422425,0.4007487062224419,0.3221117002226484,0.23027205918201712,0.24200373930996175,3e-12,6.6088207177535235e-12,1.66677244822982e-11,4.760517587801151e-11,2.107381038584067e-11,1.1968193833008433e-11,9.620699187089353e-12,2.700751248861199e-12,1.2583381632237017e-14,5.473517002658275e-13,2.1909338047229572e-13,-4.850681589383412e-16,-7.984802125392158e-13,2.6123115400795752e-11,2.6173513258390027e-11,8.04793878798317e-12,3.225041114071147e-14,6.1607572525144955e-12,1.2491591374043512e-12,1.342155750416656e-12,1.1582875440326343e-13,1.4703834846604362e-12,1.135465366932823e-12,-2.172707473413536e-14,1.1947668689736804e-13,1.2418581082845943e-12
2.52,582.157638212171,2.157638212170655,26.638589717757007,15.843386411622488,0.7929039893981047,97.93215876287088,3.365050455519073,3.030579425253865,0.42604457346698177,81.65113130660092,0.23792262793138574,32.69590817935988,0.07457394329736242,0.6683616583327743,134.9164522450633,1.5433767156624352,8.98666989147436,2.185490683962547,1.4008082938886017,0.40604595093894846,0.32661428098850565,0.23454193802148898,0.24616678288917013,3e-12,6.509823942226139e-12,1.653541794104293e-11,4.7506372115185526e-11,2.1074211191210252e-11,1.1958113613909352e-11,9.640564452769139e-12,2.721440858773137e-12,1.2727114025345514e-14,5.469851755771433e-13,2.1994958210557258e-13,-4.426245441500427e-16,-7.978897401199469e-13,2.6105386081356005e-11,2.6163180301458446e-11,8.083324114765236e-12,3.257298392731466e-14,6.183703381694069e-12,1.2598581847729198e-12,1.353052343776563e-12,1.174472433042584e-13,1.4842162959685267e-12,1.1498116494649394e-12,-2.1661403795207644e-14,1.2013607300876476e-13,1.25597870994092e-12
2.53,582.1361015546315,2.136101554631252,26.550327467997914,15.810344132107959,0.7929107530012585,97.89235796598953,3.372726004645424,3.053641390097855,0.43089764402087677,81.62102921024378,0.23901070789995188,32.68412991042915,0.07530993160846006,0.6705452675742255,134.82957330464114,1.5431719372300263,9.025807771606077,2.2073421038493857,1.412712917355758,0.4113770749296278,0.3311499431326609,0.2388649472555263,0.2503769952462762,3e-12,6.412457539600799e-12,1.6404493420105347e-11,4.740724507373384e-11,2.1074388151469528e-11,1.1947946985431414e-11,9.660131805421594e-12,2.7421273103311024e-12,1.2871466474835302e-14,5.466121194014963e-13,2.2079992312004706e-13,-3.9982062119367197e-16,-7.972962429350782e-13,2.6087401506857728e-11,2.6152449471251383e-11,8.118501386163294e-12,3.289656107441313e-14,6.2064476027440165e-12,1.2705609252933073e-12,1.3639389491607919e-12,1.1907761254641826e-13,1.4980766865387369e-12,1.164233088452446e-12,-2.1588252327515148e-14,1.207907448755248e-13,1.2701590024904655e-12
2.54,582.1148867866865,2.1148867866862,26.462611613091486,15.777198870805616,0.7929091370177394,97.85259167861715,3.380302794137939,3.0766991393347656,0.4357718144324169,81.59080862702075,0.24009470903125968,32.67226633416784,0.07604860134206118,0.672725118892887,134.74275580649976,1.542943213490956,9.064714671392645,2.2292633649038005,1.4246210676048727,0.41674193051091535,0.33571859595331266,0.24324134964392424,0.25463457347769125,3e-12,6.316693651230001e-12,1.6274934740318044e-11,4.7307809338306315e-11,2.1074345871515037e-11,1.1937696847628715e-11,9.679403511513603e-12,2.7628097312415602e-12,1.301643248894108e-14,5.462326725585859e-13,2.2164440012524442e-13,-3.5665944107994783e-16,-7.966997259296242e-13,2.606916801671568e-11,2.6141329201986537e-11,8.153470675368082e-12,3.322113091447375e-14,6.22899027982784e-12,1.281266776936288e-12,1.3748148345213853e-12,1.2071982937537666e-13,1.5119640261125741e-12,1.178728962032477e-12,-2.1507527225326113e-14,1.2144067058696194e-13,1.2843983316842586e-12
2.55,582.0939886507242,2.0939886507239813,26.37543840245494,15.74395539982842,0.792899314679116,97.8128601724224,3.387781532968573,3.0997517104227357,0.4406668717984419,81.5604701706303,0.24117463000379466,32.66031727220883,0.07678993176005239,0.6749012448630386,134.6560005645656,1.5426910064285555,9.103390697843269,2.2512537084199713,1.4365321032804974,0.4221403682941934,0.3403201461955357,0.24767140497256665,0.2589397123878015,3e-12,6.222504940561546e-12,1.614672590770232e-11,4.7208079220044894e-11,2.1074088883669173e-11,1.1927366043772082e-11,9.69838184234231e-12,2.7834872590887483e-12,1.3162005555804556e-14,5.458469736282241e-13,2.2248301030113585e-13,-3.1314405772309066e-16,-7.961001941911095e-13,2.6050691840998776e-11,2.6129827790102217e-11,8.188232080747989e-12,3.354668182668922e-14,6.251331798183204e-12,1.2919751629689067e-12,1.385679274559882e-12,1.2237386011955963e-13,1.5258776879007131e-12,1.1932985428158568e-12,-2.141913611808577e-14,1.220858194747583e-13,1.2986960412804237e-12
