T,DTC_T,FTC_H,GGB_GABAB,HCT_NA,HRE_NA,HRE_TS,HTC_K21,HTC_K22,HTC_NA,HTC_T,MA_AMPA,MB_GABAA,MCT_K,MCT_M,MCT_NA,MC_GABAA,MD_AMPA,ME_AMPA,MF_AMPA,MRE_K,MRE_NA,MRE_TS,MTC_K,MTC_K2,MTC_NA,MTC_T,RB_GABAB,STC_H,VCT,VRE,VTC
1280.0,0.78396797,0.065040909,4.6905756,0.99935943,0.99999398,0.53412741,0.66837138,0.65986472,0.99736148,0.040192425,1.9561143e-05,9.2573902e-07,0.010857076,0.055762529,0.0031378127,9.2573902e-07,6.8505192e-06,1.9549285e-05,6.8505192e-06,0.0003239291,4.4303975e-05,0.0062667835,0.028526356,0.20859729,0.010398115,0.47795686,0.86386639,0.53036082,-71.209015,-89.507156,-65.685623
1285.0,0.78357309,0.0675506,4.6700573,0.99934763,0.99999404,0.54190212,0.66905648,0.66167128,0.99735302,0.040281232,1.9598398e-05,9.0135205e-07,0.010996358,0.052853893,0.0031864701,9.0135205e-07,6.5777031e-06,1.9575102e-05,6.5777031e-06,0.00032126915,4.3886757e-05,0.0062304391,0.028592331,0.20856598,0.010430863,0.47840866,0.85869873,0.53002274,-71.139961,-89.546585,-65.670593
1290.0,0.78323734,0.070037976,4.6484828,0.99933672,0.9999941,0.54951864,0.66960442,0.66319293,0.99734163,0.040344436,1.9654053e-05,8.8786913e-07,0.011124564,0.050255194,0.0032313168,8.8786913e-07,6.5246463e-06,1.9620713e-05,6.5246463e-06,0.00031922862,4.3567357e-05,0.0062024705,0.028678155,0.20859762,0.010472535,0.478991,0.853562,0.52968442,-71.077217,-89.577019,-65.65155
1295.0,0.78296179,0.072502673,4.6260428,0.99932659,0.9999941,0.55697548,0.67002273,0.66445649,0.99732757,0.040383205,1.9726343e-05,8.7966106e-07,0.011241949,0.047932282,0.0032724405,8.7966106e-07,6.5567529e-06,1.9683855e-05,6.5567529e-06,0.00031767212,4.3324239e-05,0.0061810701,0.028782528,0.20868406,0.010522605,0.47969449,0.84845597,0.52934563,-71.020416,-89.600327,-65.628777
1300.0,0.78274703,0.074944317,4.6028981,0.99931735,0.99999416,0.56427234,0.67031854,0.66548616,0.997311,0.040398516,1.9814081e-05,8.7425644e-07,0.01134903,0.04585493,0.0033100145,8.7425644e-07,6.619242e-06,1.9763056e-05,6.619242e-06,0.00031649478,4.3140786e-05,0.0061648297,0.028904464,0.208819,0.010580678,0.48051152,0.84338045,0.52900618,-70.969124,-89.618004,-65.602509
1305.0,0.78259319,0.077362582,4.5791836,0.99930888,0.99999416,0.5714097,0.67049867,0.66630334,0.99729192,0.040391192,1.9916433e-05,8.7050853e-07,0.011446456,0.04399639,0.0033442553,8.7050853e-07,6.6899465e-06,1.9857303e-05,6.6899465e-06,0.00031561509,4.3004111e-05,0.0061526489,0.029043216,0.20899758,0.01064647,0.48143604,0.83833534,0.52866584,-70.922867,-89.631218,-65.572922
1310.0,0.78249991,0.079757147,4.5550141,0.99930114,0.99999416,0.57838875,0.67056936,0.6669271,0.99727046,0.040361971,2.0032816e-05,8.6784036e-07,0.011534935,0.042332966,0.0033753989,8.6784036e-07,6.7600531e-06,1.9965883e-05,6.7600531e-06,0.00031496937,4.2904179e-05,0.006143664,0.029198226,0.20921592,0.010719773,0.48246315,0.83332038,0.52832454,-70.881187,-89.6409,-65.540161
1315.0,0.78246689,0.082127675,4.5304852,0.99929416,0.99999422,0.58521128,0.6705364,0.66737437,0.99724662,0.040311534,2.0162817e-05,8.6593076e-07,0.011615181,0.040843647,0.0034036858,8.6593076e-07,6.8262239e-06,2.0088293e-05,6.8262239e-06,0.00031450775,4.2833137e-05,0.0061371983,0.029369084,0.20947106,0.010800453,0.48358878,0.82833546,0.527982,-70.843651,-89.647797,-65.504349
1320.0,0.78249341,0.084473863,4.5056777,0.99928772,0.99999422,0.59187937,0.67040515,0.66765994,0.99722052,0.040240496,2.0306166e-05,8.6458118e-07,0.011687893,0.039509781,0.0034293518,8.6458118e-07,6.8873678e-06,2.0224186e-05,6.8873678e-06,0.00031419116,4.2784839e-05,0.0061327177,0.029555509,0.20976065,0.010888427,0.48480961,0.82338035,0.52763808,-70.809845,-89.652489,-65.465599
1325.0,0.78257877,0.08679539,4.48066,0.99928194,0.99999422,0.59839529,0.67018044,0.66779715,0.99719203,0.040149454,2.0462701e-05,8.6365753e-07,0.011753736,0.038314808,0.003452623,8.6365753e-07,6.9433113e-06,2.0373345e-05,6.9433113e-06,0.0003139888,4.2754451e-05,0.0061298027,0.029757328,0.2100828,0.010983666,0.486123,0.81845486,0.52729267,-70.779411,-89.655441,-65.423973
1330.0,0.78272206,0.089091949,4.4554896,0.99927664,0.99999422,0.60476178,0.66986662,0.66779751,0.99716127,0.040038969,2.0632358e-05,8.6306324e-07,0.011813334,0.037243988,0.0034737126,8.6306324e-07,6.9942471e-06,2.053565e-05,6.9942471e-06,0.00031387649,4.2738171e-05,0.0061281216,0.029974459,0.21043609,0.011086184,0.48752674,0.81355888,0.52694559,-70.751999,-89.657021,-65.379547
1335.0,0.78292245,0.091363229,4.4302144,0.99927187,0.99999422,0.6109814,0.66946763,0.66767132,0.99712807,0.039909579,2.0815158e-05,8.6272581e-07,0.011867269,0.036284212,0.0034928191,8.6272581e-07,7.0405058e-06,2.0711077e-05,7.0405058e-06,0.00031383504,4.2732998e-05,0.0061274134,0.0302069,0.21081935,0.011196034,0.48901913,0.80869216,0.52659672,-70.727303,-89.657516,-65.332375
1340.0,0.78317887,0.093608916,4.4048748,0.99926758,0.99999422,0.61705709,0.66898698,0.66742742,0.99709255,0.039761804,2.1011192e-05,8.6258984e-07,0.011916078,0.035423797,0.0035101273,8.6258984e-07,7.0824581e-06,2.0899677e-05,7.0824581e-06,0.00031384945,4.2736574e-05,0.0061274706,0.030454732,0.21123169,0.011313308,0.4905988,0.80385453,0.52624601,-70.705048,-89.657158,-65.282486
1345.0,0.78349054,0.095828675,4.3795052,0.99926364,0.99999422,0.62299168,0.66842771,0.66707379,0.99705452,0.039596137,2.1220627e-05,8.626119e-07,0.01196025,0.034652323,0.0035258071,8.626119e-07,7.1204768e-06,2.1101576e-05,7.1204768e-06,0.00031390777,4.274703e-05,0.0061281309,0.030718105,0.21167247,0.011438132,0.49226475,0.79904586,0.52589327,-70.684967,-89.656128,-65.229919
1350.0,0.78385639,0.0980222,4.3541341,0.99926007,0.99999422,0.62878817,0.66779256,0.6666171,0.99701399,0.039413061,2.1443695e-05,8.6275821e-07,0.012000239,0.033960495,0.0035400148,8.6275821e-07,7.1549166e-06,2.1316971e-05,7.1549166e-06,0.00031400062,4.2762891e-05,0.0061292644,0.030997235,0.21214119,0.011570669,0.49401638,0.79426593,0.52553838,-70.666855,-89.654572,-65.17469
1355.0,0.78427553,0.10018913,4.3287859,0.99925679,0.99999422,0.63444936,0.66708392,0.66606343,0.99697089,0.039213035,2.1680693e-05,8.6300207e-07,0.012036456,0.033340018,0.0035528934,8.6300207e-07,7.1861114e-06,2.154612e-05,7.1861114e-06,0.00031412052,4.2782998e-05,0.0061307698,0.031292405,0.21263747,0.011711115,0.49585325,0.7895146,0.52518123,-70.65049,-89.652603,-65.116806
1360.0,0.784747,0.10232915,4.3034797,0.99925387,0.99999422,0.63997829,0.66630381,0.66541785,0.99692506,0.038996503,2.1931983e-05,8.6332255e-07,0.012069274,0.032783475,0.0035645736,8.6332255e-07,7.214368e-06,2.178935e-05,7.214368e-06,0.00031426171,4.2806434e-05,0.0061325668,0.031603966,0.21316114,0.011859703,0.49777526,0.78479177,0.52482182,-70.635704,-89.650314,-65.056267
1365.0,0.78527004,0.10444189,4.2782331,0.99925119,0.99999422,0.64537776,0.66545397,0.66468477,0.99687642,0.038763881,2.2197994e-05,8.6370306e-07,0.012099035,0.032284245,0.0035751746,8.6370306e-07,7.2399703e-06,2.2047054e-05,7.2399703e-06,0.00031441951,4.2832475e-05,0.0061345915,0.031932332,0.2137121,0.0120167,0.49978259,0.78009713,0.5244599,-70.622314,-89.647774,-64.993065
1370.0,0.78584367,0.10652699,4.2530594,0.9992488,0.99999422,0.65065074,0.66453576,0.66386795,0.99682492,0.038515579,2.2479222e-05,8.6413058e-07,0.012126048,0.031836394,0.0035848047,8.6413058e-07,7.2631774e-06,2.2319688e-05,7.2631774e-06,0.00031459032,4.2860553e-05,0.0061367946,0.03227799,0.21429038,0.012182412,0.5018757,0.77543056,0.52409548,-70.610191,-89.645035,-64.927185
1375.0,0.78646719,0.10858407,4.2279711,0.9992466,0.99999416,0.65579998,0.66355026,0.66297048,0.99677038,0.038251974,2.2776234e-05,8.6459494e-07,0.012150596,0.031434625,0.0035935626,8.6459494e-07,7.2842254e-06,2.2607779e-05,7.2842254e-06,0.00031477126,4.2890224e-05,0.0061391364,0.032641497,0.21489611,0.012357185,0.5040552,0.77079195,0.52372843,-70.599197,-89.642136,-64.858604
1380.0,0.78713989,0.11061274,4.2029777,0.99924457,0.99999416,0.66082835,0.66249847,0.66199511,0.99671257,0.03797343,2.3089671e-05,8.65088e-07,0.012172931,0.031074194,0.0036015383,8.65088e-07,7.3033307e-06,2.2911925e-05,7.3033307e-06,0.00031496014,4.292114e-05,0.0061415867,0.033023477,0.21552952,0.012541406,0.50632203,0.76618105,0.5233587,-70.589195,-89.63913,-64.787285
1385.0,0.78786111,0.11261258,4.1780872,0.99924278,0.99999416,0.66573858,0.66138083,0.66094381,0.99665147,0.037680283,2.3420256e-05,8.6560351e-07,0.012193287,0.03075085,0.0036088128,8.6560351e-07,7.3206888e-06,2.3232806e-05,7.3206888e-06,0.00031515525,4.2953034e-05,0.0061441218,0.033424638,0.21619092,0.01273551,0.50867742,0.76159775,0.52298617,-70.580101,-89.636024,-64.713181
1390.0,0.78863019,0.11458317,4.153306,0.99924111,0.99999416,0.67053336,0.66019773,0.65981835,0.9965868,0.037372854,2.3768798e-05,8.6613665e-07,0.012211871,0.03046079,0.0036154606,8.6613665e-07,7.3364786e-06,2.3571178e-05,7.3364786e-06,0.0003153552,4.2985695e-05,0.0061467234,0.033845779,0.21688075,0.012939979,0.5111227,0.75704181,0.52261078,-70.5718,-89.632851,-64.636253
1395.0,0.78944659,0.11652407,4.1286402,0.99923956,0.99999416,0.67521524,0.65894932,0.65861988,0.99651837,0.037051436,2.4136201e-05,8.6668365e-07,0.012228875,0.030200602,0.0036215486,8.6668365e-07,7.3508622e-06,2.3927892e-05,7.3508622e-06,0.00031555904,4.3018968e-05,0.0061493767,0.034287784,0.21759954,0.013155353,0.51365972,0.75251323,0.52223247,-70.564217,-89.629616,-64.556427
1400.0,0.79030997,0.11843479,4.1040936,0.99923813,0.99999416,0.67978698,0.65763527,0.65734929,0.99644595,0.036716305,2.452347e-05,8.6724162e-07,0.012244472,0.029967235,0.003627138,8.6724162e-07,7.3639867e-06,2.4303894e-05,7.3639867e-06,0.00031576597,4.3052736e-05,0.0061520725,0.034751639,0.21834789,0.013382229,0.51629043,0.74801165,0.52185118,-70.557259,-89.626335,-64.47364
1405.0,0.79121983,0.12031485,4.0796704,0.99923688,0.99999416,0.68425095,0.6562553,0.65600705,0.99636924,0.036367703,2.4931729e-05,8.6780847e-07,0.012258817,0.02975795,0.0036322842,8.6780847e-07,7.3759857e-06,2.4700244e-05,7.3759857e-06,0.00031597549,4.3086911e-05,0.0061548022,0.035238437,0.21912654,0.013621273,0.5190171,0.74353707,0.52146685,-70.550865,-89.623016,-64.38781
1410.0,0.79217595,0.12216372,4.0553732,0.99923569,0.99999416,0.68860978,0.65480876,0.65459317,0.99628806,0.036005858,2.5362229e-05,8.6838259e-07,0.012272053,0.029570295,0.0036370382,8.6838259e-07,7.3869805e-06,2.5118115e-05,7.3869805e-06,0.00031618719,4.3121443e-05,0.0061575607,0.035749413,0.21993633,0.013873228,0.52184242,0.73908919,0.52107942,-70.54496,-89.619675,-64.298836
1415.0,0.79317808,0.12398084,4.0312047,0.99923456,0.99999416,0.69286579,0.65329462,0.65310746,0.99620199,0.03563096,2.5816369e-05,8.6896296e-07,0.012284311,0.029402068,0.0036414454,8.6896296e-07,7.3970814e-06,2.5558824e-05,7.3970814e-06,0.00031640081,4.3156291e-05,0.0061603445,0.036285918,0.22077823,0.014138917,0.52476948,0.73466796,0.52068877,-70.539497,-89.616295,-64.206619
1420.0,0.79422611,0.12576564,4.0071664,0.99923354,0.99999416,0.69702137,0.65171182,0.65154928,0.99611068,0.03524318,2.6295709e-05,8.695489e-07,0.012295706,0.029251298,0.0036455486,8.695489e-07,7.4063892e-06,2.6023838e-05,7.4063892e-06,0.00031661626,4.3191441e-05,0.0061631519,0.036849473,0.22165331,0.014419266,0.52780157,0.73027319,0.5202949,-70.534416,-89.612892,-64.111031
1425.0,0.79532009,0.12751748,3.9832602,0.99923259,0.99999416,0.70107889,0.65005875,0.64991766,0.99601376,0.034842655,2.6801998e-05,8.7014001e-07,0.012306348,0.029116219,0.0036493856,8.7014001e-07,7.4149948e-06,2.6514792e-05,7.4149948e-06,0.00031683352,4.3226886e-05,0.0061659822,0.037441779,0.22256282,0.014715308,0.53094268,0.7259047,0.51989782,-70.529671,-89.609467,-64.01194
1430.0,0.79646009,0.12923568,3.9594867,0.9992317,0.99999416,0.70504057,0.64833379,0.64821124,0.99591076,0.034429483,2.7337199e-05,8.7073619e-07,0.012316337,0.028995242,0.0036529924,8.7073619e-07,7.4229811e-06,2.7033533e-05,7.4229811e-06,0.00031705265,4.3262644e-05,0.0061688358,0.038064741,0.22350816,0.015028207,0.53419721,0.72156233,0.51949733,-70.525215,-89.60601,-63.909184
1435.0,0.7976464,0.13091956,3.935847,0.99923086,0.9999941,0.70890862,0.64653474,0.64642835,0.99580115,0.034003742,2.7903527e-05,8.713377e-07,0.012325763,0.02888695,0.0036564013,8.713377e-07,7.4304244e-06,2.7582126e-05,7.4304244e-06,0.00031727378,4.329874e-05,0.0061717145,0.038720489,0.22449094,0.015359273,0.53757006,0.71724594,0.51909357,-70.521004,-89.602531,-63.802586
1440.0,0.79887933,0.13256833,3.9123416,0.99923003,0.9999941,0.71268523,0.64465916,0.64456683,0.99568433,0.03356545,2.8503488e-05,8.7194479e-07,0.012334709,0.028790064,0.0036596425,8.7194479e-07,7.4373947e-06,2.8162907e-05,7.4373947e-06,0.00031749709,4.3335203e-05,0.0061746207,0.039411448,0.22551289,0.015709992,0.54106694,0.71295536,0.51868635,-70.516998,-89.599007,-63.691936
1445.0,0.80015939,0.13418117,3.8889706,0.99922925,0.9999941,0.71637243,0.64270431,0.64262414,0.99555969,0.033114601,2.9139925e-05,8.7255813e-07,0.012343256,0.028703447,0.0036627445,8.7255813e-07,7.4439558e-06,2.8778526e-05,7.4439558e-06,0.00031772291,4.3372085e-05,0.0061775581,0.040140357,0.22657609,0.016082056,0.54469436,0.70869046,0.51827574,-70.513176,-89.595459,-63.577011
1450.0,0.80148727,0.13575719,3.8657343,0.99922854,0.9999941,0.71997231,0.64066684,0.64059728,0.99542642,0.032651123,2.9816092e-05,8.7317846e-07,0.012351476,0.028626071,0.0036657336,8.7317846e-07,7.4501663e-06,2.9431998e-05,7.4501663e-06,0.00031795155,4.340944e-05,0.0061805309,0.040910333,0.22768278,0.016477399,0.54845971,0.70445108,0.5178616,-70.509491,-89.591858,-63.457535
1455.0,0.8028639,0.13729541,3.8426328,0.99922782,0.9999941,0.72348696,0.63854301,0.63848263,0.9952836,0.032174896,3.0535724e-05,8.738067e-07,0.012359438,0.028557021,0.0036686352,8.738067e-07,7.4560821e-06,3.0126776e-05,7.4560821e-06,0.00031818342,4.3447344e-05,0.0061835442,0.041724965,0.22883563,0.016898252,0.55237138,0.70023704,0.51744401,-70.50592,-89.588211,-63.333199
1460.0,0.80429035,0.13879476,3.8196659,0.99922711,0.9999941,0.72691816,0.63632846,0.63627601,0.99513024,0.031685736,3.1303138e-05,8.7444403e-07,0.012367212,0.028495478,0.0036714734,8.7444403e-07,7.4617542e-06,3.0866839e-05,7.4617542e-06,0.00031841901,4.3485874e-05,0.006186604,0.042588379,0.2300376,0.017347204,0.55643922,0.6960482,0.51702291,-70.502426,-89.584503,-63.203651
1465.0,0.80576801,0.1402541,3.7968333,0.99922645,0.9999941,0.73026794,0.63401818,0.63397264,0.99496514,0.031183379,3.2123364e-05,8.7509176e-07,0.012374859,0.028440705,0.003674272,8.7509176e-07,7.4672312e-06,3.1656793e-05,7.4672312e-06,0.00031865892,4.3525124e-05,0.0061897174,0.043505393,0.23129211,0.017827278,0.56067473,0.69188446,0.51659828,-70.498985,-89.580734,-63.068462
1470.0,0.80729842,0.14167213,3.7741344,0.9992258,0.9999941,0.73353809,0.63160634,0.63156676,0.99478686,0.030667461,3.300231e-05,8.7575154e-07,0.012382446,0.028392047,0.0036770538,8.7575154e-07,7.472559e-06,3.2502041e-05,7.472559e-06,0.00031890377,4.3565207e-05,0.0061928933,0.04448165,0.23260319,0.01834205,0.56509131,0.68774563,0.51617008,-70.49556,-89.576889,-62.927147
1475.0,0.80888373,0.14304742,3.7515695,0.99922508,0.9999941,0.73673046,0.62908608,0.62905174,0.99459368,0.030137522,3.3946988e-05,8.7642519e-07,0.012390034,0.028348915,0.0036798432,8.7642519e-07,7.4777822e-06,3.3408942e-05,7.4777822e-06,0.00031915435,4.3606251e-05,0.0061961412,0.045523837,0.23397544,0.018895777,0.56970489,0.68363154,0.51573837,-70.492134,-89.572952,-62.77911
1480.0,0.81052631,0.14437838,3.7291374,0.99922442,0.9999941,0.73984677,0.62644953,0.62641972,0.99438357,0.029592954,3.4965793e-05,8.7711493e-07,0.012397692,0.028310793,0.0036826641,8.7711493e-07,7.482945e-06,3.4385066e-05,7.482945e-06,0.0003194116,4.3648412e-05,0.0061994721,0.046639979,0.23541434,0.019493602,0.57453448,0.67954201,0.51530302,-70.48867,-89.568916,-62.623646
1485.0,0.81222916,0.14566319,3.7068381,0.99922371,0.9999941,0.74288869,0.62368733,0.62366146,0.99415404,0.029032981,3.6068919e-05,8.7782325e-07,0.012405487,0.028277209,0.0036855421,8.7782325e-07,7.4880904e-06,3.5439549e-05,7.4880904e-06,0.00031967653,4.3691867e-05,0.0062028999,0.047839817,0.23692639,0.020141819,0.5796032,0.67547703,0.51486415,-70.485138,-89.564758,-62.459885
1490.0,0.81399584,0.14689979,3.6846709,0.99922299,0.99999404,0.74585795,0.62078822,0.62076575,0.99390191,0.028456613,3.7268921e-05,8.7855318e-07,0.012413492,0.028247757,0.0036885056,8.7855318e-07,7.4932627e-06,3.658354e-05,7.4932627e-06,0.00031995046,4.3736833e-05,0.0062064403,0.049135368,0.23851939,0.020848252,0.5849396,0.67143631,0.5144217,-70.481506,-89.560455,-62.286762
1495.0,0.81583095,0.1480858,3.6626351,0.99922228,0.99999404,0.74875611,0.61773866,0.61771917,0.99362326,0.027862573,3.8581515e-05,8.7930835e-07,0.012421791,0.028222073,0.003691585,8.7930835e-07,7.4985082e-06,3.7830869e-05,7.4985082e-06,0.00032023489,4.3783562e-05,0.0062101129,0.050541714,0.24020287,0.021622809,0.59057939,0.66741979,0.51397574,-70.47773,-89.555992,-62.102921
1500.0,0.81773996,0.14921844,3.6407304,0.9992215,0.99999404,0.75158471,0.6145221,0.61450517,0.99331307,0.027249208,4.0026782e-05,8.8009313e-07,0.012430478,0.028199837,0.0036948163,8.8009313e-07,7.5038761e-06,3.9198985e-05,7.5038761e-06,0.00032053169,4.383238e-05,0.0062139407,0.052078202,0.24198867,0.022478333,0.59656817,0.66342729,0.51352614,-70.473778,-89.551331,-61.906628
1505.0,0.81973004,0.15029436,3.6189559,0.99922067,0.99999404,0.7543453,0.61111784,0.61110312,0.99296468,0.026614349,4.1630981e-05,8.8091281e-07,0.012439661,0.028180778,0.0036982417,8.8091281e-07,7.5094204e-06,4.0710413e-05,7.5094204e-06,0.00032084325,4.3883672e-05,0.0062179524,0.053770255,0.24389176,0.023431906,0.60296583,0.65945864,0.51307309,-70.469582,-89.54644,-61.69558
1510.0,0.82181013,0.15130953,3.5973108,0.99921983,0.99999404,0.75703925,0.60749936,0.60748661,0.99256897,0.025955098,4.3429482e-05,8.8177421e-07,0.012449475,0.028164659,0.0037019129,8.8177421e-07,7.5152016e-06,4.2394968e-05,7.5152016e-06,0.00032117247,4.3937951e-05,0.0062221857,0.055652376,0.24593155,0.024507029,0.60985321,0.65551376,0.51261657,-70.465096,-89.541275,-61.466644
1515.0,0.82399231,0.15225889,3.5757947,0.99921888,0.99999404,0.75966793,0.60363197,0.60362089,0.99211317,0.025267474,4.5471643e-05,8.8268581e-07,0.012460087,0.028151287,0.0037058957,8.8268581e-07,7.5212906e-06,4.4293396e-05,7.5212906e-06,0.00032152323,4.3995871e-05,0.0062266872,0.057773173,0.24813402,0.025737373,0.61734384,0.65159249,0.51215661,-70.460228,-89.535767,-61.21537
1520.0,0.82629287,0.1531359,3.5544069,0.99921787,0.99999404,0.76223272,0.59946841,0.59945875,0.99157822,0.02454583,4.7829621e-05,8.8365897e-07,0.012471719,0.028140513,0.0037102776,8.8365897e-07,7.5277731e-06,4.6463651e-05,7.5277731e-06,0.00032190073,4.4058328e-05,0.0062315208,0.060204621,0.25053525,0.02717383,0.62560481,0.64769465,0.51169324,-70.45488,-89.529831,-60.935112
1525.0,0.82873505,0.15393168,3.5331466,0.99921674,0.99999398,0.7647348,0.59494114,0.59493279,0.99093431,0.023781747,5.0615457e-05,8.8470927e-07,0.012484674,0.028132232,0.0037151796,8.8470927e-07,7.5347552e-06,4.899253e-05,7.5347552e-06,0.00032231229,4.4126591e-05,0.0062367762,0.06306047,0.25318798,0.028898975,0.63489819,0.64382017,0.51122659,-70.448898,-89.523354,-60.615253
1530.0,0.83135408,0.15463345,3.512013,0.99921542,0.99999398,0.76717526,0.58994722,0.58993995,0.99013019,0.02296182,5.401843e-05,8.8585898e-07,0.012499394,0.028126396,0.0037207815,8.8585898e-07,7.5423759e-06,5.2019404e-05,7.5423759e-06,0.00032276884,4.420257e-05,0.0062425844,0.06653744,0.25617489,0.031060828,0.64567316,0.63996887,0.51075685,-70.44207,-89.516159,-60.237122
1535.0,0.83420867,0.15522084,3.4910057,0.99921393,0.99999398,0.76955509,0.58431292,0.5843066,0.98906565,0.022062378,5.8400747e-05,8.8714256e-07,0.012516575,0.028123036,0.0037273709,8.8714256e-07,7.5508237e-06,5.5791344e-05,7.5508237e-06,0.00032328811,4.4289409e-05,0.0062491563,0.071024746,0.25963974,0.033967774,0.65880728,0.63614058,0.51028419,-70.434052,-89.507942,-59.762825
1540.0,0.8374126,0.15565577,3.4701238,0.99921209,0.99999398,0.77187502,0.5776937,0.57768822,0.98749882,0.021033904,6.4615233e-05,8.8861952e-07,0.012537433,0.0281223,0.0037354662,8.8861952e-07,7.5603734e-06,6.0818787e-05,7.5603734e-06,0.00032390287,4.4393062e-05,0.0062568728,0.077484637,0.26387838,0.038449749,0.67643094,0.63233519,0.5098092,-70.42421,-89.498154,-59.09441
1545.0,0.841272,0.15583742,3.4493668,0.99920976,0.99999398,0.77413517,0.56912768,0.56912291,0.98451692,0.019729089,7.5774922e-05,8.9041521e-07,0.012564518,0.028124567,0.0037462083,8.9041521e-07,7.5714524e-06,6.8490866e-05,7.5714524e-06,0.00032469124,4.4528457e-05,0.0062666084,0.089715868,0.26975334,0.048442896,0.70666885,0.62855256,0.50933397,-70.411156,-89.485382,-57.801949
1550.0,0.86420733,7.8713318e-05,3.43016,0.9992063,0.42685837,0.75927955,0.54007089,0.54006678,0.061120428,0.0099729355,0.70718181,0.91298413,0.012605772,0.028130865,0.0037636203,0.91298413,7.5848097e-06,8.6835375e-05,7.5848097e-06,0.4373292,0.99526376,0.24897526,0.76334137,0.37322316,0.33208215,0.9713819,0.70928687,0.50897694,-70.389946,36.2938,-56.299679
1555.0,0.8365218,0.0047421707,3.5936813,0.025937982,0.18506055,0.64118451,0.5822134,0.54114586,0.97159946,0.027117357,0.28751943,0.76391971,0.75594503,0.088479199,0.81611961,0.76391971,7.6020428e-06,0.47615299,7.6020428e-06,0.49822605,0.13013701,0.72870839,0.011844987,0.25980353,0.00083136704,0.1739575,0.89174068,0.51036423,-26.913986,-50.86068,-77.035484
1560.0,0.81199527,0.0091851782,3.7966022,0.037381474,0.22070611,0.53916013,0.61837953,0.54175735,0.99887323,0.041158687,0.11689769,0.71699136,0.71876842,0.10853262,0.77241999,0.71699136,1.3559795e-05,0.19359021,1.3559795e-05,0.44399464,0.15200303,0.77055115,0.0038901861,0.19915874,0.00087076525,0.17836495,0.93932021,0.51158357,-28.557203,-49.762589,-76.838776
1565.0,0.7988233,0.012815006,3.9945021,0.045325235,0.076618448,0.45448714,0.64007068,0.54945278,0.99921352,0.045972846,0.04753083,0.88191843,0.70358419,0.12665369,0.75039071,0.88191843,0.39258039,0.078709625,0.39258039,0.66592658,0.20216817,0.82871759,0.012480694,0.1830761,0.0032450005,0.33376783,0.97106355,0.51194358,-29.321541,-57.852802,-71.168198
1570.0,0.78728575,0.016355896,4.1712542,0.027073856,0.79872072,0.40579939,0.65871376,0.54990369,0.99935055,0.050056171,0.019328186,0.3586075,0.72970599,0.14434102,0.7893427,0.3586075,0.17415643,0.032004792,0.17415643,0.059589136,0.0066193612,0.37887794,0.011062521,0.17358711,0.0035547453,0.31480646,0.96525526,0.51222903,-30.94265,-68.041351,-70.60778
1575.0,0.78033656,0.019632157,4.3155808,0.38218319,0.99038255,0.39988634,0.66992313,0.56958193,0.9988907,0.050746214,0.0078640543,0.14580691,0.35417846,0.14614274,0.87429881,0.14580691,0.085115798,0.013016533,0.085115798,0.0040272526,0.00040473667,0.097448014,0.016863352,0.17441644,0.006051566,0.38550332,0.95948112,0.51224452,13.439857,-80.258179,-68.190437
1580.0,0.77706712,0.022685137,4.43258,0.77022284,0.99987346,0.40476802,0.67493701,0.58783078,0.99828941,0.049288187,0.0032056891,0.059282567,0.076767638,0.17612508,0.010375389,0.059282567,0.04923404,0.0052991295,0.04923404,0.001118792,0.00017769133,0.023466043,0.022457227,0.18049824,0.0082180547,0.43573746,0.95374149,0.51207232,-65.644951,-83.682861,-66.784264
1585.0,0.77724999,0.025480589,4.5265522,0.95804465,0.99997723,0.41122812,0.67322594,0.59760243,0.99624723,0.04592526,0.0013188818,0.024103954,0.03253318,0.16638103,0.011114984,0.024103954,0.5955711,0.0021636928,0.5955711,0.00088921824,0.00014443215,0.013506247,0.042374104,0.19096071,0.029152175,0.56655169,0.94803619,0.51177418,-65.390633,-84.550964,-60.413757
1590.0,0.78373647,0.027698921,4.6011257,0.99171323,0.99998128,0.41819274,0.65821677,0.59254926,0.99212754,0.039090987,0.00056819629,0.0098012388,0.024351373,0.15657243,0.0076137288,0.0098012388,0.24214835,0.00090889237,0.24214835,0.0007821538,0.00012433047,0.0116306,0.05865407,0.21056552,0.022048675,0.6135025,0.94236499,0.51130646,-67.186684,-85.183083,-62.063419
1595.0,0.78694808,0.030209184,4.6593618,0.99779147,0.99998409,0.42556599,0.65286106,0.5958451,0.99447531,0.036941294,0.00025026343,0.0039860439,0.017699527,0.14617497,0.00518882,0.0039860439,0.09846057,0.00039438764,0.09846057,0.00068938668,0.00010681015,0.010610825,0.042009283,0.21761407,0.015505527,0.54784131,0.93672776,0.51089138,-68.953224,-85.82328,-63.777798
1600.0,0.78844553,0.032834791,4.7038417,0.9989512,0.99998653,0.43332344,0.65159881,0.60209692,0.99594653,0.03654651,0.00011709366,0.0016216268,0.013724541,0.13555069,0.0039053019,0.0016216268,0.04003929,0.00017744392,0.04003929,0.00060741795,9.1868016e-05,0.0097296657,0.035356198,0.21910961,0.012999845,0.51690507,0.93112421,0.51052123,-70.239212,-86.457016,-64.626366
