_1_task1,x_Tumor_Cells_1_task1
0.0,0.5
0.5,0.5074838673387828
1.0,0.514929910956215
1.5,0.5223351640540609
2.0,0.5296969843436105
2.5,0.5370127968892471
3.0,0.544280096546682
3.5,0.5514964512746328
4.0,0.55865949546144
4.5,0.5657669423543221
5.0,0.572816561676477
5.5,0.579806198704594
6.0,0.5867337724765644
6.5,0.5935972438214857
7.0,0.6003946672432153
7.5,0.6071241342383497
8.0,0.6137838152661917
8.5,0.6203719366629054
9.0,0.6268867796749037
9.5,0.6333266953758756
10.0,0.6396900786511659
10.5,0.6459753956452516
11.0,0.6521811583356815
11.5,0.658305935503577
12.0,0.6643483544442561
12.5,0.6703070820225311
13.0,0.6761808520672483
13.5,0.6819684322672287
14.0,0.6876686497873336
14.5,0.6932803731711037
15.0,0.6988025068668038
15.5,0.7042340210788637
16.0,0.7095739309133062
16.5,0.7148212844814836
17.0,0.719975136974306
17.5,0.7250346494060632
18.0,0.7299990071556295
18.5,0.7348674316301553
19.0,0.7396391193454653
19.5,0.7443133916389937
20.0,0.7488895784291467
20.5,0.7533670470669513
21.0,0.757745159258304
21.5,0.7620233566339217
22.0,0.7662010968761168
22.5,0.7702778684412511
23.0,0.7742531969111208
23.5,0.7781266310300039
24.0,0.7818977485934496
24.5,0.785566155630117
25.0,0.789131500372876
25.5,0.7925934513546594
26.0,0.7959516983225778
26.5,0.7992059612035424
27.0,0.8023559913639609
27.5,0.8054015667111495
28.0,0.8083424844145755
28.5,0.8111785692529363
29.0,0.8139096708688628
29.5,0.816535663416858
30.0,0.8190564430202281
30.5,0.8214719290905504
31.0,0.8237820639356839
31.5,0.8259868140438238
32.0,0.828086164129632
32.5,0.8300801210380695
33.0,0.8319687134280754
33.5,0.8337520059213857
34.0,0.8354300618733133
34.5,0.8370029714404874
35.0,0.8384708435369943
35.5,0.8398338052746874
36.0,0.8410920014034967
36.5,0.842245627546769
37.0,0.8432948836584971
37.5,0.8442399592077978
38.0,0.8450810781046423
38.5,0.8458184810519261
39.0,0.8464524250793201
39.5,0.8469831881213907
40.0,0.8474111484237052
40.5,0.8477365772183938
41.0,0.8479598111760394
41.5,0.8480812039193116
42.0,0.8481011257468204
42.5,0.8480199633569696
43.0,0.8478381527687563
43.5,0.8475561375032941
44.0,0.8471743447148682
44.5,0.8466932384196844
45.0,0.8461132998377165
45.5,0.8454350272567315
46.0,0.8446589368824984
46.5,0.8437855957985011
47.0,0.8428155400911987
47.5,0.8417493420624087
48.0,0.8405875915209409
48.5,0.8393308957208837
49.0,0.837979879299889
49.5,0.8365351918560315
50.0,0.834997499528154
50.5,0.8333674766659677
51.0,0.8316458203868078
51.5,0.8298332454219707
52.0,0.8279304840896528
52.5,0.8259382862887972
53.0,0.8238574280527636
53.5,0.8216886911927005
54.0,0.8194328797872064
54.5,0.8170908156324687
55.0,0.8146633382328927
55.5,0.812151304791731
56.0,0.8095555964414034
56.5,0.8068771113574196
57.0,0.8041167562768657
57.5,0.8012754606989309
58.0,0.798354171856711
58.5,0.7953538546999754
59.0,0.7922754918779336
59.5,0.7891200837220014
60.0,0.7858886482285681
60.5,0.7825822210417626
61.0,0.7792018567156506
61.5,0.775748629469402
62.0,0.7722236255358218
62.5,0.7686279514363036
63.0,0.764962731297359
63.5,0.7612291068347942
64.0,0.7574282373378877
64.5,0.7535612996535674
65.0,0.7496294881705884
65.5,0.7456340148037099
66.0,0.7415761039047818
66.5,0.7374569245211312
67.0,0.7332777883778988
67.5,0.7290399703136906
68.0,0.7247447618886088
68.5,0.7203934713371581
69.0,0.7159874235211509
69.5,0.7115279598826127
70.0,0.7070164383966889
70.5,0.7024542335245493
71.0,0.6978427361662941
71.5,0.6931831541607576
72.0,0.6884769903080222
72.5,0.6837256914790402
73.0,0.6789306929261315
73.5,0.6740934440183229
74.0,0.6692154081046117
74.5,0.6642980623772302
75.0,0.6593428977349105
75.5,0.6543514186461482
76.0,0.6493251430124672
76.5,0.6442654504800678
77.0,0.639173846919529
77.5,0.6340519126851907
78.0,0.6289011747802639
78.5,0.6237231669460978
79.0,0.6185194291710155
79.5,0.6132915071991519
80.0,0.6080409294197576
80.5,0.6027692159358411
81.0,0.5974779428794091
81.5,0.5921686630070587
82.0,0.5868429308137012
82.5,0.5815023019471687
83.0,0.5761483326228215
83.5,0.5707825749819141
84.0,0.5654065533407893
84.5,0.5600218355820828
85.0,0.5546299684309363
85.5,0.5492324954129051
86.0,0.5438309562176337
86.5,0.5384268860625284
87.0,0.5330218150564318
87.5,0.5276172001717081
88.0,0.5222145759599262
88.5,0.516815448013592
89.0,0.5114213056320217
89.5,0.5060336279450751
90.0,0.5006538831688108
90.5,0.49528352786114077
91.0,0.48992393631463466
91.5,0.48457651312193273
92.0,0.4792426886291182
92.5,0.47392384404238563
93.0,0.46862134227992935
93.5,0.4633365270579234
94.0,0.45807072197650217
94.5,0.4528252207415691
95.0,0.4476012873595132
95.5,0.4424001869558693
96.0,0.43722314875093543
96.5,0.43207137661333733
97.0,0.42694604810658504
97.5,0.4218483135356292
98.0,0.41677929714153616
98.5,0.41174011447821834
99.0,0.40673181864818503
99.5,0.40175544547473796
100.0,0.3968119993363975
100.5,0.3919024522484091
101.0,0.38702774294425035
101.5,0.38218877595713785
102.0,0.3773865412481406
102.5,0.37262184944283266
103.0,0.3678955035908123
103.5,0.36320828836296537
104.0,0.3585609531492994
104.5,0.35395421134268307
105.0,0.349388739622585
105.5,0.34486523022199267
106.0,0.34038431038587424
106.5,0.33594652970039063
107.0,0.33155242791516154
107.5,0.3272025068261855
108.0,0.3228972296964256
108.5,0.31863702067639443
109.0,0.3144223093664772
109.5,0.3102535627578368
110.0,0.30613107001389755
110.5,0.30205514934525185
111.0,0.2980260877545226
111.5,0.29404414137595586
112.0,0.2901095359710246
112.5,0.2862224665851339
113.0,0.28238309836662023
113.5,0.27859156670814783
114.0,0.27484797567527564
114.5,0.27115235574933216
115.0,0.2675047631408004
115.5,0.26390520212088786
116.0,0.2603536457270835
116.5,0.25685003581219956
117.0,0.253394336679425
117.5,0.24998644209212573
118.0,0.24662623209750711
118.5,0.2433135661347058
119.0,0.24004827070077106
119.5,0.2368301579572346
120.0,0.23365901224914679
120.5,0.23053459255168487
121.0,0.2274566368509997
121.5,0.2244248648682403
122.0,0.2214389724667127
122.5,0.2184986394422397
123.0,0.21560356998695498
123.5,0.21275342894469615
124.0,0.2099478731265446
124.5,0.20718653599128645
125.0,0.2044690613022503
125.5,0.20179502392407933
126.0,0.1991639917905928
126.5,0.19657551922085964
127.0,0.19402919509572616
127.5,0.19152454313056616
128.0,0.18906110840190302
128.5,0.18663845972049023
129.0,0.18425614330748483
129.5,0.18191369424818754
130.0,0.17961065732278872
130.5,0.1773465804463074
131.0,0.17512087488826109
131.5,0.17293302177956857
132.0,0.17078250696661926
132.5,0.16866893790288673
133.0,0.16659180960736483
133.5,0.16455061176778804
134.0,0.16254478897194016
134.5,0.16057381040787227
135.0,0.15863717350972406
135.5,0.15673440343553832
136.0,0.15486500019848623
136.5,0.15302847548730159
137.0,0.15122420602710784
137.5,0.1494518085665833
138.0,0.14771072136505534
138.5,0.1460004700571707
139.0,0.14432053941303294
139.5,0.14267045635490996
140.0,0.14104971943154757
140.5,0.13945783416288252
141.0,0.1378943200417244
141.5,0.1363587253382658
142.0,0.13485049855304795
142.5,0.13336922037933577
143.0,0.13191442073840592
143.5,0.13048562658404755
144.0,0.12908238513225226
144.5,0.1277042450949372
145.0,0.1263507606703282
145.5,0.12502148976792485
146.0,0.12371599614046067
146.5,0.12243384807827662
147.0,0.12117462346317447
147.5,0.11993790558609801
148.0,0.11872327555304198
148.5,0.11753031926948057
149.0,0.11635864712717896
149.5,0.11520786191231339
150.0,0.1140775636526495
150.5,0.11296736179486042
151.0,0.11187689258224554
151.5,0.11080577982208828
152.0,0.10975365185278473
152.5,0.10872014594206926
153.0,0.10770491601012114
153.5,0.10670761127989502
154.0,0.10572788905803786
154.5,0.10476541360756028
155.0,0.10381985371093502
155.5,0.10289088608447974
156.0,0.10197819294000965
156.5,0.1010814621770972
157.0,0.10020038069143906
157.5,0.09933464966277337
158.0,0.09848397309805716
158.5,0.0976480603243242
159.0,0.09682662341122747
159.5,0.09601938387452884
160.0,0.09522606745221504
160.5,0.09444640452823339
161.0,0.09368012765039165
161.5,0.0929269795420261
162.0,0.0921867065308448
162.5,0.09145905898044535
163.0,0.09074378994369908
163.5,0.09004066190871864
164.0,0.08934944086040171
164.5,0.08866989566313019
165.0,0.08800179792591253
165.5,0.08734492892968593
166.0,0.08669907285103046
166.5,0.08606401617292782
