Time,S_a,I_a,S_h,I_h,R_h,r_a,K_a,beta_a,mu_a,delta_a,pi_h,beta_h,mu_h,gamma,delta_h,M_a,m_a,compartment,Avian_population,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11
1.96,99030.35567289153,1002.4486738758461,999970.3908791273,7.860686959637823,0.8803414499085765,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-485.5493561054822,1.9854569743548696,0.34329857285552223,0.4009794695503385,30.0,6.014513953511356,39.09884228337388,0.00030735286012183887,2.70800665759523,0.7860686959637824,3.442135069142534e-05
1.97,99025.48068602454,1002.4610852532935,999970.2397452268,7.885832638211409,0.8882143883472376,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-485.47717907969934,1.9853838167248243,0.3433028232558429,0.4009844341013174,30.0,6.014587510535977,39.09883637403837,0.0003083360561540661,2.7166693438638303,0.788583263821141,3.472918258437699e-05
1.98,99020.60642158211,1002.4734958070703,999970.0886106497,7.9108675223124205,0.8961124126893173,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-485.40501750187633,1.9853106695275888,0.3433070733740893,0.40098939832282815,30.0,6.014661062592143,39.0988304646764,0.00030931492012241564,2.7252938614366284,0.7910867522312421,3.503799533615231e-05
1.99,99015.73287940964,1002.485905537287,999969.9374753962,7.935792104256034,0.9040354121632894,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-485.3328713676121,1.9852375327610616,0.3433113232102993,0.4009943622149148,30.0,6.014734609680521,39.09882455528799,0.00031028947127641096,2.7338803799162035,0.7935792104256034,3.534778461558462e-05
2.0,99010.86005935264,1002.4983144440538,999969.7863394665,7.960606874247035,0.911983276471937,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-485.2607406725079,1.9851644064231424,0.34331557276451063,0.40099932577762154,30.0,6.014808151801774,39.09881864587314,0.0003112597287830591,2.742429068178103,0.7960606874247036,3.565854611005274e-05
2.0100000000000002,99005.9879612566,1002.5107225274813,999969.6352028603,7.985312320392369,0.9199558957895189,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-485.1886254121657,1.9850912905117297,0.34331982203676126,0.40100428901099255,30.0,6.014881688956568,39.09881273643184,0.0003122257117273416,2.7509400943751707,0.7985312320392369,3.597027552537019e-05
2.02,99001.11658496712,1002.5231297876799,999969.484065578,8.009908928713687,0.9279531607589354,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-485.1165255821896,1.9850181850247246,0.34332407102708884,0.401009251915072,30.0,6.014955221145568,39.0988068269641,0.00031318743911270516,2.759413625941865,0.8009908928713687,3.6282968585674376e-05
2.0300000000000002,98996.24593032982,1002.5355362247598,999969.3329276193,8.0343971831599,0.9359749624888977,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-485.04444117818537,1.9849450899600283,0.34332831973553124,0.40101421448990393,30.0,6.015028748369438,39.098800917469916,0.0003141449298615521,2.7678498295985854,0.80343971831599,3.65966210333159e-05
2.04,98991.37599719033,1002.5479418388312,999969.1817889846,8.058777560460378,0.9440211937208458,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-484.9723721957594,1.984872005315541,0.34333256816212615,0.4010191767355325,30.0,6.015102270628839,39.0987950079493,0.0003150982026140008,2.7762488695786,0.8058777560460378,3.6911228674485075e-05
2.05,98986.50678539439,1002.5603466300048,999969.0306496738,8.083050479885769,0.9520917602194566,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-484.90031863052104,1.9847989310891665,0.34333681630691143,0.4010241386520019,30.0,6.0151757879244405,39.09878909840224,0.00031604727376353356,2.7846108903206472,0.8083050479885769,3.722678782458076e-05
2.06,98981.63829478773,1002.5727505983906,999968.879509687,8.107216470603914,0.9601865428288381,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-484.8282804780803,1.9847258672788066,0.3433410641699248,0.4010291002393563,30.0,6.015249300256905,39.09878318882876,0.00031699216400061305,2.7929360741230482,0.8107216470603915,3.754329382460757e-05
2.07,98976.77052521612,1002.585153744099,999968.728369024,8.131276006952774,0.9683054348203308,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-484.7562577340486,1.9846528138823643,0.34334531175120414,0.4010340614976396,30.0,6.0153228076268945,39.09877727922884,0.0003179328918718535,2.8012245843952304,0.8131276006952775,3.7860742501474936e-05
2.08,98971.90347652542,1002.59755606724,999968.5772276853,8.15522956118231,0.9764483299346061,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-484.6842503940393,1.9845797708977433,0.343349559050787,0.40103902242689604,30.0,6.015396310035074,39.098771369602495,0.0003188694758422283,2.8094765838273057,0.815522956118231,3.8179129700443095e-05
2.09,98967.03714856149,1002.6099575679241,999968.4260856705,8.179077603465213,0.9846151223792422,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-484.61225845366755,1.9845067383228479,0.3433538060687113,0.40104398302716965,30.0,6.015469807482107,39.09876545994972,0.00031980193429548986,2.817692234393766,0.8179077603465214,3.849845128502837e-05
2.1,98962.17154117025,1002.6223582462612,999968.2749429799,8.20282060190764,0.9928057068263061,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-484.54028190854933,1.9844337161555832,0.34335805280501464,0.4010489432985045,30.0,6.015543299968657,39.098759550270515,0.00032073028553458873,2.8258716973571816,0.820282060190764,3.881870313690857e-05
2.11,98957.30665419767,1002.6347581023618,999968.1237996134,8.226459022559933,1.0010199784099296,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-484.4683207543032,1.9843607043938545,0.3433622992597348,0.40105390324094475,30.0,6.0156167874953885,39.09875364056489,0.0003216545477820934,2.8340151332718966,0.8226459022559933,3.913988115582825e-05
2.12,98952.44248748978,1002.6471571363359,999967.9726555713,8.24999332942737,1.009257832723891,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-484.3963749865483,1.9842877030355683,0.34336654543290956,0.40105886285453435,30.0,6.015690270062962,39.09874773083284,0.0003225747391806102,2.842122701987729,0.8249993329427371,3.946198125950414e-05
2.13,98947.5790408926,1002.6595553482935,999967.8215108535,8.273423984480878,1.017519165819192,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-484.3244446009058,1.9842147120786298,0.3433707913245766,0.4010638221393174,30.0,6.015763747672044,39.09874182107437,0.00032349087779320234,2.8501945626536624,0.8273423984480879,3.978499938353041e-05
2.14,98942.71631425225,1002.6719527383449,999967.67036546,8.296751447667775,1.0258038742016389,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-484.25252959299854,1.984141731520948,0.3433750369347736,0.401068781095338,30.0,6.015837220323296,39.09873591128949,0.00032440298160381,2.8582308737215483,0.8296751447667776,4.010893148128408e-05
2.15,98937.85430741485,1002.6843493066,999967.5192193908,8.319976176922495,1.0341118548294181,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-484.1806299584505,1.984068761360429,0.34337928226353825,0.40107373972264,30.0,6.015910688017379,39.09873000147818,0.00032531106851766957,2.866231792949799,0.8319976176922496,4.043377352383025e-05
2.16,98932.99302022661,1002.696745053169,999967.3680726462,8.343098628177327,1.04244300511068,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-484.1087456928877,1.9839958015949821,0.34338352731090827,0.4010786980212676,30.0,6.01598415075496,39.09872409164047,0.0003262151563617335,2.8741974774070886,0.8343098628177327,4.0759521499827595e-05
2.17,98928.13245253373,1002.7091399781619,999967.216925226,8.366119255373137,1.0507972229011135,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-484.036876791937,1.9839228522225156,0.34338777207692134,0.4010836559912648,30.0,6.016057608536697,39.09871818177634,0.0003271152628850897,2.8821280834760454,0.8366119255373138,4.1086171415433544e-05
2.18,98923.27260418251,1002.7215340816888,999967.0657771304,8.389038510470112,1.0591744065015274,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-483.96502325122805,1.9838499132409395,0.34339201656161517,0.40108861363267556,30.0,6.0161310613632555,39.0987122718858,0.0003280114057593814,2.8900237668569533,0.8389038510470113,4.141371929420972e-05
2.19,98918.41347501923,1002.7339273638595,999966.9146283594,8.411856843458477,1.0675744546554287,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-483.89318506639046,1.983776984648163,0.34339626076502733,0.4010935709455438,30.0,6.016204509235296,39.09870636196885,0.00032890360257922644,2.897884682571445,0.8411856843458477,4.1742161177027265e-05
2.2,98913.55506489029,1002.7463198247841,999966.763478913,8.434574702369238,1.0759972665466022,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-483.8213622330569,1.9837040664420975,0.3434005046871956,0.4010985279299137,30.0,6.016277952153482,39.0987004520255,0.0003297918708626372,2.9057109849662024,0.8434574702369239,4.207149312197215e-05
2.21,98908.69737364206,1002.7587114645727,999966.6123287913,8.457192533284905,1.0844427417966884,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-483.7495547468605,1.9836311586206536,0.34340474832815754,0.4011034845858291,30.0,6.0163513901184755,39.09869454205574,0.0003306762280514398,2.9135028277166497,0.8457192533284905,4.240171120425052e-05
2.22,98903.84040112101,1002.7711022833349,999966.4611779944,8.479710780350231,1.092910780462764,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-483.67776260343663,1.983558261181743,0.34340899168795086,0.401108440913334,30.0,6.016424823130938,39.098688632059584,0.00033155669151169404,2.9212603638306547,0.8479710780350231,4.273281151609407e-05
2.23,98898.98414717361,1002.7834922811809,999966.3100265223,8.502129885782937,1.1014012830349191,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-483.6059857984218,1.9834853741232783,0.34341323476661323,0.4011133969124724,30.0,6.016498251191532,39.09868272203702,0.00033243327853411285,2.9289837456522214,0.8502129885782937,4.306479016666534e-05
2.24,98894.12861164642,1002.7958814582204,999966.1588743749,8.52445028988445,1.1099141504338381,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-483.5342243274541,1.9834124974431717,0.34341747756418217,0.40111835258328815,30.0,6.016571674300918,39.098676811988064,0.00033330600633448205,2.936673124865193,0.8524450289884451,4.3397643281963076e-05
2.25,98889.273794386,1002.8082698145635,999966.0077215525,8.546672407725865,1.1184492896256242,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-483.46247818617377,1.9833396311393374,0.3434217200806954,0.4011233079258254,30.0,6.0166450924597585,39.098670901912705,0.0003341748911420813,2.94432864446156,0.8546672407725865,4.373136722436191e-05
2.2600000000000002,98884.41969523896,1002.8206573503197,999965.8565680551,8.568796681621137,1.1270066009849729,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-483.39074737022145,1.983266775209689,0.3434259623161905,0.40112826294012793,30.0,6.016718505668715,39.098664991810956,0.0003350399502513865,2.9519504568184813,0.8568796681621138,4.406595809851244e-05
2.27,98879.56631405199,1002.8330440655991,999965.7054138826,8.590823555854396,1.135585984381688,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-483.31903187524057,1.9831939296521406,0.3434302042707051,0.40113321762623966,30.0,6.016791913928448,39.09865908168281,0.0003359012010339069,2.9595387149918393,0.8590823555854397,4.4401411989324e-05
2.2800000000000002,98874.71365067178,1002.8454299605114,999965.5542590352,8.612753462400084,1.1441873426198412,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-483.24733169687505,1.9831210944646076,0.34343444594427674,0.4011381719842046,30.0,6.01686531723962,39.09865317152828,0.0003367586603798433,2.967093567796829,0.8612753462400085,4.47377250964358e-05
2.29,98869.8617049451,1002.8578150351665,999965.4031035128,8.634586831329207,1.1528105789318133,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-483.1756468307714,1.9830482696450062,0.3434386873369431,0.4011431260140666,30.0,6.0169387156028895,39.09864726134735,0.000337612345104972,2.9746151633929117,0.8634586831329207,4.50748936362339e-05
2.3000000000000003,98865.01047671871,1002.8701992896739,999965.2519473156,8.656324090819147,1.1614555969761016,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-483.10397727257657,1.9829754551912517,0.34344292844874175,0.4011480797158696,30.0,6.01701210901892,39.098641351140046,0.0003384622719510287,2.982103649287196,0.8656324090819147,4.541291384176557e-05
2.31,98860.1599658395,1002.8825827241435,999965.1007904437,8.677965667163441,1.1701223008351234,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-483.03232301794003,1.9829026511012617,0.3434471692797102,0.40115303308965744,30.0,6.017085497488372,39.09863544090635,0.00033930845758609057,2.989559172337805,0.8677965667163442,4.575178196265332e-05
2.32,98855.3101721543,1002.8949653386851,999964.9496328969,8.699511984781584,1.1788105950130217,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-482.960684062512,1.9828298573729533,0.3434514098298861,0.40115798613547404,30.0,6.017158881011905,39.09862953064627,0.00034015091860495995,2.9969818787572553,0.8699511984781584,4.6091494265009146e-05
2.33,98850.4610955101,1002.9073471334083,999964.7984746755,8.720963466228813,1.1875203844334703,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-482.88906040194496,1.9827570740042444,0.343455650099307,0.40116293885336335,30.0,6.0172322595901795,39.09862362035982,0.00034098967152954663,3.004371914115826,0.8720963466228814,4.643204703134869e-05
2.34,98845.61273575379,1002.9197281084226,999964.6473157794,8.742320532205916,1.1962515744374767,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-482.81745203189234,1.9826843009930526,0.3434598900880104,0.4011678912433691,30.0,6.017305633223857,39.09861771004697,0.00034182473280925134,3.0117294233449377,0.8742320532205916,4.677343656050534e-05
2.35,98840.76509273244,1002.932108263838,999964.4961562086,8.763583601569007,1.2050040707811895,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-482.7458589480094,1.9826115383372982,0.34346412979603397,0.4011728433055352,30.0,6.017379001913596,39.098611799707754,0.00034265611882134815,3.0190545507405226,0.8763583601569007,4.7115659167544514e-05
2.36,98835.9181662931,1002.9444875997639,999964.3449959633,8.784753091339335,1.213777779633701,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-482.67428114595305,1.9825387860349002,0.3434683692234151,0.4011777950399056,30.0,6.017452365660059,39.09860588934217,0.000343483845871368,3.0263474399664005,0.8784753091339335,4.7458711183677716e-05
2.37,98831.07195628285,1002.95686611631,999964.1938350436,8.805829416713069,1.2225726075748549,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-482.60271862138154,1.9824660440837796,0.34347260837019156,0.401182746446524,30.0,6.017525724463907,39.098599978950205,0.000344307930193481,3.033608234057652,0.8805829416713069,4.7802588956176825e-05
2.38,98826.22646254885,1002.9692438135858,999964.0426734493,8.826812991071094,1.2313884615930466,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-482.5311713699548,1.982393312481856,0.3434768472364006,0.4011876975254343,30.0,6.0175990783257935,39.09859406853187,0.0003451283879508798,3.0408370754239917,0.8826812991071095,4.814728884828813e-05
2.39,98821.38168493827,1002.9816206917009,999963.8915111806,8.847704225988807,1.2402252490830339,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-482.45963938733394,1.9823205912270512,0.34348108582207987,0.4011926482766804,30.0,6.017672427246384,39.09858815808716,0.00034594523523616237,3.0480341058531435,0.8847704225988807,4.8492807239146624e-05
2.4,98816.53762329837,1002.9939967507648,999963.7403482376,8.868503531245908,1.2490828778437362,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-482.3881226691824,1.982247880317287,0.3434853241272669,0.40119759870030597,30.0,6.017745771226338,39.09858224761609,0.000346758488071715,3.0551994665142153,0.8868503531245908,4.883914052369009e-05
2.41,98811.69427747639,1003.0063719908871,999963.5891846203,8.889211314836194,1.2579612560760436,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-482.3166212111641,1.982175179750486,0.3434895621519992,0.40120254879635486,30.0,6.017819110266311,39.09857633711866,0.0003475681624100952,3.0623332979610685,0.8889211314836194,4.918628511257331e-05
2.42,98806.85164731967,1003.0187464121774,999963.4380203286,8.909827982977351,1.266860292380619,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-482.24513500894534,1.982102489524571,0.3434937998963143,0.401207498564871,30.0,6.017892444366966,39.098570426594854,0.0003483742741344144,3.069435740135697,0.8909827982977352,4.9534237432082205e-05
2.43,98802.00973267555,1003.0311200147449,999963.2868553628,8.930353940120753,1.2757798957557045,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-482.1736640581936,1.9820298096374656,0.34349803736024953,0.401212448005898,30.0,6.017965773528961,39.09856451604469,0.00034917683905872146,3.0765069323715992,0.8930353940120753,4.988299392404805e-05
2.44,98797.16853339145,1003.0434927986993,999963.1356897228,8.95078958896125,1.2847199755949257,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-482.1022083545782,1.981957140087094,0.3435022745438426,0.40121739711947974,30.0,6.018039097752956,39.09855860546816,0.0003499758729283849,3.0835470133971503,0.895078958896125,5.0232551045761595e-05
2.45,98792.3280493148,1003.0558647641499,999962.9845234088,8.97113532452536,1.2936804430234123,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-482.0307678937693,1.9818844808713811,0.34350651144713074,0.40122234590565997,30.0,6.018112417039608,39.09855269486528,0.0003507713911889416,3.090556119298986,0.897113532452536,5.0582905322215426e-05
2.46,98787.48828029312,1003.0682359112061,999962.8333564207,8.99139153191316,1.3026612114081604,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-481.9593426714395,1.9818118319882516,0.34351074807015164,0.40122729436448246,30.0,6.018185731389578,39.09854678423605,0.0003515634088978046,3.0975343827440835,0.8991391531913161,5.093405336605907e-05
2.47,98782.64922617393,1003.0806062399774,999962.6821887585,9.011558623467572,1.3116621879575878,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-481.8879326832625,1.9817391934356319,0.34351498441294265,0.401232242495991,30.0,6.018259040803523,39.09854087358046,0.0003523519421775821,3.104481945784578,0.9011558623467573,5.1285991549141684e-05
2.48,98777.8108868048,1003.0929757505731,999962.5310204225,9.031636994438857,1.3206832837416203,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-481.81653792491323,1.9816665652114476,0.3435192204755413,0.40123719030022925,30.0,6.0183323452821025,39.09853496289852,0.00035313700648255934,3.111398944584186,0.9031636994438857,5.1638716394297355e-05
2.49,98772.97326203335,1003.1053444431026,999962.3798514124,9.051627038342005,1.3297244102208574,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-481.74515839206873,1.9815939473136264,0.3435234562579849,0.40124213777724105,30.0,6.0184056448259735,39.09852905219022,0.0003539186171991724,3.1182855147088206,0.9051627038342005,5.199222443963553e-05
2.5,98768.13635170725,1003.1177123176751,999962.2286817285,9.07152914696587,1.3387854792445217,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-481.6737940804072,1.981521339740096,0.343527691760311,0.40124708492707006,30.0,6.018478939435796,39.09852314145559,0.00035469678964636554,3.1251417911297423,0.9071529146965871,5.2346512238460805e-05
2.5100000000000002,98763.3001556742,1003.1300793744001,999962.0775113708,9.091343710382343,1.3478664030484109,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-481.6024449856085,1.9814487424887834,0.3435319269825571,0.40125203174976004,30.0,6.018552229112228,39.0985172306946,0.0003554715390759496,3.131967908226717,0.9091343710382344,5.270157635919287e-05
2.52,98758.46467378194,1003.1424456133867,999961.9263403394,9.111071116955477,1.356967094252845,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-481.53111110335385,1.9813761555576175,0.3435361619247604,0.4012569782453547,30.0,6.018625513855928,39.09851131990727,0.0003562428806729592,3.138763999791162,0.9111071116955478,5.305741338528624e-05
2.5300000000000002,98753.62990587829,1003.1548110347442,999961.7751686341,9.13071175335066,1.3660874658606197,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-481.45979242932646,1.9813035789445281,0.3435403965869585,0.4012619244138977,30.0,6.018698793667552,39.0985054090936,0.0003570108295560108,3.145530199029302,0.913071175335066,5.341401991515023e-05
2.54,98748.79585181107,1003.167175638582,999961.6239962553,9.150266004543745,1.3752274312549548,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-481.3884889592106,1.9812310126474448,0.3435446309691888,0.4012668702554328,30.0,6.018772068547759,39.09849949825359,0.00035777540077766047,3.1522666385653197,0.9150266004543746,5.377139256206874e-05
2.5500000000000003,98743.96251142817,1003.1795394250091,999961.4728232028,9.16973425383022,1.384386904197446,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-481.31720068869225,1.9811584566642975,0.34354886507148863,0.40127181577000365,30.0,6.018845338497206,39.09849358738723,0.00035853660932476156,3.15897345044451,0.916973425383022,5.4129527954120136e-05
2.56,98739.12988457749,1003.1919023941348,999961.3216494768,9.189116882834336,1.3935657988260128,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-481.24592761345895,1.9810859109930172,0.3435530988938954,0.4012767609576539,30.0,6.018918603516552,39.09848767649454,0.0003592944701188225,3.1656507661364284,0.9189116882834336,5.44884227340971e-05
2.57,98734.29797110701,1003.2042645460683,999961.1704750772,9.20841427151828,1.4027640296528514,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-481.17466972919954,1.9810133756315353,0.34355733243644654,0.40128170581842737,30.0,6.018991863606454,39.09848176557552,0.0003600489980163647,3.172298716538047,0.9208414271518279,5.4848073559426495e-05
2.58,98729.46677086473,1003.2166258809187,999961.0193000042,9.22762679819131,1.4119815115623842,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-481.1034270316046,1.9809408505777841,0.34356156569917945,0.4012866503523675,30.0,6.019065118767567,39.098475854630166,0.0003608002078092802,3.178917431976906,0.922762679819131,5.5208477102089224e-05
2.59,98724.63628369872,1003.2289863987952,999960.8681242578,9.246754839518905,1.421218159809208,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-481.0321995163667,1.980868335829696,0.3435657986821314,0.40129159455951807,30.0,6.01913836900055,39.09846994365848,0.0003615481142251892,3.1855070422142626,0.9246754839518906,5.5569630048540036e-05
2.6,98719.80650945708,1003.2413460998068,999960.716947838,9.26579877053193,1.4304738900160476,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-480.96098717917897,1.9807958313852037,0.34357003138533987,0.40129653843992275,30.0,6.019211614306061,39.098464032660466,0.0003622927319277985,3.1920676764482496,0.926579877053193,5.5931529099627464e-05
2.61,98714.97744798791,1003.2537049840628,999960.5657707448,9.284758964635765,1.4397486181717036,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-480.8897900157367,1.9807233372422417,0.34357426380884215,0.40130148199362514,30.0,6.019284854684756,39.09845812163612,0.00036303407551725844,3.198599463317021,0.9284758964635765,5.629417097051361e-05
