Time,C,M,X,MI,XI,V1,V3,VM1,VM3,Kc,cell,reaction1,reaction2,reaction3,reaction4,reaction5,reaction6,reaction7
0.0,0.01,0.01,0.01,0.99,0.99,0.058823529411764705,0.01,3.0,1.0,0.5,1.0,0.025,0.0001,0.0008333333333333334,0.05852793378657996,1.0,0.009949748743718593,0.33333333333333337
0.01,0.010241906294284673,0.0027044295926726045,0.006928280026901353,0.9972955704073273,0.9930717199730984,0.06021794467256635,0.0027044295926726045,3.0,1.0,0.5,1.0,0.025,0.00010241906294284673,0.0005865932699941772,0.05991754453886081,0.5265340334691396,0.0026908813198453494,0.2904140417258939
0.02,0.010486115417050116,0.0004540178250053132,0.0043167071792945995,0.9995459821749945,0.9956832928207052,0.06162429359209883,0.0004540178250053132,3.0,1.0,0.5,1.0,0.025,0.00010486115417050117,0.00037119758523232655,0.061317566500031465,0.12486698051950468,0.000451749285956732,0.23166485198161138
0.03,0.010732218079636547,0.00023242147589469,0.0023546627794735786,0.9997675785241049,0.9976453372205262,0.0630401864209188,0.00023242147589469,3.0,1.0,0.5,1.0,0.025,0.00010732218079636548,0.00020557216524226592,0.0627264811035482,0.06662922997471692,0.00023126243457037188,0.16007958828821497
0.04,0.010979659920018925,0.0002225124875851966,0.0011125545530201429,0.9997774875124148,0.9988874454469794,0.0644624088661622,0.0002225124875851966,3.0,1.0,0.5,1.0,0.025,0.00010979659920018925,9.857653914025254e-05,0.06414162934200231,0.063909609057177,0.00022140423342486033,0.09100569519420015
0.05,0.011227881142183241,0.00022670538931809014,0.00046734905444751517,0.9997732946106817,0.9995326509455518,0.06588772770235823,0.00022670538931809014,3.0,1.0,0.5,1.0,0.025,0.00011227881142183242,4.200845080840446e-05,0.06555985410114012,0.0650616513936519,0.00022557697707034145,0.04274000523776158
0.06,0.011476470392033426,0.00023181292135626005,0.00018352643875868102,0.9997681870786433,0.9998164735612404,0.06731377329970042,0.00023181292135626005,3.0,1.0,0.5,1.0,0.025,0.00011476470392033425,1.6728652500872672e-05,0.0669788016407379,0.06646250301018976,0.00023065941259393517,0.017702855471750115
0.07,0.011725201941581933,0.0002369877048788081,7.057902173817538e-05,0.9997630122951208,0.9999294209782608,0.06873924850932281,0.0002369877048788081,3.0,1.0,0.5,1.0,0.025,0.00011725201941581933,6.5212609540141405e-06,0.068397181535976,0.06787901315617821,0.00023580857876342328,0.00695966096136109
0.08,0.011973974528135914,0.00024217295475070994,2.7714879396754926e-05,0.9997578270452492,0.9999722851206021,0.07016357348538158,0.00024217295475070994,3.0,1.0,0.5,1.0,0.025,0.00011973974528135914,2.5947451391684218e-06,0.06981441684486196,0.0692955831983494,0.00024096808095301292,0.0027562103322852174
0.09,0.012222747327532337,0.0002473639543503105,1.1777456022443198e-05,0.9997526360456495,0.9999882225439763,0.07158651616686228,0.0002473639543503105,3.0,1.0,0.5,1.0,0.025,0.00012222747327532337,1.1168575079913224e-06,0.07123027666273617,0.07071091975959687,0.00024613327348857786,0.0011749779520128854
