Time,X,Y,Z,kf,Kd,kf0,gamma,Ka,Kb,Kd0,cytoplasm,store,TF_synthesis,TF_degradation,TF_synthesis_basal,Calcium_Influx,Calcium_Influx_stimulation,Calcium_into_store,Calcium_into_cytoplasm,Leakage,Leakage_from_cytoplasm
2.01,12.346029785677125,0.9872242685409826,0.1643951678576263,6.623769413511379,9.884487145646041,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.2203870478667405,12.346029785677125,0.1,1.0,1.71,2.926706540306158,1.3155478963101725,0.6910569879786878,1.6439516785762631
2.02,12.286161582519547,0.9963034137672067,0.16590195925347376,6.646677148957549,9.88024497241527,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.238352869733239,12.286161582519547,0.1,1.0,1.71,2.9752576674919524,1.3823882253910227,0.6974123896370447,1.6590195925347375
2.03,12.22707783817876,1.0051274101170087,0.16750830895489394,6.671773000418192,9.875597592515149,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.25836496189054,12.22707783817876,0.1,1.0,1.71,3.0273104105397786,1.4547004294403412,0.703589187081906,1.6750830895489393
2.04,12.168792433341462,1.0136766682170144,0.1692234094302221,6.699349478223132,9.870490837366088,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.280698844544292,12.168792433341462,0.1,1.0,1.71,3.083216581078811,1.5331936484346096,0.70957366775191,1.692234094302221
2.05,12.111322184992195,1.0219278455410148,0.17105915940601396,6.7297764362024335,9.864856215518069,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.30570292028989,12.111322184992195,0.1,1.0,1.71,3.1434261805254358,1.6187499384968687,0.7153494918787103,1.7105915940601397
2.06,12.054687683496445,1.029852930379359,0.17303077187936478,6.763523947842062,9.858606676325545,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.333820011654596,12.054687683496445,0.1,1.0,1.71,3.2085110018427154,1.71247582542724,0.7208970512655514,1.7303077187936478
2.07,11.998914306130064,1.037418113618596,0.17515753996800795,6.801193141378066,9.851630899744801,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.365616389453997,11.998914306130064,0.1,1.0,1.71,3.279194730911233,1.8157712707625198,0.7261926795330171,1.7515753996800796
2.08,11.94403354901807,1.044582217956961,0.17746395945103272,6.843561070710848,9.843784986905398,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.401824025466418,11.94403354901807,0.1,1.0,1.71,3.356396690397038,1.93042882652436,0.7312075525698727,1.7746395945103273
2.09,11.890085050288702,1.051294231091213,0.17998155393404183,6.891650739013036,9.834879492775364,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.443406562873715,11.890085050288702,0.1,1.0,1.71,3.441301854736551,2.0587864879519238,0.735905961763849,1.7998155393404183
2.1,11.837119168898528,1.057490111931345,0.18275128229759924,6.946832234250014,9.824660697361109,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.4916545892463295,11.837119168898528,0.1,1.0,1.71,3.5354548204363256,2.20394698909596,0.7402430783519414,1.8275128229759923
2.11,11.785200549344655,1.0630882978696952,0.18582698304376719,7.010976368719355,9.81278215394086,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.548330395573345,11.785200549344655,0.1,1.0,1.71,3.640895361327475,2.3701074314359003,0.7441618085087865,1.858269830437672
2.12,11.734414424531487,1.0679815649621458,0.18928178751092875,7.086725690367577,9.798754501783783,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.615923466772238,11.734414424531487,0.1,1.0,1.71,3.760406171372669,2.5631345438075477,0.747587095473502,1.8928178751092875
2.13,11.684875075780669,1.072026051045916,0.1932168556513659,7.177919274558885,9.781866801007615,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.698050990733463,11.684875075780669,0.1,1.0,1.71,3.897859141850978,2.7914548401619075,0.7504182357321412,1.932168556513659
2.14,11.636739836450408,1.0750226658976418,0.1977765213946733,7.290354422637003,9.761045477289445,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.800176368884878,11.636739836450408,0.1,1.0,1.71,4.058815109209388,3.067627862358092,0.7525158661283492,1.977765213946733
2.15,11.590233580570404,1.0766842545058628,0.20317545562580364,7.4332311379470655,9.7345868263061,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.930972600004132,11.590233580570404,0.1,1.0,1.71,4.2516027297426255,3.411279813297335,0.7536789781541039,2.0317545562580364
2.16,11.545691395355806,1.0765776061963166,0.20974756237368775,7.622020769401654,9.699625783444137,6.0,9.0,0.5,0.5,10.0,1.0,1.0,7.10503197953331,11.545691395355806,0.1,1.0,1.71,4.489278755455769,3.854798529196627,0.7536043243374215,2.0974756237368775
2.17,11.503642322576113,1.074008660075341,0.21804445077216547,7.884796949881032,9.650963527799808,6.0,9.0,0.5,0.5,10.0,1.0,1.0,7.348852859597036,11.503642322576113,0.1,1.0,1.71,4.793591654877317,4.455553691367914,0.7518060620527386,2.1804445077216545
2.18,11.46498784576376,1.0677767188812646,0.22905019497286683,8.277820328066309,9.57818142072846,6.0,9.0,0.5,0.5,10.0,1.0,1.0,7.71560118053539,11.46498784576376,0.1,1.0,1.71,5.203659930088324,5.324824997146015,0.7474437032168851,2.290501949728668
2.19,11.431435488692443,1.055581595892534,0.2447087321532093,8.930102650654595,9.457388398026927,6.0,9.0,0.5,0.5,10.0,1.0,1.0,8.327431044839328,11.431435488692443,0.1,1.0,1.71,5.797267346669778,6.705836982418444,0.7389071171247739,2.4470873215320927
2.2,11.406754569302546,1.0323620591943468,0.26942799311535226,10.198848741253206,9.222435418286443,6.0,9.0,0.5,0.5,10.0,1.0,1.0,9.52380498866521,11.406754569302546,0.1,1.0,1.71,6.750778262348383,9.22007424460206,0.7226534414360427,2.6942799311535226
2.21,11.401379260159594,0.9848355977027703,0.3150941004061228,13.35651407426093,8.637682578840568,6.0,9.0,0.5,0.5,10.0,1.0,1.0,12.524298452688079,11.401379260159594,0.1,1.0,1.71,8.527519933183665,14.734967857795064,0.6893849183919392,3.150941004061228
2.22,11.452502535691117,0.8766844686384534,0.41451555413617924,23.32446322531417,6.791766069386265,6.0,9.0,0.5,0.5,10.0,1.0,1.0,22.176130618600315,11.452502535691117,0.1,1.0,1.71,12.2200367721839,27.129737531560288,0.6136791280469174,4.145155541361793
2.23,11.646047037113087,0.7001254293126925,0.5689574787464055,39.825435388797786,3.7360304835559646,6.0,9.0,0.5,0.5,10.0,1.0,1.0,38.7578251490658,11.646047037113087,0.1,1.0,1.71,16.927252713287526,33.02073712521247,0.49008780051888473,5.689574787464054
2.24,11.959141582781537,0.5763436298721013,0.6577346595112612,46.48137871599918,2.5034483859260783,6.0,9.0,0.5,0.5,10.0,1.0,1.0,45.68176270699798,11.959141582781537,0.1,1.0,1.71,19.012838433168238,27.036050831149176,0.4034405409104709,6.577346595112612
2.25,12.303893638954333,0.5185056154890877,0.6756045014434998,47.53871261906818,2.3076458112836713,6.0,9.0,0.5,0.5,10.0,1.0,1.0,46.82493779664002,12.303893638954333,0.1,1.0,1.71,19.383408800549645,22.767567691371816,0.3629539308423614,6.756045014434998
2.26,12.645254419335824,0.4928126540553523,0.6613891138935938,46.70474004365011,2.462085177101831,6.0,9.0,0.5,0.5,10.0,1.0,1.0,45.99651246532543,12.645254419335824,0.1,1.0,1.71,19.089886475684434,20.417037460676365,0.3449688578387466,6.613891138935938
2.27,12.970074016243759,0.4813667062522707,0.6350572706915146,45.00993106831804,2.775938691052215,6.0,9.0,0.5,0.5,10.0,1.0,1.0,44.27925436574915,12.970074016243759,0.1,1.0,1.71,18.519782674017804,18.916279004329205,0.3369566943765895,6.3505727069151465
2.28,13.271839414132131,0.476632169351207,0.6048810239957048,42.8129646540341,3.1827843233270183,6.0,9.0,0.5,0.5,10.0,1.0,1.0,42.053088405329824,13.271839414132131,0.1,1.0,1.71,17.822323870571942,17.749292184093427,0.33364251854584487,6.048810239957048
2.29,13.546685787900232,0.4755468855732573,0.574118333506151,40.27976196898375,3.6518959316696766,6.0,9.0,0.5,0.5,10.0,1.0,1.0,39.49383607630383,13.546685787900232,0.1,1.0,1.71,17.06030620427626,16.702451864242306,0.3328828199012801,5.7411833350615105
2.3,13.79211777079867,0.47690095532543697,0.5439673114103187,37.508556937846805,4.165082048546888,6.0,9.0,0.5,0.5,10.0,1.0,1.0,36.70487284757189,13.79211777079867,0.1,1.0,1.71,16.26123097361322,15.688085951277987,0.33383066872780587,5.439673114103187
2.31,14.00652745006829,0.48026401659002255,0.5147753974183389,34.5708436614035,4.7091030256660185,6.0,9.0,0.5,0.5,10.0,1.0,1.0,33.76046926129123,14.00652745006829,0.1,1.0,1.71,15.436715327845578,14.66849127101114,0.3361848116130158,5.147753974183389
2.32,14.188992597575805,0.48554541038646937,0.48653586960570927,31.52739943261346,5.272703808775284,6.0,9.0,0.5,0.5,10.0,1.0,1.0,30.722779557091844,14.188992597575805,0.1,1.0,1.71,14.590639629572404,13.62529507548736,0.33988178727052853,4.8653586960570925
2.33,14.339190831939542,0.49281197726698883,0.4590936292291317,28.435143949954792,5.845343712971333,6.0,9.0,0.5,0.5,10.0,1.0,1.0,27.649108915544694,14.339190831939542,0.1,1.0,1.71,13.722791248944914,12.547519264692887,0.3449683840868922,4.5909362922913175
2.34,14.457365079427747,0.502207128789989,0.43223592008550304,25.35073398563696,6.416530743400564,6.0,9.0,0.5,0.5,10.0,1.0,1.0,24.59567525492833,14.457365079427747,0.1,1.0,1.71,12.830766621861853,11.427519404800663,0.35154499015299223,4.322359200855031
2.35,14.54432121290522,0.5139054467157436,0.40574089281895365,22.333266915368988,6.975320941598335,6.0,9.0,0.5,0.5,10.0,1.0,1.0,21.620348282471987,14.54432121290522,0.1,1.0,1.71,11.911395013448997,10.26088195314514,0.35973381270102045,4.0574089281895365
2.36,14.601452030318013,0.528069483360087,0.3794196443819984,19.446925964959256,7.509828525007545,6.0,9.0,0.5,0.5,10.0,1.0,1.0,18.785235947196465,14.601452030318013,0.1,1.0,1.71,10.962498824273478,9.04916515695004,0.36964863835206085,3.7941964438199838
2.37,14.63078316501887,0.5447885112323182,0.3531715672921609,16.762704852240393,8.006906508844372,6.0,9.0,0.5,0.5,10.0,1.0,1.0,16.15830357564336,14.63078316501887,0.1,1.0,1.71,9.985597953507684,7.805112215372378,0.3813519578626227,3.5317156729216093
2.38,14.63501875739844,0.5639915938837011,0.3270588898174876,14.356147685712498,8.452565243386575,6.0,9.0,0.5,0.5,10.0,1.0,1.0,13.81110514973864,14.63501875739844,0.1,1.0,1.71,8.989684959446357,6.558759895247134,0.39479411571859074,3.270588898174876
2.39,14.617529048947029,0.5853522786974722,0.3013817671813183,12.296998488175277,8.83388916885643,6.0,9.0,0.5,0.5,10.0,1.0,1.0,11.808785586285977,14.617529048947029,0.1,1.0,1.71,7.994957415293819,5.35981334103147,0.4097465950882305,3.0138176718131833
2.4,14.582193007406602,0.6082429512527491,0.2766982828086293,10.630272671805466,9.142542097813804,6.0,9.0,0.5,0.5,10.0,1.0,1.0,10.192061621255895,14.582193007406602,0.1,1.0,1.71,7.033453418736866,4.269620739340991,0.42577006587692434,2.766982828086293
2.41,14.533060811118474,0.6318068386942467,0.25373039093624095,9.358290745092424,9.378094306464366,6.0,9.0,0.5,0.5,10.0,1.0,1.0,8.960431601752326,14.533060811118474,0.1,1.0,1.71,6.143453140533083,3.34175589454873,0.44226478708597267,2.5373039093624095
2.42,14.47391609650954,0.6551517563988154,0.23316318511707798,8.438299941558823,9.548462973785403,6.0,9.0,0.5,0.5,10.0,1.0,1.0,8.0704593752089,14.47391609650954,0.1,1.0,1.71,5.358539079494262,2.602423811456941,0.45860622947917073,2.33163185117078
2.43,14.40792219164462,0.6775646309957293,0.21544466584984745,7.799443037168357,9.666769807931786,6.0,9.0,0.5,0.5,10.0,1.0,1.0,7.452406497826083,14.40792219164462,0.1,1.0,1.71,4.697756609623579,2.0453083489224997,0.4742952416970105,2.1544466584984745
2.44,14.337481864528716,0.6986251727690234,0.200701336254725,7.366419200174921,9.746959407375016,6.0,9.0,0.5,0.5,10.0,1.0,1.0,7.032946190719487,14.337481864528716,0.1,1.0,1.71,4.162968576782611,1.6421479470304987,0.4890376209383163,2.00701336254725
2.45,14.26429520649866,0.7181919491069174,0.18878272200809817,7.075537151849437,9.800826453361214,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.750382162019606,14.26429520649866,0.1,1.0,1.71,3.7430735921905947,1.3577340999593208,0.5027343643748422,1.8878272200809818
2.46,14.189512169881581,0.7363171779934881,0.1793691897833477,6.8797743174556,9.837078830100817,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.559303176325284,14.189512169881581,0.1,1.0,1.71,3.4205899918577214,1.1600572822320068,0.5154220245954416,1.793691897833477
2.47,14.113894190571454,0.753154851743431,0.1720753034429599,6.747029915188085,9.861661126817022,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.428768389764461,14.113894190571454,0.1,1.0,1.71,3.176916374226198,1.0241016607290214,0.5272083962204016,1.720753034429599
2.48,14.037943913599781,0.7688934753321606,0.16651990905287534,6.656248311917585,9.878472534830076,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.338509730511288,14.037943913599781,0.1,1.0,1.71,2.9952463099873885,0.9318066723357568,0.5382254327325123,1.6651990905287533
2.49,13.961995348750152,0.7837179317115386,0.16236173321808892,6.593808360047362,9.890035488880118,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.275428032358024,13.961995348750152,0.1,1.0,1.71,2.8616158617441605,0.8706168378669447,0.548602552198077,1.623617332180889
2.5,13.886273639865335,0.7977914679311308,0.15931266754407677,6.550885994772549,9.897984075042121,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.231043548077988,13.886273639865335,0.1,1.0,1.71,2.7649586996927353,0.8319323885885694,0.5584540275517915,1.5931266754407678
2.51,13.810932831587058,0.8112503328715995,0.15713768594865682,6.52169780201512,9.903389295923127,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.199801766088829,13.810932831587058,0.1,1.0,1.71,2.6967181055685097,0.8098601930418069,0.5678752330101197,1.5713768594865682
2.52,13.736080740715686,0.824203617936703,0.1556500502601856,6.502401962234513,9.906962599586201,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.178014701037146,13.736080740715686,0.1,1.0,1.71,2.6503893063671113,0.8003455612227061,0.5769425325556921,1.5565005026018561
2.53,13.66179293837444,0.8367374835552406,0.15470250486655882,6.490389491322173,9.909187131236635,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.163178861353971,13.66179293837444,0.1,1.0,1.71,2.6210288799345403,0.8005514118738559,0.5857162384886684,1.547025048665588
2.54,13.588123923547512,0.848918103038565,0.15418083723140694,6.483867333045104,9.91039493832498,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.153574300314205,13.588123923547512,0.1,1.0,1.71,2.6049143773834795,0.8084841456641789,0.5942426721269954,1.5418083723140694
2.55,13.515113248086815,0.8607957406070166,0.15399680013261519,6.4815817704749135,9.910818190652794,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.147998775690887,13.515113248086815,0.1,1.0,1.71,2.599237878708628,0.8227262895004501,0.6025570184249116,1.5399680013261519
2.56,13.442789948108592,0.8724079022682731,0.1540826812986308,6.482647336606313,9.910620863591422,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.145603364236397,13.442789948108592,0.1,1.0,1.71,2.601886273651409,0.8422678263575907,0.6106855315877912,1.540826812986308
2.57,13.371175646986037,0.8837820650652214,0.15438672015964527,6.486433684676424,9.909919688022885,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.145783815397196,13.371175646986037,0.1,1.0,1.71,2.611269938416535,0.8663902538242086,0.618647445545655,1.5438672015964527
2.58,13.30028675930842,0.8949378740508224,0.15486945406336594,6.492490423637475,9.908798069696765,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.148108391540549,13.30028675930842,0.1,1.0,1.71,2.626193483644335,0.8945873456587816,0.6264565118355756,1.5486945406336594
2.59,13.230135747342832,0.9058885865132924,0.15550134178544237,6.500502497317109,9.907314352348683,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.15227498434125,13.230135747342832,0.1,1.0,1.71,2.645773774145064,0.9265211969620258,0.6341220105593046,1.5550134178544237
2.6,13.160732484095993,0.9166425322755114,0.15626030027790466,6.510252508576818,9.905508794707997,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.158074982911972,13.160732484095993,0.1,1.0,1.71,2.669359740889858,0.9619796341856692,0.6416497725928579,1.5626030027790465
2.61,13.092085057602292,0.9272040339868906,0.1571301461142423,6.521598647190235,9.903407657927735,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.165372075623112,13.092085057602292,0.1,1.0,1.71,2.696482582241913,1.0008533880357158,0.6490428237908233,1.571301461142423
2.62,13.024200396877708,0.9375740815708238,0.15809941912894124,6.534459792928883,9.90102596427243,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.174087933811143,13.024200396877708,0.1,1.0,1.71,2.726819132513079,1.0431213805835815,0.6563018570995766,1.5809941912894123
2.63,12.95708485197737,0.947750893791448,0.15916036083242927,6.548803752395353,9.898369675482343,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.184190917527704,12.95708485197737,0.1,1.0,1.71,2.760160669066916,1.0888383555353245,0.6634256256540135,1.5916036083242926
2.64,12.890744586684173,0.9577301805142137,0.1603083519585169,6.564642159914365,9.895436637052894,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.195691140231446,12.890744586684173,0.1,1.0,1.71,2.7963963627403015,1.1381325287359725,0.6704111263599495,1.603083519585169
2.65,12.825185994640067,0.9675053696170203,0.16154138255759642,6.582026253593811,9.89221736044559,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.208636383221638,12.825185994640067,0.1,1.0,1.71,2.8354979091648094,1.1912034624673393,0.6772537587319142,1.6154138255759642
2.66,12.760416065253846,0.9770676759760764,0.1628597382819694,6.601045933697413,9.888695197463441,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.223111138809662,12.760416065253846,0.1,1.0,1.71,2.8775110337778784,1.2483251339562842,0.6839473731832534,1.628597382819694
2.67,12.696442750054507,0.9864060525939686,0.16426582875393905,6.621831286582706,9.884846058040239,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.239237999965634,12.696442750054507,0.1,1.0,1.71,2.9225515924364016,1.3098531928069823,0.690484236815778,1.6426582875393905
2.68,12.633275346164124,0.9955070275403125,0.16576414514015972,6.64455667241756,9.880637653256008,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.257181483738684,12.633275346164124,0.1,1.0,1.71,2.9708059440162455,1.3762370030727458,0.6968549192782187,1.6576414514015971
2.69,12.57092492144524,1.0043544382790062,0.16736131747096547,6.669447325616377,9.876028273034004,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.277154234970367,12.57092492144524,0.1,1.0,1.71,3.022534765224544,1.448036687646813,0.7030481067953043,1.6736131747096548
2.7,12.509404959234564,1.0129288535849414,0.1690664197534785,6.696791363011215,9.87096456240533,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.299428359006347,12.509404959234564,0.1,1.0,1.71,3.078085275518533,1.5259511964693837,0.709050197509459,1.690664197534785
2.71,12.448731698930088,1.0212073360049607,0.17089104714185555,6.726950408475139,9.865379553986084,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.324345406828886,12.448731698930088,0.1,1.0,1.71,3.137896607113656,1.6108443510773127,0.7148451352034725,1.7089104714185555
2.72,12.388924887667182,1.0291626140955121,0.17284986993304463,6.7603808160295085,9.859188737772314,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.352336408259686,12.388924887667182,0.1,1.0,1.71,3.20252138534367,1.7037927087368316,0.7204138298668584,1.7284986993304463
2.73,12.330009273695731,1.036761263223585,0.1749619530103514,6.797673344156951,9.852282714045009,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.383959385255013,12.330009273695731,0.1,1.0,1.71,3.2726739445364745,1.8061724672592878,0.7257328842565094,1.749619530103514
2.74,12.272015633107813,1.0439627107130955,0.1772513606802945,6.839588778570676,9.844520596560987,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.419932945305087,12.272015633107813,0.1,1.0,1.71,3.3492569616467582,1.9197396891623832,0.7307738974991669,1.7725136068029452
2.75,12.214982310506633,1.0507172717261952,0.1797486544692899,6.887120112307171,9.835718497720894,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.461194993057957,12.214982310506633,0.1,1.0,1.71,3.4334200337172103,2.046766618782071,0.7355020902083366,1.797486544692899
2.76,12.158958563100885,1.0569620284332057,0.1824939809028643,6.941603966776758,9.825628895041342,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.509008056390493,12.158958563100885,0.1,1.0,1.71,3.5266759552546287,2.1902821389797946,0.739873419903244,1.824939809028643
2.77,12.104007465409142,1.0626171957836459,0.18553986477960935,7.00485866172637,9.813915062643266,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.5650896817039675,12.104007465409142,0.1,1.0,1.71,3.6310137725855216,2.354369071393592,0.743832037048552,1.8553986477960935
2.78,12.050212111521592,1.0675781533904898,0.18895745681836967,7.079444986206048,9.800102780332212,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.631858950756221,12.050212111521592,0.1,1.0,1.71,3.7491395415632076,2.544718003462963,0.7473047073733428,1.8895745681836966
2.79,11.997683683799666,1.0717049889057346,0.19284486668850084,7.169070142516663,9.78350552916358,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.712818358878013,11.997683683799666,0.1,1.0,1.71,3.8848066055394144,2.769474789152102,0.7501934922340142,1.9284486668850085
2.8,11.946575018995384,1.0748045758634255,0.19734172842018918,7.279312830579126,9.763090216559421,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.813239624378536,11.946575018995384,0.1,1.0,1.71,4.043391496909533,3.040740415599809,0.7523632031043977,1.9734172842018918
2.81,11.897104009881431,1.0765993301653138,0.20265499908307938,7.418986364227052,9.73722474736536,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.941453674251055,11.897104009881431,0.1,1.0,1.71,4.232918152242884,3.377344138328348,0.7536195311157197,2.0265499908307936
2.82,11.849593865830904,1.0766726887558122,0.2091048618592644,7.602818804990242,9.703181702779585,6.0,9.0,0.5,0.5,10.0,1.0,1.0,7.111388813794944,11.849593865830904,0.1,1.0,1.71,4.465898366195659,3.8101745841300567,0.7536708821290685,2.091048618592644
2.83,11.80455248956801,1.074360651742574,0.21721761358885186,7.857347869637669,9.65604669080784,6.0,9.0,0.5,0.5,10.0,1.0,1.0,7.3481590602905,11.80455248956801,0.1,1.0,1.71,4.763066554345266,4.393594613589221,0.7520524562198017,2.1721761358885185
2.84,11.76283856839973,1.0685236880156739,0.2279246577902103,8.23521667569704,9.58607098598203,6.0,9.0,0.5,0.5,10.0,1.0,1.0,7.701636846673721,11.76283856839973,0.1,1.0,1.71,5.161421749551735,5.23208063105851,0.7479665816109716,2.2792465779021027
2.85,11.726060870197811,1.0570014319212275,0.24304681651734183,8.855478224289948,9.4712077362426,6.0,9.0,0.5,0.5,10.0,1.0,1.0,8.284810079090342,11.726060870197811,0.1,1.0,1.71,5.733790363555742,6.551247401090902,0.7399010023448592,2.4304681651734183
2.86,11.69771394524334,1.0351063773839662,0.2666558921969977,10.041427061959947,9.251587581118528,6.0,9.0,0.5,0.5,10.0,1.0,1.0,9.40551529050825,11.69771394524334,0.1,1.0,1.71,6.643180646769267,8.918850459015058,0.7245744641687762,2.666558921969977
2.87,11.68724578910968,0.9907303276710085,0.3095642466388073,12.917965429990433,8.718895290742513,6.0,9.0,0.5,0.5,10.0,1.0,1.0,12.142864503784303,11.68724578910968,0.1,1.0,1.71,8.31304541074701,14.02353498677056,0.693511229369706,3.0956424663880733
2.88,11.727843759344378,0.8900691278330862,0.4023480349185055,21.953144264938686,7.045714025011354,6.0,9.0,0.5,0.5,10.0,1.0,1.0,20.88337678180796,11.727843759344378,0.1,1.0,1.71,11.790987096757135,25.815845281658504,0.6230483894831603,4.023480349185055
2.89,11.904445988709668,0.7151230464892284,0.5565471743054063,38.69880493425744,3.94466575291529,6.0,9.0,0.5,0.5,10.0,1.0,1.0,37.65079363092233,11.904445988709668,0.1,1.0,1.71,16.601035734303476,33.31580942773816,0.5005861325424599,5.565471743054063
2.9,12.20890613602155,0.5840874379360605,0.653401607242526,46.21167793115521,2.5533929757119984,6.0,9.0,0.5,0.5,10.0,1.0,1.0,45.43339176800844,12.20890613602155,0.1,1.0,1.71,18.92062776704859,27.547746436501058,0.4088612065552424,6.534016072425261
2.91,12.550368446317353,0.5219531823726726,0.675745981086006,47.546739377219815,2.3061593745889213,6.0,9.0,0.5,0.5,10.0,1.0,1.0,46.860643804750524,12.550368446317353,0.1,1.0,1.71,19.386281256392458,23.048583739176017,0.3653672276608708,6.757459810860061
2.92,12.890257908674226,0.49435114989208767,0.6633213978677039,46.8213401995457,2.4404925556396844,6.0,9.0,0.5,0.5,10.0,1.0,1.0,46.14359615289296,12.890257908674226,0.1,1.0,1.71,19.13036037865208,20.580033822778564,0.34604580492446135,6.633213978677039
2.93,13.214419550032112,0.48204280878221245,0.6376213780790837,45.183843117524894,2.743732756013908,6.0,9.0,0.5,0.5,10.0,1.0,1.0,44.484873995945584,13.214419550032112,0.1,1.0,1.71,18.57684243937122,19.031179485000262,0.3374299661475487,6.376213780790837
2.94,13.515994358025702,0.47687738318973255,0.6076090947168925,43.023171189158546,3.143857187192861,6.0,9.0,0.5,0.5,10.0,1.0,1.0,42.29529277287737,13.515994358025702,0.1,1.0,1.71,17.88737804227353,17.84601772272874,0.3338141682328128,6.076090947168925
2.95,13.790952750568117,0.4755342027047513,0.5768314010735347,40.51523203872356,3.6082903631993406,6.0,9.0,0.5,0.5,10.0,1.0,1.0,39.7608887672371,13.790952750568117,0.1,1.0,1.71,17.129644036763224,16.79318292636246,0.33287394189332586,5.768314010735347
2.96,14.036701631492082,0.47669662396897095,0.5466042754072299,37.76199892796337,4.11814834667345,6.0,9.0,0.5,0.5,10.0,1.0,1.0,36.988885710198375,14.036701631492082,0.1,1.0,1.71,16.333227394362673,15.777898995184197,0.3336876367782796,5.466042754072299
2.97,14.251561708806905,0.4798883334141029,0.517324437392551,34.83651420347149,4.659904777134909,6.0,9.0,0.5,0.5,10.0,1.0,1.0,34.05518268955383,14.251561708806905,0.1,1.0,1.71,15.510734258718067,14.759675898489286,0.335921833389872,5.17324437392551
2.98,14.434551117670674,0.48499843510013024,0.4890053866675818,31.800122778537364,5.222199485456045,6.0,9.0,0.5,0.5,10.0,1.0,1.0,31.022579104092323,14.434551117670674,0.1,1.0,1.71,14.666536050588876,13.719081301282214,0.33949890457009113,4.890053866675818
2.99,14.585292094151583,0.4920839714776344,0.46150050866133924,28.70991357591666,5.794460448904323,6.0,9.0,0.5,0.5,10.0,1.0,1.0,27.948635452387343,14.585292094151583,0.1,1.0,1.71,13.800691291057433,12.644719807013086,0.34445878003434405,4.615005086613392
3.0,14.703974398018497,0.5012834571047884,0.4346000903334518,25.62247654753821,6.366208046752184,6.0,9.0,0.5,0.5,10.0,1.0,1.0,24.889602550086483,14.703974398018497,0.1,1.0,1.71,12.910938773383085,11.52870233123568,0.35089841997335186,4.346000903334518
3.01,14.791350510612865,0.5127704102021949,0.4080813503307413,22.59657161662362,6.926560811736367,6.0,9.0,0.5,0.5,10.0,1.0,1.0,21.903132673162027,14.791350510612865,0.1,1.0,1.71,11.994110856523086,10.366256108755408,0.35893928714153644,4.080813503307413
