Time,Rabbit,Fox
11.01,287.0,628.0
11.02,283.0,606.0
11.03,267.0,600.0
11.04,277.0,557.0
11.05,269.0,531.0
11.06,281.0,504.0
11.07,295.0,473.0
11.08,306.0,456.0
11.09,300.0,439.0
11.1,309.0,416.0
11.11,317.0,392.0
11.12,322.0,383.0
11.13,335.0,366.0
11.14,352.0,348.0
11.15,356.0,336.0
11.16,365.0,322.0
11.17,373.0,315.0
11.18,387.0,306.0
11.19,400.0,301.0
11.2,428.0,285.0
11.21,455.0,278.0
11.22,484.0,263.0
11.23,509.0,249.0
11.24,536.0,236.0
11.25,567.0,228.0
11.26,605.0,222.0
11.27,631.0,230.0
11.28,644.0,255.0
11.29,669.0,274.0
11.3,688.0,289.0
11.31,699.0,305.0
11.32,707.0,320.0
11.33,720.0,348.0
11.34,723.0,377.0
11.35,750.0,385.0
11.36,758.0,404.0
11.37,775.0,418.0
11.38,792.0,439.0
11.39,797.0,466.0
11.4,788.0,503.0
11.41,803.0,509.0
11.42,809.0,521.0
11.43,819.0,522.0
11.44,845.0,526.0
11.45,859.0,537.0
11.46,861.0,568.0
11.47,860.0,585.0
11.48,881.0,590.0
11.49,898.0,594.0
11.5,934.0,586.0
11.51,977.0,580.0
11.52,1018.0,577.0
11.53,1063.0,582.0
11.54,1121.0,575.0
11.55,1192.0,572.0
11.56,1252.0,567.0
11.57,1321.0,551.0
11.58,1422.0,538.0
11.59,1508.0,545.0
11.6,1602.0,543.0
11.61,1685.0,564.0
11.62,1756.0,598.0
11.63,1853.0,631.0
11.64,1936.0,674.0
11.65,1988.0,742.0
11.66,2021.0,831.0
11.67,1976.0,995.0
11.68,1849.0,1185.0
11.69,1627.0,1464.0
11.7,1358.0,1778.0
11.71,1055.0,2043.0
11.72,990.0,2019.0
11.73,967.0,1934.0
11.74,987.0,1821.0
11.75,1023.0,1718.0
11.76,1055.0,1626.0
11.77,1073.0,1539.0
11.78,1087.0,1478.0
11.79,1121.0,1429.0
11.8,1116.0,1396.0
11.81,1114.0,1350.0
11.82,1088.0,1336.0
11.83,1110.0,1281.0
11.84,1162.0,1230.0
11.85,1224.0,1164.0
11.86,1281.0,1096.0
11.87,1350.0,1061.0
11.88,1413.0,1012.0
11.89,1474.0,1000.0
11.9,1499.0,995.0
11.91,1498.0,1038.0
11.92,1461.0,1094.0
11.93,1440.0,1155.0
11.94,1383.0,1235.0
11.95,1282.0,1357.0
11.96,1128.0,1504.0
11.97,983.0,1610.0
11.98,836.0,1702.0
11.99,749.0,1717.0
12.0,731.0,1639.0
12.01,719.0,1569.0
12.02,703.0,1495.0
12.03,712.0,1398.0
12.04,736.0,1305.0
12.05,762.0,1207.0
12.06,797.0,1141.0
12.07,822.0,1087.0
12.08,846.0,1030.0
12.09,874.0,985.0
12.1,915.0,924.0
12.11,926.0,891.0
12.12,959.0,877.0
12.13,1003.0,863.0
12.14,1030.0,854.0
12.15,1031.0,892.0
12.16,1008.0,917.0
12.17,981.0,933.0
12.18,950.0,973.0
12.19,923.0,1023.0
12.2,904.0,1025.0
12.21,905.0,1006.0
12.22,895.0,1026.0
12.23,883.0,1034.0
12.24,873.0,1033.0
12.25,866.0,1022.0
12.26,890.0,984.0
12.27,914.0,951.0
12.28,927.0,930.0
12.29,937.0,891.0
12.3,949.0,862.0
12.31,957.0,885.0
12.32,966.0,897.0
12.33,933.0,932.0
12.34,890.0,984.0
12.35,785.0,1065.0
12.36,663.0,1136.0
12.37,574.0,1203.0
12.38,518.0,1191.0
12.39,506.0,1150.0
12.4,507.0,1084.0
12.41,506.0,1027.0
12.42,517.0,975.0
12.43,505.0,928.0
12.44,485.0,887.0
12.45,493.0,849.0
12.46,493.0,813.0
12.47,504.0,782.0
12.48,485.0,760.0
12.49,472.0,730.0
12.5,488.0,699.0
12.51,497.0,651.0
12.52,500.0,638.0
12.53,495.0,625.0
12.54,511.0,611.0
12.55,535.0,575.0
12.56,549.0,558.0
12.57,575.0,531.0
12.58,592.0,525.0
12.59,624.0,503.0
12.6,654.0,489.0
12.61,677.0,471.0
12.62,720.0,455.0
12.63,742.0,460.0
12.64,778.0,456.0
12.65,808.0,456.0
12.66,844.0,461.0
12.67,902.0,445.0
12.68,955.0,450.0
12.69,1008.0,451.0
12.7,1051.0,458.0
12.71,1100.0,472.0
12.72,1146.0,497.0
12.73,1183.0,548.0
12.74,1208.0,594.0
12.75,1209.0,663.0
12.76,1193.0,731.0
12.77,1168.0,811.0
12.78,1141.0,896.0
12.79,1087.0,966.0
12.8,1051.0,1007.0
12.81,1004.0,1064.0
12.82,962.0,1094.0
12.83,926.0,1114.0
12.84,886.0,1132.0
12.85,861.0,1137.0
12.86,832.0,1129.0
12.87,822.0,1129.0
12.88,797.0,1119.0
12.89,814.0,1109.0
12.9,802.0,1096.0
12.91,794.0,1091.0
12.92,766.0,1086.0
12.93,752.0,1070.0
12.94,734.0,1076.0
12.95,746.0,1042.0
12.96,730.0,1022.0
12.97,726.0,991.0
12.98,726.0,980.0
12.99,728.0,954.0
13.0,731.0,924.0
13.01,710.0,914.0
13.02,693.0,903.0
13.03,679.0,890.0
13.04,661.0,875.0
13.05,663.0,845.0
13.06,683.0,814.0
13.07,689.0,783.0
13.08,674.0,784.0
13.09,675.0,778.0
13.1,668.0,775.0
13.11,637.0,782.0
13.12,625.0,771.0
13.13,590.0,789.0
13.14,574.0,765.0
13.15,574.0,735.0
13.16,578.0,707.0
13.17,564.0,721.0
13.18,560.0,702.0
13.19,572.0,689.0
13.2,575.0,672.0
13.21,575.0,649.0
13.22,597.0,620.0
13.23,609.0,606.0
13.24,620.0,592.0
13.25,632.0,567.0
13.26,634.0,570.0
13.27,644.0,565.0
13.28,662.0,552.0
13.29,664.0,568.0
13.3,670.0,570.0
13.31,672.0,568.0
13.32,699.0,556.0
13.33,738.0,544.0
13.34,755.0,536.0
13.35,788.0,517.0
13.36,815.0,511.0
13.37,827.0,520.0
13.38,857.0,501.0
13.39,901.0,492.0
13.4,943.0,492.0
13.41,986.0,487.0
13.42,1029.0,495.0
13.43,1064.0,513.0
13.44,1052.0,562.0
13.45,1042.0,612.0
13.46,1033.0,657.0
13.47,1074.0,663.0
13.48,1106.0,680.0
13.49,1129.0,700.0
13.5,1180.0,698.0
13.51,1199.0,715.0
13.52,1233.0,713.0
13.53,1226.0,746.0
13.54,1232.0,783.0
13.55,1243.0,808.0
13.56,1230.0,864.0
13.57,1193.0,925.0
13.58,1185.0,969.0
13.59,1170.0,1016.0
13.6,1121.0,1053.0
13.61,1108.0,1067.0
13.62,1088.0,1082.0
13.63,1094.0,1081.0
13.64,1097.0,1090.0
13.65,1095.0,1100.0
13.66,1093.0,1113.0
13.67,1060.0,1145.0
13.68,1025.0,1175.0
13.69,1008.0,1167.0
13.7,994.0,1169.0
13.71,1002.0,1144.0
13.72,981.0,1142.0
13.73,954.0,1121.0
13.74,950.0,1110.0
13.75,956.0,1101.0
13.76,966.0,1065.0
13.77,970.0,1054.0
13.78,990.0,1014.0
13.79,1028.0,1003.0
13.8,1021.0,984.0
13.81,1055.0,948.0
13.82,1076.0,917.0
13.83,1100.0,924.0
13.84,1115.0,927.0
13.85,1148.0,914.0
13.86,1163.0,936.0
13.87,1142.0,942.0
13.88,1154.0,965.0
13.89,1137.0,983.0
13.9,1139.0,988.0
13.91,1123.0,1028.0
13.92,1103.0,1074.0
13.93,1066.0,1135.0
13.94,1003.0,1183.0
13.95,934.0,1237.0
13.96,867.0,1301.0
13.97,780.0,1326.0
13.98,692.0,1365.0
13.99,620.0,1379.0
14.0,554.0,1380.0
14.01,520.0,1325.0
14.02,466.0,1308.0
14.03,404.0,1273.0
14.04,356.0,1233.0
14.05,323.0,1181.0
14.06,303.0,1119.0
14.07,284.0,1050.0
14.08,274.0,995.0
14.09,265.0,941.0
14.1,256.0,882.0
14.11,255.0,821.0
14.12,247.0,764.0
14.13,243.0,703.0
14.14,249.0,656.0
14.15,256.0,621.0
14.16,265.0,577.0
14.17,271.0,533.0
14.18,282.0,495.0
14.19,293.0,483.0
14.2,302.0,449.0
14.21,312.0,424.0
14.22,312.0,407.0
14.23,315.0,391.0
14.24,332.0,377.0
14.25,356.0,349.0
14.26,367.0,339.0
14.27,384.0,328.0
14.28,401.0,315.0
14.29,431.0,299.0
14.3,459.0,281.0
14.31,505.0,269.0
14.32,532.0,258.0
14.33,567.0,244.0
14.34,597.0,235.0
14.35,640.0,221.0
14.36,678.0,211.0
14.37,713.0,211.0
14.38,743.0,214.0
14.39,787.0,211.0
14.4,846.0,221.0
14.41,891.0,230.0
14.42,977.0,233.0
14.43,1041.0,247.0
14.44,1111.0,260.0
14.45,1152.0,287.0
14.46,1209.0,318.0
14.47,1230.0,354.0
14.48,1265.0,393.0
14.49,1299.0,426.0
14.5,1351.0,471.0
14.51,1408.0,504.0
14.52,1468.0,549.0
14.53,1478.0,610.0
14.54,1476.0,694.0
14.55,1485.0,767.0
14.56,1466.0,837.0
14.57,1462.0,910.0
14.58,1446.0,975.0
14.59,1422.0,1046.0
14.6,1398.0,1085.0
14.61,1364.0,1127.0
14.62,1371.0,1126.0
14.63,1402.0,1142.0
14.64,1429.0,1131.0
14.65,1465.0,1121.0
14.66,1502.0,1134.0
14.67,1545.0,1144.0
14.68,1598.0,1129.0
14.69,1641.0,1113.0
14.7,1693.0,1119.0
14.71,1774.0,1091.0
14.72,1862.0,1077.0
14.73,1925.0,1083.0
14.74,2026.0,1052.0
14.75,2146.0,1023.0
14.76,2255.0,1012.0
14.77,2425.0,973.0
14.78,2572.0,936.0
14.79,2748.0,908.0
14.8,2943.0,892.0
14.81,3134.0,863.0
14.82,3357.0,832.0
14.83,3598.0,828.0
14.84,3860.0,831.0
14.85,4134.0,850.0
14.86,4424.0,894.0
14.87,4712.0,945.0
14.88,5049.0,1002.0
14.89,5353.0,1076.0
14.9,5649.0,1180.0
14.91,5971.0,1296.0
14.92,6274.0,1427.0
14.93,6605.0,1588.0
14.94,6936.0,1758.0
14.95,7317.0,1900.0
14.96,7684.0,2058.0
14.97,8047.0,2234.0
14.98,8415.0,2413.0
14.99,8736.0,2634.0
15.0,8978.0,2966.0
15.01,9097.0,3417.0
15.02,9050.0,4011.0
15.03,8827.0,4719.0
15.04,8425.0,5463.0
15.05,7843.0,6306.0
15.06,7065.0,7266.0
15.07,6037.0,8246.0
15.08,4823.0,9277.0
15.09,3602.0,10050.0
15.1,2618.0,10419.0
15.11,1888.0,10372.0
15.12,1470.0,10043.0
15.13,1144.0,9578.0
15.14,962.0,8984.0
15.15,804.0,8416.0
15.16,710.0,7764.0
15.17,691.0,7083.0
15.18,720.0,6470.0
15.19,719.0,5929.0
15.2,725.0,5449.0
15.21,753.0,4968.0
15.22,771.0,4553.0
15.23,792.0,4216.0
15.24,791.0,3880.0
15.25,784.0,3591.0
15.26,755.0,3356.0
15.27,716.0,3134.0
15.28,665.0,2986.0
15.29,631.0,2844.0
15.3,588.0,2676.0
15.31,552.0,2546.0
15.32,515.0,2371.0
15.33,492.0,2221.0
15.34,474.0,2091.0
15.35,463.0,1953.0
15.36,443.0,1830.0
15.37,438.0,1705.0
15.38,448.0,1581.0
15.39,451.0,1475.0
15.4,460.0,1365.0
15.41,461.0,1278.0
15.42,474.0,1182.0
15.43,483.0,1098.0
15.44,507.0,1016.0
15.45,529.0,952.0
15.46,567.0,891.0
15.47,592.0,824.0
15.48,639.0,774.0
15.49,672.0,744.0
15.5,702.0,719.0
15.51,728.0,695.0
15.52,754.0,674.0
15.53,758.0,679.0
15.54,752.0,680.0
15.55,734.0,695.0
15.56,689.0,737.0
15.57,619.0,787.0
15.58,585.0,815.0
15.59,532.0,844.0
15.6,497.0,837.0
15.61,469.0,843.0
15.62,467.0,818.0
15.63,474.0,770.0
15.64,469.0,758.0
15.65,474.0,752.0
15.66,478.0,733.0
15.67,473.0,724.0
15.68,485.0,693.0
15.69,486.0,669.0
15.7,497.0,629.0
15.71,494.0,614.0
15.72,488.0,594.0
15.73,488.0,573.0
15.74,488.0,565.0
15.75,492.0,539.0
15.76,512.0,525.0
15.77,517.0,513.0
15.78,525.0,498.0
15.79,534.0,475.0
15.8,560.0,459.0
15.81,558.0,453.0
15.82,589.0,451.0
15.83,597.0,447.0
15.84,608.0,452.0
15.85,613.0,459.0
15.86,608.0,483.0
15.87,614.0,496.0
15.88,603.0,515.0
15.89,593.0,548.0
15.9,556.0,583.0
15.91,514.0,636.0
15.92,462.0,667.0
15.93,433.0,680.0
15.94,424.0,669.0
15.95,423.0,642.0
15.96,437.0,624.0
15.97,451.0,592.0
15.98,460.0,567.0
15.99,494.0,545.0
16.0,518.0,511.0
16.01,546.0,488.0
16.02,577.0,466.0
16.03,613.0,448.0
16.04,648.0,434.0
16.05,682.0,419.0
16.06,705.0,394.0
16.07,733.0,383.0
16.08,759.0,373.0
16.09,799.0,371.0
16.1,837.0,365.0
16.11,883.0,361.0
16.12,933.0,362.0
16.13,986.0,364.0
16.14,1044.0,369.0
16.15,1121.0,371.0
16.16,1188.0,379.0
16.17,1276.0,387.0
16.18,1367.0,367.0
16.19,1465.0,380.0
16.2,1559.0,398.0
16.21,1671.0,391.0
16.22,1788.0,391.0
16.23,1938.0,393.0
16.24,2054.0,395.0
16.25,2208.0,413.0
16.26,2377.0,431.0
16.27,2524.0,461.0
16.28,2706.0,473.0
16.29,2878.0,514.0
16.3,3079.0,524.0
16.31,3327.0,527.0
16.32,3562.0,535.0
16.33,3854.0,553.0
16.34,4176.0,557.0
16.35,4486.0,583.0
16.36,4818.0,622.0
16.37,5184.0,674.0
16.38,5570.0,746.0
16.39,5900.0,839.0
16.4,6242.0,956.0
16.41,6602.0,1117.0
16.42,6967.0,1275.0
16.43,7339.0,1500.0
16.44,7679.0,1761.0
16.45,7862.0,2136.0
16.46,7947.0,2604.0
16.47,7819.0,3201.0
16.48,7564.0,3939.0
16.49,6921.0,4904.0
16.5,6043.0,5967.0
16.51,5117.0,6912.0
16.52,4277.0,7683.0
16.53,3470.0,8215.0
16.54,2753.0,8475.0
16.55,2135.0,8622.0
16.56,1578.0,8568.0
16.57,1142.0,8352.0
16.58,748.0,8075.0
16.59,428.0,7693.0
16.6,291.0,7142.0
16.61,252.0,6551.0
16.62,246.0,5955.0
16.63,247.0,5407.0
16.64,245.0,4904.0
16.65,245.0,4454.0
16.66,233.0,4061.0
16.67,226.0,3690.0
16.68,226.0,3349.0
16.69,224.0,3041.0
16.7,229.0,2803.0
16.71,224.0,2568.0
16.72,226.0,2346.0
16.73,217.0,2132.0
16.74,220.0,1931.0
16.75,232.0,1750.0
16.76,248.0,1592.0
16.77,256.0,1459.0
16.78,274.0,1340.0
16.79,294.0,1213.0
16.8,312.0,1106.0
16.81,329.0,999.0
16.82,351.0,920.0
16.83,383.0,842.0
16.84,402.0,795.0
16.85,424.0,727.0
16.86,457.0,670.0
16.87,492.0,611.0
16.88,530.0,560.0
16.89,558.0,535.0
16.9,594.0,507.0
16.91,630.0,473.0
16.92,661.0,456.0
16.93,710.0,418.0
16.94,755.0,399.0
16.95,792.0,381.0
16.96,823.0,403.0
16.97,832.0,417.0
16.98,854.0,450.0
16.99,853.0,492.0
17.0,863.0,524.0
17.01,866.0,552.0
17.02,845.0,598.0
17.03,841.0,642.0
17.04,818.0,679.0
17.05,800.0,713.0
17.06,791.0,718.0
17.07,805.0,712.0
17.08,828.0,700.0
17.09,841.0,676.0
17.1,856.0,680.0
17.11,892.0,661.0
17.12,929.0,660.0
17.13,952.0,649.0
17.14,991.0,613.0
17.15,1037.0,605.0
17.16,1075.0,603.0
17.17,1112.0,625.0
17.18,1139.0,656.0
17.19,1166.0,664.0
17.2,1179.0,685.0
17.21,1196.0,729.0
17.22,1187.0,798.0
17.23,1146.0,863.0
17.24,1112.0,924.0
17.25,1085.0,975.0
17.26,1081.0,1006.0
17.27,1079.0,1022.0
17.28,1084.0,1025.0
17.29,1073.0,1031.0
17.3,1046.0,1049.0
17.31,1049.0,1032.0
17.32,1053.0,1023.0
17.33,1093.0,997.0
17.34,1095.0,978.0
17.35,1124.0,968.0
17.36,1137.0,950.0
17.37,1141.0,961.0
17.38,1166.0,952.0
17.39,1195.0,965.0
17.4,1206.0,958.0
17.41,1223.0,981.0
17.42,1222.0,1004.0
17.43,1208.0,1058.0
17.44,1146.0,1118.0
17.45,1077.0,1213.0
17.46,991.0,1266.0
17.47,911.0,1304.0
17.48,862.0,1305.0
17.49,834.0,1301.0
17.5,799.0,1288.0
17.51,774.0,1280.0
17.52,766.0,1245.0
17.53,756.0,1211.0
17.54,741.0,1185.0
17.55,719.0,1167.0
17.56,688.0,1135.0
17.57,657.0,1110.0
17.58,625.0,1098.0
17.59,597.0,1089.0
17.6,582.0,1067.0
17.61,555.0,1047.0
17.62,547.0,1008.0
17.63,549.0,978.0
17.64,532.0,954.0
17.65,505.0,949.0
17.66,498.0,901.0
17.67,489.0,884.0
17.68,484.0,868.0
17.69,462.0,844.0
17.7,456.0,819.0
17.71,461.0,777.0
17.72,472.0,752.0
17.73,482.0,703.0
17.74,491.0,671.0
17.75,501.0,638.0
17.76,502.0,609.0
17.77,511.0,580.0
17.78,530.0,557.0
17.79,539.0,548.0
17.8,546.0,544.0
17.81,562.0,533.0
17.82,570.0,511.0
17.83,566.0,514.0
17.84,566.0,524.0
17.85,564.0,540.0
17.86,563.0,542.0
17.87,564.0,557.0
17.88,579.0,565.0
17.89,567.0,580.0
17.9,549.0,590.0
17.91,525.0,615.0
17.92,497.0,634.0
17.93,488.0,621.0
17.94,479.0,617.0
17.95,476.0,610.0
17.96,480.0,598.0
17.97,488.0,561.0
17.98,477.0,564.0
17.99,465.0,556.0
18.0,473.0,554.0
18.01,474.0,542.0
18.02,488.0,531.0
18.03,481.0,537.0
18.04,490.0,535.0
18.05,485.0,528.0
18.06,493.0,522.0
18.07,510.0,510.0
18.08,515.0,500.0
18.09,521.0,491.0
18.1,534.0,482.0
18.11,551.0,470.0
18.12,546.0,471.0
18.13,558.0,469.0
18.14,590.0,458.0
18.15,622.0,450.0
18.16,633.0,437.0
18.17,656.0,439.0
18.18,676.0,445.0
18.19,708.0,446.0
18.2,735.0,463.0
18.21,769.0,447.0
18.22,801.0,442.0
18.23,843.0,448.0
18.24,860.0,463.0
18.25,894.0,465.0
18.26,935.0,472.0
18.27,972.0,480.0
18.28,1007.0,488.0
18.29,1035.0,497.0
18.3,1069.0,518.0
18.31,1098.0,528.0
18.32,1132.0,532.0
18.33,1157.0,573.0
18.34,1185.0,608.0
18.35,1194.0,656.0
18.36,1191.0,700.0
18.37,1187.0,757.0
18.38,1144.0,828.0
18.39,1121.0,869.0
18.4,1111.0,903.0
18.41,1087.0,951.0
18.42,1066.0,1002.0
18.43,1003.0,1055.0
18.44,949.0,1108.0
18.45,890.0,1143.0
18.46,837.0,1162.0
18.47,800.0,1172.0
18.48,754.0,1182.0
18.49,718.0,1170.0
18.5,721.0,1128.0
18.51,715.0,1067.0
18.52,703.0,1043.0
18.53,722.0,1013.0
18.54,743.0,960.0
18.55,759.0,926.0
18.56,792.0,867.0
18.57,819.0,819.0
18.58,832.0,798.0
18.59,853.0,787.0
18.6,886.0,767.0
18.61,914.0,746.0
18.62,920.0,739.0
18.63,942.0,719.0
18.64,973.0,714.0
18.65,1004.0,712.0
18.66,1036.0,727.0
18.67,1032.0,770.0
18.68,1056.0,791.0
18.69,1079.0,805.0
18.7,1045.0,842.0
18.71,1049.0,862.0
18.72,1072.0,864.0
18.73,1084.0,857.0
18.74,1090.0,864.0
18.75,1138.0,872.0
18.76,1133.0,902.0
18.77,1142.0,910.0
18.78,1147.0,918.0
18.79,1161.0,911.0
18.8,1169.0,916.0
18.81,1177.0,935.0
18.82,1191.0,937.0
18.83,1177.0,968.0
18.84,1200.0,970.0
18.85,1243.0,950.0
18.86,1277.0,935.0
18.87,1316.0,915.0
18.88,1383.0,899.0
18.89,1463.0,880.0
18.9,1547.0,888.0
18.91,1626.0,872.0
18.92,1695.0,847.0
18.93,1765.0,850.0
18.94,1820.0,906.0
18.95,1850.0,983.0
18.96,1824.0,1064.0
18.97,1756.0,1199.0
18.98,1608.0,1397.0
18.99,1405.0,1607.0
19.0,1212.0,1796.0
19.01,1086.0,1884.0
19.02,977.0,1923.0
19.03,877.0,1942.0
19.04,752.0,1944.0
19.05,645.0,1952.0
19.06,583.0,1898.0
19.07,557.0,1808.0
19.08,557.0,1679.0
19.09,574.0,1558.0
19.1,598.0,1435.0
19.11,621.0,1340.0
19.12,629.0,1268.0
19.13,632.0,1179.0
19.14,641.0,1110.0
19.15,657.0,1045.0
19.16,663.0,1010.0
19.17,657.0,982.0
19.18,636.0,958.0
19.19,627.0,931.0
19.2,619.0,896.0
19.21,629.0,863.0
19.22,616.0,836.0
19.23,627.0,810.0
19.24,646.0,772.0
19.25,644.0,763.0
19.26,664.0,753.0
19.27,670.0,729.0
19.28,710.0,690.0
19.29,735.0,658.0
19.3,747.0,650.0
19.31,764.0,637.0
19.32,798.0,620.0
19.33,848.0,595.0
19.34,911.0,578.0
19.35,951.0,559.0
19.36,1010.0,553.0
19.37,1065.0,560.0
19.38,1078.0,578.0
19.39,1102.0,615.0
19.4,1128.0,648.0
19.41,1142.0,691.0
19.42,1145.0,747.0
19.43,1103.0,825.0
19.44,1072.0,893.0
19.45,1041.0,948.0
19.46,980.0,1006.0
19.47,970.0,1056.0
19.48,904.0,1109.0
19.49,863.0,1133.0
19.5,818.0,1140.0
19.51,759.0,1175.0
19.52,707.0,1186.0
19.53,660.0,1192.0
19.54,619.0,1176.0
19.55,579.0,1177.0
19.56,512.0,1166.0
19.57,471.0,1129.0
19.58,459.0,1106.0
19.59,436.0,1049.0
19.6,422.0,1010.0
19.61,386.0,984.0
19.62,377.0,946.0
19.63,371.0,918.0
19.64,366.0,872.0
19.65,356.0,832.0
19.66,362.0,785.0
19.67,363.0,742.0
19.68,358.0,708.0
19.69,362.0,668.0
19.7,369.0,643.0
19.71,383.0,621.0
19.72,389.0,587.0
19.73,398.0,562.0
19.74,404.0,542.0
19.75,420.0,514.0
19.76,424.0,501.0
19.77,430.0,485.0
19.78,447.0,474.0
19.79,465.0,470.0
19.8,484.0,463.0
19.81,495.0,456.0
19.82,497.0,448.0
19.83,502.0,446.0
19.84,485.0,462.0
19.85,488.0,472.0
19.86,476.0,480.0
19.87,463.0,504.0
19.88,453.0,512.0
19.89,437.0,522.0
19.9,430.0,519.0
19.91,443.0,511.0
19.92,449.0,485.0
19.93,442.0,480.0
19.94,450.0,474.0
19.95,479.0,453.0
19.96,493.0,460.0
19.97,492.0,450.0
19.98,502.0,435.0
19.99,508.0,437.0
20.0,505.0,440.0
