Time,acc,toc1_mrna,toc1_1,toc1_2,cca1_mrna,cca1_c,cca1_n,toc1luc_mrna,toc1luc_1,toc1luc_2,cca1luc_mrna,cca1luc,luc_mrna,luc,toc1luc,D_luc,D_mrna_luc,acc_rate,R_toc1_cca1,H_toc1_cca1,L_toc1,R_toc1_acc,D_mrna_toc1,T_toc1,Di_toc1_12_l,Di_toc1_12_d,D_toc1_2_l,D_toc1_2_d,H_cca1_toc1,R_cca1_toc1_2_l,R_cca1_toc1_2_d,D_mrna_cca1,T_cca1,Di_cca1_cn,D_cca1_l,D_cca1_d,effcopies_cca1_LHY7,effcopies_toc1_TOC8,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,compartment,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24,reaction_25,reaction_26,reaction_27,reaction_28,reaction_30,reaction_32
0.0,0.272067372878265,0.0385665277682963,0.206521274112594,0.312711901675853,0.104555645465821,0.051315426489096,3.07283764226433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182881217463259,1.0,0.0820132250303287,1.08706126858966,2.07807738692343,0.0001,0.231107032949407,0.29213049778373,0.769970172977886,0.136490583368648,0.326619492089715,0.461550559180802,0.356613920551118,2.5007062880634,3.27520292103832,1.38563901682266,1.33082080954527,4.90486610428652,10.0,0.424177877449438,0.269380178154091,1.13965755508623,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.022313122675275496,0.004726990571181293,0.11151741725962167,0.029695076056911542,0.06745387365637626,0.011266458954742443,0.10993849251727633,0.13914482874135214,0.512831441457104,0.5131542648909599,0.013823358729685839,0.8277615515117621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.27266412905846293,0.038501396583408676,0.20653608149490976,0.3115531473526137,0.10827717156894894,0.051193791171810735,3.064944242732354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182881217463259,1.0,0.0820132250303287,1.08706126858966,2.07807738692343,0.0001,0.231107032949407,0.29213049778373,0.769970172977886,0.136490583368648,0.326619492089715,0.461550559180802,0.356613920551118,2.5007062880634,3.27520292103832,1.38563901682266,1.33082080954527,4.90486610428652,10.0,0.424177877449438,0.269380178154091,1.13965755508623,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0820132250303287,0.02236206457417031,0.004760645872276232,0.14379752937513765,0.029644926987217365,0.02819023024991486,0.011247432149279979,0.5126224395540702,0.14409751312266073,0.5310850286965537,0.5119379117181073,0.021715273677848455,1.300081543383085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.27326039612535297,0.03843679220609285,0.20655036965746013,0.3103997476687895,0.11192648165180541,0.051255889047074815,3.057081380474366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182881217463259,1.0,0.0820132250303287,1.08706126858966,2.07807738692343,0.0001,0.231107032949407,0.29213049778373,0.769970172977886,0.136490583368648,0.326619492089715,0.461550559180802,0.356613920551118,2.5007062880634,3.27520292103832,1.38563901682266,1.33082080954527,4.90486610428652,10.0,0.424177877449438,0.269380178154091,1.13965755508623,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0820132250303287,0.022410966359305336,0.0047944680333319445,0.14326517710610964,0.02959518354364037,0.028192180449556622,0.011228559240375698,0.5103049040801081,0.1489540909214095,0.5489844060259874,0.5125588904707481,0.021741614222772095,1.2967462911598144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03,0.27385617437018306,0.03837271460268859,0.206564143200624,0.30925167868205267,0.1155045208877126,0.05148051525979403,3.049265936151201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182881217463259,1.0,0.0820132250303287,1.08706126858966,2.07807738692343,0.0001,0.231107032949407,0.29213049778373,0.769970172977886,0.136490583368648,0.326619492089715,0.461550559180802,0.356613920551118,2.5007062880634,3.27520292103832,1.38563901682266,1.33082080954527,4.90486610428652,10.0,0.424177877449438,0.269380178154091,1.13965755508623,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0820132250303287,0.02245982805456676,0.004828405919617001,0.14273528522330312,0.029545845700263182,0.028194060408498114,0.011209840218196423,0.5079890693007028,0.15371581999392422,0.5665342093939959,0.5148051525979404,0.021836895692902838,1.29343115257549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.2744514641972053,0.03830916314291224,0.20657740692668608,0.30810891488978254,0.11901225880300975,0.05184809314932073,3.041513088001606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182881217463259,1.0,0.0820132250303287,1.08706126858966,2.07807738692343,0.0001,0.231107032949407,0.29213049778373,0.769970172977886,0.136490583368648,0.326619492089715,0.461550559180802,0.356613920551118,2.5007062880634,3.27520292103832,1.38563901682266,1.33082080954527,4.90486610428652,10.0,0.424177877449438,0.269380178154091,1.13965755508623,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0820132250303287,0.0225086496931086,0.004862411701924266,0.14220784195596928,0.02949691297178619,0.028195870782205968,0.011191274898617076,0.5056750398409974,0.15838399060603262,0.5837391941974576,0.5184809314932073,0.021992814101879615,1.290142565903207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.27504626600899246,0.038246136816225074,0.20659016560298787,0.3069714310172638,0.1224506501892793,0.052340809087722324,3.033836328514238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182881217463259,1.0,0.0820132250303287,1.08706126858966,2.07807738692343,0.0001,0.231107032949407,0.29213049778373,0.769970172977886,0.136490583368648,0.326619492089715,0.461550559180802,0.356613920551118,2.5007062880634,3.27520292103832,1.38563901682266,1.33082080954527,4.90486610428652,10.0,0.424177877449438,0.269380178154091,1.13965755508623,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0820132250303287,0.02255743130794715,0.004896441018906384,0.1416828356385491,0.029448384580124713,0.028197612221377413,0.011172862986428474,0.5033629200421358,0.16295987341424134,0.6006040435612418,0.5234080908772233,0.02220181330281631,1.2868862543581654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.27564058020480176,0.03818363409760422,0.20660242394210995,0.3058392021300708,0.125820628377339,0.052943244293590465,3.026246867680742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182881217463259,1.0,0.0820132250303287,1.08706126858966,2.07807738692343,0.0001,0.231107032949407,0.29213049778373,0.769970172977886,0.136490583368648,0.326619492089715,0.461550559180802,0.356613920551118,2.5007062880634,3.27520292103832,1.38563901682266,1.33082080954527,4.90486610428652,10.0,0.424177877449438,0.269380178154091,1.13965755508623,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0820132250303287,0.022606172931826776,0.00493045505368423,0.1411602547625445,0.029400259351056623,0.028199285369235317,0.011154604036124926,0.5010528141781461,0.16744471051462487,0.6171333353480407,0.5294324429359046,0.022457352989742274,1.2836669729708274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07,0.27623440718416065,0.03812165311036106,0.20661418664496267,0.3047122033704316,0.12912311730802484,0.05364144868417563,3.0187545009548917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182881217463259,1.0,0.0820132250303287,1.08706126858966,2.07807738692343,0.0001,0.231107032949407,0.29213049778373,0.769970172977886,0.136490583368648,0.326619492089715,0.461550559180802,0.356613920551118,2.5007062880634,3.27520292103832,1.38563901682266,1.33082080954527,4.90486610428652,10.0,0.424177877449438,0.269380178154091,1.13965755508623,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0820132250303287,0.022654874597514016,0.004964418125071136,0.14064008785483698,0.02935253583958767,0.028200890867409675,0.011136497499468457,0.4987448259065947,0.17183973150687448,0.6333316013639431,0.5364144868417563,0.02275351584616657,1.2804888767559834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.2768277473464724,0.03806019163554177,0.20662545839200838,0.30359040999094017,0.13235902993175025,0.05442291525642338,3.011367642723559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182881217463259,1.0,0.0820132250303287,1.08706126858966,2.07807738692343,0.0001,0.231107032949407,0.29213049778373,0.769970172977886,0.136490583368648,0.326619492089715,0.461550559180802,0.356613920551118,2.5007062880634,3.27520292103832,1.38563901682266,1.33082080954527,4.90486610428652,10.0,0.424177877449438,0.269380178154091,1.13965755508623,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0820132250303287,0.022703536337765222,0.0049982977783968145,0.14012232349324738,0.029305212337189586,0.028202429354739527,0.011118542728234976,0.4964390583197249,0.17614615136439848,0.6492033195084868,0.5442291525642338,0.023084996678080307,1.2773555349103969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09,0.2774206010908963,0.03799924723234595,0.20663624384568346,0.3024737973321802,0.13552927114156046,0.055276068804214915,3.004093820577669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182881217463259,1.0,0.0820132250303287,1.08706126858966,2.07807738692343,0.0001,0.231107032949407,0.29213049778373,0.769970172977886,0.136490583368648,0.326619492089715,0.461550559180802,0.356613920551118,2.5007062880634,3.27520292103832,1.38563901682266,1.33082080954527,4.90486610428652,10.0,0.424177877449438,0.269380178154091,1.13965755508623,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0820132250303287,0.02275215818531673,0.005032063403906705,0.13960695029620837,0.029258286964518862,0.028203901467603536,0.011100739009392247,0.4941356138814917,0.1803651743376919,0.6647529281608971,0.5527606880421492,0.023446885539120978,1.2742701404716086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.2780129688162057,0.03793881712213395,0.20664654763802087,0.30136234087554126,0.13863473296753656,0.05619074946231914,2.9969392186198087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182881217463259,1.0,0.0820132250303287,1.08706126858966,2.07807738692343,0.0001,0.231107032949407,0.29213049778373,0.769970172977886,0.136490583368648,0.326619492089715,0.461550559180802,0.356613920551118,2.5007062880634,3.27520292103832,1.38563901682266,1.33082080954527,4.90486610428652,10.0,0.424177877449438,0.269380178154091,1.13965755508623,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0820132250303287,0.022800740172873233,0.005065687835791152,0.13909395694714152,0.029211757582105858,0.028205307838230578,0.01108308553121489,0.4918345945198337,0.18449798755894933,0.6799848026092831,0.5619074946231915,0.023834872839219683,1.2712353165991277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
