A_1_task1,M_2_task1,T_3_task1,_1_task1
6551.543341031178,83317.72613302051,33750027.42649686,44.0
6456.4762286915675,81317.64990214825,33210593.73878561,45.0
6365.2673832938035,79452.64211093691,32688050.656889345,46.0
6277.860967866151,77712.8526667346,32182567.49872571,47.0
6194.18938075494,76089.20071479898,31694238.352717157,48.0
6114.175154599484,74573.33076379984,31223087.74135412,49.0
6037.732264402572,73157.52509459681,30769072.48722209,50.0
5964.767950456235,71834.673230957,30332088.509960666,51.0
5895.183515999332,70598.21741123774,29911975.871278897,52.0
5828.876059158817,69442.09312876062,29508522.842802428,53.0
5765.738830075379,68360.70651872476,29121473.05005939,54.0
5705.66272539276,67348.88267620989,28750529.182047326,55.0
5648.53702716238,66401.83151626252,28395358.81930516,56.0
5594.250238197911,65515.12520672581,28055598.62775003,57.0
5542.690980786084,64684.65670380512,27730859.656535074,58.0
5493.7485395077765,63906.625122658195,27420731.422577623,59.0
5447.3132459596045,63177.50838338638,27124786.108352516,60.0
5403.277313137359,62494.03546860203,26842583.121945202,61.0
5361.53468851848,61853.175357868924,26573671.722770274,62.0
5321.981780191204,61252.1116005325,26317594.92320195,63.0
5284.517578096357,60688.2270415545,26073892.33122436,64.0
5249.0438712592795,60159.091565789065,25842102.149069835,65.0
5215.465554665219,59662.44228533426,25621764.643840414,66.0
5183.690627913634,59196.176221524205,25412423.302121866,67.0
5153.630273970849,58758.33645573522,25213626.942839455,68.0
5125.199056807851,58347.09868200003,25024931.993437238,69.0
5098.3147161254365,57960.765600306,24845902.72146588,70.0
5072.898351707588,57597.75402524415,24676113.28772149,71.0
5048.87431710706,57256.58814014454,24515148.210816987,72.0
5026.170128612367,56935.89521385726,24362602.35124089,73.0
5004.716677556553,56634.386788787844,24218084.365549408,74.0
4984.44789376701,56350.86801375021,24081213.34984549,75.0
4965.300929730231,56084.2185743767,23951622.36069282,76.0
4947.216021554506,55833.38391105157,23828959.339111768,77.0
4930.1354151032265,55597.3979765851,23712880.12018388,78.0
4914.004931951414,55375.33302391986,23603060.12154113,79.0
4898.7730145424275,55166.34106738396,23499182.58602206,80.0
4884.390737900511,54969.62024709427,23400945.840678554,81.0
4870.811647969034,54784.41900401109,23308061.287501156,82.0
4857.991482605709,54610.04234497179,23220251.050507203,83.0
4845.8885479166975,54445.8307463786,23137251.30923927,84.0
4834.463016122726,54291.173948088,23058809.059061546,85.0
4823.677238601708,54145.495166675486,22984683.8247695,86.0
4813.495550127435,54008.2554437672,22914646.214192394,87.0
4803.884254689268,53878.95131454569,22848477.472601198,88.0
4794.81131409319,53757.10587291197,22785970.307689406,89.0
4786.24671250525,53642.27834605169,22726926.544320356,90.0
4778.161920044908,53534.04882308591,22671158.72983063,91.0
4770.530043167636,53432.026493216086,22618488.54041342,92.0
4763.325693080115,53335.84554460781,22568746.65433901,93.0
4756.5249140304995,53245.159490078855,22521772.596682366,94.0
4750.104986658491,53159.64733472462,22477414.31063564,95.0
4744.044493737107,53079.00414960793,22435527.616870563,96.0
4738.3232089441335,53002.94555660092,22395976.02505132,97.0
4732.9219919170955,52931.20409069249,22358630.305785045,98.0
4727.822729398936,52863.527563918586,22323368.114349596,99.0
4723.008465441881,52799.68052561997,22290073.67852086,100.0
4718.463028284033,52739.43948958137,22258637.37876585,101.0
4714.171294969455,52682.59630934786,22228955.69080285,102.0
4710.118957058544,52628.9540537627,22200930.560816873,103.0
4706.292511767068,52578.32739039847,22174469.288969975,104.0
4702.679258015391,52530.543581924336,22149484.539284423,105.0
4699.267188178885,52485.438247204336,22125893.40855748,106.0
4696.044992522798,52442.85854902698,22103618.01256158,107.0
4693.0019765530615,52402.659582025866,22082584.51117156,108.0
4690.128083107862,52364.70562582023,22062723.370238088,109.0
4687.413846959708,52328.869316821874,22043969.06620558,110.0
4684.850223249364,52295.02932590999,22026259.34391985,111.0
4682.428636003348,52263.070883594664,22009535.3137024,112.0
4680.141299841081,52232.88966970825,21993742.264219,113.0
4677.980776369364,52204.386166956225,21978828.21210887,114.0
4675.939753223597,52177.46279123777,21964743.115844905,115.0
4674.011365611766,52152.02778786643,21951439.708064627,116.0
4672.189558272106,52128.00101290014,21938875.57103452,117.0
4670.468267870641,52105.30159576145,21927008.923289455,118.0
4668.84163377978,52083.85112119686,21915799.663794108,119.0
4667.304124295815,52063.57553512149,21905209.983792074,120.0
4665.851310914746,52044.41778184616,21895207.256428834,121.0
4664.478241918118,52026.31156292053,21885757.536030497,122.0
4663.180393282605,52009.196739068844,21876829.242895536,123.0
4661.953540388943,51993.01725320862,21868392.62858231,124.0
4660.79407568554,51977.72530027683,21860422.047928546,125.0
4659.698214589544,51963.27055924213,21852890.54170471,126.0
4658.662540109599,51949.60755051301,21845773.527907513,127.0
4657.6838060441005,51936.69327283759,21839047.89969304,128.0
4656.758710669899,51924.4856909446,21832692.69747421,129.0
4655.884391585932,51912.94663885088,21826687.095106635,130.0
4655.058015855459,51902.03918363836,21821011.755597245,131.0
4654.276904422257,51891.72840054415,21815648.450404797,132.0
4653.538577103951,51881.98172725842,21810580.093229827,133.0
4652.84050501565,51872.76659202542,21805790.170158938,134.0
4652.180285048421,51864.05197449805,21801263.040615536,135.0
4651.55584547064,51855.81035877168,21796984.18624288,136.0
4650.9654316916385,51848.01753673325,21792940.121395487,137.0
4650.406935708341,51840.646050453055,21789117.228681967,138.0
4649.878534987508,51833.6713254925,21785502.73916652,139.0
4649.378652660326,51827.07252812145,21782085.447076228,140.0
4648.905832045315,51820.830252640735,21778854.763465375,141.0
4648.458606907495,51814.92413020189,21775799.738730017,142.0
4648.035684848959,51809.336202896084,21772910.372768432,143.0
4647.6356690026,51804.04927701781,21770178.016760845,144.0
4647.257340730312,51799.04756322811,21767594.177449115,145.0
4646.899619076026,51794.31653895723,21765150.624297492,146.0
4646.56143906618,51789.84261554619,21762839.823749103,147.0
4646.241647721251,51785.610622287524,21760654.47906549,148.0
4645.939236942491,51781.608039372244,21758587.908244822,149.0
4645.6532107857765,51777.82269070062,21756633.80246071,150.0
4645.382573368331,51774.242579173144,21754786.185950253,151.0
4645.126666832051,51770.85674263619,21753038.967516247,152.0
4644.884516714417,51767.65375745157,21751386.753527295,153.0
4644.6552855962045,51764.62264118947,21749824.208939753,154.0
4644.438189398124,51761.752941135586,21748346.242896058,155.0
4644.232772399347,51759.03813488193,21746948.600303967,156.0
4644.038282935267,51756.46781052482,21745626.427901763,157.0
4643.8541361838925,51754.03340994511,21744375.28874163,158.0
4643.679790774667,51751.72728788155,21743191.132948924,159.0
4643.51473208179,51749.54402868811,21742070.915947843,160.0
4643.3585217786285,51747.4765347122,21741010.70517879,161.0
4643.21075811292,51745.51915931388,21740007.170785036,162.0
4643.071005942197,51743.66628019109,21739057.28144264,163.0
4642.938757331232,51741.91200650686,21738158.342980124,164.0
4642.813697553428,51740.25225631444,21737307.66868124,165.0
4642.695459136339,51738.68286059594,21736502.867006153,166.0
4642.5836634364805,51737.198772750155,21735741.44961816,167.0
4642.477927946542,51735.794719072146,21735020.985391967,168.0
4642.377891911849,51734.466956832286,21734339.517787885,169.0
4642.283177047128,51733.21110631231,21733695.0486882,170.0
4642.193535583282,51732.02331902295,21733085.49519591,171.0
4642.108686081155,51730.89955452294,21732508.877569906,172.0
4642.0282825854865,51729.8354139121,21731963.33869962,173.0
4641.952025331321,51728.82656428329,21731446.984743986,174.0
4641.8797707446565,51727.871278283914,21730958.45472001,175.0
4641.811298894142,51726.96617152284,21730496.076275803,176.0
4641.746405331832,51726.10785416817,21730058.17905503,177.0
4641.684934706525,51725.29352095553,21729643.200275257,178.0
4641.6266743987635,51724.52164984651,21729250.344469305,179.0
4641.571516596752,51723.79005811152,21728878.216504786,180.0
4641.519355052089,51723.097187259526,21728525.702102404,181.0
4641.470091998283,51722.441767441196,21728191.81022303,182.0
4641.423456962785,51721.82059370443,21727875.542437524,183.0
4641.379389793539,51721.23314179671,21727576.12240767,184.0
4641.337758846584,51720.67820465058,21727292.831040215,185.0
4641.298424520198,51720.15436556684,21727024.94411488,186.0
4641.261222036917,51719.658584500816,21726771.31714284,187.0
4641.225996038519,51719.189729384634,21726531.437154133,188.0
4641.192568898311,51718.74578142223,21726304.597889498,189.0
4641.160829254119,51718.325243301195,21726090.092154752,190.0
4641.130822996981,51717.92792646611,21725887.192964617,191.0
4641.102369580473,51717.551536151164,21725695.186095107,192.0
4641.075389909779,51717.19455588457,21725513.32557068,193.0
4641.049805630582,51716.8559957356,21725341.080277402,194.0
4641.025543173248,51716.5352968843,21725178.082501628,195.0
4641.002564992059,51716.231247071504,21725023.61617549,196.0
4640.980839879783,51715.94311195956,21724877.13631062,197.0
4640.96027469835,51715.66991843184,21724738.277970336,198.0
4640.940786346655,51715.410841172335,21724606.711705517,199.0
4640.922350478134,51715.165467215105,21724482.046233367,200.0
4640.904915315619,51714.93335245055,21724364.005230017,201.0
4640.888394120345,51714.712645400235,21724251.888896942,202.0
4640.872738426093,51714.50286727177,21724145.433941584,203.0
4640.857906819431,51714.30390332349,21724044.51260048,204.0
4640.843852360224,51714.115411734114,21723948.942677964,205.0
4640.830530715751,51713.93715452831,21723858.591298833,206.0
4640.8179001606995,51713.768997576684,21723773.37490835,207.0
4640.805924707787,51713.60969285967,21723692.683114033,208.0
4640.794573250875,51713.45721177285,21723615.53638534,209.0
4640.783809323698,51713.31272874994,21723542.470860273,210.0
4640.773602944909,51713.17601380996,21723473.35838066,211.0
4640.763926846299,51713.04689969262,21723408.100650854,212.0
4640.7547564728,51712.925281858305,21723346.6292377,213.0
4640.746069918007,51712.811112261916,21723288.90260087,214.0
4640.737817547121,51712.70146609166,21723233.50701977,215.0
4640.729996460019,51712.59773205256,21723181.086131997,216.0
4640.7225889771735,51712.499672459715,21723131.507785197,217.0
4640.71557977295,51712.40707765926,21723084.653143622,218.0
4640.708955875603,51712.31976602835,21723040.416688174,219.0
4640.702706667282,51712.23758397513,21722998.706216376,220.0
4640.696779538067,51712.15970736332,21722959.163138982,221.0
4640.6911527423745,51712.08578920846,21722921.622007355,222.0
4640.685832971577,51712.015921440005,21722886.095203344,223.0
4640.680808259156,51711.94989302275,21722852.475897707,224.0
4640.676068071832,51711.88750644961,21722820.664771006,225.0
4640.671603309564,51711.828577741624,21722790.570013598,226.0
4640.667394074386,51711.77288963818,21722762.0906935,227.0
4640.663390060104,51711.72011654656,21722735.090089954,228.0
4640.659606967875,51711.6701935332,21722709.526800983,229.0
4640.656033341555,51711.622959774046,21722685.328056503,230.0
4640.652658443248,51711.578265236836,21722662.42762398,231.0
4640.649472253312,51711.5359706811,21722640.765808426,232.0
4640.646465470355,51711.49594765817,21722620.2894524,233.0
4640.643608147253,51711.45794155691,21722600.761298295,234.0
4640.640900214413,51711.421895484156,21722582.210823707,235.0
4640.63833555444,51711.387719964616,21722564.613668114,236.0
4640.63590615528,51711.35531956464,21722547.92869267,237.0
4640.63360471059,51711.32460956203,21722532.121184196,238.0
4640.631424619739,51711.29551594598,21722517.162855193,239.0
4640.6293599878145,51711.26797541714,21722503.031843826,240.0
4640.627405625613,51711.24193538756,21722489.71271394,241.0
4640.6255570496505,51711.21735398073,21722477.19645504,242.0
4640.623810482151,51711.19420003156,21722465.480482314,243.0
4640.6221402600795,51711.17196415131,21722454.165864956,244.0
4640.620541261077,51711.15057694958,21722443.213732913,245.0
4640.619021786012,51711.130254991614,21722432.81838069,246.0
4640.617578695532,51711.11096268045,21722422.963980153,247.0
4640.6162094408355,51711.09267263809,21722413.639075637,248.0
4640.614912063676,51711.075365705576,21722404.836583957,249.0
4640.613685196358,51711.05903094291,21722396.55379441,250.0
4640.612528061741,51711.043665629106,21722388.792368766,251.0
4640.6114404732325,51711.02927526217,21722381.55834127,252.0
4640.610422834797,51711.0158735591,21722374.86211864,253.0
4640.60945335966,51711.00311255184,21722368.495487966,254.0
4640.608498717552,51710.990455468476,21722362.13583604,255.0
4640.607592229945,51710.97844640404,21722356.1115547,256.0
4640.606732792719,51710.96706910884,21722350.412656646,257.0
4640.605919667799,51710.956311906804,21722345.03132947,258.0
4640.605152483152,51710.94616769548,21722339.96193568,259.0
4640.604431232791,51710.936633946025,21722335.20101268,260.0
4640.603756276776,51710.9277127032,21722330.74727277,261.0
4640.603128341208,51710.919410585404,21722326.601603176,262.0
4640.602548518233,51710.91173878463,21722322.76706601,263.0
4640.602012859454,51710.90464527038,21722319.217665296,264.0
4640.60146635937,51710.897437763095,21722315.632516686,265.0
4640.600950129957,51710.8906292358,21722312.246051405,266.0
4640.600463254248,51710.88420562151,21722309.04996654,267.0
4640.6000049767945,51710.878154862134,21722306.03695255,268.0
4640.59957470366,51710.87246690851,21722303.20069328,269.0
4640.599172002427,51710.86713372041,21722300.535865936,270.0
4640.59879660219,51710.86214926649,21722298.038141105,271.0
4640.598448393564,51710.85750952436,21722295.704182748,272.0
4640.598127428676,51710.85321248052,21722293.53164819,273.0
4640.59783392117,51710.84925813042,21722291.519188147,274.0
4640.597542644325,51710.84536629281,21722289.552532867,275.0
4640.597264886621,51710.841659488055,21722287.680159234,276.0
4640.597003829742,51710.83817111155,21722285.914748203,277.0
4640.596758600796,51710.83489009762,21722284.251214903,278.0
4640.59652839066,51710.83180631209,21722282.685032908,279.0
4640.596312453975,51710.82891055229,21722281.212234233,280.0
4640.596110109149,51710.826194547095,21722279.82940934,281.0
4640.595920738356,51710.82365095688,21722278.53370713,282.0
4640.595743787536,51710.82127337354,21722277.322834957,283.0
4640.595578766394,51710.819056320484,21722276.195058607,284.0
4640.595419964721,51710.81691367685,21722275.094356198,285.0
4640.595266381618,51710.814831976844,21722274.01348641,286.0
4640.595120715751,51710.81285481984,21722272.98350691,287.0
4640.594982459327,51710.81097624714,21722272.00208797,288.0
4640.594851164743,51710.8091911764,21722271.067421205,289.0
4640.594726444588,51710.80749540155,21722270.17821955,290.0
4640.5946079716405,51710.805885592854,21722269.333717275,291.0
4640.594495478869,51710.80435929689,21722268.533669982,292.0
4640.594388759437,51710.80291493655,21722267.7783546,293.0
4640.594287666692,51710.80155181104,21722267.06856938,294.0
4640.594192114178,51710.80027009589,21722266.405633923,295.0
4640.594102075627,51710.79907084293,21722265.791389138,296.0
4640.594017584963,51710.79795598032,21722265.228197277,297.0
4640.593938736297,51710.79692831253,21722264.718941923,298.0
4640.593865683936,51710.79599152033,21722264.26702798,299.0
4640.593793253225,51710.79505944592,21722263.812820032,300.0
4640.5937013922085,51710.793795366706,21722263.121025566,301.0
4640.593610016903,51710.79253519949,21722262.427560844,302.0
4640.593519107286,51710.79127914313,21722261.733020347,303.0
4640.59342870323,51710.790028267846,21722261.038516425,304.0
4640.593338904503,51710.78878451525,21722260.34567929,305.0
4640.593249870774,51710.78755069832,21722259.656657036,306.0
4640.593161821608,51710.7863305014,21722258.974115614,307.0
4640.593075036466,51710.785128480245,21722258.30123885,308.0
4640.592989854707,51710.78395006196,21722257.641728446,309.0
4640.59290667559,51710.782801545036,21722256.999803964,310.0
4640.592825958267,51710.781690099335,21722256.38020284,311.0
4640.5927482217885,51710.7806237661,21722255.78818039,312.0
4640.592674045106,51710.779611457954,21722255.229509775,313.0
4640.592604067063,51710.778662958895,21722254.71048205,314.0
4640.592538986403,51710.7777889243,21722254.237906132,315.0
4640.5924795617675,51710.77700088091,21722253.819108803,316.0
4640.592426611695,51710.776311226866,21722253.46193472,317.0
4640.59238101462,51710.77573323166,21722253.17474641,318.0
4640.592343708874,51710.775281036185,21722252.966424264,319.0
4640.592315692689,51710.774969652695,21722252.84636655,320.0
4640.592298024191,51710.774814964825,21722252.824489404,321.0
4640.5922918214055,51710.7748337276,21722252.91122683,322.0
4640.592298262253,51710.77504356739,21722253.117530704,323.0
4640.592236753368,51710.774226898495,21722252.682790015,324.0
4640.592162267566,51710.77321386783,21722252.125419274,325.0
4640.5920880844615,51710.7722048011,21722251.57040852,326.0
4640.592014550269,51710.77120462797,21722251.02067338,327.0
4640.591942044443,51710.770218746824,21722250.479395855,328.0
4640.591870979682,51710.76925302476,21722249.950024284,329.0
4640.59180180192,51710.76831379757,21722249.436273377,330.0
4640.591734990331,51710.76740786977,21722248.94212419,331.0
4640.591671057333,51710.766542514575,21722248.47182414,332.0
4640.591610548579,51710.76572547392,21722248.029887,333.0
4640.591554042966,51710.76496495843,21722247.621092893,334.0
4640.591502152627,51710.764269647465,21722247.250488307,335.0
4640.591455522939,51710.76364868908,21722246.923386082,336.0
4640.5914148325155,51710.76311170003,21722246.645365413,337.0
4640.591380793213,51710.7626687658,21722246.422271855,338.0
4640.591354150124,51710.762330440564,21722246.26021731,339.0
4640.591335681585,51710.76210774723,21722246.16558005,340.0
4640.591326199171,51710.76201217739,21722246.14500469,341.0
4640.591326547696,51710.76205569136,21722246.205402207,342.0
4640.591337605213,51710.76225071816,21722246.353949938,343.0
4640.591360283018,51710.762610155514,21722246.59809157,344.0
4640.591395525645,51710.76314736987,21722246.945537142,345.0
4640.591444310869,51710.76387619638,21722247.404263064,346.0
4640.5914619440055,51710.76415921086,21722247.60248479,347.0
4640.59144096321,51710.76388989541,21722247.477986082,348.0
4640.591421725697,51710.76364358992,21722247.366139945,349.0
4640.591404343543,51710.76342176426,21722247.26768469,350.0
4640.59138893509,51710.76322597242,21722247.18340072,351.0
4640.5913756249465,51710.763057852455,21722247.11411052,352.0
4640.591364543987,51710.762919126515,21722247.06067865,353.0
4640.591355829353,51710.76281160086,21722247.02401177,354.0
4640.591349624457,51710.76273716584,21722247.00505861,355.0
4640.591346078972,51710.76269779589,21722247.004809998,356.0
4640.591345348842,51710.76269554956,21722247.02429884,357.0
4640.591347596277,51710.76273256947,21722247.06460012,358.0
4640.591352989754,51710.76281108236,21722247.126830924,359.0
4640.591361704017,51710.76293339903,21722247.212150406,360.0
4640.591373920077,51710.763101914425,21722247.32175981,361.0
4640.591389825209,51710.76331910753,21722247.456902467,362.0
4640.591409612961,51710.76358754147,21722247.61886379,363.0
4640.591433483141,51710.76390986343,21722247.80897128,364.0
4640.59146164183,51710.76428880472,21722248.028594516,365.0
4640.591494301372,51710.76472718072,21722248.27914517,366.0
4640.5915316803785,51710.765227890915,21722248.56207699,367.0
4640.59157400373,51710.76579391889,21722248.878885817,368.0
4640.59162150257,51710.76642833231,21722249.231109567,369.0
4640.591669282993,51710.76706598381,21722249.584720574,370.0
4640.591694967398,51710.767409014275,21722249.784365438,371.0
4640.5917215078025,51710.767762913965,21722249.989244442,372.0
4640.591748818077,51710.76812653027,21722250.19868824,373.0
4640.591776809028,51710.76849867046,21722250.41200481,374.0
4640.591805388396,51710.768878101706,21722250.628479455,375.0
4640.591834460857,51710.769263551025,21722250.847374797,376.0
4640.591863928021,51710.76965370533,21722251.067930788,377.0
4640.591893688429,51710.7700472114,21722251.289364703,378.0
4640.591923637562,51710.7704426759,21722251.510871135,379.0
4640.591953667832,51710.770838665376,21722251.73162201,380.0
4640.591983668586,51710.77123370624,21722251.950766575,381.0
4640.592013526107,51710.77162628478,21722252.167431396,382.0
4640.592043123608,51710.772014847185,21722252.380720366,383.0
4640.592072341243,51710.77239779948,21722252.589714702,384.0
4640.592101056094,51710.77277350761,21722252.79347295,385.0
4640.592129142183,51710.773140297366,21722252.991030972,386.0
4640.592156470461,51710.773496454436,21722253.181401957,387.0
4640.592182908819,51710.77384022437,21722253.36357642,388.0
4640.5922083220785,51710.77416981261,21722253.5365222,389.0
4640.592232571996,51710.77448338447,21722253.69918445,390.0
4640.592255517264,51710.77477906513,21722253.850485664,391.0
4640.5922770135085,51710.77505493966,21722253.98932565,392.0
4640.592296913289,51710.77530905301,21722254.11458154,393.0
4640.592322345433,51710.77563897089,21722254.286982175,394.0
4640.592348634211,51710.77598080754,21722254.466920964,395.0
4640.592374329436,51710.77631479536,21722254.642211795,396.0
4640.592399368099,51710.7766401413,21722254.812463008,397.0
4640.592423686717,51710.776956047615,21722254.977282256,398.0
4640.592447221329,51710.777261711846,21722255.136276547,399.0
4640.5924699075,51710.77755632684,21722255.289052214,400.0
4640.592491680319,51710.77783908072,21722255.435214918,401.0
4640.592512474394,51710.77810915693,21722255.57436967,402.0
4640.592532223865,51710.77836573417,21722255.7061208,403.0
4640.5925508623895,51710.778607986475,21722255.830071982,404.0
4640.592568323151,51710.77883508315,21722255.945826225,405.0
4640.5925845388565,51710.77904618879,21722256.052985862,406.0
4640.5925994417385,51710.7792404633,21722256.151152574,407.0
4640.592612963552,51710.779417061865,21722256.239927366,408.0
4640.592625035574,51710.77957513497,21722256.31891058,409.0
4640.59263558861,51710.7797138284,21722256.387701903,410.0
4640.592644552986,51710.779832283224,21722256.445900336,411.0
4640.592651858552,51710.779929635806,21722256.49310423,412.0
4640.592657434684,51710.780005017805,21722256.52891127,413.0
4640.592661210279,51710.780057556185,21722256.552918468,414.0
4640.592663113762,51710.78008637318,21722256.564722173,415.0
4640.5926630730755,51710.78009058634,21722256.56391807,416.0
4640.5926652158405,51710.780121575466,21722256.576057907,417.0
4640.59267069549,51710.78019371061,21722256.608315375,418.0
4640.592675453383,51710.780256503574,21722256.63565607,419.0
4640.592679512059,51710.78031025386,21722256.658269346,420.0
4640.592682896184,51710.780355288734,21722256.67636001,421.0
4640.5926856325605,51710.7803919632,21722256.690148327,422.0
4640.5926877501215,51710.78042066,21722256.69987001,423.0
4640.59268927993,51710.78044178964,21722256.705776215,424.0
4640.592690255184,51710.780455790366,21722256.708133563,425.0
4640.59269071121,51710.780463128176,21722256.70722412,426.0
4640.592690685469,51710.78046429682,21722256.703345403,427.0
4640.592690217553,51710.780459817775,21722256.696810383,428.0
4640.592689349186,51710.780450240294,21722256.687947486,429.0
4640.592688124223,51710.78043614135,21722256.677100576,430.0
4640.592686588652,51710.780418125694,21722256.66462899,431.0
4640.592684790593,51710.780396825794,21722256.650907494,432.0
4640.592682780297,51710.78037290188,21722256.636326324,433.0
4640.592680610147,51710.78034704194,21722256.621291153,434.0
4640.592678334658,51710.78031996169,21722256.60622312,435.0
4640.592676010478,51710.78029240461,21722256.591558807,436.0
4640.592673696384,51710.780265141926,21722256.577750243,437.0
4640.592671453288,51710.78023897259,21722256.56526492,438.0
4640.592669344233,51710.78021472334,21722256.554585773,439.0
4640.592666701209,51710.78018352002,21722256.540273774,440.0
4640.592659606489,51710.7800933675,21722256.490571413,441.0
4640.5926520541525,51710.779997251746,21722256.437790267,442.0
4640.59264406908,51710.779895490945,21722256.382096987,443.0
4640.592635677638,51710.77978842244,21722256.323668424,444.0
4640.5926269077045,51710.77967640313,21722256.26269189,445.0
4640.592617788707,51710.7795598099,21722256.1993654,446.0
4640.592608351643,51710.77943903996,21722256.133897908,447.0
4640.592598629122,51710.77931451132,21722256.066509563,448.0
4640.592588655386,51710.779186663145,21722255.99743195,449.0
4640.592578466342,51710.779055956176,21722255.926908333,450.0
4640.592568099597,51710.77892287311,21722255.85519391,451.0
4640.592557594482,51710.77878791905,21722255.782556042,452.0
4640.592546992088,51710.77865162185,21722255.709274508,453.0
4640.592536335291,51710.778514532525,21722255.635641754,454.0
4640.592525668784,51710.77837722572,21722255.561963137,455.0
4640.592515039113,51710.77824030002,21722255.488557152,456.0
4640.592504494696,51710.7781043784,21722255.41575571,457.0
4640.592494085864,51710.777970108626,21722255.343904354,458.0
4640.592483864885,51710.77783816365,21722255.273362517,459.0
4640.592473885997,51710.77770924203,21722255.20450377,460.0
4640.592464205435,51710.77758406827,21722255.13771606,461.0
4640.592454881467,51710.777463393315,21722255.073401958,462.0
4640.592445974421,51710.777347994874,21722255.011978906,463.0
4640.592437546711,51710.77723867785,21722254.95387946,464.0
4640.592429662877,51710.777136274766,21722254.89955154,465.0
4640.592422389607,51710.77704164613,21722254.849458665,466.0
4640.592415795769,51710.77695568085,21722254.804080203,467.0
4640.592409952445,51710.77687929664,21722254.763911627,468.0
4640.592404932958,51710.776813440425,21722254.729464747,469.0
4640.592400812902,51710.77675908873,21722254.701267954,470.0
4640.592397670173,51710.77671724809,21722254.679866478,471.0
4640.592395585003,51710.77668895545,21722254.66582262,472.0
4640.592394639982,51710.77667527857,21722254.659716006,473.0
4640.592394920096,51710.77667731642,21722254.662143834,474.0
4640.592396512753,51710.77669619959,21722254.6737211,475.0
4640.592399507817,51710.776733090686,21722254.695080873,476.0
4640.592403997634,51710.77678918473,21722254.726874515,477.0
4640.592410077064,51710.77686570958,21722254.769771945,478.0
4640.592417843513,51710.776963926306,21722254.824461866,479.0
4640.592427396961,51710.77708512959,21722254.89165203,480.0
4640.592434061438,51710.777168976565,21722254.938195284,481.0
4640.592428857438,51710.77709958367,21722254.900438454,482.0
4640.592423792035,51710.7770319188,21722254.863498747,483.0
4640.592418874219,51710.77696610399,21722254.82744233,484.0
4640.59241411317,51710.77690226424,21722254.792337682,485.0
4640.592409518271,51710.776840527615,21722254.758255698,486.0
4640.592405099127,51710.776781025495,21722254.725269817,487.0
4640.592400865569,51710.77672389268,21722254.693456136,488.0
4640.592396827673,51710.7766692676,21722254.662893534,489.0
4640.5923929957635,51710.77661729247,21722254.633663766,490.0
4640.5923893804365,51710.77656811342,21722254.60585161,491.0
4640.592385992563,51710.77652188073,21722254.57954496,492.0
4640.592382843308,51710.77647874897,21722254.554834962,493.0
4640.592379944133,51710.77643887714,21722254.53181611,494.0
4640.592377306822,51710.776402428884,21722254.51058639,495.0
