A_1_task1,M_2_task1,T_3_task1,_1_task1
4640.592374943478,51710.776369572624,21722254.49124736,496.0
4640.59237286655,51710.776340481745,21722254.47390431,497.0
4640.592371088835,51710.77631533476,21722254.458666343,498.0
4640.592369623494,51710.77629431549,21722254.445646517,499.0
4640.592368484064,51710.776277613186,21722254.434961937,500.0
4640.5923676844695,51710.77626542277,21722254.4267339,501.0
4640.592367239036,51710.77625794495,21722254.421087995,502.0
4640.592367162501,51710.77625538639,21722254.418154217,503.0
4640.592367470026,51710.77625795991,21722254.418067094,504.0
4640.592368177209,51710.776265884626,21722254.420965802,505.0
4640.592369300099,51710.77627938613,21722254.42699428,506.0
4640.592370855203,51710.77629869666,21722254.436301343,507.0
4640.592372859503,51710.77632405527,21722254.449040804,508.0
4640.592375330466,51710.77635570796,21722254.465371594,509.0
4640.592378286058,51710.776393907916,21722254.48545787,510.0
4640.592381744752,51710.776438915615,21722254.50946914,511.0
4640.592385725546,51710.77649099904,21722254.537580375,512.0
4640.592390247969,51710.776550433795,21722254.569972128,513.0
4640.592395332101,51710.77661750333,21722254.606830653,514.0
4640.592400998575,51710.77669249907,21722254.64834801,515.0
4640.5924072685975,51710.77677572061,21722254.694722213,516.0
4640.59241416396,51710.776867475855,21722254.746157296,517.0
4640.592421707046,51710.776968081205,21722254.80286349,518.0
4640.592429920847,51710.77707786173,21722254.865057282,519.0
4640.592438828975,51710.77719715133,21722254.932961583,520.0
4640.592448455672,51710.77732629288,21722255.006805804,521.0
4640.592456287728,51710.7774305282,21722255.064680774,522.0
4640.592460652686,51710.77748672971,21722255.09201403,523.0
4640.592465132137,51710.77754445098,21722255.120076388,524.0
4640.592469718555,51710.777603596456,21722255.148824215,525.0
4640.592474404177,51710.77766406757,21722255.17821285,526.0
4640.592479181003,51710.77772576274,21722255.208196644,527.0
4640.592484040796,51710.77778857737,21722255.238728963,528.0
4640.592488975088,51710.7778524039,21722255.269762244,529.0
4640.592493975177,51710.77791713183,21722255.301247984,530.0
4640.59249903213,51710.777982647705,21722255.333136793,531.0
4640.592504136789,51710.77804883518,21722255.365378406,532.0
4640.592509279764,51710.77811557501,21722255.397921707,533.0
4640.592514451444,51710.77818274511,21722255.430714756,534.0
4640.592519641989,51710.778250220515,21722255.46370481,535.0
4640.592524841341,51710.77831787347,21722255.496838354,536.0
4640.592530039219,51710.778385573394,21722255.53006112,537.0
4640.592535225123,51710.77845318695,21722255.56331812,538.0
4640.592540388335,51710.778520578024,21722255.59655365,539.0
4640.592545517922,51710.77858760778,21722255.629711345,540.0
4640.592550602735,51710.77865413468,21722255.662734177,541.0
4640.592555631414,51710.77872001447,21722255.69556449,542.0
4640.592560592387,51710.77878510022,21722255.728144024,543.0
4640.59256547387,51710.77884924239,21722255.760413945,544.0
4640.592570263875,51710.77891228879,21722255.792314857,545.0
4640.592574950204,51710.77897408462,21722255.82378684,546.0
4640.592579520456,51710.7790344725,21722255.85476946,547.0
4640.592583962026,51710.7790932925,21722255.88520181,548.0
4640.592588262107,51710.779150382135,21722255.915022522,549.0
4640.592592407693,51710.779205576415,21722255.944169793,550.0
4640.592596385577,51710.779258707844,21722255.97258142,551.0
4640.592600182358,51710.779309606456,21722256.000194807,552.0
4640.592603784438,51710.77935809983,21722256.026947,553.0
4640.592607178026,51710.77940401313,21722256.052774724,554.0
4640.5926103491365,51710.77944716907,21722256.077614374,555.0
4640.592613283596,51710.77948738801,21722256.101402078,556.0
4640.592615967042,51710.77952448795,21722256.12407369,557.0
4640.5926183849215,51710.77955828452,21722256.145564836,558.0
4640.5926205225,51710.77958859104,21722256.16581092,559.0
4640.592622364855,51710.77961521852,21722256.184747174,560.0
4640.592623896883,51710.77963797571,21722256.20230865,561.0
4640.592625103301,51710.77965666909,21722256.21843028,562.0
4640.59262726663,51710.779687079674,21722256.23755648,563.0
4640.592630418344,51710.7797295894,21722256.259785656,564.0
4640.592633460258,51710.77977067543,21722256.281291995,565.0
4640.592636389594,51710.77981029806,21722256.302056015,566.0
4640.592639203759,51710.779848419894,21722256.322059467,567.0
4640.592641900353,51710.77988500587,21722256.34128539,568.0
4640.592644477174,51710.77992002337,21722256.35971812,569.0
4640.592646932227,51710.77995344229,21722256.377343368,570.0
4640.592649263724,51710.779985235095,21722256.394148212,571.0
4640.592651470097,51710.78001537692,21722256.410121184,572.0
4640.592653549999,51710.78004384561,21722256.425252274,573.0
4640.592655502311,51710.78007062184,21722256.439532995,574.0
4640.592657326146,51710.780095689144,21722256.4529564,575.0
4640.592659020861,51710.78011903401,21722256.465517137,576.0
4640.592660586055,51710.78014064598,21722256.477211483,577.0
4640.5926620215805,51710.78016051765,21722256.48803738,578.0
4640.592663327548,51710.78017864484,21722256.497994483,579.0
4640.592664504328,51710.780195026586,21722256.507084187,580.0
4640.5926655525645,51710.780209665274,21722256.51530968,581.0
4640.592666473173,51710.78022256667,21722256.52267598,582.0
4640.592667267353,51710.78023374002,21722256.529189955,583.0
4640.592667936588,51710.780243198125,21722256.53486039,584.0
4640.592668482656,51710.780250957396,21722256.539698012,585.0
4640.592668907633,51710.78025703794,21722256.543715533,586.0
4640.592669213899,51710.78026146366,21722256.546927676,587.0
4640.5926694041445,51710.78026426227,21722256.54935124,588.0
4640.592669481376,51710.780265465415,21722256.551005125,589.0
4640.592669448922,51710.78026510874,21722256.551910356,590.0
4640.592669310438,51710.78026323195,21722256.55209016,591.0
4640.592669069916,51710.780259878906,21722256.551569965,592.0
4640.592668731685,51710.78025509766,21722256.550377466,593.0
4640.592668300419,51710.780248940595,21722256.54854266,594.0
4640.592667781145,51710.7802414644,21722256.54609787,595.0
4640.592667179247,51710.78023273027,21722256.54307781,596.0
4640.592666500471,51710.780222803856,21722256.5395196,597.0
4640.592665750932,51710.78021175544,21722256.535462815,598.0
4640.592664937121,51710.78019965994,21722256.530949537,599.0
4640.592664065909,51710.78018659702,21722256.526024368,600.0
4640.592663144552,51710.78017265115,21722256.52073449,601.0
4640.5926621807,51710.7801579117,21722256.515129697,602.0
4640.5926611824025,51710.78014247298,21722256.50926244,603.0
4640.592658631975,51710.78010896526,21722256.49312169,604.0
4640.592655104796,51710.7800639777,21722256.470501978,605.0
4640.5926513648055,51710.780016258264,21722256.446441583,606.0
4640.59264741467,51710.779965841364,21722256.42095757,607.0
4640.59264325742,51710.77991276599,21722256.39406943,608.0
4640.592638896455,51710.77985707584,21722256.36579913,609.0
4640.592634335556,51710.77979881936,21722256.33617116,610.0
4640.592629578887,51710.77973804992,21722256.30521259,611.0
4640.592624631005,51710.77967482579,21722256.272953097,612.0
4640.592619496866,51710.77960921032,21722256.239425037,613.0
4640.5926141818345,51710.779541272,21722256.20466348,614.0
4640.592608691687,51710.77947108453,21722256.16870626,615.0
4640.592603032623,51710.779398726925,21722256.131594025,616.0
4640.592597211269,51710.779324283634,21722256.09337028,617.0
4640.592591234688,51710.779247844555,21722256.054081447,618.0
4640.592585110386,51710.77916950522,21722256.013776895,619.0
4640.592578846317,51710.7790893668,21722255.972509008,620.0
4640.592572450895,51710.77900753624,21722255.930333216,621.0
4640.592565932997,51710.778924126345,21722255.88730805,622.0
4640.59255930197,51710.77883925585,21722255.843495198,623.0
4640.592552567642,51710.77875304953,21722255.79895954,624.0
4640.592545740327,51710.77866563828,21722255.753769197,625.0
4640.59253883083,51710.7785771592,21722255.707995594,626.0
4640.592531850457,51710.778487755706,21722255.661713492,627.0
4640.592524811023,51710.778397577575,21722255.61500104,628.0
4640.592517724856,51710.77830678109,21722255.56793983,629.0
4640.592510604807,51710.77821552909,21722255.520614933,630.0
4640.592503464255,51710.77812399108,21722255.473114964,631.0
4640.5924963171165,51710.778032343296,21722255.425532106,632.0
4640.592489177849,51710.777940768836,21722255.377962187,633.0
4640.592482061463,51710.77784945769,21722255.330504704,634.0
4640.592474983526,51710.777758606906,21722255.283262882,635.0
4640.592467960169,51710.777668420604,21722255.236343723,636.0
4640.592461008099,51710.7775791101,21722255.189858053,637.0
4640.592454144599,51710.77749089402,21722255.14392056,638.0
4640.592447387539,51710.77740399834,21722255.098649856,639.0
4640.592440755384,51710.7773186565,21722255.054168522,640.0
4640.592434267198,51710.777235109505,21722255.010603152,641.0
4640.5924279426545,51710.777153605995,21722254.968084406,642.0
4640.592421802043,51710.777074402344,21722254.926747043,643.0
4640.592415866272,51710.77699776273,21722254.886729997,644.0
4640.592410156884,51710.776923959274,21722254.8481764,645.0
4640.592404696057,51710.776853272066,21722254.81123364,646.0
4640.592399506611,51710.7767859893,21722254.776053406,647.0
4640.592394612019,51710.776722407354,21722254.74279175,648.0
4640.592390036413,51710.77666283085,21722254.71160911,649.0
4640.592385804589,51710.77660757279,21722254.682670377,650.0
4640.592381942016,51710.776556954625,21722254.65614494,651.0
4640.592378474845,51710.77651130632,21722254.632206723,652.0
4640.59237542991,51710.77647096649,21722254.611034255,653.0
4640.592372834744,51710.77643628245,21722254.592810694,654.0
4640.59237071758,51710.776407610334,21722254.57772389,655.0
4640.592369107358,51710.77638531514,21722254.565966427,656.0
4640.5923680337355,51710.77636977089,21722254.55773568,657.0
4640.592367527092,51710.776361360644,21722254.55323385,658.0
4640.59236761854,51710.776360476644,21722254.552668016,659.0
4640.592368339926,51710.77636752039,21722254.556250192,660.0
4640.592369723843,51710.77638290271,21722254.56419736,661.0
4640.592371803635,51710.77640704386,21722254.57673154,662.0
4640.592374613407,51710.77644037362,21722254.59407981,663.0
4640.5923781880265,51710.77648333139,21722254.61647438,664.0
4640.59238256314,51710.77653636626,21722254.644152615,665.0
4640.5923877751675,51710.77659993711,21722254.677357115,666.0
4640.592393861324,51710.7766745127,21722254.71633573,667.0
4640.592400859614,51710.77676057175,21722254.76134163,668.0
4640.592408808847,51710.77685860305,21722254.812633347,669.0
4640.592417748641,51710.77696910553,21722254.87047482,670.0
4640.592427719431,51710.777092588345,21722254.935135435,671.0
4640.5924387624755,51710.777229571,21722255.006890107,672.0
4640.592432260292,51710.77714610687,21722254.962198336,673.0
4640.592424935163,51710.77705232943,21722254.912026815,674.0
4640.592417542169,51710.77695772802,21722254.861387357,675.0
4640.592410087063,51710.77686237586,21722254.81031942,676.0
4640.592402575876,51710.77676634961,21722254.75886433,677.0
4640.592395014915,51710.77666972942,21722254.70706532,678.0
4640.592387410775,51710.776572598974,21722254.65496755,679.0
4640.592379770339,51710.776475045575,21722254.602618143,680.0
4640.592372100784,51710.776377160175,21722254.550066214,681.0
4640.592364409585,51710.77627903743,21722254.497362893,682.0
4640.59235670452,51710.77618077579,21722254.444561373,683.0
4640.592348993673,51710.77608247751,21722254.391716924,684.0
4640.592341285443,51710.77598424872,21722254.33888693,685.0
4640.59233358854,51710.775886199495,21722254.286130916,686.0
4640.592325911999,51710.77578844391,21722254.233510584,687.0
4640.59231826518,51710.775691100076,21722254.181089833,688.0
4640.592310657771,51710.77559429021,21722254.128934804,689.0
4640.592303099794,51710.77549814068,21722254.077113897,690.0
4640.592295601612,51710.7754027821,21722254.02569781,691.0
4640.592288173929,51710.77530834931,21722253.974759556,692.0
4640.592280827797,51710.77521498149,21722253.92437452,693.0
4640.5922735746235,51710.77512282223,21722253.874620456,694.0
4640.592266426168,51710.775032019534,21722253.825577542,695.0
4640.592259394555,51710.77494272589,21722253.7773284,696.0
4640.592252492272,51710.77485509835,21722253.72995813,697.0
4640.592245732178,51710.77476929857,21722253.68355433,698.0
4640.592239127507,51710.77468549286,21722253.638207145,699.0
4640.5922326918735,51710.77460385226,21722253.594009284,700.0
4640.592226439272,51710.77452455256,21722253.551056046,701.0
4640.59222038409,51710.77444777439,21722253.50944537,702.0
4640.592214541104,51710.77437370327,21722253.469277836,703.0
4640.59220892549,51710.77430252965,21722253.430656735,704.0
4640.592203552825,51710.774234448974,21722253.39368805,705.0
4640.592198439091,51710.77416966174,21722253.35848053,706.0
4640.592193600684,51710.774108373545,21722253.325145703,707.0
4640.592189054413,51710.77405079516,21722253.293797895,708.0
4640.592184817508,51710.77399714257,21722253.264554277,709.0
4640.592180907621,51710.773947637026,21722253.23753489,710.0
4640.592177342835,51710.77390250512,21722253.21286268,711.0
4640.592174141668,51710.773861978814,21722253.190663513,712.0
4640.592171323071,51710.773826295524,21722253.17106622,713.0
4640.592168906441,51710.77379569816,21722253.154202625,714.0
4640.5921669116215,51710.77377043517,21722253.14020757,715.0
4640.592165358905,51710.77375076063,21722253.129218943,716.0
4640.592164269043,51710.773736934265,21722253.12137773,717.0
4640.592163663246,51710.77372922153,21722253.11682801,718.0
4640.5921635631885,51710.77372789365,21722253.115717016,719.0
4640.592163991016,51710.773733227674,21722253.118195146,720.0
4640.5921649693455,51710.77374550655,21722253.12441601,721.0
4640.592166521275,51710.773765019156,21722253.134536434,722.0
4640.592168670385,51710.77379206038,21722253.148716528,723.0
4640.5921714407405,51710.77382693115,21722253.167119678,724.0
4640.592174856903,51710.773869938515,21722253.189912606,725.0
4640.592178943926,51710.77392139569,21722253.217265382,726.0
4640.592183727367,51710.77398162209,21722253.249351457,727.0
4640.592189233287,51710.774050943444,21722253.286347702,728.0
4640.592195488258,51710.77412969177,21722253.32843443,729.0
4640.592202519366,51710.7742182055,21722253.375795435,730.0
4640.592210354215,51710.77431682951,21722253.428618003,731.0
4640.592219020935,51710.77442591517,21722253.48709297,732.0
4640.592228548181,51710.7745458204,21722253.551414732,733.0
4640.592238965142,51710.77467690974,21722253.621781275,734.0
4640.5922503015445,51710.7748195544,21722253.69839422,735.0
4640.592262587654,51710.774974132284,21722253.78145884,736.0
4640.592275854284,51710.77514102811,21722253.8711841,737.0
4640.592290132799,51710.77532063342,21722253.967782676,738.0
4640.592305455115,51710.77551334662,21722254.071470995,739.0
4640.592321853712,51710.7757195731,21722254.182469256,740.0
4640.592334658228,51710.77588090421,21722254.269124977,741.0
4640.592334721828,51710.775882948205,21722254.269447125,742.0
4640.5923348386195,51710.77588570798,21722254.27014561,743.0
4640.592335009237,51710.77588919043,21722254.271224745,744.0
4640.592335234337,51710.77589340272,21722254.27268901,745.0
4640.592335514605,51710.77589835231,21722254.274543054,746.0
4640.592335850753,51710.77590404691,21722254.276791684,747.0
4640.592336243522,51710.77591049458,21722254.279439896,748.0
4640.592336693681,51710.77591770365,21722254.282492865,749.0
4640.592337202031,51710.77592568277,21722254.285955936,750.0
4640.592337769399,51710.77593444091,21722254.289834663,751.0
4640.5923383966465,51710.77594398738,21722254.294134777,752.0
4640.5923390846665,51710.77595433181,21722254.29886221,753.0
4640.592339834382,51710.77596548419,21722254.304023106,754.0
4640.592340646752,51710.77597745485,21722254.309623796,755.0
4640.592341522765,51710.77599025448,21722254.31567084,756.0
4640.592342463448,51710.77600389415,21722254.322171003,757.0
4640.5923434698625,51710.7760183853,21722254.329131264,758.0
4640.592344543102,51710.77603373975,21722254.336558837,759.0
4640.592345684301,51710.77604996972,21722254.34446116,760.0
4640.5923468946285,51710.77606708781,21722254.3528459,761.0
4640.5923481752925,51710.77608510706,21722254.36172096,762.0
4640.592349527537,51710.77610404091,21722254.371094488,763.0
4640.592350952649,51710.776123903204,21722254.380974878,764.0
4640.592352451952,51710.77614470825,21722254.391370762,765.0
4640.592354026811,51710.77616647077,21722254.402291045,766.0
4640.592355678634,51710.77618920596,21722254.41374487,767.0
4640.592357408867,51710.776212929435,21722254.42574166,768.0
4640.592359219003,51710.77623765731,21722254.438291095,769.0
4640.592361110574,51710.776263406144,21722254.45140313,770.0
4640.592363085158,51710.77629019299,21722254.46508799,771.0
4640.592365144377,51710.77631803538,21722254.47935619,772.0
4640.592367289901,51710.776346951345,21722254.494218517,773.0
4640.5923695234405,51710.77637695942,21722254.50968606,774.0
4640.5923718467575,51710.77640807864,21722254.52577019,775.0
4640.592374261659,51710.77644032857,21722254.542482585,776.0
4640.59237677,51710.7764737293,21722254.559835214,777.0
4640.592379373684,51710.77650830145,21722254.57784036,778.0
4640.592382074665,51710.77654406619,21722254.596510623,779.0
4640.592384874946,51710.776581045226,21722254.615858898,780.0
4640.592387776582,51710.77661926083,21722254.635898415,781.0
4640.592390781676,51710.77665873585,21722254.656642724,782.0
4640.592393892388,51710.77669949368,21722254.6781057,783.0
4640.592397110927,51710.77674155833,21722254.70030156,784.0
4640.592400439556,51710.77678495438,21722254.723244842,785.0
4640.592403880593,51710.77682970701,21722254.746950436,786.0
4640.592407436411,51710.77687584199,21722254.771433577,787.0
4640.592411109437,51710.77692338574,21722254.796709847,788.0
4640.592414902155,51710.77697236528,21722254.822795182,789.0
4640.592418817106,51710.777022808245,21722254.849705875,790.0
4640.592422856888,51710.77707474294,21722254.877458587,791.0
4640.592427024158,51710.77712819828,21722254.906070344,792.0
4640.59243132163,51710.777183203856,21722254.93555854,793.0
4640.592435752081,51710.777239789924,21722254.96594095,794.0
4640.592440318343,51710.77729798738,21722254.997235723,795.0
4640.592445023313,51710.77735782783,21722255.0294614,796.0
4640.5924498699505,51710.77741934354,21722255.062636904,797.0
4640.592454861272,51710.77748256748,21722255.096781563,798.0
4640.592460000362,51710.77754753332,21722255.131915085,799.0
4640.592465290367,51710.77761427544,21722255.168057594,800.0
4640.592470734496,51710.77768282892,21722255.205229618,801.0
4640.592476336024,51710.77775322959,21722255.24345209,802.0
4640.5924820982955,51710.77782551399,21722255.282746363,803.0
4640.592488024715,51710.77789971942,21722255.32313421,804.0
4640.592494118757,51710.7779758839,21722255.364637826,805.0
4640.592500383965,51710.77805404623,21722255.40727983,806.0
4640.592506823949,51710.77813424597,21722255.451083284,807.0
4640.592513442389,51710.77821652344,21722255.496071674,808.0
4640.592520243033,51710.77830091975,21722255.54226894,809.0
4640.592525451463,51710.77836679082,21722255.577997763,810.0
4640.592529333628,51710.778417227804,21722255.605007432,811.0
4640.592533213087,51710.778467624885,21722255.632006858,812.0
4640.592537087948,51710.778517957384,21722255.65898276,813.0
4640.59254095629,51710.778568200316,21722255.685921688,814.0
4640.592544816171,51710.77861832838,21722255.712810006,815.0
4640.592548665624,51710.77866831598,21722255.73963391,816.0
4640.59255250266,51710.77871813718,21722255.76637942,817.0
4640.592556325261,51710.778767765754,21722255.79303237,818.0
4640.592560131392,51710.77881717515,21722255.819578424,819.0
4640.592563918988,51710.77886633853,21722255.84600307,820.0
4640.5925676859615,51710.77891522871,21722255.872291613,821.0
4640.592571430203,51710.778963818215,21722255.898429185,822.0
4640.592575149576,51710.77901207925,21722255.92440074,823.0
4640.592578841923,51710.77905998372,21722255.950191047,824.0
4640.592582505057,51710.77910750319,21722255.9757847,825.0
4640.592586136774,51710.77915460895,21722256.001166124,826.0
4640.592589734842,51710.77920127194,21722256.026319552,827.0
4640.592593297002,51710.77924746281,21722256.051229045,828.0
4640.592596820976,51710.77929315189,21722256.07587848,829.0
4640.59260030446,51710.7793383092,21722256.10025156,830.0
4640.5926037451245,51710.77938290443,21722256.124331806,831.0
4640.592607140617,51710.779426906985,21722256.148102555,832.0
4640.592610488559,51710.77947028593,21722256.171546973,833.0
4640.592613786553,51710.779513010035,21722256.19464804,834.0
4640.592617032169,51710.77955504773,21722256.21738855,835.0
4640.59262022296,51710.77959636717,21722256.239751134,836.0
4640.5926233564505,51710.779636936146,21722256.26171822,837.0
4640.592626430142,51710.77967672218,21722256.283272073,838.0
4640.592629441512,51710.77971569245,21722256.304394763,839.0
4640.592632388014,51710.77975381383,21722256.32506819,840.0
4640.592635267075,51710.77979105288,21722256.345274065,841.0
4640.592638076099,51710.779827375845,21722256.364993915,842.0
4640.592640812468,51710.77986274865,21722256.384209096,843.0
4640.592643473535,51710.77989713689,21722256.40290077,844.0
4640.592646056631,51710.77993050587,21722256.421049923,845.0
4640.5926485590635,51710.779962820576,21722256.438637353,846.0
4640.592650978114,51710.77999404565,21722256.455643684,847.0
4640.5926533110405,51710.78002414546,21722256.472049348,848.0
4640.592655555075,51710.780053084025,21722256.4878346,849.0
4640.592657707428,51710.78008082505,21722256.5029795,850.0
4640.5926597652815,51710.780107331935,21722256.517463937,851.0
4640.592661725796,51710.78013256776,21722256.531267613,852.0
4640.592663586107,51710.780156495275,21722256.544370044,853.0
4640.5926653433235,51710.78017907694,21722256.55675056,854.0
4640.592666994534,51710.78020027487,21722256.568388306,855.0
4640.592668536799,51710.780220050874,21722256.579262245,856.0
4640.592669967154,51710.78023836644,21722256.58935116,857.0
4640.592671282612,51710.78025518274,21722256.598633636,858.0
4640.592672480161,51710.78027046063,21722256.60708808,859.0
4640.592673556765,51710.780284160646,21722256.614692714,860.0
4640.59267450936,51710.780296243,21722256.621425577,861.0
4640.592675334863,51710.78030666759,21722256.627264507,862.0
4640.59267603016,51710.780315394,21722256.632187176,863.0
4640.592676592118,51710.78032238148,21722256.636171054,864.0
4640.592677017575,51710.780327588975,21722256.639193434,865.0
4640.592677303346,51710.7803309751,21722256.641231418,866.0
4640.592677446222,51710.78033249817,21722256.642261915,867.0
4640.59267744297,51710.780332116155,21722256.64226166,868.0
4640.5926772903285,51710.78032978672,21722256.64120719,869.0
4640.592676985016,51710.78032546721,21722256.639074855,870.0
4640.592676523722,51710.780319114645,21722256.63584082,871.0
4640.592675903113,51710.78031068572,21722256.631481063,872.0
4640.592675119832,51710.78030013681,21722256.62597137,873.0
4640.592674170496,51710.78028742399,21722256.61928734,874.0
4640.592673051697,51710.78027250299,21722256.611404385,875.0
4640.592671760001,51710.78025532923,21722256.602297723,876.0
4640.592670291952,51710.780235857805,21722256.59194239,877.0
4640.592668644068,51710.78021404349,21722256.580313224,878.0
4640.592672886395,51710.78026886176,21722256.610684834,879.0
4640.592678134828,51710.78033676682,21722256.64824039,880.0
4640.592683486046,51710.78040600587,21722256.686540056,881.0
4640.592688939928,51710.78047657741,21722256.7255829,882.0
4640.592694496314,51710.780548479386,21722256.7653677,883.0
4640.592700154999,51710.780621709215,21722256.805892933,884.0
4640.592705915739,51710.78069626377,21722256.847156778,885.0
4640.592711778249,51710.780772139406,21722256.889157113,886.0
4640.592717742202,51710.78084933192,21722256.931891527,887.0
4640.592723807229,51710.78092783659,21722256.975357305,888.0
4640.592729972921,51710.78100764815,21722257.019551437,889.0
4640.592736238827,51710.78108876079,21722257.064470615,890.0
4640.5927426044545,51710.781171168186,21722257.11011123,891.0
4640.592749069271,51710.78125486346,21722257.156469382,892.0
4640.592755632701,51710.781339839195,21722257.20354087,893.0
4640.592762294129,51710.78142608746,21722257.251321193,894.0
4640.592769052897,51710.78151359976,21722257.299805555,895.0
4640.592775908307,51710.781602367075,21722257.34898887,896.0
4640.59278285962,51710.78169237986,21722257.39886573,897.0
4640.5927899060525,51710.78178362802,21722257.449430462,898.0
4640.592797046784,51710.78187610093,21722257.50067707,899.0
4640.59280428095,51710.78196978744,21722257.552599274,900.0
4640.592811607646,51710.78206467582,21722257.60519049,901.0
4640.592819025925,51710.78216075386,21722257.658443842,902.0
4640.592826534799,51710.78225800878,21722257.71235215,903.0
4640.592834133241,51710.78235642727,21722257.76690794,904.0
4640.592841820179,51710.78245599549,21722257.822103444,905.0
4640.592849594503,51710.782556699065,21722257.877930585,906.0
4640.592857455058,51710.78265852307,21722257.934381,907.0
4640.592865400652,51710.78276145206,21722257.991446026,908.0
4640.592873430049,51710.78286547004,21722258.049116697,909.0
4640.592881541971,51710.78297056049,21722258.107383754,910.0
4640.592889735102,51710.78307670635,21722258.16623764,911.0
4640.592898008083,51710.783183890024,21722258.225668505,912.0
4640.592906359512,51710.78329209337,21722258.285666186,913.0
4640.592914787948,51710.78340129773,21722258.34622024,914.0
4640.592923291907,51710.783511483896,21722258.407319915,915.0
4640.592931869865,51710.783622632116,21722258.46895417,916.0
4640.592940520257,51710.78373472213,21722258.531111658,917.0
4640.592949241476,51710.78384773311,21722258.593780737,918.0
4640.5929580318725,51710.78396164371,21722258.656949475,919.0
4640.592966889758,51710.78407643205,21722258.720605634,920.0
4640.592975813402,51710.7841920757,21722258.784736678,921.0
4640.592984801031,51710.78430855171,21722258.84932978,922.0
4640.5929938508325,51710.78442583657,21722258.914371807,923.0
4640.593002960953,51710.784543906266,21722258.97984934,924.0
4640.593012129493,51710.784662736216,21722259.045748644,925.0
4640.593021354518,51710.78478230133,21722259.112055708,926.0
4640.59303063405,51710.784902575964,21722259.178756207,927.0
4640.5930399660665,51710.78502353394,21722259.24583553,928.0
4640.5930493485075,51710.785145148555,21722259.31327876,929.0
4640.593058779271,51710.785267392544,21722259.381070685,930.0
4640.593068256213,51710.78539023814,21722259.449195795,931.0
4640.593077777149,51710.785513657014,21722259.517638285,932.0
4640.593087339851,51710.78563762031,21722259.58638205,933.0
4640.593096942053,51710.78576209865,21722259.65541069,934.0
4640.593106581446,51710.78588706208,21722259.724707503,935.0
4640.593116255678,51710.78601248015,21722259.794255495,936.0
4640.59312596236,51710.78613832186,21722259.864037365,937.0
4640.593135699058,51710.78626455567,21722259.93403553,938.0
4640.593145463297,51710.78639114951,21722260.004232094,939.0
4640.5931552525635,51710.78651807076,21722260.074608866,940.0
4640.5931650643,51710.78664528629,21722260.145147372,941.0
4640.593174895907,51710.7867727624,21722260.21582882,942.0
4640.593184744748,51710.78690046489,21722260.286634136,943.0
4640.593194608142,51710.787028358995,21722260.357543938,944.0
4640.593204483364,51710.78715640943,21722260.428538553,945.0
4640.5932143676555,51710.787284580365,21722260.499598008,946.0
4640.5932242582085,51710.78741283544,21722260.57070203,947.0
4640.593234152179,51710.78754113775,21722260.641830057,948.0
4640.59324404668,51710.78766944987,21722260.712961216,949.0
4640.593253938783,51710.78779773383,21722260.784074347,950.0
4640.593263825518,51710.7879259511,21722260.85514799,951.0
4640.593273703874,51710.788054062665,21722260.92616039,952.0
4640.5932835708,51710.78818202893,21722260.997089483,953.0
4640.593293423201,51710.78830980979,21722261.06791292,954.0
4640.593303257944,51710.78843736458,21722261.138608053,955.0
4640.593313071852,51710.78856465212,21722261.209151927,956.0
4640.593322861708,51710.78869163068,21722261.2795213,957.0
4640.593332624253,51710.788818258006,21722261.349692628,958.0
4640.593342356187,51710.788944491294,21722261.41964207,959.0
4640.593352054169,51710.789070287225,21722261.48934548,960.0
4640.593361714818,51710.78919560191,21722261.55877843,961.0
4640.593371334707,51710.78932039096,21722261.627916183,962.0
4640.5933809103735,51710.78944460943,21722261.69673371,963.0
4640.593390438311,51710.78956821184,21722261.765205674,964.0
4640.593399914971,51710.789691152175,21722261.833306458,965.0
4640.593409336765,51710.7898133839,21722261.90101013,966.0
4640.593418700063,51710.7899348599,21722261.96829047,967.0
4640.5934280011925,51710.790055532576,21722262.035120957,968.0
4640.593437236442,51710.790175353766,21722262.101474777,969.0
4640.5934464020565,51710.790294274775,21722262.167324815,970.0
4640.593455494241,51710.790412246366,21722262.23264366,971.0
4640.593464509159,51710.79052921878,21722262.297403596,972.0
4640.593473442932,51710.79064514171,21722262.36157662,973.0
4640.5934822916415,51710.790759964315,21722262.425134424,974.0
4640.593491051326,51710.790873635226,21722262.48804841,975.0
4640.593499717984,51710.79098610253,21722262.550289672,976.0
4640.593508287573,51710.79109731378,21722262.61182902,977.0
4640.593516756007,51710.79120721598,21722262.67263695,978.0
4640.593525119163,51710.79131575563,21722262.732683674,979.0
4640.593533372872,51710.79142287866,21722262.7919391,980.0
4640.593541512926,51710.791528530484,21722262.850372836,981.0
4640.593549535075,51710.79163265597,21722262.907954205,982.0
4640.59355743503,51710.791735199455,21722262.964652218,983.0
4640.593565208456,51710.791836104734,21722263.020435594,984.0
4640.593572850982,51710.79193531508,21722263.075272754,985.0
4640.5935803581915,51710.79203277321,21722263.129131828,986.0
4640.593587725631,51710.79212842132,21722263.181980632,987.0
4640.593594948799,51710.792222201075,21722263.233786702,988.0
4640.593602023161,51710.79231405357,21722263.28451727,989.0
4640.593608944136,51710.792403919404,21722263.334139265,990.0
4640.593615707101,51710.79249173861,21722263.38261933,991.0
4640.593622307395,51710.79257745072,21722263.42992379,992.0
