Time,A,M,T,alpha_A,b,mu_a,alpha_e,mu_e,gamma_mel,nu_mel,g,compartment,APC_Activation,APC_Death,Activation_CD8,CD8_Death,Tumor_Growth,Tumor_Death_CD8
497.0,4640.59237286655,51710.776340481745,21722254.47390431,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768531911404,1071.9768381321733,3860044.7357503963,3860044.620012796,2324.9165042680593,2324.9163026721044
498.0,4640.592371088835,51710.77631533476,21722254.458666343,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768528569855,1071.976837721521,3860044.7342716926,3860044.617305009,2324.916503137451,2324.91629991156
499.0,4640.592369623494,51710.77629431549,21722254.445646517,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768525776801,1071.9768373830273,3860044.7330528223,3860044.614991386,2324.9165021924246,2324.916297573844
500.0,4640.592368484064,51710.776277613186,21722254.434961937,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768523557389,1071.9768371198188,3860044.7321050437,3860044.6130927363,2324.916501441489,2324.916295679992
501.0,4640.5923676844695,51710.77626542277,21722254.4267339,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976852193752,1071.9768369351125,3860044.7314399416,3860044.611630614,2324.916500893408,2324.9162942517414
502.0,4640.592367239036,51710.77625794495,21722254.421087995,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768520943862,1071.9768368322175,3860044.7310694302,3860044.610627337,2324.916500557205,2324.9162933115504
503.0,4640.592367162501,51710.77625538639,21722254.418154217,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768520603877,1071.9768368145378,3860044.7310057683,3860044.6101060044,2324.916500442172,2324.9162928826167
504.0,4640.592367470026,51710.77625795991,21722254.418067094,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768520945852,1071.9768368855762,3860044.7312615677,3860044.6100905226,2324.9165005578775,2324.916292988898
505.0,4640.592368177209,51710.776265884626,21722254.420965802,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976852199889,1071.9768370489353,3860044.731849802,3860044.610605623,2324.916500914173,2324.9162936551334
506.0,4640.592369300099,51710.77627938613,21722254.42699428,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976852379298,1071.9768373083227,3860044.732783822,3860044.6116768834,2324.9165015212006,2324.9162949068623
507.0,4640.592370855203,51710.77629869666,21722254.436301343,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768526358976,1071.976837667552,3860044.734077357,3860044.6133307484,2324.916502389402,2324.9162967704456
508.0,4640.592372859503,51710.77632405527,21722254.449040804,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768529728642,1071.976838130545,3860044.735744534,3860044.615594551,2324.916503529525,2324.9162992730826
509.0,4640.592375330466,51710.77635570796,21722254.465371594,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768533934673,1071.9768387013378,3860044.7377998815,3860044.618496532,2324.91650495263,2324.9163024428367
510.0,4640.592378286058,51710.776393907916,21722254.48545787,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768539010709,1071.9768393840795,3860044.740258343,3860044.6220658636,2324.9165066701,2324.916306308649
511.0,4640.592381744752,51710.776438915615,21722254.50946914,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976854499136,1071.9768401830377,3860044.7431352846,3860044.6263326663,2324.916508693646,2324.9163109003625
512.0,4640.592385725546,51710.77649099904,21722254.537580375,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768551912239,1071.9768411026012,3860044.746446509,3860044.6313280324,2324.9165110353165,2324.916316248744
513.0,4640.592390247969,51710.776550433795,21722254.569972128,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768559809968,1071.9768421472809,3860044.7502082605,3860044.637084047,2324.9165137075033,2324.9163223854985
514.0,4640.592395332101,51710.77661750333,21722254.606830653,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768568722213,1071.9768433217153,3860044.7544372412,3860044.643633807,2324.91651672295,2324.9163293432916
515.0,4640.592400998575,51710.77669249907,21722254.64834801,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768578687695,1071.9768446306707,3860044.759150614,3860044.6510114414,2324.916520094758,2324.916337155772
516.0,4640.5924072685975,51710.77677572061,21722254.694722213,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768589746225,1071.976846079046,3860044.764366019,3860044.659252137,2324.9165238363985,2324.9163458575913
517.0,4640.59241416396,51710.776867475855,21722254.746157296,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768601938722,1071.9768476718748,3860044.7701015817,3860044.6683921516,2324.9165279617146,2324.916355484418
518.0,4640.592421707046,51710.776968081205,21722254.80286349,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768615307228,1071.9768494143277,3860044.7763759205,3860044.678468842,2324.916532484931,2324.9163660729664
519.0,4640.592429920847,51710.77707786173,21722254.865057282,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768629894934,1071.9768513117158,3860044.7832081607,3860044.689520679,2324.916537420663,2324.9163776610094
520.0,4640.592438828975,51710.77719715133,21722254.932961583,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768645746212,1071.9768533694933,3860044.7906179414,3860044.7015872733,2324.916542783924,2324.9163902874047
521.0,4640.592448455672,51710.77732629288,21722255.006805804,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768662906624,1071.9768555932603,3860044.7986254278,3860044.7147093914,2324.916548590128,2324.9164039921075
522.0,4640.592456287728,51710.7774305282,21722255.064680774,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768676757483,1071.9768574024652,3860044.805140132,3860044.7249937733,2324.916553276548,2324.916414868813
523.0,4640.592460652686,51710.77748672971,21722255.09201403,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768684225573,1071.9768584107705,3860044.808770904,3860044.729850893,2324.916555803368,2324.9164203189184
524.0,4640.592465132137,51710.77754445098,21722255.120076388,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768691895615,1071.9768594455236,3860044.812496911,3860044.734837574,2324.9165583985164,2324.9164259153276
525.0,4640.592469718555,51710.777603596456,21722255.148824215,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768699754902,1071.9768605049862,3860044.8163118935,3860044.739946063,2324.9165610576965,2324.91643164908
526.0,4640.592474404177,51710.77766406757,21722255.17821285,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768707790345,1071.976861587365,3860044.820209394,3860044.7451684237,2324.916563776478,2324.916437510967
527.0,4640.592479181003,51710.77772576274,21722255.208196644,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768715988434,1071.9768626908117,3860044.824182758,3860044.7504965435,2324.916566550293,2324.9164434915397
528.0,4640.592484040796,51710.77778857737,21722255.238728963,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768724335286,1071.976863813424,3860044.828225134,3860044.755922137,2324.9165693744385,2324.9164495811083
529.0,4640.592488975088,51710.7778524039,21722255.269762244,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768732816597,1071.9768649532452,3860044.8323294776,3860044.7614367506,2324.9165722440794,2324.9164557697513
530.0,4640.592493975177,51710.77791713183,21722255.301247984,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768741417683,1071.9768661082658,3860044.836488552,3860044.767031767,2324.9165751542473,2324.916462047311
531.0,4640.59249903213,51710.777982647705,21722255.333136793,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768750123476,1071.9768672764221,3860044.8406949257,3860044.772698408,2324.916578099841,2324.9164684034076
532.0,4640.592504136789,51710.77804883518,21722255.365378406,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976875891851,1071.9768684555984,3860044.844940981,3860044.778427743,2324.9165810756294,2324.916474827434
533.0,4640.592509279764,51710.77811557501,21722255.397921707,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976876778694,1071.9768696436256,3860044.8492189078,3860044.7842106875,2324.9165840762525,2324.9164813085617
534.0,4640.592514451444,51710.77818274511,21722255.430714756,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976877671255,1071.9768708382835,3860044.853520711,3860044.790038012,2324.91658709622,2324.9164878357474
535.0,4640.592519641989,51710.778250220515,21722255.46370481,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976878567872,1071.9768720372997,3860044.8578382065,3860044.7959003444,2324.9165901299143,2324.9164943977344
536.0,4640.592524841341,51710.77831787347,21722255.496838354,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976879466849,1071.97687323835,3860044.8621630277,3860044.8017881755,2324.916593171591,2324.916500983054
537.0,4640.592530039219,51710.778385573394,21722255.53006112,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768803664501,1071.9768744390597,3860044.8664866225,3860044.8076918605,2324.9165962153797,2324.916507580033
538.0,4640.592535225123,51710.77845318695,21722255.56331812,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768812649033,1071.9768756370036,3860044.870800257,3860044.81360163,2324.9165992552853,2324.9165141767967
539.0,4640.592540388335,51710.778520578024,21722255.59655365,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768821604002,1071.9768768297054,3860044.875095017,3860044.8195075835,2324.9166022851878,2324.916520761268
540.0,4640.592545517922,51710.77858760778,21722255.629711345,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976883051096,1071.97687801464,3860044.8793618074,3860044.825399706,2324.9166052988458,2324.916527321178
541.0,4640.592550602735,51710.77865413468,21722255.662734177,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768839351095,1071.9768791892318,3860044.883591355,3860044.831267863,2324.916608289895,2324.9165338440644
542.0,4640.592555631414,51710.77872001447,21722255.69556449,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768848105246,1071.9768803508566,3860044.88777421,3860044.8371018097,2324.9166112518506,2324.9165403172774
543.0,4640.592560592387,51710.77878510022,21722255.728144024,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768856753883,1071.9768814968413,3860044.891900747,3860044.842891193,2324.916614178106,2324.9165467279795
544.0,4640.59256547387,51710.77884924239,21722255.760413945,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768865277133,1071.976882624464,3860044.895961165,3860044.848625558,2324.916617061938,2324.9165530631576
545.0,4640.592570263875,51710.77891228879,21722255.792314857,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768873654782,1071.9768837309553,3860044.899945491,3860044.85429435,2324.916619896504,2324.9165593096172
546.0,4640.592574950204,51710.77897408462,21722255.82378684,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976888186625,1071.9768848134972,3860044.9038435793,3860044.8598869215,2324.9166226748443,2324.9165654539916
547.0,4640.592579520456,51710.7790344725,21722255.85476946,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976888989063,1071.9768858692253,3860044.9076451147,3860044.865392533,2324.9166253898834,2324.916571482743
548.0,4640.592583962026,51710.7790932925,21722255.88520181,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768897706672,1071.976886895228,3860044.9113396127,3860044.870800362,2324.9166280344307,2324.9165773821683
549.0,4640.592588262107,51710.779150382135,21722255.915022522,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768905292776,1071.9768878885468,3860044.9149164204,3860044.876099502,2324.9166306011807,2324.9165831384
550.0,4640.592592407693,51710.779205576415,21722255.944169793,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976891262703,1071.9768888461772,3860044.9183647186,3860044.881278972,2324.9166330827156,2324.9165887374115
551.0,4640.592596385577,51710.779258707844,21722255.97258142,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976891968717,1071.9768897650683,3860044.921673523,3860044.8863277184,2324.916635471505,2324.9165941650217
552.0,4640.592600182358,51710.779309606456,21722256.000194807,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768926450606,1071.9768906421248,3860044.924831685,3860044.891234617,2324.9166377599063,2324.916599406896
553.0,4640.592603784438,51710.77935809983,21722256.026947,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768932894438,1071.9768914742053,3860044.9278278956,3860044.8959884816,2324.9166399401684,2324.9166044485505
554.0,4640.592607178026,51710.77940401313,21722256.052774724,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768938995426,1071.976892258124,3860044.9306506817,3860044.900578068,2324.9166420044303,2324.9166092753594
555.0,4640.5926103491365,51710.77944716907,21722256.077614374,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768944730015,1071.9768929906506,3860044.9332884117,3860044.9049920742,2324.9166439447213,2324.916613872552
556.0,4640.592613283596,51710.77948738801,21722256.101402078,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768950074335,1071.9768936685107,3860044.9357292945,3860044.909219149,2324.916645752965,2324.91661822522
557.0,4640.592615967042,51710.77952448795,21722256.12407369,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768955004197,1071.9768942883866,3860044.937961385,3860044.913247895,2324.9166474209783,2324.9166223183256
558.0,4640.5926183849215,51710.77955828452,21722256.145564836,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768959495107,1071.9768948469168,3860044.9399725776,3860044.917066871,2324.916648940472,2324.9166261366936
559.0,4640.5926205225,51710.77958859104,21722256.16581092,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768963522256,1071.9768953406974,3860044.941750615,3860044.9206646006,2324.9166503030533,2324.916629665027
560.0,4640.592622364855,51710.77961521852,21722256.184747174,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768967060534,1071.9768957662816,3860044.943283086,3860044.924029573,2324.9166515002244,2324.916632887902
561.0,4640.592623896883,51710.77963797571,21722256.20230865,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768970084524,1071.97689612018,3860044.9445574274,3860044.927150247,2324.916652523388,2324.9166357897775
562.0,4640.592625103301,51710.77965666909,21722256.21843028,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976897256851,1071.9768963988624,3860044.945560925,3860044.9300150606,2324.916653363842,2324.916638354995
563.0,4640.59262726663,51710.779687079674,21722256.23755648,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768976609491,1071.9768968985916,3860044.947360383,3860044.9334137863,2324.916654731102,2324.916641768142
564.0,4640.592630418344,51710.7797295894,21722256.259785656,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768982258208,1071.9768976266375,3860044.949981978,3860044.937363911,2324.916656642339,2324.9166460569077
565.0,4640.592633460258,51710.77977067543,21722256.281291995,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768987717746,1071.9768983293197,3860044.9525122424,3860044.9411855876,2324.9166584895675,2324.9166502043554
566.0,4640.592636389594,51710.77981029806,21722256.302056015,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976899298283,1071.9768990059963,3860044.9549488644,3860044.944875354,2324.9166602710006,2324.916654206615
567.0,4640.592639203759,51710.779848419894,21722256.322059467,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768998048482,1071.9768996560683,3860044.9572896864,3860044.9484299673,2324.9166619849584,2324.916658060053
568.0,4640.592641900353,51710.77988500587,21722256.34128539,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769002910048,1071.9769002789815,3860044.959532713,3860044.9518464133,2324.9166636298637,2324.9166617612805
569.0,4640.592644477174,51710.77992002337,21722256.35971812,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769007563195,1071.9769008742273,3860044.9616761133,3860044.95512191,2324.916665204251,2324.916665307155
570.0,4640.592646932227,51710.77995344229,21722256.377343368,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769012003926,1071.9769014413444,3860044.9637182257,3860044.9582539164,2324.916666706765,2324.916668694795
571.0,4640.592649263724,51710.779985235095,21722256.394148212,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769016228572,1071.9769019799203,3860044.9656575653,3860044.961240137,2324.91666813617,2324.9166719215805
572.0,4640.592651470097,51710.78001537692,21722256.410121184,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976902023384,1071.9769024895925,3860044.9674928263,3860044.9640785344,2324.9166694913465,2324.916674985167
573.0,4640.592653549999,51710.78004384561,21722256.425252274,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769024016775,1071.9769029700499,3860044.9692228893,3860044.966767329,2324.916670771299,2324.916677883488
574.0,4640.592655502311,51710.78007062184,21722256.439532995,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769027574819,1071.9769034210337,3860044.970846822,3860044.9693050133,2324.916671975158,2324.916680614767
575.0,4640.592657326146,51710.780095689144,21722256.4529564,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769030905777,1071.9769038423397,3860044.972363888,3860044.9716903525,2324.9166731021837,2324.9166831775215
576.0,4640.592659020861,51710.78011903401,21722256.465517137,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769034007861,1071.976904233819,3860044.973773552,3860044.973922395,2324.9166741517693,2324.9166855705707
577.0,4640.592660586055,51710.78014064598,21722256.477211483,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976903687967,1071.9769045953788,3860044.9750754805,3860044.9760004804,2324.916675123443,2324.9166877930456
578.0,4640.5926620215805,51710.78016051765,21722256.48803738,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976903952023,1071.976904926985,3860044.9762695506,3860044.9779242426,2324.9166760168737,2324.916689844396
579.0,4640.592663327548,51710.78017864484,21722256.497994483,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769041928982,1071.9769052286636,3860044.9773558537,3860044.9796936195,2324.916676831872,2324.916691724395
580.0,4640.592664504328,51710.780195026586,21722256.507084187,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.97690441058,1071.9769055005,3860044.9783347,3860044.98130886,2324.9166775683952,2324.9166934331492
581.0,4640.5926655525645,51710.780209665274,21722256.51530968,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769046051,1071.9769057426424,3860044.979206623,3860044.98277053,2324.9166782265506,2324.916694971107
582.0,4640.592666473173,51710.78022256667,21722256.52267598,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769047765344,1071.976905955303,3860044.9799723853,3860044.9840795216,2324.9166788065972,2324.9166963390644
583.0,4640.592667267353,51710.78023374002,21722256.529189955,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769049250067,1071.9769061387585,3860044.980632984,3860044.985237055,2324.916679308951,2324.9166975381727
584.0,4640.592667936588,51710.780243198125,21722256.53486039,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769050506866,1071.976906293352,3860044.981189654,3860044.9862446915,2324.9166797341877,2324.9166985699458
585.0,4640.592668482656,51710.780250957396,21722256.539698012,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769051537921,1071.9769064194936,3860044.9816438733,3860044.9871043367,2324.9166800830444,2324.9166994362695
586.0,4640.592668907633,51710.78025703794,21722256.543715533,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769052345907,1071.9769065176633,3860044.981997369,3860044.98781825,2324.916680356426,2324.9167001394085
587.0,4640.592669213899,51710.78026146366,21722256.546927676,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769052934003,1071.9769065884107,3860044.982252121,3860044.988389048,2324.916680555406,2324.9167006820107
588.0,4640.5926694041445,51710.78026426227,21722256.54935124,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769053305881,1071.9769066323574,3860044.982410367,3860044.9888197156,2324.916680681232,2324.9167010671204
589.0,4640.592669481376,51710.780265465415,21722256.551005125,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976905346576,1071.9769066501979,3860044.9824746083,3860044.9891136107,2324.916680735325,2324.9167012981816
590.0,4640.592669448922,51710.78026510874,21722256.551910356,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976905341836,1071.976906642701,3860044.982447613,3860044.98927447,2324.916680719289,2324.916701379045
591.0,4640.592669310438,51710.78026323195,21722256.55209016,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769053168973,1071.9769066107112,3860044.9823324224,3860044.9893064215,2324.9166806349085,2324.916701313982
592.0,4640.592669069916,51710.780259878906,21722256.551569965,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976905272342,1071.9769065551507,3860044.982132356,3860044.9892139826,2324.9166804841557,2324.916701107682
593.0,4640.592668731685,51710.78025509766,21722256.550377466,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769052088084,1071.9769064770194,3860044.9818510152,3860044.9890020755,2324.916680269191,2324.91670076527
594.0,4640.592668300419,51710.780248940595,21722256.54854266,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976905126993,1071.9769063773967,3860044.9814922884,3860044.9886760307,2324.916679992369,2324.916700292308
595.0,4640.592667781145,51710.7802414644,21722256.54609787,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769050276486,1071.9769062574446,3860044.981060356,3860044.9882415915,2324.9166796562395,2324.916699694804
596.0,4640.592667179247,51710.78023273027,21722256.54307781,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769049115891,1071.976906118406,3860044.9805596974,3860044.987704927,2324.916679263553,2324.91669897922
597.0,4640.592666500471,51710.780222803856,21722256.5395196,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769047796863,1071.9769059616087,3860044.9799950914,3860044.987072633,2324.9166788172615,2324.9166981524795
598.0,4640.592665750932,51710.78021175544,21722256.535462815,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769046328743,1071.9769057884653,3860044.979371625,3860044.9863517424,2324.9166783205246,2324.916697221975
599.0,4640.592664937121,51710.78019965994,21722256.530949537,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769044721484,1071.976905600475,3860044.9786946974,3860044.9855497326,2324.916677776711,2324.9166961955757
600.0,4640.592664065909,51710.78018659702,21722256.526024368,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769042985672,1071.976905399225,3860044.9779700227,3860044.98467453,2324.916677189402,2324.916695081635
601.0,4640.592663144552,51710.78017265115,21722256.52073449,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769041132538,1071.9769051863916,3860044.977203638,3860044.9837345188,2324.916676562396,2324.916693888996
602.0,4640.5926621807,51710.7801579117,21722256.515129697,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976903917395,1071.9769049637418,3860044.9764019065,3860044.982738547,2324.91667589971,2324.9166926270036
603.0,4640.5926611824025,51710.78014247298,21722256.50926244,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769037122444,1071.976904733135,3860044.975571522,3860044.981695935,2324.916675205585,2324.916691305507
604.0,4640.592658631975,51710.78010896526,21722256.49312169,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769032669917,1071.9769041439863,3860044.9734500763,3860044.9788277242,2324.916673699078,2324.9166880727626
605.0,4640.592655104796,51710.7800639777,21722256.470501978,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976902669194,1071.976903329208,3860044.970516169,3860044.974808201,2324.916671676437,2324.91668363089
606.0,4640.5926513648055,51710.780016258264,21722256.446441583,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769020350952,1071.97690246527,3860044.967405245,3860044.970532669,2324.9166695309714,2324.9166789121027
607.0,4640.59264741467,51710.779965841364,21722256.42095757,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769013651521,1071.9769015527888,3860044.9641195224,3860044.96600416,2324.9166672642277,2324.916673919773
608.0,4640.59264325742,51710.77991276599,21722256.39406943,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769006598833,1071.976900592464,3860044.9606615216,3860044.9612261374,2324.9166648779587,2324.9166686577382
609.0,4640.592638896455,51710.77985707584,21722256.36579913,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976899919869,1071.9768995850811,3860044.9570340714,3860044.956202505,2324.91666237413,2324.916663130313
