data_generator_T,data_generator_V1
0.0,-60.0
10.0,-28.390123
20.0,-25.488285
30.0,-25.510401
40.0,-25.532639
50.0,-25.55521
60.0,-25.577539
70.0,-25.599722
80.0,-25.62108
90.0,-25.645836
100.0,-25.664852
110.0,-25.685963
120.0,-25.713863
130.0,-25.736664
140.0,-25.760923
150.0,-25.783112
160.0,-25.805927
170.0,-25.828495
180.0,-25.851357
190.0,-25.873743
200.0,-25.8967
210.0,-25.919004
220.0,-25.942045
230.0,-25.964075
240.0,-25.987288
250.0,-26.009478
260.0,-26.032843
270.0,-26.054623
280.0,-26.078304
290.0,-26.101349
300.0,-26.124567
310.0,-26.147371
320.0,-26.170513
330.0,-26.193764
340.0,-26.216896
350.0,-26.240232
360.0,-26.263735
370.0,-26.287207
380.0,-26.310835
390.0,-26.334671
400.0,-26.358534
410.0,-26.382534
420.0,-26.406776
430.0,-26.431105
440.0,-26.455557
450.0,-26.480284
460.0,-26.505165
470.0,-26.530157
480.0,-26.555449
490.0,-26.580976
500.0,-26.606613
510.0,-26.632551
520.0,-26.658827
530.0,-26.685236
540.0,-26.708576
550.0,-26.740046
560.0,-26.766897
570.0,-26.794788
580.0,-26.821167
590.0,-26.851309
600.0,-26.878885
610.0,-26.909204
620.0,-26.934019
630.0,-26.969889
640.0,-26.997335
650.0,-27.031279
660.0,-27.052877
670.0,-27.094797
680.0,-27.124855
690.0,-27.160431
700.0,-27.188822
710.0,-27.228369
720.0,-27.249617
730.0,-27.296906
740.0,-27.335899
750.0,-27.368917
760.0,-27.411257
770.0,-27.439301
780.0,-27.490149
790.0,-27.528524
800.0,-27.568233
810.0,-27.614054
820.0,-27.658043
830.0,-27.70289
840.0,-27.749533
850.0,-27.795687
860.0,-27.85006
870.0,-27.898611
880.0,-27.954981
890.0,-28.00543
900.0,-28.06687
910.0,-28.12602
920.0,-28.186687
930.0,-28.250837
940.0,-28.323385
950.0,-28.394241
960.0,-28.470839
970.0,-28.553904
980.0,-28.641245
990.0,-28.735802
1000.0,-28.840221
1010.0,-28.955236
1020.0,-29.085047
1030.0,-29.235687
1040.0,-29.416924
1050.0,-29.648508
1060.0,-29.97559
1070.0,-30.553053
1080.0,-32.210186
1090.0,-47.643024
1100.0,-64.053032
1110.0,-64.331406
1120.0,-63.960476
1130.0,-63.473228
1140.0,-62.893242
1150.0,-62.217171
1160.0,-61.443161
1170.0,-60.595066
1180.0,-59.724533
1190.0,-58.902439
1200.0,-58.18153
1210.0,-57.587147
1220.0,-57.098888
1230.0,-56.669659
1240.0,-56.330021
1250.0,-56.024746
1260.0,-55.756348
1270.0,-55.522091
1280.0,-55.317867
1290.0,-55.13269
1300.0,-54.965385
1310.0,-54.821926
1320.0,-54.691113
1330.0,-54.572365
1340.0,-54.466839
1350.0,-54.371605
1360.0,-54.28611
1370.0,-54.209286
1380.0,-54.140423
1390.0,-54.078587
1400.0,-54.023151
1410.0,-53.972782
1420.0,-53.926861
1430.0,-53.878448
1440.0,-53.850128
1450.0,-53.831051
1460.0,-53.803413
1470.0,-53.786484
1480.0,-53.764378
1490.0,-53.7323
1500.0,-53.745796
1510.0,-53.733776
1520.0,-53.716228
1530.0,-53.726017
1540.0,-53.724365
1550.0,-53.72747
1560.0,-53.722992
1570.0,-53.746346
1580.0,-53.750664
1590.0,-53.751259
1600.0,-53.777771
1610.0,-53.783802
1620.0,-53.803364
1630.0,-53.811836
1640.0,-53.84866
1650.0,-53.869038
1660.0,-53.883961
1670.0,-53.910801
1680.0,-53.937912
1690.0,-53.960102
1700.0,-53.995491
1710.0,-54.025127
1720.0,-54.038807
1730.0,-54.090801
1740.0,-54.128376
1750.0,-54.167763
1760.0,-54.200439
1770.0,-54.252308
1780.0,-54.295097
1790.0,-54.341534
1800.0,-54.376396
1810.0,-54.453815
1820.0,-54.498207
1830.0,-54.580769
1840.0,-54.654015
1850.0,-54.753941
1860.0,-54.846603
