T,EXC2,H,INH1,INH2,INH3,INH4,M2,M3,M4,V1,V2,V3,V4
1630.0,0.019399934,0.27994648,0.086232267,0.047893666,0.027064202,0.098973967,0.22460957,0.17606182,0.013105487,-53.811836,-40.604889,-35.136024,-38.535076
1640.0,0.019315142,0.28077835,0.085967273,0.048276301,0.026764292,0.09774176,0.22378035,0.17709894,0.013516314,-53.84866,-40.719261,-35.178116,-38.478436
1650.0,0.019268369,0.28161064,0.086162567,0.049066719,0.026686443,0.096967123,0.22294936,0.17811233,0.013935276,-53.869038,-40.80455,-35.200531,-38.379383
1660.0,0.01923419,0.28244346,0.086542852,0.050026719,0.02669799,0.096369892,0.22211668,0.17910272,0.014362633,-53.883961,-40.878868,-35.215282,-38.264618
1670.0,0.019172857,0.28327692,0.086674765,0.050771412,0.026588473,0.095518433,0.22128242,0.18007095,0.014798744,-53.910801,-40.973007,-35.241096,-38.173935
1680.0,0.019111086,0.28411117,0.086851083,0.051562164,0.026499458,0.094701909,0.22044654,0.18101698,0.015243612,-53.937912,-41.06675,-35.265411,-38.080086
1690.0,0.019060677,0.28494641,0.087207466,0.052523125,0.026494801,0.094048269,0.21960899,0.18194093,0.015697347,-53.960102,-41.150711,-35.282467,-37.971092
1700.0,0.018980535,0.28578269,0.087267511,0.053225711,0.026351333,0.09310095,0.21876991,0.1828436,0.016160335,-53.995491,-41.258049,-35.31279,-37.88887
1710.0,0.018913673,0.28662026,0.087541834,0.054129459,0.026307082,0.092347473,0.21792915,0.18372463,0.016632576,-54.025127,-41.353592,-35.33437,-37.788746
1720.0,0.018882886,0.28745928,0.088259868,0.055463742,0.02647417,0.09198714,0.21708669,0.18458393,0.01711412,-54.038807,-41.420403,-35.338337,-37.650146
1730.0,0.018766297,0.28829974,0.088076428,0.055963885,0.026213877,0.09078303,0.21624276,0.18542325,0.017605973,-54.090801,-41.555466,-35.380383,-37.590694
1740.0,0.018682469,0.28914195,0.088316515,0.056878064,0.026152337,0.089946382,0.2153971,0.18624112,0.018107694,-54.128376,-41.664982,-35.405804,-37.494164
1750.0,0.018594975,0.28998613,0.088576011,0.057823841,0.0261005,0.08911252,0.21454975,0.18703817,0.018619834,-54.167763,-41.777004,-35.431194,-37.396263
1760.0,0.018522685,0.29083243,0.089072183,0.059018038,0.026157981,0.088461459,0.21370062,0.18781418,0.019142624,-54.200439,-41.876972,-35.448082,-37.278042
1770.0,0.01840849,0.29168099,0.089162081,0.059842534,0.026026104,0.08742734,0.2128498,0.18856989,0.019676855,-54.252308,-42.012508,-35.48278,-37.193501
1780.0,0.018314794,0.29253215,0.089572594,0.06100196,0.026040914,0.08664076,0.21199703,0.18930443,0.020222636,-54.295097,-42.131195,-35.505817,-37.081547
1790.0,0.01821362,0.29338616,0.089982063,0.062193375,0.026054638,0.085813537,0.21114232,0.19001804,0.020780703,-54.341534,-42.257389,-35.530708,-36.968567
1800.0,0.018138006,0.29424337,0.090808526,0.063834563,0.026254907,0.085285634,0.21028544,0.1907101,0.021351574,-54.376396,-42.361687,-35.540951,-36.820751
1810.0,0.017971175,0.29510394,0.090701923,0.064599104,0.026026744,0.083919533,0.20942645,0.19138175,0.021936908,-54.453815,-42.548336,-35.591164,-36.745312
1820.0,0.017876178,0.29596868,0.091601171,0.066428661,0.026250249,0.083301313,0.2085648,0.19203043,0.022536686,-54.498207,-42.673271,-35.60474,-36.586559
1830.0,0.017700758,0.29683787,0.091785014,0.067622788,0.026142312,0.081992991,0.20770043,0.19265722,0.023153512,-54.580769,-42.874138,-35.651234,-36.479046
1840.0,0.017546514,0.29771256,0.092516325,0.069489375,0.026271397,0.080969997,0.20683265,0.19325972,0.023788696,-54.654015,-43.060558,-35.68269,-36.321362
1850.0,0.017338146,0.29859373,0.093062758,0.071356803,0.026304426,0.079559512,0.20596087,0.19383678,0.02444593,-54.753941,-43.30579,-35.731838,-36.164909
1860.0,0.017147044,0.29948348,0.094627373,0.074625753,0.026761102,0.078477763,0.20508362,0.19438367,0.025130037,-54.846603,-43.548302,-35.760647,-35.908649
1870.0,0.016754093,0.30038488,0.095339291,0.077798456,0.026830234,0.075804561,0.20419878,0.19489443,0.02585347,-55.040276,-44.02702,-35.866299,-35.658623
1880.0,0.016182784,0.30130658,0.098311119,0.086014174,0.027991081,0.071794897,0.20330025,0.19534183,0.026645191,-55.329746,-44.819599,-36.03521,-35.065441
1890.0,0.014329875,0.30228075,0.10949852,0.12220726,0.035662066,0.055114735,0.20236976,0.19558437,0.027660551,-56.341087,-47.874371,-37.060902,-32.863773
1900.0,0.0075794361,0.30361721,0.17924945,0.29940951,0.08533442,0.010825443,0.20137852,0.19467613,0.030209763,-61.575161,-58.171158,-43.89658,-23.025026
1910.0,0.0069195293,0.30542538,0.18586272,0.3138262,0.089503989,0.00868126,0.20037749,0.1930652,0.034032516,-62.317333,-58.871021,-44.809582,-21.504271
1920.0,0.0069580255,0.30725107,0.18480961,0.3117103,0.08889477,0.0088873133,0.19938137,0.19145873,0.03785963,-62.272167,-58.794647,-44.71286,-21.754972
1930.0,0.007013828,0.30906156,0.18352757,0.30911392,0.088146619,0.0091532758,0.19839029,0.18987715,0.041635852,-62.207127,-58.703857,-44.591042,-22.047079
1940.0,0.0070738234,0.31085572,0.1821712,0.30636182,0.087352641,0.0094373543,0.19740424,0.18832129,0.045358449,-62.137764,-58.626568,-44.464169,-22.340038
1950.0,0.0071382225,0.31263295,0.18074431,0.30345792,0.086515166,0.009743358,0.19642319,0.18679161,0.049025726,-62.063953,-58.536179,-44.331902,-22.632864
1960.0,0.0072074248,0.31439272,0.17924237,0.30039117,0.085630909,0.01007356,0.19544713,0.18528867,0.052635897,-61.985359,-58.434193,-44.193871,-22.926174
1970.0,0.0072819572,0.31613436,0.17766185,0.29715103,0.084697023,0.010431541,0.19447605,0.18381311,0.056187034,-61.901539,-58.315994,-44.049454,-23.220461
1980.0,0.0073623704,0.3178573,0.17599601,0.29372132,0.08370851,0.010820259,0.19350994,0.18236569,0.059677046,-61.812042,-58.187351,-43.898129,-23.516623
1990.0,0.0074494272,0.31956074,0.17423892,0.29008546,0.082660772,0.011244737,0.19254877,0.18094729,0.063103631,-61.716225,-58.043427,-43.73904,-23.815464
2000.0,0.007543907,0.32124388,0.17237981,0.28621802,0.081545971,0.01170927,0.19159253,0.17955899,0.066464238,-61.613476,-57.89267,-43.571453,-24.118347
2010.0,0.0076469379,0.3229059,0.17040767,0.2820904,0.080355927,0.012221112,0.19064124,0.17820203,0.069755979,-61.502853,-57.731297,-43.394138,-24.426674
2020.0,0.0077600782,0.32454571,0.16830984,0.27766773,0.079080954,0.012790585,0.18969488,0.17687801,0.072975539,-61.383049,-57.550514,-43.20536,-24.742092
2030.0,0.0078851478,0.32616213,0.1660642,0.27289584,0.077705026,0.013428948,0.18875346,0.17558879,0.07611905,-61.25259,-57.354385,-43.00322,-25.067293
2040.0,0.008024741,0.32775378,0.16364102,0.26770064,0.076206617,0.014152859,0.18781696,0.17433679,0.079181843,-61.109356,-57.141003,-42.784935,-25.405853
2050.0,0.0081829838,0.32931891,0.16100289,0.26198217,0.074557424,0.014989563,0.18688543,0.17312516,0.082158104,-60.949905,-56.896313,-42.545937,-25.762444
2060.0,0.0083666416,0.33085531,0.15809752,0.25559267,0.072715655,0.015983503,0.18595889,0.17195809,0.085040286,-60.768589,-56.599743,-42.278786,-26.143929
2070.0,0.0085824849,0.33235994,0.15476243,0.24818063,0.070576109,0.017180286,0.18503742,0.17084163,0.087818094,-60.56041,-56.294746,-41.976513,-26.567392
2080.0,0.0088529019,0.33382848,0.15085247,0.23930259,0.06801571,0.018732581,0.1841211,0.16978499,0.090476029,-60.306705,-55.886562,-41.614281,-27.052788
2090.0,0.0092184972,0.33525375,0.14589956,0.22776234,0.064689182,0.020929178,0.18321018,0.16880423,0.092988215,-59.975494,-55.334118,-41.148415,-27.655766
2100.0,0.0097977491,0.33662182,0.13855043,0.21001977,0.059580248,0.024676209,0.18230519,0.16793403,0.095301487,-59.476101,-54.465889,-40.452274,-28.539192
2110.0,0.011205908,0.33789408,0.12269519,0.16830643,0.047648385,0.035536233,0.18140836,0.16729155,0.09725289,-58.372871,-52.247864,-38.89193,-30.530094
2120.0,0.017550902,0.33890691,0.079906009,0.026184352,0.032659393,0.12377768,0.18061788,0.16790408,0.097920649,-54.65192,-38.186852,-34.626839,-42.646912
2130.0,0.23004994,0.33882934,0.0037243012,0.0025861054,0.16348457,0.23090632,0.18120521,0.16726737,0.097557612,-27.577665,-27.498224,-49.144009,-50.303738
2140.0,0.25297967,0.33712944,0.0014699879,0.001028774,0.19625941,0.27555412,0.18372825,0.16565406,0.097084381,-25.658094,-24.842354,-52.903496,-53.996014
2150.0,0.25271827,0.33541387,0.0015046691,0.0010530998,0.19497912,0.27378032,0.18632025,0.16404825,0.096611381,-25.680576,-24.96286,-52.810051,-53.902233
2160.0,0.2524398,0.33371168,0.0015419504,0.0010772275,0.19359802,0.27186915,0.18887483,0.16245954,0.096140996,-25.704506,-25.090565,-52.706951,-53.813679
2170.0,0.2521345,0.33202279,0.0015800848,0.0011013255,0.19221546,0.26995715,0.19139184,0.16088776,0.095673226,-25.730722,-25.216204,-52.602753,-53.727852
2180.0,0.25179929,0.33034706,0.0016197399,0.0011261937,0.19083713,0.26805222,0.19387145,0.15933284,0.095208071,-25.759481,-25.339407,-52.496731,-53.641399
2190.0,0.25146371,0.32868442,0.0016621087,0.0011536595,0.18946321,0.26615411,0.1963138,0.15779462,0.094745532,-25.788244,-25.460323,-52.388508,-53.54694
2200.0,0.25111303,0.32703477,0.0017061383,0.0011820449,0.18809298,0.26426235,0.19871908,0.15627299,0.094285592,-25.818274,-25.579096,-52.278687,-53.451771
2210.0,0.2507816,0.325398,0.0017564292,0.0012176664,0.186738,0.26239192,0.20108746,0.15476781,0.093828246,-25.846628,-25.695,-52.163723,-53.331856
2220.0,0.25057951,0.32377416,0.0018003291,0.0012465365,0.18533252,0.26045007,0.20341922,0.15327899,0.093373507,-25.863905,-25.81333,-52.061283,-53.239441
2230.0,0.25030217,0.3221629,0.0018480277,0.0012779648,0.1839502,0.25854278,0.20571448,0.1518064,0.092921369,-25.8876,-25.928148,-51.952976,-53.141129
2240.0,0.24999397,0.32056424,0.0018942993,0.0013063607,0.18256357,0.25663111,0.20797351,0.15034992,0.092471823,-25.91391,-26.041721,-51.846432,-53.056465
2250.0,0.24962428,0.31897798,0.0019470955,0.0013408342,0.18121059,0.25476825,0.21019648,0.14890942,0.092024863,-25.94544,-26.15127,-51.732231,-52.953793
2260.0,0.24920343,0.31740406,0.0019995081,0.0013727992,0.17986375,0.25291643,0.21238366,0.14748482,0.091580495,-25.981297,-26.258947,-51.617706,-52.863102
2270.0,0.24899702,0.31584269,0.0020569384,0.00141377,0.17849346,0.251028,0.21453536,0.14607601,0.091138713,-25.998869,-26.367407,-51.506748,-52.743675
2280.0,0.24875878,0.31429347,0.002116123,0.0014551162,0.17713536,0.24915861,0.21665178,0.14468287,0.090699509,-26.019138,-26.473692,-51.393944,-52.627384
2290.0,0.24838656,0.31275627,0.0021699893,0.0014871793,0.17577766,0.24729346,0.21873321,0.14330532,0.090262905,-26.050783,-26.578587,-51.284245,-52.544197
2300.0,0.24803135,0.31123114,0.0022270046,0.0015222792,0.17442879,0.24544138,0.2207799,0.14194323,0.089828879,-26.080954,-26.681774,-51.173256,-52.453918
2310.0,0.24763243,0.30971789,0.0022900249,0.0015622567,0.17311241,0.24363722,0.2227921,0.14059651,0.08939743,-26.114801,-26.781586,-51.055965,-52.352413
2320.0,0.24739172,0.30821669,0.0023583628,0.001610513,0.17178282,0.24181205,0.22477019,0.13926506,0.08896856,-26.135212,-26.881609,-50.940342,-52.228951
2330.0,0.24719223,0.30672729,0.0024259679,0.0016575827,0.1704434,0.23997353,0.2267144,0.13794881,0.088542268,-26.152115,-26.981411,-50.828079,-52.11256
2340.0,0.2467797,0.30524945,0.0024839125,0.0016894134,0.16910446,0.23814048,0.22862506,0.13664767,0.088118576,-26.187046,-27.079973,-50.721375,-52.04213
2350.0,0.24630137,0.30378315,0.0025516199,0.0017294354,0.16782103,0.2363888,0.23050238,0.13536151,0.087697454,-26.227503,-27.17383,-50.604313,-51.952637
2360.0,0.24584274,0.30232841,0.0026521753,0.0018024283,0.16665851,0.23481227,0.23234656,0.13409023,0.087278888,-26.266249,-27.258888,-50.455647,-51.783066
2370.0,0.24575882,0.30088553,0.0027052099,0.0018349004,0.16523147,0.23284842,0.23415846,0.13283387,0.086862937,-26.273335,-27.361473,-50.371006,-51.713875
2380.0,0.24565297,0.29945406,0.0027498461,0.0018559274,0.16377762,0.2308491,0.23593804,0.13159227,0.086449571,-26.282269,-27.464897,-50.292526,-51.674622
2390.0,0.24503189,0.29803342,0.0028566674,0.0019305662,0.16267201,0.22935887,0.23768513,0.13036525,0.086038753,-26.334648,-27.544033,-50.142445,-51.514462
2400.0,0.24470398,0.29662427,0.0029595434,0.002005185,0.16149025,0.22775666,0.23940058,0.12915285,0.085630521,-26.36227,-27.628035,-50.006451,-51.358711
2410.0,0.24437825,0.2952264,0.0030212605,0.002037779,0.16014706,0.22592188,0.24108484,0.12795502,0.085224912,-26.389688,-27.721958,-49.911888,-51.299843
2420.0,0.24394476,0.29383957,0.0030941209,0.0020783918,0.15887015,0.22418566,0.24273792,0.12677163,0.08482188,-26.426146,-27.810841,-49.805592,-51.225937
2430.0,0.24359381,0.29246384,0.0031903661,0.0021432457,0.15766373,0.22255142,0.24436012,0.1256026,0.084421419,-26.455635,-27.894808,-49.682423,-51.102283
2440.0,0.24328753,0.29109916,0.0032918055,0.0022131267,0.15646727,0.22093226,0.24595183,0.12444787,0.084023543,-26.48135,-27.977736,-49.558262,-50.972237
2450.0,0.24297546,0.28974542,0.0033771447,0.0022664424,0.15520866,0.21922369,0.24751347,0.12330742,0.083628275,-26.507534,-28.064156,-49.450611,-50.878883
2460.0,0.24249776,0.28840244,0.0034609449,0.0023136968,0.15398003,0.21756212,0.24904524,0.12218116,0.083235621,-26.547577,-28.147991,-49.34211,-50.801056
2470.0,0.24205735,0.2870703,0.0035699441,0.0023845795,0.15283717,0.21602714,0.25054735,0.12106899,0.082845539,-26.584457,-28.226076,-49.215004,-50.680786
2480.0,0.24182585,0.28574914,0.0036710817,0.0024529789,0.15161511,0.2143735,0.25202033,0.11997092,0.082458064,-26.60383,-28.309105,-49.103188,-50.566551
2490.0,0.24147291,0.28443861,0.0037377968,0.0024849093,0.15029068,0.21257259,0.25346452,0.11888693,0.082073234,-26.633345,-28.397949,-49.017933,-50.521328
2500.0,0.24100688,0.28313857,0.0038760651,0.0025803326,0.14925499,0.21119861,0.25487974,0.11781677,0.08169096,-26.672283,-28.468328,-48.874725,-50.367863
2510.0,0.24076489,0.28184935,0.0040116282,0.0026772043,0.14815642,0.20973119,0.25626671,0.11676055,0.0813113,-26.692488,-28.542675,-48.742123,-50.216194
2520.0,0.24033099,0.2805706,0.0040967036,0.0027223374,0.14691086,0.20805016,0.25762585,0.11571828,0.080934308,-26.728687,-28.625561,-48.646812,-50.154629
2530.0,0.2398172,0.27930227,0.0042102588,0.0027907253,0.1457846,0.20654757,0.25895709,0.1146898,0.080559924,-26.771509,-28.700701,-48.530151,-50.058151
2540.0,0.2394297,0.27804446,0.0043511391,0.0028857773,0.14472359,0.20514214,0.26026082,0.11367507,0.080188148,-26.803776,-28.771797,-48.398624,-49.922493
2550.0,0.23910381,0.27679724,0.0044558407,0.0029493046,0.14351854,0.20352289,0.26153758,0.11267416,0.079819039,-26.830893,-28.851587,-48.297611,-49.837498
2560.0,0.23853379,0.27556014,0.0045651556,0.0030098243,0.14237735,0.20200288,0.2627874,0.11168696,0.079452574,-26.878279,-28.926912,-48.190033,-49.761009
2570.0,0.23778756,0.27433321,0.0047379872,0.0031169073,0.14149232,0.20087321,0.26401022,0.11071333,0.07908874,-26.940233,-28.986134,-48.03442,-49.623158
2580.0,0.2377672,0.2731173,0.0048375609,0.0031859307,0.14018528,0.19909771,0.26520735,0.10975353,0.078727558,-26.941923,-29.072098,-47.952995,-49.533379
2590.0,0.23732218,0.27191129,0.0049622948,0.0032608532,0.13905506,0.1975971,0.26637813,0.1088073,0.078369059,-26.978825,-29.146441,-47.844612,-49.442715
2600.0,0.23675013,0.27071539,0.0051002945,0.0033425118,0.13799362,0.19620292,0.26752305,0.10787468,0.078013226,-27.026213,-29.216286,-47.727058,-49.346706
2610.0,0.23644246,0.26952994,0.0052626044,0.0034523928,0.13694516,0.1948268,0.26864237,0.10695563,0.077660054,-27.05168,-29.285666,-47.602699,-49.214886
2620.0,0.23602483,0.26835462,0.0054026162,0.0035388407,0.13583976,0.19336818,0.26973644,0.10605021,0.077309586,-27.086224,-29.358206,-47.492664,-49.117233
2630.0,0.23542161,0.26718929,0.0055374657,0.0036145754,0.13474897,0.1919356,0.27080545,0.10515838,0.07696183,-27.136072,-29.429501,-47.384384,-49.036613
2640.0,0.23455857,0.26603392,0.0056876838,0.0036918353,0.13375904,0.19066338,0.27184945,0.1042801,0.076616801,-27.207296,-29.494204,-47.262428,-48.959084
2650.0,0.23452824,0.26488936,0.005863667,0.0038206724,0.13265572,0.18920675,0.27286902,0.1034154,0.076274425,-27.209797,-29.567078,-47.148075,-48.815327
2660.0,0.23406325,0.26375455,0.006028289,0.0039230166,0.13160105,0.18783395,0.27386412,0.1025643,0.075934812,-27.248121,-29.636263,-47.032764,-48.710358
2670.0,0.23330718,0.26262966,0.006156717,0.0039845039,0.13048662,0.18637633,0.27483508,0.10172686,0.075597987,-27.310373,-29.708517,-46.934013,-48.655281
2680.0,0.23293002,0.26151511,0.0063590026,0.0041190251,0.12950848,0.18512408,0.27578187,0.10090294,0.07526385,-27.341398,-29.773224,-46.804882,-48.519966
2690.0,0.23241699,0.26041058,0.0065550259,0.0042425678,0.12852149,0.18386386,0.27670485,0.10009266,0.074932508,-27.383566,-29.838266,-46.679665,-48.401718
2700.0,0.23196886,0.25931621,0.006733357,0.0043538501,0.12745334,0.18248035,0.27760431,0.099296123,0.074603952,-27.42037,-29.908295,-46.568352,-48.298428
2710.0,0.23164326,0.25823203,0.0069484883,0.0044978955,0.12645245,0.18120253,0.27848017,0.098513238,0.074278183,-27.447094,-29.974543,-46.443142,-48.165329
2720.0,0.23086041,0.25715762,0.0071143028,0.0045846933,0.12538634,0.1798337,0.27933282,0.097744204,0.07395529,-27.511288,-30.04397,-46.336609,-48.094334
2730.0,0.2302085,0.25609347,0.0073044156,0.0046947426,0.1243424,0.17850158,0.28016225,0.096988946,0.073635213,-27.564686,-30.112373,-46.223045,-48.002163
2740.0,0.22960699,0.25503948,0.0075119738,0.0048195296,0.12331992,0.17720592,0.28096861,0.096247561,0.07331799,-27.613909,-30.179657,-46.104782,-47.898582
2750.0,0.22891062,0.25399566,0.0077081323,0.004930153,0.12226303,0.17586325,0.28175202,0.095520169,0.073003657,-27.670835,-30.248924,-45.992554,-47.81115
2760.0,0.2283785,0.25296214,0.0079484247,0.0050822366,0.12127092,0.17462257,0.28251255,0.094806761,0.072692208,-27.714296,-30.314764,-45.866734,-47.688637
2770.0,0.22768243,0.25193882,0.0081657749,0.0052078068,0.12022069,0.17330047,0.2832503,0.094107561,0.072383709,-27.771099,-30.383917,-45.750725,-47.593498
2780.0,0.22707565,0.25092587,0.0084165661,0.0053628762,0.11921462,0.17205104,0.28396529,0.093422584,0.072078153,-27.820568,-30.450777,-45.625206,-47.475967
2790.0,0.22631493,0.24992323,0.008644498,0.0054917093,0.11814413,0.17071116,0.28465763,0.092752069,0.071775623,-27.882528,-30.521385,-45.509186,-47.384083
2800.0,0.22566609,0.24893114,0.0089163296,0.0056591569,0.11713336,0.16946924,0.28532717,0.092096068,0.071476087,-27.935329,-30.588867,-45.380581,-47.263699
2810.0,0.22491111,0.24794956,0.0091784708,0.0058128284,0.11607563,0.16816457,0.28597403,0.091454841,0.071179628,-27.996708,-30.659212,-45.257088,-47.158234
2820.0,0.22412193,0.24697866,0.0094501255,0.0059710164,0.11500516,0.16684972,0.28659806,0.090828583,0.070886292,-28.060806,-30.730539,-45.132439,-47.052704
2830.0,0.22334561,0.24601859,0.0097481841,0.0061491788,0.11394831,0.16556638,0.28719914,0.090217493,0.070596099,-28.123798,-30.80142,-45.001541,-46.935825
2840.0,0.22250648,0.24506949,0.01005312,0.006328206,0.11286186,0.16424997,0.28777716,0.089621902,0.070309132,-28.191824,-30.87434,-44.870541,-46.822414
2850.0,0.22160974,0.24413152,0.010368849,0.0065111751,0.11174718,0.1629041,0.28833187,0.089042142,0.070025444,-28.264444,-30.949278,-44.738232,-46.71022
2860.0,0.22068588,0.24320497,0.010709904,0.006710757,0.11062273,0.16155948,0.28886291,0.08847858,0.069745108,-28.339191,-31.025274,-44.600498,-46.590763
2870.0,0.21969958,0.24229005,0.011070291,0.0069202762,0.10946569,0.16018388,0.28936994,0.087931715,0.069468208,-28.418907,-31.103718,-44.459236,-46.469284
2880.0,0.2186359,0.24138714,0.011451671,0.0071398909,0.10826529,0.15876427,0.28985244,0.087402113,0.069194853,-28.504789,-31.185347,-44.314045,-46.346146
2890.0,0.2174966,0.24049664,0.011864814,0.0073776334,0.10702244,0.15730719,0.29030973,0.086890474,0.068925172,-28.596684,-31.270273,-44.162144,-46.216881
2900.0,0.21625565,0.23961908,0.012314191,0.0076350416,0.10571899,0.15579146,0.29074085,0.086397707,0.068659313,-28.696672,-31.359758,-44.002522,-46.081577
2910.0,0.21488152,0.23875515,0.012808101,0.0079160426,0.10433275,0.15419272,0.29114464,0.085924953,0.06839747,-28.807274,-31.455395,-43.833187,-45.93914
2920.0,0.21333472,0.23790576,0.013362608,0.0082297325,0.10283659,0.15248415,0.2915194,0.085473754,0.068139911,-28.931637,-31.559223,-43.650284,-45.786057
2930.0,0.21154408,0.23707217,0.014000584,0.0085879806,0.1011817,0.1506146,0.29186282,0.085046254,0.067886986,-29.075445,-31.674826,-43.448402,-45.618366
2940.0,0.20938393,0.23625627,0.014761956,0.0090113115,0.099283174,0.14849547,0.2921713,0.084645636,0.067639217,-29.248734,-31.808464,-43.218254,-45.429321
2950.0,0.2065971,0.23546112,0.01572112,0.0095360605,0.09696959,0.14594528,0.29243916,0.084277049,0.067397423,-29.47204,-31.972757,-42.942818,-45.207794
2960.0,0.20253296,0.23469214,0.017024972,0.010222662,0.093809649,0.14248925,0.29265624,0.083949946,0.067163117,-29.797352,-32.199215,-42.588757,-44.939114
2970.0,0.19572361,0.23396173,0.019476425,0.011546836,0.089098014,0.13767356,0.29280025,0.083685145,0.066939339,-30.342163,-32.548321,-41.998207,-44.459759
2980.0,0.17629111,0.23330885,0.025925836,0.01473977,0.077937163,0.12707563,0.29280674,0.083553582,0.066735901,-31.905672,-33.416122,-40.69865,-43.523132
2990.0,0.05996817,0.23298937,0.07544966,0.026321335,0.036943726,0.12353954,0.2923699,0.084169917,0.066590302,-43.881802,-37.589317,-35.003262,-42.370773
3000.0,0.0090034045,0.23407617,0.15397698,0.028071797,0.019392427,0.20394915,0.29131985,0.08856336,0.066339314,-60.16877,-40.076584,-29.869028,-49.484058
3010.0,0.0082881916,0.23585264,0.15709732,0.028360495,0.018651469,0.20682499,0.29019028,0.094427638,0.066039495,-60.845558,-40.234138,-29.694679,-49.890892
3020.0,0.0088429162,0.23760231,0.1480726,0.02720825,0.019683907,0.1973267,0.28907326,0.1000152,0.065743349,-60.315941,-40.018162,-30.188034,-49.287258
3030.0,0.0096156672,0.23925081,0.13832293,0.026090277,0.020928241,0.18709648,0.2879805,0.10511729,0.065454885,-59.629902,-39.776054,-30.727053,-48.550098
3040.0,0.010457484,0.24079452,0.12951435,0.025196165,0.022092231,0.17777269,0.28691185,0.10975111,0.065175526,-58.941242,-39.566772,-31.223637,-47.850212
3050.0,0.011318828,0.24224187,0.12196963,0.024558496,0.023117535,0.16967525,0.28586483,0.11396981,0.064906061,-58.290337,-39.396935,-31.660904,-47.208584
3060.0,0.012166272,0.243604,0.11563865,0.024144279,0.023985455,0.16274855,0.28483647,0.11783082,0.064646915,-57.695274,-39.264866,-32.039768,-46.636055
3070.0,0.01297794,0.24489221,0.110348,0.023903841,0.024699543,0.15681975,0.28382388,0.12138672,0.064398244,-57.161846,-39.16573,-32.36721,-46.133076
3080.0,0.01373691,0.2461167,0.10583568,0.023759587,0.025250647,0.15161036,0.28282452,0.12468238,0.064160034,-56.69146,-39.097305,-32.654945,-45.706886
3090.0,0.014465671,0.24728639,0.10223078,0.023819659,0.02577425,0.14735852,0.28183621,0.12775376,0.063932061,-56.262814,-39.038086,-32.896358,-45.288197
3100.0,0.015145961,0.24840847,0.099163525,0.023954272,0.02620445,0.14362095,0.28085729,0.13063094,0.063714184,-55.881042,-38.995975,-33.109066,-44.91597
3110.0,0.0157596,0.24948893,0.096319087,0.02403534,0.026471775,0.1400222,0.27988651,0.13333833,0.063506268,-55.550549,-38.978951,-33.308392,-44.620441
3120.0,0.016357135,0.25053295,0.094124325,0.024309859,0.026797753,0.13716313,0.27892253,0.13589451,0.063307926,-55.240383,-38.956142,-33.47345,-44.303486
3130.0,0.01689719,0.25154459,0.092041656,0.024524521,0.026997238,0.13435033,0.27796459,0.13831648,0.063119113,-54.96925,-38.952084,-33.63081,-44.043713
3140.0,0.017416898,0.25252748,0.090371959,0.024860159,0.027228719,0.13200264,0.2770119,0.14061712,0.062939502,-54.716038,-38.945179,-33.765709,-43.776897
3150.0,0.017894946,0.25348452,0.088835634,0.025179682,0.027393827,0.12976284,0.27606392,0.14280817,0.062768988,-54.489418,-38.948235,-33.892071,-43.541058
3160.0,0.01833131,0.25441831,0.087385744,0.025465829,0.027490063,0.12758379,0.27512008,0.1448994,0.0626074,-54.28754,-38.961182,-34.012341,-43.335651
3170.0,0.018757164,0.25533116,0.086263999,0.025873071,0.027643651,0.12578958,0.27417994,0.14689864,0.062454462,-54.094887,-38.967453,-34.114616,-43.115582
3180.0,0.019143837,0.2562249,0.085169472,0.026232181,0.027729321,0.12399412,0.27324319,0.14881362,0.062310126,-53.923527,-38.983204,-34.213936,-42.924355
3190.0,0.019495185,0.25710124,0.084108919,0.026551116,0.027759997,0.12221537,0.27230954,0.15065067,0.062174227,-53.770649,-39.006523,-34.310032,-42.75642
3200.0,0.019848419,0.25796181,0.083364516,0.027019534,0.027880536,0.12081715,0.27137861,0.15241474,0.062046506,-53.619564,-39.018902,-34.389133,-42.563858
3210.0,0.020148473,0.25880775,0.08245191,0.027330486,0.027864348,0.11918385,0.27045035,0.15411161,0.061927017,-53.493217,-39.049236,-34.475235,-42.419067
3220.0,0.020457819,0.25964043,0.081871435,0.027814569,0.027962422,0.11795917,0.26952443,0.15574484,0.061815418,-53.364803,-39.065254,-34.543587,-42.243969
3230.0,0.020714715,0.2604607,0.081089124,0.028124837,0.027916813,0.11646312,0.26860082,0.15731916,0.061711811,-53.259556,-39.100101,-34.620831,-42.115639
3240.0,0.020985944,0.26126975,0.080637448,0.028621381,0.02799762,0.11537514,0.26767921,0.15883726,0.061615843,-53.149765,-39.119026,-34.680557,-41.954487
3250.0,0.02122524,0.2620683,0.080123991,0.029043371,0.028012916,0.11419913,0.26675966,0.16030294,0.061527573,-53.054005,-39.146656,-34.742336,-41.816204
3260.0,0.021436037,0.26285714,0.079559892,0.029399054,0.027972585,0.11295437,0.26584202,0.16171908,0.061446883,-52.970493,-39.181625,-34.805683,-41.697186
3270.0,0.02165441,0.26363704,0.079220973,0.029885763,0.028019441,0.11198416,0.26492614,0.16308787,0.061373543,-52.884792,-39.205681,-34.857014,-41.557537
3280.0,0.02184392,0.26440856,0.078816555,0.030297471,0.028005889,0.11092853,0.26401204,0.16441216,0.06130759,-52.811077,-39.237671,-34.910606,-41.437881
