Time,RuBP,PGA,NADPH,CO2,O2,NADP,Rp,Nt,alpha,Q,J,Gamma,teta,Vcmax,Vomax,Kc,Ko,Vj,phi,Vc,chloroplast,PGA_prod_Vc,PGA_prod_Vo,PGA_cons,NADPH_prod
0.0,2.0,2.4,0.21,245.0,210.0,0.29000000000000004,3.2,0.5,0.3,1000.0,4.858299595141699,42.8926627111176,0.9,2.53232284114507,0.5317877966404646,406.066146391504,276.900084789612,0.8995890305066917,0.2639649114084085,0.6469267854530854,1.0,0.6469267854530854,0.17076597160985016,0.797681694960697,1.4089068825910929
0.01,2.0,2.407553086341225,0.20778934891675424,245.0,210.0,0.29221065108324573,3.2,0.5,0.3,1000.0,4.858299595141699,42.8926627111176,0.9,2.53232284114507,0.5317877966404646,406.066146391504,276.900084789612,0.8995890305066917,0.2639649114084085,0.6469267854530854,1.0,0.6469267854530854,0.17076597160985016,0.7917685443283341,1.419646887853825
0.02,2.0,2.415163458893592,0.20568353213341478,245.0,210.0,0.2943164678665852,3.2,0.5,0.3,1000.0,4.858299595141699,42.8926627111176,0.9,2.53232284114507,0.5317877966404646,406.066146391504,276.900084789612,0.8995890305066917,0.2639649114084085,0.6469267854530854,1.0,0.6469267854530854,0.17076597160985016,0.786221906780373,1.4298775766797658
0.03,2.0,2.422827536740855,0.20367757720878957,245.0,210.0,0.29632242279121046,3.2,0.5,0.3,1000.0,4.858299595141699,42.8926627111176,0.9,2.53232284114507,0.5317877966404646,406.066146391504,276.900084789612,0.8995890305066917,0.2639649114084085,0.6469267854530854,1.0,0.6469267854530854,0.17076597160985016,0.7810247759390865,1.4396231066779452
0.04,2.0,2.4305419068178247,0.20176674910122136,245.0,210.0,0.2982332508987786,3.2,0.5,0.3,1000.0,4.858299595141699,42.8926627111176,0.9,2.53232284114507,0.5317877966404646,406.066146391504,276.900084789612,0.8995890305066917,0.2639649114084085,0.6469267854530854,1.0,0.6469267854530854,0.17076597160985016,0.776160969437831,1.448906482099329
0.05,2.0,2.4383033119438955,0.1999465344131007,245.0,210.0,0.30005346558689927,3.2,0.5,0.3,1000.0,4.858299595141699,42.8926627111176,0.9,2.53232284114507,0.5317877966404646,406.066146391504,276.900084789612,0.8995890305066917,0.2639649114084085,0.6469267854530854,1.0,0.6469267854530854,0.17076597160985016,0.7716150668897243,1.4577496303816966
0.06,2.0,2.4461086467168784,0.19821263561150826,245.0,210.0,0.30178736438849174,3.2,0.5,0.3,1000.0,4.858299595141699,42.8926627111176,0.9,2.53232284114507,0.5317877966404646,406.066146391504,276.900084789612,0.8995890305066917,0.2639649114084085,0.6469267854530854,1.0,0.6469267854530854,0.17076597160985016,0.7673723891235287,1.4661734302274898
0.07,2.0,2.453954950573001,0.19656096118144295,245.0,210.0,0.30343903881855705,3.2,0.5,0.3,1000.0,4.858299595141699,42.8926627111176,0.9,2.53232284114507,0.5317877966404646,406.066146391504,276.900084789612,0.8995890305066917,0.2639649114084085,0.6469267854530854,1.0,0.6469267854530854,0.17076597160985016,0.763418961401088,1.474197759442382
0.08,2.0,2.4618393979524216,0.19498761159794575,245.0,210.0,0.30501238840205425,3.2,0.5,0.3,1000.0,4.858299595141699,42.8926627111176,0.9,2.53232284114507,0.5317877966404646,406.066146391504,276.900084789612,0.8995890305066917,0.2639649114084085,0.6469267854530854,1.0,0.6469267854530854,0.17076597160985016,0.7597414597555568,1.4818415630869028
0.09,2.0,2.469759294410631,0.19348887375243107,245.0,210.0,0.30651112624756893,3.2,0.5,0.3,1000.0,4.858299595141699,42.8926627111176,0.9,2.53232284114507,0.5317877966404646,406.066146391504,276.900084789612,0.8995890305066917,0.2639649114084085,0.6469267854530854,1.0,0.6469267854530854,0.17076597160985016,0.7563271921304507,1.4891228805549903
