Time,Fru,Glc,HexP,Suc6P,Suc,Sucvac,glycolysis,phos,UDP,ADP,ATP,Glcex,Fruex,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.2648148148148148,0.2648148148148148,0.13627294363825412,0.0009539106054677791,0.12675063037184695,0.0022683998091589806,0.45454545454545453,-0.000865573234096631,0.029892857142857145,0.022330097087378643,0.009900990099009901
0.01,1.001679142870937,1.0015847779628242,1.0023793716054907,0.9954782891994644,1.0041371663803131,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.26479834687939263,0.2647992722943961,0.13627848516955346,0.00095403927309904,0.12675371467117788,0.0022929750661569567,0.45435783575725797,-0.0008692019532320374,0.030000039088967093,0.022371342434392538,0.009941544916385313
0.02,1.0033591959594998,1.0031704157639862,1.0047579627399386,0.9909587077082621,1.0082709371241132,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.2647818720668594,0.26478372316703797,0.13628403198093852,0.0009541677487813691,0.12675674063504672,0.0023175611226273914,0.4541687511665467,-0.0008727792088527638,0.03010700483217296,0.0224125304917199,0.009982063129778198
0.03,1.0050401571050176,1.0047569111234533,1.0071357727102173,0.986441270376605,1.0124013005335701,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.26476539040134833,0.26476816745774384,0.1362895840029545,0.0009542960330122447,0.12675970845552723,0.002342158276151353,0.4539781842209768,-0.0008763049895476958,0.030213754448239986,0.022453661360019635,0.010022544633123402
0.04,1.0067220241457489,1.0063442617628622,1.009512800817354,0.9819259922244611,1.016528244744536,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.26474890190699335,0.2647526051914913,0.13629514116668212,0.0009544241262859209,0.12676261832410401,0.0023667668245516155,0.4537861181269904,-0.0008797792832812339,0.030320288008674964,0.022494735139601985,0.010062989318754595
0.05,1.008404794918849,1.007932465405475,1.0118890463565335,0.9774128884435928,1.0206517577245553,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.2647324066079291,0.26473703639323193,0.1363007034037337,0.0009545520290934489,0.12676547043167402,0.0023913870658864677,0.4535925358455393,-0.0008832020773847616,0.030426605580689298,0.022535751930429924,0.010103397077385329
0.06,1.010088467260265,1.0095215197760739,1.0142645086170659,0.9729019744038757,1.0247718272667141,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.2647159045282924,0.2647214610878926,0.13630627064624795,0.0009546797419226862,0.1267682649685488,0.0024160192984342497,0.45339742008790607,-0.0008865733585283386,0.030532707227049625,0.022576711832119838,0.010143767798049378
0.07,1.0117730390045065,1.011111422600711,1.0166391868823506,0.9683932656662576,1.0288884409770291,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.26469939569222395,0.26470587930037776,0.13631184282688216,0.0009548072652583005,0.12677100212445608,0.0024406638206637197,0.4532007533117315,-0.0008898931126615285,0.030638593005754028,0.02261761494394218,0.010184101367977785
0.08,1.0134585079850706,1.0127021716071658,1.0190130804299478,0.9638867779585102,1.0330015862980477,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.2646828801238645,0.26469029105556524,0.1363174198788166,0.000954934599581811,0.12677368208854256,0.0024653209312828135,0.45300251771532973,-0.000893161325127321,0.030744262970690234,0.02265846136482398,0.010224397672830716
0.09,1.0151448720342469,1.0142937645247336,1.0213861885315456,0.9593825271862645,1.037111250498111,0.0,0.0,5.1,0.2,0.2,1.0,5.0,5.0,1.0,0.2646663578473567,0.26467469637830787,0.13632300173574738,0.0009550617453715951,0.12677630504937587,0.0024899909292131193,0.45280269523341987,-0.0008963779806118594,0.030849717171361705,0.022699251193349514,0.010264656596592849
