value_component_environment_variable_time,value_component_G_a_variable_G_a,value_component_PLC_variable_PLC,value_component_Ca_ER_variable_Ca_ER,value_component_Ca_mit_variable_Ca_mit,value_component_Ca_cyt_variable_Ca_cyt,value_component_Enz_variable_Enz,value_component_Enz_variable_k_act,value_component_Enz_variable_K_M,value_component_Enz_variable_k_inact,value_component_Enz_variable_p,value_component_Pro_variable_Pro,value_component_Pro_variable_k_enz,value_component_Pro_variable_k_rem,value_component_model_parameters_variable_k1,value_component_model_parameters_variable_k2,value_component_model_parameters_variable_k3,value_component_model_parameters_variable_K4,value_component_model_parameters_variable_k5,value_component_model_parameters_variable_K6,value_component_model_parameters_variable_k7,value_component_model_parameters_variable_k8,value_component_model_parameters_variable_K9,value_component_model_parameters_variable_k10,value_component_model_parameters_variable_K11,value_component_model_parameters_variable_k12,value_component_model_parameters_variable_k13,value_component_model_parameters_variable_k14,value_component_model_parameters_variable_K15,value_component_model_parameters_variable_k16,value_component_model_parameters_variable_K17,value_component_model_parameters_variable_k18,value_component_model_parameters_variable_K19,value_component_model_parameters_variable_k20,value_component_model_parameters_variable_K21
0.0,0.01,0.01,10.0,0.001,0.01,0.0,0.1,0.02,0.043,4.0,0.0,3.0,3.0,0.55,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5
0.1,0.0649997802271099,0.029891053263378625,10.003370707062777,0.0010000306726415035,1.669657312201048e-05,1.204978386736568e-06,0.1,0.02,0.043,4.0,3.12402484956431e-07,3.0,3.0,0.55,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5
0.2,0.11999928835055262,0.07800472225014063,10.004579725419651,0.0010000278685881174,4.370325446315099e-05,1.1998065660883274e-06,0.1,0.02,0.043,4.0,5.430307909900783e-07,3.0,3.0,0.55,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5
0.30000000000000004,0.1749977220018343,0.15140712877537577,10.00721909215223,0.00100002196023551,8.500446767135142e-05,1.1946593871256837e-06,0.1,0.02,0.043,4.0,7.125563076062e-07,3.0,3.0,0.55,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5
0.4,0.2299942007231365,0.2475034170104155,10.011851429026999,0.001000012112840863,0.00013917008133442627,1.1895462941771879e-06,0.1,0.02,0.043,4.0,8.368318584078163e-07,3.0,3.0,0.55,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5
0.5,0.2849877161333492,0.36400757297974473,10.018980595658917,0.0009999979667138325,0.0002049496801114976,1.1845031776767095e-06,0.1,0.02,0.043,4.0,9.27599319877972e-07,3.0,3.0,0.55,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5
0.6000000000000001,0.3399771914646874,0.4989146140457621,10.029058157589013,0.0009999796615651107,0.0002812550104218136,1.1796499883650498e-06,0.1,0.02,0.043,4.0,9.935426167055845e-07,3.0,3.0,0.55,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5
0.7000000000000001,0.39496152683888636,0.65047051837541,10.042489857799678,0.0009999578462061055,0.00036714275075139404,1.1753003709239508e-06,0.1,0.02,0.043,4.0,1.0411847736157707e-06,3.0,3.0,0.55,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5
0.8,0.4499396226937214,0.8171453466536872,10.059640808298779,0.0009999336731259367,0.00046180074419984764,1.1721437335921915e-06,0.1,0.02,0.043,4.0,1.0754941764869569e-06,3.0,3.0,0.55,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5
0.9,0.5049103948075295,0.9976089959633744,10.080839713842337,0.000999908789105949,0.0005645373480645189,1.171517310982301e-06,0.1,0.02,0.043,4.0,1.1003959406349134e-06,3.0,3.0,0.55,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5
1.0,0.5598727845262651,1.1907070079627398,10.106382529414496,0.0009998853235153931,0.0006747722535371378,1.1758153956070104e-06,0.1,0.02,0.043,4.0,1.1192858844379915e-06,3.0,3.0,0.55,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5
