Time,x,y,k,alpha,n,a,k1,beta,fy,gamma,cytoplasm,ER,extracellular,reaction_0000001,reaction_0000002,reaction_0000003,reaction_0000004
1.33,2.30535906150722,0.35359956289651134,0.01,5.0,4.0,3.0,2.0,1.0,0.0001929647794596137,1.0,1.0,1.0,1.0,1.0,-0.6841455351779505,0.35359956289651134,0.0022242655143948136
1.34,2.312174431068387,0.3532499544849428,0.01,5.0,4.0,3.0,2.0,1.0,0.0001922029099907488,1.0,1.0,1.0,1.0,1.0,-0.6833781646592016,0.3532499544849428,0.00222203327028774
1.35,2.3189822591208378,0.35291132829981625,0.01,5.0,4.0,3.0,2.0,1.0,0.00019146712539876674,1.0,1.0,1.0,1.0,1.0,-0.6826328340084241,0.35291132829981625,0.002220044335023024
1.36,2.325782760086134,0.35258336189312195,0.01,5.0,4.0,3.0,2.0,1.0,0.0001907565180805723,1.0,1.0,1.0,1.0,1.0,-0.6819088961853825,0.35258336189312195,0.0022182911056292695
1.37,2.3325761418939646,0.3522657425866124,0.01,5.0,4.0,3.0,2.0,1.0,0.000190070216471645,1.0,1.0,1.0,1.0,1.0,-0.6812057237542852,0.3522657425866124,0.002216766261131902
1.38,2.3393626062794697,0.3519581670215359,0.01,5.0,4.0,3.0,2.0,1.0,0.00018940738308385893,1.0,1.0,1.0,1.0,1.0,-0.680522707980277,0.3519581670215359,0.002215462746698151
1.39,2.3461423507126615,0.3516603382135708,0.01,5.0,4.0,3.0,2.0,1.0,0.00018876720725765928,1.0,1.0,1.0,1.0,1.0,-0.6798592529200149,0.3516603382135708,0.0022143736968647447
1.4,2.352915566245695,0.35137196884723404,0.01,5.0,4.0,3.0,2.0,1.0,0.00018814891142035657,1.0,1.0,1.0,1.0,1.0,-0.6792147820320111,0.35137196884723404,0.002213492512265697
1.41,2.3596824378802306,0.35109278071818706,0.01,5.0,4.0,3.0,2.0,1.0,0.00018755174905497025,1.0,1.0,1.0,1.0,1.0,-0.6785887370575718,0.35109278071818706,0.0022128128421936674
1.42,2.3664431451237182,0.3508225038866599,0.01,5.0,4.0,3.0,2.0,1.0,0.00018697500211721033,1.0,1.0,1.0,1.0,1.0,-0.6779805763220826,0.3508225038866599,0.0022123285603488255
1.43,2.373197862129438,0.35056087646698075,0.01,5.0,4.0,3.0,2.0,1.0,0.00018641797987300302,1.0,1.0,1.0,1.0,1.0,-0.6773897743126671,0.35056087646698075,0.0022120337564854966
1.44,2.3799467578290505,0.350307644428429,0.01,5.0,4.0,3.0,2.0,1.0,0.0001858800178051621,1.0,1.0,1.0,1.0,1.0,-0.6768158212785674,0.350307644428429,0.0022119227286030085
1.45,2.3866899960576666,0.3500625614074136,0.01,5.0,4.0,3.0,2.0,1.0,0.00018536047658620743,1.0,1.0,1.0,1.0,1.0,-0.6762582228542505,0.3500625614074136,0.002211989975663913
1.46,2.393427735671421,0.34982538853097384,0.01,5.0,4.0,3.0,2.0,1.0,0.0001848587411145214,1.0,1.0,1.0,1.0,1.0,-0.6757164997052335,0.34982538853097384,0.002212230190823992
1.47,2.400160131604601,0.34959589281181414,0.01,5.0,4.0,3.0,2.0,1.0,0.00018437421657445141,1.0,1.0,1.0,1.0,1.0,-0.6751901843075823,0.34959589281181414,0.0022126382195891527
1.48,2.406887334790554,0.3493738472706802,0.01,5.0,4.0,3.0,2.0,1.0,0.0001839063282018705,1.0,1.0,1.0,1.0,1.0,-0.6746788211934549,0.3493738472706802,0.0022132090606845852
1.49,2.413609490978036,0.34915903273795956,0.01,5.0,4.0,3.0,2.0,1.0,0.00018345452460111217,1.0,1.0,1.0,1.0,1.0,-0.6741819705661387,0.34915903273795956,0.0022139379087005398
1.5,2.42032674160499,0.348951236527276,0.01,5.0,4.0,3.0,2.0,1.0,0.0001830182744850134,1.0,1.0,1.0,1.0,1.0,-0.673699205638502,0.348951236527276,0.0022148201196924007
1.51,2.4270392239125513,0.34875025226412637,0.01,5.0,4.0,3.0,2.0,1.0,0.00018259706588934322,1.0,1.0,1.0,1.0,1.0,-0.6732301122891272,0.34875025226412637,0.0022158512054239027
1.52,2.433747071052659,0.34855587972417273,0.01,5.0,4.0,3.0,2.0,1.0,0.00018219040543420193,1.0,1.0,1.0,1.0,1.0,-0.6727742887378189,0.34855587972417273,0.002217026827996927
1.53,2.4404504121899073,0.34836792468023214,0.01,5.0,4.0,3.0,2.0,1.0,0.00018179781762861153,1.0,1.0,1.0,1.0,1.0,-0.6723313452385652,0.34836792468023214,0.002218342794834853
1.54,2.4471493725976328,0.3481861987579664,0.01,5.0,4.0,3.0,2.0,1.0,0.0001814188442166628,1.0,1.0,1.0,1.0,1.0,-0.6719009037899565,0.3481861987579664,0.0022197950540109703
1.55,2.453844073945008,0.3480105190013815,0.01,5.0,4.0,3.0,2.0,1.0,0.0001810530429418037,1.0,1.0,1.0,1.0,1.0,-0.6714825972633129,0.3480105190013815,0.0022213796824622806
1.56,2.4605346350880017,0.34784070667284867,0.01,5.0,4.0,3.0,2.0,1.0,0.00018069998474674775,1.0,1.0,1.0,1.0,1.0,-0.6710760669948173,0.34784070667284867,0.0022230928551462323
1.57,2.467221170900193,0.34767658903067766,0.01,5.0,4.0,3.0,2.0,1.0,0.00018035925718840002,1.0,1.0,1.0,1.0,1.0,-0.6706809663523534,0.34767658903067766,0.002224930888515267
1.58,2.4739037927663414,0.34751799858079446,0.01,5.0,4.0,3.0,2.0,1.0,0.00018003046260323143,1.0,1.0,1.0,1.0,1.0,-0.6702969592339255,0.34751799858079446,0.002226890221238066
1.59,2.4805826087530205,0.34736477281892897,0.01,5.0,4.0,3.0,2.0,1.0,0.00017971321731574452,1.0,1.0,1.0,1.0,1.0,-0.6699237195503277,0.34736477281892897,0.00222896740718244
1.6,2.487257723691062,0.3472167541067212,0.01,5.0,4.0,3.0,2.0,1.0,0.00017940715114180686,1.0,1.0,1.0,1.0,1.0,-0.6695609309765318,0.3472167541067212,0.002231159111814344
1.61,2.493929239253285,0.34707378955492657,0.01,5.0,4.0,3.0,2.0,1.0,0.00017911190692155492,1.0,1.0,1.0,1.0,1.0,-0.6692082867173202,0.34707378955492657,0.002233462108850393
1.62,2.500597254027525,0.34693573091371993,0.01,5.0,4.0,3.0,2.0,1.0,0.0001788271400809001,1.0,1.0,1.0,1.0,1.0,-0.6688654892871646,0.34693573091371993,0.002235873277159472
1.63,2.507261865094803,0.3468024321952351,0.01,5.0,4.0,3.0,2.0,1.0,0.00017855251353668167,1.0,1.0,1.0,1.0,1.0,-0.6685322457395222,0.3468024321952351,0.0022383895405367277
1.64,2.5139231622229827,0.34667375841721515,0.01,5.0,4.0,3.0,2.0,1.0,0.00017828771551874891,1.0,1.0,1.0,1.0,1.0,-0.6682082852122004,0.34667375841721515,0.002241008087912024
1.65,2.52058123882888,0.34654956909212953,0.01,5.0,4.0,3.0,2.0,1.0,0.00017803242539694267,1.0,1.0,1.0,1.0,1.0,-0.6678933257959703,0.34654956909212953,0.0022437259567936797
1.66,2.5272361824593377,0.34642973256988085,0.01,5.0,4.0,3.0,2.0,1.0,0.00017778634306104253,1.0,1.0,1.0,1.0,1.0,-0.6675871033151684,0.34642973256988085,0.0022465403946549762
1.67,2.5338880781274913,0.34631412100997655,0.01,5.0,4.0,3.0,2.0,1.0,0.0001775491784048902,1.0,1.0,1.0,1.0,1.0,-0.6672893612386782,0.34631412100997655,0.0022494487322074113
1.68,2.5405370083599004,0.3462026103107733,0.01,5.0,4.0,3.0,2.0,1.0,0.00017732065103810926,1.0,1.0,1.0,1.0,1.0,-0.6669998505379476,0.3462026103107733,0.00225244838154394
1.69,2.5471830532436703,0.3460950800387209,0.01,5.0,4.0,3.0,2.0,1.0,0.00017710049000632986,1.0,1.0,1.0,1.0,1.0,-0.6667183295450051,0.3460950800387209,0.0022555368343263674
1.7,2.5538262904735824,0.3459914133576065,0.01,5.0,4.0,3.0,2.0,1.0,0.0001768884335194651,1.0,1.0,1.0,1.0,1.0,-0.6664445638104772,0.3459914133576065,0.0022587116600134927
1.71,2.560466795399216,0.3458914969577988,0.01,5.0,4.0,3.0,2.0,1.0,0.00017668422868760868,1.0,1.0,1.0,1.0,1.0,-0.6661783259616054,0.3458914969577988,0.002261970504126718
1.72,2.56710464144862,0.3457952204166402,0.01,5.0,4.0,3.0,2.0,1.0,0.00017648763010302002,1.0,1.0,1.0,1.0,1.0,-0.6659193944187941,0.3457952204166402,0.0022653110719786495
1.73,2.573739900413544,0.34570247576797974,0.01,5.0,4.0,3.0,2.0,1.0,0.00017629839886107947,1.0,1.0,1.0,1.0,1.0,-0.6656675525318241,0.34570247576797974,0.0022687311176389094
1.74,2.580372641404109,0.34561315908181117,0.01,5.0,4.0,3.0,2.0,1.0,0.00017611630568706394,1.0,1.0,1.0,1.0,1.0,-0.6654225917495813,0.34561315908181117,0.0022722284845003134
1.75,2.587002931433855,0.3455271695808713,0.01,5.0,4.0,3.0,2.0,1.0,0.00017594112903735991,1.0,1.0,1.0,1.0,1.0,-0.6651843098474041,0.3455271695808713,0.002275801082897161
1.76,2.5936308354896442,0.3454444095354694,0.01,5.0,4.0,3.0,2.0,1.0,0.00017577265479791997,1.0,1.0,1.0,1.0,1.0,-0.6649525107160423,0.3454444095354694,0.0022794468875988096
1.77,2.6002564165836644,0.3453647841853651,0.01,5.0,4.0,3.0,2.0,1.0,0.00017561067604340808,1.0,1.0,1.0,1.0,1.0,-0.6647270042048935,0.3453647841853651,0.0022831639360123353
1.78,2.6068797358054314,0.3452882016616461,0.01,5.0,4.0,3.0,2.0,1.0,0.00017545499280147126,1.0,1.0,1.0,1.0,1.0,-0.6645076059652378,0.3452882016616461,0.002286950326400216
1.79,2.6135008523737913,0.3452145729086064,0.01,5.0,4.0,3.0,2.0,1.0,0.00017530541182184982,1.0,1.0,1.0,1.0,1.0,-0.6642941372934749,0.3452145729086064,0.002290804216110715
1.8,2.6201198236889205,0.34514381160562424,0.01,5.0,4.0,3.0,2.0,1.0,0.00017516174635005,1.0,1.0,1.0,1.0,1.0,-0.6640864249743593,0.34514381160562424,0.002294723819818682
1.81,2.62673670545619,0.34507583398026626,0.01,5.0,4.0,3.0,2.0,1.0,0.00017502381568467595,1.0,1.0,1.0,1.0,1.0,-0.6638843009059706,0.34507583398026626,0.0022987074049396856
1.82,2.6333515525801046,0.34501055745576326,0.01,5.0,4.0,3.0,2.0,1.0,0.00017489144237647678,1.0,1.0,1.0,1.0,1.0,-0.6636875993857254,0.34501055745576326,0.002302753256575345
1.83,2.6399644180266586,0.34494790237360073,0.01,5.0,4.0,3.0,2.0,1.0,0.00017476445567039638,1.0,1.0,1.0,1.0,1.0,-0.6634961605669348,0.34494790237360073,0.0023068597225282188
1.84,2.6465753530186875,0.34488779169841793,0.01,5.0,4.0,3.0,2.0,1.0,0.00017464269085272556,1.0,1.0,1.0,1.0,1.0,-0.663309829866649,0.34488779169841793,0.0023110252059784283
1.85,2.6531844073070685,0.34483015060809263,0.01,5.0,4.0,3.0,2.0,1.0,0.00017452598837087942,1.0,1.0,1.0,1.0,1.0,-0.6631284571431146,0.34483015060809263,0.00231524815507736
1.86,2.6597916292279646,0.34477490640768516,0.01,5.0,4.0,3.0,2.0,1.0,0.00017441419361367242,1.0,1.0,1.0,1.0,1.0,-0.6629518965230906,0.34477490640768516,0.0023195270609609572
1.87,2.6663970657600657,0.3447219884433825,0.01,5.0,4.0,3.0,2.0,1.0,0.0001743071566945765,1.0,1.0,1.0,1.0,1.0,-0.6627800062291643,0.3447219884433825,0.0023238604557569934
1.88,2.6730007625818373,0.34467132801644224,0.01,5.0,4.0,3.0,2.0,1.0,0.00017420473223778005,1.0,1.0,1.0,1.0,1.0,-0.6626126484070661,0.34467132801644224,0.0023282469105847543
1.89,2.6796027641287568,0.34462285829713685,0.01,5.0,4.0,3.0,2.0,1.0,0.00017410677916687657,1.0,1.0,1.0,1.0,1.0,-0.6624496889529862,0.34462285829713685,0.0023326850335455875
1.9,2.6862031136505644,0.3445765142386976,0.01,5.0,4.0,3.0,2.0,1.0,0.00017401316049601997,1.0,1.0,1.0,1.0,1.0,-0.6622909973408896,0.3445765142386976,0.002337173467702921
1.91,2.69280185245128,0.34453223371899794,0.01,5.0,4.0,3.0,2.0,1.0,0.00017392374560206794,1.0,1.0,1.0,1.0,1.0,-0.6621364489134831,0.34453223371899794,0.0023417109217125686
1.92,2.699399019881271,0.34448995755241707,0.01,5.0,4.0,3.0,2.0,1.0,0.00017383841021327494,1.0,1.0,1.0,1.0,1.0,-0.6619859249060214,0.34448995755241707,0.0023462961707371634
1.93,2.7059946550751692,0.3444496268788502,0.01,5.0,4.0,3.0,2.0,1.0,0.0001737570311087743,1.0,1.0,1.0,1.0,1.0,-0.6618393072069487,0.3444496268788502,0.002350927987310366
1.94,2.712588796082025,0.3444111844704481,0.01,5.0,4.0,3.0,2.0,1.0,0.00017367948873197429,1.0,1.0,1.0,1.0,1.0,-0.6616964809800759,0.3444111844704481,0.0023556051762180386
1.95,2.719181479903443,0.34437457467427157,0.01,5.0,4.0,3.0,2.0,1.0,0.00017360566704956228,1.0,1.0,1.0,1.0,1.0,-0.6615573345495087,0.34437457467427157,0.0023603265732372656
1.96,2.7257727425421643,0.3443397433392456,0.01,5.0,4.0,3.0,2.0,1.0,0.0001735354533804855,1.0,1.0,1.0,1.0,1.0,-0.6614217592530696,0.3443397433392456,0.0023650910434461193
1.97,2.7323626190506483,0.34430663774311293,0.01,5.0,4.0,3.0,2.0,1.0,0.0001734687382265107,1.0,1.0,1.0,1.0,1.0,-0.6612896492957194,0.34430663774311293,0.0023698974795200007
1.98,2.73895114357966,0.3442752065193884,0.01,5.0,4.0,3.0,2.0,1.0,0.00017340541510426388,1.0,1.0,1.0,1.0,1.0,-0.6611609016029802,0.3442752065193884,0.002374744800013646
1.99,2.7455383494268517,0.3442453995843128,0.01,5.0,4.0,3.0,2.0,1.0,0.0001733453803786509,1.0,1.0,1.0,1.0,1.0,-0.661035415674357,0.3442453995843128,0.0023796319476278548
2.0,2.7521242688325027,0.344217168444038,0.01,5.0,4.0,3.0,2.0,1.0,0.00017328853386311445,1.0,1.0,1.0,1.0,1.0,-0.660913094199751,0.344217168444038,0.002384557897775401
2.01,2.758708931156364,0.3441904689363299,0.01,5.0,4.0,3.0,2.0,1.0,0.00017323478432045488,1.0,1.0,1.0,1.0,1.0,-0.6607938485610961,0.3441904689363299,0.0023895217334589268
2.02,2.765292365891719,0.34416525669799847,0.01,5.0,4.0,3.0,2.0,1.0,0.00017318404031833174,1.0,1.0,1.0,1.0,1.0,-0.6606775897370798,0.34416525669799847,0.002394522522932832
2.03,2.771874602065597,0.34414148806686823,0.01,5.0,4.0,3.0,2.0,1.0,0.00017313621203266148,1.0,1.0,1.0,1.0,1.0,-0.6605642301130805,0.34414148806686823,0.0023995593441558916
2.04,2.778455667894377,0.34411912059971395,0.01,5.0,4.0,3.0,2.0,1.0,0.00017309121227663716,1.0,1.0,1.0,1.0,1.0,-0.6604536845204841,0.34411912059971395,0.002404631299063656
2.05,2.785035590820305,0.34409811301735066,0.01,5.0,4.0,3.0,2.0,1.0,0.00017304895637706158,1.0,1.0,1.0,1.0,1.0,-0.6603458701264983,0.34409811301735066,0.0024097375123221343
2.06,2.7916143975480243,0.3440784251497231,0.01,5.0,4.0,3.0,2.0,1.0,0.0001730093620515634,1.0,1.0,1.0,1.0,1.0,-0.6602407063239659,0.3440784251497231,0.002414877130068716
2.07,2.798192114081093,0.3440600178809955,0.01,5.0,4.0,3.0,2.0,1.0,0.00017297234928663892,1.0,1.0,1.0,1.0,1.0,-0.6601381146211801,0.3440600178809955,0.0024200493186397666
2.08,2.8047687657585127,0.344042853094641,0.01,5.0,4.0,3.0,2.0,1.0,0.00017293784021646266,1.0,1.0,1.0,1.0,1.0,-0.6600380185316969,0.344042853094641,0.0024252532632843544
2.09,2.8113443772912494,0.3440268936185316,0.01,5.0,4.0,3.0,2.0,1.0,0.00017290575900241734,1.0,1.0,1.0,1.0,1.0,-0.6599403434641508,0.3440268936185316,0.002430488166863609
2.1,2.8179189718595015,0.34401210458211484,0.01,5.0,4.0,3.0,2.0,1.0,0.00017287603455125826,1.0,1.0,1.0,1.0,1.0,-0.6598450194456347,0.34401210458211484,0.002435753287709147
2.11,2.824492571486579,0.3439984528543182,0.01,5.0,4.0,3.0,2.0,1.0,0.00017284859937504056,1.0,1.0,1.0,1.0,1.0,-0.6597519799937706,0.3439984528543182,0.002441047924633309
2.12,2.831065198355464,0.34398590506422627,0.01,5.0,4.0,3.0,2.0,1.0,0.00017282338560505376,1.0,1.0,1.0,1.0,1.0,-0.6596611581448979,0.34398590506422627,0.002446371362242172
2.13,2.837636874033968,0.3439744287659807,0.01,5.0,4.0,3.0,2.0,1.0,0.00017280032732593567,1.0,1.0,1.0,1.0,1.0,-0.6595724887916218,0.3439744287659807,0.0024517229033260727
2.14,2.844207619502363,0.34396399239724124,0.01,5.0,4.0,3.0,2.0,1.0,0.00017277936048499496,1.0,1.0,1.0,1.0,1.0,-0.6594859085994589,0.34396399239724124,0.002457101867920841
2.15,2.850777455181625,0.34395456523672524,0.01,5.0,4.0,3.0,2.0,1.0,0.00017276042280016786,1.0,1.0,1.0,1.0,1.0,-0.6594013559216342,0.34395456523672524,0.002462507592331821
2.16,2.857346400961676,0.34394611736174713,0.01,5.0,4.0,3.0,2.0,1.0,0.00017274345366842726,1.0,1.0,1.0,1.0,1.0,-0.6593187707138775,0.34394611736174713,0.002467939428145853
2.17,2.8639144762296267,0.34393861960575745,0.01,5.0,4.0,3.0,2.0,1.0,0.00017272839407461225,1.0,1.0,1.0,1.0,1.0,-0.6592380944492187,0.34393861960575745,0.0024733967412308884
2.18,2.87048169989802,0.34393204351588286,0.01,5.0,4.0,3.0,2.0,1.0,0.00017271518650065033,1.0,1.0,1.0,1.0,1.0,-0.6591592700327855,0.34393204351588286,0.0024788789107229514
2.19,2.8770480902161615,0.34392636163658297,0.01,5.0,4.0,3.0,2.0,1.0,0.00017270377549007053,1.0,1.0,1.0,1.0,1.0,-0.6590822423710043,0.34392636163658297,0.0024843853372341408
2.2,2.8836136637529344,0.3439215490389462,0.01,5.0,4.0,3.0,2.0,1.0,0.00017269411071415728,1.0,1.0,1.0,1.0,1.0,-0.659006961440363,0.3439215490389462,0.0024899154865250296
2.21,2.8901784372910684,0.34391758047273935,0.01,5.0,4.0,3.0,2.0,1.0,0.00017268614124782598,1.0,1.0,1.0,1.0,1.0,-0.658933376572568,0.34391758047273935,0.002495468809267332
2.22,2.896742427308004,0.3439144311469075,0.01,5.0,4.0,3.0,2.0,1.0,0.00017267981713325382,1.0,1.0,1.0,1.0,1.0,-0.6588614380207349,0.3439144311469075,0.0025010447631484195
2.23,2.9033056498264638,0.34391207695423165,0.01,5.0,4.0,3.0,2.0,1.0,0.00017267508982722173,1.0,1.0,1.0,1.0,1.0,-0.6587910974101987,0.34391207695423165,0.002506642819398325
2.24,2.9098681204354344,0.3439104944397922,0.01,5.0,4.0,3.0,2.0,1.0,0.00017267191213418868,1.0,1.0,1.0,1.0,1.0,-0.6587223076752301,0.3439104944397922,0.0025122624620695206
2.25,2.9164298543111364,0.3439096607694321,0.01,5.0,4.0,3.0,2.0,1.0,0.00017267023813961123,1.0,1.0,1.0,1.0,1.0,-0.6586550229957528,0.3439096607694321,0.002517903187306878
2.26,2.9229908662380097,0.3439095536982199,0.01,5.0,4.0,3.0,2.0,1.0,0.0001726700231434904,1.0,1.0,1.0,1.0,1.0,-0.6585891987340597,0.3439095536982199,0.0025235645026076407
2.27,2.9295511706296833,0.3439101515389133,0.01,5.0,4.0,3.0,2.0,1.0,0.00017267122359412835,1.0,1.0,1.0,1.0,1.0,-0.6585247913715297,0.3439101515389133,0.0025292459260711927
2.28,2.9361107815477627,0.3439114331337204,0.01,5.0,4.0,3.0,2.0,1.0,0.00017267379702870156,1.0,1.0,1.0,1.0,1.0,-0.6584617584519632,0.3439114331337204,0.0025349469857338033
2.29,2.94266971182524,0.34391337917205533,0.01,5.0,4.0,3.0,2.0,1.0,0.00017267770471682015,1.0,1.0,1.0,1.0,1.0,-0.6584000612258583,0.34391337917205533,0.0025406672578884453
2.3,2.9492279738014684,0.34391597108566596,0.01,5.0,4.0,3.0,2.0,1.0,0.00017268290943977716,1.0,1.0,1.0,1.0,1.0,-0.6583396624333172,0.34391597108566596,0.002546406335586082
2.31,2.955785580054491,0.3439191899477325,0.01,5.0,4.0,3.0,2.0,1.0,0.00017268937327777993,1.0,1.0,1.0,1.0,1.0,-0.6582805240949201,0.3439191899477325,0.002552163796815547
2.32,2.96234254282515,0.3439230173385907,0.01,5.0,4.0,3.0,2.0,1.0,0.00017269705934631378,1.0,1.0,1.0,1.0,1.0,-0.65822260924893,0.3439230173385907,0.002557939229611925
2.33,2.9688988740344415,0.3439274353196428,0.01,5.0,4.0,3.0,2.0,1.0,0.00017270593174189953,1.0,1.0,1.0,1.0,1.0,-0.6581658818989412,0.3439274353196428,0.0025637322314379734
2.34,2.9754545853008674,0.34393242640726857,0.01,5.0,4.0,3.0,2.0,1.0,0.00017271595548797614,1.0,1.0,1.0,1.0,1.0,-0.6581103069615285,0.34393242640726857,0.0025695424085565954
2.35,2.9820096879577878,0.3439379735467364,0.01,5.0,4.0,3.0,2.0,1.0,0.00017272709648089797,1.0,1.0,1.0,1.0,1.0,-0.6580558502138949,0.3439379735467364,0.002575369375394286
2.36,2.988564193070777,0.3439440600861141,0.01,5.0,4.0,3.0,2.0,1.0,0.0001727393214360355,1.0,1.0,1.0,1.0,1.0,-0.6580024782415205,0.3439440600861141,0.0025812127538953947
2.37,2.9951181114549734,0.3439506697501804,0.01,5.0,4.0,3.0,2.0,1.0,0.00017275259783397102,1.0,1.0,1.0,1.0,1.0,-0.6579501583858111,0.3439506697501804,0.002587072172867119
2.38,3.0016714536924356,0.3439577866143353,0.01,5.0,4.0,3.0,2.0,1.0,0.00017276689386677818,1.0,1.0,1.0,1.0,1.0,-0.6578988586917462,0.3439577866143353,0.002592947267315094
2.39,3.0082242301494917,0.34396539507851165,0.01,5.0,4.0,3.0,2.0,1.0,0.00017278217838437898,1.0,1.0,1.0,1.0,1.0,-0.6578485478555284,0.34396539507851165,0.002598837677769503
2.4,3.014776450880091,0.3439734800124701,0.01,5.0,4.0,3.0,2.0,1.0,0.000172798421185294,1.0,1.0,1.0,1.0,1.0,-0.6577991955161393,0.3439734800124701,0.0026047430546934187
2.41,3.0213281239807634,0.34398202922878063,0.01,5.0,4.0,3.0,2.0,1.0,0.000172815597984491,1.0,1.0,1.0,1.0,1.0,-0.6577507772177537,0.34398202922878063,0.00261066313226548
2.42,3.027879257983293,0.34399102988591634,0.01,5.0,4.0,3.0,2.0,1.0,0.00017283368318684296,1.0,1.0,1.0,1.0,1.0,-0.6577032671919998,0.34399102988591634,0.002616597622011488
2.43,3.034429861666926,0.3440004687705648,0.01,5.0,4.0,3.0,2.0,1.0,0.0001728526504529341,1.0,1.0,1.0,1.0,1.0,-0.6576566389244602,0.3440004687705648,0.002622546221013292
2.44,3.040979943570204,0.3440103330314814,0.01,5.0,4.0,3.0,2.0,1.0,0.0001728724741725917,1.0,1.0,1.0,1.0,1.0,-0.6576108666272608,0.3440103330314814,0.0026285086337710472
2.45,3.047529512002711,0.3440206101618305,0.01,5.0,4.0,3.0,2.0,1.0,0.00017289312942872154,1.0,1.0,1.0,1.0,1.0,-0.6575659252036339,0.3440206101618305,0.0026344845717826662
2.46,3.0540785750568173,0.3440312879815263,0.01,5.0,4.0,3.0,2.0,1.0,0.00017291459196119152,1.0,1.0,1.0,1.0,1.0,-0.6575217902124845,0.3440312879815263,0.002640473753116834
2.47,3.0606271406194274,0.3440423546195748,0.01,5.0,4.0,3.0,2.0,1.0,0.00017293683813076078,1.0,1.0,1.0,1.0,1.0,-0.6574784378329552,0.3440423546195748,0.002646475901979576
2.48,3.067175216383721,0.3440537984964144,0.01,5.0,4.0,3.0,2.0,1.0,0.00017295984488304502,1.0,1.0,1.0,1.0,1.0,-0.6574358448289915,0.3440537984964144,0.002652490748274242
2.49,3.0737228098609037,0.3440656083062575,0.01,5.0,4.0,3.0,2.0,1.0,0.00017298358971251602,1.0,1.0,1.0,1.0,1.0,-0.657393988513906,0.3440656083062575,0.0026585180271549024
2.5,3.080269928391948,0.3440777729994316,0.01,5.0,4.0,3.0,2.0,1.0,0.0001730080506265305,1.0,1.0,1.0,1.0,1.0,-0.6573528467149438,0.3440777729994316,0.002664557478573068
2.51,3.08681657915934,0.34409028176472084,0.01,5.0,4.0,3.0,2.0,1.0,0.00017303320610938415,1.0,1.0,1.0,1.0,1.0,-0.6573123977378483,0.34409028176472084,0.002670608846817711
2.52,3.0933627689744307,0.34410312434899365,0.01,5.0,4.0,3.0,2.0,1.0,0.0001730590357647914,1.0,1.0,1.0,1.0,1.0,-0.657272621008243,0.34410312434899365,0.002676671890347101
2.53,3.099908503525447,0.34411629218751094,0.01,5.0,4.0,3.0,2.0,1.0,0.00017308552258960902,1.0,1.0,1.0,1.0,1.0,-0.6572334993397674,0.34411629218751094,0.0026827464165633742
2.54,3.1064537890030333,0.34412977596057226,0.01,5.0,4.0,3.0,2.0,1.0,0.00017311264805962816,1.0,1.0,1.0,1.0,1.0,-0.6571950140311141,0.34412977596057226,0.0026888322074459024
2.55,3.112998631540314,0.3441435664351575,0.01,5.0,4.0,3.0,2.0,1.0,0.0001731403938216236,1.0,1.0,1.0,1.0,1.0,-0.6571571465549119,0.3441435664351575,0.0026949290451553265
2.56,3.1195430371055135,0.3441576546263181,0.01,5.0,4.0,3.0,2.0,1.0,0.0001731687420177237,1.0,1.0,1.0,1.0,1.0,-0.6571198788815811,0.3441576546263181,0.002701036717028555
2.57,3.1260870115104775,0.3441720317843691,0.01,5.0,4.0,3.0,2.0,1.0,0.00017319767525945695,1.0,1.0,1.0,1.0,1.0,-0.6570831934536334,0.3441720317843691,0.00270715501526199
2.58,3.1326305604191895,0.3441866893820816,0.01,5.0,4.0,3.0,2.0,1.0,0.000173227176601813,1.0,1.0,1.0,1.0,1.0,-0.6570470731599712,0.3441866893820816,0.002713283736589857
2.59,3.1391736893562894,0.3442016191018744,0.01,5.0,4.0,3.0,2.0,1.0,0.0001732572295173134,1.0,1.0,1.0,1.0,1.0,-0.6570115013101859,0.3442016191018744,0.0027194226819575703
2.6,3.1457164037155914,0.3442168128230073,0.01,5.0,4.0,3.0,2.0,1.0,0.00017328781787009248,1.0,1.0,1.0,1.0,1.0,-0.6569764616088587,0.3442168128230073,0.002725571656190148
2.61,3.1522587087686014,0.34423226260877243,0.01,5.0,4.0,3.0,2.0,1.0,0.00017331892588998173,1.0,1.0,1.0,1.0,1.0,-0.6569419381298589,0.34423226260877243,0.002731730467655574
2.62,3.1588006096730368,0.344247960693687,0.01,5.0,4.0,3.0,2.0,1.0,0.00017335053814659997,1.0,1.0,1.0,1.0,1.0,-0.6569079152906436,0.344247960693687,0.002737898927923145
2.63,3.165342111481341,0.34426389947068536,0.01,5.0,4.0,3.0,2.0,1.0,0.00017338263952344334,1.0,1.0,1.0,1.0,1.0,-0.6568743778265573,0.34426389947068536,0.0027440768514167217
2.64,3.1718832187862196,0.3442800720239208,0.01,5.0,4.0,3.0,2.0,1.0,0.00017341521629108864,1.0,1.0,1.0,1.0,1.0,-0.6568413118599794,0.3442800720239208,0.0027502640721794335
2.65,3.178423935585752,0.3442964723315116,0.01,5.0,4.0,3.0,2.0,1.0,0.00017344825651635366,1.0,1.0,1.0,1.0,1.0,-0.6568087053071657,0.3442964723315116,0.002756460450485979
2.66,3.1849642662895845,0.34431309375311053,0.01,5.0,4.0,3.0,2.0,1.0,0.00017348174701570476,1.0,1.0,1.0,1.0,1.0,-0.6567765448433253,0.34431309375311053,0.0027626658254925472
