value_component_environment_variable_time,value_component_Ca_influx_across_the_SR_variable_Rate_Ca_influx_across_the_SR,value_component_Ca_influx_across_the_SR_variable_k1,value_component_Ca_movement_through_the_SRRC_variable_dCa2_S1_dt,value_component_Ca_movement_through_the_SRRC_variable_dCa_S2_dt,value_component_Ca_movement_through_the_SRRC_variable_k_on1,value_component_Ca_movement_through_the_SRRC_variable_k_off1,value_component_Ca_movement_through_the_SRRC_variable_k_on2,value_component_Ca_movement_through_the_SRRC_variable_k_off2,value_component_Ca_movement_through_the_SRRC_variable_k_s,value_component_Ca_movement_through_the_SRRC_variable_cas1,value_component_Ca_movement_through_the_SRRC_variable_cas2,value_component_Ca_movement_through_the_SRRC_variable_dcas1_dt,value_component_Ca_movement_through_the_SRRC_variable_dcas2_dt,value_component_Ca_movement_through_the_SRRC_variable_r_o,value_component_Ca_movement_through_the_SRRC_variable_Rate_Ca_movement_through_the_SRRC,value_component_Ca_efflux_across_the_SR_by_NaCa_exchange_variable_Km_NaCaX,value_component_Ca_efflux_across_the_SR_by_NaCa_exchange_variable_Vmax_NaCaX,value_component_Ca_efflux_across_the_SR_by_NaCa_exchange_variable_Rate_Ca_efflux_across_the_SR_by_NaCa_exchange,value_component_Ca_movement_between_the_fuzzy_space_and_cytosol_variable_kf,value_component_Ca_movement_between_the_fuzzy_space_and_cytosol_variable_Rate_Ca_movement_between_the_fuzzy_space_and_cytosol,value_component_Ca_uptake_by_SR_Ca_ATPase_variable_Km_s,value_component_Ca_uptake_by_SR_Ca_ATPase_variable_Vmax_s,value_component_Ca_uptake_by_SR_Ca_ATPase_variable_Rate_Ca_uptake_by_SR_Ca_ATPase,value_component_Ca_buffering_in_the_SR_variable_K_ons,value_component_Ca_buffering_in_the_SR_variable_K_offs,value_component_Ca_buffering_in_the_SR_variable_Bmax_s,value_component_Ca_buffering_in_the_SR_variable_Rate_Ca_buffering_in_the_SR,value_component_fuzzy_space_calcium_variable_Ca_f,value_component_fuzzy_space_calcium_variable_Rt,value_component_fuzzy_space_calcium_variable_Bmax_f1,value_component_fuzzy_space_calcium_variable_Bmax_f2,value_component_fuzzy_space_calcium_variable_Kb_f1,value_component_fuzzy_space_calcium_variable_Kb_f2,value_component_fuzzy_space_calcium_variable_V_f,value_component_cytosolic_calcium_variable_Ca_c,value_component_cytosolic_calcium_variable_Bmax_c,value_component_cytosolic_calcium_variable_dye_c,value_component_cytosolic_calcium_variable_Kb_c,value_component_cytosolic_calcium_variable_Kb_dye,value_component_cytosolic_calcium_variable_V_c,value_component_SR_calcium_variable_Ca_s,value_component_SR_calcium_variable_V_s,value_component_extracellular_calcium_variable_Ca_e,value_component_calsequestrin_bound_calcium_variable_Ca_CSQ,value_component_SRRC_fast_activating_binding_site_variable_S1,value_component_SRRC_slow_inactivating_binding_site_variable_S2,value_component_Ca_bound_to_the_SRRC_fast_activating_binding_site_variable_Ca_2_S1,value_component_Ca_bound_to_the_SRRC_slow_inactivating_binding_site_variable_Ca_S2
0.0,0.000399976,0.2,0.0,0.0,2000000000.0,1400.0,13000000.0,3.9,9.0,0.0,0.0,239.99999999999997,1.5599999999999998,0.0,0.0,3.6e-05,0.0012,3.9867109634551484e-06,2500.0,4.999999999999998e-05,2.5e-07,0.000525,6.569606983326286e-05,8772.0,5.596536,0.008,0.014105376,1.2e-07,1.5e-07,0.0002,0.0011,1.7e-05,1.3e-05,0.0013,1e-07,0.00012,0.0,9.6e-07,2e-07,0.9287,0.000201,0.07,0.002,0.0,0.0,0.0,0.0,0.0
0.1,0.0003999337347573076,0.2,0.0,0.0,2000000000.0,1400.0,13000000.0,3.9,9.0,0.18264665641670216,0.23181037782109687,1.387063041422607,2.404717190086774,0.14030726598498636,6.332960725531449e-05,3.6e-05,0.0012,1.0943488652707385e-05,2500.0,0.00031063145307162196,2.5e-07,0.000525,0.00021326099237746132,8772.0,5.596536,0.008,0.001825970004831763,3.3132621346236317e-07,1.5e-07,0.0002,0.0011,1.7e-05,1.3e-05,0.0013,2.070736322337144e-07,0.00012,0.0,9.6e-07,2e-07,0.9287,5.048284886604711e-05,0.07,0.002,0.0002842538139783854,0.0,0.0,0.0,0.0
0.2,0.0003999058023986398,0.2,0.0,0.0,2000000000.0,1400.0,13000000.0,3.9,9.0,0.31124434046880345,0.44022155782514316,1.1751307897222887,1.7105720499756512,0.17422787204336754,0.0001258606611131472,3.6e-05,0.0012,1.549685487149918e-05,2500.0,0.00039378689994965633,2.5e-07,0.000525,0.00032019896630301184,8772.0,5.596536,0.008,0.0024812324124084606,4.709880068013228e-07,1.5e-07,0.0002,0.0011,1.7e-05,1.3e-05,0.0013,3.1347324682146026e-07,0.00012,0.0,9.6e-07,2e-07,0.9287,8.073666385675877e-05,0.07,0.002,0.0005051016553925435,0.0,0.0,0.0,0.0
0.30000000000000004,0.00039988102248524304,0.2,0.0,0.0,2000000000.0,1400.0,13000000.0,3.9,9.0,0.4190074304909084,0.5755808343242059,0.9902088044299262,1.0374966867117088,0.1778347840609096,0.000175270753176388,3.6e-05,0.0012,1.950723546020935e-05,2500.0,0.00044836681205514585,2.5e-07,0.000525,0.00038451894061898383,8772.0,5.596536,0.008,0.0026971254823841065,5.948875737847571e-07,1.5e-07,0.0002,0.0011,1.7e-05,1.3e-05,0.0013,4.1554084896269877e-07,0.00012,0.0,9.6e-07,2e-07,0.9287,0.00011010399308173546,0.07,0.002,0.0007664203168585595,0.0,0.0,0.0,0.0
0.4,0.0003998565813542499,0.2,0.0,0.0,2000000000.0,1400.0,13000000.0,3.9,9.0,0.5117492493416194,0.6570365198066297,0.8715365471280165,0.634735834374883,0.1755113035405466,0.00021836882387239542,3.6e-05,0.0012,2.34362744659491e-05,2500.0,0.00048601025669531034,2.5e-07,0.000525,0.0004261410859043742,8772.0,5.596536,0.008,0.0026841795308204823,7.170932287507023e-07,1.5e-07,0.0002,0.0011,1.7e-05,1.3e-05,0.0013,5.226891260725782e-07,0.00012,0.0,9.6e-07,2e-07,0.9287,0.00013896005629171433,0.07,0.002,0.0010369727828966131,0.0,0.0,0.0,0.0
0.5,0.00039983048256794464,0.2,0.0,0.0,2000000000.0,1400.0,13000000.0,3.9,9.0,0.5942331265104464,0.7093471238136008,0.7794140385333321,0.4361436145183264,0.17271556734549767,0.00025799407625824554,3.6e-05,0.0012,2.7603017475969602e-05,2500.0,0.000513283151410403,2.5e-07,0.000525,0.0004547519375314036,8772.0,5.596536,0.008,0.002537412331659693,8.475871602770333e-07,1.5e-07,0.0002,0.0011,1.7e-05,1.3e-05,0.0013,6.422738997128721e-07,0.00012,0.0,9.6e-07,2e-07,0.9287,0.0001668199364609937,0.07,0.002,0.0012987958580856298,0.0,0.0,0.0,0.0
0.6000000000000001,0.000399801542843115,0.2,0.0,0.0,2000000000.0,1400.0,13000000.0,3.9,9.0,0.6674836221542628,0.747625094774602,0.6832400734939483,0.3398265307898223,0.16845611588068743,0.0002922894206646732,3.6e-05,0.0012,3.218895280625286e-05,2500.0,0.0005321330675599359,2.5e-07,0.000525,0.00047488356770296553,8772.0,5.596536,0.008,0.002341619148290966,9.922857844252354e-07,1.5e-07,0.0002,0.0011,1.7e-05,1.3e-05,0.0013,7.79432557401261e-07,0.00012,0.0,9.6e-07,2e-07,0.9287,0.00019378197540944922,0.07,0.002,0.0015428482389009267,0.0,0.0,0.0,0.0
0.7000000000000001,0.000399769359365728,0.2,0.0,0.0,2000000000.0,1400.0,13000000.0,3.9,9.0,0.7305686713818933,0.7785858342738633,0.5758350688971632,0.282876981625126,0.16175825287967402,0.00031920709289294687,3.6e-05,0.0012,3.7246958203030636e-05,2500.0,0.000543580148952447,2.5e-07,0.000525,0.0004889533241100714,8772.0,5.596536,0.008,0.0021580517555378695,1.1532031713603022e-06,1.5e-07,0.0002,0.0011,1.7e-05,1.3e-05,0.0013,9.357711117793234e-07,0.00012,0.0,9.6e-07,2e-07,0.9287,0.0002204153065539056,0.07,0.002,0.0017675669443949992,0.0,0.0,0.0,0.0
0.8,0.00039973409183736763,0.2,0.0,0.0,2000000000.0,1400.0,13000000.0,3.9,9.0,0.7828244979687068,0.804617261352271,0.4701189103435581,0.23899390857980274,0.15295039429365953,0.00033865449570515203,3.6e-05,0.0012,4.273958213897489e-05,2500.0,0.0005492808619963955,2.5e-07,0.000525,0.0004986593233827619,8772.0,5.596536,0.008,0.0020133169868952992,1.3295408131619593e-06,1.5e-07,0.0002,0.0011,1.7e-05,1.3e-05,0.0013,1.1098284683634011e-06,0.00012,0.0,9.6e-07,2e-07,0.9287,0.00024734575721027327,0.07,0.002,0.001975781487696304,0.0,0.0,0.0,0.0
0.9,0.00039969617704251043,0.2,0.0,0.0,2000000000.0,1400.0,13000000.0,3.9,9.0,0.8247559549342448,0.8265795420730007,0.37123107717320636,0.20113235299332688,0.14302955538271636,0.0003520712217496693,3.6e-05,0.0012,4.858690710761585e-05,2500.0,0.0005512012584783108,2.5e-07,0.000525,0.0005053293897814986,8772.0,5.596536,0.008,0.0019079248034058888,1.5191147874480975e-06,1.5e-07,0.0002,0.0011,1.7e-05,1.3e-05,0.0013,1.2986342840567732e-06,0.00012,0.0,9.6e-07,2e-07,0.9287,0.00027502219975599217,0.07,0.002,0.002171552795762296,0.0,0.0,0.0,0.0
