ATMA,ATMI,GADD45,IR,Mdm2,Mdm2_P,Mdm2_mRNA,Mdm2_p53,ROS,Sink,Source,basalROS,damDNA,p21,p21_basal,p21_mRNA,p21step1,p21step2,p38,p38_P,p53,p53_P,p53_mRNA,Time
0.0,200.0,0.0,0.0,5.0,0.0,10.0,95.0,0.0,1.0,1.0,10.0,0.0,0.0,7.0,1.0,0.0,0.0,100.0,0.0,5.0,0.0,10.0,0.0
2.0002325591549285e-15,200.0,1.4779212214144506e-27,0.0,5.000523919904485,7.359680560546558e-17,9.999995000158664,94.99950392894868,4.098523742368239e-36,1.0,1.0,10.0,9.999996999645633e-11,1.179294437983528e-19,7.0,0.999999763000122,3.999998725849599e-06,8.000943689408041e-13,100.0,3.3735543816314015e-30,5.000312281846576,2.207829915336557e-19,10.0,0.01
8.00022179858829e-15,200.0,2.2012525039026154e-26,0.0,5.001047785129405,5.728159167278238e-16,9.999990000634565,94.99900791028388,2.158486652555487e-34,1.0,1.0,10.0,1.9999987999624216e-10,9.190968554727087e-19,7.0,0.9999995260004885,7.999994903841089e-06,3.2000992040133713e-12,100.0,9.482378782344259e-29,5.000624515396187,1.718333358959171e-18,10.0,0.02
1.80001501212592e-14,200.0,1.0562990562698734e-25,0.0,5.001571595674822,1.898469700545173e-15,9.999985001427667,94.99851194400566,2.049194918023683e-33,1.0,1.0,10.0,2.9999972999631846e-10,3.049953585480882e-18,7.0,0.999999289001099,1.1999988533845884e-05,7.200094840756485e-12,100.0,6.455386382516245e-28,5.0009367006485475,5.6948463342020386e-18,10.0,0.03
3.200001025716477e-14,200.0,3.0723298745976047e-25,0.0,5.002095351542979,4.384731446222239e-15,9.999980002537935,94.99801603011194,8.549320320293036e-33,1.0,1.0,10.0,3.999995199965406e-10,7.051565705621596e-18,7.0,0.9999990520019537,1.599997961585824e-05,1.2800084543332009e-11,100.0,2.283598633014845e-27,5.0012488376053525,1.315252296251155e-17,10.0,0.04
4.9999780725115286e-14,199.99999999999997,7.20779641318771e-25,0.0,5.002619052736883,8.452605316505006e-15,9.999975003965314,94.99752016859999,2.8281184278547105e-32,1.0,1.0,10.0,4.999992499969101e-10,1.3608453759219484e-17,7.0,0.9999988150030527,1.9999968149878713e-05,2.0000067527849684e-11,100.0,6.4084811280296485e-27,5.001560926268898,2.5353834252820565e-17,10.0,0.05
7.19994395978389e-14,199.99999999999994,1.4595780959167691e-24,0.0,5.003142699259341,1.4489248951129435e-14,9.999970005709757,94.99702435946723,7.716599427448247e-32,1.0,1.0,10.0,5.999989199974592e-10,2.3353205428969278e-17,7.0,0.9999985780043956,2.399995413590914e-05,2.8800042239545294e-11,100.0,1.514491396051706e-26,5.001872966641328,4.3459605831146246e-17,10.0,0.06
9.799896490727439e-14,199.99999999999991,2.65994899680244e-24,0.0,5.003666291113148,2.2878009171881414e-14,9.999965007771216,94.9965286027111,1.8211350372581756e-31,1.0,1.0,10.0,6.999985299982225e-10,3.691494013018255e-17,7.0,0.9999983410059827,2.7999937573951457e-05,3.920000706775443e-11,100.0,3.1544327662146745e-26,5.002184958724783,6.861909887387206e-17,10.0,0.07
1.2799833387731087e-13,199.9999999999999,4.4882768150120274e-24,0.0,5.004189828301198,3.401347906573149e-14,9.99996001014964,94.99603289832893,3.8714554867695678e-31,1.0,1.0,10.0,7.999980799992367e-10,5.4944205401116184e-17,7.0,0.9999981040078139,3.1999918464007685e-05,5.1199960323007726e-11,100.0,5.994438684813957e-26,5.002496902521472,1.0201514482825849e-16,10.0,0.08
1.6199752379056536e-13,199.99999999999986,7.137283420499002e-24,0.0,5.004713310826376,4.828721842987163e-14,9.999955012844984,94.9955372463181,7.590189674133776e-31,1.0,1.0,10.0,8.999975700005385e-10,7.808968340429592e-17,7.0,0.999997867009889,3.599989680607986e-05,6.47999003180246e-11,100.0,1.061220649111555e-25,5.002808798033603,1.4482133009590726e-16,10.0,0.09
1.999965121140076e-13,199.99999999999983,1.0825026823479978e-23,0.0,5.005236738691548,6.608582404670538e-14,9.999950015857195,94.99504164667597,1.3940264837954632e-30,1.0,1.0,10.0,9.999970000021645e-10,1.0699497219090493e-16,7.0,0.9999976300122082,3.9999872600170006e-05,7.999982538124631e-11,100.0,1.774838842103285e-25,5.003120645263368,1.9819621310558499e-16,10.0,0.1
2.419952764213066e-13,199.9999999999998,1.579487832868404e-23,0.0,5.005760111899566,8.779230773573908e-14,9.999945019186226,94.99454609939994,2.4257994259296476e-30,1.0,1.0,10.0,1.0999963700041503e-09,1.4230077260116197e-16,7.0,0.9999973930147714,4.39998458462801e-05,9.679973385072167e-11,100.0,2.8326860485722562e-25,5.003432444212948,2.6328745856050526e-16,10.0,0.11
2.879937943205744e-13,199.99999999999974,2.2315669963061234e-23,0.0,5.006283430453278,1.1378733055814996e-13,9.999940022832028,94.99405060448738,4.0340354554708524e-30,1.0,1.0,10.0,1.1999956800065322e-09,1.8464686515451944e-16,7.0,0.9999971560175785,4.799981654441215e-05,1.1519962406775579e-10,100.0,4.347516098115895e-25,5.003744194884526,3.41235539345186e-16,10.0,0.12
3.379920434225032e-13,199.9999999999997,3.0681791138495506e-23,0.0,5.006806694355536,1.4444974259313125e-13,9.999935026794553,94.9935551619357,6.454132297451032e-30,1.0,1.0,10.0,1.2999949300093461e-09,2.3467297045258097e-16,7.0,0.9999969190206296,5.1999784694568154e-05,1.351994943739799e-10,100.0,6.454484168600785e-25,5.0040558972802796,4.331753557626269e-16,10.0,0.13
3.9199000133322646e-13,199.99999999999963,4.121322615458402e-23,0.0,5.0073299036091905,1.8015670662144484e-13,9.999930031073752,94.99305977174228,9.987727349002764e-30,1.0,1.0,10.0,1.3999941200126281e-09,2.9301893727343286e-16,7.0,0.9999966820239246,5.59997502967501e-05,1.5679934311064146e-10,100.0,9.313173796394321e-25,5.004367551402394,5.402366070292421e-16,10.0,0.14
4.4998764565578055e-13,199.99999999999957,5.425392823757157e-23,0.0,5.007853058217097,2.2128379196754653e-13,9.999925035669577,94.99256443390449,1.500918670976697e-29,1.0,1.0,10.0,1.4999932500164139e-09,3.603246999946526e-16,7.0,0.9999964450274633,5.9999713350959967e-05,1.7999916861870453e-10,100.0,1.3107931206512695e-24,5.004679157253054,6.635440823146183e-16,10.0,0.15
5.119849539917959e-13,199.99999999999952,7.017390461925897e-23,0.0,5.008376158182109,2.6820480933119367e-13,9.999920040581978,94.99206914841972,2.1982034167286636e-29,1.0,1.0,10.0,1.5999923200207399e-09,4.372302321398094e-16,7.0,0.9999962080312459,6.399967385719978e-05,2.0479896923899445e-10,100.0,1.8051672485291294e-24,5.0049907148344435,8.042171545407001e-16,10.0,0.16
5.779819039424697e-13,199.99999999999946,8.937100284792568e-23,0.0,5.0088992035070845,3.2129168171340113e-13,9.999915045810909,94.99157391528534,3.1479415156614935e-29,1.0,1.0,10.0,1.699991330025642e-09,5.243755200208519e-16,7.0,0.9999959710352723,6.799963181547152e-05,2.311987433122848e-10,100.0,2.4390078893718263e-24,5.005302224148751,9.63369384303597e-16,10.0,0.17
6.479784731093794e-13,199.9999999999994,1.1226878730335899e-22,0.0,5.0094221941948796,3.8091458597306954e-13,9.999910051356318,94.99107873449876,4.4192892635017495e-29,1.0,1.0,10.0,1.7999902800311557e-09,6.224005406503595e-16,7.0,0.9999957340395424,7.199958722577716e-05,2.591984891793724e-10,100.0,3.240160160162749e-24,5.0056136851981625,1.142108956771588e-15,10.0,0.18
7.219746390944911e-13,199.99999999999932,1.3931596284436885e-22,0.0,5.009945130248353,4.4744200128680127e-13,9.99990505721816,94.99058360605733,6.094631019171381e-29,1.0,1.0,10.0,1.899989170037318e-09,7.319452616435955e-16,7.0,0.9999954970440563,7.599954008811872e-05,2.887982051810805e-10,100.0,4.239894928999712e-24,5.0059250979848695,1.341538830872197e-15,10.0,0.19
7.999703795000095e-13,199.99999999999923,1.7098622416180104e-22,0.0,5.010468011670364,5.212407301365416e-13,9.999900063396383,94.99008852995844,8.27107630029109e-29,1.0,1.0,10.0,1.999988000044164e-09,8.536496453069674e-16,7.0,0.9999952600488139,7.99994904024982e-05,3.199978896582452e-10,100.0,5.473083041798969e-24,5.006236462511061,1.5627568036932045e-15,10.0,0.2
8.819656719282288e-13,199.99999999999915,2.0777863004814131e-22,0.0,5.010990838463774,6.026758833302996e-13,9.999895069890941,94.98959350619947,1.1062218716585566e-28,1.0,1.0,10.0,2.0999867700517296e-09,9.88153652749618e-16,7.0,0.9999950230538152,8.399943816891756e-05,3.527975409517025e-10,100.0,6.978426557443021e-24,5.006547778778929,1.8068554641526853e-15,10.0,0.21
