Time,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p21,p21_mRNA,p21step1,p21step2,p53_P,Mdm2_P,p21_basal,p38,p38_P,GADD45,IR,damDNA,ROS,basalROS,Sink,Source,ksynMdm2,kdegMdm2,ksynp53,kdegp53,kdegp53mdm2ind,kbinMdm2p53,krelMdm2p53,ksynMdm2mRNA,kdegMdm2mRNA,kactATM,kdegATMMdm2,kinactATM,kphosp53,kdephosp53,kphosMdm2,kdephosMdm2,kphosp38,kdephosp38,kdam,krepair,kGADD45,kdegGADD45,ksynp53mRNA,kdegp53mRNA,ksynp21mRNAp53P,ksynp21mRNAp53,kdegp21mRNA,ksynp21step1,ksynp21step2,ksynp21step3,kdegp21,kremROS,kgenROSp38,kdamROS,kdamBasalROS,kp38ROS,cell,p53mRNASynthesis,p53mRNADegradation,Mdm2Synthesis,Mdm2mRNASynthesis1,Mdm2mRNASynthesis2,Mdm2mRNADegradation,Mdm2Degradation,p53Synthesis,p53Degradation,p53Mdm2IndepDegradation1,p53Mdm2IndepDegradation2,P53_Mdm2Binding,P53_Mdm2Release,DNAdamage,DNArepair,ATMactivation,p53phoshorylation,p53dephosorylation,Mdm2phoshorylation,Mdm2dephosorylation,Mdm2Pdegradation,ATMInactivation,p21mRNASynthesis1,p21mRNASynthesis2,p21mRNADegradation,p21Synthesis1,p21Synthesis2,p21Synthesis3,p21degradation,GADD45activation2,GADD45degradation,p38activation,p38inactivation,ROSgenerationP38,ROSremoval,ROSDNAdamage,basalROSDNAdamage
0.0,5.0,5.0,95.0,10.0,10.0,0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.000495,0.000433,0.006,0.000825,8.25e-07,0.001155,1.155e-06,0.0001,0.0001,2e-05,0.0004,0.0005,0.006,0.5,2.0,0.5,0.008,0.1,0.007,6e-05,4e-06,1e-05,0.001,0.0001,6e-06,6e-08,2.4e-05,0.0004,4e-05,4e-05,0.00019,0.000383,0.00045,1e-05,1e-09,1.0,1.0,0.001,0.001,0.0049499999999999995,0.0005,0.0,0.001,0.0021650000000000003,0.06,0.078375,0.0,4.125e-06,0.028874999999999998,0.000109725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-07,0.0,2.4e-05,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08
0.01,5.000523919904485,5.000312281846576,94.99950392894868,9.999995000158664,10.0,2.0002325591549285e-15,200.0,1.179294437983528e-19,0.999999763000122,3.999998725849599e-06,8.000943689408041e-13,2.207829915336557e-19,7.359680560546558e-17,7.0,100.0,3.3735543816314015e-30,1.4779212214144506e-27,0.0,9.999996999645633e-11,4.098523742368239e-36,10.0,1.0,1.0,0.000495,0.000433,0.006,0.000825,8.25e-07,0.001155,1.155e-06,0.0001,0.0001,2e-05,0.0004,0.0005,0.006,0.5,2.0,0.5,0.008,0.1,0.007,6e-05,4e-06,1e-05,0.001,0.0001,6e-06,6e-08,2.4e-05,0.0004,4e-05,4e-05,0.00019,0.000383,0.00045,1e-05,1e-09,1.0,1.0,0.001,0.001,0.004949997525078539,0.0005000312281846576,2.2078299153365573e-23,0.0009999995000158665,0.002165226857318642,0.06,0.07837459074138266,1.8214596801526597e-25,4.1252576325234255e-06,0.028879829254082712,0.00010972442703793573,0.0,5.99999819978738e-15,3.999998799858254e-13,6.001072459255078e-17,1.1039149576682786e-19,2.0004421514851965e-14,3.679840280273279e-17,2.9438722242186234e-20,1.0001162795774642e-18,3.0001873691079455e-07,1.3246979492019343e-24,2.399999431200293e-05,0.0003999999052000488,1.5999994903398397e-10,3.200377475763217e-17,2.2406594321687032e-23,4.717177751934111e-25,1.4779212214144507e-32,1.1823369771315605e-27,3.3735543816314017e-31,1.5180994717341307e-33,1.5697345933270353e-39,4.098523742368239e-41,1e-08
0.02,5.001047785129405,5.000624515396187,94.99900791028388,9.999990000634565,10.0,8.00022179858829e-15,200.0,9.190968554727087e-19,0.9999995260004885,7.999994903841089e-06,3.2000992040133713e-12,1.718333358959171e-18,5.728159167278238e-16,7.0,100.0,9.482378782344259e-29,2.2012525039026154e-26,0.0,1.9999987999624216e-10,2.158486652555487e-34,10.0,1.0,1.0,0.000495,0.000433,0.006,0.000825,8.25e-07,0.001155,1.155e-06,0.0001,0.0001,2e-05,0.0004,0.0005,0.006,0.5,2.0,0.5,0.008,0.1,0.007,6e-05,4e-06,1e-05,0.001,0.0001,6e-06,6e-08,2.4e-05,0.0004,4e-05,4e-05,0.00019,0.000383,0.00045,1e-05,1e-09,1.0,1.0,0.001,0.001,0.004949995050314109,0.0005000624515396187,1.7183333589591712e-22,0.0009999990000634565,0.0021654536909610322,0.06,0.0783741815259842,1.4176250211413162e-24,4.125515225201855e-06,0.028884658291318723,0.00010972385413637787,0.0,1.199999279977453e-14,7.999995199849687e-13,2.400366315277655e-16,8.591666794795855e-19,8.00189830127479e-14,2.864079583639119e-16,2.291263666911295e-19,4.000110899294145e-18,3.0003747092377123e-07,1.0310000153755027e-23,2.3999988624011725e-05,0.0003999998104001954,3.1999979615364357e-10,1.2800396816053487e-16,1.7462840253981468e-22,3.676387421890835e-24,2.2012525039026156e-31,1.7610020031220922e-26,9.48237878234426e-30,4.2670704520549167e-32,8.267003879287514e-38,2.158486652555487e-39,1e-08
0.03,5.001571595674822,5.0009367006485475,94.99851194400566,9.999985001427667,10.0,1.80001501212592e-14,200.0,3.049953585480882e-18,0.999999289001099,1.1999988533845884e-05,7.200094840756485e-12,5.6948463342020386e-18,1.898469700545173e-15,7.0,100.0,6.455386382516245e-28,1.0562990562698734e-25,0.0,2.9999972999631846e-10,2.049194918023683e-33,10.0,1.0,1.0,0.000495,0.000433,0.006,0.000825,8.25e-07,0.001155,1.155e-06,0.0001,0.0001,2e-05,0.0004,0.0005,0.006,0.5,2.0,0.5,0.008,0.1,0.007,6e-05,4e-06,1e-05,0.001,0.0001,6e-06,6e-08,2.4e-05,0.0004,4e-05,4e-05,0.00019,0.000383,0.00045,1e-05,1e-09,1.0,1.0,0.001,0.001,0.004949992575706695,0.0005000936700648548,5.694846334202039e-22,0.0009999985001427668,0.002165680500927198,0.06,0.07837377235380466,4.698248225716682e-24,4.125772778035052e-06,0.028889487111559923,0.00010972328129532653,0.0,1.7999983799779108e-14,1.1999989199852738e-12,5.401056681515312e-16,2.8474231671010193e-18,1.8005807912874542e-13,9.492348502725865e-16,7.593878802180693e-19,9.0000750606296e-18,3.0005620203891284e-07,3.416907800521223e-23,2.3999982936026377e-05,0.00039999971560043964,4.799995413538354e-10,2.8800379363025945e-16,5.794911812413676e-22,1.2199814341923528e-23,1.0562990562698734e-30,8.450392450158988e-26,6.455386382516245e-29,2.90492387213231e-31,7.848416536030705e-37,2.0491949180236832e-38,1e-08
0.04,5.002095351542979,5.0012488376053525,94.99801603011194,9.999980002537935,10.0,3.200001025716477e-14,200.0,7.051565705621596e-18,0.9999990520019537,1.599997961585824e-05,1.2800084543332009e-11,1.315252296251155e-17,4.384731446222239e-15,7.0,100.0,2.283598633014845e-27,3.0723298745976047e-25,0.0,3.999995199965406e-10,8.549320320293036e-33,10.0,1.0,1.0,0.000495,0.000433,0.006,0.000825,8.25e-07,0.001155,1.155e-06,0.0001,0.0001,2e-05,0.0004,0.0005,0.006,0.5,2.0,0.5,0.008,0.1,0.007,6e-05,4e-06,1e-05,0.001,0.0001,6e-06,6e-08,2.4e-05,0.0004,4e-05,4e-05,0.00019,0.000383,0.00045,1e-05,1e-09,1.0,1.0,0.001,0.001,0.004949990101256278,0.0005001248837605353,1.315252296251155e-21,0.0009999980002537935,0.0021659072872181103,0.06,0.07837336322484235,1.085083144407203e-23,4.126030291024416e-06,0.028894315714682258,0.0001097227085147793,0.0,2.399997119979244e-14,1.5999980799861627e-12,9.60240084612028e-16,6.576261481255775e-18,3.201342051133831e-13,2.1923657231111196e-15,1.7538925784888958e-18,1.6000005128582383e-17,3.000749302563211e-07,7.89151377750693e-23,2.399997724804689e-05,0.0003999996208007815,6.399991846343297e-10,5.120033817332804e-16,1.3397974840681033e-21,2.820626282248638e-23,3.0723298745976048e-30,2.457863899678084e-25,2.283598633014845e-28,1.0276193848566801e-30,3.274389682672233e-36,8.549320320293037e-38,1e-08
0.05,5.002619052736883,5.001560926268898,94.99752016859999,9.999975003965314,10.0,4.9999780725115286e-14,199.99999999999997,1.3608453759219484e-17,0.9999988150030527,1.9999968149878713e-05,2.0000067527849684e-11,2.5353834252820565e-17,8.452605316505006e-15,7.0,100.0,6.4084811280296485e-27,7.20779641318771e-25,0.0,4.999992499969101e-10,2.8281184278547105e-32,10.0,1.0,1.0,0.000495,0.000433,0.006,0.000825,8.25e-07,0.001155,1.155e-06,0.0001,0.0001,2e-05,0.0004,0.0005,0.006,0.5,2.0,0.5,0.008,0.1,0.007,6e-05,4e-06,1e-05,0.001,0.0001,6e-06,6e-08,2.4e-05,0.0004,4e-05,4e-05,0.00019,0.000383,0.00045,1e-05,1e-09,1.0,1.0,0.001,0.001,0.004949987626962831,0.0005001560926268897,2.5353834252820565e-21,0.0009999975003965316,0.00216613404983507,0.06,0.078372954139095,2.0916913258576967e-23,4.126287764171841e-06,0.02889914410056957,0.00010972213579473298,0.0,2.9999954999814605e-14,1.99999699998764e-12,1.5004616975804964e-15,1.2676917126410282e-17,5.002597113762561e-13,4.226302658252503e-15,3.3810421266020028e-18,2.4999890362557644e-17,3.000936555761338e-07,1.521230055169234e-22,2.3999971560073263e-05,0.0003999995260012211,7.999987259951486e-10,8.000027011139875e-16,2.5856062142517023e-21,5.443381503687794e-23,7.20779641318771e-30,5.766237130550168e-25,6.408481128029649e-28,2.8838165076133416e-30,1.083169357868354e-35,2.828118427854711e-37,1e-08
0.06,5.003142699259341,5.001872966641328,94.99702435946723,9.999970005709757,10.0,7.19994395978389e-14,199.99999999999994,2.3353205428969278e-17,0.9999985780043956,2.399995413590914e-05,2.8800042239545294e-11,4.3459605831146246e-17,1.4489248951129435e-14,7.0,100.0,1.514491396051706e-26,1.4595780959167691e-24,0.0,5.999989199974592e-10,7.716599427448247e-32,10.0,1.0,1.0,0.000495,0.000433,0.006,0.000825,8.25e-07,0.001155,1.155e-06,0.0001,0.0001,2e-05,0.0004,0.0005,0.006,0.5,2.0,0.5,0.008,0.1,0.007,6e-05,4e-06,1e-05,0.001,0.0001,6e-06,6e-08,2.4e-05,0.0004,4e-05,4e-05,0.00019,0.000383,0.00045,1e-05,1e-09,1.0,1.0,0.001,0.001,0.00494998515282633,0.0005001872966641328,4.345960583114625e-21,0.0009999970005709759,0.0021663607887792945,0.06,0.07837254509656047,3.5854174810695654e-23,4.126545197479096e-06,0.028903972269103725,0.00010972156313518464,0.0,3.599993519984755e-14,2.3999956799898364e-12,2.1607923032265335e-15,2.1729802915573123e-17,7.204469411493831e-13,7.244624475564718e-15,5.795699580451775e-18,3.599971979891945e-17,3.001123779984797e-07,2.607576349868775e-22,2.3999965872105497e-05,0.0003999994312017583,9.599981654363657e-10,1.1520016895818119e-15,4.437109031504163e-21,9.341282171587711e-23,1.4595780959167693e-29,1.1676624767334153e-24,1.5144913960517062e-27,6.815211282232678e-30,2.955457580712679e-35,7.716599427448248e-37,1e-08
0.07,5.003666291113148,5.002184958724783,94.9965286027111,9.999965007771216,10.0,9.799896490727439e-14,199.99999999999991,3.691494013018255e-17,0.9999983410059827,2.7999937573951457e-05,3.920000706775443e-11,6.861909887387206e-17,2.2878009171881414e-14,7.0,100.0,3.1544327662146745e-26,2.65994899680244e-24,0.0,6.999985299982225e-10,1.8211350372581756e-31,10.0,1.0,1.0,0.000495,0.000433,0.006,0.000825,8.25e-07,0.001155,1.155e-06,0.0001,0.0001,2e-05,0.0004,0.0005,0.006,0.5,2.0,0.5,0.008,0.1,0.007,6e-05,4e-06,1e-05,0.001,0.0001,6e-06,6e-08,2.4e-05,0.0004,4e-05,4e-05,0.00019,0.000383,0.00045,1e-05,1e-09,1.0,1.0,0.001,0.001,0.004949982678846752,0.0005002184958724784,6.861909887387206e-21,0.0009999965007771216,0.002166587504051993,0.06,0.07837213609723666,5.661075657094445e-23,4.126802590947946e-06,0.02890880022016649,0.00010972099053613131,0.0,4.1999911799893353e-14,2.7999941199928888e-12,2.9412536893785945e-15,3.430954943693603e-17,9.807082345410184e-13,1.1439004585940707e-14,9.151203668752566e-18,4.89994824536372e-17,3.0013109752348694e-07,4.1171459324323237e-22,2.3999960184143585e-05,0.0003999993364023931,1.1199975029580583e-09,1.5680002827101774e-15,7.013838624734685e-21,1.476597605207302e-22,2.65994899680244e-29,2.127959197441952e-24,3.1544327662146746e-27,1.4194947447966034e-29,6.974947192698812e-35,1.8211350372581756e-36,1e-08
0.08,5.004189828301198,5.002496902521472,94.99603289832893,9.99996001014964,10.0,1.2799833387731087e-13,199.9999999999999,5.4944205401116184e-17,0.9999981040078139,3.1999918464007685e-05,5.1199960323007726e-11,1.0201514482825849e-16,3.401347906573149e-14,7.0,100.0,5.994438684813957e-26,4.4882768150120274e-24,0.0,7.999980799992367e-10,3.8714554867695678e-31,10.0,1.0,1.0,0.000495,0.000433,0.006,0.000825,8.25e-07,0.001155,1.155e-06,0.0001,0.0001,2e-05,0.0004,0.0005,0.006,0.5,2.0,0.5,0.008,0.1,0.007,6e-05,4e-06,1e-05,0.001,0.0001,6e-06,6e-08,2.4e-05,0.0004,4e-05,4e-05,0.00019,0.000383,0.00045,1e-05,1e-09,1.0,1.0,0.001,0.001,0.004949980205024072,0.0005002496902521471,1.0201514482825849e-20,0.0009999960010149641,0.0021668141956544184,0.06,0.07837172714112137,8.416249448331325e-23,4.127059944580214e-06,0.028913627953640657,0.00010972041799756992,0.0,4.79998847999542e-14,3.199992319996945e-12,3.8418676124949405e-15,5.1007572414129244e-17,1.2810559208566792e-12,1.7006739532865746e-14,1.3605391626292598e-17,6.399916693865544e-17,3.0014981415128825e-07,6.120908689695509e-22,2.3999954496187535e-05,0.0003999992416031256,1.2799967385603075e-09,2.047998412920309e-15,1.0439399026212076e-20,2.197768216044647e-22,4.488276815012028e-29,3.590621452009622e-24,5.9944386848139576e-27,2.697497408166281e-29,1.4827674514327443e-34,3.871455486769568e-36,1e-08
0.09,5.004713310826376,5.002808798033603,94.9955372463181,9.999955012844984,10.0,1.6199752379056536e-13,199.99999999999986,7.808968340429592e-17,0.999997867009889,3.599989680607986e-05,6.47999003180246e-11,1.4482133009590726e-16,4.828721842987163e-14,7.0,100.0,1.061220649111555e-25,7.137283420499002e-24,0.0,8.999975700005385e-10,7.590189674133776e-31,10.0,1.0,1.0,0.000495,0.000433,0.006,0.000825,8.25e-07,0.001155,1.155e-06,0.0001,0.0001,2e-05,0.0004,0.0005,0.006,0.5,2.0,0.5,0.008,0.1,0.007,6e-05,4e-06,1e-05,0.001,0.0001,6e-06,6e-08,2.4e-05,0.0004,4e-05,4e-05,0.00019,0.000383,0.00045,1e-05,1e-09,1.0,1.0,0.001,0.001,0.004949977731358267,0.0005002808798033602,1.4482133009590726e-20,0.0009999955012844983,0.002167040863587821,0.06,0.07837131822821243,1.1947759732912349e-22,4.1273172583777225e-06,0.028918455469408973,0.00010971984551949739,0.0,5.399985420003231e-14,3.599990280002152e-12,4.862655823674589e-15,7.241066504795363e-17,1.62150232727111e-12,2.4143609214935815e-14,1.9314887371948654e-17,8.099876189528268e-17,3.001685278820161e-07,8.689279805754436e-22,2.3999948808237336e-05,0.0003999991468039556,1.4399958722431947e-09,2.5919960127209842e-15,1.4837039846816227e-20,3.1235873361718364e-22,7.137283420499002e-29,5.709826736399202e-24,1.061220649111555e-26,4.775492921001997e-29,2.907042645193236e-34,7.590189674133777e-36,1e-08
