Time,cyclin,dimer,dimer_p,p_dimer,p_dimer_p,cdc25_p,wee1_p,IE_p,UbE_star,cdc2,cdc25,wee1,IE,UbE,total_cdc2,total_cdc25,total_wee1,total_IE,total_UbE,k25,V25_prime,V25_double_prime,kwee,Vwee_prime,Vwee_double_prime,k2,V2_prime,V2_double_prime,k1AA,k3,kinh,kcak,ka,K_a,kbPPase,K_b,ke,K_e,kfPPase,K_f,kg,K_g,khPPAse,K_h,kc,K_c,kd_anti_IE,K_d,total_cyclin,Y15P,cytoplasm,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R17,R18,R19,R20,R21,R22,R23,R24
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,0.1,0.1,2.0,1.0,0.1,1.0,0.015,0.015,1.0,1.0,0.01,0.025,0.25,0.01,0.1,0.125,0.1,0.0133,0.3,0.1,0.3,0.0065,0.01,0.087,0.01,0.1,0.01,0.095,0.01,100.0,0.0,1.0,1.0,1.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,99.00500004220481,0.9838199901429701,0.0012321965606794498,0.004939897852203899,8.248219048096081e-06,3.735632369413801e-08,4.21367929757904e-08,2.5959833679472693e-08,6.346527077161894e-12,99.0099996672251,0.9999999626436763,0.9999999578632071,0.9999999740401663,0.9999999999936535,100.0,1.0,1.0,1.0,1.0,0.10000007097701502,0.1,2.0,0.9999999620768864,0.1,1.0,0.01500000000625133,0.015,1.0,1.0,0.01,0.025,0.25,0.01,0.1,0.125,0.1,0.0133,0.3,0.1,0.3,0.0065,0.01,0.087,0.01,0.1,0.01,0.095,0.01,99.99500037497972,0.004948146071251995,1.0,1.0,1.485075001251985,98.0248502123232,3.080491401698625e-05,0.9838199528334528,0.24595499753574251,0.014757299858294735,0.000493990135839594,0.0012349744630509747,7.409846781393942e-05,2.0620547620240204e-07,0.0012321965139507195,8.248224902435754e-07,1.2372328577300357e-07,1.8482948417894614e-05,1.1201786877226123e-05,4.669538717399252e-08,1.2606318536676708e-05,1.4045595685808941e-08,7.929977863720608e-06,2.2584996670865517e-07,2.5702805623238675e-09,6.029200719477351e-11
0.02,98.02960673176923,1.9359476848186148,0.004858793688917583,0.01952297545063684,6.531408815645066e-05,2.947371519723785e-07,3.3321936102863286e-07,2.011001080849253e-07,9.71087536029257e-11,98.03960523195367,0.999999705262848,0.999999666780639,0.9999997988998919,0.9999999999028912,100.0,1.0,1.0,1.0,1.0,0.10000056000058874,0.1,2.0,0.9999997001025751,0.1,1.0,0.015000000095652121,0.015,1.0,1.0,0.01,0.025,0.25,0.01,0.1,0.125,0.1,0.0133,0.3,0.1,0.3,0.0065,0.01,0.087,0.01,0.1,0.01,0.095,0.01,99.99000149981556,0.01958828953879329,1.0,1.0,1.4704441103532784,96.10783945026324,0.00012146984222293958,1.9359471042328893,0.4839869212046537,0.029039215457456725,0.0019523084779414302,0.00488074386265921,0.0002928446336269666,1.6328522039112666e-06,0.0048587922317778675,6.531445391572887e-06,9.79711328594191e-07,7.288190579851766e-05,4.41708505339058e-05,3.6842035409381417e-07,4.9709193148755786e-05,1.1107299697063404e-07,3.126946427235777e-05,1.749535757155864e-06,1.9910901790567524e-08,9.225331502691898e-10
0.03,97.07324716115242,2.8573578625935676,0.010777492663944156,0.043402659890540346,0.00021819786784083562,9.810684903481103e-07,1.1117182788812437e-06,6.573531700080587e-07,4.703256159146211e-10,97.08824378698411,0.9999990189315097,0.9999988882817211,0.99999934264683,0.9999999995296743,100.0,1.0,1.0,1.0,1.0,0.10000186403013167,0.1,2.0,0.999998999453549,0.1,1.0,0.01500000046327073,0.015,1.0,1.0,0.01,0.025,0.25,0.01,0.1,0.125,0.1,0.0133,0.3,0.1,0.3,0.0065,0.01,0.087,0.01,0.1,0.01,0.095,0.01,99.98500337416833,0.04362085775838118,1.0,1.0,1.4560987523884805,94.2467108557613,0.0002694373165986039,2.8573550036742987,0.7143394656483919,0.04286036926263378,0.004340346892919865,0.010850664972635087,0.0006510399184652872,5.454946696020891e-06,0.01077748188056212,2.1820193511483883e-05,3.27296811869722e-06,0.00016166239495205923,9.797719729745275e-05,1.2263235818608865e-06,0.00011026201204332934,3.7057138639046833e-07,6.936010085118404e-05,5.718596665305516e-06,6.508447227772252e-08,4.468093141043035e-09
0.04,96.1353705192619,3.748990832746253,0.018889479006538375,0.07624318887229352,0.0005119775517874658,2.293601734331524e-06,2.6050443820178808e-06,1.5094801664210026e-06,1.4221353982491444e-09,96.15536452182313,0.9999977063982657,0.999997394955618,0.9999984905198336,0.9999999985778646,100.0,1.0,1.0,1.0,1.0,0.10000435784329523,0.1,2.0,0.9999976554600563,0.1,1.0,0.015000001400803367,0.015,1.0,1.0,0.01,0.025,0.25,0.01,0.1,0.125,0.1,0.0133,0.3,0.1,0.3,0.0065,0.01,0.087,0.01,0.1,0.01,0.095,0.01,99.98000599743877,0.07675516642408098,1.0,1.0,1.4420306924556792,92.43931595720157,0.0004722369751634594,3.748982043087497,0.9372477081865632,0.05623486774279277,0.007624651143098786,0.01906079721807338,0.0011436479398861184,1.2799438794686645e-05,0.018889434719400328,5.1199986296687946e-05,7.679663993991865e-06,0.0002833422115585214,0.00017172250061726443,2.8669364118111417e-06,0.00019325378442781638,8.683405871200664e-07,0.00012156595218562647,1.3130495425620695e-05,1.4945348182175725e-07,1.3510284362021507e-08
0.05,95.21544705073748,4.611753911242138,0.02909930277380738,0.11771923319291755,0.0009898711299473947,4.418361345651108e-06,5.029928822802654e-06,2.8567012182390667e-06,3.3227936172261096e-09,95.24043768166119,0.9999955816386543,0.9999949700711772,0.9999971432987818,0.9999999966772064,100.0,1.0,1.0,1.0,1.0,0.10000839488655675,0.1,2.0,0.9999954730640594,0.1,1.0,0.015000003272951713,0.015,1.0,1.0,0.01,0.025,0.25,0.01,0.1,0.125,0.1,0.0133,0.3,0.1,0.3,0.0065,0.01,0.087,0.01,0.1,0.01,0.095,0.01,99.97500936907628,0.11870910432286494,1.0,1.0,1.4282320173966228,90.68360851167273,0.0007274825693451845,4.611733034127608,1.1529384778105345,0.06917632376267993,0.011772911558899956,0.029429808298229387,0.0017657888831831292,2.4746778248684867e-05,0.029099171043127807,9.899542285058117e-05,1.484807018901133e-05,0.00043648963684772356,0.00026453900986787615,5.52270766888301e-06,0.0002977079058880812,1.6766148300900228e-06,0.00018727273532664372,2.48462027809046e-05,2.8284170476684e-07,3.156652887474198e-08
0.06,94.31296705971272,5.446522839548189,0.04131476166735677,0.16751552909695994,0.0016932977532750004,7.530584092967719e-06,8.592796511130823e-06,4.784208243121806e-06,6.596081763746998e-09,94.34295357193422,0.999992469415907,0.9999914072034889,0.9999952157917569,0.9999999934039182,100.0,1.0,1.0,1.0,1.0,0.10001430810977664,0.1,2.0,0.99999226648314,0.1,1.0,0.015000006497140537,0.015,1.0,1.0,0.01,0.025,0.25,0.01,0.1,0.125,0.1,0.0133,0.3,0.1,0.3,0.0065,0.01,0.087,0.01,0.1,0.01,0.095,0.01,99.9700134877785,0.16920882685023494,1.0,1.0,1.4146951186602923,88.97763872545838,0.0010328690416839194,5.446480718771981,1.3616307098870473,0.08169787798004716,0.016753949740275605,0.041878882274239984,0.0025127340248263337,4.2332443831875014e-05,0.04131444215895085,0.00016935400321763843,2.539947730071848e-05,0.0006197216934381644,0.00037558848530124585,9.412521298378005e-06,0.0004226809542792719,2.864183465891298e-06,0.00026588706744273973,4.160270811325055e-05,4.736839844365703e-07,6.266273542274384e-08
0.07,93.42743996126822,6.254143141679695,0.05544678805498105,0.22532652377070198,0.0026619371530110336,1.1795145682858636e-05,1.3490129100277626e-05,7.3645638418502315e-06,1.1701680038336155e-08,93.46242160934162,0.9999882048543172,0.9999865098708998,0.9999926354361581,0.9999999882983199,100.0,1.0,1.0,1.0,1.0,0.10002241077679744,0.1,2.0,0.9999878588838098,0.1,1.0,0.015000011526154837,0.015,1.0,1.0,0.01,0.025,0.25,0.01,0.1,0.125,0.1,0.0133,0.3,0.1,0.3,0.0065,0.01,0.087,0.01,0.1,0.01,0.095,0.01,99.9650183519266,0.227988460923713,1.0,1.0,1.4014126762781625,87.31954783541502,0.0013861697013745264,6.254067209401142,1.5635357854199237,0.09381221921141765,0.022537702119500964,0.056331630942675494,0.0033799004537089315,6.654842882527584e-05,0.055446114869084906,0.0002662533713804883,3.99290879770653e-05,0.0008317024599129801,0.0005040611690866413,1.474219324040374e-05,0.0005672615272083901,4.496507505203391e-06,0.0003568357386908787,6.402455413246155e-05,7.291647367323749e-07,1.1116583028149575e-07
0.08,92.55839338280045,7.035431413363652,0.07140934045954063,0.29085603557637857,0.003933786966632107,1.736697258957981e-05,1.9908815457559455e-05,1.0658992978841549e-05,1.91200977184462e-08,92.5983694236338,0.9999826330274104,0.9999800911845425,0.9999893410070212,0.9999999808799023,100.0,1.0,1.0,1.0,1.0,0.10003299724792021,0.1,2.0,0.9999820820660882,0.1,1.0,0.015000018833296252,0.015,1.0,1.0,0.01,0.025,0.25,0.01,0.1,0.125,0.1,0.0133,0.3,0.1,0.3,0.0065,0.01,0.087,0.01,0.1,0.01,0.095,0.01,99.96002395916665,0.29478982254301067,1.0,1.0,1.38837764392165,85.70756303718578,0.0017852335114885158,7.035305352968546,1.758857853340913,0.10553160370081885,0.02909520100635286,0.07271400889409464,0.004362846011423564,9.834467416580267e-05,0.07140806095169759,0.0003935085008070139,5.9006878585656936e-05,0.0010711414517663735,0.0006491747974143043,2.170494624490982e-05,0.0007305691266117244,6.6358314473741754e-06,0.00045956501386286083,9.26344998675528e-05,1.0553458392894771e-06,1.8164058102667298e-07
0.09,91.70537233653438,7.791176515392408,0.0891193016977512,0.36381693611323257,0.00554521690017476,2.43914316364184e-05,2.802648322628125e-05,1.4718525563044616e-05,2.9340999583763197e-08,91.75034202989643,0.9999756085683635,0.9999719735167737,0.999985281474437,0.9999999706590004,100.0,1.0,1.0,1.0,1.0,0.1000463437201092,0.1,2.0,0.9999747761650963,0.1,1.0,0.015000028900884588,0.015,1.0,1.0,0.01,0.025,0.25,0.01,0.1,0.125,0.1,0.0133,0.3,0.1,0.3,0.0065,0.01,0.087,0.01,0.1,0.01,0.095,0.01,99.95503030663795,0.36936215301340736,1.0,1.0,1.3755832354143978,84.13999277856033,0.0022279825424437803,7.790979992042279,1.947794128848102,0.11686787290277939,0.03639855424158148,0.09095423402830814,0.00545726455632977,0.000138630422504369,0.08911705376719845,0.0005547786759974425,8.317841376429504e-05,0.001336792101092921,0.0008101736734543029,3.0481854584800435e-05,0.0009117531126117226,9.341288397218495e-06,0.0005735399768490219,0.00012786297694900904,1.4572797582939417e-06,2.787386781986063e-07
