Time,Abeta,AbDim,AbP,Source,Sink,Nep,kprod,kdeg,kdimer,kdedimer,kdisagg,kpf,kpg,kpghalf,kdegNep,cell,Abetaproduction,AbetaDegradation,AbetaDimerisation,AbetaDedimerisation,AbetaPlaqueFormation,AbetaPlaqueGrowth,AbetaDisaggregation,NepDegradation
2.73,5.0776552642793076e-05,-4.083278052424091e-12,2.067248213155347e-17,1.0,1.0,999.9999995086,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.066307604974671e-09,-2.991348700862511e-12,-3.456699035279614e-17,5.6859646880237634e-18,7.784672960706911e-42,1.123694111224852e-21,1.79999999911548e-07
2.74,5.096254202012399e-05,-4.113246088885443e-12,2.0900743117302098e-17,1.0,1.0,999.9999995068,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.0702133818947746e-09,-3.002305150215304e-12,-3.482068476545972e-17,5.727695178796538e-18,7.986683004101799e-42,1.1361016936271902e-21,1.79999999911224e-07
2.75,5.114853135861626e-05,-4.143323688103087e-12,2.1130676243390556e-17,1.0,1.0,999.999999505,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.0741191579992523e-09,-3.013261593204171e-12,-3.5075306681636685e-17,5.7695782357074535e-18,8.193168184505235e-42,1.1486001685619804e-21,1.799999999109e-07
2.76,5.133452065826989e-05,-4.1735108500071556e-12,2.1362287611847853e-17,1.0,1.0,999.9999995032,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.078024933288105e-09,-3.024218029829115e-12,-3.533085610073558e-17,5.811613858659219e-18,8.404210790865005e-42,1.1611898677172138e-21,1.79999999910576e-07
2.77,5.1520509919084904e-05,-4.203807574527789e-12,2.159558332470299e-17,1.0,1.0,999.9999995014,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.0819307077613323e-09,-3.0351744600901406e-12,-3.5587333022165e-17,5.853802047554554e-18,8.61989431795376e-42,1.1738711227808805e-21,1.7999999991025199e-07
2.78,5.170649914106129e-05,-4.234213861595119e-12,2.183056948398493e-17,1.0,1.0,999.9999994996,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.0858364814189343e-09,-3.0461308839872485e-12,-3.584473744533348e-17,5.896142802296168e-18,8.840303479570955e-42,1.1866442654409689e-21,1.79999999909928e-07
2.79,5.189248832419908e-05,-4.2647297111392834e-12,2.2067252191722685e-17,1.0,1.0,999.9999994978,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.089742254260912e-09,-3.0570873015204443e-12,-3.6103069369649606e-17,5.9386361227867795e-18,9.065524221840903e-42,1.19950962738547e-21,1.79999999909604e-07
2.8,5.2078477468498256e-05,-4.295355123090416e-12,2.2305637549945226e-17,1.0,1.0,999.999999496,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.093648026287265e-09,-3.0680437126897285e-12,-3.636232879452192e-17,5.981282008929097e-18,9.295643736607009e-42,1.2124675403023726e-21,1.7999999990928e-07
2.81,5.226446657395885e-05,-4.326090097378654e-12,2.254573166068157e-17,1.0,1.0,999.9999994942,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.0975537974979933e-09,-3.079000117495106e-12,-3.6622515719359e-17,6.024080460625837e-18,9.530750474922873e-42,1.225518335879668e-21,1.79999999908956e-07
2.82,5.245045564058085e-05,-4.3569346339341326e-12,2.278754062596067e-17,1.0,1.0,999.9999994924,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.101459567893097e-09,-3.0899565159365787e-12,-3.68836301435694e-17,6.067031477779714e-18,9.770934160640251e-42,1.2386623458053441e-21,1.7999999990863198e-07
2.83,5.263644466836428e-05,-4.387888732686988e-12,2.3031070547811556e-17,1.0,1.0,999.9999994906,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1053653374725765e-09,-3.1009129080141507e-12,-3.7145672066561694e-17,6.110135060293441e-18,1.0016285804094634e-41,1.2518999017673927e-21,1.79999999908308e-07
2.84,5.2822433657309135e-05,-4.418952393567354e-12,2.3276327528263186e-17,1.0,1.0,999.9999994888,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1092711062364325e-09,-3.1118692937278236e-12,-3.740864148774443e-17,6.153391208069731e-18,1.0266897715888317e-41,1.2652313354538021e-21,1.79999999907984e-07
2.85,5.300842260741544e-05,-4.4501256165053685e-12,2.3523317669344572e-17,1.0,1.0,999.999999487,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1131768741846643e-09,-3.1228256730776022e-12,-3.76725384065262e-17,6.196799921011303e-18,1.0522863520771808e-41,1.278656978552563e-21,1.7999999990765999e-07
2.86,5.319441151868318e-05,-4.4814084014311645e-12,2.3772047073084684e-17,1.0,1.0,999.9999994852,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1170826413172725e-09,-3.133782046063488e-12,-3.7937362822315525e-17,6.240361199020862e-18,1.0784278171623446e-41,1.2921771627516643e-21,1.79999999907336e-07
2.87,5.3380400391112376e-05,-4.512800748274881e-12,2.4022521841512536e-17,1.0,1.0,999.9999994834,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.120988407634257e-09,-3.144738412685484e-12,-3.8203114734521007e-17,6.284075042001131e-18,1.1051237963528002e-41,1.305792219739097e-21,1.7999999990701198e-07
2.88,5.3566389224703034e-05,-4.544302656966651e-12,2.4274748076657094e-17,1.0,1.0,999.9999994816,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1248941731356186e-09,-3.155694772943594e-12,-3.846979414255119e-17,6.3279414498548184e-18,1.1323840547954231e-41,1.3195024812028497e-21,1.79999999906688e-07
2.89,5.375237801945517e-05,-4.575914127436612e-12,2.452873188054737e-17,1.0,1.0,999.9999994798,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1287999378213566e-09,-3.1666511268378215e-12,-3.873740104581464e-17,6.371960422484639e-18,1.1602184947032074e-41,1.3333082788309134e-21,1.79999999906364e-07
2.9,5.3938366775368775e-05,-4.607635159614897e-12,2.4784479355212336e-17,1.0,1.0,999.999999478,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1327057016914718e-09,-3.177607474368168e-12,-3.9005935443719915e-17,6.416131959793307e-18,1.1886371567929523e-41,1.347209944311277e-21,1.7999999990603998e-07
2.91,5.412435549244388e-05,-4.639465753431644e-12,2.5041996602680994e-17,1.0,1.0,999.9999994762,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.136611464745964e-09,-3.188563815534638e-12,-3.9275397335675587e-17,6.4604560616835374e-18,1.2176502217329828e-41,1.3612078093319308e-21,1.79999999905716e-07
2.92,5.431034417068046e-05,-4.671405908816988e-12,2.5301289724982324e-17,1.0,1.0,999.9999994743999,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1405172269848336e-09,-3.1995201503372334e-12,-3.9545786721090215e-17,6.504932728058043e-18,1.2472680116009056e-41,1.3753022055808642e-21,1.7999999990539198e-07
2.93,5.449633281007856e-05,-4.7034556257010656e-12,2.556236482414533e-17,1.0,1.0,999.9999994725999,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.144422988408081e-09,-3.210476478775958e-12,-3.9817103599372375e-17,6.549561958819539e-18,1.27750099135147e-41,1.3894934647460677e-21,1.7999999990506799e-07
2.94,5.4682321410638165e-05,-4.735614904014009e-12,2.5825228002198986e-17,1.0,1.0,999.9999994707999,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1483287490157059e-09,-3.2214328008508146e-12,-4.00893479699306e-17,6.594343753870736e-18,1.3083597702945316e-41,1.4037819185155304e-21,1.79999999904744e-07
2.95,5.4868309972359294e-05,-4.767883743685959e-12,2.60898853611723e-17,1.0,1.0,999.9999994689999,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1522345088077086e-09,-3.232389116561806e-12,-4.0362519832173485e-17,6.639278113114354e-18,1.339855103583192e-41,1.4181678985772428e-21,1.7999999990441998e-07
2.96,5.505429849524194e-05,-4.800262144647047e-12,2.635634300309424e-17,1.0,1.0,999.9999994671999,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1561402677840893e-09,-3.243345425908935e-12,-4.0636619185509575e-17,6.684365036453099e-18,1.3719978937121106e-41,1.4326517366191937e-21,1.79999999904096e-07
2.97,5.524028697928613e-05,-4.832750106827411e-12,2.6624607029993823e-17,1.0,1.0,999.9999994653999,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.160046025944848e-09,-3.2543017288922056e-12,-4.091164602934745e-17,6.729604523789693e-18,1.4047991920260632e-41,1.4472337643293743e-21,1.7999999990377197e-07
2.98,5.5426275424491856e-05,-4.865347630157185e-12,2.6894683543900014e-17,1.0,1.0,999.9999994636,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1639517832899853e-09,-3.26525802551162e-12,-4.118760036309565e-17,6.7749965750268435e-18,1.4382702002387385e-41,1.4619143133957732e-21,1.79999999903448e-07
2.99,5.5612263830859146e-05,-4.898054714566506e-12,2.7166578646841823e-17,1.0,1.0,999.9999994618,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.167857539819501e-09,-3.2762143157671816e-12,-4.1464482186162764e-17,6.820541190067268e-18,1.4724222719618556e-41,1.476693715506381e-21,1.79999999903124e-07
3.0,5.579825219838798e-05,-4.930871359985508e-12,2.7440298440848216e-17,1.0,1.0,999.99999946,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1717632955333954e-09,-3.2871705996588934e-12,-4.174229149795732e-17,6.8662383688136766e-18,1.5072669142445846e-41,1.4915723023491865e-21,1.799999999028e-07
3.01,5.598424052707838e-05,-4.963797566344328e-12,2.77158490279482e-17,1.0,1.0,999.9999994582,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1756690504316686e-09,-3.2981268771867578e-12,-4.202102829788791e-17,6.9120881111687864e-18,1.5428157891233613e-41,1.5065504056121803e-21,1.79999999902476e-07
3.02,5.617022881693037e-05,-4.996833333573102e-12,2.799323651017078e-17,1.0,1.0,999.9999994564,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.179574804514321e-09,-3.3090831483507792e-12,-4.23006925853631e-17,6.958090417035313e-18,1.5790807151820795e-41,1.5216283569833531e-21,1.79999999902152e-07
3.03,5.635621706794393e-05,-5.029978661601965e-12,2.827246698954491e-17,1.0,1.0,999.9999994546,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1834805577813522e-09,-3.3200394131509585e-12,-4.2581284359791436e-17,7.004245286315967e-18,1.6160736691227212e-41,1.5368064881506926e-21,1.79999999901828e-07
3.04,5.654220528011909e-05,-5.0632335503610535e-12,2.855354656809962e-17,1.0,1.0,999.9999994528,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1873863102327631e-09,-3.330995671587301e-12,-4.2862803620581503e-17,7.050552718913466e-18,1.6538067873464764e-41,1.552085130802191e-21,1.79999999901504e-07
3.05,5.672819345345584e-05,-5.096597999780501e-12,2.8836481347863855e-17,1.0,1.0,999.999999451,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1912920618685532e-09,-3.341951923659808e-12,-4.314525036714183e-17,7.097012714730518e-18,1.6922923675453343e-41,1.5674646166258356e-21,1.7999999990118e-07
3.06,5.6914181587954205e-05,-5.130072009790446e-12,2.9121277430866656e-17,1.0,1.0,999.9999994492,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1951978126887232e-09,-3.352908169368484e-12,-4.342862459888102e-17,7.143625273669844e-18,1.7315428703042494e-41,1.5829452773096188e-21,1.79999999900856e-07
3.07,5.710016968361418e-05,-5.16365558032102e-12,2.9407940919136964e-17,1.0,1.0,999.9999994474,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.199103562693273e-09,-3.3638644087133306e-12,-4.37129263152076e-17,7.19039039563415e-18,1.7715709207138447e-41,1.598527444541528e-21,1.79999999900532e-07
3.08,5.728615774043578e-05,-5.197348711302364e-12,2.969647791470381e-17,1.0,1.0,999.9999994456,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2030093118822027e-09,-3.3748206416943517e-12,-4.3998155515530166e-17,7.237308080526157e-18,1.8123893099937632e-41,1.614211450009555e-21,1.79999999900208e-07
3.09,5.747214575841901e-05,-5.231151402664609e-12,2.9986894519596145e-17,1.0,1.0,999.9999994438,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2069150602555131e-09,-3.38577686831155e-12,-4.4284312199257246e-17,7.284378328248574e-18,1.8540109971266232e-41,1.6299976254016878e-21,1.7999999989988399e-07
3.1,5.765813373756388e-05,-5.265063654337894e-12,3.0279196835843e-17,1.0,1.0,999.999999442,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2108208078132033e-09,-3.396733088564929e-12,-4.4571396365797445e-17,7.331601138704119e-18,1.8964491105026873e-41,1.6458863024059181e-21,1.7999999989956e-07
3.11,5.784412167787039e-05,-5.299085466252352e-12,3.057339096547333e-17,1.0,1.0,999.9999994402,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.214726554555274e-09,-3.407689302454491e-12,-4.485940801455929e-17,7.378976511795502e-18,1.939716949575212e-41,1.6618778127102339e-21,1.79999999899236e-07
3.12,5.8030109579338576e-05,-5.333216838338121e-12,3.086948301051616e-17,1.0,1.0,999.9999994384,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2186323004817263e-09,-3.41864550998024e-12,-4.514834714495136e-17,7.426504447425442e-18,1.9838279865265799e-41,1.6779724880026269e-21,1.79999999898912e-07
3.13,5.82160974419684e-05,-5.3674577705253335e-12,3.116747907300044e-17,1.0,1.0,999.9999994366,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2225380455925584e-09,-3.4296017111421774e-12,-4.543821375638221e-17,7.474184945496644e-18,2.028795867945175e-41,1.694170659971085e-21,1.79999999898588e-07
3.14,5.8402085265759914e-05,-5.401808262744129e-12,3.1467385254955197e-17,1.0,1.0,999.9999994348,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2264437898877722e-09,-3.4405579059403083e-12,-4.5729007848260426e-17,7.522018005911832e-18,2.0746344165131165e-41,1.7104726603035997e-21,1.7999999989826398e-07
3.15,5.85880730507131e-05,-5.43626831492464e-12,3.176920765840939e-17,1.0,1.0,999.999999433,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2303495333673668e-09,-3.4515140943746343e-12,-4.602072941999454e-17,7.570003628573715e-18,2.1213576327048077e-41,1.7268788206881592e-21,1.7999999989794e-07
3.16,5.877406079682797e-05,-5.470837926997005e-12,3.207295238539204e-17,1.0,1.0,999.9999994312,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.234255276031343e-09,-3.4624702764451585e-12,-4.631337847099315e-17,7.618141813385006e-18,2.1689796964964026e-41,1.743389472812755e-21,1.79999999897616e-07
3.17,5.896004850410454e-05,-5.505517098891357e-12,3.2378625537932106e-17,1.0,1.0,999.9999994294,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2381610178797005e-09,-3.473426452151884e-12,-4.660695500066478e-17,7.666432560248423e-18,2.2175149690861656e-41,1.7600049483653756e-21,1.7999999989729198e-07
3.18,5.914603617254281e-05,-5.540305830537833e-12,3.26862332180586e-17,1.0,1.0,999.9999994276,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.24206675891244e-09,-3.484382621494815e-12,-4.6901459008418024e-17,7.714875869066674e-18,2.266977994625817e-41,1.7767255790340113e-21,1.79999999896968e-07
3.19,5.9332023802142786e-05,-5.575204121866567e-12,3.29957815278005e-17,1.0,1.0,999.9999994258,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2459724991295611e-09,-3.4953387844739524e-12,-4.7196890493661427e-17,7.763471739742477e-18,2.3173835019628433e-41,1.793551696506652e-21,1.7999999989664398e-07
3.2,5.95180113929045e-05,-5.610211972807698e-12,3.330727656918681e-17,1.0,1.0,999.999999424,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2498782385310644e-09,-3.506294941089302e-12,-4.749324945580357e-17,7.812220172178547e-18,2.3687464063938554e-41,1.8104836324712877e-21,1.7999999989632e-07
3.21,5.970399894482792e-05,-5.645329383291358e-12,3.3620724444246503e-17,1.0,1.0,999.9999994222,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2537839771169498e-09,-3.5172510913408633e-12,-4.779053589425299e-17,7.861121166277594e-18,2.4210818114289834e-41,1.8275217186159073e-21,1.79999999895996e-07
3.22,5.9889986457913085e-05,-5.680556353247686e-12,3.393613125500859e-17,1.0,1.0,999.9999994204,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2576897148872177e-09,-3.5282072352286424e-12,-4.808874980841829e-17,7.910174721942337e-18,2.474405010567401e-41,1.844666286628502e-21,1.7999999989567198e-07
3.23,6.0075973932159994e-05,-5.715892882606814e-12,3.4253503103502036e-17,1.0,1.0,999.9999994185999,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2615954518418682e-09,-3.5391633727526407e-12,-4.838789119770799e-17,7.959380839075484e-18,2.5287314890839347e-41,1.8619176681970603e-21,1.79999999895348e-07
3.24,6.026196136756865e-05,-5.751338971298881e-12,3.457284609175586e-17,1.0,1.0,999.9999994167999,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2655011879809013e-09,-3.5501195039128623e-12,-4.8687960061530676e-17,8.008739517579754e-18,2.584076925826892e-41,1.879276195009573e-21,1.7999999989502397e-07
3.25,6.044794876413907e-05,-5.78689461925402e-12,3.4894166321799014e-17,1.0,1.0,999.9999994149999,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2694069233043173e-09,-3.561075628709309e-12,-4.898895639929491e-17,8.058250757357855e-18,2.640457195027034e-41,1.896742198754029e-21,1.7999999989469998e-07
3.26,6.063393612187125e-05,-5.822559826402368e-12,3.521746989566051e-17,1.0,1.0,999.9999994131999,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2733126578121163e-09,-3.5720317471419842e-12,-4.929088021040925e-17,8.107914558312505e-18,2.6978883681178306e-41,1.9143160111184184e-21,1.79999999894376e-07
3.27,6.0819923440765215e-05,-5.8583345926740615e-12,3.554276291536936e-17,1.0,1.0,999.9999994113999,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2772183915042986e-09,-3.5829878592108922e-12,-4.959373149428227e-17,8.157730920346421e-18,2.756386715566958e-41,1.9319979637907326e-21,1.7999999989405198e-07
3.28,6.100591072082095e-05,-5.894218917999234e-12,3.5870051482954515e-17,1.0,1.0,999.9999994095999,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.281124124380864e-09,-3.593943964916034e-12,-4.989751025032252e-17,8.20769984336231e-18,2.8159687087190936e-41,1.9497883884589586e-21,1.79999999893728e-07
3.29,6.119189796203848e-05,-5.930212802308023e-12,3.6199341700445e-17,1.0,1.0,999.9999994078,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2850298564418136e-09,-3.6049000642574136e-12,-5.020221647793857e-17,8.257821327262892e-18,2.8766510216500885e-41,1.9676876168110887e-21,1.79999999893404e-07
3.3,6.137788516441782e-05,-5.9663162455305624e-12,3.653063966986977e-17,1.0,1.0,999.999999406,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2889355876871464e-09,-3.6158561572350347e-12,-5.050785017653898e-17,8.308095371950877e-18,2.9384505330324625e-41,1.985695980535111e-21,1.7999999989308e-07
3.31,6.156387232795897e-05,-6.002529247596991e-12,3.6863951493257845e-17,1.0,1.0,999.9999994042,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2928413181168633e-09,-3.6268122438489e-12,-5.081441134553233e-17,8.358521977328983e-18,3.001384328012354e-41,2.0038138113190166e-21,1.79999999892756e-07
3.32,6.174985945266192e-05,-6.03885180843744e-12,3.719928327263819e-17,1.0,1.0,999.9999994024,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2967470477309644e-09,-3.637768324099011e-12,-5.112189998432715e-17,8.409101143299917e-18,3.065469700097875e-41,2.022041440850794e-21,1.79999999892432e-07
3.33,6.19358465385267e-05,-6.075283927982049e-12,3.753664111003982e-17,1.0,1.0,999.9999994006,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.3006527765294494e-09,-3.648724397985374e-12,-5.143031609233204e-17,8.4598328697664e-18,3.13072415305898e-41,2.0403792008184344e-21,1.79999999892108e-07
3.34,6.21218335855533e-05,-6.111825606300362e-12,3.7876001745628904e-17,1.0,1.0,999.9999993987999,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.3045585045123185e-09,-3.659680465507986e-12,-5.1739659670135714e-17,8.510717156825269e-18,3.197160445894126e-41,2.0588258268871503e-21,1.7999999989178397e-07
3.35,6.230782059374175e-05,-6.148476843038356e-12,3.8217431129509424e-17,1.0,1.0,999.9999993969999,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.3084642316795727e-09,-3.670636526666857e-12,-5.20499307147412e-17,8.561754003983551e-18,3.2648065549737606e-41,2.0773849039067437e-21,1.7999999989145998e-07
3.36,6.249380756309204e-05,-6.185237638271256e-12,3.856090480541338e-17,1.0,1.0,999.9999993951999,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.3123699580312112e-09,-3.681592581461986e-12,-5.236112922678532e-17,8.612943411345996e-18,3.3336755285908107e-41,2.096055102507855e-21,1.79999999891136e-07
3.37,6.267979449360421e-05,-6.222107991929202e-12,3.8906428875354893e-17,1.0,1.0,999.9999993934,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.3162756835672355e-09,-3.692548629893378e-12,-5.2673255205676666e-17,8.664285378815324e-18,3.403785730400741e-41,2.114836754377666e-21,1.79999999890812e-07
3.38,6.286578138527822e-05,-6.259087903942324e-12,3.9254009441340825e-17,1.0,1.0,999.9999993916,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.3201814082876443e-09,-3.703504671961035e-12,-5.2986308650823746e-17,8.715779906294238e-18,3.475155743984557e-41,2.1337301912029635e-21,1.79999999890488e-07
