Time,A,C9,C9X,X,AC9X,AC9,C3,C3_star,C3_starX,C9_starX,C9_star,AC9_star,AC9_starX,C9X_C3_star,AC9X_C3_star,C9_starX_C3_star,AC9_starX_C3_star,k1,kb1,k2,k3,k9,k9b,k10,k10b,k13,k13b,k15,k15b,k4,k5,k8,k8b,k11,k11b,k12,k12b,k14,k14b,k6,k7,k16,k16prod,k17,k17prod,k18,k18prod,k19,k20,k21,k22,k22prod,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,a,d,k41,k42,cytosol,v1,v2,v3,v9,v10,v13,v15,v4,v5,v8,v11,v12,v14,v6,v7,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42
6.22,16.97781068579544,13.439729638649982,3.517311035380179,35.67028918423632,0.6274836009950974,2.391001437796336,199.23498039866456,0.5804467176305007,0.165329624071542,0.0002913275703846301,0.004148325125139565,0.000739406736133963,5.1968113002572585e-05,0.016329007388339714,0.0029163870600128106,1.3516812869486451e-06,2.4092634315805026e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.21725422716691314,0.013388321355598904,0.1667298936073861,0.47588173173321663,0.08466022912512502,0.05668412166397792,0.06194877719769062,0.0015602093909191476,0.0002775697872837382,6.691828366210011e-05,0.00014768062927357695,2.6322883989668205e-05,4.695397374828735e-06,4.132457374972345e-05,0.0005156049030310173,0.0030221893142045597,0.006560270361350018,0.004329710815763686,0.0035173110353801792,0.0006274836009950974,0.002391001437796336,0.0007650196013354593,0.0005804467176305007,0.000165329624071542,2.913275703846301e-07,4.148325125139565e-06,7.39406736133963e-07,5.1968113002572583e-08,1.6329007388339715e-05,2.4092634315805026e-10,1.351681286948645e-09,2.4092634315805026e-10,0.00610850592872755,0.0010897460026337003,5.05948714668133e-07,9.025323549822455e-08,0.0022056564413928227,0.0003923869818053718,6.844893521789081e-07,1.2200491137783594e-07,0.0002628228862510923,2.180454367888785e-08
6.23,16.975100469156818,13.432830062334812,3.52140507083942,35.66410684211523,0.628879894123946,2.3922944177156067,199.23318088612248,0.5815559500487892,0.1659219620040117,0.0002927516031012115,0.0041617408760394065,0.0007425831925203184,5.227748950065725e-05,0.016409480109514884,0.0029338716841031593,1.3633938041971066e-06,2.4327126363355037e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.21681783801492627,0.013381327308108478,0.1668185492601581,0.4755484814642467,0.0846901638170813,0.056664420327800266,0.062056098649619536,0.0015623884497490117,0.000278250610578203,6.703361974269943e-05,0.00014813201964916645,2.6431288827703e-05,4.711226800233846e-06,4.1457843637856446e-05,0.0005178152403143821,0.003024899530843183,0.006567169937665188,0.004335893157884768,0.00352140507083942,0.0006288798941239459,0.0023922944177156066,0.0007668191138775204,0.0005815559500487893,0.00016592196200401171,2.927516031012115e-07,4.1617408760394065e-06,7.425831925203184e-07,5.2277489500657246e-08,1.6409480109514883e-05,2.432712636335504e-10,1.3633938041971065e-09,2.432712636335504e-10,0.0061272727343264135,0.001094252661197397,5.093909162052964e-07,9.096358395452744e-08,0.0022123920390995483,0.00039400031179451505,6.891608177005557e-07,1.2296758899054043e-07,0.0002637179786009751,2.196036724718857e-08
6.24,16.97239482625076,13.4259381556267,3.5254957447365456,35.657926515543004,0.6302762289688453,2.393582704065959,199.23138055311324,0.5826647041790641,0.16651528318279427,0.00029417994464134636,0.004175172551158213,0.0007457664817171824,5.258809919192844e-05,0.01649019820561561,0.0029514265190822586,1.375185973867027e-06,2.4563447797839325e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.2163823761736466,0.01337434096983113,0.16690687530969023,0.4752156204108253,0.08471991994148985,0.056644588578986715,0.062163330331270215,0.001564564056754928,0.0002789312316385433,6.714870584024544e-05,0.00014858381607427043,2.6539898303634407e-05,4.7270664216422e-06,4.159126957073574e-05,0.0005200303000296332,0.00302760517374924,0.006574061844373301,0.004342073484456997,0.0035254957447365455,0.0006302762289688453,0.002393582704065959,0.0007686194468867757,0.0005826647041790641,0.00016651528318279427,2.9417994464134636e-07,4.175172551158213e-06,7.457664817171825e-07,5.2588099191928444e-08,1.649019820561561e-05,2.4563447797839324e-10,1.375185973867027e-09,2.4563447797839324e-10,0.006146055607368791,0.0010987677109906028,5.128496252857236e-07,9.16780532990344e-08,0.0022191336957732466,0.0003956166752698994,6.938548537192724e-07,1.2393588241339438e-07,0.00026461365750945397,2.211695081814736e-08
6.25,16.96969374906658,13.419053905271618,3.5295830621347117,35.651748203286665,0.6316726023612051,2.3948663079119092,199.22957940281134,0.5837729775142338,0.16710958660817737,0.00029561259874815696,0.004188620114036261,0.0007489565970135656,5.289994416876707e-05,0.0165711618891618,0.0029690516849226398,1.3870581788232952e-06,2.4801609096882874e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.21594783955815955,0.013367362327654588,0.16699487253793868,0.47488314789493963,0.08474949798784898,0.05662462701651687,0.06227047202005301,0.0015667362107408842,0.00027961164706365106,6.726354143139478e-05,0.0001490360170260945,2.6648712067749314e-05,4.742916121367144e-06,4.172485117988e-05,0.0005222500773489074,0.00303030625093342,0.006580946094728382,0.004348251796713332,0.0035295830621347116,0.0006316726023612052,0.0023948663079119093,0.0007704205971886813,0.0005837729775142338,0.00016710958660817737,2.95612598748157e-07,4.188620114036261e-06,7.489565970135656e-07,5.289994416876707e-08,1.65711618891618e-05,2.480160909688287e-10,1.3870581788232952e-09,2.480160909688287e-10,0.006164854478809402,0.0011032911359987736,5.163248827069729e-07,9.239665766224483e-08,0.002225881388893627,0.00039723606701208856,6.985715175364731e-07,1.2490981122343543e-07,0.0002655099161582947,2.227429591665582e-08
6.26,16.96699722960859,13.412177298043508,3.5336670280849605,35.645571904117375,0.6330690111434958,2.396145240292236,199.22777743838364,0.5848807675579288,0.1677048712785159,0.0002970495691502756,0.004202083528222236,0.0007521535316626914,5.3213026518712966e-05,0.01665237137182418,0.0029867473013160287,1.3990108028922335e-06,2.504162077313191e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.2155142260886233,0.013360391368493768,0.16708254172504436,0.47455106324009566,0.084778898444402,0.05660453623740391,0.062377523494686025,0.0015689049105405432,0.0002802918534644802,6.7378125997592e-05,0.00014948862098320263,2.675772976929958e-05,4.758775781787006e-06,4.1858588096907874e-05,0.0005244745674195612,0.0030330027703914103,0.006587822701956493,0.004354428095882622,0.0035336670280849605,0.0006330690111434958,0.0023961452402922363,0.0007722225616163536,0.0005848807675579289,0.0001677048712785159,2.970495691502756e-07,4.2020835282222355e-06,7.521535316626914e-07,5.321302651871297e-08,1.665237137182418e-05,2.504162077313191e-10,1.3990108028922335e-09,2.504162077313191e-10,0.006183669279669606,0.0011078229201629244,5.198167292192034e-07,9.311941117530446e-08,0.0022326350959611953,0.00039885848178652206,7.033108663991897e-07,1.2588939500144146e-07,0.00026640674773270573,2.2432404060598122e-08
6.2700000000000005,16.96430525989608,13.405308320744208,3.5377476476262557,35.63939761681043,0.6344654521692166,2.397419512220046,199.2259746629894,0.5859880718244695,0.1683011361902451,0.0002984908595618587,0.004215562757273471,0.0007553572788821765,5.352734832445529e-05,0.01673382686442516,0.0030045134876727914,1.4110442308606376e-06,2.528349337425038e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.2150815336902547,0.013353428079290732,0.16716988364933755,0.47421936577131385,0.0848081217981407,0.056584316836700496,0.06248448453519077,0.0015710701550170833,0.000280971847464037,6.749245902505509e-05,0.00014994162642552512,2.686695105650939e-05,4.774645285346755e-06,4.199247995354032e-05,0.0005267037653642979,0.003035694740103921,0.006594691679255792,0.0043606023831895754,0.003537747647626256,0.0006344654521692165,0.0023974195122200464,0.0007740253370106254,0.0005859880718244695,0.0001683011361902451,2.984908595618587e-07,4.215562757273472e-06,7.553572788821765e-07,5.352734832445529e-08,1.673382686442516e-05,2.528349337425038e-10,1.4110442308606377e-09,2.528349337425038e-10,0.006202499941037762,0.0011123630473799655,5.233252055247857e-07,9.38463279698304e-08,0.0022393947944973716,0.0004004839143436241,7.08072957499547e-07,1.2687465333169963e-07,0.00026730414542143694,2.259127676081989e-08
6.28,16.96161783196326,13.398446960203392,3.5418249257855154,35.63322534014521,0.6358619223028635,2.398689134682835,199.22417107978018,0.587094887838835,0.1688983803378932,0.0002999364736825997,0.004229057764756176,0.0007585678318542077,5.384291166382293e-05,0.016815528576939655,0.0030223503631213746,1.4231588484748022e-06,2.552723748291592e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.21464976029331606,0.01334647244701461,0.16725689908734206,0.4738880548151256,0.08483716853480854,0.056563969407504744,0.06259135492288756,0.0015732319430630383,0.0002816516256973703,6.760654000476131e-05,0.00015039503183436506,2.6976375576582544e-05,4.790524514559632e-06,4.2126526381602866e-05,0.0005289376662812921,0.00303838216803674,0.006601553039796608,0.004366774659854793,0.0035418249257855154,0.0006358619223028636,0.002398689134682835,0.0007758289202198232,0.000587094887838835,0.00016889838033789321,2.999364736825997e-07,4.229057764756176e-06,7.585678318542078e-07,5.384291166382293e-08,1.6815528576939655e-05,2.552723748291592e-10,1.4231588484748023e-09,2.552723748291592e-10,0.006221346394069572,0.0011169115015030357,5.268503522779098e-07,9.457742217773612e-08,0.0022461604620445824,0.00040211235941891205,7.128578479742343e-07,1.2786560580177382e-07,0.0002682021024168775,2.2750915521097087e-08
6.29,16.958934937859254,13.3915932032785,3.5458988675776486,35.62705507290519,0.6372584184198984,2.3999541186425524,199.2223666919,0.5882012131366322,0.16949660271409486,0.00030138641519774376,0.004242568514245675,0.0007617851837257225,5.4159718609775216e-05,0.01689747671849599,0.0030402580465077665,1.435355042439547e-06,2.577286371681553e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.21421890383310135,0.013339524458661526,0.16734358881377978,0.4735571296995683,0.08486603913890396,0.05654349454096645,0.06269813444039123,0.0015753902736001385,0.00028233118481156127,6.772036843243295e-05,0.0001508488356924065,2.7086002975709744e-05,4.806413352008822e-06,4.226072701302806e-05,0.0005311762652443181,0.0030410650621407465,0.0066084067967215,0.004372944927094807,0.0035458988675776486,0.0006372584184198984,0.0023999541186425525,0.0007776333081000175,0.0005882012131366323,0.00016949660271409488,3.0138641519774375e-07,4.242568514245675e-06,7.617851837257226e-07,5.415971860977522e-08,1.689747671849599e-05,2.5772863716815533e-10,1.435355042439547e-09,2.5772863716815533e-10,0.006240208569988454,0.0011214682663418397,5.303922100842013e-07,9.531270793105709e-08,0.002252932076166373,0.00040374381173310464,7.176655949039874e-07,1.288622720022744e-07,0.0002691006119151534,2.291132183810544e-08
6.3,16.956256569648062,13.384747036854668,3.5499694780055875,35.620886813877924,0.6386549374067167,2.401214475035663,199.22056150248525,0.5893070452640641,0.1700958023096037,0.0003028406877781008,0.004256094969326632,0.000765009327608586,5.447777123039252e-05,0.01697967149737673,0.00305823665639495,1.4476332004172256e-06,2.602038272864068e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.21378896224992244,0.013332584101254564,0.16742995360157506,0.47322658975418247,0.08489473409368394,0.05652289282629301,0.06280482287160657,0.0015775451455791523,0.0002830105214657135,6.783394380852294e-05,0.00015130303648372109,2.7195832899075904e-05,4.822311680349068e-06,4.239508147985772e-05,0.0005334195573028742,0.0030437434303519396,0.006615252963145333,0.004379113186122073,0.0035499694780055874,0.0006386549374067168,0.002401214475035663,0.000779438497514745,0.000589307045264064,0.0001700958023096037,3.028406877781008e-07,4.2560949693266325e-06,7.65009327608586e-07,5.447777123039252e-08,1.697967149737673e-05,2.602038272864068e-10,1.4476332004172256e-09,2.602038272864068e-10,0.006259086400085877,0.0011260333256629792,5.339508195003314e-07,9.605219936177635e-08,0.002259709614447509,0.00040537826599223,7.224962553130645e-07,1.2986467152662646e-07,0.00026999966711622515,2.3072497201389782e-08
6.3100000000000005,16.95358271940852,13.37790844784467,3.554036762060321,35.61472056185501,0.6400514761606166,2.4024702147732118,199.2187555146648,0.5904123817778989,0.17069597811330522,0.00030429929508005984,0.004269637093593283,0.0007682402565797686,5.4797071588867e-05,0.017062113121019556,0.0030762863110623674,1.4599937110267293e-06,2.6269805206082027e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.2133599334890961,0.013325651361843681,0.16751599422185906,0.47289643431000705,0.08492325388116712,0.05650216485075525,0.06291142000172406,0.0015796965579797293,0.00028368963233094244,6.794726563820053e-05,0.00015175763269377552,2.7305864990867385e-05,4.838219382308294e-06,4.2529589414245214e-05,0.000535667537482309,0.00304641728059148,0.00662209155215533,0.004385279438144991,0.003554036762060321,0.0006400514761606167,0.0024024702147732117,0.000781244485335203,0.0005904123817778989,0.00017069597811330523,3.0429929508005984e-07,4.269637093593283e-06,7.682402565797687e-07,5.4797071588867e-08,1.7062113121019557e-05,2.626980520608203e-10,1.4599937110267293e-09,2.626980520608203e-10,0.006277979815721718,0.001130606663190287,5.375262210336347e-07,9.679591060165018e-08,0.0022664930544940756,0.00040701571688773347,7.273498861687285e-07,1.3087282397083936e-07,0.00027089926122398424,2.323444309333372e-08
6.32,16.95091337923428,13.371077423188847,3.558100724720929,35.60855631563209,0.6414480315897667,2.4037213487408837,199.2169487315599,0.5915172202454385,0.1712971291122295,0.000305762240745602,0.004283194850649658,0.0007714779636815232,5.5117621743493374e-05,0.017144801796018117,0.003094407128505383,1.4724369638424783e-06,2.652114187182363e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.2129318155009301,0.013318726227505654,0.16760171144397404,0.47256666269957603,0.08495159898213712,0.056481311199693685,0.06301792561721531,0.0015818445098102416,0.0002843685140903648,6.8060333431337e-05,0.00015221262280943815,2.7416098894279196e-05,4.854136340689218e-06,4.266425044845772e-05,0.0005379202007839458,0.0030490866207657195,0.006628922576811153,0.0043914436843679044,0.0035581007247209293,0.0006414480315897667,0.002403721348740884,0.0007830512684401103,0.0005915172202454385,0.0001712971291122295,3.05762240745602e-07,4.283194850649658e-06,7.714779636815232e-07,5.511762174349337e-08,1.7144801796018116e-05,2.652114187182363e-10,1.4724369638424784e-09,2.652114187182363e-10,0.006296888748324595,0.0011351882626051558,5.411184551417227e-07,9.754385578203399e-08,0.0022732823739335787,0.00040865615909658424,7.322265443807286e-07,1.3188674893327555e-07,0.0002717993874463485,2.3397160989129506e-08
6.33,16.948248541233774,13.364253949855046,3.562161370954617,35.60239407400884,0.6428446006131757,2.4049678877990694,199.21514115628437,0.5926215582444883,0.1718992542915641,0.00030722952840231556,0.004296768204109815,0.0007747224419215633,5.5439423747660004e-05,0.017227737728122933,0.003112599226434767,1.4849633493934128e-06,2.677440348353692e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.21250460624070996,0.01331180868534402,0.16768710603547796,0.472237274256914,0.08497976987614599,0.056460332456524195,0.06312433950582881,0.001583989000107631,0.0002850471634390881,6.817314670249134e-05,0.00015266800531898658,2.7526534251522267e-05,4.87006243837097e-06,4.279906421487857e-05,0.0005401775421852095,0.0030517514587662248,0.006635746050144954,0.004397605925991158,0.003562161370954617,0.0006428446006131758,0.0024049678877990695,0.0007848588437156245,0.0005926215582444883,0.0001718992542915641,3.0722952840231557e-07,4.296768204109816e-06,7.747224419215633e-07,5.5439423747660005e-08,1.7227737728122934e-05,2.677440348353692e-10,1.4849633493934128e-09,2.677440348353692e-10,0.00631581312939222,0.001139778107546873,5.447275622321051e-07,9.829604903370891e-08,0.0022800775504150496,0.00041029958728138334,7.371262868007869e-07,1.3290646601442093e-07,0.00027270003899535844,2.356065235674814e-08
6.34,16.945588197530185,13.357438014838548,3.5662187057167474,35.59623383578894,0.6442411801606609,2.4062098427829244,199.21333279194442,0.5937253933633252,0.17250235263466668,0.0003087011616634093,0.00431035711759806,0.0007779736842732391,5.5762479649839804e-05,0.017310921122242244,0.0031308627222761667,1.4975732591619673e-06,2.702960083387403e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.21207830366868582,0.013304898722489007,0.16777217876214845,0.4719082683175325,0.08500776704151725,0.05643922920274408,0.06323066145658542,0.0015861300279372502,0.00028572557708419935,6.828570497089591e-05,0.00015312377871211434,2.7637170703830614e-05,4.885997558310673e-06,4.293403034600943e-05,0.0005424395566397496,0.0030544118024698162,0.006642561985161452,0.004403766164211065,0.0035662187057167475,0.000644241180160661,0.0024062098427829245,0.0007866672080555914,0.0005937253933633252,0.0001725023526346667,3.087011616634093e-07,4.31035711759806e-06,7.779736842732391e-07,5.57624796498398e-08,1.7310921122242245e-05,2.702960083387403e-10,1.4975732591619673e-09,2.702960083387403e-10,0.006334752890491731,0.0011443761816129475,5.483535826618074e-07,9.905250448670792e-08,0.002286878561609139,0.0004119459960904697,7.42049170222084e-07,1.339319948166544e-07,0.00027360120908727164,2.3724918656909662e-08
6.3500000000000005,16.942932340261414,13.350629605162007,3.5702727339508757,35.59007559978005,0.645637767172817,2.407447224502433,199.2115236416388,0.5948287232006679,0.17310642312307764,0.00031017714412772687,0.00432396155474917,0.0007812316836757144,5.6086791493581415e-05,0.017394352182442903,0.0031491977331695965,1.5102670855830391e-06,2.72867447504608e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.2116529057500584,0.013297996326097471,0.16785693038798744,0.47157964421842663,0.08503559095534943,0.056418002017937965,0.06333689125977415,0.0015882675923927108,0.00028640375174475484,6.839800776044203e-05,0.0001535799414799377,2.7748007891468548e-05,4.901941583545038e-06,4.3069148474472575e-05,0.0005447062390775665,0.003057067659738587,0.006649370394837992,0.00440992440021995,0.003570272733950876,0.0006456377671728169,0.002407447224502433,0.000788476358361212,0.0005948287232006679,0.00017310642312307764,3.1017714412772686e-07,4.32396155474917e-06,7.812316836757145e-07,5.608679149358142e-08,1.7394352182442904e-05,2.7286744750460803e-10,1.5102670855830392e-09,2.7286744750460803e-10,0.00635370796326003,0.0011489824683594409,5.51996556736993e-07,9.981323627014275e-08,0.0022936853852082184,0.00041359538015802745,7.469952513787474e-07,1.3496335494401796e-07,0.0002745028909426575,2.3889961343053656e-08
6.36,16.940280961580058,13.343828707875387,3.5743234605887806,35.58391936479383,0.6470343586009845,2.40868004374247,199.20971370845874,0.5959315453656453,0.17371146473653262,0.00031165747937976024,0.004337581479208611,0.0007844964330341414,5.6412361317500294e-05,0.017478031111951228,0.003167604375968919,1.5230452220429458e-06,2.7545846095889257e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.21122841045496668,0.013291101483352843,0.16794136167522536,0.47125140129807,0.08506324209351915,0.05639665147978369,0.06344302870694776,0.0015904016925957283,0.00028708168415176807,6.851005459966567e-05,0.0001540364921150026,2.785904545373777e-05,4.9178943971919324e-06,4.320441823301302e-05,0.0005469775844051343,0.0030597190384199432,0.006656171292124613,0.004416080635206168,0.0035743234605887806,0.0006470343586009845,0.00240868004374247,0.0007902862915412645,0.0005959315453656453,0.00017371146473653263,3.116574793797602e-07,4.3375814792086115e-06,7.844964330341414e-07,5.6412361317500296e-08,1.747803111195123e-05,2.754584609588926e-10,1.523045222042946e-09,2.754584609588926e-10,0.006372678279404109,0.0011535969513012925,5.556565247125838e-07,1.0057825851203041e-07,0.002300497998926476,0.00041524773410419105,7.519645869453408e-07,1.36000566001987e-07,0.00027540507778649073,2.4055781861309916e-08
6.37,16.937634053653362,13.337035310055894,3.5783708905505005,35.5777651296459,0.64843095140722,2.4099083112628628,199.2079029954881,0.5970338574777662,0.17431747645297524,0.00031314217098966484,0.004351216854632768,0.0007877679252198384,5.673919115527017e-05,0.01756195811315393,0.00318608276724135,1.5359080628783819e-06,2.780691576770984e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.21080481575847382,0.013284214181465071,0.1680254733843255,0.47092353889641214,0.08509072093068448,0.05637517816405814,0.06354907359091835,0.0015925323276959691,0.0002877593710481993,6.862184502173303e-05,0.00015449342911129154,2.7970283028984592e-05,4.933855882451966e-06,4.333983925450086e-05,0.0005492535875055267,0.0030623659463466374,0.006662964689944106,0.004422234870354105,0.0035783708905505005,0.00064843095140722,0.002409908311262863,0.0007920970045119102,0.0005970338574777662,0.00017431747645297525,3.1314217098966487e-07,4.351216854632768e-06,7.877679252198384e-07,5.6739191155270166e-08,1.756195811315393e-05,2.780691576770984e-10,1.535908062878382e-09,2.780691576770984e-10,0.00639166377070139,0.0011582196139126501,5.593335267918872e-07,1.013475853391208e-07,0.0023073163805000137,0.000416903052535152,7.569572335363582e-07,1.3704364759724125e-07,0.00027630776284824486,2.4222381650469458e-08
6.38,16.934991608663207,13.33024939880791,3.5824150287443643,35.571612893155816,0.6498275425642643,2.4111320377984513,199.20609150580322,0.5981356571668884,0.17492445724856953,0.0003146312225132731,0.004364867644689153,0.0007910461530704643,5.7067283035614315e-05,0.01764613338759898,0.003204633023266954,1.548856003375357e-06,2.806996469842302e-07,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.2103821196405543,0.013277334407670536,0.1681092662739882,0.47059605635487367,0.0851180279402882,0.0563535826446431,0.06365502570575318,0.0015946594968708977,0.0002884368091889431,6.873337856442626e-05,0.0001549507509642301,2.8081720254607022e-05,4.949825922610022e-06,4.347541117193336e-05,0.0005515342432385398,0.003065008391336794,0.006669750601192091,0.004428387106844185,0.0035824150287443643,0.0006498275425642643,0.0024111320377984513,0.0007939084941968044,0.0005981356571668885,0.00017492445724856954,3.146312225132731e-07,4.364867644689153e-06,7.910461530704643e-07,5.706728303561432e-08,1.764613338759898e-05,2.806996469842302e-10,1.548856003375357e-09,2.806996469842302e-10,0.006410664369000045,0.0011628504396271945,5.63027603126219e-07,1.0212123087672375e-07,0.002314140507686945,0.00041856133004326455,7.61973247705717e-07,1.380926193374356e-07,0.00027721093936198523,2.4389762141955587e-08
