Time,HMP,Fru16P2,ATP,Glc,Tre6P,ADP,lambda1,lambda2,lambda3,R,T,L,KRHMP,gR,c1,L0,KRATP,gT,c2,KiATP,ci,cell,HK,PFK,lower,ATPase
0.47,6.712153665434724,2.4612076167834576,0.5244538716963626,10.0,45.053006828408805,4.4755461283036375,6.712153665434724,8.740897861606044,0.05244538716963626,603.1555477367363,9.773589063249247,2098.1157182113348,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.955498384475632,18.815851611837505,13.910850874148077,10.1186920225424
0.48,6.773181592831582,2.510056871869142,0.5420961626698527,10.0,45.875988889472566,4.457903837330147,6.773181592831582,9.034936044497545,0.05420961626698527,628.7607427273427,10.068920266548462,2139.779222121573,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.91856738856296,18.852809316868036,13.988300130800754,10.40698427390093
0.49,6.833465887086027,2.5584918382214346,0.5599455237703419,10.0,46.696256029968424,4.440054476229658,6.833465887086027,9.332425396172365,0.05599455237703419,654.8939971684499,10.367728534410169,2182.204811037675,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.876037310924733,18.88508907156643,14.062913067658783,10.695752326023408
0.5,6.892998135516465,2.606495019344437,0.5779864777388926,10.0,47.51342329623346,4.422013522261107,6.892998135516465,9.633107962314876,0.05779864777388925,681.5360583324839,10.669754958994366,2225.3613427576,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.828371356824032,18.912991678057313,14.134803256833687,10.984692292935177
0.51,6.951771554570656,2.654050799249185,0.596203529320101,10.0,48.32712774693771,4.403796470679899,6.951771554570656,9.936725488668351,0.0596203529320101,708.6669530202576,10.974740297244487,2269.2165921771693,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.776012168937488,18.936805278883522,14.204080629323188,11.273510985467421
0.52,7.009780837255863,2.7011452668505274,0.614581241672121,10.0,49.137027386359506,4.385418758327879,7.009780837255863,10.243020694535351,0.0614581241672121,736.2661033334826,11.282426250044063,2313.7374401286256,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.719381475361278,18.95680510176363,14.270851289348244,11.561926994998538
0.53,7.067022131899465,2.7477661942289373,0.633104303526694,10.0,49.94280181275686,4.366895696473306,7.067022131899465,10.551738392111567,0.0633104303526694,764.3124479946682,11.59255658755105,2358.8900497122795,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.658879494842502,18.97325357725175,14.335217596625323,11.849671532420643
0.54,7.123492916778109,2.7939029082863582,0.6517575931307366,10.0,50.74415133538789,4.3482424068692636,7.123492916778109,10.862626552178943,0.06517575931307365,792.7845524894823,11.904878220288358,2404.6400436362164,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.594884966447022,18.9864003280292,14.397278116456283,12.136489129579365
0.55,7.179191848152617,2.8395461159222584,0.6705262175117425,10.0,51.540795592580984,4.329473782488257,7.179191848152617,11.175436958529042,0.06705262175117424,821.6606879288333,12.219141857409227,2450.95262873014,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.527755347188812,18.996482279915504,14.457127539950516,12.422137886732754
0.56,7.234118738839386,2.8846878920671517,0.6893955539320313,10.0,52.33247392762714,4.310604446067969,7.234118738839386,11.48992589886719,0.06893955539320314,850.9189271664178,12.535102702363046,2497.792731547781,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.457826814553357,19.003724041437614,14.514856847759622,12.706389700452752
0.57,7.288274551773912,2.9293216985973265,0.708351333535242,10.0,53.118945942035225,4.2916486664647575,7.288274551773912,11.805855558920701,0.0708351333535242,880.5372964306979,12.852521854512588,2545.1252450697784,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.385414674820193,19.0083381137499,14.570553507325195,12.989031067473613
0.58,7.341661240320608,2.9734422165977197,0.7273796738197164,10.0,53.89998976762593,4.2726203261802835,7.341661240320608,12.12299456366194,0.07273796738197164,910.4938488505255,13.171166853934428,2592.9151552028907,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.31081410167966,19.01052508400202,14.62430143444636,13.269863053433888
0.59,7.394281908867845,3.0170455661563444,0.7464672307626905,10.0,54.67540494781031,4.253532769237309,7.394281908867845,12.441120512711509,0.07464672307626904,940.7669257534529,13.490814229832537,2641.127974100284,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.23430056195716,19.01047381103797,14.676181436457485,13.54870296877773
0.6,7.446139880944256,3.0601281435016037,0.765600771227182,10.0,55.444999126588534,4.234399228772818,7.446139880944256,12.760012853786366,0.0765600771227182,971.3345586541304,13.811242344022808,2689.728710350012,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.156130967969432,19.008362532892647,14.726270020072137,13.825377570889472
0.61,7.497239473127545,3.102687633817939,0.7847676664581505,10.0,56.208599717421784,4.21523233354185,7.497239473127545,13.079461107635844,0.07847676664581506,1002.1752216148029,14.13223965342411,2738.683162275029,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.0765442239902,19.004358451449598,14.774640819229798,14.099729764678887
0.62,7.547585991409549,3.1447229958162386,0.8039558584622594,10.0,56.96605429772166,4.19604414153774,7.547585991409549,13.399264307704323,0.08039558584622594,1033.2678461393452,14.45360415049204,2787.957895543436,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,23.99576137372678,18.998618516363987,14.821364728113586,14.371617444986194
0.63,7.597184831420765,3.1862333560353098,0.82315348572787,10.0,57.71721736276975,4.17684651427213,7.597184831420765,13.719224762131166,0.082315348572787,1064.5912722107023,14.775137097677733,2837.5193355065935,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,23.913987451397524,18.991290293394528,14.866508843731262,14.640907627290428
0.64,7.6460425794942735,3.227219464806236,0.8423496252910312,10.0,58.46196712743944,4.157650374708969,7.6460425794942735,14.039160421517186,0.08423496252910312,1096.125386633723,15.09665545198857,2887.335733068608,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,23.83141176298851,18.982510829396166,14.91013825386635,14.907486331479161
0.65,7.694165700573433,3.2676819447782393,0.8615333640385985,10.0,59.20018582788067,4.138466635961402,7.694165700573433,14.358889400643308,0.08615333640385985,1127.8497983487885,15.417976320655974,2937.37482021741,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,23.748208754101338,18.972409504831358,14.952314322077559,15.171245003397855
0.66,7.741561408873873,3.3076225079790653,0.8806945678214301,10.0,59.93177304736523,4.11930543217857,7.741561408873873,14.678242797023834,0.08806945678214301,1159.744984081104,15.738929836722033,2987.6058525934613,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,23.664539140815446,18.961106307208876,14.99309616437,15.432090716038273
0.67,7.788237163348789,3.3470432374746184,0.8998234021033668,10.0,60.656638112567194,4.100176597896633,7.788237163348789,14.99705670172278,0.08998234021033667,1191.7916373171352,16.059351137477055,3037.998414386404,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,23.58055022520072,18.948713827609662,15.032540069124693,15.689939013655655
0.68,7.83420071818158,3.3859467491109383,0.9189106464730453,10.0,61.374700892756785,4.081089353526955,7.83420071818158,15.315177441217422,0.09189106464730454,1223.9711192500376,16.379085628631042,3088.5232912098522,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,23.496377659993374,18.935336298185625,15.07069981610511,15.944717702712458
0.69,7.879460309842027,3.4243363606238866,0.9379475840701799,10.0,62.08589477437581,4.06205241592982,7.879460309842027,15.632459734502998,0.09379475840701798,1256.265380276545,16.69798713766953,3139.1522322897044,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,23.41214499010179,18.921070928731453,15.107627008253822,16.19636482079584
0.7,7.924024699326115,3.4622161804988743,0.9569261198726569,10.0,62.790167435530336,4.043073880127343,7.924024699326115,15.948768664544282,0.09569261198726568,1288.6571615807431,17.01591989530479,3189.8583154932207,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,23.327964544724715,18.90600784549011,15.143371276909795,16.444829693569005
0.71,7.967902207403565,3.499589931277324,0.9758383095489932,10.0,63.4874655867466,4.024161690451007,7.967902207403565,16.263971825816554,0.09758383095489932,1321.1292441539513,17.332750645426295,3240.6147337185075,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,23.243939681992117,18.89023112307488,15.17797930341447,16.690066316318298
0.72,8.011101488789025,3.5364619088634566,0.9946767769266434,10.0,64.17774706367774,4.005323223073357,8.011101488789025,16.577946282110723,0.09946767769266433,1353.6651491877167,17.64835563792596,3291.3959466145325,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,23.160164282995623,18.87381848540814,15.211495890875423,16.932038462208183
0.73,8.053631725449522,3.5728372217569846,1.0134348179224513,10.0,64.86098396916705,3.9865651820775487,8.053631725449522,16.890580298707523,0.10134348179224513,1386.2493455733927,17.96262237124771,3342.178009846813,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,23.076722945038973,18.85684151261726,15.24396428701733,17.170720528706553
0.74,8.095501941466857,3.6087208344611352,1.0321059208670125,10.0,65.53715168429365,3.9678940791329875,8.095501941466857,17.201765347783542,0.10321059208670125,1418.8665149856402,18.275441561139097,3392.937319504003,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,22.993692323027915,18.83936709950784,15.275425435211304,17.406091009599653
0.75,8.136721075106076,3.6441176728530325,1.0506838218240921,10.0,66.20622985407537,3.949316178175908,8.136721075106076,17.511397030401536,0.10506838218240921,1451.5016508236888,18.586708067574996,3443.650785660388,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,22.911141699328905,18.821457612326363,15.305918213727809,17.638132973771494
0.76,8.177298412271265,3.679033257933707,1.0691628373091997,10.0,66.86820932333414,3.9308371626908003,8.177298412271265,17.819380621819995,0.10691628373091996,1484.1406076987512,18.896326467459364,3494.2967704897774,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,22.82913303642057,18.803170344188015,15.33548009827341,17.866837932959612
0.77,8.217243238902698,3.713473261598067,1.087537655399713,10.0,67.52308644729212,3.912462344600287,8.217243238902698,18.125627589995215,0.10875376553997129,1516.7697784764619,19.204207556997044,3544.8545535068392,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,22.747721979958023,18.784558190540483,15.364146869564413,18.092202886372874
0.78,8.256564654394511,3.747443316941803,1.1058032677427139,10.0,68.17085989219675,3.894196732257286,8.256564654394511,18.430054462378564,0.11058032677427139,1549.3759816431798,19.510267212832083,3595.3041715669237,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,22.666958754470006,18.76566990591344,15.391952557456039,18.31422922702407
