Time,HMP,Fru16P2,ATP,Glc,Tre6P,ADP,lambda1,lambda2,lambda3,R,T,L,KRHMP,gR,c1,L0,KRATP,gT,c2,KiATP,ci,cell,HK,PFK,lower,ATPase
0.0,0.1,1.0,4.0,10.0,0.010000000000000002,1.0,0.1,66.66666666666667,0.4,134.43333333333334,67.67005,12755.102040816328,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,59.571542768954636,0.004601778130190819,9.090909090909092,38.857142857142854
0.01,0.6911779214548194,0.9099847420190287,3.3949545041966274,10.0,0.4777269191066045,1.6050454958033726,0.6911779214548194,56.58257506994379,0.3394954504196627,449.36001926544895,57.602474972218225,10765.303586679818,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,58.62663938125595,0.14676804829843237,8.969858325750451,36.099851239578484
0.02,1.2658636050412497,0.825050800256622,2.8208428620087473,10.0,1.602410666568029,2.1791571379912527,1.2658636050412497,47.01404770014579,0.2820842862008747,644.4136303980653,48.044437317902954,8881.477081358618,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,56.82495588586532,0.5500724120351849,8.644701608540663,32.95352909602502
0.03,1.8131463319193248,0.7494985404366297,2.281754582275973,10.0,3.2874996209525027,2.718245417724027,1.8131463319193248,38.029243037932886,0.2281754582275973,730.3682145688175,39.0646259023588,7139.8875316603735,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,54.332876925726985,1.3218944623201332,8.26412842768706,29.3764712422337
0.04,2.322750933722208,0.6877679733422531,1.7831950003365749,10.0,5.39517190010739,3.216804999663425,2.322750933722208,29.71991667227625,0.17831950003365749,723.3623096127571,30.755594029843447,5579.061404544709,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,51.32845757296954,2.582617836595211,7.904310615247857,25.350682967003166
0.05,2.78476694935769,0.6447275549149056,1.3308542577869886,10.0,7.7549269622349355,3.6691457422130114,2.78476694935769,22.18090429644981,0.13308542577869886,643.6521631620017,23.2131810045203,4231.603144039998,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,47.917085063919195,4.426528003262034,7.631928466321996,20.896129064328893
0.06,3.1891531190139504,0.6250406695981616,0.9317052542060562,10.0,10.170697616516408,4.068294745793944,3.1891531190139504,15.52842090343427,0.09317052542060562,514.9426935979366,16.554776735972553,3122.524791154712,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,44.03785491368893,6.825043952667536,7.508065048679616,16.11411669738848
0.07,3.525524276881879,0.6312707189976535,0.5965003836959627,10.0,12.429321426883497,4.403499616304037,3.525524276881879,9.941673061599378,0.05965003836959627,364.96329465339323,10.960960628603564,2269.933520080924,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,39.34332187408226,9.454085875167467,7.567761436373011,11.278193177791819
0.08,3.783946081292261,0.6603847326822402,0.34273127696159295,10.0,14.318247946127059,4.657268723038407,3.783946081292261,5.712187949359882,0.0342731276961593,226.64224609650418,6.724887228003821,1685.418390557233,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,33.22039787520889,11.518577873194076,7.787389583780533,6.97206113875007
0.09,3.9610576410237774,0.7004809182650973,0.19034006694945096,10.0,15.689977635512852,4.809659933050549,3.9610576410237774,3.1723344491575163,0.019034006694945097,133.79138818736467,4.180597877782887,1364.4723826970219,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,26.140740534241505,12.081153781111523,8.070817013224378,4.056973326024978
0.1,4.076912847041457,0.7374951041487494,0.1311143180891265,10.0,16.621218362371675,4.868885681910873,4.076912847041457,2.185238634818775,0.013111431808912648,96.3524261233002,3.1917316049743674,1246.518039565036,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,21.489500390863512,11.71499006872184,8.318329518844951,2.847476241462103
0.11,4.166345555939014,0.7699749712492847,0.11846682397205756,10.0,17.358435291492768,4.881533176027943,4.166345555939014,1.9744470662009594,0.011846682397205755,89.40308021917188,2.9806433533587806,1221.8468934189907,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,20.104208122536892,11.705966506490379,8.525752027784856,2.583238650536337
0.12,4.247924919693272,0.8020890748679239,0.11933080720759363,10.0,18.044866123351092,4.880669192792406,4.247924919693272,1.9888467867932274,0.011933080720759364,91.72148997719492,2.9951949851666093,1223.526350345117,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,19.978086442712,11.989687838736767,8.723043089317677,2.6013575961122295
0.13,4.326841967591552,0.8355326967723995,0.12353756801762918,10.0,18.72156141251153,4.876462431982371,4.326841967591552,2.0589594669604865,0.012353756801762917,96.47372374669767,3.0655772840598896,1231.7160470363378,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,20.15972843020339,12.347114294146465,8.921039724052292,2.689436077610632
0.14,4.404379578735536,0.8706327340522546,0.12878783242036126,10.0,19.398559473582623,4.871212167579639,4.404379578735536,2.1464638736726878,0.012878783242036127,102.08925996938383,3.1533929842879043,1241.9659537254574,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,20.415536325296816,12.714664423154765,9.121183744512633,2.799030510742526
0.15,4.480943397502736,0.9073810946681505,0.13458035449797437,10.0,20.078853731623365,4.865419645502025,4.480943397502736,2.243005908299573,0.013458035449797437,108.2317744593483,3.2502717712560014,1253.3113651024705,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,20.692637832189817,13.077604929322405,9.322804875623103,2.9195181079758696
0.16,4.556732298249857,0.9456983131456367,0.1408010299915846,10.0,20.763809237913424,4.859198970008415,4.556732298249857,2.3466838331930764,0.014080102999158458,114.83551629635964,3.3543088043504476,1265.5382793072265,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,20.976919909588506,13.431948876573701,9.524896320645725,3.048416613469273
0.17,4.631882211040231,0.9854898435059427,0.14742236771019337,10.0,21.454332816950934,4.852577632289806,4.631882211040231,2.4570394618365565,0.014742236771019337,121.89609542392287,3.465045761629629,1278.6013201687645,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,21.262880992612043,13.776107746319155,9.726479566447,3.1850574321190694
0.18,4.7064992877315195,1.026658415100704,0.15443755238539458,10.0,22.1511355454173,4.845562447614605,4.7064992877315195,2.5739592064232433,0.015443755238539459,129.42383021096458,3.5823696246529497,1292.4958118011093,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,21.54721727604198,14.10914608745725,9.926677564101713,3.329200019910166
0.19,4.780668899627608,1.0691071040603157,0.16184524194941935,10.0,22.854795127866648,4.838154758050581,4.780668899627608,2.6974206991569893,0.016184524194941936,137.43284205550037,3.706258771229639,1307.2282189433004,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,21.827394121005895,14.430401116747527,10.124726466579553,3.480713194481064
0.2,4.854458977826593,1.1127403624186427,0.16964572996112703,10.0,23.56577196740121,4.830354270038873,4.854458977826593,2.8274288326854506,0.016964572996112703,145.93826062046855,3.836718880814862,1322.808665274941,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,22.101295530578145,14.739386697663745,10.31997310418597,3.6394949531151912
0.21,4.927921901147371,1.1574645516865432,0.17783990051488363,10.0,24.284414263807925,4.822160099485116,4.927921901147371,2.9639983419147273,0.01778399005148836,154.95544368392288,3.973765479037344,1339.248888765654,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,22.367126206680368,15.035760001205446,10.5118684135971,3.8054507506978945
0.22,5.001096652209029,1.2031881910344764,0.1864288747495832,10.0,25.01096772473636,4.813571125250417,5.001096652209029,3.1071479124930534,0.01864288747495832,164.49971479557493,4.117418034330702,1356.5615436144697,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,22.623370892891074,15.319303721246976,10.699958855309054,3.9784862557046523
0.23,5.074009769947504,1.249822312337182,0.19541382547837902,10.0,25.745575145522725,4.804586174521621,5.074009769947504,3.256897091306317,0.019541382547837903,174.58618347127245,4.267696860021792,1374.7598253002957,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,22.86877065421784,15.589908446214524,10.883878059885491,4.158503673789554
0.24,5.146677056785969,1.2972805922698787,0.2047958659690274,10.0,26.488284726847088,4.795204134030973,5.146677056785969,3.4132644328171238,0.02047958659690274,185.22963894083773,4.424621256218079,1393.857236214323,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,23.10230169547029,15.847559011781808,11.06333762242351,4.345399666097938
0.25,5.219104925116012,1.3454794888113395,0.21457594786586062,10.0,27.239056219370212,4.78542405213414,5.219104925116012,3.5762657977643437,0.021457594786586064,196.44443510923867,4.5882078034462195,1413.8673625866822,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,23.323155596983447,16.09232099646509,11.238118305377693,4.539063531712641
0.26,5.291291627983448,1.3943381724504211,0.2247547319967528,10.0,27.997767092367724,4.775245268003247,5.291291627983448,3.7459121999458804,0.02247547319967528,208.24434245527627,4.7584682026912395,1434.803587801477,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,23.530718777945086,16.324328164249412,11.408061053558402,4.7393749435064265
0.27,5.3632285113004805,1.4437783365924817,0.23533238111200158,10.0,28.764220064426368,4.764667618887999,5.3632285113004805,3.922206351866693,0.023533238111200158,220.64232419852013,4.935405810589111,1456.6786335585255,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,23.72454945004581,16.543771417821585,11.573058376698597,4.946200275755261
0.28,5.434901462047788,1.4937274673857628,0.2463088275488282,10.0,29.538153902169178,4.7536911724511715,5.434901462047788,4.1051471258138035,0.024630882754882823,233.65074974792873,5.119020111602831,1479.5050748495473,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,23.904373215775255,16.750891006486455,11.733057472564662,5.1593983083756365
0.29,5.5062911708864775,1.544112049868903,0.2576832949959816,10.0,30.319242458582377,4.7423167050040185,5.5062911708864775,4.29472158326636,0.025768329499598158,247.28088810770436,5.309298722619481,1503.2943067971787,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.07005188055154,16.945964666686603,11.888031203739272,5.378811404608428
0.3,5.577375030331259,1.5948637690271044,0.2694541637862097,10.0,31.107112228962617,4.73054583621379,5.577375030331259,4.490902729770162,0.026945416378620968,261.5427652467674,5.506215141659661,1528.0561993203673,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.22156403162182,17.12930330937639,12.03799262996891,5.6042636536746375
0.31,5.648127422340506,1.645916887537951,0.28161918262597246,10.0,31.901343378994813,4.718380817374028,5.648127422340506,4.693653043766208,0.028161918262597247,276.4452851405858,5.7097322827111014,1553.7994732690834,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.35900212470747,17.301243623103787,12.182981005825276,5.835565723150756
0.32,5.718520667603804,1.697208642767173,0.2941752179974002,10.0,32.70147862581186,4.705824782002599,5.718520667603804,4.90292029995667,0.02941752179974002,291.9959516367251,5.91979828582393,1580.5311018500302,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.48255111037569,17.462142864803766,12.323058427469098,6.072510871472108
0.33,5.788525701640154,1.7486791858916013,0.3071182507487591,10.0,33.507029798548636,4.6928817492512405,5.788525701640154,5.118637512479318,0.03071182507487591,308.20081119777905,6.136346457729322,1608.2562206706873,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.592477156710533,17.612374225459494,12.458305591294703,6.314875812555932
0.34,5.858112678832765,1.8002715984345026,0.32044329587633236,10.0,34.3174841579012,4.679556704123668,5.858112678832765,5.340721597938873,0.03204432958763324,325.0643233467886,6.35929392873179,1636.9778681426335,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.6891145132435,17.752322861423483,12.588818317029377,6.562420188488639
0.35,5.927251495374745,1.8519318263136815,0.334144405180851,10.0,35.13231028942215,4.665855594819149,5.927251495374745,5.56907341968085,0.0334144405180851,342.5893124616062,6.588541694805865,1666.6968967605249,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.772855322195724,17.88238238711646,12.714704334885562,6.814887656632673
0.36,5.99591224491034,1.9036086547745943,0.3482146462595281,10.0,35.95096364866575,4.651785353740472,5.99591224491034,5.803577437658801,0.03482146462595281,360.77689991000693,6.823974264292628,1697.4118301569192,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.84413920717995,18.002951855736526,12.836080630108682,7.072006560899718
0.37,6.064065614922064,1.955253681284747,0.36264608931944886,10.0,36.77289178208011,4.6373539106805515,6.064065614922064,6.044101488657481,0.036264608931944886,379.62644720825045,7.065459435470175,1729.1187335524887,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.90344366180679,18.114433179186925,12.953071170571844,7.333490774437501
0.38,6.131683202816848,2.0068212670175787,0.3774298443970102,10.0,37.59753889970629,4.62257015560299,6.131683202816848,6.290497406616837,0.03774298443970102,399.13555346458776,7.312848916861004,1761.8111933588507,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.951276141087792,18.21722873065149,13.065804928316657,7.599041460942274
0.39,6.198737758559588,2.058268443027446,0.39255610634007726,10.0,38.424349799392346,4.607443893659923,6.198737758559588,6.5426017723346215,0.039255610634007725,419.3000659847892,7.565979077536596,1795.4803164077557,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.98816674084187,18.311739170752894,13.17441411610847,7.86834893643743
0.4,6.265203441854959,2.1095549237000415,0.40801415315823336,10.0,39.25277416783123,4.591985846841767,6.265203441854959,6.800235885970556,0.04080141531582333,440.11405210990887,7.824670918330588,1830.1146280841656,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,25.01466033688757,18.398361871731037,13.279032933101591,8.14109365979258
0.41,6.331055966613619,2.1606430360696254,0.42379243474074213,10.0,40.0822696523939,4.576207565259258,6.331055966613619,7.063207245679036,0.042379243474074214,461.56986697414067,8.088731553850435,1865.7001752403603,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,25.031311204368897,18.47748914479791,13.379796348312546,8.416948781695822
0.42,6.396272728819857,2.211497668633074,0.43987864072775934,10.0,40.912304821444614,4.560121359272241,6.396272728819857,7.331310678795989,0.04398786407277593,483.6582090205016,8.357955346441043,1902.2205906252293,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,25.038677562201713,18.549506798852356,13.476839134175298,8.695582226458821
0.43,6.460832847947927,2.262086121165284,0.45625977888371305,10.0,41.74236108912292,4.543740221116287,6.460832847947927,7.604329648061884,0.045625977888371305,506.368190264235,8.63212521587427,1939.6571892530076,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,25.037316966040223,18.614792759275254,13.570294892542229,8.97665885928083
0.44,6.524717288868286,2.3123781407278634,0.4729222251484732,10.0,42.57193569965671,4.527077774851527,6.524717288868286,7.882037085807887,0.04729222251484732,529.6873908273934,8.911013476274958,1977.9890088187844,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,25.027781449002287,18.673716241342717,13.660295597692786,9.259842065343499
0.45,6.5879088475978635,2.362345807663674,0.48985183594165244,10.0,43.40054298425821,4.510148164058347,6.5879088475978635,8.164197265694208,0.048985183594165246,553.6019801153036,9.194383713818107,2017.1930020929967,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,25.010614461972985,18.726636603915487,13.746970972119874,9.54479628647171
0.46,6.650392158658415,2.4119634637764666,0.5070340293802543,10.0,44.227715863945335,4.492965970619745,6.650392158658415,8.450567156337572,0.05070340293802543,578.0968148422332,9.481992145193262,2057.244170058431,1.0,10.0,0.0005,1000.0,0.06,1.0,1.0,10.0,10.0,1.0,24.986347670241773,18.77390258277128,13.830448062815227,9.831188893239833
