Ag,Ifn_Prot,Ifn_mRNA,Rec_Prot,Rec_mRNA,Tbet_Prot,Tbet_mRNA,Time
1.0,0.0005436326562247671,6.090883256456544e-05,0.009481531616021787,0.0004889634497554457,44.00003957443116,0.044005941990622764,0.37
1.0,0.0006011718706057934,6.564742266848119e-05,0.009966214324187171,0.0004998298718892891,44.00004585254474,0.044006711794149174,0.38
1.0,0.0006629639136818935,7.060808277391752e-05,0.01046121945041386,0.0005105881737021632,44.000052931408995,0.04400755768809709,0.39
1.0,0.0007291891483982282,7.579423965362205e-05,0.01096642914993697,0.000521239431309319,44.0000608888621,0.04400848487861056,0.4
1.0,0.0008000295033897581,8.12092212916651e-05,0.011481726766008256,0.0005317847101472417,44.00006980796454,0.044009498765098846,0.41000000000000003
1.0,0.0008756683599127515,8.685625851490493e-05,0.01200699681808908,0.0005422250650818083,44.0000797771871,0.044010604940233185,0.42
1.0,0.0009562904415245688,9.273848660182371e-05,0.012542124990163247,0.000552561540515435,44.00009089059855,0.04401180918977911,0.43
1.0,0.0010420817064531805,9.885894686908843e-05,0.013086998119168157,0.000562795170493223,44.00010324805289,0.04401311749226976,0.44
1.0,0.001133229242600662,0.00010522058823617227,0.01364150418354298,0.0005729269788081176,44.00011695537602,0.04401453601852543,0.45
1.0,0.0012299211651342807,0.0001118262687683023,0.014205532291892746,0.0005829579791050881,44.00013212455168,0.044016071131023786,0.46
1.0,0.0013323465166221707,0.00011867875719797647,0.01477897267176745,0.0005928891749843366,44.00014887390645,0.04401772938312499,0.47000000000000003
1.0,0.0014406951696680557,0.00012578073442531422,0.015361716658555135,0.0006027215601035463,44.00016732829373,0.044019517518156116,0.48
1.0,0.0015551577319975409,0.0001331347949975233,0.015953656684487817,0.0006124561182791771,44.00018761927664,0.0440214424683592,0.49
1.0,0.0016759254539497235,0.00014074344856775684,0.016554686267759106,0.0006220938235868187,44.0002098853095,0.04402351135370724,0.5
1.0,0.0018031901383301727,0.00014860912133362095,0.01716470000175255,0.0006316356404606105,44.000234271917975,0.044025731480592224,0.51
1.0,0.0019371440525824126,0.00015673415745558596,0.017783593544379656,0.0006410825237917356,44.00026093187757,0.0440281103403892,0.52
1.0,0.0020779798432351104,0.00016512082045555676,0.01841126360752654,0.0006504354190259989,44.00029002539056,0.04403065560790016,0.53
1.0,0.0022258904525823877,0.0001737712945958579,0.019047607946608244,0.0006596952622604967,44.000321720261056,0.044033375139681835,0.54
1.0,0.0023810690375554696,0.0001826876862388855,0.019692525350229636,0.0006688629803393872,44.00035619206817,0.044036276972260896,0.55
1.0,0.002543708890744826,0.00019187202518767234,0.020345915629951902,0.0006779394909487692,44.00039362433722,0.04403936932024048,0.56
1.0,0.0027140033635326796,0.00020132626600761003,0.021007679610163685,0.0006869257027106774,44.00043420870876,0.04404266057430146,0.5700000000000001
1.0,0.002892145791296266,0.00021105228932956891,0.02167771911805584,0.0006958225152762035,44.000478145105426,0.044046159299102064,0.58
1.0,0.003078329420642799,0.0002210519031346559,0.02235593697369889,0.0007046308194177486,44.00052564189646,0.04404987423107928,0.59
1.0,0.0032727473386377176,0.00023132684402084452,0.023042236980222078,0.0007133514971204172,44.00057691605981,0.04405381427615539,0.6
1.0,0.003475592403988507,0.0002418787784517124,0.023736523914093283,0.0007219854216725584,44.00063219334176,0.04405798850735297,0.61
1.0,0.0036870571801469456,0.00025270930398751446,0.024438703515498636,0.0007305334577554637,44.00069170841393,0.04406240616232161,0.62
1.0,0.003907333870293238,0.0002638199504988199,0.025148682478821016,0.0007389964615322274,44.000755705027665,0.04406707664077949,0.63
1.0,0.004136614254166063,0.0002752121813629383,0.02586636844321646,0.0007473752807357773,44.000824436165594,0.04407200950187289,0.64
1.0,0.004375089626703143,0.0002868873946433561,0.02659166998328757,0.0007556707547560841,44.00089816419041,0.04407721446145685,0.65
1.0,0.004622950738457537,0.0002988469242524041,0.027324496599852994,0.0007638837147265548,44.00097716099075,0.04408270138929972,0.66
1.0,0.0048803877377554036,0.0003110920410973716,0.028064758710812078,0.0007720149836096185,44.00106170812408,0.04408848030621473,0.67
1.0,0.005147590114561553,0.0003236239542102824,0.028812367642103806,0.0007800653762815112,44.00115209695651,0.044094561381121396,0.68
1.0,0.005424746646019635,0.00033644381186154394,0.029567235618759104,0.000788035699616266,44.001248628799566,0.044100954928039525,0.6900000000000001
1.0,0.005712045343634365,0.000349552702657679,0.03032927575604565,0.0007959267525689169,44.00135161504372,0.044107671403018696,0.7000000000000001
1.0,0.006009673402063699,0.00036295165662334644,0.03109840205070428,0.0008037393262579198,44.00146137728871,0.044114721401005835,0.71
1.0,0.006317817149489444,0.00037664164626785573,0.03187452937227622,0.0008114742040468029,44.00157824747061,0.044122115652653615,0.72
1.0,0.006636661999535208,0.00039062358763637564,0.03265757345452012,0.0008191321616250455,44.00170256798546,0.04412986502107228,0.73
1.0,0.0069663924047012335,0.00040489834134603835,0.03344745088691816,0.0008267139670881986,44.00183469180962,0.04413798049852746,0.74
1.0,0.007307191811286042,0.0004194667136071348,0.03424407910627038,0.000834220381017249,44.00197498261655,0.04414647320308653,0.75
1.0,0.007659242615765379,0.00043432945722959583,0.03504737638837632,0.0008416521565572362,44.002123814890226,0.044155354375215956,0.76
1.0,0.0080227261225994,0.00044948727261495165,0.035857261839803214,0.0008490100394951255,44.0022815740349,0.044164635374332115,0.77
1.0,0.008397822503439553,0.00046494080873395963,0.036673655389739816,0.0008562947683369462,44.00244865648136,0.04417432767530796,0.78
1.0,0.008784710757707039,0.0004806906640900878,0.03749647778193519,0.0008635070743841989,44.002625469789535,0.0441844428649379,0.79
1.0,0.009183568674515242,0.0004967373876690397,0.03832565056672149,0.0008706476818095383,44.00281243274745,0.04419499263836322,0.8
0.9999999999999999,0.009594572795908947,0.000513081479874503,0.03916109609312004,0.0008777173077317384,44.00300997546651,0.04420598879546027,0.81
0.9999999999999999,0.010017898381393634,0.0005297233934503042,0.04000273750102985,0.0008847166622899448,44.003218539473025,0.04421744323719379,0.8200000000000001
0.9999999999999999,0.01045371937372856,0.0005466635343891468,0.04085049871349784,0.0008916464487172201,44.00343857779602,0.04422936796193742,0.8300000000000001
0.9999999999999999,0.010902208365957811,0.0005639022628281098,0.041704304429069874,0.0008985073634133886,44.00367055505123,0.0442417750617637,0.84
0.9999999999999999,0.01136353656965392,0.0005814398939310817,0.042564080114222004,0.000905300096017185,44.00391494752132,0.044254676718705616,0.85
0.9999999999999999,0.011837873784349034,0.000599276698758301,0.04342975199587094,0.000912025329477714,44.00417224323224,0.04426808520099182,0.86
0.9999999999999999,0.012325388368129133,0.0006174129051231748,0.04430124705396315,0.0009186837401252245,44.004442942025776,0.04428201285925762,0.87
0.9999999999999999,0.0128262472093671,0.0006358486984365421,0.04517849301414176,0.0009252759977412057,44.00472755562818,0.044296472122733715,0.88
0.9999999999999999,0.013340615699570929,0.0006545842225385498,0.0460614183404905,0.0009318027656278091,44.005026607714946,0.044311475495414775,0.89
0.9999999999999998,0.013868657707323713,0.0006736195805183039,0.04694995222835394,0.0009382647006766023,44.005340633971656,0.04432703555220971,0.9
0.9999999999999998,0.014410535553292485,0.0006929548355214577,0.047844024597233324,0.0009446624534366596,44.005670182150936,0.0443431649350757,0.91
0.9999999999999998,0.014966409986283348,0.0007125900115458989,0.04874356608375719,0.0009509966681819952,44.006015812125476,0.04435987634913784,0.92
0.9999999999999998,0.015536440160320701,0.0007325250942256923,0.04964850803472612,0.0009572679829783431,44.006378095937094,0.04437718255879625,0.93
0.9999999999999998,0.01612078361272879,0.0007527600316034336,0.05055878250023086,0.00096347702974929,44.00675761784188,0.04439509638382259,0.9400000000000001
0.9999999999999997,0.016719596243194152,0.0007732947348911712,0.05147432222684309,0.0009696244343417647,44.00715497435135,0.044413630695447716,0.9500000000000001
0.9999999999999997,0.017333032293787853,0.000794129079220045,0.05239506065087812,0.0009757108165908909,44.00757077426972,0.04443279841244239,0.96
0.9999999999999997,0.01796124432992693,0.0008152629043787961,0.0533209318917289,0.0009817367903842068,44.00800563872714,0.044452612497192644,0.97
0.9999999999999996,0.018604383222254498,0.0008366960155412925,0.05425187074527042,0.0009877029637252567,44.008460201209004,0.04447308595177175,0.98
0.9999999999999996,0.019262598129418742,0.0008584281839832204,0.055187812677334115,0.00099360993879656,44.008935107581316,0.04449423181401031,0.99
0.9999999999999996,0.019936036481730996,0.0008804591477880856,0.0561286938172513,0.0009994583120219616,44.00943101611209,0.04451606315356632,1.0
0.9999999999999994,0.02062484396568365,0.0009027886125426661,0.05707445095146514,0.0010052486741283695,44.00994859748879,0.04453859306799677,1.01
0.9999999999999994,0.0213291645093089,0.0009254162520220609,0.05802502151721037,0.0010109816102068833,44.01048853483185,0.04456183467883245,1.02
0.9999999999999993,0.022049140268359663,0.0009483417088644708,0.058980343596260136,0.0010166576997733174,44.01105152370425,0.044585801127657594,1.03
0.9999999999999993,0.022784911613294417,0.0009715645952358529,0.05994035590873929,0.0010222775168281276,44.011638272117175,0.0446105055721959,1.04
0.9999999999999992,0.023536617117047805,0.0009950844934845814,0.060904997807003466,0.0010278416299157398,44.01224950053171,0.044635961182404545,1.05
0.9999999999999991,0.024304393543569485,0.0010189009567862525,0.06187420926958325,0.0010333506021832895,44.01288594185672,0.04466218113657766,1.06
0.999999999999999,0.0250883758371137,0.0010430135097787643,0.06284793089519287,0.0010388049914387756,44.0135483414428,0.044689178617460884,1.07
0.999999999999999,0.025888697112262563,0.0010674216491878025,0.06382610389680266,0.0010442053502086324,44.014237457072305,0.044716966808378326,1.08
0.9999999999999989,0.026705488644666243,0.0010921248444428642,0.0648086700957747,0.0010495522257947245,44.01495405894563,0.044745558889373524,1.09
0.9999999999999988,0.0275388798624836,0.0011171225382839453,0.0657955719160611,0.001054846160330769,44.01569892966353,0.0447749680333658,1.1
0.9999999999999987,0.028388998338507027,0.001142414147359017,0.06678675237846397,0.0010600876908381893,44.016472864205774,0.04480520740232343,1.11
0.9999999999999984,0.029255969782955627,0.00116799906281242,0.067782155094957,0.0010652773492814047,44.01727666990585,0.04483629014345495,1.12
0.9999999999999983,0.030139918036921075,0.0011938766508642965,0.06878172426306732,0.0010704156626225605,44.018111166422,0.04486822938542006,1.1300000000000001
0.9999999999999982,0.031040965066450845,0.0012200462533811813,0.06978540466031774,0.0010755031528757023,44.01897718570449,0.04490103823456138,1.1400000000000001
0.999999999999998,0.03195923095725366,0.0012465071884378758,0.07079314163872817,0.0010805403371603986,44.019875571959105,0.04493472977115844,1.1500000000000001
0.9999999999999979,0.03289483391001246,0.0012732587508707178,0.07180488111937598,0.0010855277277548165,44.02080718160702,0.04496931704570513,1.16
0.9999999999999977,0.03384789023629026,0.0013003002128223731,0.07282056958701463,0.0010904658321482543,44.021772883240956,0.04500481307521188,1.17
0.9999999999999974,0.03481851435501457,0.0013276308242782507,0.07384015408474968,0.0010953551530931349,44.02277355757771,0.04504123083953389,1.18
0.9999999999999972,0.03580681878952654,0.0013552498135946719,0.07486358220877208,0.0011001961886564643,44.02381009740708,0.0450785832777265,1.19
0.999999999999997,0.03681291416518086,0.0013831563880188937,0.07589080210314775,0.001104989432270759,44.02488340753722,0.045116883284429,1.2
0.9999999999999968,0.03783690920748296,0.0014113497342011048,0.07692176245466305,0.0011097353727844463,44.02599440473641,0.04515614370627795,1.21
0.9999999999999964,0.03887891074075029,0.0014398290186984999,0.07795641248772553,0.001114434494511743,44.02714401767137,0.04519637733835125,1.22
0.9999999999999961,0.0399390236872845,0.001468593388471544,0.0789947019593193,0.001119087277282014,44.028333186842055,0.045237596920644,1.23
0.9999999999999959,0.041017351067041866,0.0014976419713725315,0.08003658115401463,0.0011236941964886142,44.029562864513025,0.045279815134577246,1.24
0.9999999999999954,0.04211399399778931,0.0015269738766265477,0.08108200087903093,0.0011282557231372234,44.03083401464143,0.045323044599540736,1.25
0.9999999999999951,0.04322905169573367,0.0015565881953049357,0.08213091245935294,0.0011327723238936701,44.03214761280157,0.04536729786947067,1.26
0.9999999999999947,0.04436262147661213,0.001586484000791373,0.08318326773289919,0.0011372444611312536,44.03350464610622,0.0454125874294635,1.27
0.9999999999999942,0.04551479875723194,0.0016166603492406581,0.08423901904574237,0.0011416725929775666,44.03490611312457,0.0454589256924267,1.28
0.9999999999999938,0.04668567705744766,0.00164711628003031,0.08529811924738105,0.0011460571733608216,44.036353023796984,0.0455063249957676,1.29
0.9999999999999933,0.04787534800256464,0.0016778508162050762,0.08636052168606219,0.0011503986520556844,44.03784639934653,0.04555479759812114,1.3
0.9999999999999928,0.04908390132615729,0.0017088629649144517,0.08742618020415387,0.0011546974747286213,44.039387272187334,0.045604355676117384,1.31
0.9999999999999922,0.05031142487329124,0.0017401517178433012,0.08849504913356772,0.0011589540829827607,44.040976685829875,0.045655011321189924,1.32
0.9999999999999916,0.051558004604138535,0.001771716051635683,0.08956708329123055,0.0011631689144022729,44.042615694783116,0.045706776536425756,1.33
0.999999999999991,0.05282372459797521,0.001803554928311967,0.0906422379746046,0.0011673424025962751,44.04430536445368,0.0457596632334577,1.34
0.9999999999999902,0.0541086670575508,0.001835667295679342,0.09172046895725597,0.001171474977242261,44.04604677104199,0.04581368322940003,1.35
0.9999999999999896,0.05541291231381958,0.0018680520877357998,0.09280173248447052,0.0011755670641290603,44.04784100143554,0.0458688482438282,1.36
0.9999999999999887,0.056736538831023586,0.0019007082250676937,0.09388598526891703,0.0011796190851993359,44.04968915309917,0.04592516989580338,1.37
0.9999999999999879,0.058079623212117286,0.0019336346152409526,0.09497318448635682,0.0011836314585916125,44.05159233396262,0.04598265970094252,1.3800000000000001
0.999999999999987,0.05944224020452458,0.001966830153186045,0.09606328777139946,0.001187604598681851,44.05355166230518,0.046041329068534774,1.3900000000000001
0.999999999999986,0.06082446270621841,0.002000293721576779,0.09715625321330404,0.0011915389161245658,44.055568266637714,0.04610118929870481,1.4000000000000001
0.9999999999999849,0.06222636177211373,0.0020340241912030184,0.0982520393518256,0.0011954348178934903,44.057643285581854,0.04616225157962378,1.41
0.9999999999999839,0.06364800662076488,0.0020680204213374153,0.09935060517310602,0.0011992927073217947,44.05977786774667,0.046224526984768595,1.42
0.9999999999999827,0.065089464641358,0.002102281260096219,0.10045191010560897,0.0012031129841418573,44.06197317160268,0.046288026470230025,1.43
0.9999999999999815,0.06655080140099022,0.002136805544794266,0.10155591401609859,0.0012068960445245976,44.064230365353374,0.046352760872070305,1.44
0.9999999999999801,0.06803208065222663,0.002171592102294224,0.10266257720566117,0.0012106422811183687,44.06655062680416,0.046418740903730764,1.45
0.9999999999999787,0.06953336434092684,0.0022066397493501646,0.10377186040576951,0.0012143520830874173,44.06893514322898,0.04648597715349004,1.46
0.9999999999999771,0.07105471261433262,0.0022419472929455578,0.10488372477438943,0.0012180258361499119,44.07138511123448,0.046554480081973305,1.47
0.9999999999999756,0.07259618382940868,0.00227751353062575,0.10599813189212794,0.0012216639226155443,44.07390173662187,0.04662426001971318,1.48
0.9999999999999739,0.07415783456142858,0.0023133372508250217,0.10711504375842268,0.0012252667214227063,44.07648623424652,0.046695327164762566,1.49
0.999999999999972,0.07573971961279795,0.002349417233188282,0.10823442278777211,0.0012288346081752472,44.079139827875295,0.046767691580359934,1.5
0.9999999999999701,0.07734189202210735,0.002385752248887491,0.10935623180600591,0.0012323679551788124,44.08186375004179,0.04684136319264758,1.51
0.9999999999999681,0.07896440307340734,0.0024223410609328765,0.11048043404659538,0.0012358671314767703,44.0846592418994,0.04691635178844306,1.52
0.9999999999999659,0.0806073023056983,0.00245918242447902,0.11160699314700305,0.0012393325028857275,44.08752755307238,0.04699266701306423,1.53
0.9999999999999637,0.08227063752262799,0.0024962750871258825,0.11273587314507141,0.0012427644320306362,44.09046994150485,0.047070318368208276,1.54
0.9999999999999613,0.08395445480238944,0.0025336177892148477,0.11386703847544999,0.0012461632783795009,44.093487673307926,0.04714931520988496,1.55
0.9999999999999587,0.08565879850781269,0.0025712092641198454,0.11500045396606057,0.0012495293982776815,44.09658202260491,0.04722966674640444,1.56
0.9999999999999559,0.0873837112966432,0.0026090482385336304,0.11613608483460003,0.0012528631449818016,44.0997542713747,0.047311382036419866,1.57
0.999999999999953,0.08912923413200058,0.002647133432749283,0.11727389668508036,0.0012561648686932614,44.103005709293356,0.04739446998702501,1.58
0.9999999999999499,0.09089540629301089,0.0026854635609369977,0.11841385550440538,0.0012594349165913623,44.10633763357404,0.047478939351907175,1.59
0.9999999999999467,0.09268226538560632,0.0027240373314162333,0.11955592765898389,0.001262673632866042,44.10975134880524,0.04756479872955545,1.6
0.9999999999999433,0.09448984735348587,0.00276285344692328,0.1207000798913787,0.0012658813587502278,44.11324816678738,0.04765205656152467,1.61
0.9999999999999397,0.0963181864892309,0.0028019106048743163,0.12184627931699109,0.001269058432551808,44.11682940636795,0.04774072113075502,1.62
0.9999999999999358,0.09816731544556985,0.0028412074976240215,0.12299449342078048,0.001272205189685226,44.120496393275076,0.0478308005599475,1.6300000000000001
0.9999999999999318,0.1000372652467856,0.0028807428127197968,0.1241446900540186,0.0012753219627027017,44.12425045994973,0.04792230280999536,1.6400000000000001
0.9999999999999275,0.1019280653002605,0.0029205152331516705,0.12529683743107808,0.0012784090813250798,44.1280929453765,0.04801523567847149,1.6500000000000001
0.9999999999999231,0.10383974340815282,0.0029605234375979384,0.1264509041262549,0.001281466872472312,44.1320251949131,0.048109606798171854,1.6600000000000001
0.9999999999999183,0.1057723257791994,0.003000766100666606,0.127606859070624,0.0012844956602935749,44.13604856011858,0.04820542363571504,1.67
0.9999999999999133,0.10772583704063927,0.003041241893132695,0.12876467154892857,0.001287495766197025,44.14016439858039,0.04830269349019782,1.68
0.999999999999908,0.10970030025025215,0.003081949482171459,0.12992431119650125,0.0012904675088791964,44.144374073740224,0.04840142349190675,1.69
0.9999999999999023,0.11169573690850775,0.0031228875315875886,0.13108574799621822,0.0012934112043540451,44.14867895471887,0.048501620601085746,1.7
0.9999999999998964,0.11371216697082005,0.0031640547020404444,0.13224895227548492,0.0012963271659816387,44.153080416139936,0.04860329160675964,1.71
0.9999999999998902,0.11574960885990183,0.0032054496512653866,0.13341389470325327,0.001299215704496499,44.15757983795269,0.04870644312561349,1.72
0.9999999999998836,0.11780807947821452,0.003247071034291251,0.13458054628707017,0.0013020771280355993,44.16217860525393,0.04881108160092762,1.73
0.9999999999998768,0.11988759422050875,0.0032889175036540296,0.13574887837015656,0.0013049117421660185,44.166878108109,0.04891721330156829,1.74
0.9999999999998695,0.12198816698645082,0.0033309877096068083,0.13691886262851716,0.0013077198499122566,44.17167974137205,0.049024844321033705,1.75
0.9999999999998619,0.1241098101933306,0.0033732803003260186,0.13809047106807987,0.0013105017517832137,44.17658490450548,0.049133980576555325,1.76
0.9999999999998538,0.12625253478884638,0.0034157939221140534,0.13926367602186512,0.0013132577457988352,44.18159500139875,0.049244627808254206,1.77
0.9999999999998453,0.12841635026396228,0.003458527219598299,0.1404384501471844,0.001315988127516428,44.186711440186514,0.049356791578352176,1.78
0.9999999999998365,0.1306012646658342,0.0035014788359266406,0.14161476642286772,0.0013186931900566494,44.191935633066215,0.0494704772704376,1.79
0.999999999999827,0.13280728461079963,0.003544647412959482,0.14279259814651965,0.001321373224129172,44.19726899611514,0.04958569008878549,1.8
0.9999999999998171,0.1350344152974279,0.0035880315914583404,0.14397191893180372,0.001324028518058028,44.20271294910699,0.04970243505773164,1.81
0.9999999999998068,0.13728266051962623,0.0036316300112710603,0.1451527027057545,0.0013266593578066348,44.208268915328034,0.04982071702110064,1.82
0.9999999999997959,0.13955202267979816,0.003675441311513693,0.1463349237061174,0.001329266027002507,44.213938321392924,0.049940540641687174,1.83
0.9999999999997845,0.1418425028020505,0.003719464130749098,0.1475185564787155,0.0013318488069616555,44.21972259706021,0.050061910400790575,1.84
0.9999999999997725,0.14415410054544464,0.0037636971071623054,0.14870357587484354,0.0013344079767126787,44.22562317504755,0.050184830597802134,1.85
0.99999999999976,0.14648681421728932,0.0038081388787326895,0.149889957048688,0.0013369438130205477,44.23164149084678,0.050309305349844756,1.86
0.9999999999997468,0.14884064078647044,0.003852788083403003,0.15107767545477377,0.0013394565904100877,44.237778982538785,0.050435338591464714,1.87
0.9999999999997329,0.15121557589681522,0.003897643359245312,0.15226670684543656,0.0013419465811891614,44.244037090608295,0.05056293407437497,1.8800000000000001
0.9999999999997182,0.15361161388048686,0.00394270334462388,0.1534570272683208,0.0013444140554715535,44.250417257758656,0.05069209536724976,1.8900000000000001
0.999999999999703,0.15602874777140635,0.003987966678355044,0.15464861306390285,0.0013468592811995627,44.25692092872655,0.05082282585556991,1.9000000000000001
0.999999999999687,0.15846696931869864,0.004033431999864126,0.155841440863039,0.0013492825241663024,44.263549550096826,0.0509551287415185,1.9100000000000001
0.9999999999996703,0.16092626900015927,0.004079097949339428,0.15703548758453822,0.0013516840480377122,44.27030457011742,0.05108900704392643,1.92
0.9999999999996526,0.1634066360357394,0.004124963167883345,0.1582307304327592,0.0013540641143742864,44.277187438514396,0.0512244635982673,1.93
0.9999999999996342,0.16590805840104478,0.004171026297660641,0.15942714689523113,0.0013564229826525177,44.28419960630727,0.051361501056701266,1.94
0.9999999999996149,0.16843052284084728,0.004217285982043935,0.16062471474029838,0.0013587609102860636,44.291342525624486,0.05150012188816723,1.95
0.9999999999995947,0.17097401488260505,0.004263740865756427,0.16182341201478853,0.0013610781526466353,44.298617649519265,0.051640328378522976,1.96
0.9999999999995736,0.17353851884998878,0.004310389595011915,0.1630232170417034,0.0013633749630846124,44.3060264317858,0.05178212263073255,1.97
0.9999999999995514,0.17612401787641147,0.004357230817652138,0.16422410841793283,0.0013656515929493887,44.3135703267758,0.05192550656510053,1.98
0.9999999999995283,0.17873049391855883,0.004404263183281477,0.16542606501199109,0.001367908291609448,44.321250789215505,0.05207048191955251,1.99
0.999999999999504,0.18135792776991788,0.00445148534339907,0.16662906596177535,0.0013701453064721768,44.32906927402318,0.052217050249961226,2.0
0.9999999999994786,0.184006299074301,0.0044988959515283615,0.1678330906723461,0.0013723628830034117,44.337027236127184,0.052365212930517824,2.0100000000000002
0.9999999999994521,0.18667558633936293,0.0045464936633441266,0.16903811881372918,0.001374561264746731,44.3451261302845,0.05251497115414757,2.02
0.9999999999994243,0.1893657669501092,0.00459427713679703,0.17024413031873933,0.0013767406933424878,44.35336741090002,0.052666325932969556,2.0300000000000002
0.9999999999993954,0.19207681718239142,0.0046422450322357095,0.1714511053808244,0.0013789014085465873,44.361752531846406,0.0528192780987996,2.04
0.9999999999993651,0.1948087122163902,0.004690396012526472,0.17265902445193088,0.0013810436482490174,44.37028294628467,0.05297382830369586,2.05
0.9999999999993334,0.19756142615008077,0.004738728743170606,0.1738678682403897,0.001383167648492127,44.378960106485515,0.05312997702054654,2.06
