Time,Tbet_mRNA,Ifn_mRNA,Ag,Ifn_Prot,Rec_Prot,Tbet_Prot,Rec_mRNA,compartment,vtrnldeg,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13
0.0,0.0440000000000001,0.0,1.0,0.0,0.0,44.0000000000001,0.0,1.0,0.0,0.0,0.044,0.0440000000000001,4.40000000000001,0.0,0.0,0.0,0.0,4.40000000000001,0.0,0.0,0.0015810463968410698,0.0
0.01,0.044000000013467745,1.4482648079162432e-09,1.0,3.6172227892071556e-10,7.876319109740503e-06,44.00000000000347,1.5731674498857787e-05,1.0,4.9550997103891694e-11,4.0169227459676565e-09,0.044,0.044000000013467745,4.400000000000347,1.5731674498857787e-05,7.876319109740503e-07,1.4482648079162432e-09,3.6172227892071556e-10,4.400000001346775,1.448264807916243e-07,0.0015731674498857787,0.0015810463968411908,4.351679876199273e-07
0.02,0.04400000010953707,1.152552633495651e-08,1.0,5.751812798591189e-09,3.139020643652933e-05,44.00000000005443,3.130681622104615e-05,1.0,7.879195592927688e-10,1.600900528262996e-08,0.044,0.04400000010953707,4.400000000005443,3.130681622104615e-05,3.139020643652933e-06,1.152552633495651e-08,5.751812798591189e-09,4.400000010953707,1.152552633495651e-06,0.003130681622104615,0.0015810463968430218,1.7343136951372431e-06
0.03,0.04400000038092789,3.869539366969956e-08,1.0,2.893883248822138e-08,7.0370357492065e-05,44.000000000280565,4.672698269376509e-05,1.0,3.964223573894904e-09,3.588888232095315e-08,0.044,0.04400000038092789,4.400000000028057,4.672698269376509e-05,7.0370357492064995e-06,3.869539366969956e-08,2.893883248822138e-08,4.400000038092789,3.869539366969956e-06,0.004672698269376509,0.0015810463968511479,3.887970692281802e-06
0.04,0.04400000094160756,9.124353755452189e-08,1.0,9.08968249031897e-08,0.00012464718799752407,44.000000000911655,6.199371594661387e-05,1.0,1.2451619310793604e-08,6.357006587873728e-08,0.044,0.04400000094160756,4.400000000091166,6.199371594661387e-05,1.2464718799752407e-05,9.124353755452189e-08,9.08968249031897e-08,4.400000094160756,9.124353755452189e-06,0.006199371594661387,0.0015810463968738246,6.8867664246463345e-06
0.05,0.04400000193759545,1.7728039027597143e-07,1.0,2.2054799112034627e-07,0.00019405281675208223,44.00000000230634,7.710854266583133e-05,1.0,3.0212050405173905e-08,9.896693654356195e-08,0.044,0.04400000193759545,4.400000000230634,7.710854266583133e-05,1.9405281675208224e-05,1.7728039027597143e-07,2.2054799112034627e-07,4.400000193759545,1.7728039027597144e-05,0.007710854266583134,0.0015810463969239393,1.072142131029809e-05
0.06,0.04400000355731567,3.0474381051435876e-07,1.0,4.5451051560975983e-07,0.0002784210486677988,44.00000000498914,9.207297434705006e-05,1.0,6.226170099156761e-08,1.419947348205774e-07,0.044,0.04400000355731567,4.400000000498914,9.207297434705006e-05,2.784210486677988e-05,3.0474381051435876e-07,4.5451051560975983e-07,4.400000355731567,3.0474381051435875e-05,0.009207297434705006,0.0015810463970203402,1.5382747844462625e-05
0.07,0.044000006041501984,4.814017116978105e-07,1.0,8.368516419720209e-07,0.00037758735798041634,44.00000000969778,0.0001068885074464828,1.0,1.1463716554604386e-07,1.9256955257001236e-07,0.044,0.044000006041501984,4.400000000969778,0.0001068885074464828,3.7758735798041636e-05,4.814017116978105e-07,8.368516419720209e-07,4.400000604150199,4.814017116978106e-05,0.010688850744648279,0.0015810463971895352,2.0861649712832812e-05
0.08,0.044000009692676575,7.148546565055499e-07,1.0,1.4188456917875697e-06,0.0004913888716206955,44.00000001743995,0.000121556623530682,1.0,1.9436229221344812e-07,2.506083245265547e-07,0.044,0.044000009692676575,4.4000000017439955,0.000121556623530682,4.913888716206955e-05,7.148546565055499e-07,1.4188456917875697e-06,4.400000969267658,7.148546565055499e-05,0.0121556623530682,0.0015810463974677339,2.7149120912678172e-05
0.09,0.04400001488419888,1.0125384153954915e-06,1.0,2.258737213404891e-06,0.0006196643527599454,44.00000002955937,0.0001360787894247545,1.0,3.0941572382661185e-07,3.160288199075722e-07,0.044,0.04400001488419888,4.400000002955937,0.0001360787894247545,6.196643527599454e-05,1.0125384153954915e-06,2.258737213404891e-06,4.400001488419888,0.00010125384153954915,0.013607878942475449,0.0015810463979032193,3.42362448825336e-05
