x,Curve1
0.00399,134.51
0.02825,169.89
0.06271,207.05
0.07931,227.4
0.11122,257.47
0.13675,284.01
0.15462,303.48
0.1827,333.55
0.21552,341.07
0.28627,327.69
0.35059,312.09
0.42456,298.71
0.48888,285.34
0.56606,276.42
0.63039,265.27
0.70757,258.59
0.78475,247.44
0.86194,242.98
0.93269,236.29
1.01309,231.84
1.09993,222.92
1.18033,222.92
1.2543,218.46
1.3347,214
1.42475,209.54
1.50515,211.77
1.58877,207.31
1.66596,205.09
1.75601,202.86
1.83319,202.86
1.92324,200.63
1.99721,198.4
2.09369,196.17
2.1741,198.4
2.26414,193.94
2.34455,196.17
2.43781,193.94
2.51822,196.17
2.60827,193.94
2.68867,196.17
2.78193,191.71
2.86234,191.71
2.98417,192.01
