Time,Pfr,Pr,Xi,Xa,prepreS,preS,Ya,S,Gluc,Yi,V,Pi,compartment,Photoreceptor_activation,Photoreceptor_inactivation,Transducer_activation,Transducer_inactivation,preS_formation,S_generation,Glucose_sensor_inactivation,S_formation,V_formation,S_degradation,V_degradation,Photoreceptor_decay
0.0,10.0,0.0,6.0,0.0,200.0,0.0,0.9,0.0,0.0,0.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011110699603718382,50.0,0.0,30.0,0.0
0.01,9.990004998333745,0.009990004998333708,5.999970099867455,2.9900132546004213e-05,199.99999600998945,3.9810447590880016e-06,0.9,1.0954883378255887e-05,0.0,0.0,30.19900332501667,4.996667916358086e-06,1.0,0.9990004998333746,0.0,0.005993973128752867,2.3920106036803373e-05,0.0011960052779797998,3.5829402831792014e-06,0.0,0.001089250219559107,49.999999999999936,1.0954883378255887e-05,30.19900332501667,0.0009990004998333708
0.02,9.980019986673327,0.01996003997334661,5.999880797878559,0.00011920212144227768,199.99996815966315,3.169742704528032e-05,0.9,2.171208625155925e-05,0.0,0.0,30.39602653386492,1.9973353322695798e-05,1.0,0.9980019986673327,0.0,0.011975786056097079,9.536169715382215e-05,0.0047680840986039676,2.852768434075229e-05,0.0,0.0010682068182924867,49.99999999999949,2.171208625155925e-05,30.39602653386492,0.001996003997334661
0.03,9.970044955033725,0.02991013486510114,5.9997326892566685,0.00026731074333337477,199.99989280745098,0.00010647181027005315,0.9,3.259860933520972e-05,0.0,0.0,30.591089329029508,4.491010116906474e-05,1.0,0.9970044955033726,0.0,0.01794528138902229,0.00021384859466669982,0.010692424002591,9.582462924304784e-05,0.0,0.0010479034203083133,49.999999999998266,3.259860933520972e-05,30.591089329029508,0.002991013486510114
0.04,9.96007989343991,0.03984031957375962,5.999526366034828,0.00047363396517550196,199.99974654929437,0.0002511814525305899,0.9,4.41447019567316e-05,0.0,0.0,30.78421121695309,7.978698632562916e-05,1.0,0.9960079893439912,0.0,0.023902304771402427,0.0003789071721404016,0.018945334598447543,0.0002260633072775309,0.0,0.0010283057819337146,49.9999999999957,4.41447019567316e-05,30.78421121695309,0.003984031957375962
0.05,9.95012479192682,0.049750623959634074,5.999262417051095,0.000737582948909256,199.99950621743903,0.0004882633954645988,0.9,5.7077900077490556e-05,0.0,0.0,30.975411509985204,0.00012458411354276223,1.0,0.995012479192682,0.0,0.029846704854587444,0.0005900663591274049,0.029503245115250758,0.0004394370559181389,0.0,0.0010093816100411985,49.999999999990706,5.7077900077490556e-05,30.975411509985204,0.004975062395963408
0.06,9.940179640539348,0.05964107784323608,5.998941427944188,0.0010585720558160883,199.9991488792497,0.000839719591863463,0.9,7.231715764810634e-05,0.0,0.0,31.164709328315134,0.00017928161741123528,1.0,0.9940179640539348,0.0,0.03577833326810331,0.0008468576446528707,0.042342702038115056,0.0007557476326771167,0.0,0.0009911004310532723,49.99999999998109,7.231715764810634e-05,31.164709328315134,0.005964107784323608
0.07,9.930244429332348,0.06951171100532648,5.998563981149465,0.0014360188505401464,199.99865183604945,0.0013271219575367512,0.9,9.096708848192934e-05,0.0,0.0,31.352123601883125,0.0002438596623224446,1.0,0.9930244429332348,0.0,0.04169704459046223,0.0011488150804321172,0.05744036682383654,0.001194409761783076,0.0,0.0009734334700318279,49.99999999996236,9.096708848192934e-05,31.352123601883125,0.006951171100532648
0.08,9.920319148370604,0.07936255318696492,5.998130655895217,0.0018693441047881437,199.99799262198238,0.001971617352331396,0.9,0.00011431231268602136,0.0,0.0,31.53767307227124,0.00031829844242874534,1.0,0.9920319148370604,0.0,0.047602696320084896,0.001495475283830515,0.0747730136954731,0.0017744556170982565,0.0,0.0009563535389797486,49.999999999925315,0.00011431231268602136,31.53767307227124,0.007936255318696493
0.09,9.910403787728836,0.08919363408955963,5.997642028199289,0.0023579718007169805,199.99714900289544,0.0027939325062584976,0.9,0.00014381188986856022,0.0,0.0,31.721376294579734,0.0004025781816037165,1.0,0.9910403787728836,0.0,0.05349514884633717,0.0018863774405735844,0.09431752751452392,0.002514539255632648,0.0,0.0009398349335653668,49.99999999985128,0.00014381188986856022,31.721376294579734,0.008919363408955964
