I_1_task1,_1_task1
1.051475363887032e-14,6.81
4.325776652665275e-15,6.84
1.916157863116765e-15,6.87
3.823648550302773e-15,6.9
1.0488093469921283e-14,6.93
2.5790915368931324e-14,6.96
5.0731409897726046e-14,6.99
9.644824963222874e-14,7.02
1.7190174605670752e-13,7.05
1.741750317607837e-13,7.08
4.445864657111884e-14,7.11
1.14200756506437e-14,7.14
5.299960507160282e-15,7.17
8.750125602582805e-16,7.2
-7.856485570225571e-16,7.23
-1.1208558164533537e-16,7.26
5.349564967999768e-16,7.29
-2.83644426899751e-15,7.32
-1.3178520825502698e-14,7.35
-3.3404723418745806e-14,7.38
-6.642850229475632e-14,7.41
-8.78637148244942e-14,7.44
-4.707994073283182e-14,7.47
2.7276834792151355e-14,7.5
5.230749609374703e-14,7.53
4.25045692212323e-15,7.56
-7.126641351159123e-15,7.59
-5.547768017624039e-16,7.62
-4.80151345688876e-16,7.65
2.014396344773827e-15,7.68
1.2284754571921985e-14,7.71
3.4116749684718495e-14,7.74
7.119921695905834e-14,7.77
7.240644613388021e-14,7.8
5.583962440783927e-15,7.83
-2.35057600107674e-14,7.86
1.452460336833902e-14,7.89
6.878732857624033e-15,7.92
1.6111815751010268e-15,7.95
7.463894747726348e-16,7.98
-2.134716666684887e-16,8.01
-1.565661784717029e-15,8.04
-3.3101808793731024e-15,8.07
-6.315792903410135e-15,8.1
-1.3638051419655432e-14,8.13
-2.5542504024680367e-14,8.16
-4.3626292054258476e-14,8.19
-9.532560101384336e-14,8.22
-1.9055899685373632e-13,8.25
-3.293264795739392e-13,8.28
-2.715848124882315e-13,8.31
-5.202466250874811e-14,8.34
-3.768853930212077e-15,8.37
-4.237249232758772e-15,8.4
-1.1478445274515763e-15,8.43
-5.573346291149369e-16,8.46
-1.4516615780597535e-15,8.49
-3.45851100504134e-15,8.52
-6.335339028443458e-15,8.55
-8.36676832867729e-15,8.58
-8.738425209566752e-15,8.61
-7.464537143436719e-16,8.64
1.874760703136563e-14,8.67
5.244046844576309e-14,8.7
1.0302884194705377e-13,8.73
1.7320943895343356e-13,8.76
2.6565968455658384e-13,8.79
3.4470920124753265e-13,8.82
3.371520115344005e-13,8.85
2.0231798499045094e-13,8.88
-6.603756241081683e-14,8.91
-2.6278323811581776e-13,8.94
-5.57229245109427e-13,8.97
-4.562977628381319e-13,9.0
-1.3603296012594022e-13,9.03
-4.7942435521715147e-14,9.06
-1.5019055288259568e-14,9.09
7.829724715277994e-15,9.12
1.4793673168658872e-14,9.15
1.2132868360328653e-14,9.18
1.3572867177200504e-14,9.21
1.0618729819832431e-14,9.24
2.8199647577904224e-15,9.27
3.960517701388731e-15,9.3
2.805870633934091e-15,9.33
1.7189351437507484e-17,9.36
-3.538095929493095e-15,9.39
-6.124483120763181e-15,9.42
-6.470874276116923e-15,9.45
-4.063744242514582e-15,9.48
-6.940042538936184e-15,9.51
-1.009394308573302e-14,9.54
-1.3395079768725768e-14,9.57
-1.6713086473734512e-14,9.6
-1.8406763182931186e-14,9.63
-1.7785085179349705e-14,9.66
-1.502800648320193e-14,9.69
-9.716315528770728e-15,9.72
-2.7777140100715185e-15,9.75
-1.0246091241673765e-15,9.78
-1.0779117988113019e-15,9.81
-3.5137938495261312e-15,9.84
-8.908427091834621e-15,9.87
-1.1098756716563365e-14,9.9
-1.0992171949687776e-14,9.93
-1.0275010323818013e-14,9.96
-8.80198534810133e-15,9.99
-6.427810531684877e-15,10.02
-3.3439707924715364e-15,10.05
-1.9912910864392904e-15,10.08
-8.406386760754591e-16,10.11
2.491487520517616e-17,10.14
5.222980039876916e-16,10.17
5.684391468573278e-16,10.2
5.891701936382893e-16,10.23
8.23659747651838e-16,10.26
9.260133701504948e-16,10.29
8.928018564374664e-16,10.32
7.205960018159702e-16,10.35
4.0596660158919805e-16,10.38
3.198166325237154e-16,10.41
1.2030030905648395e-16,10.44
-2.4842689636645373e-17,10.47
-1.0878722129214383e-16,10.5
-1.2048577733530574e-16,10.53
-1.3041613122242666e-16,10.56
-2.838512090443027e-16,10.59
-4.305292817151822e-16,10.62
-5.626224524896544e-16,10.65
-6.693740617947082e-16,10.68
-7.370986872297858e-16,10.71
-7.49182143566733e-16,10.74
-6.860814827498338e-16,10.77
-5.25324993895779e-16,10.8
-3.099037200571432e-16,10.83
-3.5325166909264727e-16,10.86
-3.9527029141969415e-16,10.89
-4.3159060501074415e-16,10.92
-4.568513010867871e-16,10.95
-4.646987441173313e-16,10.98
-4.47786971820405e-16,11.01
-3.9777769516256047e-16,11.04
-3.053402983588631e-16,11.07
-1.6525908358525238e-16,11.1
-1.539114242857933e-16,11.13
-1.433351631732439e-16,11.16
-1.3309518717383433e-16,11.19
-1.2260756499285963e-16,11.22
-1.1113954711468146e-16,11.25
-9.78095658027244e-17,11.28
-8.158723509947732e-17,11.31
-6.129335082649685e-17,11.34
-3.559989058440162e-17,11.37
-2.5395180295760944e-17,11.4
-1.903030037387739e-17,11.43
-1.4013386202122524e-17,11.46
-1.0214198482407401e-17,11.49
-7.465016330022155e-18,11.52
-5.560637273637233e-18,11.55
-4.258377255303401e-18,11.58
-3.278070630451127e-18,11.61
-2.302070167890982e-18,11.64
-3.12380152507648e-18,11.67
-4.977697683864215e-18,11.7
-7.004274036805858e-18,11.73
-8.94630557541623e-18,11.76
-1.0522267021185216e-17,11.79
-1.1426332825577278e-17,11.82
-1.132837717003143e-17,11.85
-9.873973965961435e-18,11.88
-6.6843968547559466e-18,11.91
-7.314295131969776e-18,11.94
-1.2033542803144017e-17,11.97
-1.7296269982278195e-17,12.0
-2.3078937865069756e-17,12.03
-2.935676444313923e-17,12.06
-3.610372450402896e-17,12.09
-4.3292549631205345e-17,12.12
-5.0894728204057845e-17,12.15
-5.888050539789751e-17,12.18
-6.721888318396019e-17,12.21
-7.587762032940273e-17,12.24
-8.482323239730645e-17,12.27
-8.914620384646103e-17,12.3
-9.158293245336873e-17,12.33
-9.231183888540163e-17,12.36
-9.10600933416635e-17,12.39
-8.75418655683519e-17,12.42
-8.145832485875812e-17,12.45
-7.24976400532666e-17,12.48
-6.033497953935713e-17,12.51
-4.463251125160181e-17,12.54
-2.5039402671665645e-17,12.57
-1.1918208283109706e-18,12.6
2.2517722745292765e-17,12.63
2.9949227517999226e-17,12.66
3.503289906476435e-17,12.69
3.7169554497155674e-17,12.72
3.572027829486458e-17,12.75
3.0006422305707494e-17,12.78
1.9309605745623978e-17,12.81
2.8717151986798597e-18,12.84
-2.0105095382936404e-17,12.87
-5.045840467891359e-17,12.9
-8.906552400081067e-17,12.93
-1.3684349729207057e-16,12.96
-1.6733923813327176e-16,12.99
-1.724263728993957e-16,13.02
-1.7147238904254147e-16,13.05
-1.6323084771954025e-16,13.08
-1.463763228297134e-16,13.11
-1.1950440101487135e-16,13.14
-8.113168165931985e-17,13.17
-2.9695776889851407e-17,13.2
3.6444688424253855e-17,13.23
1.1901007667121307e-16,13.26
2.1979973749676374e-16,13.29
3.406920078041569e-16,13.32
3.8386582694997795e-16,13.35
3.992218775537681e-16,13.38
3.99447597736071e-16,13.41
3.8158054820388203e-16,13.44
3.4247783257926804e-16,13.47
2.788160973993826e-16,13.5
1.8709153211644998e-16,13.53
6.361986909776637e-17,13.56
-9.546361637427181e-17,13.59
-2.9420410610221157e-16,13.62
-5.368272389735308e-16,13.65
-7.899564236663502e-16,13.68
-8.638574987294374e-16,13.71
-9.304265130317858e-16,13.74
-9.877568076463399e-16,13.77
-1.0338335291494244e-15,13.8
-1.0665336296207355e-15,13.83
-1.083625866643361e-15,13.86
-1.0827708033037646e-15,13.89
-1.0615208081917935e-15,13.92
-1.0173200554006758e-15,13.95
-9.47504524527015e-16,13.98
-8.493020006708098e-16,14.01
-7.198320744354282e-16,14.04
-5.561061419276121e-16,14.07
-3.5502740475751475e-16,14.1
-1.9063726621476188e-16,14.13
-1.1361592674504873e-16,14.16
-3.782374719114016e-17,14.19
3.52354550969513e-17,14.22
1.0395652738309779e-16,14.25
1.6663298154508273e-16,14.28
2.2145699407458678e-16,14.31
2.665194060771786e-16,14.34
2.998097232723358e-16,14.37
3.192161159934309e-16,14.4
3.2252541918773154e-16,14.43
3.0742313241640633e-16,14.46
2.714934198545233e-16,14.49
2.1221911029104682e-16,14.52
1.2698169712883385e-16,14.55
9.737280619056079e-17,14.58
9.50990996693513e-17,14.61
9.065425213212797e-17,14.64
8.430587657960291e-17,14.67
7.635570553981021e-17,14.7
6.713959106810626e-17,14.73
5.702750474717177e-17,14.76
4.642353768700855e-17,14.79
3.5765900524940924e-17,14.82
2.552692342561782e-17,14.85
1.6213056081008375e-17,14.88
8.3648677104067e-18,14.91
2.557047060427853e-18,14.94
-6.015975949899546e-19,14.97
-4.681384545853376e-19,15.0
-1.3814334922626544e-17,15.03
-2.6931439923441305e-17,15.06
-3.94071331595973e-17,15.09
-5.094239297173025e-17,15.12
-6.122362481667229e-17,15.15
-6.992266126745024e-17,15.18
-7.66967620132897e-17,15.21
-8.118861385961097e-17,15.24
-8.302633072803218e-17,15.27
-8.182345365636731e-17,15.3
-7.717895079862722e-17,15.33
-6.867721742501915e-17,15.36
-5.588807592194595e-17,15.39
-3.8366775792009424e-17,15.42
-1.2173644574977666e-17,15.45
-1.1189639015728855e-17,15.48
-9.19169600715489e-18,15.51
-6.436600100201849e-18,15.54
-3.1705238789106434e-18,15.57
3.6922620763140992e-19,15.6
3.952464013341149e-18,15.63
7.354377863187305e-18,15.66
1.0353784721241107e-17,15.69
1.2731384358724758e-17,15.72
1.4268013522060363e-17,15.75
1.4742900100920028e-17,15.78
1.393191729627435e-17,15.81
1.1605837788442078e-17,15.84
7.528587905139066e-18,15.87
7.084625345897736e-18,15.9
1.0933545365138068e-17,15.93
1.4903506892286395e-17,15.96
1.9004108468519176e-17,15.99
2.3246625569295727e-17,16.02
2.7642708120389765e-17,16.05
3.220307801392065e-17,16.08
3.693622662438851e-17,16.11
4.184711232470311e-17,16.14
4.6935858002218223e-17,16.17
5.2196448574762723e-17,16.2
5.761542850667542e-17,16.23
6.317059932483351e-17,16.26
6.882971713468674e-17,16.29
7.454919013629167e-17,16.32
8.027277614033999e-17,16.35
8.593028008419277e-17,16.38
9.143625154791471e-17,16.41
9.724905336859755e-17,16.44
1.039252186006414e-16,16.47
1.1048577497706469e-16,16.5
1.168153039937609e-16,16.53
1.2277925294844704e-16,16.56
1.2822270045531175e-16,16.59
1.3296912195965656e-16,16.62
1.3681915525254406e-16,16.65
1.3954936598544404e-16,16.68
1.4091101318487666e-16,16.71
1.4062881476705995e-16,16.74
1.3839971305255443e-16,16.77
1.3389164028090905e-16,16.8
1.2674228412530757e-16,16.83
1.1655785320721073e-16,16.86
1.0291184261100632e-16,16.89
8.534379939865214e-17,16.92
6.33580881243249e-17,16.95
4.119346254322443e-17,16.98
3.935048898450585e-17,17.01
3.826796835708549e-17,17.04
3.8069281779656004e-17,17.07
3.8882869756065316e-17,17.1
4.084220182497199e-17,17.13
4.408574620950308e-17,17.16
4.8756939466908753e-17,17.19
5.5004156138219024e-17,17.22
6.298067839790287e-17,17.25
7.284466570352036e-17,17.28
8.475912444538017e-17,17.31
9.889187759620114e-17,17.34
1.154155343607605e-16,17.37
1.3450745982555293e-16,17.4
1.5634974460845516e-16,17.43
1.8112917450836874e-16,17.46
2.090372001548818e-16,17.49
2.402699066579367e-16,17.52
2.53434414433386e-16,17.55
2.652181338333953e-16,17.58
2.753946958250619e-16,17.61
2.8358056788913824e-16,17.64
2.893617115875996e-16,17.67
2.9229266331161834e-16,17.7
2.9189561502954454e-16,17.73
2.876594950348824e-16,17.76
2.790390486942696e-16,17.79
2.6545391919545184e-16,17.82
2.462877282952662e-16,17.85
2.2088715706761944e-16,17.88
1.8856102665145384e-16,17.91
1.485793789987438e-16,17.94
1.0017255762246781e-16,17.97
4.2530288344566665e-17,18.0
-2.519923995604522e-17,18.03
-1.0391029459551309e-16,18.06
-1.4237270191801483e-16,18.09
-1.679800505504662e-16,18.12
-1.9104690610488941e-16,18.15
-2.1085627495898083e-16,18.18
-2.2663281327719295e-16,18.21
-2.375410558781779e-16,18.24
-2.4268364510222303e-16,18.27
-2.410995596786739e-16,18.3
-2.317623435933762e-16,18.33
-2.1357833495610139e-16,18.36
-1.8538489486798553e-16,18.39
-1.4594863628895958e-16,18.42
-9.39636529051889e-17,18.45
-2.804974799648098e-17,18.48
5.3249336696245646e-17,18.51
1.5146769210353865e-16,18.54
2.6821901296002185e-16,18.57
4.0519836893689333e-16,18.6
4.889413380434388e-16,18.63
5.287097511745014e-16,18.66
5.635176142720765e-16,18.69
5.92027687944851e-16,18.72
6.127930290410357e-16,18.75
6.24253634395334e-16,18.78
6.247330845759425e-16,18.81
6.124351876315358e-16,18.84
5.854406228382514e-16,18.87
5.417035844466868e-16,18.9
4.790484254288612e-16,18.93
3.951663012252364e-16,18.96
2.876118134916972e-16,18.99
1.5379965384649117e-16,19.02
-8.998752382709137e-18,19.05
-2.0365860241184033e-16,19.08
-4.332050722535469e-16,19.11
-7.008166729700549e-16,19.14
-8.842727551483747e-16,19.17
-9.189927944802127e-16,19.2
-9.510889114833106e-16,19.23
-9.802422699340204e-16,19.26
-1.006122890870086e-15,19.29
-1.02838957008237e-15,19.32
-1.0466897956065604e-15,19.35
-1.0606596652149005e-15,19.38
-1.0699238039079133e-15,19.41
-1.0740952814061133e-15,19.44
-1.072775529641735e-15,19.47
-1.0655542602504515e-15,19.5
-1.0520093820630955e-15,19.53
-1.0317069185973845e-15,19.56
-1.0042009255496312e-15,19.59
-9.690334082864786e-16,19.62
-9.257342393366186e-16,19.65
-8.738210758824932e-16,19.68
-8.127992772520476e-16,19.71
-7.42161822410439e-16,19.74
-6.6138922745173e-16,19.77
-5.699494630906582e-16,19.8
-4.672978721543391e-16,19.83
-3.5287708707394447e-16,19.86
-2.261169473764968e-16,19.89
-1.0976035313226248e-16,19.92
-4.110706178435014e-17,19.95
2.7978983336874276e-17,19.98
9.700559166210926e-17,20.01
1.6544487882224922e-16,20.04
2.327324190858022e-16,20.07
2.982663977962251e-16,20.1
3.6140676380934554e-16,20.13
4.214743819307671e-16,20.16
4.777501853532181e-16,20.19
5.294743280939625e-16,20.22
5.758453374322087e-16,20.25
6.160192663464602e-16,20.28
6.491088459519284e-16,20.31
6.741826379379302e-16,20.34
6.902641870052527e-16,20.37
6.963311733035623e-16,20.4
6.913145648687887e-16,20.43
6.740977700605119e-16,20.46
6.435157899993599e-16,20.49
5.983543710043809e-16,20.52
5.37349157030455e-16,20.55
4.591848421056806e-16,20.58
3.6249432276872873e-16,20.61
2.4585785050628734e-16,20.64
1.2955094870959117e-16,20.67
1.0787827037093396e-16,20.7
8.447811071959907e-17,20.73
5.957617901039905e-17,20.76
3.3423389713068685e-17,20.79
6.296580288685774e-18,20.82
-2.1500771033882416e-17,20.85
-4.963782748155958e-17,20.88
-7.775567596064027e-17,20.91
-1.0546660928034247e-16,20.94
-1.3235340837638882e-16,20.97
-1.579686245345862e-16,21.0
-1.818338616143782e-16,21.03
-2.0343905827242714e-16,21.06
-2.2224177018619135e-16,21.09
-2.37666452277481e-16,21.12
-2.49103740936039e-16,21.15
-2.5590973624311384e-16,21.18
-2.574052841950233e-16,21.21
-2.5287525892673156e-16,21.24
-2.415678449354166e-16,21.27
-2.2269381930404406e-16,21.3
-1.9542583392494104e-16,21.33
-1.5889769772335332e-16,21.36
-1.1220365888103567e-16,21.39
-5.697775532158763e-17,21.42
-6.32323454208996e-17,21.45
-6.895445878510731e-17,21.48
-7.410790679765055e-17,21.51
-7.865906916975798e-17,21.54
-8.257705020619893e-17,21.57
-8.583383507103146e-17,21.6
-8.84044460533546e-17,21.63
-9.026709883306008e-17,21.66
-9.140335874658104e-17,21.69
-9.179829705264426e-17,21.72
-9.144064719802058e-17,21.75
-9.032296108327557e-17,21.78
-8.844176532852071e-17,21.81
-8.579771753916315e-17,21.84
-8.23957625716579e-17,21.87
-7.824528879925824e-17,21.9
-7.336028437776474e-17,21.93
-6.775949351127895e-17,21.96
-6.146657271795302e-17,21.99
-5.451024709573801e-17,22.02
-4.69244665881391e-17,22.05
-3.874856224996439e-17,22.08
-3.00274025130726e-17,22.11
-2.0811549452129545e-17,22.14
-1.115741505035519e-17,22.17
-1.453207846586129e-18,22.2
8.465820764892386e-18,22.23
1.8552387482468302e-17,22.26
2.871995232885153e-17,22.29
3.887512066082504e-17,22.32
4.8917482701457904e-17,22.35
5.873945307232998e-17,22.38
6.822611032575556e-17,22.41
7.725503647699648e-17,22.44
8.569615653648705e-17,22.47
9.341157804205652e-17,22.5
1.0025543059114416e-16,22.53
1.0607370537302296e-16,22.56
1.1070409470102153e-16,22.59
1.1397583154474066e-16,22.62
1.1570952906227658e-16,22.65
1.1571702013244115e-16,22.68
1.1380119688698125e-16,22.71
1.097558502428008e-16,22.74
1.0336550943417882e-16,22.77
9.440528154499269e-17,22.8
8.264069104093862e-17,22.83
6.782751930174657e-17,22.86
4.9711644153408994e-17,22.89
2.8028879400396145e-17,22.92
2.040220564452347e-17,22.95
1.7514292003683136e-17,22.98
1.4394348240230812e-17,23.01
1.1071652220698971e-17,23.04
7.579166169617658e-18,23.07
3.953650552751419e-18,23.1
2.3577796033274374e-19,23.13
-3.52975300970404e-18,23.16
-7.294103868486036e-18,23.19
-1.1004182352967897e-17,23.22
-1.4602528542698605e-17,23.25
-1.8027200976584045e-17,23.28
-2.1211662769653695e-17,23.31
-2.408466772982687e-17,23.34
-2.657014647467581e-17,23.37
-2.8587092548192184e-17,23.4
-3.004944853755292e-17,23.43
-3.0865992189883997e-17,23.46
-3.094022252902679e-17,23.49
-3.0170245972302994e-17,23.52
-2.8448662447279833e-17,23.55
-2.5662451508535816e-17,23.58
-2.1692858454424577e-17,23.61
-1.6415280443842034e-17,23.64
-9.699152612990507e-18,23.67
-1.7788100321098958e-17,23.7
-3.5599619191655786e-17,23.73
-5.4001849370155096e-17,23.76
-7.294930753761179e-17,23.79
-9.239265369905716e-17,23.82
-1.1227860561846619e-16,23.85
-1.3254985325369598e-16,23.88
-1.5314497319143797e-16,23.91
-1.7399834308213803e-16,23.94
-1.9504005607494291e-16,23.97
-2.1619583525264432e-16,24.0
-2.373869480666059e-16,24.03
-2.585301207717023e-16,24.06
-2.795374528612732e-16,24.09
-3.0031633150203755e-16,24.12
-3.2076934596904685e-16,24.15
-3.407942020806269e-16,24.18
-3.6028363663330056e-16,24.21
-3.791253318367359e-16,24.24
-3.9720182974868833e-16,24.27
-4.1439044670992793e-16,24.3
-4.3056318777918163e-16,24.33
-4.455866611680802e-16,24.36
-4.593219926760813e-16,24.39
-4.716247401254178e-16,24.42
-4.823448077960323e-16,24.45
-4.913263608605193e-16,24.48
-4.984077398190566e-16,24.51
-5.034213749343479e-16,24.54
-5.061937006665617e-16,24.57
-5.065450701082658e-16,24.6
-5.042896694193683e-16,24.63
-4.992354322620546e-16,24.66
-4.911839542357259e-16,24.69
-4.799304073119384e-16,24.72
-4.652634542693366e-16,24.75
-4.469651631285986e-16,24.78
-4.248109215873723e-16,24.81
-3.9856935145520383e-16,24.84
-3.680022230884916e-16,24.87
-3.3286436982541853e-16,24.9
-2.929036024208753e-16,24.93
-2.4786062348142406e-16,24.96
-1.9746894190022592e-16,24.99
-1.4145478729195905e-16,25.02
-7.953702442779238e-17,25.05
-6.31450499826454e-17,25.08
-6.580001204325745e-17,25.11
-6.846235544218522e-17,25.14
-7.112457832526926e-17,25.17
-7.377876343480616e-17,25.2
-7.641657057504025e-17,25.23
-7.902922907765188e-17,25.26
-8.160753026724822e-17,25.29
-8.414181992685539e-17,25.32
-8.662199076340637e-17,25.35
-8.90374748732321e-17,25.38
-9.137723620755348e-17,25.41
-9.362976303796871e-17,25.44
-9.578306042194583e-17,25.47
-9.782464266831273e-17,25.5
-9.974152580274671e-17,25.53
-1.0152022003326485e-16,25.56
-1.0314672221571587e-16,25.59
-1.0460650831926814e-16,25.62
-1.0588452589190161e-16,25.65
-1.0696518652589782e-16,25.68
-1.0783235832332986e-16,25.71
-1.084693583615529e-16,25.74
-1.0885894515869474e-16,25.77
-1.0898331113914566e-16,25.8
-1.0882407509904922e-16,25.83
-1.0836227467179221e-16,25.86
-1.0757835879349518e-16,25.89
-1.0645218016850272e-16,25.92
-1.0496298773487399e-16,25.95
-1.0308941912987227e-16,25.98
-1.0080949315545627e-16,26.01
-9.810060224377036e-17,26.04
-9.493950492263345e-17,26.07
-9.130231828103141e-17,26.1
-8.716451043460663e-17,26.13
-8.25008929911466e-17,26.16
-7.728561351607715e-17,26.19
-7.149214799795173e-17,26.22
-6.509329331393921e-17,26.25
-5.806115969531838e-17,26.28
-5.036716319296662e-17,26.31
-4.1982018142847035e-17,26.34
-3.287572963150436e-17,26.37
-2.301758596155281e-17,26.4
-1.2376151117162604e-17,26.43
-8.407236042258145e-18,26.46
-6.091818873262245e-18,26.49
-3.7703591349949845e-18,26.52
-1.4475362329701203e-18,26.55
8.717848438091835e-19,26.58
3.182551044172813e-18,26.61
5.4795187761045796e-18,26.64
7.757251428064786e-18,26.67
1.0010116890311772e-17,26.7
1.2232285076224852e-17,26.73
