Time,T,I,F_1,F_2,R,A,N,E,V,d,beta,rho,psi_1,delta,mu_1,s_1,s_2,mu_2,s_1_prime,s_2_prime,psi_2,p_1,delta_1,p_2,p_3,delta_2,q_1,q_2,r_e,alpha,p,s_3,s_4,c,k,d_a,q,compartment,Uninfected_Death,Uninfected_Infection,Refractory_To_Uninfected,Uninfected_To_Refractory_IFN,Infected_Death,Infected_Killing_Immune,IFN_AB_Production_Infected,IFN_AB_Degradation,IFN_G_Production_CTLs,IFN_G_Production_NK,IFN_G_Degradation,NK_Cells_Proliferaton,NK_Cells_Production_IFN,HBV_S_CTL_Proliferation,HBV_S_CTL_Proliferation_Antigen,Infected_To_Refractory,Virus_Production,Virus_Clearance_Natural,Virus_Clearance_Antibodies,Antibody_Turnover,Antibody_Production_Virus
0.36,0.13807192913836153,0.4696431930090888,0.06464055582881033,0.08017684327538659,0.14725566540195137,0.5906557353831643,0.13988695893391134,0.25777587657649703,1.24840697793874,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.0025857842125849156,1.2065897185565564,0.7362783270097568,0.2799330473396309,0.26300018808508974,0.39788524702957156,0.4696431930090888,0.3167387235611706,0.12888793828824852,0.41966087680173403,0.4137125113009948,0.12031859765413354,0.013963313492580785,0.0956637370158578,0.12106268575610285,0.7907446823060787,7.8927265647322695,0.8364326752189558,5.899029932895042,0.13590229585278946,6.2420348896936995
0.39,0.11900605258655798,0.45966227195665105,0.06877538968920044,0.0841449809429252,0.15652957479523505,0.6030937765704204,0.14397777205279833,0.2643111380315675,1.2753450502108499,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.002642981842240326,1.0624164607797917,0.7826478739761753,0.2547782953660376,0.2574108722957246,0.40384368875510995,0.45966227195665105,0.3369994094770822,0.13215556901578376,0.431933316158395,0.43418810166549404,0.12324817320751076,0.015190706034963787,0.0972253801720126,0.12149385821103832,0.8122437353934562,7.654256555568809,0.8544811836412695,6.153221302096431,0.13177286617862044,6.37672525105425
0.42,0.10567018894568639,0.44549658438964995,0.07200309316280198,0.08798160454432233,0.16435500325326138,0.6122567509944971,0.1481932444735072,0.27088624034277364,1.2877547357111923,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.002682989433162941,0.9525410036681288,0.8217750162663069,0.23667858529182487,0.249478087258204,0.4053548482797515,0.44549658438964995,0.35281515649772976,0.13544312017138682,0.4445797334205216,0.4539850794487032,0.12623200676592253,0.016359265249183977,0.09875344256786536,0.12067889483085946,0.8231055905859466,7.3612263655028665,0.8627956729264988,6.307492244514495,0.12873075866982697,6.438773678555961
0.45,0.09670273856017572,0.4285629079283704,0.07435182086958475,0.09171626156116156,0.1708537649749746,0.6189368199050317,0.1525331459777066,0.2774671550334087,1.2874420834812192,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.002709891784319473,0.8714942264717659,0.854268824874873,0.22482933701886237,0.23999522843988744,0.40334282079755784,0.4285629079283704,0.3643239222609653,0.13873357751670434,0.45759943793311975,0.4732559096555936,0.12926678535585023,0.017466755665069836,0.10023956645553751,0.1189121308157296,0.8254299429383788,7.036497114605289,0.8625861959324169,6.3747624716941935,0.12651297579152948,6.437210417406096
0.48,0.09097489466332179,0.4099856429516559,0.07588126766960714,0.09537382301680278,0.17615942478041566,0.6237879542169199,0.1569971339778093,0.28402790152339225,1.2763566444263743,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.002727075316010035,0.8128148789566417,0.8807971239020783,0.2181187937005527,0.22959196005292734,0.3986438810895577,0.4099856429516559,0.371818211581075,0.14201395076169612,0.47099140193342787,0.49212892676670233,0.13234903390056307,0.01851456335947197,0.10167802633980523,0.11644736182227758,0.8211398611563278,6.6970765469967946,0.8551589517656708,6.369407200623206,0.1249023991999826,6.3817832221318715
0.51,0.08760228522382046,0.39060597861368834,0.07667022014180862,0.098975251792636,0.1804047762454833,0.6273212714747163,0.16158484392437797,0.29054925721878655,1.2564114694543416,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.0027371931443285384,0.7704516113393303,0.9020238812274164,0.21541722622943277,0.2187393480236655,0.3919625389878313,0.39060597861368834,0.37568407869486226,0.14527462860939327,0.4847545317731339,0.5107122992500017,0.1354751821383124,0.019506736812182936,0.10306519317419897,0.11349027695142437,0.8118668267849748,6.3548577449850825,0.8417956845344089,6.305389124108114,0.1237293378703942,6.282057347271708
0.54,0.08591901717087229,0.37102302475988314,0.07680658848789619,0.10253824824479704,0.1837152283060593,0.6299210278243533,0.16629595366142852,0.29701738006237866,1.2293761463455817,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.0027422429484873835,0.7393875315912879,0.9185761415302964,0.21572784949440982,0.20777289386553457,0.38386330959274584,0.37102302475988314,0.37635228359069134,0.14850869003118933,0.49888786098428556,0.5290973609431527,0.13864160945726453,0.02044911737124497,0.10439902800162958,0.11020028675699954,0.7989250713646519,6.017681969086996,0.8236820180515397,6.195279085510012,0.1228662187623147,6.146880731727908
0.57,0.08543734709103068,0.3516447015062006,0.07638012877240036,0.1060777891277331,0.1862059273043616,0.631868289145072,0.17113022503606803,0.30342255052514616,1.196823451739317,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.002743687958726908,0.7157739445705621,0.931029636521808,0.2182420864559667,0.19692103284347234,0.3747824324880696,0.3516447015062006,0.37426263098476176,0.15171127526257308,0.5133906751082041,0.5473613918991028,0.14184467111517277,0.021348628454938304,0.10567865317898063,0.10669693220966509,0.7833355423794472,5.690393571423984,0.8018717126653424,6.049878294873775,0.12221972800383611,5.984117258696585
0.6,0.08580660246530315,0.3327359444113734,0.07547755943249897,0.10960657588537986,0.18798097087771337,0.6333647524441484,0.17608752734486177,0.3097581211456319,1.1601116040073516,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.0027425801926040908,0.696816646543108,0.9399048543885669,0.22234017150597846,0.18633212887036912,0.365047999669415,0.3327359444113734,0.36984004121924496,0.15487906057281595,0.5282625820345853,0.5655699315685602,0.14508071005843434,0.022212736005430972,0.10690401376497996,0.10306766097848444,0.7658709983592934,5.37573295906205,0.7772747746849256,5.8781903910376005,0.12172290218854274,5.800558020036758
0.63,0.08677751886459492,0.3144590496546314,0.0741795859467271,0.11313540692482932,0.18913368263683686,0.63455334631233,0.18116784714492398,0.3160196879153961,1.1203883373076549,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.0027396674434062153,0.6805716405347101,0.9456684131841843,0.2275662245854613,0.1760970678065936,0.3549016682025944,0.3144590496546314,0.36347997113896285,0.15800984395769804,0.543503541434772,0.5837786997321193,0.14834605830579745,0.023049063575518076,0.10807562238262589,0.09937525073402866,0.7471055034213084,5.075027779263259,0.7506601859961288,5.687569348863039,0.12132828902430647,5.601941686538274
0.66,0.08817393088580551,0.29690498392908504,0.07255932601927804,0.11667348689045089,0.18974734248247493,0.6355345796888748,0.1863712884262087,0.3222044619084671,1.0786068819174246,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.0027354782073425836,0.6657350606139882,0.9487367124123747,0.23359561353560607,0.16626679100028763,0.3445184197330486,0.29690498392908504,0.35554069749446243,0.16110223095423354,0.559113865278626,0.6020351923547266,0.1516370312765636,0.023865132908211167,0.10919437331737113,0.09566411058481292,0.7274597347533523,4.78869606156515,0.7226666108846745,5.483935770791346,0.12100251954329357,5.393034409587123
0.69,0.08987146274283711,0.2801165392477505,0.07068170642086405,0.12022868373146506,0.18989607209685194,0.6363788703840771,0.19169806625252295,0.32831080601974555,1.0355475577064959,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.0027303856117714886,0.6514632162559871,0.9494803604842597,0.2402035442211376,0.1568652619787403,0.33402306448760766,0.2801165392477505,0.34634036146223385,0.16415540300987277,0.5750941987575688,0.6203800080543597,0.15494991764756627,0.024668200859891347,0.11026141033520528,0.09196528677989065,0.7072388989085765,4.5165969526772285,0.6938168636633523,5.272004680017998,0.1207222150324864,5.177737788532479
0.72,0.09178202783029697,0.2641048980765193,0.06860348725995401,0.123807742759875,0.1896457300199995,0.6371355364597439,0.1971484962888469,0.33433789984868395,0.9918409551004966,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.002724653916509109,0.6372322190098348,0.9482286500999975,0.24723850015958265,0.14789874292285082,0.3235033479048127,0.2641048980765193,0.33615708757377466,0.16716894992434198,0.5914454888665407,0.638847952640955,0.15828096669989342,0.025465165671192235,0.11127803428672768,0.0883002769626542,0.6866628569362949,4.258267156549081,0.6645334399173328,5.055496952085597,0.12047100189536504,4.959204775502483
0.75,0.09384283784694117,0.24886115222096575,0.0663736739687765,0.12741646494193606,0.18905476064234147,0.6378391941462718,0.20272298186765023,0.34028550184245576,0.9479905255119884,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.002718471486459177,0.6227348481624064,0.9452738032117074,0.25460143214987885,0.13936224524374083,0.31301998215128046,0.24886115222096575,0.32523100244700487,0.17014275092122788,0.6081689456029507,0.6574689591003902,0.16162637449033856,0.026262522710807798,0.1122456395391419,0.0846838420726031,0.6658891738248225,4.01307492787483,0.6351536520930322,4.837324102806939,0.12023738754343778,4.7399526275599415
0.78,0.09600865354473372,0.23436423017384986,0.06403413303965046,0.1310598560386508,0.18817497760038324,0.6385142799855871,0.20842199988153984,0.3461537809072465,0.9043933072793038,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.0027119740393657986,0.607807085947282,0.9408748880019162,0.26222995688510164,0.13124396889735593,0.3026142586429153,0.23436423017384986,0.3137672518942873,0.17307689045362326,0.6252659996446195,0.6762688571594382,0.16498226984691924,0.02706635203490101,0.11316567043543224,0.08112606438409432,0.6450305876110737,3.7803185765313754,0.6059435158771336,4.619744331369827,0.1200132590447851,4.521966536396519
0.81,0.098246454882364,0.22058615671690632,0.061620311989024436,0.13474225085266134,0.18705228042461036,0.6391781738081844,0.21424608617715507,0.35194320084089836,0.8613583667271096,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.002705260635352908,0.592377841399412,0.9352614021230519,0.27008695939135463,0.12352824776146755,0.29231361997162886,0.22058615671690632,0.30193952874621977,0.17597160042044918,0.6427382585314652,0.6952700143997326,0.1683447007349261,0.027882328470860848,0.11403959211138072,0.07763379805614004,0.624167780522451,3.5592856723241817,0.5771101057071635,4.404491742712275,0.11979284629568278,4.306791833635549
0.84,0.10053173495728195,0.20749554111146698,0.05916197752735531,0.13846741722780836,0.18572730671140775,0.639843369889921,0.2201958210934071,0.3576544401394809,0.8191227297666624,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.002698404795128154,0.5764348041647117,0.9286365335570388,0.27815236306611824,0.11619750302242152,0.2821357818746586,0.20749554111146698,0.289893689884041,0.17882722006974044,0.6605874632802213,0.7144918728954912,0.17170962146640736,0.02871574415401295,0.11486887079399768,0.07421170158766037,0.6033588049438185,3.3492877667203698,0.5488122289436639,4.192881982138659,0.11957200119654625,4.095613648833313
0.87,0.10284594226297829,0.19505982457916732,0.05668392886982982,0.14223864283391724,0.1842360229663753,0.6405189741917752,0.22627181545409625,0.3632883374335806,0.7778648855836594,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.002691462173211065,0.5600017297779468,0.9211801148318766,0.2864173105394542,0.1092335017643337,0.27209173906758327,0.19505982457916732,0.2777512514621661,0.1816441687167903,0.6788154463622887,0.7339513970230129,0.17507288098520365,0.02957153795901214,0.11565496065916274,0.07086295937145157,0.5826459391108173,3.1496789342669054,0.5211694733410518,3.9858977485907845,0.11934770056833065,3.889324427918297
0.9,0.10517466782212817,0.18324673102006447,0.0542066694751052,0.14605880867259005,0.18261026457818771,0.6412117659066776,0.23247469710668664,0.3688458540367131,0.7377163061329698,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.0026844759965336156,0.5431234721115176,0.9130513228909386,0.29487997196592924,0.10261816937123612,0.2621880119118265,0.18324673102006447,0.2656126804280155,0.18442292701835655,0.6974240913200599,0.7536634527505647,0.17843021231184095,0.03045432963746421,0.11639929499832041,0.06758979700253152,0.5620607837446806,2.9598647934934617,0.4942699251090898,3.784259003149382,0.11911769371898304,3.688581530664849
0.93,0.10750646904037903,0.17202505029358778,0.05174701351852503,0.14993044889885176,0.1808782176890382,0.6419268793391297,0.23880509826917762,0.3743280511681216,0.6987707726364617,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.0026774805928788626,0.5258566490433445,0.904391088445191,0.3035428461732229,0.09633402816440917,0.2524281428473006,0.17202505029358778,0.25356036624077266,0.1871640255840608,0.7164152948075329,0.7736411163180751,0.18177722330982604,0.03136845386844159,0.11710328063839887,0.06439380182849683,0.5416276532596686,2.779303637049327,0.46817641766642937,3.5884779316153312,0.11888027605940893,3.4938538631823084
0.96,0.10983197405759666,0.1613651511581963,0.049318627594323435,0.1538558021164457,0.1790648549594046,0.6426683197028205,0.24526364359669253,0.3797360729241578,0.6610922069853504,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.00267050407782721,0.5082634348910603,0.895324274797023,0.3124106817042427,0.09036448464858994,0.24281389190324398,0.1613651511581963,0.24166127521218483,0.1898680364620789,0.7357909307900776,0.7938959389208599,0.18510938872636712,0.03231799381012043,0.11776829392214826,0.061276168807626576,0.5213662600668018,2.607505552791961,0.4429317786801848,3.3989041426552347,0.11863411785866361,3.3054610349267524
0.99,0.11214327912439069,0.1512392089538988,0.046932507526295145,0.1578368537162107,0.1771923228184897,0.6434393048043636,0.25185093904550376,0.3850711358890923,0.6247210072046049,0.003,7.0,5.0,14.0,0.56,5.0,1.5,0.6,0.14,1.9,2.0,21.0,1.0,4.9,0.5,3.0,5.16,0.8,0.6,0.5,1.0,20.0,1.7,1.0,0.67,8.0,0.332,5.0,1.0,0.002663570162626828,0.4904078360007154,0.8859616140924486,0.3214891068751813,0.08469395701418334,0.2333460540261559,0.1512392089538988,0.2299692868788462,0.19253556794454615,0.7555528171365113,0.8144381651756473,0.18842204354740172,0.033306812768455374,0.11839567809708824,0.058237853982845596,0.5012935388960509,2.444028866909236,0.4185630748270853,3.2157604045793025,0.11837815080495129,3.1236050360230245
