F_2_1_task1,_1_task1
0.0,0.0
0.01125227930157991,0.03
0.021163209288289266,0.06
0.02993898622291404,0.09
0.037756566826631505,0.12
0.044767942402205586,0.15
0.05110364840231643,0.18
0.056875653299123176,0.21
0.06217976775169736,0.24
0.06709770256280137,0.27
0.07169887951331369,0.3
0.07604206289129302,0.33
0.08017684327538659,0.36
0.0841449809429252,0.39
0.08798160454432233,0.42
0.09171626156116156,0.45
0.09537382301680278,0.48
0.098975251792636,0.51
0.10253824824479704,0.54
0.1060777891277331,0.57
0.10960657588537986,0.6
0.11313540692482932,0.63
0.11667348689045089,0.66
0.12022868373146506,0.69
0.123807742759875,0.72
0.12741646494193606,0.75
0.1310598560386508,0.78
0.13474225085266134,0.81
0.13846741722780836,0.84
0.14223864283391724,0.87
0.14605880867259005,0.9
0.14993044889885176,0.93
0.1538558021164457,0.96
0.1578368537162107,0.99
0.1618753710503249,1.02
0.16597293231634022,1.05
0.17013095254730365,1.08
0.1743507013306659,1.11
0.17863332070077012,1.14
0.18297983779634971,1.17
0.1873911761304695,1.2
0.19186816470552223,1.23
0.19641154423647672,1.26
0.20102197270930436,1.29
0.20570002965414322,1.32
0.21044621975031394,1.35
0.21526097366523006,1.38
0.22014465056290677,1.41
0.22509753805837898,1.44
0.23011985334257534,1.47
0.2352117424485067,1.5
0.24037327983472864,1.53
0.24560446770882047,1.56
0.25090523485165217,1.59
0.2562754357502236,1.62
0.26171484902314895,1.65
0.2672231762563773,1.68
0.2728000405153917,1.71
0.27844498508524257,1.74
0.2841574718562201,1.77
0.2899368802553772,1.8
0.2957825058134138,1.83
0.3016935593910693,1.86
0.307669165671378,1.89
0.31370836252592593,1.92
0.3198101004370126,1.95
0.32597324177061654,1.98
0.33219656060477465,2.01
0.3384787426861447,2.04
0.3448183854795999,2.07
0.3512139987219216,2.1
0.35766400493160716,2.13
0.364166740574683,2.16
0.3707204572084293,2.19
0.37732332301088606,2.22
0.38397342459398837,2.25
0.39066876911587856,2.28
0.39740728676128156,2.31
0.4041868330729332,2.34
0.41100519238660926,2.37
0.41786008051591295,2.4
0.4247491490929453,2.43
0.43166998844130783,2.46
0.438620131869355,2.49
0.44559705973380914,2.52
0.4525982037956688,2.55
0.4596209517210354,2.58
0.46666265189808304,2.61
0.47372061806060967,2.64
0.480792134221577,2.67
0.4878744596618649,2.7
0.49496483403744934,2.73
0.5020604824892736,2.76
0.5091586206218867,2.79
0.5162564597188939,2.82
0.5233512118168114,2.85
