T_1_task1,_1_task1
0.9,0.0
0.825914101575216,0.03
0.7517324606700417,0.06
0.6750141237421742,0.09
0.5957097486061275,0.12
0.5155610433932649,0.15
0.43742899819043646,0.18
0.3645058894742057,0.21
0.2995458993253173,0.24
0.24431802363292907,0.27
0.19941245826552523,0.3
0.16438060063136048,0.33
0.13807192913836153,0.36
0.11900605258655798,0.39
0.10567018894568639,0.42
0.09670273856017572,0.45
0.09097489466332179,0.48
0.08760228522382046,0.51
0.08591901717087229,0.54
0.08543734709103068,0.57
0.08580660246530315,0.6
0.08677751886459492,0.63
0.08817393088580551,0.66
0.08987146274283711,0.69
0.09178202783029697,0.72
0.09384283784694117,0.75
0.09600865354473372,0.78
0.098246454882364,0.81
0.10053173495728195,0.84
0.10284594226297829,0.87
0.10517466782212817,0.9
0.10750646904037903,0.93
0.10983197405759666,0.96
0.11214327912439069,0.99
0.11443352712177446,1.02
0.11669660762517468,1.05
0.11892691101839856,1.08
0.12111920996021577,1.11
0.12326852660238698,1.14
0.12537006672940482,1.17
0.12741917377614992,1.2
0.1294112901866209,1.23
0.13134194210485534,1.26
0.13320673841401517,1.29
0.13500137773154305,1.32
0.1367216611006316,1.35
0.1383635171915034,1.38
0.13992302237422263,1.41
0.1413964414450611,1.44
0.14278025666713576,1.47
0.14407121260187716,1.5
0.14526634582131237,1.53
0.14636302393242992,1.56
0.14735898697170186,1.59
0.14825238170829994,1.62
0.14904179542989304,1.65
0.14972628054881362,1.68
0.15030537996894705,1.71
0.15077914063271544,1.74
0.1511481336611569,1.77
0.15141344730191353,1.8
0.15157668727894957,1.83
0.15163996517800055,1.86
0.1516058793538066,1.89
0.15147748457894952,1.92
0.15125826527979033,1.95
0.15095208962402207,1.98
0.1505631621222157,2.01
0.15009598398768834,2.04
0.14955529371803372,2.07
0.1489460070981334,2.1
0.14827317851890565,2.13
0.1475419227572819,2.16
0.1467573862332132,2.19
0.14592468242248657,2.22
0.14504884754002695,2.25
0.14413479989150801,2.28
0.14318730227191068,2.31
0.1422109333244641,2.34
0.14121005355080796,2.37
0.14018878948606017,2.4
0.13915102091547074,2.43
0.13810036808603607,2.46
0.1370401858221307,2.49
0.1359735642628649,2.52
0.13490333091950782,2.55
0.13383205736549614,2.58
0.13276206854490147,2.61
0.1316954534464632,2.64
0.13063407784644945,2.67
0.12957959821894158,2.7
0.12853347642641458,2.73
0.12749699451335944,2.76
0.1264712691444817,2.79
0.1254572664249573,2.82
0.12445581585807322,2.85
0.12346762361606678,2.88
0.12249328505109175,2.91
0.12153329646239348,2.94
0.12058806576270086,2.97
0.1196579224311115,3.0
0.1187431264221959,3.03
0.11784387630261513,3.06
0.11696031650621344,3.09
0.11609254384604374,3.12
0.11524061328938244,3.15
0.11440454309188212,3.18
0.1135843193245865,3.21
0.11277989987294945,3.24
0.11199121794915125,3.27
0.11121818518528263,3.3
0.11046069434413187,3.33
0.10971862170422865,3.36
0.10899182915087978,3.39
0.10828016601828631,3.42
0.10758347070828919,3.45
0.10690157212066635,3.48
0.10623429091564576,3.51
0.10558144063415707,3.54
0.10494282869259429,3.57
0.10431825727000799,3.6
0.10370752410135557,3.63
0.103110423188716,3.66
0.10252674544257424,3.69
0.10195627925823071,3.72
0.10139881103972,3.75
0.10085412567465765,3.78
0.10032200696578754,3.81
0.09980223802501928,3.84
0.09929460163036155,3.87
0.09879888055946905,3.9
0.09831485788737508,3.93
0.09784231726025051,3.96
0.0973810431523164,3.99
0.09693082109307972,4.02
0.09649143788157405,4.05
0.09606268177920763,4.08
0.0956443426871124,4.11
0.0952362123069476,4.14
0.09483808428873514,4.17
0.0944497543634556,4.2
0.09407102046625823,4.23
0.09370168284288423,4.26
0.09334154414872937,4.29
0.09299040953651874,4.32
0.09264808673505939,4.35
0.09231438611455915,4.38
0.09198912075029703,4.41
0.09167210647618491,4.44
0.09136316192489499,4.47
0.09106210856452053,4.5
0.09076877073543957,4.53
0.09048297567329888,4.56
0.09020455352224224,4.59
0.08993333735460846,4.62
0.08966916317483362,4.65
0.08941186994506903,4.68
0.08916129952362077,4.71
0.08891729672294918,4.74
0.08867970923593432,4.77
0.08844838776190769,4.8
0.08822318617121161,4.83
0.08800396054375995,4.86
0.08779057003324338,4.89
0.08758287698545886,4.92
0.08738074647911084,4.95
0.08718404627592054,4.98
0.08699264661557116,5.01
0.08680642053957942,5.04
0.08662524404253942,5.07
0.08644899586132133,5.1
0.08627755741162994,5.13
0.08611081229947523,5.16
0.08594864666582056,5.19
0.08579094919819993,5.22
0.08563761132897407,5.25
0.08548852701425806,5.28
0.08534359265506125,5.31
0.08520270623203713,5.34
0.08506576861837588,5.37
0.08493268245972635,5.4
0.08480335374728948,5.43
0.08467769055515129,5.46
0.08455560888007593,5.49
0.08443700778342128,5.52
0.08432180270804196,5.55
0.08420990990471305,5.58
0.08410118806323766,5.61
0.08399574930228455,5.64
0.08389333389993868,5.67
0.08379391021442717,5.7
0.08369741078392809,5.73
0.08360376371121583,5.76
0.08351289771236384,5.79
0.0834247349754129,5.82
0.08333920788090177,5.85
0.08325628500555278,5.88
0.08317586774377701,5.91
0.08309792266687593,5.94
0.08302234725271161,5.97
0.0829491111491615,6.0
0.08287812183522196,6.03
0.08280934014060275,6.06
0.08274271500993619,6.09
0.08267821004503469,6.12
0.08261576611953468,6.15
0.08255532950735937,6.18
0.08249685035361826,6.21
0.08244028285233886,6.24
0.0823855714056632,6.27
0.0823326625585533,6.3
0.0822815155181657,6.33
0.08223209037337877,6.36
0.0821843437398299,6.39
0.08213823223131478,6.42
0.08209370672359582,6.45
0.08205073753468352,6.48
0.08200929065388851,6.51
0.08196932267437682,6.54
0.08193080705240062,6.57
0.08189367800123216,6.6
0.08185794352673888,6.63
0.08182354491021532,6.66
0.08179043224219584,6.69
0.08175858462230517,6.72
0.08172798289605945,6.75
0.08169859186977006,6.78
0.08167038147674398,6.81
0.08164332165826896,6.84
0.08161737791646598,6.87
0.08159251992909065,6.9
0.08156874156245411,6.93
0.08154599721330143,6.96
0.08152427542009526,6.99
0.0815035421382362,7.02
0.08148376998113821,7.05
0.08146493924566135,7.08
0.08144701393996813,7.11
0.08142999176780788,7.14
0.08141384673701087,7.17
0.08139855412784561,7.2
0.08138409392200296,7.23
0.08137044515093357,7.26
0.081357591551461,7.29
0.08134551437394083,7.32
0.08133419144143215,7.35
0.08132360062767462,7.38
0.08131371980640785,7.41
0.08130453383022059,7.44
0.08129603539411441,7.47
0.08128820310740668,7.5
0.08128101624974596,7.53
0.08127446500082874,7.56
0.08126853069602655,7.59
0.08126319966767462,7.62
0.0812584572628229,7.65
0.08125429042995307,7.68
0.08125068582251418,7.71
0.08124762862487456,7.74
0.08124510403539045,7.77
0.0812430990035313,7.8
0.08124160258624989,7.83
0.08124060205810285,7.86
0.08124008812192307,7.89
0.08124004619064883,7.92
0.08124046616334488,7.95
0.081241337036199,7.98
0.08124264189825196,8.01
0.08124437053579497,8.04
0.08124652294882803,8.07
0.08124909254257279,8.1
0.08125205612235323,8.13
0.08125541167240023,8.16
0.08125915798163466,8.19
0.08126327424576626,8.22
0.08126775294375226,8.25
0.08127259407559262,8.28
0.08127776762385959,8.31
