F_1_1_task1,_1_task1
1.1438121907057216e-08,4.8
9.875279977661267e-09,4.83
8.525921518488171e-09,4.86
7.360883979241817e-09,4.89
6.354999007738198e-09,4.92
5.4864452364824195e-09,4.95
4.736645510792666e-09,4.98
4.089272771306897e-09,5.01
3.5303890748412516e-09,5.04
3.0478780371619077e-09,5.07
2.63128323067143e-09,5.1
2.271649269039345e-09,5.13
1.961143019041858e-09,5.16
1.6930775131333872e-09,5.19
1.461648574500633e-09,5.22
1.2618424027231702e-09,5.25
1.0893487690202965e-09,5.28
9.404713620656936e-10,5.31
8.119273881605245e-10,5.34
7.009414552057563e-10,5.37
6.05120378430603e-10,5.4
5.223859571685261e-10,5.43
4.509846147572053e-10,5.46
3.8949859807213556e-10,5.49
3.362938945977798e-10,5.52
2.903592428622382e-10,5.55
2.506668626502118e-10,5.58
2.1582143912350501e-10,5.61
1.8679697589426926e-10,5.64
1.612944556059182e-10,5.67
1.3921210186794743e-10,5.7
1.2015837512187987e-10,5.73
1.0371804151338208e-10,5.76
8.953091746967541e-11,5.79
7.724969338003443e-11,5.82
6.659741517777383e-11,5.85
5.747128007091697e-11,5.88
4.9560309810824485e-11,5.91
4.278075023656367e-11,5.94
3.689991780832893e-11,5.97
3.185793942492358e-11,6.0
2.748868535347405e-11,6.03
2.3728588057990377e-11,6.06
2.047350918921683e-11,6.09
1.767048552799296e-11,6.12
1.5252089169783457e-11,6.15
1.3165577183427754e-11,6.18
1.136771551951849e-11,6.21
9.824310323546924e-12,6.24
8.490720872130946e-12,6.27
7.328580389714411e-12,6.3
6.329101341253905e-12,6.33
5.464356735964962e-12,6.36
4.716914709698318e-12,6.39
4.0720072714234e-12,6.42
3.5122046677273866e-12,6.45
3.028241627450222e-12,6.48
2.6114089684698868e-12,6.51
2.250598648653219e-12,6.54
1.94065677904328e-12,6.57
1.668834608772347e-12,6.6
1.4373798631429857e-12,6.63
1.2364208709962653e-12,6.66
1.061678146896684e-12,6.69
9.306859677099862e-13,6.72
8.050376876412728e-13,6.75
6.965505331588923e-13,6.78
6.019027568701597e-13,6.81
5.197382383649683e-13,6.84
4.48432815059259e-13,6.87
3.86329973949076e-13,6.9
3.3313012645952383e-13,6.93
2.866703822896566e-13,6.96
2.464076097634862e-13,6.99
2.1089038553112558e-13,7.02
1.7895113731482606e-13,7.05
1.5368992091112694e-13,7.08
1.3616151302374234e-13,7.11
1.18428104673304e-13,7.14
1.0238032815595547e-13,7.17
8.847746885845666e-14,7.2
7.640871457632067e-14,7.23
6.592513075113796e-14,7.26
5.693927614709174e-14,7.29
4.942558181515244e-14,7.32
4.324899806887568e-14,7.35
3.8272886239629597e-14,7.38
3.43606076587829e-14,7.41
3.0622904978798367e-14,7.44
2.5491406493114967e-14,7.47
1.9784846416851025e-14,7.5
1.6132220208043457e-14,7.53
1.5271396484294343e-14,7.56
1.3535800424711581e-14,7.59
1.1501494289685228e-14,7.62
9.928470004189955e-15,7.65
8.495759497635785e-15,7.68
7.002574604106094e-15,7.71
5.293202618011104e-15,7.74
3.2150869161607395e-15,7.77
2.4169994722562196e-15,7.8
3.940910716831179e-15,7.83
4.323955104112318e-15,7.86
2.6002961215197326e-15,7.89
2.428696133469086e-15,7.92
2.2372243768670516e-15,7.95
1.9521730384693035e-15,7.98
1.710247387789794e-15,8.01
1.5159302385670175e-15,8.04
1.369221590800966e-15,8.07
1.2953468710438117e-15,8.1
1.3830271199524087e-15,8.13
1.6399727764463757e-15,8.16
2.117526421325013e-15,8.19
3.697666712072836e-15,8.22
6.69924130625798e-15,8.25
1.1122250203880498e-14,8.28
9.191573378717772e-15,8.31
2.0297143730671673e-15,8.34
4.206864621058423e-16,8.37
3.9501167250155246e-16,8.4
2.5983153716808337e-16,8.43
2.1025014052522217e-16,8.46
2.127456182702006e-16,8.49
2.548564246310612e-16,8.52
3.2836005595637923e-16,8.55
3.768290533101678e-16,8.58
3.744043088911172e-16,8.61
1.0464926826153018e-16,8.64
-5.340188675939189e-16,8.67
-1.6289526138581673e-15,8.7
-3.2675044857142516e-15,8.73
-5.537026998344909e-15,8.76
-8.524250532229412e-15,8.79
-1.1078889243872475e-14,8.82
-1.084002214037681e-14,8.85
-6.4987962952587074e-15,8.88
2.144151421659998e-15,8.91
8.480289310715011e-15,8.94
1.7960485036548255e-14,8.97
1.470871829444434e-14,9.0
4.396114521513425e-15,9.03
1.5583954887067407e-15,9.06
4.967476656927333e-16,9.09
-2.4055772222739316e-16,9.12
-4.664154567779682e-16,9.15
-3.82178438706123e-16,9.18
-4.2932368574352958e-16,9.21
-3.34614875359367e-16,9.24
-8.351887457598827e-17,9.27
-1.2071422323555967e-16,9.3
-8.376848199994235e-17,9.33
5.9573122451188874e-18,9.36
1.204560807957895e-16,9.39
2.0375061833933688e-16,9.42
2.1482727623568087e-16,9.45
1.3701870335935758e-16,9.48
2.2844619215859307e-16,9.51
3.2807224534665547e-16,9.54
4.315431852022005e-16,9.57
5.345053340038653e-16,9.6
5.8628886204725795e-16,9.63
5.653525311554732e-16,9.66
4.768558433638228e-16,9.69
3.075902694674685e-16,9.72
8.686195532837076e-17,9.75
2.972497119640139e-17,9.78
2.954366513379052e-17,9.81
1.0452830993688563e-16,9.84
2.728891784020317e-16,9.87
3.4040217037338263e-16,9.9
3.357182170223138e-16,9.93
3.1204231251545967e-16,9.96
2.6484287046247573e-16,9.99
1.895883044730141e-16,10.02
9.230584694178075e-17,10.05
4.954645416198747e-17,10.08
1.339070643866111e-17,10.11
-1.3533255722406316e-17,10.14
-2.8597291815418315e-17,10.17
-2.917326133458354e-17,10.2
-2.8853265351800724e-17,10.23
-3.527990001520982e-17,10.26
-3.7448091035396334e-17,10.29
-3.526813282973671e-17,10.32
-2.865031981560788e-17,10.35
-1.750494641038573e-17,10.38
-1.3774946164235256e-17,10.41
-6.492455548836062e-18,10.44
-1.0698698224545019e-18,10.47
2.2528979790277276e-18,10.5
3.1002098871031434e-18,10.53
3.808412100372016e-18,10.56
9.202325056336276e-18,10.59
1.429646225202808e-17,10.62
1.884011540274702e-17,10.65
2.2489812310889814e-17,10.68
2.4809316865952024e-17,10.71
2.5269629044526415e-17,10.74
2.3248984910304148e-17,10.77
1.803285661407368e-17,10.8
1.1007058410241195e-17,10.83
1.2230832837706288e-17,10.86
1.3373146283566147e-17,10.89
1.430457993198142e-17,10.92
1.486504661532824e-17,10.95
1.4863790814197877e-17,10.98
1.4079388657396895e-17,11.01
1.225974792194714e-17,11.04
9.12210803308546e-18,11.07
4.51121258224207e-18,11.1
3.8958476712482276e-18,11.13
3.319399883454069e-18,11.16
2.774861288745652e-18,11.19
2.250679254222223e-18,11.22
1.7307564441963044e-18,11.25
1.1944508201935053e-18,11.28
6.165756409526134e-19,11.31
-3.260053757429848e-20,11.34
-7.873538622220761e-19,11.37
-1.1042403098664333e-18,11.4
-1.2875755417046588e-18,11.43
-1.4039466053581316e-18,11.46
-1.4591272273971668e-18,11.49
-1.460537248827823e-18,11.52
-1.4172426250918684e-18,11.55
-1.339955426066802e-18,11.58
-1.241033836065837e-18,11.61
-1.1344821538379038e-18,11.64
-9.570041464214798e-19,11.67
-7.396002871128593e-19,11.7
-5.169908523427567e-19,11.73
-3.0203553506288465e-19,11.76
-1.0875580737897804e-19,11.79
4.766507944916164e-20,11.82
1.5088209500764487e-19,11.85
1.8338842972854978e-19,11.88
1.2651549488987832e-19,11.91
2.381450978671084e-19,11.94
5.297845397634774e-19,11.97
8.350443087880233e-19,12.0
1.1516964246348476e-18,12.03
1.4774259140560815e-18,12.06
1.809830810861826e-18,12.09
2.1464221559202646e-18,12.12
2.4846239971576118e-18,12.15
2.8217733895580447e-18,12.18
3.15512039516385e-18,12.21
3.4818280830752605e-18,12.24
3.7989725294505965e-18,12.27
3.984176427079548e-18,12.3
4.102227411631164e-18,12.33
4.155220715346025e-18,12.36
4.134145484201782e-18,12.39
4.029615977610264e-18,12.42
3.83187156841748e-18,12.45
3.530776742903595e-18,12.48
3.1158211007830063e-18,12.51
2.576119355204238e-18,12.54
1.9004113327499638e-18,12.57
1.0770619734371577e-18,12.6
2.502180631955545e-19,12.63
-5.128941367671061e-20,12.66
-2.8313007571421256e-19,12.69
-4.2520506746652024e-19,12.72
-4.560638462140781e-19,12.75
-3.5290418196824213e-19,12.78
-9.157215747122903e-20,12.81
3.534378318038073e-19,12.84
1.008983077652863e-18,12.87
1.9032725591410936e-18,12.9
3.0658669426026037e-18,12.93
4.5276785816408505e-18,12.96
5.439901596623061e-18,12.99
5.542903345449118e-18,13.02
5.460895674198321e-18,13.05
5.155545414780718e-18,13.08
4.586054922700271e-18,13.11
3.709162077054788e-18,13.14
2.4791402805361517e-18,13.17
8.477984594299994e-19,13.2
-1.2355189363842119e-18,13.23
-3.8239319334327374e-18,13.26
-6.973025034648276e-18,13.29
-1.0740847219369757e-17,13.32
-1.2103524489616182e-17,13.35
-1.2603636459841202e-17,13.38
-1.2633435541855459e-17,13.41
-1.2101421965348073e-17,13.44
-1.0910540394034144e-17,13.47
-8.958179925655102e-18,13.5
-6.136174091978303e-18,13.53
-2.330800858797014e-18,13.56
2.577217374068702e-18,13.59
8.712713772773309e-18,13.62
1.6206077069445446e-17,13.65
2.402449115321751e-17,13.68
2.6298386426867993e-17,13.71
2.834474713286004e-17,13.74
3.0104160404946007e-17,13.77
3.1513839865418726e-17,13.8
3.250762562511126e-17,13.83
3.30159842833975e-17,13.86
3.296600892819167e-17,13.89
3.22814191359486e-17,13.92
3.088256097166358e-17,13.95
2.86864069888723e-17,13.98
2.5606556229651338e-17,14.01
2.155323422461744e-17,14.04
1.643329299292763e-17,14.07
1.0150211042280388e-17,14.1
5.016511091325632e-18,14.13
2.6151470525430157e-18,14.16
2.561720500741837e-19,14.19
-2.013235736061649e-18,14.22
-4.142727984428903e-18,14.25
-6.078786232176571e-18,14.28
-7.764721875037713e-18,14.31
-9.140676167329208e-18,14.34
-1.0143620221952337e-17,14.37
-1.0707355010392438e-17,14.4
-1.0762511362718858e-17,14.43
-1.0236549967585127e-17,14.46
-9.05376137222896e-18,14.49
-7.135265982472103e-18,14.52
-4.39901406272025e-18,14.55
-3.4123607511836707e-18,14.58
-3.285520701865791e-18,14.61
-3.090564051572987e-18,14.64
-2.836315185221694e-18,14.67
-2.5326899767689845e-18,14.7
-2.1906957892125873e-18,14.73
-1.8224314745909683e-18,14.76
-1.4410873739832016e-18,14.79
-1.0609453175090297e-18,14.82
-6.973786243289332e-19,14.85
-3.6685210264397914e-19,14.88
-8.692204969598445e-20,14.91
1.2376374823262334e-19,14.94
2.45466015818729e-19,14.97
2.57353988698527e-19,15.0
7.02855891277036e-19,15.03
1.137829573871006e-18,15.06
1.548958080581696e-18,15.09
1.9266093922458322e-18,15.12
2.260693322147993e-18,15.15
2.540661516020553e-18,15.18
2.7555074520438243e-18,15.21
2.8937664408459243e-18,15.24
2.9435156255028654e-18,15.27
2.8923739815385048e-18,15.3
2.72750231692457e-18,15.33
2.4356032720806442e-18,15.36
2.0029213198741397e-18,15.39
1.4152427656204123e-18,15.42
5.449969933644443e-19,15.45
4.914881869306117e-19,15.48
4.043258003162383e-19,15.51
2.921114198473094e-19,15.54
1.6311695215083243e-19,15.57
2.5341257052009186e-20,15.6
-1.1343321952866154e-19,15.63
-2.4558381267816934e-19,15.66
-3.6359100559390117e-19,15.69
-4.599817966864582e-19,15.72
-5.272730666824923e-19,15.75
-5.579149457275892e-19,15.78
-5.442341804890898e-19,15.81
-4.783775012589509e-19,15.84
-3.5225498905658945e-19,15.87
-3.4764566742702965e-19,15.9
-4.867132734728947e-19,15.93
-6.284083392480336e-19,15.96
-7.729421866136681e-19,15.99
-9.20589143289592e-19,16.02
-1.0716448870733954e-18,16.05
-1.2263847900596868e-18,16.08
-1.3850222628594487e-18,16.11
-1.5476670988191721e-18,16.14
-1.7142838182401856e-18,16.17
-1.8846500125978704e-18,16.2
-2.0583146887610004e-18,16.23
-2.2345566132108696e-18,16.26
-2.412342656260612e-18,16.29
-2.5902861362745187e-18,16.32
-2.7666051638871668e-18,16.35
-2.939080986222738e-18,16.38
-3.1050163311143343e-18,16.41
-3.2800041028871884e-18,16.44
-3.482970249863856e-18,16.47
-3.681337150141684e-18,16.5
-3.871556498497389e-18,16.53
-4.049481594619763e-18,16.56
-4.210327969883931e-18,16.59
-4.348634014125419e-18,16.62
-4.458221602414443e-18,16.65
-4.532156721830125e-18,16.68
-4.5627100982346146e-18,16.71
-4.541317823047359e-18,16.74
-4.458541980019268e-18,16.77
-4.304031272006925e-18,16.8
-4.066481647746826e-18,16.83
-3.733596928629449e-18,16.86
-3.2920494354736254e-18,16.89
-2.7274406153006395e-18,16.92
-2.024261668108543e-18,16.95
-1.315726751844578e-18,16.98
-1.2459008417329127e-18,17.01
-1.2003210696608603e-18,17.04
-1.1828987961876543e-18,17.07
-1.1976963522133142e-18,17.1
-1.2489254930740524e-18,17.13
-1.3409458526377948e-18,17.16
-1.4782633973995808e-18,17.19
-1.6655288805770304e-18,17.22
-1.9075362962058956e-18,17.25
-2.2092213332353817e-18,17.28
-2.5756598296236486e-18,17.31
-3.012066226433425e-18,17.34
-3.523792021927217e-18,17.37
-4.11632422566285e-18,17.4
-4.7952838125891895e-18,17.43
-5.566424177141169e-18,17.46
-6.435629587335422e-18,17.49
-7.408913638866092e-18,17.52
-7.821679885069166e-18,17.55
-8.192163170305985e-18,17.58
-8.513207347593597e-18,17.61
-8.772757428595884e-18,17.64
-8.957793208375355e-18,17.67
-9.05430010849099e-18,17.7
-9.047240020096063e-18,17.73
-8.920522147035902e-18,17.76
-8.656973848945848e-18,17.79
-8.238311484348907e-18,17.82
-7.645111253753766e-18,17.85
-6.8567800427526504e-18,17.88
-5.8515262651187464e-18,17.91
-4.6063307059046174e-18,17.94
-3.096917364539875e-18,17.97
-1.2977242979283409e-18,18.0
8.181255364530417e-19,18.03
3.2788534374567492e-18,18.06
4.4760027718453316e-18,18.09
5.2698875096347896e-18,18.12
5.984558245316725e-18,18.15
6.597690756196168e-18,18.18
7.085141253180713e-18,18.21
7.420891060539888e-18,18.24
7.576991295664216e-18,18.27
7.523507548823984e-18,18.3
7.228464562928497e-18,18.33
6.657790913284873e-18,18.36
5.7752636873572735e-18,18.39
4.542453164525786e-18,18.42
2.9186674958457177e-18,18.45
8.608973838057569e-19,18.48
-1.6762392379118328e-18,18.51
-4.7405525246725324e-18,18.54
-8.382336041131892e-18,18.57
-1.2654422081474352e-17,18.6
-1.526758874606678e-17,18.63
-1.6510463795997354e-17,18.66
-1.7598790806591156e-17,18.69
-1.8490925052946192e-17,18.72
-1.91418069533321e-17,18.75
-1.9502857614122855e-17,18.78
-1.9521874374730526e-17,18.81
-1.9142926352538382e-17,18.84
-1.8306249987834285e-17,18.87
-1.694814458874415e-17,18.9
-1.5000867876164583e-17,18.93
-1.2392531528697148e-17,18.96
-9.046996727581497e-18,18.99
-4.883769701627161e-18,19.02
1.821027278507476e-19,19.05
6.2401376020989796e-18,19.08
1.3384520279995453e-17,19.11
2.1714208893111654e-17,19.14
2.7422963795386798e-17,19.17
2.849957831430839e-17,19.2
2.949425813622599e-17,19.23
3.039703631601228e-17,19.26
3.119759616595308e-17,19.29
3.1885268620508477e-17,19.32
3.244902960107298e-17,19.35
3.2877497380736654e-17,19.38
3.315892994904604e-17,19.41
3.328122237676458e-17,19.44
3.323190418063366e-17,19.47
3.299813668813332e-17,19.5
3.256671040224306e-17,19.53
3.1924042366202685e-17,19.56
3.1056173528272805e-17,19.59
2.994876610649603e-17,19.62
2.85871009534577e-17,19.65
2.6956074921046014e-17,19.68
2.504019822521385e-17,19.71
2.2823591810739145e-17,19.74
2.0289984715984783e-17,19.77
1.742271143766095e-17,19.8
1.42047092955853e-17,19.83
1.0618515797442444e-17,19.86
6.646266003546988e-18,19.89
3.001473498511609e-18,19.92
8.543298586615552e-19,19.95
-1.305275533208429e-18,19.98
-3.4618843293195296e-18,20.01
-5.598919733419987e-18,20.04
-7.698659957747585e-18,20.07
-9.742211679990005e-18,20.1
-1.1709483500247356e-17,20.13
-1.3579159397994747e-17,20.16
-1.532867218904266e-17,20.19
-1.693417698249948e-17,20.22
-1.8370524637733916e-17,20.25
-1.961123522133555e-17,20.28
-2.062847146407744e-17,20.31
-2.139301221787809e-17,20.34
-2.1874225912762618e-17,20.37
-2.2040044013825018e-17,20.4
-2.1856934478189927e-17,20.43
-2.128987521197429e-17,20.46
-2.0302327527249454e-17,20.49
-1.8856209599002408e-17,20.52
-1.6911869922098296e-17,20.55
-1.442806076824216e-17,20.58
-1.1361911642939594e-17,20.61
-7.668902742460307e-18,20.64
-3.986312146026298e-18,20.67
-3.2778526491202645e-18,20.7
-2.5153872338722597e-18,20.73
-1.7061273817670214e-18,20.76
-8.580822387720496e-19,20.79
1.9918735567849036e-20,20.82
9.182031190348698e-19,20.85
1.8262328776436527e-18,20.88
2.7325817165465877e-18,20.91
3.624912430938222e-18,20.94
4.489954256960635e-18,20.97
5.313480222608792e-18,21.0
6.080284498634932e-18,21.03
6.774159749453947e-18,21.06
7.377874484048683e-18,21.09
7.873150406874424e-18,21.12
8.240639768764272e-18,21.15
8.459902717834242e-18,21.18
8.509384650388048e-18,21.21
8.366393561822352e-18,21.24
8.00707739753167e-18,21.27
7.406401403813499e-18,21.3
6.5381254787734384e-18,21.33
5.374781523229799e-18,21.36
3.887650791619239e-18,21.39
2.1285808795949937e-18,21.42
2.3183807560299746e-18,21.45
2.4900271149577154e-18,21.48
2.642401773338111e-18,21.51
2.7744728274789937e-18,21.54
2.8852997285155917e-18,21.57
2.974038357889861e-18,21.6
3.0399461028299613e-18,21.63
3.082386931829691e-18,21.66
3.100836470127862e-18,21.69
3.094887075187762e-18,21.72
3.0642529121765543e-18,21.75
3.008775029444709e-18,21.78
2.928426434005435e-18,21.81
2.82331716701406e-18,21.84
2.6936993792475097e-18,21.87
2.5399724065837136e-18,21.9
2.3626878454809606e-18,21.93
2.162554628457429e-18,21.96
1.9404440995705664e-18,21.99
1.6973950898964227e-18,22.02
1.4346189930092252e-18,22.05
1.1535048404607375e-18,22.08
8.556243772595683e-19,22.11
5.42737137350793e-19,22.14
2.1679551909524616e-19,22.17
-1.138363662632956e-19,22.2
-4.512554336836341e-19,22.23
-7.934269563980517e-19,22.26
-1.1374777985749372e-18,22.29
-1.4803123211342931e-18,22.32
-1.8186072261231183e-18,22.35
-2.1488064010911587e-18,22.38
-2.4671157634666678e-18,22.41
-2.769498104931787e-18,22.44
-3.0516679357983148e-18,22.47
-3.309086329383427e-18,22.5
-3.5369557663851034e-18,22.53
-3.730214979257871e-18,22.56
-3.88353379658851e-18,22.59
-3.991307987471521e-18,22.62
-4.047654105884867e-18,22.65
-4.046404335065593e-18,22.68
-3.981101331885418e-18,22.71
-3.844993071226422e-18,22.74
-3.631027690356592e-18,22.77
-3.331848333305554e-18,22.8
-2.9397879952401986e-18,22.83
-2.4468643668401263e-18,22.86
-1.84477467867356e-18,22.89
-1.1248905455728016e-18,22.92
-8.647941832836865e-19,22.95
-7.591721931076367e-19,22.98
-6.451624818168123e-19,23.01
-5.237720613581119e-19,23.04
-3.9613341252156227e-19,23.07
-2.6350832047111605e-19,23.1
-1.2729171027530457e-19,23.13
1.098451756211468e-20,23.16
1.4964765157135242e-19,23.19
2.868803337859393e-19,23.22
4.2071672421207804e-19,23.25
5.490386652978385e-19,23.28
6.695718464025127e-19,23.31
7.798819682659528e-19,23.34
8.773709074777844e-19,23.37
9.592728809467564e-19,23.4
1.0226506103700609e-18,23.43
1.0643914867025766e-18,23.46
1.081203734626206e-18,23.49
1.0696125770191714e-18,23.52
1.0259563994253006e-18,23.55
9.463829145233487e-19,23.58
8.268453265962544e-19,23.61
6.630984960004929e-19,23.64
4.506951036353433e-19,23.67
7.40660084038242e-19,23.7
1.3605585310594073e-18,23.73
2.000586814259761e-18,23.76
2.659184464600974e-18,23.79
3.334660393630094e-18,23.82
4.025190018603827e-18,23.85
4.7288123876135305e-18,23.88
5.443427304710419e-18,23.91
6.166792455029907e-18,23.94
6.896520529916526e-18,23.97
7.630076352049192e-18,24.0
8.364774000565398e-18,24.03
9.097773936186414e-18,24.06
9.826080126342236e-18,24.09
1.054653717029603e-17,24.12
1.125582742426916e-17,24.15
1.1950468126566286e-17,24.18
1.2626808522699702e-17,24.21
1.3281026990514376e-17,24.24
1.390912816531307e-17,24.27
1.4506940064980667e-17,24.3
1.5070111215109254e-17,24.33
1.559410777412317e-17,24.36
1.6074210658403367e-17,24.39
1.6505512667412597e-17,24.42
1.6882915608820067e-17,24.45
1.720112742362647e-17,24.48
1.7454659311288556e-17,24.51
1.7637822854844108e-17,24.54
1.7744727146036823e-17,24.57
1.7769275910441e-17,24.6
1.770516463258648e-17,24.63
1.754587768108343e-17,24.66
1.7284685433747195e-17,24.69
1.691464140272317e-17,24.72
1.6428579359611447e-17,24.75
1.5819110460591906e-17,24.78
1.5078620371548974e-17,24.81
1.4199266393196143e-17,24.84
1.3172974586201312e-17,24.87
1.1991436896311438e-17,24.9
1.0646108279476874e-17,24.93
9.128203826977027e-18,24.96
7.428695890544868e-18,24.99
5.538311207491075e-18,25.02
3.447528025830052e-18,25.05
2.8964403534362633e-18,25.08
2.989133626735666e-18,25.11
3.0814010922052684e-18,25.14
3.1729823224979028e-18,25.17
3.2636036348232208e-18,25.2
3.3529778562200214e-18,25.23
3.44080408882842e-18,25.26
3.52676747516215e-18,25.29
3.610538963380863e-18,25.32
3.6917750725623e-18,25.35
3.770117657974608e-18,25.38
3.8451936763486115e-18,25.41
3.91661495115001e-18,25.44
3.983977937851691e-18,25.47
4.046863489205973e-18,25.5
4.104836620516849e-18,25.53
4.157446274912259e-18,25.56
4.204225088616366e-18,25.59
4.244689156221773e-18,25.62
4.278337795961807e-18,25.65
4.304653314982789e-18,25.68
4.323100774616264e-18,25.71
4.333127755651279e-18,25.74
4.334164123606638e-18,25.77
4.3256217940031544e-18,25.8
4.306894497635923e-18,25.83
4.2773575458465574e-18,25.86
4.236367595795469e-18,25.89
4.183262415734119e-18,25.92
4.1173606502772815e-18,25.95
4.037961585675271e-18,25.98
3.9443449150862505e-18,26.01
3.835770503848475e-18,26.04
3.711478154752497e-18,26.07
3.570687373313509e-18,26.1
3.4125971330435712e-18,26.13
3.236385640723803e-18,26.16
3.041210101676754e-18,26.19
2.8262064850386177e-18,26.22
2.5904892890314048e-18,26.25
2.3331513062353505e-18,26.28
2.0532633888611124e-18,26.31
1.7498742140219166e-18,26.34
1.4220100490060121e-18,26.37
1.068674516548849e-18,26.4
6.88848360105193e-19,26.43
5.318536631835324e-19,26.46
4.2991137933606e-19,26.49
3.275698544606859e-19,26.52
2.250228965035545e-19,26.55
1.22471943135551e-19,26.58
2.0126161820630153e-20,26.61
-8.179745011572164e-20,26.64
-1.8307396541815192e-19,26.67
-2.8347042683303407e-19,26.7
-3.8274574704013355e-19,26.73
-4.806506085841604e-19,26.76
-5.769273638064045e-19,26.79
-6.713099347764102e-19,26.82
-7.63523713223504e-19,26.85
-8.532854604684651e-19,26.88
-9.403032073551556e-19,26.91
-1.0242761541820903e-18,26.94
-1.1048945706340758e-18,26.97
-1.1818396957138593e-18,27.0
-1.2547836376736904e-18,27.03
