Normal_cells_1_task1,Tumor_cells_2_task1,_1_task1
1.0,1.0,0.0
0.8061999905726454,1.4796165067691485,0.3
0.5659932661095326,1.9694492898289664,0.6
0.35083840342281447,2.3560244856167354,0.8999999999999999
0.19925897179219768,2.5954273079595307,1.2
0.10776317988640993,2.7138085446330664,1.5
0.057038013451534114,2.7568327526696494,1.7999999999999998
0.030014706705452407,2.760061584570734,2.1
0.015826701710317557,2.7447805463470307,2.4
0.008391106015990111,2.722253805564366,2.6999999999999997
0.004478391212522342,2.698026621630851,3.0
0.0024061867153537565,2.674653826399084,3.3
0.0013009570010762551,2.6531936360634116,3.5999999999999996
0.0007074010257207113,2.633978388563983,3.9
0.0003866013670952668,2.6170018664954986,4.2
0.00021222311017742975,2.602111034153396,4.5
0.00011695338018307489,2.589099473436403,4.8
6.467087419084939e-05,2.577751715505466,5.1
3.5866684876159405e-05,2.5678631635938607,5.3999999999999995
1.9943192086822548e-05,2.5592480004573925,5.7
1.1114111766499253e-05,2.5517413022884523,6.0
6.2059167483750665e-06,2.5451984778372987,6.3
3.4711956374559024e-06,2.539493584258324,6.6
1.944461146124341e-06,2.534517278062207,6.8999999999999995
1.0906464068544318e-06,2.5301747584087915,7.199999999999999
6.124369722976492e-07,2.526383858509457,7.5
3.442460786171608e-07,2.5230733413510826,7.8
1.936655634120355e-07,2.520181408360063,8.1
1.0903453612762083e-07,2.5176544083100687,8.4
6.142747736233541e-08,2.51544572563782,8.7
3.4626774454210205e-08,2.5135148254549997,9.0
1.9529028009919313e-08,2.5118264336113034,9.299999999999999
1.1018970644828415e-08,2.5103498323570435,9.6
6.219696154335203e-09,2.509058254644027,9.9
3.5119151634426314e-09,2.5079283625519064,10.2
1.9835686981903422e-09,2.506939797481692,10.5
1.1206314684310526e-09,2.5060747916673565,10.799999999999999
6.332522684755346e-10,2.50531783216777,11.1
3.579124916089739e-10,2.504655369859204,11.4
2.0232631005746363e-10,2.504075567091627,11.7
1.1439141544866341e-10,2.5035680786266195,12.0
6.468335484174788e-11,2.503123861275705,12.299999999999999
3.657958261309902e-11,2.5027350083185658,12.6
2.0688393931733872e-11,2.5023946054017037,12.9
1.1701557158800025e-11,2.5020966049547844,13.2
6.619517376229698e-12,2.501835716905221,13.5
3.74480215031505e-12,2.5016073129279532,13.799999999999999
2.118554115732133e-12,2.5014073434379642,14.1
1.1985391652602211e-12,2.5012322648342025,14.399999999999999
6.779703760864289e-13,2.5010789759413905,14.7
3.835669548982811e-13,2.50094476283584,15.0
2.1702930178642276e-13,2.500827249982461,15.299999999999999
1.2281899248908778e-13,2.500724358012809,15.6
6.949276928183134e-14,2.5006342667980253,15.899999999999999
3.9304518686494327e-14,2.5005553829601217,16.2
2.2281587350528547e-14,2.500486313900266,16.5
1.2633154739415054e-14,2.5004258373048995,16.8
7.157001257464811e-15,2.500372880910569,17.099999999999998
4.07032931524862e-15,2.50032651364117,17.4
2.3149525512402793e-15,2.5002859129119597,17.7
1.3169818106502299e-15,2.500250361215123,18.0
7.466938384336752e-16,2.5002192297142622,18.3
4.26613187749923e-16,2.500191972519808,18.599999999999998
2.416743291718329e-16,2.5001681015526813,18.9
1.3910784479703484e-16,2.5001472046668045,19.2
8.227088073727529e-17,2.500128910764168,19.5
4.9408337344007115e-17,2.5001128919987514,19.8
2.893588106560758e-17,2.5000988610927863,20.099999999999998
1.5882849217032844e-17,2.500086569401425,20.4
8.186483490458863e-18,2.500075803239812,20.7
4.18889856043115e-18,2.5000663753617323,21.0
2.303710058912712e-18,2.5000581205055443,21.3
1.3658135422307363e-18,2.5000508927629532,21.599999999999998
7.934540313240411e-19,2.5000445640211812,21.9
4.0918759510895465e-19,2.5000390222285347,22.2
1.8068456488506616e-19,2.500034169488283,22.5
7.50813117104321e-20,2.500029920178385,22.8
3.91346255751085e-20,2.500026199316926,23.099999999999998
2.5909849775350622e-20,2.5000229412698554,23.4
1.3642056491783167e-20,2.5000200885781125,23.7
2.8113104691304322e-21,2.5000175907513937,24.0
-1.3882487629552502e-21,2.500015403560029,24.3
3.4679442357378845e-22,2.5000134882862026,24.599999999999998
2.8156840657650314e-21,2.5000118111283673,24.9
2.4300004842732206e-21,2.500010342512199,25.2
5.343197220322774e-22,2.5000090565159945,25.5
-2.8199033167223454e-22,2.5000079304217677,25.8
1.9886835194822772e-22,2.50000694434053,26.099999999999998
5.994472185827476e-22,2.500006080867034,26.4
3.086531959423919e-22,2.500005324761677,26.7
-1.1636463569149817e-22,2.500004662674411,27.0
-1.5151417635865536e-22,2.5000040829120547,27.3
5.0161302168654274e-23,2.5000035752368572,27.599999999999998
1.2414624366670437e-22,2.5000031306862693,27.9
2.517467849273737e-23,2.5000027414123087,28.2
-5.668430036636668e-23,2.500002400541735,28.5
-3.108681622469587e-23,2.500002102055422,28.799999999999997
2.332007669951244e-23,2.500001840683033,29.099999999999998
2.67336018743335e-23,2.500001611809973,29.4
-3.782817262584703e-24,2.5000014113954205,29.7
-1.662740859041314e-23,2.5000012359007724,30.0
