Time,Metabolic_outcome_of_Pentose_Phosphate_Shunt,Metabolic_outcome_of_Serine_Biosynthesis_Flux,Metabolic_outcome_of_Glycolytic_Flux,Glucose,Fructose_6_Phosphate,Fructose_1_6_Bisphosphate,_3_Phosphoglycerate,Phosphoenolpyruvate,Pyruvate,Oxaloacetate,Phosphofructokinase_1,Fructose_1_6_Bisphosphatase,Large_sized_enzyme_clusters,Medium_sized_enzyme_clusters,Small_sized_enzyme_clusters,Pyruvate_Kinase_M2_dimers,Phosphoenolpyruvate_Carboxykinase_1,Glycosylated_Phosphofructokinase,Pyruvate_Kinase_M2_tetramers,k1,k_1,k2,k_2,k3,k_3,k4,k_4,k5,k_5,k_6,kas,k_as,kam,k_am,kal,k_al,kg,k_g,kd,k_d,kp,ks,kf,delta_p,delta_s,delta_f,c2,c_2,c_6,e2,e_2,e_6,e_d,c_d,alpha,K1,K2,K3,k0,Cytoplasm,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R17_1,R18_1
0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,99.98999999999849,100.0,0.0,0.0,0.0,99.98999999999849,100.0,0.01,0.999999999999996,10.0,10.0,40.0,7.0,10.0,10.0,14.0,7.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,0.1,0.1,39.599999999999405,6.930693069306931,0.1,0.1,0.14,0.07,0.00999999999999996,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999849,0.01,0.999999999999996,100.97999999999847,0.05,0.05,0.05,0.005,0.005,0.005,0.0,0.0
0.05,0.01191136331500786,0.012969699365113435,0.011768608170942413,0.40322330345668467,0.018746729821525268,0.09064003673999285,0.020167570401365843,0.02212286170825261,0.00755312381942229,7.538157534591269e-05,95.23282252785627,100.0,0.0,0.0,0.0,95.0875550682469,100.0,4.767177472142274,5.90244493175152,10.0,10.0,40.0,7.0,10.0,10.0,14.0,7.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,4.032233034566847,0.18746729821525268,65.4772953102803,62.28047056318942,0.9064003673999286,0.20167570401365842,0.2823459856191218,0.15486003195776826,0.1305789729657154,0.0755312381942229,0.0753815753459127,0.0,0.0,0.0,0.0,0.0,0.0,95.23282252785627,4.767177472142274,5.90244493175152,102.99001527011522,0.09373364910762634,0.10083785200682921,0.03776561909711145,0.00595568165750393,0.006484849682556718,0.005884304085471206,0.0,0.0
0.1,0.020384781273431296,0.02166808848357849,0.013713437868955453,0.6525683737827134,0.054541794846462974,0.2347150329298635,0.056544662072238364,0.03203920213595149,0.0117709984167384,0.00011607245836364676,90.92835034663214,100.0,0.0,0.0,0.0,90.23821668165704,100.0,9.071649653366405,10.751783318341406,10.0,10.0,40.0,7.0,10.0,10.0,14.0,7.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,6.5256837378271335,0.5454179484646298,160.66526439109236,155.80276083303642,2.347150329298635,0.5654466207223836,0.7916252690113371,0.22427441495166042,0.34447855905829156,0.117709984167384,0.11607245836364675,0.0,0.0,0.0,0.0,0.0,0.0,90.92835034663214,9.071649653366405,10.751783318341406,107.39218778842205,0.2727089742323149,0.2827233103611918,0.058854992083692,0.010192390636715648,0.010834044241789244,0.0068567189344777265,0.0,0.0
0.15,0.03890903305958085,0.04136158751662471,0.017837208671211753,0.8203085458010704,0.10038662686378631,0.3870605504331275,0.10854156905115882,0.054843453915258765,0.026684676767927934,0.00026240394573554297,87.03350285232071,100.0,0.0,0.0,0.0,85.46615050960212,100.0,12.966497147677892,15.523849490396346,10.0,10.0,40.0,7.0,10.0,10.0,14.0,7.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,8.203085458010705,1.0038662686378632,251.95727101476456,246.22471655749084,3.870605504331275,1.0854156905115881,1.5195819667162234,0.3839041774068114,0.8513815241139653,0.26684676767927934,0.262403945735543,0.0,0.0,0.0,0.0,0.0,0.0,87.03350285232071,12.966497147677892,15.523849490396346,109.31556014735533,0.5019331343189316,0.5427078452557941,0.13342338383963967,0.019454516529790425,0.020680793758312353,0.008918604335605877,0.0,0.0
0.2,0.06877048781514494,0.07403617899828387,0.027521315040737775,0.9408876357523638,0.14912433988016552,0.5257690199142697,0.16401506785274383,0.08397239464315172,0.0582365092824149,0.0005743002130509377,83.50929910199065,100.0,0.0,0.0,0.0,80.89699991803715,100.0,16.490700898007926,20.09300008196132,10.0,10.0,40.0,7.0,10.0,10.0,14.0,7.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,9.408876357523638,1.4912433988016551,326.47848894295635,320.27718948009493,5.257690199142697,1.6401506785274385,2.2962109499384136,0.587806762502062,1.687257332447336,0.582365092824149,0.5743002130509377,0.0,0.0,0.0,0.0,0.0,0.0,83.50929910199065,16.490700898007926,20.09300008196132,108.77352369442174,0.7456216994008276,0.8200753392637192,0.2911825464120745,0.03438524390757247,0.03701808949914193,0.013760657520368888,0.0,0.0
0.25,0.10981525420481739,0.11925119712046375,0.04697755306929559,1.0329966574305556,0.1964467789223471,0.6448060539546085,0.21589092994673265,0.11277673313928592,0.10737583803382192,0.0010624361913128748,80.3204676803755,100.0,0.0,0.0,0.0,76.61933429869516,100.0,19.679532319623085,24.3706657013033,10.0,10.0,40.0,7.0,10.0,10.0,14.0,7.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,10.329966574305555,1.964467789223471,383.72176754601594,377.25392029119314,6.448060539546086,2.1589092994673265,3.022473019254257,0.7894371319750014,2.7484440622226303,1.0737583803382191,1.0624361913128748,0.0,0.0,0.0,0.0,0.0,0.0,80.3204676803755,19.679532319623085,24.3706657013033,106.65607357685326,0.9822338946117355,1.0794546497336632,0.5368791901691096,0.05490762710240869,0.05962559856023188,0.023488776534647794,0.0,0.0
0.3,0.16111896405416146,0.17537372691406383,0.07989678593140728,1.1067721573191993,0.240229558717338,0.7441271035046454,0.2611921344550613,0.13816420669446083,0.17025229563913546,0.0016889753077915291,77.43509369132566,100.0,0.0,0.0,0.0,72.67694671889966,100.0,22.564906308672903,28.31305328109881,10.0,10.0,40.0,7.0,10.0,10.0,14.0,7.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,11.067721573191992,2.40229558717338,426.62483369070225,419.9939993302225,7.441271035046454,2.6119213445506126,3.6566898823708582,0.9671494468612258,3.9118505456810184,1.7025229563913546,1.688975307791529,0.0,0.0,0.0,0.0,0.0,0.0,77.43509369132566,22.564906308672903,28.31305328109881,103.68436913944815,1.20114779358669,1.3059606722753063,0.8512614781956773,0.08055948202708073,0.08768686345703192,0.03994839296570364,0.0,0.0
0.35,0.22143560856414093,0.24040438911526407,0.12865755504795318,1.1678337267315566,0.2796750972643878,0.8257985798727351,0.2993286949218372,0.15944369484631254,0.2413223058106448,0.002398559590936808,74.82429934211792,100.0,0.0,0.0,0.0,69.08269322849758,100.0,25.175700657880615,31.907306771500885,10.0,10.0,40.0,7.0,10.0,10.0,14.0,7.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,11.678337267315566,2.7967509726438777,458.46225157443496,451.7232594012764,8.25798579872735,2.9932869492183722,4.190601728905721,1.1161058639241879,5.087418884242869,2.413223058106448,2.398559590936808,0.0,0.0,0.0,0.0,0.0,0.0,74.82429934211792,25.175700657880615,31.907306771500885,100.32841254867232,1.3983754863219389,1.4966434746091861,1.206611529053224,0.11071780428207047,0.12020219455763204,0.06432877752397659,0.0,0.0
0.4,0.28945102601932693,0.312404734433838,0.19424018372897583,1.2194430671000978,0.31469689194387473,0.8924445129273261,0.33081581729341064,0.17688943123228873,0.3155025584559446,0.0031401546764762145,72.46195492649122,100.0,0.0,0.0,0.0,65.830680408199,100.0,27.53804507350731,35.15931959179949,10.0,10.0,40.0,7.0,10.0,10.0,14.0,7.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,12.194430671000978,3.1469689194387476,481.9914527220726,475.17504823902595,8.924445129273261,3.3081581729341063,4.631421442107749,1.2382260186260212,6.219312045107677,3.155025584559446,3.1401546764762145,0.0,0.0,0.0,0.0,0.0,0.0,72.46195492649122,27.53804507350731,35.15931959179949,96.87530502532549,1.5734844597193738,1.6540790864670532,1.577512792279723,0.14472551300966346,0.156202367216919,0.09712009186448792,0.0,0.0
0.45,0.3639100319712694,0.3896687310268137,0.27649151576563735,1.2636260168969913,0.34554951764098096,0.9466201290666933,0.3565496281384138,0.1910354222062806,0.3889309635383375,0.0038748786902115234,70.32441730577087,100.0,0.0,0.0,0.0,62.90442208722496,100.0,29.67558269422765,38.08557791277354,10.0,10.0,40.0,7.0,10.0,10.0,14.0,7.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,12.636260168969912,3.4554951764098094,499.33868689713137,492.4635486536506,9.466201290666934,3.5654962813841378,4.991694793937793,1.337247955443964,7.275694456536887,3.889309635383375,3.8748786902115233,0.0,0.0,0.0,0.0,0.0,0.0,70.32441730577087,29.67558269422765,38.08557791277354,93.49415619401458,1.7277475882049047,1.7827481406920689,1.9446548176916876,0.1819550159856347,0.19483436551340685,0.13824575788281868,0.0,0.0
