Time,c,vca,vk,Cm,gk,gcal,gsk,ga,gf,vn,va,vm,vh,vf,sn,sa,sm,sh,sf,taun,tauh,lambda,kc,ks,ff,alpha,phik,phia,phih,phif,phical,cinf,ica,isk,ibk,ikdr,ia,ik,n,h,V,cell,reaction_0000004
0.17,0.2999376708301937,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.004034832924699464,0.017832357066344215,0.5043735833549267,0.0007776333497630537,0.034203577518050955,0.2646250049091553,-7.530770894480515,6.7085863979670295,0.0,5.9423539345328455,0.0,12.650940332499875,0.09962017658728287,0.10340423907981924,-60.08747389810534,1.0,-0.0003669387099111022
0.18,0.2999340012684221,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.004032776525783752,0.017823394443920386,0.504629490669066,0.0007769234471915582,0.0341894899021679,0.26462024330732126,-7.528019156387369,6.706163077813459,0.0,5.938984505468041,0.0,12.6451475832815,0.09959787590981228,0.10360473434030536,-60.09259245938663,1.0,-0.00036697411468366485
0.19,0.2999303313550984,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.004030722388321529,0.01781444155147491,0.5048852439174022,0.0007762146122775481,0.0341754162261992,0.2646154812459079,-7.525269992051795,6.703741193309499,0.0,5.93561747904862,0.0,12.639358672358119,0.09957557995272723,0.10380525672090342,-60.09770798757459,1.0,-0.0003670094802873805
0.2,0.29992666109011296,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.00402867050686993,0.01780549836569916,0.5051408433523465,0.000775506842225553,0.03416135645715408,0.26461071872477304,-7.522523395414785,6.701320740954541,0.0,5.93225285008705,0.0,12.633573591041591,0.09955328869848791,0.1040058064750821,-60.10282049030603,1.0,-0.0003670448068129589
0.21,0.2999229904734659,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.004026620879058202,0.017796564876672902,0.5053962888449751,0.0007748001353030505,0.03414731058307831,0.2646059557439169,-7.519779364525645,6.698901720687095,0.0,5.928890617485517,0.0,12.627792338172611,0.09953100214709432,0.10420638360284142,-60.10792996758095,1.0,-0.0003670800942896607
0.22,0.2999193195051571,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.004024573502518795,0.017787641074488842,0.5056515802668424,0.0007740944897808085,0.034133278592031274,0.2646011923033395,-7.517037897435689,6.6964841324456446,0.0,5.925530780146547,0.0,12.622014912592192,0.09950872029854647,0.10440698810418136,-60.113036419399364,1.0,-0.00036711534274671604
0.23,0.2999156481851866,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.00402252837488737,0.017778726949252675,0.5059067174899774,0.0007733899039328825,0.03411926047208615,0.2645964284030409,-7.514298992198275,6.694067976168665,0.0,5.922173336973007,0.0,12.616241313141671,0.09948644315284436,0.10460761997910194,-60.11813984576126,1.0,-0.0003671505522133245
0.24,0.29991197651355445,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.004020485493802784,0.017769822491082984,0.5061617003868863,0.0007726863760366034,0.03410525621132978,0.26459166404302126,-7.5115626468687795,6.691653251794618,0.0,5.918818286868105,0.0,12.610471538662722,0.09946417070998796,0.10480827922760313,-60.123240246666654,1.0,-0.00036718572271865545
0.25,0.29990830449026057,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.004018444856907096,0.017760927690111325,0.5064165288305494,0.0007719839043725779,0.03409126579786279,0.26458689922328055,-7.508828859504626,6.689239959261953,0.0,5.9154656287354,0.0,12.604705587997353,0.0994419029699773,0.10500896584968497,-60.128337622115524,1.0,-0.0003672208542918475
0.26,0.299904632115305,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.004016406461845543,0.01775204253648208,0.5066712026944229,0.0007712824872246762,0.03407728921979937,0.264582133943819,-7.506097628165238,6.686828098509106,0.0,5.912115361478782,0.0,12.598943459987888,0.09941963993281239,0.10520967984534743,-60.13343197210788,1.0,-0.00036725594696200944
0.27,0.29990095938868777,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.004014370306266558,0.017743167020352557,0.5069257218524377,0.0007705821228800245,0.03406332646526742,0.2645773682046367,-7.503368950912073,6.684417669474489,0.0,5.908767484002482,0.0,12.59318515347697,0.0993973815984932,0.10541042121459052,-60.138523296643726,1.0,-0.00036729100075821934
0.28,0.29989728631040885,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.00401233638782175,0.0177343011318929,0.5071800861789976,0.000769882809629006,0.03404937752240849,0.2645726020057336,-7.500642825808607,6.682008672096511,0.0,5.9054219952110785,0.0,12.58743066730759,0.09937512796701976,0.10561118995741423,-60.14361159572306,1.0,-0.00036732601570952506
0.29,0.29989361288046823,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.004010304704165917,0.017725444861286146,0.5074342955489805,0.0007691845457652463,0.034035442379377806,0.26456783534711,-7.497919250920348,6.679601106313566,0.0,5.902078894009492,0.0,12.581680000323058,0.09935287903839204,0.10581198607381857,-60.14869686934587,1.0,-0.000367360991844944
0.3,0.2998899390988659,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.004008275252957009,0.01771659819872809,0.5076883498377378,0.0007684873295856088,0.034021521024344116,0.26456306822876574,-7.495198224314796,6.677194972064021,0.0,5.898738179302975,0.0,12.575933151366996,0.09933063481261005,0.10601280956380355,-60.15377911751217,1.0,-0.0003673959291934635
0.31,0.2998862649728551,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.0040062480265642035,0.0177077611113585,0.507942249584047,0.0007677911575732357,0.034007613409182756,0.2645583006601128,-7.492479736964439,6.674790263558941,0.0,5.895399845469555,0.0,12.570190109028495,0.09930839530215098,0.10621365842678232,-60.15885835348438,1.0,-0.0003674308279021016
0.32,0.299882590515219,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.0040042230133376785,0.01769893354879492,0.5081959958325706,0.0007670960248369942,0.033993719458168675,0.264553532657739,-7.489763774444175,6.6723869706427426,0.0,5.892063883439983,0.0,12.564450854082725,0.09928616052900514,0.10641452913682764,-60.16393460063678,1.0,-0.00036746568820768776
0.33,0.29987891570950836,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.0040022002229563765,0.017690115553631217,0.5084495869565372,0.0007664019338101966,0.03397983924190489,0.26454876420029977,-7.487050350931813,6.669985106242662,0.0,5.888730302391987,0.0,12.558715408634649,0.09926393046487589,0.10661542623102276,-60.169007828891864,1.0,-0.00036750050987123626
0.34,0.2998752405557233,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.004000179653094826,0.01768130711613099,0.5087030228331637,0.0007657088828050029,0.033965972748635644,0.2645439952877952,-7.484339464506488,6.667584670297068,0.0,5.88539910123357,0.0,12.552983771530638,0.09924170510976318,0.10681634970936764,-60.174078038249625,1.0,-0.00036753529292156
0.35000000000000003,0.2998715650538637,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.00399816130143069,0.017672508226570512,0.5089563033401382,0.0007650168701367679,0.033952119966618545,0.26453922592022544,-7.481631113249303,6.665185662744298,0.0,5.882070278873066,0.0,12.547255941617363,0.09921948446366706,0.1070172995718623,-60.17914522871008,1.0,-0.00036757003738744243
0.36,0.2998678892039296,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.003996145165644783,0.017663718875238803,0.5092094283556167,0.0007643258941240415,0.03393828088412485,0.26453445609759046,-7.478925295243403,6.6627880835226865,0.0,5.8787438342191605,0.0,12.541531917741846,0.09919726852658751,0.10721827581850675,-60.184209400273204,1.0,-0.00036760474329763633
0.37,0.299864213005921,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.003994131243421038,0.017654939052437504,0.509462397758225,0.0007636359530885567,0.03392445548943916,0.26452968581989056,-7.476222008573898,6.660391932570552,0.0,5.875419766180869,0.0,12.53581169875142,0.09917505729852454,0.10741927844930098,-60.18927055293902,1.0,-0.00036763941068086503
0.38,0.2998605364598379,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.003992119532446534,0.017646168748480975,0.5097152114270561,0.0007629470453552308,0.033910643770859644,0.2645249150871257,-7.473521251327917,6.657997209826199,0.0,5.8720980736675585,0.0,12.530095283493758,0.09915285077947812,0.10762030746424499,-60.194328686707514,1.0,-0.0003676740395658219
0.39,0.2998568595656803,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.00399011003041146,0.017637407953696164,0.5099678692416719,0.0007622591692521482,0.03389684571669787,0.26452014389929607,-7.470823021594574,6.655603915227917,0.0,5.868778755588932,0.0,12.524382670816848,0.09913064896944829,0.10782136286333878,-60.19938380157869,1.0,-0.0003677086299811699
0.4,0.29985318232344826,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.0039881027350091415,0.017628656658422722,0.5102203710821009,0.0007615723231105634,0.03388306131527883,0.2645153722564018,-7.468127317464976,6.653212048713983,0.0,5.865461810855033,0.0,12.518673859569017,0.09910845186843502,0.10802244464658235,-60.20443589755255,1.0,-0.0003677431819555426
0.41000000000000003,0.29984950473314165,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.003986097643936004,0.017619914853012827,0.510472716828839,0.0007608865052648881,0.033869290554940965,0.26451060015844285,-7.4654341370322275,6.65082161022265,0.0,5.8621472383762425,0.0,12.512968848598891,0.09908625947643832,0.1082235528139757,-60.2094849746291,1.0,-0.00036777769551754326
0.42,0.2998458267947606,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.003984094754891609,0.017611182527831348,0.5107249063628473,0.0007602017140526919,0.03385553342403614,0.26450582760541946,-7.462743478391421,6.648432599692177,0.0,5.858835037063297,0.0,12.507267636755476,0.09906407179345819,0.10842468736551884,-60.214531032808324,1.0,-0.0003678121706957456
0.43,0.299842148508305,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.003982094065578605,0.01760245967325567,0.5109769395655537,0.0007595179478146879,0.03384178991092961,0.26450105459733175,-7.460055339639644,6.6460450170607945,0.0,5.85552520582726,0.0,12.501570222888056,0.09904188881949463,0.10862584830121175,-60.21957407209023,1.0,-0.00036784660751869335
0.44,0.29983846987377494,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.003980095573702764,0.017593746279675807,0.5112288163188512,0.0007588352048947309,0.03382806000399996,0.2644962811341798,-7.457369718875956,6.643658862266721,0.0,5.8522177435795415,0.0,12.495876605846263,0.09901971055454765,0.10882703562105445,-60.22461409247482,1.0,-0.00036788100601490057
0.45,0.29983479091304555,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.0039780992513721684,0.017585042225872982,0.5114805397339601,0.0007581534748990692,0.03381434351572988,0.2644915072443493,-7.454686579790146,6.6412741069093695,0.0,5.848912622737557,0.0,12.490186729646926,0.09899753698323353,0.10902824391845774,-60.22965115857341,1.0,-0.00036791536676402076
0.46,0.2998311116195644,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.003976105104001811,0.017576347535843927,0.5117321087263179,0.0007574727588172188,0.033800640487402764,0.2644867329193379,-7.452005930824277,6.638890759416363,0.0,5.84560985016588,0.0,12.484500609582243,0.09897536811016033,0.1092294748129233,-60.234685251032175,1.0,-0.00036794968962893887
0.47000000000000003,0.299827431982674,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.003974113141793506,0.017567662254457737,0.5119835216060508,0.0007567930592695998,0.03378695099321566,0.26448195814531633,-7.44932778686122,6.6365088335325515,0.0,5.842309437691503,0.0,12.478818271224053,0.09895320394282285,0.10943073093848431,-60.23971633837317,1.0,-0.00036798397436936005
0.48,0.2998237520023744,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.003972123362473485,0.01755898637218882,0.5122347782568495,0.0007561143746175097,0.03377327502164417,0.2644771829222849,-7.446652146015348,6.634128329196285,0.0,5.839011384231053,0.0,12.473139713427338,0.09893104448122109,0.10963201229514072,-60.2447444205964,1.0,-0.0003680182210135688
0.49,0.2998200716786656,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.003970135763771043,0.017550319879523983,0.5124858785628659,0.0007554367032253407,0.033759612561177155,0.2644724072502436,-7.443979006403003,6.631749246345892,0.0,5.835715688701501,0.0,12.467464935047392,0.09890888972535503,0.10983331888289256,-60.249769497701855,1.0,-0.00036805242958981994
0.5,0.29981639101154756,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.003968150343418532,0.017541662766962434,0.5127368224087119,0.0007547600434605737,0.03374596360031661,0.26446763112919264,-7.441308366142477,6.629371584919692,0.0,5.832422350020153,0.0,12.461793934939845,0.09888673967522467,0.11003465070173983,-60.254791569689544,1.0,-0.0003680866001263389
0.51,0.29981271000102033,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.003966167099151364,0.017533015025015745,0.5129876096794596,0.0007540843936937695,0.03373232812757781,0.26446285455913204,-7.438640223354035,6.626995344855986,0.0,5.829131367104658,0.0,12.456126711960644,0.09886459433083004,0.11023600775168253,-60.259810636559465,1.0,-0.00036812073265132204
0.52,0.2998090286470839,50.0,-75.0,10.0,4.0,2.0,1.7,0.0,0.0,-5.0,-20.0,-20.0,-60.0,-20.0,10.0,10.0,12.0,5.0,5.6,30.0,20.0,0.7,0.16,0.5,0.01,0.0015,0.003964186028708008,0.017524376644207893,0.5132382402606398,0.000753409752298567,0.033718706131489196,0.26445807754006206,-7.435974576159906,6.624620526093073,0.0,5.825842738873003,0.0,12.450463264966077,0.09884245369217111,0.11043739003272064,-60.26482669831161,1.0,-0.0003681548271929357
