Time,free,bound,translocate,lytic,tension,extracellular,endosome,neuroplasm,endocytosis,translocation,binding
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.058
0.01,0.9994201681662459,0.0005794232166861958,4.0859855432410926e-07,1.8519130882391067e-11,0.9999999999814808,1.0,1.0,1.0,8.16986735527536e-05,5.31178120621342e-09,0.05796636975364226
0.02,0.9988406725381006,0.0011576940467497273,1.6332724321531019e-06,1.4272797845260898e-10,0.9999999998572721,1.0,1.0,1.0,0.00016323486059171153,2.1232541617990323e-08,0.05793275900720984
0.03,0.9982615129207344,0.0017348143090915643,3.672291506539555e-06,4.786746823114023e-10,0.9999999995213253,1.0,1.0,1.0,0.00024460881758191054,4.7739789585014215e-08,0.0578991677494026
0.04,0.9976826891185379,0.002310785826792658,6.523922137157471e-06,1.1325312294152717e-09,0.9999999988674688,1.0,1.0,1.0,0.0003258208015777647,8.481098778304711e-08,0.0578655959688752
0.05,0.9971042009367334,0.002885610413702537,1.018643968558042e-05,2.2098688904047955e-09,0.9999999977901312,1.0,1.0,1.0,0.0004068710683320577,1.3242371591254546e-07,0.05783204365433054
0.06,0.996526048180722,0.003459289880316578,1.4658122954265145e-05,3.815992146984197e-09,0.9999999961840078,1.0,1.0,1.0,0.0004877598731246374,1.9055559840544688e-07,0.05779851079448188
0.07,0.9959482306560696,0.004031826033899046,1.9937254067253885e-05,6.055945723305381e-09,0.9999999939440543,1.0,1.0,1.0,0.0005684874707797654,2.591843028743005e-07,0.05776499737805204
0.08,0.9953707481684273,0.004603220679330901,2.602211765293164e-05,9.034568107437187e-09,0.9999999909654319,1.0,1.0,1.0,0.000649054115785657,3.382875294881113e-07,0.057731503393768785
0.09,0.9947936005235388,0.005173475619046522,3.291100090403025e-05,1.2856487990671953e-08,0.999999987143512,1.0,1.0,1.0,0.0007294600622855595,4.278430117523933e-07,0.057698028830365254
0.1,0.9942167875273978,0.005742592651463557,4.060219508702225e-05,1.7626028540815764e-08,0.9999999823739715,1.0,1.0,1.0,0.0008097055638563614,5.278285361312892e-07,0.05766457367658908
0.11,0.993640308985867,0.006310573574771134,4.909399190117926e-05,2.344743802748091e-08,0.999999976552562,1.0,1.0,1.0,0.0008897908740427298,6.382218947153303e-07,0.05763113792118029
0.12,0.9930641647049099,0.006877420184623392,5.838468569532295e-05,3.042474943341649e-08,0.9999999695752506,1.0,1.0,1.0,0.0009697162460318981,7.590009140391983e-07,0.05759772155288478
0.13,0.9924883544907057,0.0074431342730148535,6.84725745408964e-05,3.866171302983456e-08,0.999999961338287,1.0,1.0,1.0,0.0010494819324950943,8.901434690316532e-07,0.057564324560460935
0.14,0.9919128781498885,0.008007717625925654,7.935596248386472e-05,4.8261654532857026e-08,0.9999999517383454,1.0,1.0,1.0,0.0011290881852555172,1.0316275122902412e-06,0.05753094693269353
0.15,0.9913377354885521,0.008571172033119828,9.103315017448786e-05,5.932806531885609e-08,0.9999999406719347,1.0,1.0,1.0,0.0012085352566698956,1.1834309522683422e-06,0.05749758865833603
0.16,0.9907629263130965,0.009133499279810147,0.00010350244283834148,7.196410034285039e-08,0.9999999280358997,1.0,1.0,1.0,0.0012878233984532307,1.345531756898439e-06,0.0574642497261596
0.17,0.9901884504301715,0.009694701147266456,0.00011676214970426609,8.62726153464253e-08,0.9999999137273846,1.0,1.0,1.0,0.0013669528617645701,1.517907946155459e-06,0.057430930124949944
0.18,0.9896143076468156,0.010254779411488259,0.0001308105852816328,1.0235608735533709e-07,0.9999998976439126,1.0,1.0,1.0,0.0014459238970198443,1.7005376086612264e-06,0.057397629843515305
0.19,0.9890404977696469,0.01081373585092984,0.00014564606192704412,1.2031707735941434e-07,0.9999998796829226,1.0,1.0,1.0,0.0015247367549811074,1.8933988050515735e-06,0.05736434887063952
0.2,0.9884670206055896,0.011371572239562986,0.00016126689651955282,1.4025781481876105e-07,0.9999998597421852,1.0,1.0,1.0,0.001603391685778381,2.0964696547541867e-06,0.0573310871951242
0.21,0.9878938759617487,0.011928290348132302,0.00017767140923709263,1.622802759295638e-07,0.9999998377197241,1.0,1.0,1.0,0.0016818889390866544,2.309728320082204e-06,0.05729784480578143
0.22,0.9873210636454361,0.012483891943926132,0.00019485792377152178,1.8648617096503157e-07,0.999999813513829,1.0,1.0,1.0,0.0017602287640935844,2.5331530090297832e-06,0.0572646216914353
0.23,0.9867485834638894,0.013038378793247494,0.00021282476500927806,2.129770808093016e-07,0.9999997870229191,1.0,1.0,1.0,0.0018384114098478964,2.7667219451206145e-06,0.05723141784090559
0.24,0.986176435224536,0.013591752659088128,0.00023157026121461695,2.4185432843578785e-07,0.9999997581456715,1.0,1.0,1.0,0.0019164371249314259,3.01041339579002e-06,0.05719823324302309
0.25,0.9856046187349117,0.014144015301958645,0.00025109274322262056,2.7321903059841394e-07,0.9999997267809694,1.0,1.0,1.0,0.0019943061575761686,3.264205661894067e-06,0.05716506788662488
0.26,0.98503313380266,0.014695168479882958,0.00027139054444529634,3.071720973395513e-07,0.9999996928279027,1.0,1.0,1.0,0.0020720187556634967,3.5280770777888523e-06,0.05713192176055428
0.27,0.9844619802355558,0.015245213947888279,0.0002924620014313743,3.43814186824226e-07,0.9999996561858132,1.0,1.0,1.0,0.002149575166652247,3.8020060186078654e-06,0.05709879485366224
0.28,0.9838911578414818,0.015794153458514086,0.0003143054533076562,3.8324575041341003e-07,0.9999996167542495,1.0,1.0,1.0,0.0022269756376504858,4.0859708929995304e-06,0.05706568715480595
0.29,0.9833206664283843,0.016341988762391395,0.0003369192412111796,4.25567072614742e-07,0.9999995744329274,1.0,1.0,1.0,0.0023042204154971866,4.379950135745334e-06,0.057032598652846295
0.3,0.9827505058043068,0.016888721607759068,0.0003603017087748208,4.708782358113515e-07,0.9999995291217642,1.0,1.0,1.0,0.0023813097466940285,4.68392221407267e-06,0.0569995293366498
0.31,0.9821806757774967,0.017434353738968015,0.0003844512036289425,5.192790111913713e-07,0.9999994807209888,1.0,1.0,1.0,0.00245824387719449,4.997865647176252e-06,0.05696647919509481
0.32,0.981611176156276,0.0179788868983014,0.00040936607557407227,5.708689914733554e-07,0.9999994291310085,1.0,1.0,1.0,0.0025350230526604975,5.321758982462939e-06,0.05693344821706401
0.33,0.9810420067490812,0.01852232282541433,0.0004350446771433895,6.257475500506767e-07,0.99999937425245,1.0,1.0,1.0,0.0026116475183834203,5.655580802864063e-06,0.05690043639144671
0.34,0.9804731673644624,0.01906466325733386,0.00046148536360272543,6.84013840991526e-07,0.999999315986159,1.0,1.0,1.0,0.0026881175192840744,5.9993097268354305e-06,0.05686744370713882
0.35000000000000003,0.9799046578109883,0.01960590993004767,0.0004886864913386319,7.457669209287655e-07,0.9999992542330791,1.0,1.0,1.0,0.002764433300136721,6.352924387402215e-06,0.056834470153037324
0.36,0.9793364778971818,0.020146064579581163,0.0005166464167633145,8.111058324745428e-07,0.9999991888941675,1.0,1.0,1.0,0.0028405951057209437,6.716403417923088e-06,0.05680151571803655
0.37,0.9787686274320738,0.02068512893287011,0.0005453635055764255,8.801289036574631e-07,0.9999991198710964,1.0,1.0,1.0,0.0029166031795346855,7.0897255724935315e-06,0.05676858039106029
0.38,0.9782011062246446,0.0212231047169493,0.0005748361234427591,9.529344525928003e-07,0.9999990470655474,1.0,1.0,1.0,0.0029924577650898513,7.472869604755867e-06,0.05673566416102939
0.39,0.9776339140839956,0.021759993656132074,0.0006050626388532573,1.0296205713575568e-06,0.9999989703794286,1.0,1.0,1.0,0.003068159105514622,7.865814305092343e-06,0.05670276701687175
0.4,0.9770670508193511,0.022295797471983122,0.0006360414231524384,1.110285123959384e-06,0.999998889714876,1.0,1.0,1.0,0.0031437074435496197,8.268538500981698e-06,0.05666988894752237
0.41000000000000003,0.9765005162400605,0.022830517883291324,0.0006677708505658238,1.1950257443055032e-06,0.9999988049742556,1.0,1.0,1.0,0.0032191030215440765,8.681021057355709e-06,0.05663702994192351
0.42,0.9759343101555997,0.02336415660604255,0.0007002492982273653,1.2839398341716245e-06,0.9999987160601659,1.0,1.0,1.0,0.0032943460814519993,9.103240876955749e-06,0.056604189989024785
0.43,0.9753684323755729,0.02389671535339249,0.000733475146206874,1.377124561170871e-06,0.9999986228754388,1.0,1.0,1.0,0.003369436864828341,9.535176900689361e-06,0.056571369077783235
