bound,free,lytic,translocate,Time
0.0,1.0,0.0,0.0,0.0
0.0005794232166861958,0.9994201681662459,1.8519130882391067e-11,4.0859855432410926e-07,0.01
0.0011576940467497273,0.9988406725381006,1.4272797845260898e-10,1.6332724321531019e-06,0.02
0.0017348143090915643,0.9982615129207344,4.786746823114023e-10,3.672291506539555e-06,0.03
0.002310785826792658,0.9976826891185379,1.1325312294152717e-09,6.523922137157471e-06,0.04
0.002885610413702537,0.9971042009367334,2.2098688904047955e-09,1.018643968558042e-05,0.05
0.003459289880316578,0.996526048180722,3.815992146984197e-09,1.4658122954265145e-05,0.06
0.004031826033899046,0.9959482306560696,6.055945723305381e-09,1.9937254067253885e-05,0.07
0.004603220679330901,0.9953707481684273,9.034568107437187e-09,2.602211765293164e-05,0.08
0.005173475619046522,0.9947936005235388,1.2856487990671953e-08,3.291100090403025e-05,0.09
0.005742592651463557,0.9942167875273978,1.7626028540815764e-08,4.060219508702225e-05,0.1
0.006310573574771134,0.993640308985867,2.344743802748091e-08,4.909399190117926e-05,0.11
0.006877420184623392,0.9930641647049099,3.042474943341649e-08,5.838468569532295e-05,0.12
0.0074431342730148535,0.9924883544907057,3.866171302983456e-08,6.84725745408964e-05,0.13
0.008007717625925654,0.9919128781498885,4.8261654532857026e-08,7.935596248386472e-05,0.14
0.008571172033119828,0.9913377354885521,5.932806531885609e-08,9.103315017448786e-05,0.15
0.009133499279810147,0.9907629263130965,7.196410034285039e-08,0.00010350244283834148,0.16
0.009694701147266456,0.9901884504301715,8.62726153464253e-08,0.00011676214970426609,0.17
0.010254779411488259,0.9896143076468156,1.0235608735533709e-07,0.0001308105852816328,0.18
0.01081373585092984,0.9890404977696469,1.2031707735941434e-07,0.00014564606192704412,0.19
0.011371572239562986,0.9884670206055896,1.4025781481876105e-07,0.00016126689651955282,0.2
0.011928290348132302,0.9878938759617487,1.622802759295638e-07,0.00017767140923709263,0.21
0.012483891943926132,0.9873210636454361,1.8648617096503157e-07,0.00019485792377152178,0.22
0.013038378793247494,0.9867485834638894,2.129770808093016e-07,0.00021282476500927806,0.23
