Time,IR,IRins,IRp,IRiP,IRi,IRS,IRSiP,X,Xp,k1a,k1aBasic,k1b,k1c,k1d,k1e,k1f,k1g,k1r,k21,k22,km2,km23,k3,km3,ins,measIRS1,measIRp,IRmem,default,v1a,v1b,v1c,v1d,v1e,v1g,v1r,v2,vm2,v3,vm3
0.1,1.9591081954371827,7.363859045099467,0.21838453229296848,0.4586428886132419,5.3390161657946975e-06,7.484428288492362,2.5155717115076524,9.99628461400717,0.003715385992841339,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,2.5155717115076524,0.6770274209062104,9.54135177282962,1.0,30.131356165952216,2.555185450059064e-05,4.228813878393091,1.045721229812942,0.2026529682645858,0.9060752406382033,0.202640756867888,661008.5285775325,660989.1073440393,0.0021699230847460568,0.0004929239750562533
0.11,1.690567146511099,7.600990194950905,0.2408473795653004,0.46758981065019933,5.46878152103633e-06,7.297961126925954,2.7020388730740597,9.996267040159546,0.0037329598404678434,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,2.7020388730740597,0.7084371902154998,9.532404721027303,1.0,26.001157533117354,2.6374675877460144e-05,4.364990235293677,1.153283226205667,0.20757969828134182,0.9992733693426358,0.2075659619964776,710002.9069708249,709985.0322500669,0.002330764888150824,0.0004952555149947093
0.12,1.4612070583400194,7.798664408948038,0.2625795571309174,0.4775433624204335,5.613619612804171e-06,7.126865753276069,2.8731342467239402,9.996247948735268,0.003752051264744306,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,2.8731342467239402,0.7401229195513509,9.522451024418976,1.0,22.4735675189299,2.7060585632608795e-05,4.478507815468954,1.25734645454797,0.2130784729040595,1.089439956740605,0.21306324831809845,754958.2353091035,754941.8815349358,0.0024783461475707687,0.0004977883933448919
0.13,1.265416552909323,7.962674911281508,0.28344333161585394,0.4884594315244628,5.773127873039432e-06,6.97067314771654,3.0293268522834684,9.996227472495336,0.0037725275046765782,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,3.0293268522834684,0.7719027631403168,9.511534795806684,1.0,19.462282350104587,2.7629685674655705e-05,4.572693470601987,1.3572513868426195,0.219134005827987,1.176003548440862,0.21911733648284973,795997.7920281733,795982.8943791519,0.0026130714789575557,0.0005005049965729464
0.14,1.0983797450314345,8.097983610675927,0.303342202829473,0.5002884950774411,5.946844746049949e-06,6.828641319004133,3.171358680995875,9.996205738693776,0.0037942613062387862,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,3.171358680995875,0.8036306979069141,9.499705558536835,1.0,16.89323304353005,2.8099193330684398e-05,4.6503966561684225,1.4525359377167615,0.22572877391022056,1.2585637661174554,0.225710708282902,833316.5596919573,833303.035659795,0.0027355809740497498,0.0005033884417600061
0.15,0.9559641367566478,8.20883916229767,0.3222131465847654,0.512977420552429,6.134267510067522e-06,6.699881088458026,3.300118911541981,9.996182867314564,0.00381713268545332,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,3.300118911541981,0.8351905671371944,9.487016445639084,1.0,14.702861206735838,2.8483851009256684e-05,4.714057230376034,1.542898319632354,0.23284369313781134,1.336859123048726,0.23282428306435976,867148.1918617579,867135.9450778593,0.00284664169495695,0.0005064228105117775
0.16,0.8346240940773547,8.298878540006012,0.34002010496318263,0.5264709265463522,6.33486612360256e-06,6.583439833551561,3.416560166448445,9.996158970193196,0.003841029806819218,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,3.416560166448445,0.8664910315095349,9.47352273904655,1.0,12.836634496196384,2.879627864596686e-05,4.765763783655093,1.628165871409902,0.24045864378481155,1.4107400152911953,0.24043794326149806,897742.9918698291,897731.9327758269,0.0029470754337286684,0.0005095932655005126
0.17,0.7313184897259359,8.371213626244296,0.356748591846343,0.5407127445485945,6.548093856568707e-06,6.478355596068875,3.5216444039311288,9.996134150732223,0.0038658492677949696,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,3.5216444039311288,0.8974613363949375,9.459280707816575,1.0,11.247779952123116,2.9047274161705086e-05,4.807303364288807,1.7082692271407025,0.2485528736565404,1.4801463400845587,0.24853093789790828,925353.7340601326,925343.7619325395,0.0030377120362666547,0.0005128860882076265
0.18,0.6434391093704223,8.428506411540887,0.37240116011802854,0.5556465460340678,6.773395621158915e-06,6.383691000296306,3.616308999703699,9.996108503995904,0.003891496004112931,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,3.616308999703699,0.9280477061520964,9.444346681029339,1.0,9.896182875809385,2.9246074397405724e-05,4.840204662929939,1.7832206111555724,0.25710531408390735,1.5450886893180993,0.25708219878240024,950226.7121938107,950217.7364531442,0.0031193601427724964,0.0005162886663616666
0.19,0.5687499334109729,8.473032716440498,0.38699367203360896,0.5712166683594604,7.0102144853284524e-06,6.298553316586722,3.7014466834132818,9.996082117019176,0.003917882980840367,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,3.7014466834132818,0.9582103403930693,9.42877632188508,1.0,8.747452975226514,2.9400576222776884e-05,4.86577460593942,1.8530959789126142,0.2660948269620398,1.6056328753307234,0.26607058772629577,972596.4952842601,972588.4290869905,0.0031927898797186574,0.0005197894529510725
0.2,0.5053342684504913,8.50673761090778,0.40055218865873854,0.5873686744452873,7.25799672711143e-06,6.2221054029914935,3.77789459700851,9.996055069261262,0.003944930738755133,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,3.77789459700851,0.9879208631040258,9.41262406801701,1.0,7.772111239698445,2.951752883608891e-05,4.885130180865568,1.9180201222610498,0.2755003964763442,1.6618870252232198,0.27547508837849616,992683.0431227306,992675.8064153591,0.0032587234208093386,0.0005233779060413822
0.21,0.4515496495665573,8.531282639694016,0.4131104186136266,0.6040497763890399,7.516195783902776e-06,6.153570554032871,3.846429445967133,9.996027433117147,0.003972566882876661,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,3.846429445967133,1.0171601950026665,9.3959427078742,1.0,6.944896330579976,2.9602697631474266e-05,4.899225556366524,1.9781544529062338,0.2853012788892236,1.7139909957237507,0.28527495611929465,1010690.4396447154,1010683.9547928779,0.0033178308039436472,0.0005270444209181295
0.22,0.40598898202477157,8.548086466294484,0.42470762062160683,0.6212091472428538,7.784275308715546e-06,6.09223344744034,3.907766552559663,9.995999274454253,0.004000725545775629,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,3.907766552559663,1.0459167678644605,9.378783068940862,1.0,6.24416693541059,2.9661005229395228e-05,4.908875422653068,2.033686958889327,0.2954771184569586,1.7621076708828407,0.29544983405970593,1026806.6277293765,1026800.8315840245,0.0033707291142993337,0.0005307802588835985
0.23,0.3674470563021466,8.558359850218702,0.43538689470835157,0.6387981375183687,8.061711455931482e-06,6.037438769980174,3.9625612300198294,9.995970653150106,0.004029346849924995,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,3.9625612300198294,1.0741850322267203,9.3611938012292,1.0,5.651386764323135,2.9696652844273875e-05,4.914775077745693,2.084824022097259,0.30600803413180944,1.8064158722760038,0.3059798397964426,1041203.7989835412,1041198.6262387803,0.0034179836695967334,0.000534577475926399
0.24,0.334892114201818,8.563135315589662,0.44519379973171574,0.6567704229411453,8.347994685069926e-06,5.98858827664417,4.011411723355832,9.995941623598243,0.004058376401787306,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.011411723355832,1.101964222672861,9.343221229523195,1.0,5.150687232938624,2.971322323156457e-05,4.917517465142414,2.1317837983873367,0.3168746879431388,1.8471046231488915,0.3168456338734235,1054039.1392270024,1054034.5330172551,0.003460110556853818,0.0005384288556015237
0.25,0.30744109402186093,8.563292940307662,0.4541752363229666,0.675082087175524,8.6426310125687e-06,5.945137206383488,4.054862793616514,9.995912235195984,0.004087764804046649,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.054862793616514,1.1292573234984906,9.324909270652489,1.0,4.728486729624181,2.9713770173573556e-05,4.91760798365872,2.174790868618346,0.3280583325211104,1.8843685137516253,0.32802846729274127,1065455.7847458515,1065451.6927878815,0.0034975797242712526,0.0005423278443176731
0.26,0.28433841101840257,8.559582431070906,0.462378555465944,0.6936916577608663,8.9451429052294e-06,5.906590311862662,4.093409688137341,9.995882532796651,0.0041174672033791266,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.093409688137341,1.1560702132268101,9.306299397555254,1.0,4.373164256068322,2.9700895077572936e-05,4.9154771643613655,2.2140719701353446,0.339540844898858,1.918404002842647,0.3395102154251103,1075583.86130917,1075580.2362452797,0.003530818406114446,0.0005462684913395122
0.27,0.2649378758030105,8.552641905079195,0.46985086034095885,0.7125601041659951,9.255069870443248e-06,5.872497797704836,4.127502202295168,9.995852557122738,0.004147442877294041,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.127502202295168,1.182410964506954,9.287430641223164,1.0,4.074781329721251,2.96768121464343e-05,4.911491456262209,2.249852653691061,0.3513047489453706,1.949406521046035,0.35127340041171234,1084541.5500370406,1084538.351172876,0.0035602146265618253,0.0005502453939734777
0.28,0.2486870491437011,8.543014114197367,0.4766384593979725,0.7316508057512011,9.571968785823626e-06,5.842451406737208,4.157548593262796,9.995822345146951,0.004177654853080588,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.157548593262796,1.2082892651491737,9.268339622739042,1.0,3.824841358461249,2.9643404674853445e-05,4.905962543303666,2.282354664519627,0.3633332278309898,1.9775682016575942,0.36330120367529994,1092436.1258149971,1092433.310817139,0.003586120575909761,0.0005542536470130548
0.29,0.23511385437240656,8.531160303538009,0.4827864505075823,0.7509294966270107,9.895414020850499e-06,5.816080626607232,4.183919373392771,9.995791930439053,0.004208069560984085,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.183919373392771,1.233715947134593,9.249060608417997,1.0,3.616083737561985,2.9602273137246536e-05,4.899155302871558,2.3117939510685273,0.37561012862626947,2.003076155291454,0.3755774705371744,1099364.9353399104,1099362.4706333112,0.0036088558829510844,0.0005582887967253196
0.3,0.22381507107634752,8.517472100589645,0.48833841055784444,0.7703641932377967,1.0224997392416866e-05,5.7930492308754715,4.206950769124532,9.995761343480345,0.004238656519690803,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.206950769124532,1.258702603795641,9.229625582223836,1.0,3.442306881067597,2.955477644183601e-05,4.891294633317213,2.3383791786516044,0.38811996060169773,2.026111182020391,0.3880867085299644,1105416.323898141,1105414.1771443929,0.003628710598838676,0.0005623467991238986
0.31,0.21444646741310813,8.502281691051413,0.4933361724192572,0.7899251092472616,1.0560327984647968e-05,5.773052027592703,4.2269479724073005,9.995730611948767,0.004269388051269152,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.2269479724073005,1.2832612816665188,9.210064330883778,1.0,3.2982164554279265,2.95020672397793e-05,4.882571297593332,2.3623106614592677,0.40084788837498303,2.0468468460057743,0.4008140805589182,1110670.4797453668,1110668.6222817698,0.003645948001966909,0.0005664239821499297
0.32,0.20671431144184793,8.48587055458992,0.4978196716888968,0.8095845617065021,1.0901031859683414e-05,5.7558119200393625,4.244188079960641,9.99569976097784,0.004300239022196627,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.244188079960641,1.3074042333953988,9.190404537720664,1.0,3.179294822593481,2.944512223737156e-05,4.873146939902135,2.383779628701981,0.41377972092905946,2.065448839640516,0.41374539392472603,1115200.2104426199,1115198.615702378,0.00366080713357683,0.0005705170113138488
0.33,0.2003681096844684,8.468476920682143,0.5018268520421886,0.8293168712985449,1.1246751681758203e-05,5.741077215838325,4.258922784161679,9.99566881339058,0.004331186609459283,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.258922784161679,1.3311437233407335,9.1706718824088,1.0,3.081689358077559,2.9384768067074966e-05,4.863158367332452,2.4029677713928974,0.4269018973306837,2.0820745908545204,0.426867086055628,1119071.647784209,1119070.2918435386,0.0036735051191043497,0.0005746228586635726
0.34,0.19519439127561722,8.450302135620536,0.5053936170617626,0.849098259354834,1.1597146276722927e-05,5.728619195692996,4.271380804307007,9.995637789910303,0.004362210089738133,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.271380804307007,1.3544918764165965,9.150890143957916,1.0,3.002116850319941,2.93217033803897e-05,4.852721206214263,2.4200470116832262,0.440201470009504,2.0968730632530823,0.4401662077891356,1122344.8879443354,1122343.7487589049,0.0036842392655651707,0.0005787387748156478
0.35000000000000003,0.19101133147891533,8.43151615675592,0.5085538165791851,0.8689067437548651,1.1951890140273463e-05,5.718229924878262,4.281770075121742,9.995606709352359,0.004393290647682252,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.281770075121742,1.3774605603340502,9.131081304814021,1.0,2.9377808096196603,2.925651791232737e-05,4.841933057275596,2.435179437460433,0.4536660860876037,2.1099846994488733,0.4536304047070372,1125074.5663077584,1125073.6231689136,0.003693188949530833,0.0005828622635186521
0.36,0.18766417696518414,8.412262214213396,0.5113392635819282,0.8887220350256078,1.2310672909177714e-05,5.709720263439151,4.290279736560852,9.995575588796914,0.004424411203128319,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.290279736560852,1.400061298607536,9.111265654760507,1.0,2.8863011082787127,2.918970865709906e-05,4.8308761727074705,2.448517383306248,0.467283967310707,2.1215414912087844,0.46724789706596737,1127310.3758120225,1127309.613298993,0.0037005173336867943,0.0005869910587302373
0.37,0.18502131203919447,8.392660808308765,0.5137797729207173,0.9085254339915404,1.2673198806063704e-05,5.702918112106191,4.297081887893812,9.99554444374566,0.004455556254381976,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.297081887893812,1.4223052069122577,9.091461893268677,1.0,2.845653478623053,2.9121693738750583e-05,4.819619751744241,2.4602036158444793,0.48104388896447525,2.131667140050327,0.481007458724506,1129097.5400256945,1129096.9397810902,0.0037063728800525607,0.0005911231038251112
0.38,0.18297089112610584,8.372813121111514,0.5159032170785293,0.9282997319568066,1.3039186068333574e-05,5.69766677661921,4.302333223380794,9.995513288263549,0.004486711736488791,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.302333223380794,1.4442029490353359,9.071687229316149,1.0,2.8141177201762853,2.9052824248944843e-05,4.808221899808226,2.4703716007875123,0.49493515820902345,2.140477288626647,0.49489839546778025,1130477.2279018185,1130476.775442314,0.0037108907610478225,0.0005952565327917045
0.39,0.1814179532972235,8.352803930288248,0.5177355943360062,0.9480291141711746,1.3408366372360885e-05,5.69382354624,4.306176453760004,9.995482135107286,0.004517864892750486,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.306176453760004,1.465764708507181,9.051957477921478,1.0,2.7902333206650103,2.8983394357707192e-05,4.796731301830912,2.4791458293423054,0.5089475921267879,2.148079803544147,0.5089105231530456,1131486.9366994451,1131486.6188135247,0.003714194085792083,0.0005993896531860998
0.4,0.18028193821246333,8.332704108885462,0.5193011063998265,0.9676990664770413,1.3780484232812097e-05,5.691258390453726,4.308741609546278,9.995450995842335,0.004549004157699544,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.308741609546278,1.4870001728768678,9.032287153497752,1.0,2.7727612508689035,2.8913649987421666e-05,4.78518865779322,2.486642189929185,0.5230714953451155,2.1545750974418163,0.5230341449111132,1132160.8332229243,1132160.6365827704,0.003716395024443142,0.0006035209306061562
0.41000000000000003,0.1794945920870314,8.312572724818464,0.5206222408739437,0.9872962873831287,1.4155296460115945e-05,5.689852784390867,4.3101472156091365,9.995419880947612,0.004580119052418399,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.3101472156091365,1.5079185282570724,9.01268955777944,1.0,2.7606517580973837,2.8843796097847588e-05,4.7736278883906005,2.492968363090427,0.5372976386849122,2.160056471163584,0.5372600305547626,1132530.0584932405,1132529.9722262411,0.0037175958214910204,0.0006076489748034015
0.42,0.17899813216851193,8.292458874121735,0.5217198589884376,1.0068086026087866,1.4532571556482148e-05,5.689498659814054,4.31050134018595,9.995388799912622,0.004611200087409758,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.31050134018595,1.528528461597224,8.993176865278684,1.0,2.7530161355922713,2.8774003047315007e-05,4.762077187806392,2.498224241574594,0.5516172368726197,2.164610477744438,0.5515793936548129,1132623.007844854,1132623.0216459201,0.003717889700732181,0.00061177252679674
0.43,0.17874370733313263,8.272403211758364,0.5226132838408398,1.02622488543752,1.4912089169282942e-05,5.6900974508694775,4.309902549130526,9.99535776132415,0.004642238675879951,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.309902549130526,1.5488381692783597,8.973760202932338,1.0,2.7491030462845285,2.8704411904480347e-05,4.750559902803629,2.502502352874831,0.5660219276027562,2.168317288522806,0.5659838707933832,1132465.5794517426,1132465.683906988,0.003717361688490191,0.000615890447367669
0.44,0.17869006554082037,8.252439270869576,0.5233203896572616,1.0455349807518264,1.5293639540368123e-05,5.691559233864184,4.30844076613582,9.995326772945996,0.0046732270540352835,0.153418,0.0383389,3.4699e-06,0.574266,4.78844,5.25027e-05,119.353,4.14899,37954.7,538004.0,1.7252e-06,262759.0,88.9096,8.62917e-05,0.132671,100.0,4.30844076613582,1.568855370409088,8.954449726067658,1.0,2.748278028067921,2.863513902599034e-05,4.739095290325189,2.5058882866504173,0.5805037505996725,2.171251063484082,0.58046550066281,1132081.4007379187,1132081.587269082,0.003716089355722307,0.0006200017064859151
