Time,taRNA,mT7cr,mGFPcr,pT7,pGFP,ara,pT3,mT3cr,cAra,pulse_flag,dAra,sT,k_ara,s0_taRNA,d_taRNA,s0_mT7cr,d_mT7,s0_mGFPcr,k_pT3,n3,km3,d_mGFP,s0_pT7,s_pT7k,s0_pGFP,s_pGFPk,d_pT7,d_pGFP,s0_mT3cr,k_pT7,n7,km7,d_mT3,s0_pT3,s_pT3k,d_pT3,pulse_interval,pulse1_start,pulse1_length,pulse_conc,pulse2_start,pulse2_length,pulse3_start,pulse3_length,cell,r0,r1a,r1b,r2a,r2b,r3a,r3b,r6,r7,r8,r9,r10a,r10b,r11,r12
1.28,0.15316697366865373,0.3569405099012973,0.17699456170982608,0.05492076710828366,6.355726788788188,0.009619000000000003,7.039260535832364e-05,0.005669819194336276,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12287028432680348,0.018027752800800545,0.0252,0.025199999999031587,0.012397064302699783,0.012389619319687828,0.004294918875360101,0.04472432888251196,0.0003075562958063885,0.019067180366364567,0.00041020182424984986,0.0003974543255229729,9.986934043316717e-06,4.857089769724331e-07
1.29,0.1542146181371085,0.35694050990130693,0.1769946367049907,0.05496078317313542,6.355984278655037,0.009616000000000001,7.048795827600461e-05,0.005669947675157445,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.1228377001019246,0.01815106055473767,0.0252,0.025199999999032267,0.01239718120399506,0.012389624569349349,0.004323563196468857,0.04490834749356827,0.00030778038576955834,0.019067952835965112,0.00041041086678800156,0.0003974633320285369,1.0055471379190602e-05,4.863669121044318e-07
1.3,0.1552607049342015,0.3569405099013166,0.17699471282379461,0.055001083135062266,6.356243599053251,0.009613000000000002,7.058398915640372e-05,0.005670078162372914,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.1228051129465022,0.018274184970755517,0.0252,0.02519999999903295,0.012397298918745912,0.012389629897665623,0.004352164928283238,0.045092092970108626,0.0003080060655563487,0.019068730797159754,0.00041062163894152405,0.00039747247918234127,1.0123913824003463e-05,4.870295251791856e-07
1.31,0.1563052359071188,0.3569405099013263,0.17699479007401947,0.055041666541776606,6.356504747129684,0.009610000000000002,7.068069696085591e-05,0.005670210671554506,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12277252286014091,0.018397126266267882,0.0252,0.025199999999033634,0.012397417445330008,0.012389635305181364,0.004380724121308349,0.04527556564169459,0.00030823333263394896,0.01906951424138905,0.00041083414367990007,0.0003974817680759708,1.019226159159448e-05,4.876968090299057e-07
1.32,0.15734821194578913,0.3569405099013359,0.17699486845392695,0.05508253317405955,6.356767721515941,0.009607000000000003,7.077808160079839e-05,0.005670345225051864,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12273992984244535,0.01851988454601938,0.0252,0.025199999999034314,0.012397536783288404,0.012389640791774887,0.004409240799876299,0.04545876566734,0.00030846218577473345,0.019070303164547824,0.000411048385225379,0.0003974912002761356,1.0260514846188421e-05,4.883687630455089e-07
1.33,0.1583896337969671,0.35694050990134557,0.17699494796035484,0.05512368284755156,6.357032521065693,0.009604000000000001,7.087614312977208e-05,0.005670481846228367,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12270733389301992,0.01864245989790303,0.0252,0.025199999999034994,0.01239765693233475,0.012389646357224839,0.004437714984404589,0.04564169318052816,0.00030869262394628874,0.019071097563197078,0.00041126436801919904,0.0003975007774206085,1.03286737453793e-05,4.890453875954273e-07
1.34,0.1594295048195094,0.35694050990135523,0.17699502861611852,0.05516511474191034,6.357299140581133,0.009601000000000002,7.097487900874077e-05,0.005670620539952526,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12267473501146911,0.018764852717256256,0.0252,0.025199999999035678,0.012397777889005302,0.012389652003128297,0.00446614676672988,0.04582434878021388,0.0003089246425546979,0.019071897421743398,0.000411482093195262,0.00039751049985067204,1.0396738584095657e-05,4.897266651603113e-07
1.35,0.16046782682796645,0.3569405099013649,0.17699511042867505,0.055206828412794264,6.357567577259738,0.009598000000000002,7.107428823143109e-05,0.005670761322027239,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12264213319739724,0.018887063217651653,0.0252,0.02519999999903636,0.012397899651713997,0.012389657730007254,0.004494536196464961,0.04600673279021458,0.0003091582391116479,0.019072702731779214,0.000411701563887505,0.0003975203686741094,1.0464709576766666e-05,4.904125887968745e-07
1.36,0.16150460163688873,0.3569405099013745,0.17699519340548162,0.05524882341586171,6.357837828298984,0.009595000000000001,7.117436979156971e-05,0.005670904208255407,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12260952845040857,0.019009091612661805,0.0252,0.025199999999037038,0.012398022218874028,0.012389663538383715,0.004522883323222622,0.04618884553436839,0.0003093934111288256,0.019073513484896953,0.0004119227832597809,0.000397530384998704,1.0532586938365322e-05,4.91103151561831e-07
1.37,0.1625398310608267,0.35694050990138415,0.1769952775539953,0.055291099306771056,6.358109890896347,0.009592000000000002,7.127512268288327e-05,0.005671049214439929,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12257692077010739,0.0191309381158593,0.0252,0.02519999999903772,0.012398145588897872,0.012389669428779672,0.004551188196615658,0.04637068733653399,0.00030963015611791794,0.01907432967268904,0.00041214575450573474,0.000397540549932239,1.060037088440605e-05,4.917983465118945e-07
1.3800000000000001,0.16357351691433084,0.35694050990139375,0.17699536288167322,0.055333655641180673,6.358383762249304,0.009589000000000002,7.137654589909844e-05,0.005671196356383707,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12254431015609774,0.019252602940816738,0.0252,0.025199999999038398,0.012398269760197323,0.012389675401717128,0.004579450866256856,0.04655225852059055,0.00030986847159061176,0.019075151286747912,0.0004123704808486797,0.00039755086458249787,1.0668061630942349e-05,4.924981667037792e-07
1.3900000000000001,0.16460566101195162,0.35694050990140336,0.17699544939597245,0.05537649197474894,6.358659439555329,0.009586000000000003,7.147863843394187e-05,0.005671345649889638,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12251169660798372,0.019374086301106704,0.0252,0.025199999999039074,0.012398394731183508,0.012389681457718073,0.00460767138175901,0.046733559410437636,0.0003101083550585941,0.01907597831866599,0.00041259696554147435,0.00039756133005726364,1.0735659394564412e-05,4.93202605194199e-07
1.4000000000000001,0.1656362651682395,0.35694050990141296,0.17699553710435015,0.05541960786313423,6.358936920011901,0.009583000000000001,7.158139928114019e-05,0.005671497110760623,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12247908012536932,0.01949538841030179,0.0252,0.025199999999039754,0.012398520500266911,0.012389687597304511,0.004635849792734911,0.04691459032999511,0.0003103498040335517,0.019076810760035704,0.0004128252118663994,0.00039757194746431967,1.0803164392396785e-05,4.939116550398673e-07
1.41,0.16666533119774493,0.35694050990142256,0.1769956260142634,0.05546300286199494,6.359216200816496,0.009580000000000002,7.168482743442008e-05,0.005671650754799561,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12244646070785845,0.01961650948197458,0.0252,0.02519999999904043,0.012398647065857402,0.01238969382099844,0.004663986148797348,0.04709535160320305,0.00031059281602717167,0.01907764860244949,0.00041305522313503514,0.0003975827179114492,1.0870576842096002e-05,4.946253092974985e-07
1.42,0.16769286091501842,0.35694050990143217,0.17699571613316933,0.055506676526989415,6.359497279166588,0.009577000000000002,7.178892188750817e-05,0.005671806597809353,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12241383835505498,0.019737449729697668,0.0252,0.02519999999904111,0.01239877442636426,0.012389700129321855,0.004692080499559115,0.04727584355402163,0.0003108373885511407,0.019078491837499763,0.00041328700268813875,0.0003975936425064356,1.0937896961848268e-05,4.953435610238064e-07
1.43,0.1687188561346104,0.35694050990144177,0.17699580746852503,0.05555062841377605,6.359780152259654,0.009574000000000003,7.189368163413114e-05,0.005671964655592898,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12238121306656273,0.019858209367043644,0.0252,0.025199999999041788,0.012398902580196193,0.012389706522796752,0.004720132894633002,0.04745606650643107,0.0003110835191171459,0.019079340456778962,0.00041352055389552223,0.00039760472235706216,1.1005124970367092e-05,4.960664032755049e-07
1.44,0.1697433186710714,0.3569405099014513,0.17699590002778764,0.05559485807801322,6.360064817293172,0.009571000000000001,7.199910566801561e-05,0.005672124943953096,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.1223485848419853,0.019978788607585105,0.0252,0.02519999999904246,0.012399031525761366,0.012389713001945137,0.0047481433836318,0.04763602078443152,0.000311331205236874,0.019080194451879518,0.00041375588015593026,0.000397615958571112,1.1072261086890978e-05,4.967938291093077e-07
1.45,0.17076625033895182,0.3569405099014609,0.17699599381841424,0.0556393650753593,6.360351271464617,0.009568000000000002,7.210519298288826e-05,0.005672287478692846,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12231595368092639,0.02009918766489463,0.0252,0.02519999999904314,0.012399161261467425,0.012389719567288997,0.004776112016168301,0.04781570671204293,0.00031158044442201204,0.01908105381439385,0.0004139929848969186,0.00039762735225636845,1.1139305531181089e-05,4.97525831581929e-07
1.46,0.17178765295280216,0.35694050990147047,0.17699608884786197,0.05568414896147266,6.360639511971464,0.009565000000000002,7.221194257247572e-05,0.005672452275615049,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.1222833195829896,0.020219406752544813,0.0252,0.025199999999043814,0.01239929178572151,0.012389726219350338,0.004804038841855296,0.047995124613305046,0.0003118312341842469,0.019081918535914393,0.00041423187157473246,0.0003976389045206149,1.1206258523518945e-05,4.982624037500825e-07
1.47,0.17280752832717286,0.35694050990148,0.1769961851235879,0.05572920929201169,6.3609295360111915,0.009562000000000003,7.231935343050467e-05,0.005672619350522603,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12225068254777838,0.020339446084108245,0.0252,0.025199999999044487,0.012399423096930299,0.012389732958651154,0.004831923910305574,0.04817427481227724,0.00031208357203526546,0.019082788608033575,0.00041447254367418514,0.00039765061647163447,1.1273120284704093e-05,4.990035386704822e-07
1.48,0.17382587381276873,0.35694050990148957,0.1769962826093065,0.05577454670947813,6.361221347713407,0.009559000000000002,7.242742927692011e-05,0.005672788765395236,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12221804257489613,0.020459305347762878,0.0252,0.025199999999045163,0.012399555199276439,0.012389739782651456,0.004859767149083053,0.04835315683708808,0.00031233746157307754,0.01908366404314022,0.00041471501052481747,0.000397662492454206,1.133989083715097e-05,4.997492620107488e-07
1.49,0.17484269481437573,0.3569405099014991,0.17699638134765674,0.055820159895390895,6.361514938700128,0.009556000000000002,7.253616530418893e-05,0.005672960498896191,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12218539966394627,0.020578985179652023,0.0252,0.025199999999045836,0.012399688086517677,0.012389746694335972,0.004887568705963462,0.048531771651914676,0.000312592895414189,0.019084544816100384,0.00041495927100696167,0.00039767453097262295,1.1406570563828928e-05,5.004995405989036e-07
1.5,0.17585799314814693,0.35694050990150866,0.17699648134611146,0.05586604840501817,6.361810306166342,0.009553,7.264556050434099e-05,0.0056731345668117935,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12215275381453197,0.020698485793536895,0.0252,0.02519999999904651,0.012399821757056749,0.012389753694227804,0.004915328630603411,0.048710119581134664,0.0003128498710681018,0.019085430918499027,0.0004152053286929692,0.0003976867331335067,1.1473159687457393e-05,5.012543674799528e-07
1.51,0.1768717705842206,0.3569405099015182,0.17699658261169254,0.055912211804831684,6.362107447378496,0.009550000000000001,7.275561391812558e-05,0.005673310985404368,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12212010502625656,0.020817807397762764,0.0252,0.025199999999047186,0.012399956209355517,0.01238976078281848,0.004943046971401385,0.04888820094093885,0.00031310838610705744,0.01908632234213549,0.0004154531872435171,0.00039769910007684617,1.1539658429228868e-05,5.020137360350665e-07
1.52,0.17788402889329946,0.3569405099015277,0.17699668515142744,0.055958649661165705,6.362406359602159,0.009547000000000002,7.286632458569434e-05,0.005673489770930406,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12208745329872316,0.020936950200741346,0.0252,0.025199999999047856,0.012400091441874714,0.012389767960599922,0.004970723776771308,0.04906601604763618,0.00031336843810252795,0.019087219078806478,0.0004157028503468752,0.0003977116329422214,1.1606067010887267e-05,5.027776396412909e-07
1.53,0.1788947698466508,0.35694050990153725,0.1769967889723491,0.05600536154021709,6.3627070401020225,0.009544000000000002,7.297769154660121e-05,0.0056736709396405524,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12205479863153476,0.021055914410950796,0.0252,0.02519999999904853,0.012400227453073957,0.01238977522806444,0.004998359095142539,0.049243565217653766,0.0003136300246252157,0.019088121120306067,0.00041595432171878606,0.0003977243328688027,1.1672385654725217e-05,5.035460716715483e-07
1.54,0.17990399521610628,0.35694050990154674,0.17699689408149602,0.05605234700804524,6.363009486141905,0.009541000000000001,7.308971383980246e-05,0.005673854507779619,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12202214102429434,0.02117470023693571,0.0252,0.025199999999049198,0.012400364241411782,0.012389782585704723,0.005025952974959864,0.04942084876753678,0.00031389314324505334,0.019089028458425715,0.000416207605102345,0.0003977372009953512,1.1738614583581377e-05,5.043190254946369e-07
1.55,0.1809117067740622,0.35694050990155624,0.17699700048591224,0.056099605630572105,6.363313694984745,0.009538000000000001,7.32023905036567e-05,0.005674040491586574,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12198948047660496,0.02129330788730712,0.0252,0.025199999999049868,0.01240050180534565,0.012389790034013859,0.005053505464683513,0.04959786701394843,0.0003141577915312038,0.019089941084954237,0.00041646270426787984,0.00039775023846021885,1.1804754020837761e-05,5.050964944752311e-07
1.56,0.18191790629347926,0.35694050990156573,0.1769971081926473,0.056147136973582215,6.363619663892606,0.009535000000000002,7.331572057592485e-05,0.005674228907294549,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12195681698806934,0.02141173757074251,0.0252,0.025199999999050537,0.012400640143331991,0.012389797573485312,0.005081016612789141,0.04977462027366987,0.0003144239670520604,0.01909085899167782,0.0004167196230128316,0.0003977634464013479,1.1870804190417053e-05,5.058784719738815e-07
1.57,0.18292259554788265,0.3569405099015752,0.1769972172087563,0.05619494060272265,6.363927390126674,0.009532000000000002,7.342970309377021e-05,0.005674419771130834,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12192415055829033,0.021529989495985787,0.0252,0.02519999999905121,0.012400779253826204,0.012389805204612943,0.005108486467767846,0.04995110886360017,0.00031469166737524683,0.019091782170380024,0.00041697836516163436,0.0003977768259562714,1.1936765316779956e-05,5.066649513470144e-07
1.58,0.18392577631136206,0.3569405099015847,0.1769973275412999,0.05624301608350305,6.364236870947259,0.009529000000000001,7.354433709375834e-05,0.0056746130993168805,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12189148118687061,0.021648063871847315,0.0252,0.02519999999905188,0.01240091913528269,0.012389812927890995,0.00513591507812615,0.050127333100756274,0.0003149608900676171,0.01909271061284178,0.0004172389345655956,0.0003977903782621133,1.2002637624922537e-05,5.074559259469325e-07
1.59,0.18492745035857172,0.3569405099015942,0.17699743919734418,0.056291362981295605,6.364548103613794,0.009526000000000001,7.365962161185718e-05,0.0056748089080683,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12185880887341279,0.021765960907203893,0.0252,0.02519999999905255,0.012401059786154876,0.012389820743814093,0.005163302492386018,0.05030329330227288,0.00031523163269525536,0.019093644310841384,0.0004175013351027766,0.0003978041044555878,1.2068421340373583e-05,5.082513891218146e-07
1.6,0.18592761946473027,0.35694050990160364,0.17699755218396088,0.056339980861335084,6.364861085384836,0.009523000000000002,7.377555568343699e-05,0.005675007213594866,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12182613361751948,0.021883680810998753,0.0252,0.025199999999053216,0.012401201204895235,0.012389828652877263,0.005190648759084844,0.05047898978540248,0.00031550389282347646,0.01909458325615451,0.0004177655706778731,0.0003978180056730001,1.2134116689191952e-05,5.090513342157151e-07
1.61,0.18692628540562095,0.35694050990161313,0.1769976665082272,0.05638886928871879,6.365175813518065,0.00952,7.389213834327031e-05,0.005675208032100511,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12179345541879316,0.022001223792241585,0.0252,0.025199999999053885,0.0124013433899553,0.012389836655575906,0.005217953926775459,0.05065442286751526,0.00031577766801682523,0.019095527440554195,0.00041803164522209507,0.0003978320830502458,1.2199723897963963e-05,5.098557545685651e-07
1.62,0.18792344995759136,0.35694050990162257,0.1769977821772259,0.056438027828406616,6.3654922852702835,0.009517000000000001,7.400936862553209e-05,0.005675411379783327,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12176077427683625,0.022118590060008502,0.0252,0.02519999999905455,0.012401486339785696,0.012389844752405814,0.005245218044026125,0.05082959286609899,0.00031605295583907704,0.01909647685581085,0.0004182995626930482,0.00039784633772281124,1.226524319380075e-05,5.106646435161714e-07
