Time,R,JAK,RJ,IFNRJ,IFNRJ2,IFNRJ2_star,STAT1c,IFNRJ2_star_STAT1c,STAT1c_star,IFNRJ2_star_STAT1c_star,STAT1c_star_STAT1c_star,SHP2,IFNRJ2_star_SHP2,PPX,STAT1c_star_PPX,STAT1c_STAT1c_star,STAT1n_star_STAT1n_star,STAT1n_star,PPN,STAT1n_star_PPN,STAT1n,STAT1n_STAT1n_star,mRNAn,mRNAc,SOCS1,IFNRJ2_star_SOCS1,IFNRJ2_star_SHP2_SOCS1_STAT1c,STAT1c_star_STAT1c_star_PPX,STAT1n_star_STAT1n_star_PPN,IFNRJ2_star_SOCS1_STAT1c,IFN,IFNRJ2_star_SHP2_STAT1c,IFNRJ2_star_SHP2_SOCS1,IFNR,cytoplasm,nucleus,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46
1.07,4.000718197204136,4.94310563709784,4.092425776051508,0.9452545288326993,0.009596589682680814,4.507570430761952e-06,999.9999937720531,5.754630987127746e-06,3.7815767428907903e-07,7.313181844099705e-16,2.153607279187261e-16,99.99999982287514,8.458982565336006e-08,49.99999999739711,2.602849637071825e-09,1.0415174861863682e-11,7.51790009232097e-20,9.854397740185206e-22,60.0,3.600649451055989e-24,2.0751214489611054e-27,8.928964891547593e-26,1.2362243769995794e-25,7.616008487968347e-30,4.414300301114533e-33,1.377182743684671e-41,5.160986635344942e-43,7.496541474597636e-19,2.9300876052461533e-22,2.5539427549448243e-41,10.0,9.253504900377259e-08,2.939393904851927e-43,0.9423874398937098,1.0,1.0,1.7729759785013919,0.7995800646336475,0.03382092703461297,4.798294841340407e-05,3.145685843181015e-05,2.3018523948510985e-06,8.157202661750825e-15,2.8385284596826313e-15,4.3383907714712037e-07,2.537694769600802e-10,1.8387313786055285e-08,7.808548911215475e-12,1.0618105565883792e-17,2.2489624423792908e-21,7.35484994144139e-11,1.0768036395936304e-18,-7.517900092320971e-21,5.840625655090004e-23,1.8003247255279946e-26,4.452138303287659e-21,1.4650438026230767e-24,-1.7857929783095185e-26,1.0375607244805527e-28,1.8794750230802425e-24,1.2362243769995796e-28,7.616008487968347e-32,3.808004243984174e-33,2.2071501505572667e-36,3.965782074524643e-40,8.974307676905342e-41,2.450723017714258e-42,1.5482959906034824e-45,2.580493317672471e-46,1.3183948631482996e-42,1.938636178408835e-42,5.569560878927318e-07,2.7760514701131775e-10,1.2769713774724121e-44,1.4696969524259634e-46,8.818181714555782e-46,6.885913718423355e-45,5.054994432306758e-40,7.438703918008544e-42,8.117940027266579e-42,0.781295890642953,0.41856934020524494
1.08,3.9753101187908717,4.921303273125259,4.102042403673831,0.9567557938937702,0.009938336993122694,4.694240842321941e-06,999.999993451215,6.046164579299319e-06,4.015653005527814e-07,8.171236488239536e-16,2.453982426347614e-16,99.999999812745,8.901409715106837e-08,49.99999999720771,2.7922581603290997e-09,1.1173124678611117e-11,8.655440471958201e-20,1.1462955832409345e-21,60.0,4.2310264281768e-24,2.4631946710357518e-27,1.0491318923143528e-25,1.438068763954661e-25,8.950744764953805e-30,5.240932570478207e-33,1.7172633048693552e-41,6.5678964946365205e-43,8.630593447322028e-19,3.408061055015247e-22,3.2173097175665716e-41,10.0,9.824092716622521e-08,3.70226768268322e-43,0.9459931543343868,1.0,1.0,1.7512685497456566,0.8012733648568908,0.034627598567347394,4.9691684965613474e-05,3.271699482920348e-05,2.4184658317197278e-06,9.016659349158782e-15,3.2005539878974368e-15,4.5162126392296034e-07,2.670422914532051e-10,1.951981339445196e-08,8.376774480987299e-12,1.2097300262106405e-17,2.5891780341966087e-21,7.807843464888109e-11,1.226991213173807e-18,-8.655440471958203e-21,6.793152970882071e-23,2.1155132140884e-26,5.125103062074616e-21,1.7040305275076236e-24,-2.0982637846287056e-26,1.231597335517876e-28,2.1638601179895507e-24,1.438068763954661e-28,8.950744764953806e-32,4.4753723824769026e-33,2.6204662852391033e-36,4.9032673117901296e-40,1.1164258574933678e-40,3.085951781649268e-42,1.9703689483909562e-45,3.2839482473182605e-46,1.6432179480000292e-42,2.4363824071793703e-42,5.849682713645124e-07,2.9472278149867567e-10,1.608654858783286e-44,1.85113384134161e-46,1.110680304804966e-45,8.586316524346777e-45,6.305335076848627e-40,9.29331494298808e-42,1.0231802533842575e-41,0.7761421606714867,0.4177141309833021
1.09,3.950168664003781,4.899724894882846,4.111426972312756,0.9682489152885573,0.010288175474310074,4.886432241295757e-06,999.9999931176005,6.349000641400551e-06,4.261499133507913e-07,9.119169567772732e-16,2.7924316745929054e-16,99.9999998021493,9.36186284406897e-08,49.9999999970067,2.993266677961882e-09,1.1977497237632726e-11,9.950581457428296e-20,1.3313446613857553e-21,60.0,4.963623465832346e-24,2.9187920861441056e-27,1.2306858676230813e-25,1.6702803455084313e-25,1.0502173690632949e-29,6.21161562395076e-33,2.136487327312142e-41,8.337851071975325e-43,9.921721013370519e-19,3.9578690859866963e-22,4.043415949056496e-41,10.0,1.0423209437436737e-07,4.652175713096763e-43,0.9495562308790715,1.0,1.0,1.7299026255849062,0.8029204161567802,0.035442603383436695,5.144087737155037e-05,3.4012257148202585e-05,2.5396002565602203e-06,9.955804902724862e-15,3.60415065623181e-15,4.699194974746537e-07,2.808558853220691e-10,2.0708842330671597e-08,8.979800033885646e-12,1.3763723951861257e-17,2.9765163040111554e-21,8.283448263604492e-11,1.3962158372964526e-18,-9.950581457428297e-21,7.888795498997885e-23,2.481811732916173e-26,5.891191492737245e-21,1.978934542993348e-24,-2.4613717352461626e-26,1.459396043072053e-28,2.4876453643570743e-24,1.6702803455084313e-28,1.050217369063295e-31,5.251086845316475e-33,3.10580781197538e-36,6.049162897808769e-40,1.3857165741618663e-40,3.876658919617063e-42,2.5013553215925976e-45,4.168925535987663e-46,2.0434438088231517e-42,3.05471245910488e-42,6.140536440090274e-07,3.1269628312310213e-10,2.0217079745282481e-44,2.3260878565483816e-46,1.3956527139290289e-45,1.068243663656071e-44,7.847076156628848e-40,1.1583936945169616e-41,1.2865615607938856e-41,0.7710426081831748,0.41684398458850314
1.1,3.925289920537081,4.878367273122851,4.1205833150593385,0.9797331234811799,0.010646187565969047,5.084238022276987e-06,999.9999927708558,6.663436293822537e-06,4.5195674144839236e-07,1.0165265834351504e-15,3.173299768641592e-16,99.999999791072,9.840861595063971e-08,49.99999999679351,3.206450869344321e-09,1.2830596635886122e-11,1.1423162040264542e-19,1.543918615433494e-21,60.0,5.8137113131371525e-24,3.452795437219106e-27,1.4413379976071363e-25,1.937042394713433e-25,1.2302711427454785e-29,7.349603953119757e-33,2.6521643381343427e-41,1.0559327235087443e-42,1.138969081059042e-18,4.5893951408527415e-22,5.069873313176794e-41,10.0,1.1051941223264421e-07,5.832328187526466e-43,0.9530773525857716,1.0,1.0,1.7088714228337425,0.8045220005422441,0.03626584221665374,5.323093782984524e-05,3.5343154849120346e-05,2.665374517529015e-06,1.0981014954764054e-14,4.053564925126564e-15,4.887420779753311e-07,2.9522584785191917e-10,2.195654689710156e-08,9.619352608032963e-12,1.5638705025978634e-17,3.416907243177126e-21,8.782522830904915e-11,1.586649884320796e-18,-1.1423162040264542e-20,9.147237466338222e-23,2.9068556565685765e-26,6.76210932134167e-21,2.294697570426371e-24,-2.8826759952142726e-26,1.726397718609553e-28,2.8557905100661356e-24,1.937042394713433e-28,1.2302711427454785e-31,6.1513557137273925e-33,3.674801976559879e-36,7.4469055300444e-40,1.716141590115028e-40,4.85868675788266e-42,3.167798170526233e-45,5.279663617543722e-46,2.5355177688426998e-42,3.821116337483984e-42,6.442397455435464e-07,3.3155823669793264e-10,2.534936656588397e-44,2.916164093763233e-46,1.74969845625794e-45,1.3260821690671713e-44,9.744024812156187e-40,1.4406963774362048e-41,1.6139884908479406e-41,0.7659964370557008,0.4159594803868407
1.11,3.900670037782824,4.857227229117495,4.12951520344734,0.9912076620095492,0.011012454685397046,5.287751747764695e-06,999.999992410622,6.989772302245999e-06,4.790321790843624e-07,1.1318467661715362e-15,3.6013720890354756e-16,99.99999977949668,1.0338933906869174e-07,49.99999999656755,3.4324080139763608e-09,1.3734813438186856e-11,1.3095269784608014e-19,1.78776577758073e-21,60.0,6.798649253115396e-24,4.077701862643008e-27,1.6853843414130208e-25,2.243061657412668e-25,1.4389214688165022e-29,8.681611108612313e-33,3.2851505236150525e-41,1.3341114401238002e-42,1.3056508991045205e-18,5.313757597361974e-22,6.342459573735397e-41,10.0,1.1711401692978783e-07,7.2953159183914e-43,0.9565571913346782,1.0,1.0,1.6881683117597828,0.8060788874492771,0.037097214231978065,5.506227342698523e-05,3.671019581927478e-05,2.7959089208983995e-06,1.209909282785857e-14,4.553422851075898e-15,5.080973057967643e-07,3.101680172060752e-10,2.3265127349778594e-08,1.0297224041929082e-11,1.774573026412032e-17,3.916952697313562e-21,9.305947240212384e-11,1.800686044517738e-18,-1.3095269784608014e-20,1.0590621680422073e-22,3.3993246265576985e-26,7.750886718817569e-21,2.6568787986809868e-24,-3.3707686828260416e-26,2.038850931321504e-28,3.2738174461520035e-24,2.243061657412668e-28,1.4389214688165023e-31,7.194607344082512e-33,4.3408055543061565e-36,9.14838935735948e-40,2.120723633047411e-40,6.075637271725304e-42,4.002334320371401e-45,6.670557200619001e-46,3.139244198003358e-42,4.768963538320551e-42,6.755544252973743e-07,3.513420507893635e-10,3.171229786867699e-44,3.6476579591957e-46,2.18859477551742e-45,1.6425752618075263e-44,1.207307237743255e-39,1.7878767532232869e-41,2.020135586302475e-41,0.7610028637298712,0.4150611804954178
1.12,3.876305252242168,4.83630165541681,4.138226322043367,1.0026717920917896,0.011387057250512868,5.497067037700194e-06,999.9999920365351,7.328312977435519e-06,5.074238172124742e-07,1.2588421296509539e-15,4.081914416251632e-16,99.99999976740655,1.0856615986782099e-07,49.99999999632821,3.6717577709007976e-09,1.4692627797755162e-11,1.4991465305496141e-19,2.0670983198868003e-21,60.0,7.938144099680448e-24,4.807843502614795e-27,1.9677014149940905e-25,2.593627563778009e-25,1.6803532480419098e-29,1.0238281041498174e-32,4.0605270475853344e-41,1.6816694942845544e-42,1.4946644674122284e-18,6.143449221117765e-22,7.916778251643978e-41,10.0,1.2402732644168564e-07,9.105017810343764e-43,0.9599964031746444,1.0,1.0,1.6677868347297993,0.8075918285668374,0.037936617456159866,5.693528625256434e-05,3.811388556944753e-05,2.9313251909742076e-06,1.3317292633888024e-14,5.1087594613270525e-15,5.279934705178734e-07,3.25698479603463e-10,2.4636839304580394e-08,1.1015273312702394e-11,2.011063918627692e-17,4.483993402236685e-21,9.854623707477345e-11,2.040957208125816e-18,-1.4991465305496143e-20,1.2243827037327194e-22,3.969072049840224e-26,8.87201019887533e-21,3.0717246105588822e-24,-3.935402829988181e-26,2.4039217513073974e-28,3.7478663263740355e-24,2.593627563778009e-28,1.6803532480419098e-31,8.401766240209549e-33,5.119140520749087e-36,1.1215498176710234e-39,2.6150793520680577e-40,7.58044433437316e-42,5.045008482853663e-45,8.408347471422772e-46,3.878426681933939e-42,5.938678594841376e-42,7.080258307506972e-07,3.720819793250569e-10,3.958389125821989e-44,4.552508905171882e-46,2.7315053431031294e-45,2.0302635237926673e-44,1.492669778209218e-39,2.2139566948355996e-41,2.5228365549283854e-41,0.7560611223849407,0.4141496297821822
1.1300000000000001,3.852191857251067,4.815587491115733,4.146720298719894,1.0141247871890589,0.011770074628233138,5.712277653627199e-06,999.9999916482262,7.679366201762006e-06,5.371804389054714e-07,1.398552066425637e-15,4.620714421553034e-16,99.99999975478448,1.1394452324302273e-07,49.99999999607482,3.9251424879479945e-09,1.570661069536731e-11,1.713903066704333e-19,2.3866436683522735e-21,60.0,9.25453903210506e-24,5.659633977530395e-27,2.2938175365590138e-25,2.994676850798862e-25,1.9593121503191477e-29,1.2054717303472017e-32,5.008398991293539e-41,2.1149508716600024e-42,1.70872772256907e-18,7.092489298710119e-22,9.860233402313657e-41,10.0,1.3127103913703153e-07,1.1338870417104757e-42,0.9633956338646753,1.0,1.0,1.6477206771796173,0.8090615640001978,0.038783948434003526,5.885037314116569e-05,3.9554727885946776e-05,3.0717464807048028e-06,1.4643343052414057e-14,5.725049334637969e-15,5.484388593133762e-07,3.418335697290682e-10,2.6073993445575445e-08,1.1775427463843985e-11,2.2761826561437642e-17,5.12618316770721e-21,1.0429476474473893e-10,2.3103572107765166e-18,-1.713903066704333e-20,1.4134771229471538e-22,4.62726951605253e-26,1.0141568614251795e-20,3.54624464935506e-24,-4.5876350731180276e-26,2.8298169887651977e-28,4.2847576667608324e-24,2.994676850798862e-28,1.9593121503191478e-31,9.79656075159574e-33,6.027358651736008e-36,1.3721894464770331e-39,3.2179004873865262e-40,9.437243203802835e-42,6.344852614980008e-45,1.0574754358300012e-45,4.781621570670072e-42,7.379135560596061e-42,7.416824104656945e-07,3.938131174110946e-10,4.930116701156829e-44,5.669435208552379e-46,3.401661125131427e-45,2.5041994956467695e-44,1.841591539239259e-39,2.7357991615299663e-41,3.1437210251432523e-41,0.7511704587729199,0.41322535698397134
1.1400000000000001,3.8283262312643873,4.795081744956452,4.155000676372699,1.0255659381292668,0.01216158516298974,5.9334773752764815e-06,999.9999912453211,8.043243325044395e-06,5.683520520411301e-07,1.5520958645793796e-15,5.224127681022071e-16,99.99999974161295,1.1952995663381158e-07,49.99999999580673,4.193228010155797e-09,1.6779427176057216e-11,1.9568234908399878e-19,2.7517014576712973e-21,60.0,1.0773133332910309e-23,6.651845202944062e-27,2.6699917916315026e-25,3.4528651485819994e-25,2.2811727607613902e-29,1.4171077540918067e-32,6.164834688744059e-41,2.6539268822694198e-42,1.9508560544462746e-18,8.176592166967575e-22,1.2254374375579756e-40,10.0,1.388571413185769e-07,1.409056330532134e-42,0.966755513692067,1.0,1.0,1.6279636887087445,0.8104888165119546,0.03963910270544057,6.080792581494871e-05,4.103322392661083e-05,3.217297330017758e-06,1.6085472277600347e-14,6.408239824377048e-15,5.694417446677522e-07,3.5858986990143475e-10,2.7578956997642093e-08,1.257968403046739e-11,2.5730467192030484e-17,5.852568163338824e-21,1.1031452397786662e-10,2.6120638405110354e-18,-1.956823490839988e-20,1.6294746079369579e-22,5.386566666455155e-26,1.1577409101700575e-20,4.088296083483788e-24,-5.339983583263006e-26,3.3259226014720312e-28,4.8920587270999695e-24,3.4528651485819994e-28,2.28117276076139e-31,1.1405863803806951e-32,7.085538770459034e-36,1.6755105247577765e-39,3.951517757771948e-40,1.1723588967462157e-41,7.96178064680826e-45,1.3269634411347099e-45,5.8830234067085e-42,9.149309039754851e-42,7.765529021624541e-07,4.1657142395573067e-10,6.127187187789878e-44,7.04528165266067e-46,4.2271689915964024e-45,3.0824173443720297e-44,2.267374122417936e-39,3.3736460045353143e-41,3.908971364648848e-41,0.7463301359790361,0.41228887464761943
1.1500000000000001,3.8047048048021272,4.774781468327658,4.163070945973234,1.036994547166029,0.012561666121266501,6.160760099307223e-06,999.9999908274409,8.420259191601088e-06,6.009898825740304e-07,1.720677559135423e-15,5.8991255641941625e-16,99.99999972787407,1.2532807009527854e-07,49.99999999552326,4.476703982506294e-09,1.791383756233798e-11,2.231262729681698e-19,3.168205559131293e-21,60.0,1.2522538181247937e-23,7.805917322196924e-27,3.103301895997785e-25,3.975644952385635e-25,2.652014421058061e-29,1.6633239345837963e-32,7.572968267081432e-41,3.322952291822092e-42,2.2243914964693203e-18,9.413350698227829e-22,1.5197675201074202e-40,10.0,1.4679790530027722e-07,1.7473234298070862e-42,0.9700766635255401,1.0,1.0,1.6085098521439782,0.8118742982513263,0.0405019744098298,6.280833060633251e-05,4.254987298909742e-05,3.3681036766404355e-06,1.765243366367939e-14,7.164785523484994e-15,5.91010394235164e-07,3.7598421028583564e-10,2.9154153329509786e-08,1.3430111947518882e-11,2.905074951903606e-17,6.673174489407961e-21,1.1661520789981543e-10,2.9495627820970814e-18,-2.231262729681698e-20,1.8758782591162798e-22,6.261269090623968e-26,1.3199309364125632e-20,4.706675349113915e-24,-6.206603791995571e-26,3.902958661098462e-28,5.578156824204245e-24,3.975644952385635e-28,2.652014421058061e-31,1.3260072105290307e-32,8.316619672918982e-36,2.0418949774142285e-39,4.84256054200841e-40,1.4533084701352968e-41,9.968856875466276e-45,1.661476145911046e-45,7.223503560512004e-42,1.1320225476779598e-41,8.126663358086825e-07,4.4039371590083166e-10,7.598837600537101e-44,8.736617149035432e-46,5.241970289421259e-45,3.786484133540716e-44,2.7859260545567853e-39,4.1517503389953796e-41,4.850219865736111e-41,0.7415394276899148,0.411340680227586
1.16,3.781324091785333,4.754683780857169,4.170934515234405,1.0484099336518788,0.012970393726082259,6.394219701370275e-06,999.9999903942015,8.81073203279392e-06,6.351464087582021e-07,1.9055916015193177e-15,6.653348304428095e-16,99.9999997135496,1.3134455602858397e-07,49.99999999522368,4.776284687350005e-09,1.9112700807065836e-11,2.5409350229423044e-19,3.642792650041053e-21,60.0,1.4535069635228028e-23,9.146305971415587e-27,3.601741225145174e-25,4.571351817254952e-25,3.078705025600554e-29,1.9493546510782942e-32,9.284291687212089e-41,4.1516691393135124e-42,2.5330338665203806e-18,1.082243913829523e-21,1.8808823252152376e-40,10.0,1.5510589730992275e-07,2.1623251240588033e-42,0.9733596890718387,1.0,1.0,1.5893533071758985,0.8132187043738436,0.04137245681398103,6.485196863041129e-05,4.4105171493354374e-05,3.524292813117568e-06,1.9353532599921716e-14,8.001685728124543e-15,6.131530570996839e-07,3.940336680857519e-10,3.0802063497406444e-08,1.4328854062050016e-11,3.276013474565855e-17,7.599101599561143e-21,1.2320674037000958e-10,3.326674152214048e-18,-2.5409350229423046e-20,2.1566054507541753e-22,7.267534817614015e-26,1.5029161354887923e-20,5.411219569147615e-24,-7.203482450290348e-26,4.5731529857077935e-28,6.352337557355761e-24,4.5713518172549525e-28,3.078705025600554e-31,1.539352512800277e-32,9.746773255391471e-36,2.4836360912893095e-39,5.922727418251053e-40,1.7978489370411725e-41,1.2455007417940538e-44,2.0758345696567562e-45,8.851826635805438e-42,1.397726551485274e-41,8.500520212935698e-07,4.6531769192976827e-10,9.404411626076187e-44,1.0811625620294017e-45,6.48697537217641e-45,4.642145843606044e-44,3.4162394702541166e-39,5.099119172522088e-41,6.00561135522227e-41,0.7367976245756298,0.41038125597441094
1.17,3.7581806535577233,4.734785841026104,4.178594744587407,1.059811427563332,0.01338784309876087,6.633950151065601e-06,999.9999899452141,9.214983494105813e-06,6.708753521727972e-07,2.1082282201463004e-15,7.495160130354319e-16,99.99999969862088,1.3758518917614412e-07,49.999999994907256,5.092709339950097e-09,2.037897567799611e-11,2.8899484181691e-19,4.182876747348161e-21,60.0,1.68471850029221e-23,1.0700870180745729e-26,4.1743265485503945e-25,5.249298061203935e-25,3.5689940823891447e-29,2.281164290265674e-32,1.1360166582504613e-40,5.176084938138528e-42,2.8808750994829407e-18,1.2425833519918967e-21,2.3230604345526393e-40,10.0,1.637939750098184e-07,2.670468022748261e-42,0.9766051874683918,1.0,1.0,1.5704883174189637,0.8145227203662148,0.04225044186000093,6.693921549380435e-05,4.5699613879616564e-05,3.6859933976423254e-06,2.119865410939143e-14,8.92652316175595e-15,6.358779752719972e-07,4.1275556752843235e-10,3.252522573723325e-08,1.5278128019850292e-11,3.6899625628057913e-17,8.642625298448822e-21,1.3009927394985864e-10,3.747580065177159e-18,-2.8899484181691e-20,2.4760316784030523e-22,8.423592501461051e-26,1.709117383861622e-20,6.212916759959484e-24,-8.348653097100789e-26,5.350435090372865e-28,7.22487104542275e-24,5.249298061203936e-28,3.5689940823891447e-31,1.7844970411945723e-32,1.140582145132837e-35,3.01526587102018e-39,7.229684826982344e-40,2.2195387287886498e-41,1.5528254814415586e-44,2.588042469069264e-45,1.0826072943717792e-41,1.7222876016667392e-41,8.887395516314141e-07,4.913819250294552e-10,1.1615302172763197e-43,1.3352340113741306e-45,8.011404068244783e-45,5.680083291252307e-44,4.1809476520828315e-39,6.250383728133863e-41,7.421058485679933e-41,0.7321040269621769,0.40941107001163196
1.18,3.7352711333698463,4.715084874328475,4.186054912699418,1.0711983757483066,0.013814088296890736,6.880045357821661e-06,999.9999894800847,9.633338525166813e-06,7.082317135717155e-07,2.3300796696025414e-15,8.433710199894832e-16,99.99999968306892,1.4405582637297522e-07,49.99999999457322,5.426742954810683e-09,2.171572422641049e-11,3.2828415119365717e-19,4.7967314364078574e-21,60.0,1.9499963793931568e-23,1.2501306019579836e-26,4.831216748903038e-25,6.019876142108381e-25,4.131615315334462e-29,2.665540492214723e-32,1.3873589802530333e-40,6.439856722584557e-42,3.272435809379062e-18,1.4248054835725022e-21,2.8634483440248647e-40,10.0,1.7287529578346347e-07,3.291455514718245e-42,0.9798137409586305,1.0,1.0,1.551909296611823,0.8157870150249175,0.043135820748854255,6.907044148445368e-05,4.7333691463419876e-05,3.853335410066725e-06,2.3198291731304538e-14,9.94750610017562e-15,6.591933683270708e-07,4.3216747911892563e-10,3.4326237083780226e-08,1.628022886443205e-11,4.1514063833021556e-17,9.817307428137187e-21,1.3730319637895345e-10,4.2168550999474155e-18,-3.282841511936572e-20,2.839038934256852e-22,9.749981896965785e-26,1.9412087974904928e-20,7.124027417862512e-24,-9.662433497806076e-26,6.250653009789919e-28,8.20710377984143e-24,6.019876142108381e-28,4.131615315334462e-31,2.065807657667231e-32,1.3327702461073614e-35,3.653934308106984e-39,8.808113050045182e-40,2.734651200498016e-41,1.931957016775367e-44,3.219928361292278e-45,1.321529865561697e-41,2.1179758462671646e-41,9.287587903068842e-07,5.186258873503905e-10,1.4317241720124323e-43,1.6457277573591226e-45,9.874366544154735e-45,6.936794901265167e-44,5.1069762993685914e-39,7.646818211585197e-41,9.151723453062534e-41,0.7274579518547968,0.4084305761779084
1.19,3.712592217356177,4.69557814140417,4.193318255494818,1.0825701348894505,0.014249202255342422,7.13259930374498e-06,999.9999889984144,1.0066125406226935e-05,7.472717615516688e-07,2.572746141290957e-15,9.478995921521046e-16,99.99999966687433,1.5076240645437047e-07,49.999999994220794,5.779176633409631e-09,2.3126112940534613e-11,3.72462388044868e-19,5.493579086558336e-21,60.0,2.2539640675773557e-23,1.4583629892997347e-26,5.583844368639243e-25,6.894670832002324e-25,4.7764003764515566e-29,3.110198109618627e-32,1.6911253077334706e-40,7.995817594090691e-42,3.712705525650309e-18,1.6316432791503566e-21,3.5225998394552995e-40,10.0,1.8236331367234945e-07,4.048908380798462e-42,0.9829859240480027,1.0,1.0,1.5336107736017497,0.8170122484011746,0.04402848342711404,7.124601127671211e-05,4.900789347721908e-05,4.026450162490774e-06,2.536357716011311e-14,1.1073511753035476e-14,6.831074467075719e-07,4.5228721936311143e-10,3.6207752746582876e-08,1.733752990022889e-11,4.665243849699706e-17,1.1138116576950928e-20,1.44829128077992e-10,4.739497960760523e-18,-3.72462388044868e-20,3.2510681705834544e-22,1.126982033788678e-25,2.2021414626862007e-20,8.158216395751783e-24,-1.1167688737278488e-25,7.291814946498674e-28,9.3115597011217e-24,6.894670832002324e-28,4.776400376451557e-31,2.3882001882257784e-32,1.5550990548093135e-35,4.419848121157619e-39,1.0710922441463046e-39,3.3626834758388014e-41,2.3987452782272073e-44,3.9979087970453455e-45,1.6101471344839292e-41,2.599461261475984e-41,9.701398745349388e-07,5.470899410170484e-10,1.7612999197276499e-43,2.0244541903992308e-45,1.2146725142395387e-44,8.455626538667354e-44,6.226302843531657e-39,9.337529947310778e-41,1.1263762493009694e-40,0.7228587249902754,0.40744021508230555
1.2,3.6901406723081998,4.676262968879216,4.2003879283841155,1.0939260783543723,0.014693256826896744,7.3917058716064e-06,999.9999884997998,1.0513675636575908e-05,7.880530701154466e-07,2.837942633620597e-15,1.0641932688898893e-15,99.99999965001732,1.577109500424869e-07,49.999999993849144,6.1508284592109984e-09,2.461341632904996e-11,4.220819074442769e-19,6.283689086883827e-21,60.0,2.6018191672995022e-23,1.6988717656718653e-26,6.445060271665667e-25,7.886582732022811e-25,5.514403960021171e-29,3.6238952048212583e-32,2.0575940866953977e-40,9.907788423073076e-42,4.207185474097776e-18,1.8661396230644242e-21,4.3251098629698234e-40,10.0,1.922717880685161e-07,4.9710943192065084e-42,0.9861222965710179,1.0,1.0,1.515587421167783,0.8181990641097358,0.0449283192307717,7.346628413448373e-05,5.07227057835417e-05,4.205470254630363e-06,2.7706311210738686e-14,1.2314133499478631e-14,7.076283945651736e-07,4.731328501274607e-10,3.8172487809082925e-08,1.8452485377632996e-11,5.2368226343129214e-17,1.2621556422293327e-20,1.526879289447257e-10,5.320966344449447e-18,-4.220819074442769e-20,3.718177068784306e-22,1.3009095836497512e-25,2.495168652204373e-20,9.330698115322121e-24,-1.2890120543331335e-25,8.494358828359327e-28,1.0552047686106921e-23,7.886582732022811e-28,5.5144039600211704e-31,2.757201980010585e-32,1.811947602410629e-35,5.3367775518457605e-39,1.3000664613885372e-39,4.126954079371226e-41,2.972336526921923e-44,4.953894211536538e-45,1.9581721931100445e-41,3.1842523357844966e-41,1.0129132023642831e-06,5.768153642055484e-10,2.162554931484912e-43,2.485547159603254e-45,1.4913282957619526e-44,1.0287970433476988e-43,7.576840646257006e-39,1.1380848168943399e-40,1.3836378331847364e-40,0.7183056885302196,0.40644041390639934
1.21,3.6679133034439313,4.657136714885247,4.207267048492596,1.1052655885664158,0.015146322722565084,7.657458997326773e-06,999.9999879838322,1.0976323959624087e-05,8.306345048820163e-07,3.1275054533557447e-15,1.1934426368940249e-15,99.99999963247771,1.6490755935328495e-07,49.99999999345743,6.542543777135673e-09,2.6181018041572905e-11,4.777511843857949e-19,7.178484239567462e-21,60.0,2.9993982458689845e-23,1.9762904152095245e-26,7.429293616571688e-25,9.009962060630693e-25,6.358042188064084e-29,4.216562093069622e-32,2.498931917705066e-40,1.225272443774108e-41,4.761935569756351e-18,2.131678757748557e-21,5.300358474405064e-40,10.0,2.026147800427111e-07,6.091784384939891e-42,0.9892234114413262,1.0,1.0,1.4978340188238468,0.8193480979271908,0.04583521630624961,7.573161361282542e-05,5.247861207480841e-05,4.390529583849635e-06,3.023899558781645e-14,1.3679729350322443e-14,7.327643850477335e-07,4.947226780598549e-10,4.02232164832392e-08,1.9627631331407018e-11,5.871974472294179e-17,1.4285806709269053e-20,1.6089069537187995e-10,5.9672131844701244e-18,-4.7775118438579494e-20,4.247102578823098e-22,1.4996991229344924e-25,2.8238735311597984e-20,1.0658393788742785e-23,-1.4858587233143377e-25,9.881452076047623e-28,1.1943779609644872e-23,9.009962060630693e-28,6.358042188064084e-31,3.1790210940320417e-32,2.108281046534811e-35,6.432640948295547e-39,1.5751168321895797e-39,5.055303966170244e-41,3.6758173313223244e-44,6.12636221887054e-45,2.3770962208221365e-41,3.8932094943727036e-41,1.0571094359198228e-06,6.078443401281333e-10,2.6501792372025322e-43,3.0458921924699454e-45,1.8275353154819672e-44,1.2494659588525331e-43,9.203466721136506e-39,1.3845941428744403e-40,1.696422877609729e-40,0.7137981924599597,0.4054315874364227
