Time,M,T,BR,E_slow,E_fast,f_prime,T_a,T_b,delta_T,kinc,tdose1,tdose2,tdose3,M_c,t_day,t_night,tprime,day_length,km,c,k,pEtot,kR,AMT_dose,pEf1,pEs1,pEf2,pEs2,pEf3,pEs3,f2_drug,T_day,T_night,kb,M_b,M_day,M_night,t_prime,alpha,delta_high_dose,M_night_baseline,gNsTs1,gNsTs2,gNsTs3,gNfTf1,gNfTf2,gNfTf3,Ns,Nf,Ts,Tf,X1,X2,X3,Kf,Ks,COMpartment
0.0,3.5,38.785,0.0,0.0,0.0,2.034194780919687e-07,21.0,38.0,1.57,0.0258,24.0,72.0,120.0,3.498729016764704,17.5,6.73,0.0,86400.0,1.1375,3.47,0.19672358823529404,0.144,5.35,3.0,1.0,0.2,3.57,2.43,8.0,50.0,0.0,38.785,37.215,0.17647058823529413,3.0,3.498729016764704,2.533068389669517,45.12,0.2229166,1.0,2.5330681932352963,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.45,0.368,-1.0,-3.0,-5.0,10.869565217391305,1.6326530612244896,1.0
0.01,3.499985624481819,38.785003638577784,0.0,0.0,0.0,2.0387343957358704e-07,21.0,38.0,1.57,0.0258,24.0,72.0,120.0,3.498729016764704,17.5,6.73,36.0,86400.0,1.1375,3.47,0.19672368211060096,0.144,5.35,3.0,1.0,0.2,3.57,2.43,8.0,50.0,0.0,38.785,37.215,0.17647058823529413,3.0,3.498729016764704,2.53306839010789,45.12,0.2229166,1.0,2.5330681932352963,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.45,0.368,-0.9995833333333333,-2.9995833333333333,-4.999583333333333,10.869565217391305,1.6326530612244896,1.0
0.02,3.499971411559076,38.78500722913335,0.0,0.0,0.0,2.043284141390382e-07,21.0,38.0,1.57,0.0258,24.0,72.0,120.0,3.498729016764704,17.5,6.73,72.0,86400.0,1.1375,3.47,0.19672377474693453,0.144,5.35,3.0,1.0,0.2,3.57,2.43,8.0,50.0,0.0,38.785,37.215,0.17647058823529413,3.0,3.498729016764704,2.533068390547241,45.12,0.2229166,1.0,2.5330681932352963,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.45,0.368,-0.9991666666666666,-2.999166666666667,-4.9991666666666665,10.869565217391305,1.6326530612244896,1.0
0.03,3.499957359392371,38.78501077222293,0.0,0.0,0.0,2.0478440404917286e-07,21.0,38.0,1.57,0.0258,24.0,72.0,120.0,3.498729016764704,17.5,6.73,108.0,86400.0,1.1375,3.47,0.1967238661586458,0.144,5.35,3.0,1.0,0.2,3.57,2.43,8.0,50.0,0.0,38.785,37.215,0.17647058823529413,3.0,3.498729016764704,2.533068390987572,45.12,0.2229166,1.0,2.5330681932352963,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.45,0.368,-0.9987499999999999,-2.99875,-4.99875,10.869565217391305,1.6326530612244896,1.0
0.04,3.499943466163411,38.78501426839635,0.0,0.0,0.0,2.0524141156988473e-07,21.0,38.0,1.57,0.0258,24.0,72.0,120.0,3.498729016764704,17.5,6.73,144.0,86400.0,1.1375,3.47,0.19672395635992002,0.144,5.35,3.0,1.0,0.2,3.57,2.43,8.0,50.0,0.0,38.785,37.215,0.17647058823529413,3.0,3.498729016764704,2.5330683914288867,45.12,0.2229166,1.0,2.5330681932352963,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.45,0.368,-0.9983333333333334,-2.998333333333333,-4.998333333333333,10.869565217391305,1.6326530612244896,1.0
0.05,3.4999297300775467,38.785017718196244,0.0,0.0,0.0,2.0569943897212446e-07,21.0,38.0,1.57,0.0258,24.0,72.0,120.0,3.498729016764704,17.5,6.73,180.0,86400.0,1.1375,3.47,0.1967240453647572,0.144,5.35,3.0,1.0,0.2,3.57,2.43,8.0,50.0,0.0,38.785,37.215,0.17647058823529413,3.0,3.498729016764704,2.533068391871186,45.12,0.2229166,1.0,2.5330681932352963,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.45,0.368,-0.9979166666666667,-2.997916666666667,-4.997916666666667,10.869565217391305,1.6326530612244896,1.0
0.06,3.499916149369932,38.78502112215621,0.0,0.0,0.0,2.061584885319127e-07,21.0,38.0,1.57,0.0258,24.0,72.0,120.0,3.498729016764704,17.5,6.73,216.0,86400.0,1.1375,3.47,0.19672413318692433,0.144,5.35,3.0,1.0,0.2,3.57,2.43,8.0,50.0,0.0,38.785,37.215,0.17647058823529413,3.0,3.498729016764704,2.533068392314472,45.12,0.2229166,1.0,2.5330681932352963,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.45,0.368,-0.9975,-2.9975,-4.9975,10.869565217391305,1.6326530612244896,1.0
0.07,3.499902722276592,38.78502448080958,0.0,0.0,0.0,2.0661856253034684e-07,21.0,38.0,1.57,0.0258,24.0,72.0,120.0,3.498729016764704,17.5,6.73,252.00000000000003,86400.0,1.1375,3.47,0.19672421984018135,0.144,5.35,3.0,1.0,0.2,3.57,2.43,8.0,50.0,0.0,38.785,37.215,0.17647058823529413,3.0,3.498729016764704,2.533068392758748,45.12,0.2229166,1.0,2.5330681932352963,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.45,0.368,-0.9970833333333333,-2.9970833333333338,-4.997083333333333,10.869565217391305,1.6326530612244896,1.0
0.08,3.4998894470522774,38.785027794684,0.0,0.0,0.0,2.070796632536168e-07,21.0,38.0,1.57,0.0258,24.0,72.0,120.0,3.498729016764704,17.5,6.73,288.0,86400.0,1.1375,3.47,0.19672430533814128,0.144,5.35,3.0,1.0,0.2,3.57,2.43,8.0,50.0,0.0,38.785,37.215,0.17647058823529413,3.0,3.498729016764704,2.5330683932040143,45.12,0.2229166,1.0,2.5330681932352963,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.45,0.368,-0.9966666666666667,-2.9966666666666666,-4.996666666666667,10.869565217391305,1.6326530612244896,1.0
0.09,3.499876321973252,38.785031064300576,0.0,0.0,0.0,2.0754179299301318e-07,21.0,38.0,1.57,0.0258,24.0,72.0,120.0,3.498729016764704,17.5,6.73,324.0,86400.0,1.1375,3.47,0.196724389694249,0.144,5.35,3.0,1.0,0.2,3.57,2.43,8.0,50.0,0.0,38.785,37.215,0.17647058823529413,3.0,3.498729016764704,2.533068393650275,45.12,0.2229166,1.0,2.5330681932352963,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.45,0.368,-0.99625,-2.99625,-4.99625,10.869565217391305,1.6326530612244896,1.0
0.1,3.4998633453372916,38.785034290173904,0.0,0.0,0.0,2.0800495404493974e-07,21.0,38.0,1.57,0.0258,24.0,72.0,120.0,3.498729016764704,17.5,6.73,360.0,86400.0,1.1375,3.47,0.19672447292178086,0.144,5.35,3.0,1.0,0.2,3.57,2.43,8.0,50.0,0.0,38.785,37.215,0.17647058823529413,3.0,3.498729016764704,2.5330683940975316,45.12,0.2229166,1.0,2.5330681932352963,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.45,0.368,-0.9958333333333332,-2.9958333333333336,-4.995833333333334,10.869565217391305,1.6326530612244896,1.0
