data_set_T,data_set_C1,data_set_C2,data_set_C3,data_set_C4,data_set_C5,data_set_C6,data_set_C7,data_set_C8,data_set_C9,data_set_C10,data_set_C11,data_set_C12,data_set_C13,data_set_C14,data_set_C15,data_set_IKS,data_set_O1,data_set_O2
45.5,0.97576654,0.023882765,0.00021746715,8.6906294e-07,1.2894629e-09,0.00013045115,2.3485327e-06,1.3946045e-08,2.7316939e-11,6.2926864e-09,7.3924394e-11,6.6407891e-14,1.2952584e-13,3.035972e-16,3.8424566e-19,-7.0289671e-23,9.6909702e-21,5.8125255e-24
50.049999,0.97338021,0.026196651,0.00026258273,1.1559268e-06,1.8911119e-09,0.0001568424,3.1106408e-06,2.036756e-08,4.4030838e-11,9.1529211e-09,1.1866486e-10,1.1684451e-13,2.287807e-13,5.898108500000001e-16,8.2194854e-19,-1.6368828000000002e-22,2.2566499999999997e-20,1.5052292999999998e-23
54.599998,0.97100055,0.028497405,0.0003117944,1.4990009e-06,2.6804658e-09,0.00018544284,4.0169566e-06,2.8748364e-08,6.7980718e-11,1.2866805e-08,1.8245833e-10,1.9515018e-13,3.8356208e-13,1.077603e-15,1.6381076999999998e-18,-3.5182444000000004e-22,4.8500187e-20,3.5621945e-23
59.150002,0.96862751,0.030785125,0.00036506559,1.9030301e-06,3.6922705e-09,0.00021620138,5.0782996e-06,3.9434742e-08,1.0124344e-10,1.7578216e-08,2.7062066e-10,3.1204041e-13,6.1562262e-13,1.8703565e-15,3.0774224999999997e-18,-7.0732237e-22,9.7500205e-20,7.8207904e-23
63.700001,0.96626109,0.033059902,0.00042236014,2.3726966e-06,4.9639861e-09,0.00024906793,6.3051275e-06,5.2795919e-08,1.4623774e-10,2.3438817e-08,3.8928988e-10,4.8084009e-13,9.5218896e-13,3.1081173e-15,5.499189399999999e-18,-1.3438715000000001e-21,1.8523221999999999e-19,1.6115034000000002e-22
68.25,0.96390128,0.035321832,0.00048364239,2.9126197e-06,6.5357386e-09,0.00028399323,7.7075456e-06,6.9222992e-08,2.0574369e-10,3.060741e-08,5.4546023e-10,7.1779475e-13,1.4266692e-12,4.9756291e-15,9.4137612e-18,-2.4325329999999998e-21,3.3526494e-19,3.1449249000000004e-22
72.800003,0.96154803,0.037571002,0.00054887717,3.5273581e-06,8.4502698e-09,0.00032092907,9.2953178e-06,8.9127944e-08,2.8292085e-10,3.924934e-08,7.4701256e-10,1.0423783e-12,2.0793666e-12,7.7111288e-15,1.5525788e-17,-4.2221298e-21,5.8187741e-19,5.855283100000001e-22
77.349998,0.95920134,0.039807502,0.00061802962,4.2214097e-06,1.0752891e-08,0.000359828,1.1077871e-05,1.1294262e-07,3.8132542e-10,4.9535895e-08,1.0027404e-09,1.4775964e-12,2.9581927e-12,1.1615869e-14,2.4784626e-17,-7.0641782e-21,9.7349118e-19,1.0461918e-21
81.900002,0.95686114,0.04203143,0.00069106545,4.9992145e-06,1.3491437e-08,0.00040064362,1.306431e-05,1.4111784e-07,5.0492616e-10,6.1643767e-08,1.3223729e-09,2.0502825e-12,4.1193793e-12,1.7064309e-14,3.8442240000000005e-17,-1.1442786e-20,1.5767853999999999e-18,1.8026622000000002e-21
86.449997,0.95452744,0.044242866,0.00076795073,5.8651549e-06,1.6716223e-08,0.00044333024,1.526342e-05,1.7412241e-07,6.5811917e-10,7.5754528e-08,1.7165932e-09,2.7913854e-12,5.6281811e-12,2.4514938e-14,5.8118855e-17,-1.8009916e-20,2.4815493e-18,3.0075881000000003e-21
91.0,0.95220023,0.046441901,0.00084865192,6.8235554e-06,2.0479996e-08,0.00048784312,1.768368e-05,2.1244233e-07,8.4574187e-10,9.2054094e-08,2.197055e-09,3.7362474e-12,7.5595676e-12,3.4521665e-14,8.5876508e-17,-2.7626356e-20,3.8063187e-18,4.8753549e-21
95.550003,0.94987953,0.048628617,0.00093313592,7.8786861e-06,2.4837901e-08,0.00053413835,2.0333266e-05,2.5657988e-07,1.0730856e-09,1.107323e-07,2.7763951e-09,4.9248708e-12,9.9989019e-12,4.7745723e-14,1.2430068000000002e-16,-4.1408699999999996e-20,5.704839699999999e-18,7.7008439e-21
100.1,0.94756526,0.050803106,0.0010213701,9.034763e-06,2.9847431e-08,0.00058217277,2.322006e-05,3.0705277e-07,1.3459081e-09,1.319824e-07,3.468243e-09,6.4021726e-12,1.3042605e-11,6.496803e-14,1.7659004000000002e-16,9.355377199999998e-18,8.373393000000001e-18,1.1882142e-20
104.65,0.93585825,0.058906317,0.0013909659,1.4426804e-05,5.5857715e-08,0.0036600914,0.00017049228,2.6226312e-06,1.337658e-08,4.9194514e-06,1.4950479e-07,1.5100697e-10,2.6644014e-09,6.2323367e-12,7.3027393e-14,4.3636194000000005e-16,3.7875428e-16,1.2360730000000002e-17
109.2,0.92429781,0.06635692,0.0017889779,2.1164189e-05,9.3477993e-08,0.0071410709,0.00038015889,6.6829771e-06,3.89383e-08,1.9558651e-05,6.8011326e-07,1.2204566e-09,2.2278305e-08,9.0112334e-11,1.8001575e-12,1.7302454e-14,1.4790171e-14,7.182424900000001e-16
113.75,0.91288197,0.073200025,0.0022068527,2.9175575e-05,1.4405383e-07,0.010984298,0.00065441633,1.2878409e-05,8.3984951e-08,4.7517646e-05,1.8521046e-06,4.7317541e-09,8.6718615e-08,5.0400728e-10,1.475072e-11,2.0889127e-13,1.7474814e-13,1.2484979e-14
118.3,0.90160882,0.079477698,0.0026373807,3.8356753e-05,2.0842452e-07,0.01515195,0.00099410873,2.1551248e-05,1.5481227e-07,9.2308772e-05,3.9676947e-06,1.3036701e-08,2.3921447e-07,1.7967208e-09,6.9131416e-11,1.3011868e-12,1.0643711e-12,1.0191535e-13
122.85,0.89047647,0.085229129,0.0030745179,4.8583042e-05,2.8695305e-07,0.019608986,0.0013989814,3.2989974e-05,2.5775694e-07,0.00015741822,7.3661258e-06,2.9439395e-08,5.4051833e-07,4.9421951e-09,2.3469851e-10,5.5050482e-12,4.4045856e-12,5.2977127e-13
127.4,0.87948304,0.090490848,0.0035132258,5.9718695e-05,3.7957969e-07,0.024322951,0.0018678964,4.7427155e-05,3.9894243e-07,0.00024624993,1.2415028e-05,5.8286648e-08,1.0705528e-06,1.1477394e-08,6.4634115e-10,1.8125126e-11,1.4192038e-11,2.0542769e-12
131.95,0.86862671,0.095296904,0.0039493367,7.1623923e-05,4.8588691e-07,0.029263807,0.0023990164,6.5040076e-05,5.8407682e-07,0.00036208139,1.9501966e-05,1.0503175e-07,1.9295505e-06,2.3644384e-08,1.5364563e-09,5.0066735e-11,3.8386058e-11,6.4913834e-12
136.5,0.85790569,0.09967903,0.0043794313,8.4160049e-05,6.0516783e-07,0.03440376,0.0029899597,8.5953245e-05,8.183024e-07,0.00050802995,2.9026487e-05,1.7627303e-07,3.2387115e-06,4.4532047e-08,3.2739627e-09,1.2144401e-10,9.1219997e-11,1.7638028e-11
141.05,0.84731817,0.10366681,0.004800735,9.719321e-05,7.3649204e-07,0.039717101,0.003637932,0.00011024212,1.1060929e-06,0.00068702735,4.1392846e-05,2.7976967e-07,5.1404218e-06,7.8213482e-08,6.4095693e-09,2.6648195e-10,1.9619316e-10,4.2675009e-11
145.60001,0.83686256,0.1072878,0.0052110269,0.00011059687,8.7876714e-07,0.045180067,0.0043398361,0.0001379376,1.4511926e-06,0.0009018018,5.7003544e-05,4.2443699e-07,7.7980731e-06,1.2987574e-07,1.1726725e-08,5.3988808e-10,3.8977793e-10,9.4172482e-11
150.14999,0.82653695,0.1105677,0.0056085591,0.00012425351,1.0307924e-06,0.050770707,0.0050923652,0.00016903091,1.8565914e-06,0.0011548657,7.6253702e-05,6.203245e-07,1.1395546e-05,2.0593934e-07,2.029754e-08,1.0248474e-09,7.2585526e-10,1.9282313e-10
154.7,0.81633985,0.11353046,0.0059919883,0.00013805552,1.1913062e-06,0.056468748,0.0058920784,0.00020347859,2.3245279e-06,0.0014485089,9.9526267e-05,8.7857927e-07,1.6136399e-05,3.1416545e-07,3.354285e-08,1.8427689e-09,1.2808705e-09,3.7102613e-10
159.25,0.80626941,0.11619838,0.0063603143,0.00015190574,1.3590241e-06,0.062255487,0.0067354646,0.00024120738,2.8565159e-06,0.0017847952,0.00012718809,1.2113971e-06,2.2242821e-05,4.637493e-07,5.3295572e-08,3.1648861e-09,2.1596842e-09,6.7743927e-10
163.8,0.79632413,0.11859228,0.0067128288,0.00016571746,1.5326717e-06,0.068113685,0.0076189949,0.000282119,3.4533869e-06,0.0021655629,0.00015958672,1.6319649e-06,2.9954394e-05,6.6539928e-07,8.1866396e-08,5.225782e-09,3.5020742e-09,1.1826072e-09
168.35001,0.78650242,0.12073152,0.0070490697,0.00017941426,1.7110093e-06,0.074027441,0.0085391663,0.00032609463,4.1153453e-06,0.0025924277,0.00019704795,2.1543949e-06,3.9526709e-05,9.3140039e-07,1.2211095e-07,8.3388842e-09,5.4898326e-09,1.9857633e-09
172.89999,0.7768026,0.12263417,0.0073687802,0.00019292955,1.8928515e-06,0.079982132,0.0094925314,0.00037299879,4.8420311e-06,0.003066788,0.00023987396,2.7936553e-06,5.1229879e-05,1.2756633e-06,1.7749748e-07,1.2913949e-08,8.354391e-09,3.2228862e-09
177.45,0.76722312,0.12431707,0.0076718777,0.0002062061,2.0770813e-06,0.085964307,0.010475731,0.00042268337,5.6325871e-06,0.0035898315,0.00028834213,3.5654966e-06,6.5346983e-05,1.713758e-06,2.521744e-07,1.9476518e-08,1.2384898e-08,5.0760809e-09
182.0,0.75776255,0.1257959,0.0079584215,0.0002191953,2.2626596e-06,0.091961592,0.011485509,0.00047499069,6.4857259e-06,0.0041625435,0.00034270421,4.4863768e-06,8.2172475e-05,2.2629335e-06,3.5103648e-07,2.8689321e-08,1.7936664e-08,7.7843323e-09
186.55,0.74841923,0.12708528,0.0082285898,0.00023185661,2.4486319e-06,0.097962648,0.012518735,0.00052975659,7.399799e-06,0.0047857151,0.00040318607,5.5733863e-06,0.00010201056,2.9421237e-06,4.7978949e-07,4.1375557e-08,2.5439899e-08,1.1655666e-08
191.10001,0.73919177,0.12819883,0.0084826546,0.00024415681,2.6341313e-06,0.10395706,0.013572409,0.00058681291,8.372861e-06,0.005459955,0.00046998778,6.8441736e-06,0.00012517364,3.7719408e-06,6.4501234e-07,5.8543989e-08,3.540864e-08,1.7080735e-08
195.64999,0.7300787,0.12914926,0.0087209651,0.00025606927,2.8183795e-06,0.10993531,0.014643674,0.00064598984,9.4027318e-06,0.0061856955,0.00054328382,8.3168725e-06,0.00015198073,4.7746571e-06,8.5421595e-07,8.1415756e-08,4.8449809e-08,2.4547834e-08
200.2,0.72107852,0.12994835,0.0089439349,0.00026757331,3.000685e-06,0.11588866,0.01572982,0.00070711778,1.0487052e-05,0.0069632083,0.0006232239,1.0010033e-05,0.00018275592,5.9741756e-06,1.1158991e-06,1.1145276e-07,6.5272282e-08,3.4659312e-08
204.75,0.71218979,0.13060716,0.0091520203,0.00027865366,3.1804407e-06,0.12180916,0.016828287,0.00077002891,1.1623339e-05,0.0077926107,0.00070993358,1.1942555e-05,0.00021782696,7.3959932e-06,1.4395996e-06,1.5038759e-07,8.6695934e-08,4.8149381e-08
209.3,0.7034111,0.13113594,0.0093457149,0.00028929964,3.3571212e-06,0.12768956,0.017936664,0.00083455851,1.2809027e-05,0.0086738784,0.00080351543,1.413362e-05,0.00025752391,9.067151e-06,1.835942e-06,2.0025472e-07,1.1366056e-07,6.590323e-08
213.85001,0.69474119,0.13154425,0.0095255384,0.00029950473,3.5302764e-06,0.13352326,0.019052688,0.00090054621,1.4041518e-05,0.0096068522,0.0009040499,1.6602642e-05,0.00030217774,1.1016185e-05,2.3166801e-06,2.6342298e-07,1.472346e-07,8.8977451e-08
218.39999,0.68617851,0.13184102,0.0096920282,0.00030926603,3.6995293e-06,0.13930425,0.020174244,0.00096783676,1.5318206e-05,0.010591256,0.0010115969,1.9369198e-05,0.00035211918,1.3273059e-05,2.8947354e-06,3.4262897e-07,1.886236e-07,1.1862164e-07
222.95,0.6777218,0.13203453,0.0098457299,0.00031858374,3.8645676e-06,0.1450271,0.021299358,0.0010362805,1.6636524e-05,0.011626694,0.0011261965,2.2452987e-05,0.00040767755,1.5869111e-05,3.5842293e-06,4.4101165e-07,2.3917846e-07,1.5630116e-07
227.5,0.66936976,0.13213253,0.0099871941,0.00032746073,4.0251407e-06,0.15068692,0.022426199,0.0011057345,1.7993952e-05,0.012712675,0.0012478705,2.5873782e-05,0.00046917974,1.8836967e-05,4.4005128e-06,5.6214736e-07,3.0040314e-07,2.0372084e-07
232.05,0.66112101,0.1321422,0.010116971,0.00033590212,4.1810536e-06,0.15627925,0.023553066,0.001176062,1.9388059e-05,0.013848608,0.0013766241,2.9651381e-05,0.00053694914,2.2210488e-05,5.3601889e-06,7.100856e-07,3.7396222e-07,2.6284991e-07
236.60001,0.65297425,0.13207027,0.010235606,0.00034391502,4.3321606e-06,0.16180015,0.024678387,0.0012471337,2.08165e-05,0.01503382,0.0015124464,3.3805569e-05,0.00061130489,2.6024678e-05,6.4811306e-06,8.8938538e-07,4.6168785e-07,3.3594728e-07
241.14999,0.64492822,0.13192299,0.010343636,0.00035150806,4.4783624e-06,0.16724603,0.025800714,0.001318827,2.2277049e-05,0.016267559,0.0016553123,3.8356091e-05,0.00069256098,3.0315619e-05,7.7824961e-06,1.1051517e-06,5.6558622e-07,4.2558818e-07
245.7,0.63698167,0.13170616,0.010441589,0.00035869118,4.6195983e-06,0.17261374,0.026918719,0.0013910267,2.3767601e-05,0.017549004,0.0018051831,4.3322609e-05,0.00078102568,3.5120393e-05,9.2847358e-06,1.3630722e-06,6.8784385e-07,5.3469091e-07
250.25,0.62913334,0.13142522,0.010529977,0.00036547537,4.7558442e-06,0.17790046,0.028031176,0.0014636243,2.5286181e-05,0.018877275,0.0019620087,4.8724676e-05,0.00087700062,4.0476993e-05,1.10096e-05,1.6694543e-06,8.3083279e-07,6.6654451e-07
254.8,0.62138206,0.1310852,0.010609301,0.00037187245,4.8871075e-06,0.1831037,0.029136976,0.0015365188,2.6830949e-05,0.020251431,0.0021257275,5.4581724e-05,0.00098078058,4.6424262e-05,1.2980133e-05,2.0312609e-06,9.9711622e-07,8.2483649e-07
259.35001,0.6137265,0.1306908,0.010680042,0.00037789482,5.0134217e-06,0.18822129,0.030235102,0.0016096156,2.8400204e-05,0.021670489,0.0022962685,6.0913018e-05,0.0010926526,5.3001804e-05,1.5220676e-05,2.4561482e-06,1.1894524e-06,1.0136813e-06
263.89999,0.60616553,0.13024642,0.01074267,0.00038355539,5.1348452e-06,0.19325136,0.031324632,0.001682827,2.9992387e-05,0.023133416,0.0024735518,6.7737659e-05,0.001212896,6.0249924e-05,1.7756855e-05,2.9525006e-06,1.4107992e-06,1.2376487e-06
268.45001,0.59869802,0.12975609,0.010797632,0.00038886737,5.2514556e-06,0.19819224,0.032404728,0.0017560718,3.1606076e-05,0.02463915,0.0026574901,7.5074568e-05,0.0013417817,6.8209527e-05,2.0615567e-05,3.5294668e-06,1.6643177e-06,1.5017923e-06
273.0,0.59132272,0.12922363,0.01084536,0.00039384403,5.3633485e-06,0.20304258,0.033474647,0.0018292748,3.3239994e-05,0.026186595,0.0028479884,8.2942446e-05,0.0014795718,7.6922093e-05,2.3824974e-05,4.1969947e-06,1.9533745e-06,1.8116784e-06
277.54999,0.5840385,0.12865256,0.01088627,0.00039849884,5.4706325e-06,0.20780122,0.034533706,0.0019023669,3.4892993e-05,0.027774625,0.0030449468,9.1359791e-05,0.0016265198,8.6429543e-05,2.7414471e-05,4.9658665e-06,2.281545e-06,2.1734143e-06
282.10001,0.57684427,0.12804617,0.010920756,0.00040284512,5.5734286e-06,0.21246721,0.035581306,0.0019752847,3.6564055e-05,0.029402094,0.0032482594,0.00010034489,0.00178287,9.6774245e-05,3.1414678e-05,5.8477312e-06,2.6526156e-06,2.5936765e-06
286.64999,0.56973886,0.12740749,0.010949195,0.00040689617,5.6718682e-06,0.21703978,0.036616907,0.0020479697,3.8252303e-05,0.031067843,0.0034578159,0.00010991578,0.0019488574,0.00010799889,3.5857407e-05,6.8551385e-06,3.0705844e-06,3.0797394e-06
291.20001,0.56272119,0.12673941,0.010971952,0.00041066506,5.7660891e-06,0.22151834,0.037640035,0.0021203691,3.9956962e-05,0.03277069,0.0036735027,0.00012009028,0.0021247079,0.00012014648,4.0775634e-05,8.0015689e-06,3.5396636e-06,3.6395022e-06
295.75,0.55579013,0.12604453,0.010989367,0.00041416459,5.8562355e-06,0.2259025,0.038650278,0.0021924349,4.1677387e-05,0.034509446,0.0038952029,0.00013088596,0.0023106374,0.0001332602,4.6203488e-05,9.3014687e-06,4.0642785e-06,4.2815172e-06
300.29999,0.54894465,0.12532534,0.011001768,0.00041740731,5.9424547e-06,0.23019195,0.039647266,0.0022641229,4.3413045e-05,0.036282923,0.0041227965,0.00014232015,0.0025068531,0.00014738346,5.217619e-05,1.0770274e-05,4.6490704e-06,5.0150161e-06
304.85001,0.54218364,0.1245841,0.011009464,0.00042040547,6.0248985e-06,0.23438659,0.040630687,0.002335394,4.5163499e-05,0.038089916,0.0043561622,0.00015440994,0.002713552,0.00016255975,5.8730049e-05,1.2424446e-05,5.2988939e-06,5.8499363e-06
309.39999,0.53550613,0.12382296,0.011012751,0.00042317095,6.103719e-06,0.23848641,0.041600268,0.0024062127,4.6928413e-05,0.03992923,0.0045951768,0.00016717217,0.0029309222,0.00017883266,6.5902415e-05,1.4281493e-05,6.0188186e-06,6.7969468e-06
313.95001,0.52891099,0.12304389,0.011011906,0.00042571526,6.1790693e-06,0.24249151,0.04255579,0.0024765474,4.8707549e-05,0.041799661,0.004839716,0.00018062346,0.0031591423,0.00019624579,7.3731644e-05,1.6360002e-05,6.8141262e-06,7.867473e-06
318.5,0.52239728,0.12224873,0.011007194,0.0004280495,6.2511017e-06,0.24640213,0.043497056,0.0025463691,5.0500748e-05,0.043700013,0.0050896551,0.00019478015,0.0033983812,0.0002148427,8.2257051e-05,1.8679657e-05,7.6903116e-06,9.0737221e-06
323.04999,0.51596391,0.12143919,0.010998867,0.00043018445,6.3199677e-06,0.25021857,0.044423919,0.0026156534,5.2307936e-05,0.045629103,0.0053448677,0.00020965836,0.0036487987,0.00023466692,9.1518916e-05,2.1261274e-05,8.6530808e-06,1.0428706e-05
327.60001,0.50960994,0.12061685,0.010987158,0.00043213039,6.3858174e-06,0.25394124,0.04533625,0.0026843778,5.4129112e-05,0.047585741,0.0056052292,0.00022527399,0.0039105457,0.00025576187,0.00010155838,2.4126814e-05,9.7083494e-06,1.1946261e-05
332.14999,0.5033344,0.11978319,0.010972291,0.00043389722,6.4487976e-06,0.25757059,0.046233967,0.0027525232,5.5964341e-05,0.049568757,0.0058706142,0.00024164269,0.0041837641,0.00027817083,0.00011241747,2.7299408e-05,1.0862238e-05,1.3641077e-05
336.70001,0.49713624,0.11893958,0.010954479,0.0004354945,6.5090535e-06,0.26110727,0.047117002,0.0028200725,5.7813759e-05,0.051576983,0.006140898,0.00025877985,0.0044685868,0.00030193693,0.00012413901,3.0803381e-05,1.2121075e-05,1.5528713e-05
341.25,0.49101457,0.11808728,0.010933918,0.0004369313,6.5667255e-06,0.26455182,0.047985315,0.0028870113,5.967755e-05,0.053609271,0.0064159562,0.00027670071,0.0047651371,0.00032710307,0.00013676663,3.4664263e-05,1.3491392e-05,1.7625614e-05
345.79999,0.48496839,0.11722749,0.010910797,0.00043821632,6.6219523e-06,0.267905,0.048838887,0.002953327,6.1555962e-05,0.055664483,0.0066956659,0.00029542021,0.0050735315,0.00035371195,0.00015034465,3.8908813e-05,1.4979918e-05,1.9949144e-05
350.35001,0.47899681,0.11636129,0.010885293,0.00043935791,6.6748676e-06,0.27116752,0.049677726,0.0030190097,6.3449275e-05,0.057741493,0.0069799046,0.0003149531,0.0053938767,0.00038180599,0.00016491815,4.3565044e-05,1.6593583e-05,2.2517588e-05
354.89999,0.4730989,0.11548971,0.010857571,0.00044036398,6.7256015e-06,0.27434015,0.05050185,0.0030840507,6.5357839e-05,0.059839193,0.0072685517,0.00033531393,0.0057262713,0.00041142738,0.00018053285,4.8662208e-05,1.8339513e-05,2.535018e-05
359.45001,0.46727371,0.11461367,0.010827788,0.0004412421,6.7742808e-06,0.27742383,0.051311299,0.0031484428,6.728201e-05,0.061956488,0.0075614876,0.00035651706,0.0060708066,0.00044261795,0.0001972351,5.4230855e-05,2.0225023e-05,2.8467117e-05
364.0,0.4615204,0.11373405,0.010796092,0.00044199947,6.8210265e-06,0.28041935,0.052106131,0.0032121809,6.9222209e-05,0.064092301,0.0078585939,0.0003785766,0.0064275656,0.00047541931,0.00021507181,6.0302802e-05,2.2257616e-05,3.1889573e-05
368.54999,0.45583802,0.11285167,0.010762621,0.00044264292,6.8659574e-06,0.28332767,0.052886404,0.003275261,7.1178874e-05,0.066245571,0.0081597539,0.00040150646,0.0067966236,0.00050987263,0.00023409048,6.6911169e-05,2.4444986e-05,3.5639718e-05
373.10001,0.45022574,0.11196727,0.010727506,0.00044317893,6.9091866e-06,0.28614974,0.053652208,0.0033376801,7.3152471e-05,0.068415254,0.0084648533,0.00042532041,0.0071780477,0.00054601877,0.00025433907,7.4090392e-05,2.6795005e-05,3.974072e-05
377.64999,0.44468266,0.11108156,0.010690869,0.00044361374,6.9508242e-06,0.28888655,0.054403629,0.0033994368,7.51435e-05,0.070600331,0.0087737776,0.00045003201,0.0075718984,0.00058389828,0.0002758661,8.187622e-05,2.9315726e-05,4.421678e-05
382.20001,0.43920794,0.11019515,0.010652825,0.00044395312,6.9909747e-06,0.29153907,0.055140764,0.0034605302,7.7152479e-05,0.072799794,0.0090864161,0.00047565458,0.0079782298,0.00062355126,0.00029872044,9.0305723e-05,3.2015378e-05,4.9093123e-05
386.75,0.43380073,0.10930865,0.010613482,0.00044420271,7.0297401e-06,0.29410839,0.055863727,0.0035209605,7.9179939e-05,0.075012654,0.0094026579,0.00050220138,0.0083970875,0.0006650174,0.00032295138,9.9417295e-05,3.4902361e-05,5.4396016e-05
391.29999,0.42846018,0.10842261,0.010572943,0.00044436773,7.0672168e-06,0.29659551,0.056572631,0.003580729,8.1226433e-05,0.077237941,0.0097223958,0.00052968535,0.0088285115,0.00070833619,0.00034860868,0.00010925069,3.798525e-05,6.0152779e-05
395.85001,0.4231855,0.10753755,0.010531301,0.00044445315,7.1034983e-06,0.29900154,0.057267603,0.0036398375,8.3292536e-05,0.07947471,0.010045523,0.00055811933,0.0092725353,0.00075354637,0.00037574227,0.000119847,4.1272775e-05,6.6391796e-05
400.39999,0.41797584,0.1066539,0.010488646,0.00044446375,7.1386744e-06,0.30132756,0.057948764,0.0036982885,8.5378815e-05,0.081722029,0.010371936,0.00058751612,0.0097291851,0.00080068666,0.00040440253,0.00013124863,4.4773838e-05,7.3142524e-05
404.95001,0.41283041,0.10577212,0.010445063,0.00044440391,7.17283e-06,0.30357462,0.058616258,0.0037560849,8.7485874e-05,0.083978988,0.01070153,0.00061788812,0.010198481,0.000849795,0.00043464001,0.00014349938,4.8497495e-05,8.04355e-05
409.5,0.40774843,0.1048926,0.010400629,0.00044427795,7.2060475e-06,0.30574384,0.059270218,0.0038132307,8.9614303e-05,0.086244695,0.011034206,0.00064924767,0.010680439,0.00090090919,0.00046650562,0.00015664435,5.2452957e-05,8.8302331e-05
414.04999,0.40272912,0.1040157,0.010355418,0.00044408976,7.2384046e-06,0.30783632,0.059910789,0.0038697293,9.1764705e-05,0.088518277,0.011369864,0.00068160711,0.011175066,0.0009540664,0.00050005032,0.00017073004,5.6649591e-05,9.6775737e-05
418.60001,0.39777166,0.10314176,0.010309499,0.00044384316,7.2699768e-06,0.30985323,0.060538113,0.0039255852,9.3937699e-05,0.090798885,0.011708407,0.00071497838,0.011682367,0.0010093036,0.00053532544,0.00018580425,6.1096907e-05,0.00010588951
423.14999,0.39287534,0.10227109,0.010262936,0.00044354174,7.3008355e-06,0.31179565,0.061152343,0.0039808038,9.6133888e-05,0.093085676,0.01204974,0.00074937346,0.012202337,0.001066657,0.0005723823,0.00020191615,6.5804561e-05,0.00011567857
427.70001,0.38803935,0.10140398,0.010215792,0.00044318879,7.3310493e-06,0.3136647,0.061753623,0.0040353895,9.8353892e-05,0.095377848,0.012393769,0.00078480417,0.012734971,0.0011261627,0.00061127247,0.00021911625,7.0782349e-05,0.0001261789
