Bax,Bax_Bcl2,Bcl2,Bone,CREB,CREB_P,CREB_Runx2,HSC,LOAD,MCSF,MSC,OPG,OPG_RANKL,Ob_m,Ob_m_PTH,Ob_p,Ob_p_PTH,Ob_p_Tgfb_A,Ob_pro,Ocl_m,Ocl_p,Ocl_p_RANKL,Ocy_A,Ocy_I,Ocy_I_PTH,PTH,RANKL,Runx2,Sink,Sost,Source,Tgfb_A,Tgfb_I,Wnt_A,Wnt_I,X,newbone,Time
100.0,0.0,0.0,2000.0,100.0,0.0,0.0,100.0,0.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,170.0,0.0,10.0,1.0,0.0,1.0,5.0,500.0,0.0,200.0,0.0,0.0,0.0
100.0,1.3622927975619759e-73,1.4765484203754018e-70,2000.0,100.0,3.318435560741709e-61,3.157105984465817e-65,100.0,0.0,5.000004999997501,100.0,1.5978555679195733e-24,6.575335369372304e-36,7.989058274053811e-23,2.0835260586755702e-27,3.89229224854216e-16,1.7801305909036605e-22,7.989125718925173e-22,3.1192855971758423e-10,1.0248182412612715e-24,5.445549673755425e-07,5.082424029285547e-18,4.277507750022152e-05,1799.8930414913773,0.10691555355094326,169.88988554781875,2.7999462394035563e-06,10.000039999979995,1.0,0.013499328884946636,1.0,4.999997500000621,500.0,0.05999100089111449,199.94000899910887,0.00011569999999999997,4.306195814193891e-31,0.01
100.0,7.828845270555012e-69,4.098620391993222e-66,2000.0,100.0,2.3537699974354893e-57,4.3224624330646e-61,100.0,0.0,5.0000099999900005,100.0,4.983728569280828e-23,8.14644896607593e-34,2.491730995456505e-21,1.2648054465419563e-25,6.179218846903037e-15,5.5506205652291854e-21,2.4917718375249696e-20,2.49486165915799e-09,1.627231536981659e-23,1.0891109585906552e-06,4.065873405587472e-17,0.00017102944307098025,1799.7861303278628,0.2136982827160566,169.77990612096187,5.5997855592862395e-06,10.000079999919997,1.0,0.02699731581231536,1.0,4.999995000002496,500.0,0.11996400705894959,199.88003599294103,0.0002314,2.6149133025950964e-29,0.02
100.0,7.98310063985836e-66,2.5974756387944233e-63,2000.0,100.0,5.312949820344883e-55,1.673936237696345e-58,100.0,0.0,5.000014999977502,100.0,3.7616297402103737e-22,1.3931405276363142e-32,1.8806654899994223e-20,1.4174751240992747e-24,3.126350965527836e-14,4.1882961223792437e-20,1.8807112103524255e-19,8.418218605139781e-09,8.234334426837832e-23,1.6336679736147002e-06,1.3722099508063515e-16,0.0003846568674245894,1799.6792664975233,0.32034830565783934,169.67006159856763,8.399518861446333e-06,10.000119999819997,1.0,0.040493961190819834,1.0,4.999992500005621,500.0,0.17991902358641182,199.82008097641355,0.00034709999999999987,2.9315118291451626e-28,0.03
100.0,2.760924169444514e-64,9.248723300587312e-62,2000.0,100.0,1.9572213205377611e-53,6.172050484137325e-57,100.0,0.0,5.000019999960004,100.0,1.581083459674136e-21,1.0266479460471906e-31,7.90459157749537e-20,7.83519810651372e-24,9.878104795355486e-14,1.7599287390988367e-19,7.904844094416422e-19,1.9949663757041727e-08,2.6021959443368255e-22,2.17822601241705e-06,3.2525931064966567e-16,0.0006835512157508252,1799.5724499883713,0.42686574049883247,169.5603518598166,1.1199147046739432e-05,10.000159999679997,1.0,0.053989265429067776,1.0,4.999990000009996,500.0,0.23985605534548413,199.76014394465446,0.0004627999999999998,1.6209255924266024e-27,0.04
100.0,6.977105414325073e-63,2.043775596994084e-60,2000.0,100.0,3.0555302696618404e-52,1.1439087036658857e-55,100.0,0.0,5.000024999937507,100.0,4.826428641115259e-21,4.799285734294215e-31,2.412899080195236e-19,2.991253686818007e-23,2.4111579956717965e-13,5.370821012328294e-19,2.4129954275459197e-18,3.895507191973594e-08,6.352854038600173e-22,2.722785074967026e-06,6.352618319418572e-16,0.0010676064478079641,1799.4656807883648,0.5332507053215694,169.45077678393173,1.3998671015078006e-05,10.000199999499998,1.0,0.06748322893556037,1.0,4.999987500015622,500.0,0.2997751069973078,199.70022489300263,0.0005785000000000006,6.190011768224915e-27,0.05
100.0,1.1416610730053275e-61,2.9310276771377864e-59,2000.0,100.0,3.322501314574244e-51,1.43882012690072e-54,100.0,0.0,5.000029999910012,100.0,1.2002524588977511e-20,1.7267440825986184e-30,6.000323194248118e-19,8.910812995482895e-23,4.998767860702907e-13,1.3352516986275761e-18,6.0006100167231386e-18,6.729850379410724e-08,1.3172954329484562e-21,3.2673451612340694e-06,1.0977147942185248e-15,0.0015367166177169195,1799.3589588854068,0.6395033181687002,169.34133625017836,1.6798091665433884e-05,10.000239999279998,1.0,0.08097585211869197,1.0,4.999985000022496,500.0,0.359676182992692,199.64032381700724,0.0006942000000000004,1.8445723609691194e-26,0.06
100.0,1.287020775051599e-60,2.9023677537492362e-58,2000.0,100.0,2.4567984980213217e-50,1.2372677184316235e-53,100.0,0.0,5.000034999877521,100.0,2.5931966067074162e-20,5.0861283626597194e-30,1.2963618506894817e-18,2.243590650184381e-22,9.259001877097368e-13,2.884040586048739e-18,1.2964340197981315e-17,1.068421683164667e-07,2.4404052553150084e-21,3.811906271187542e-06,1.7431025192495468e-15,0.0020907758741095465,1799.2522842673454,0.7456236970429065,169.2320301378642,1.9597409895837235e-05,10.00027999902,1.0,0.09446713538674972,1.0,4.9999825000306215,500.0,0.4195592875721428,199.5804407124278,0.0008098999999999998,4.6457996245656815e-26,0.07
100.0,1.1317920733139376e-59,2.212895241403515e-57,2000.0,100.0,1.404734379553644e-49,8.172576774599915e-53,100.0,0.0,5.000039999840034,100.0,5.055261752826387e-20,1.294980170618125e-29,2.527104185838576e-18,4.99745721642382e-22,1.5792381919778102e-12,5.620623424658891e-18,2.5272648358310493e-17,1.5944639265942728e-07,4.1631650831089294e-21,4.356468404796752e-06,2.601907437507723e-15,0.002729678460069915,1799.1456569219754,0.8516119599069352,169.12285832633927,2.239662660337757e-05,10.000319998720002,1.0,0.10795707914791301,1.0,4.999980000039996,500.0,0.4794244247661733,199.5205755752338,0.0009256,1.0351484524072028e-25,0.08
100.0,7.530431659559e-59,1.3021340823715337e-56,2000.0,100.0,6.472811434249249e-49,4.253465970228318e-52,100.0,0.0,5.000044999797554,100.0,9.10847561229458e-20,2.953253860677484e-29,4.5531704388398354e-18,1.0127483734151488e-21,2.5291413325450793e-12,1.0124217533983661e-17,4.553495794054953e-17,2.2696959693754836e-07,6.6684947563738985e-21,4.901031562031115e-06,3.704610119963765e-15,0.0034533187129709327,1799.0390768370364,0.9574682246836973,169.01382069499581,2.5195742684205837e-05,10.000359998380004,1.0,0.12144568381025321,1.0,4.999977500050622,500.0,0.539271598395753,199.4607284016042,0.0010413000000000002,2.0984177977544847e-25,0.09
