Removal_3_task1,Susceptible_1_task1,Zombie_2_task1,_1_task1
0.0,500.0,1.0,0.0
0.28519533303079364,499.4676239505347,1.2521807164344285,0.1
0.6405745923166419,498.8018870109038,1.5675383967794705,0.2
1.0834600652377107,497.9698739992295,1.9616659355327464,0.30000000000000004
1.6352916038391456,496.9308456647714,2.4538627313893078,0.4
2.3225301033840844,495.6345219128549,3.0679479837609342,0.5
3.177711101257593,494.01907976645816,3.8332091322841704,0.6000000000000001
4.240628642529475,492.0089037821696,4.785467575300801,0.7000000000000001
5.559646303549879,489.5120948198953,5.968258876554781,0.8
7.193066951271472,486.41786716140143,7.43406588732711,0.9
9.210466008268282,482.5940149361727,9.245519055558995,1.0
11.693791980328271,477.884820689311,11.476387330360687,1.1
14.737913350670341,472.11001580366855,14.212070845661133,1.2000000000000002
18.450314462121018,465.06535787396456,17.549327663914468,1.3
22.94925178364599,456.52613338139406,21.594614834959962,1.4000000000000001
28.359636628097462,446.2549801907883,26.460383181114267,1.5
34.80627719110184,434.01472755798335,32.25899525091473,1.6
42.40348585277522,419.58814243803545,39.093371709189256,1.7000000000000002
51.241108410070986,402.80447455878027,47.04441703114864,1.8
61.36761181328004,383.5715909059658,56.155797280754044,1.9000000000000001
72.77206094283147,361.9102216677901,66.41771738937837,2.0
85.36822861407404,337.98415366776277,77.75261771816314,2.1
98.98505339670928,312.1183634239268,90.00658317936383,2.2
113.36761464082669,284.79716768200115,102.95021767717203,2.3000000000000003
128.19137889511418,256.63715803246146,116.29146307242428,2.4000000000000004
143.08902573055735,228.33623390421184,129.69974036523072,2.5
157.68599672950583,200.60606042032123,142.83794285017288,2.6
171.63724025158712,174.10225292339334,155.3955068250194,2.7
184.65807860809534,149.3657276848129,167.11619370709167,2.8000000000000003
196.54371626682828,126.78563375377976,177.81564997939188,2.9000000000000004
207.1752419367291,106.58794596155418,187.38681210171666,3.0
216.51379045979294,88.84655430158004,195.79465523862697,3.1
224.58660468016905,73.50974372307928,203.06365159675164,3.2
231.46939963304183,60.43370010018348,209.26190026677463,3.3000000000000003
237.26873574698178,49.41599971994361,214.4852645330745,3.4000000000000004
242.10675779235763,40.22460445202362,218.84363775561872,3.5
246.10938169405046,32.62030646451125,222.4503118414382,3.6
249.39815294349089,26.372197264449618,225.4146497920594,3.7
252.08513146872653,21.267386701557612,227.83748182971576,3.8000000000000003
254.2702934547947,17.11593990534623,229.808766639859,3.9000000000000004
256.04067849299616,13.752498157366896,231.4068233496368,4.0
257.4706470139125,11.035790233328756,232.69856275275853,4.1000000000000005
258.62280913653086,8.846868032175417,233.74032283129353,4.2
259.5492913459873,7.086700290296162,234.57900836371635,4.3
260.2931062802511,5.673570338949306,235.25332338079946,4.4
260.88949866174704,4.540519140456745,235.79498219779612,4.5
261.36719782230864,3.6329657540198146,236.2298364236715,4.6000000000000005
261.74951601580074,2.90662074982975,236.57886323436944,4.7
262.05528703242334,2.3257030119735798,236.85900995560297,4.800000000000001
262.29970784978366,1.8613407627906837,237.08395138742557,4.9
262.49500633093226,1.4903030493429388,237.26469061972466,5.0
