data_set_value_component_environment_variable_time,data_set_value_component_Pfr_variable_Pfr,data_set_value_component_Pr_variable_Pr,data_set_value_component_Pr_variable_kd,data_set_value_component_Xi_variable_Xi,data_set_value_component_Xa_variable_Xa,data_set_value_component_prepreS_variable_prepreS,data_set_value_component_preS_variable_preS,data_set_value_component_S_variable_S,data_set_value_component_S_variable_alpha1,data_set_value_component_V_variable_V,data_set_value_component_V_variable_alpha2,data_set_value_component_Ya_variable_Ya,data_set_value_component_Ya_variable_kG,data_set_value_component_model_parameters_variable_Ifr_sigma_fr_phi_fr,data_set_value_component_model_parameters_variable_Ir_sigma_r_phi_r,data_set_value_component_model_parameters_variable_kia,data_set_value_component_model_parameters_variable_kai,data_set_value_component_model_parameters_variable_kx,data_set_value_component_model_parameters_variable_ky,data_set_value_component_model_parameters_variable_glucose
0.0,10.0,0.0,0.1,6.0,0.0,200.0,0.0,0.0,30.0,50.0,50.0,0.9,0.1,0.1,0.0,0.1,0.8,0.2,1.0,1.0
0.1,9.900501145341506,0.0,0.1,6.0,0.0,200.0,0.0,2.2836143611689336e-05,30.0,49.999999999999986,50.0,0.8910451030807354,0.1,0.1,0.0,0.1,0.8,0.2,1.0,1.0
0.2,9.801986808979283,0.0,0.1,6.0,0.0,200.0,0.0,4.356170325193251e-05,30.0,49.999999999999694,50.0,0.8821788128081354,0.1,0.1,0.0,0.1,0.8,0.2,1.0,1.0
0.30000000000000004,9.704451596609792,0.0,0.1,6.0,0.0,200.0,0.0,6.232971276063439e-05,30.0,49.999999999998835,50.0,0.8734006436948811,0.1,0.1,0.0,0.1,0.8,0.2,1.0,1.0
0.4,9.607889101397612,0.0,0.1,6.0,0.0,200.0,0.0,7.926620025468741e-05,30.0,49.99999999999716,50.0,0.8647100191257852,0.1,0.1,0.0,0.1,0.8,0.2,1.0,1.0
0.5,9.51228764819265,0.0,0.1,6.0,0.0,200.0,0.0,9.458404251625316e-05,30.0,49.99999999999421,50.0,0.8561058883373386,0.1,0.1,0.0,0.1,0.8,0.2,1.0,1.0
0.6000000000000001,9.417637404557844,0.0,0.1,6.0,0.0,200.0,0.0,0.00010844215710694261,30.0,49.9999999999897,50.0,0.8475873664102059,0.1,0.1,0.0,0.1,0.8,0.2,1.0,1.0
0.7000000000000001,9.323929530285662,0.0,0.1,6.0,0.0,200.0,0.0,0.00012097101475898923,30.0,49.999999999983444,50.0,0.8391536577257095,0.1,0.1,0.0,0.1,0.8,0.2,1.0,1.0
0.8,9.2311546167978,0.0,0.1,6.0,0.0,200.0,0.0,0.0001322987647862036,30.0,49.999999999975316,50.0,0.830803915511802,0.1,0.1,0.0,0.1,0.8,0.2,1.0,1.0
0.9,9.139303086165949,0.0,0.1,6.0,0.0,200.0,0.0,0.00014254482050265484,30.0,49.999999999965276,50.0,0.8225372777549353,0.1,0.1,0.0,0.1,0.8,0.2,1.0,1.0
1.0,9.048365720180914,0.0,0.1,6.0,0.0,200.0,0.0,0.0001518059058893597,30.0,49.99999999995342,50.0,0.8143529148162822,0.1,0.1,0.0,0.1,0.8,0.2,1.0,1.0
