ADP,ATP,AggP,DiH,HCom,HSE,HSETriH,HSF1,Hsp90,MCom,MisP,NatP,ROS,TriH,X,source,Time
1000.0,10000.0,0.0,0.0,5900.0,1.0,0.0,100.0,300000.0,0.0,0.0,6000000.0,100.0,0.0,0.0,0.0,0.0
889.0577975617982,10110.942202438198,-3.9988662122907735e-13,1.6054028650108242e-07,5999.999959649499,0.9999999999999948,5.2585266549009456e-15,4.002938337399551e-05,299779.7843922105,119.97381789044822,0.0008005717556617224,5999880.125381518,100.0,1.3721389856301515e-11,0.010000000000000002,0.0,0.01
790.7391228841238,10209.260877115872,-7.999281957176244e-13,1.5773652266055909e-07,5999.999959639035,0.9999999999999865,1.368751970805513e-14,4.004543568710217e-05,299659.6169147686,239.89704784241772,0.0008008768810020632,5999760.3021512125,100.0,2.000003834761587e-11,0.02,0.0,0.02
703.6077719848636,10296.392228015133,-1.2001221179622966e-12,1.5494608214322488e-07,5999.999959628539,0.9999999999999748,2.5211940249204642e-14,4.006149417882406e-05,299539.49954012485,359.76804693755923,0.0008011821240889112,5999640.531151763,100.0,2.613507869463149e-11,0.03,0.0,0.03
626.3928804406944,10373.607119559303,-1.6004684460852063e-12,1.5216889698835752e-07,5999.9999596180105,0.9999999999999603,3.975778573480965e-14,4.007755872154382e-05,299419.4332170263,479.5861222122685,0.0008014874824631594,5999520.813076134,100.0,3.2127744371454327e-11,0.04,0.0,0.04
557.9696379556217,10442.030362044376,-2.000967237027618e-12,1.494048996380215e-07,5999.99995960745,0.9999999999999429,5.725178258214568e-14,4.0093629208401924e-05,299299.41873621696,599.350709202408,0.0008017929540640994,5999401.148488786,100.0,3.797925897396619e-11,0.05,0.0,0.05
497.3456964968243,10502.654303503172,-2.401618546745419e-12,1.4665402289898133e-07,5999.999959596858,0.9999999999999225,7.76213509726365e-14,4.010970555080813e-05,299179.45674948266,719.061355653757,0.0008020985371817494,5999281.537841979,100.0,4.369083685182312e-11,0.06,0.0,0.06
443.63824886556444,10556.361751134431,-2.8024224304426375e-12,1.4391619991227175e-07,5999.9999595862355,0.9999999999998993,1.007945551615823e-13,4.012578767462816e-05,299059.54779879644,838.7176970160934,0.000802404230383774,5999161.981500261,100.0,4.92636838036033e-11,0.07,0.0,0.07
396.06347421795743,10603.93652578204,-3.203378942679307e-12,1.4119136416100347e-07,5999.999959575581,0.9999999999998734,1.2670011287984844e-13,4.014187551827929e-05,298939.6923308452,958.3194440558663,0.0008027100324790066,5999042.479752864,100.0,5.4698996924329813e-11,0.08,0.0,0.08
353.926199288233,10646.073800711763,-3.604488137474533e-12,1.3847944947211697e-07,5999.999959564895,0.9999999999998449,1.5526739680326055e-13,4.0157969030949885e-05,298819.8907106415,1077.866371338037,0.0008030159424833385,5998923.032825224,100.0,5.99979645750699e-11,0.09,0.0,0.09
316.61079449271256,10683.389205507285,-4.005750068393155e-12,1.357803900132791e-07,5999.9999595541785,0.9999999999998137,1.8642642861383252e-13,4.017406817114949e-05,298700.1432326956,1197.3583078960587,0.000803321959591924,5998803.640888308,100.0,6.516176646003206e-11,0.1,0.0,0.1
283.5723831655554,10716.427616834442,-4.407164788626862e-12,1.3309412029033491e-07,5999.999959543432,0.99999999999978,2.2010787364899633e-13,4.0190172905405644e-05,298580.45013105014,1316.795128973629,0.0008036280831541784,5998684.304066874,100.0,7.019157369375893e-11,0.11,0.0,0.11
254.32751814320284,10745.672481856795,-4.808732351077021e-12,1.3042057514492606e-07,5999.9999595326535,0.9999999999997439,2.562430355178119e-13,4.020628320663505e-05,298460.81159102265,1436.1767461702213,0.0008039343126425701,5998565.022449319,100.0,7.50885488672264e-11,0.12,0.0,0.12
