Time,Hsp90,HCom,HSF1,MisP,MCom,TriH,DiH,NatP,AggP,HSE,HSETriH,X,ROS,ATP,ADP,source,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,compartment,proteinSynthesis,misfolding,Hsp90MisPBinding,unsuccessulRefolding,refolding,proteinDegradation,proteinAggregation1,proteinAggregation2,Hsp90HSF1Binding,Hsp90HSF1Release,dimerisation,trimerisation,deTrimerisation,deDimerisation,HSETriHBinding,HSETriHRelease,Hsp90Transcription,Hsp90Degradation,countTime,ATPformation,ATPconsumption,radicalFormation,radicalScavenging
2.8000000000000003,268287.67284144514,5999.99995583874,4.4728107636367493e-05,0.0008898869972703516,31542.904141982006,-9.775015899384475e-10,-2.819140213295124e-07,5968485.094952703,-1.181110366032338e-10,1.0000000000273248,-2.7324599049790258e-11,2.8000000000000003,100.0,10868.81649934377,131.18350065622099,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11936.970189905407,11937.285579476204,0.3154290414198201,1371.3361479023717,5.803211087090089e-06,-4.445475492012204e-11,-1.051054757073403e-20,5999.999954181353,5999.99995583874,-2.236305351637738e-07,-1.260948069022763e-09,-4.887507949692237e-10,-1.409570106647562e-07,-4.8875079498257877e-11,-2.1859679239832208e-12,-2.7324599049790257e-08,23.38607527090013,1.0,1574.2020078746518,217.3763299868754,0.1,0.1
2.81,268181.8064686798,5999.999955822741,4.474576432440381e-05,0.0008902226238131381,31648.536704223112,-9.847569682172185e-10,-2.827314592480466e-07,5968379.562390069,-1.185556679053026e-10,1.0000000000277933,-2.779316862375744e-11,2.81,100.0,10868.437617786303,131.56238221368608,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11936.75912478014,11937.075570674766,0.3164853670422311,1375.8805874562759,5.80519743171308e-06,-4.4471506374659464e-11,-1.055409377505775e-20,5999.99995417021,5999.999955822741,-2.2371881070489414e-07,-1.2651035242607873e-09,-4.923784841086093e-10,-1.413657296240233e-07,-4.9237848412229414e-11,-2.2234534899005954e-12,-2.779316862375744e-08,23.376032215317288,1.0,1578.748586564233,217.36875235572606,0.1,0.1
2.82,268075.98773909285,5999.99995580673,4.4763427002627835e-05,0.0008905583642276317,31754.121723690278,-9.920142873685462e-10,-2.8354569664693097e-07,5968274.077370208,-1.1900046675028e-10,1.0000000000282652,-2.8264991882355356e-11,2.82,100.0,10868.058933533977,131.9410664660119,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11936.548154740416,11936.86565648166,0.3175412172369028,1380.4226651027097,5.807184471706511e-06,-4.44882635013768e-11,-1.0597686101145404e-20,5999.999954158119,5999.99995580673,-2.238071161911541e-07,-1.269247709376415e-09,-4.960071436842731e-10,-1.4177284832346548e-07,-4.9600714369829286e-11,-2.2611993505884285e-12,-2.8264991882355355e-08,23.36599437997862,1.0,1583.292797592143,217.36117867067955,0.1,0.1
2.83,267970.2166280803,5999.999955790707,4.4781095672825135e-05,0.0008908942185477785,31859.659224935353,-9.99273430599317e-10,-2.8435674976500707e-07,5968168.639868569,-1.1944543319489534e-10,1.0000000000287401,-2.8740066921344412e-11,2.83,100.0,10867.680446489097,132.3195535108927,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11936.337279737138,11936.655836847627,0.31859659224935355,1384.9623823625438,5.809172207281126e-06,-4.450502630195683e-11,-1.0641324586526717e-20,5999.99995414487,5999.999955790707,-2.2389545163147738e-07,-1.2733806816440377e-09,-4.996367152996585e-10,-1.4217837488250353e-07,-4.996367153140181e-11,-2.299205353707553e-12,-2.874006692134441e-08,23.355961761593296,1.0,1587.8346421307124,217.35360892978196,0.1,0.1
2.84,267864.4931110546,5999.999955774671,4.4798770336781425e-05,0.0008912301868075273,31965.149232493768,-1.0065342827208415e-09,-2.8516463474238173e-07,5968063.249860616,-1.1989056729589453e-10,1.0000000000292184,-2.921839175160988e-11,2.84,100.0,10867.302156555848,132.69784344414165,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11936.126499721233,11936.446111723439,0.3196514923249377,1389.4997407556361,5.811160638648667e-06,-4.452179477808251e-11,-1.068500926875805e-20,5999.999954130252,5999.999955774671,-2.239838170347887e-07,-1.277502497999612e-09,-5.032671413604208e-10,-1.4258231737119087e-07,-5.0326714137512546e-11,-2.3374713401287906e-12,-2.921839175160988e-08,23.34593435687703,1.0,1592.3741213296998,217.34604313111697,0.1,0.1
2.85,267758.8171634446,5999.999955758623,4.481645099628254e-05,0.0008915662690408288,32070.59177088455,-1.0137967301488576e-09,-2.859693676204275e-07,5967957.907321831,-1.2033586911004041e-10,1.0000000000297,-2.969996429916208e-11,2.85,100.0,10866.9240636403,133.07593635969113,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11935.915814643662,11936.236481059887,0.32070591770884554,1394.0347418008396,5.813149766021869e-06,-4.453856893143687e-11,-1.0728740185422424e-20,5999.999954114045,5999.999955758623,-2.240722124100132e-07,-1.2816132150398794e-09,-5.068983650744288e-10,-1.4298468381021374e-07,-5.068983650894837e-11,-2.375997143932966e-12,-2.969996429916208e-08,23.3359121625521,1.0,1596.9112363162935,217.33848127280598,0.1,0.1
2.86,267653.18876069563,5999.999955742563,4.483413765311448e-05,0.0008919024652816371,32175.9868646103,-1.0210606609035265e-09,-2.8677096434178195e-07,5967852.612227711,-1.207813386941124e-10,1.000000000030185,-3.0184782405136146e-11,2.86,100.0,10866.546167650398,133.4538323495924,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11935.705224455423,11936.026944807789,0.321759868646103,1398.5673870160024,5.81513958961447e-06,-4.4555348763703085e-11,-1.0772517374129524e-20,5999.999954096031,5999.999955742563,-2.241606377660769e-07,-1.2857128890215834e-09,-5.105303304517633e-10,-1.4338548217089097e-07,-5.1053033046717365e-11,-2.4147825924108915e-12,-3.018478240513615e-08,23.325895175347306,1.0,1601.4459881951088,217.33092335300796,0.1,0.1
2.87,267547.6078782696,5999.999955726491,4.485183030906334e-05,0.0008922387755639084,32281.334538157207,-1.0283259646094361e-09,-2.8756944075034843e-07,5967747.36455377,-1.212269761049069e-10,1.000000000030673,-3.067284382579228e-11,2.87,100.0,10866.168468495975,133.83153150401589,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11935.49472910754,11935.817502918,0.3228133453815721,1403.0976779179757,5.8171301096411985e-06,-4.457213427656443e-11,-1.081634087251573e-20,5999.999954075984,5999.999955726491,-2.2424909311190632e-07,-1.2898015758606873e-09,-5.141629823047181e-10,-1.4378472037517422e-07,-5.1416298232048904e-11,-2.4538275060633826e-12,-3.0672843825792285e-08,23.315883391997996,1.0,1605.9783780481907,217.3233693699195,0.1,0.1
2.88,267442.0744916447,5999.999955710406,4.486952896591539e-05,0.0008925751999216017,32386.634815995054,-1.0355925324955986e-09,-2.8836481259129544e-07,5967642.164275537,-1.2167278139923679e-10,1.0000000000311642,-3.1164146232515495e-11,2.88,100.0,10865.79096608874,134.2090339112509,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11935.284328551075,11935.608155341382,0.3238663481599506,1407.6256160226164,5.819121326317794e-06,-4.4588925471704324e-11,-1.086021071824411e-20,5999.9999540536755,5999.999955710406,-2.2433757845642882e-07,-1.2938793311315893e-09,-5.177962662477993e-10,-1.4418240629564772e-07,-5.1779626626393607e-11,-2.4931316986012397e-12,-3.1164146232515494e-08,23.305876809246023,1.0,1610.508406935011,217.3158193217748,0.1,0.1
2.89,267336.5885763156,5999.999955694309,4.488723362545701e-05,0.0008929117383886786,32491.887722577205,-1.0428602573954527e-09,-2.8915709551105704e-07,5967537.011368561,-1.2211875463393192e-10,1.000000000031659,-3.165868721181586e-11,2.89,100.0,10865.413660342285,134.58633965770602,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11935.074022737123,11935.398902028845,0.32491887722577206,1412.1512028447926,5.821113239860994e-06,-4.460572235080631e-11,-1.0904126949004465e-20,5999.999954028881,5999.999955694309,-2.2442609380857232e-07,-1.2979462100663404e-09,-5.214301286977263e-10,-1.4457854775552852e-07,-5.214301287142342e-11,-2.5326949769452685e-12,-3.165868721181586e-08,23.295875423839764,1.0,1615.0360758924721,217.3082732068457,0.1,0.1
2.9,267231.15010779345,5999.9999556782,4.490494428947475e-05,0.0008932483909991032,32597.0932823406,-1.050129033746861e-09,-2.8994630505733255e-07,5967431.905808402,-1.225648958658388e-10,1.0000000000321565,-3.2156464265328266e-11,2.9,100.0,10865.036551172081,134.96344882790865,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11934.863811616806,11935.189742931316,0.325970932823406,1416.674439898386,5.823105850488544e-06,-4.4622524915554036e-11,-1.0948089602513314e-20,5999.999954001364,5999.9999556782,-2.2451463917726556e-07,-1.302002267553857e-09,-5.250645168734305e-10,-1.4497315252866628e-07,-5.2506451689031474e-11,-2.5725171412262612e-12,-3.215646426532826e-08,23.28587923253409,1.0,1619.5613859349037,217.3007310234416,0.1,0.1
2.91,267125.7590616059,5999.999955662079,4.492266095975526e-05,0.0008935851577868424,32702.251519705787,-1.0573987575921125e-09,-2.907324566790869e-07,5967326.847570642,-1.230112051518207e-10,1.0000000000326577,-3.265747480981265e-11,2.91,100.0,10864.659638495485,135.34036150450532,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11934.653695141284,11934.980677999758,0.3270225151970579,1421.1953286963003,5.825099158419196e-06,-4.463933316763127e-11,-1.0992098716513932e-20,5999.999953970896,5999.999955662079,-2.2460321457143775e-07,-1.3060475581391353e-09,-5.286993787960563e-10,-1.4536622833954344e-07,-5.2869937881332234e-11,-2.6125979847850123e-12,-3.265747480981265e-08,23.275888232090374,1.0,1624.084338054064,217.2931927699097,0.1,0.1
2.92,267020.41541329696,5999.999955645946,4.494038363808535e-05,0.0008939220387858657,32807.36245907687,-1.0646693265779208e-09,-2.9151556572655015e-07,5967221.836630875,-1.2345768254875764e-10,1.000000000033162,-3.3161716177153795e-11,2.92,100.0,10864.282922231729,135.71707776826162,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11934.44367326175,11934.77170718516,0.3280736245907687,1425.7138707504605,5.8270931638727094e-06,-4.465614710872193e-11,-1.1036154328776361e-20,5999.999953937242,5999.999955645946,-2.2469182000001908e-07,-1.310082136022465e-09,-5.323346632889604e-10,-1.4575778286327507e-07,-5.323346633066137e-11,-2.6529372941723036e-12,-3.3161716177153796e-08,23.26590241927647,1.0,1628.6049332191394,217.28565844463458,0.1,0.1
2.93,266915.1191384271,5999.999955629801,4.495811232625196e-05,0.0008942590340301448,32912.426124841564,-1.0719406399554256e-09,-2.922956474512181e-07,5967116.872964716,-1.2390432811354646e-10,1.0000000000336693,-3.36691856143615e-11,2.93,100.0,10863.906402301927,136.09359769806215,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11934.233745929432,11934.562830438541,0.32912426124841565,1430.2300675718218,5.8290878670698564e-06,-4.467296674051001e-11,-1.1080256477097417e-20,5999.999953900164,5999.999955629801,-2.2478045547194006e-07,-1.3141060550586403e-09,-5.359703199777128e-10,-1.4614782372560904e-07,-5.359703199957586e-11,-2.6935348491489197e-12,-3.36691856143615e-08,23.255921790866697,1.0,1633.123172376746,217.27812804603855,0.1,0.1
2.94,266809.87021257327,5999.999955613644,4.4975847026042156e-05,0.0008945961435536545,33017.44254137116,-1.0792125985801904e-09,-2.930727170058516e-07,5967011.956547791,-1.2435114190310061e-10,1.00000000003418,-3.417988028357042e-11,2.94,100.0,10863.530078629079,136.46992137091055,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11934.023913095583,11934.354047710956,0.3301744254137116,1434.7439206703716,5.8310832682324214e-06,-4.468979206467967e-11,-1.1124405199300707e-20,5999.999953859428,5999.999955613644,-2.2486912099613225e-07,-1.3181193687561725e-09,-5.396062992900952e-10,-1.465363585029258e-07,-5.39606299308539e-11,-2.7343904226856337e-12,-3.417988028357042e-08,23.245946343641872,1.0,1637.6390564509265,217.2706015725816,0.1,0.1
2.95,266704.66861132893,5999.999955597475,4.499358773924317e-05,0.0008949333673903721,33122.41173302053,-1.086485104912206e-09,-2.9384678944447726e-07,5966907.087355746,-1.2479812397435045e-10,1.0000000000346938,-3.469379726204024e-11,2.95,100.0,10863.15395113806,136.84604886192955,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11933.814174711493,11934.145358953494,0.33122411733020535,1439.2554315551345,5.833079367583205e-06,-4.470662308291517e-11,-1.1168600533236657e-20,5999.999953814801,5999.999955597475,-2.2495781658152763e-07,-1.3221221302765002e-09,-5.43242552456103e-10,-1.4692339472223863e-07,-5.432425524749502e-11,-2.775503780963219e-12,-3.469379726204024e-08,23.235976074389242,1.0,1642.1525863431546,217.2630790227612,0.1,0.1
2.96,266599.5143103039,5999.999955581293,4.501133446764235e-05,0.0008952707055742773,33227.33372412814,-1.0937580630158869e-09,-2.9461787972238676e-07,5966802.265364243,-1.2524527438424298e-10,1.000000000035211,-3.521093354215549e-11,2.96,100.0,10862.77801975563,137.22198024436082,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11933.604530728486,11933.93676411727,0.33227333724128144,1443.7646017341763,5.835076165346023e-06,-4.472345979690089e-11,-1.1212842516782516e-20,5999.999953766046,5999.999955581293,-2.2504654223705897e-07,-1.3261143924331975e-09,-5.468790315079434e-10,-1.4730893986119338e-07,-5.4687903152719964e-11,-2.816874683372439e-12,-3.521093354215549e-08,23.226010979902515,1.0,1646.66376293233,217.25556039511258,0.1,0.1
2.97,266494.4072851245,5999.9999555651,4.5029087213027184e-05,0.0008956081581393525,33332.208539016036,-1.1010313785600736e-09,-2.9538600269613747e-07,5966697.490548959,-1.2569259318974205e-10,1.0000000000357314,-3.5731286031425724e-11,2.97,100.0,10862.402284410426,137.59771558956518,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11933.39498109792,11933.72826315344,0.3333220853901604,1448.27143271461,5.8370736617457105e-06,-4.474030220832134e-11,-1.125713118784238e-20,5999.999953712929,5999.9999555651,-2.251352979716597e-07,-1.3300962076911855e-09,-5.505156892800368e-10,-1.4769300134806874e-07,-5.5051568929970755e-11,-2.858502882514058e-12,-3.5731286031425726e-08,23.216051056981836,1.0,1651.1725870747823,217.24804568820852,0.1,0.1
2.98,266389.34751143336,5999.999955548895,4.504684597718529e-05,0.0008959457251195827,33437.03620198985,-1.1083049588180317e-09,-2.96151173123552e-07,5966592.762885589,-1.2614008044782812e-10,1.000000000036255,-3.625485155248535e-11,2.98,100.0,10862.026745032968,137.97325496702237,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11933.18552577118,11933.519856013185,0.33437036201989856,1452.7759260025973,5.839071857008118e-06,-4.4757150318861135e-11,-1.1301466584347187e-20,5999.999953655213,5999.999955548895,-2.25224083794264e-07,-1.3340676281659385e-09,-5.541524794090158e-10,-1.48075586561776e-07,-5.541524794291067e-11,-2.900388124198828e-12,-3.625485155248535e-08,23.206096302433785,1.0,1655.6790596042683,217.24053490065938,0.1,0.1
2.99,266284.3349648898,5999.9999555326785,4.506461076190444e-05,0.0008962834065489558,33541.816737338806,-1.1155787126674524e-09,-2.9691340566371844e-07,5966488.082349844,-1.2658773621549858e-10,1.0000000000367817,-3.678162684309379e-11,2.99,100.0,10861.651401555659,138.34859844433132,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11932.97616469969,11933.311542647732,0.3354181673733881,1457.2780831033563,5.841070751360128e-06,-4.477400413020504e-11,-1.1345848744254768e-20,5999.999953592669,5999.9999555326785,-2.2531289971380658e-07,-1.3380287056226903e-09,-5.577893563337262e-10,-1.4845670283185922e-07,-5.577893563542427e-11,-2.9425301474475037e-12,-3.678162684309379e-08,23.196146713071368,1.0,1660.183181331976,217.23302803111318,0.1,0.1
3.0,266179.3696211694,5999.9999555164495,4.5082381568972524e-05,0.0008966212024614618,33646.55016933571,-1.1228525505904515e-09,-2.976727148769902e-07,5966383.448917451,-1.2703556054976743e-10,1.0000000000373117,-3.731160855613533e-11,3.0,100.0,10861.27625391278,138.72374608720986,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11932.766897834903,11933.10332300834,0.3364655016933571,1461.7779055211636,5.843070345029639e-06,-4.4790863644037915e-11,-1.1390277705549831e-20,5999.999953525066,5999.9999555164495,-2.2540174573922296e-07,-1.3419794914756436e-09,-5.614262752952258e-10,-1.488363574384951e-07,-5.614262753161736e-11,-2.9849286844908267e-12,-3.7311608556135335e-08,23.186202285714,1.0,1664.6849530465183,217.2255250782556,0.1,0.1
3.0100000000000002,266074.45145535003,5999.999955500209,4.510015840033249e-05,0.000896959112894039,33751.23652284951,-1.1301261400736506e-09,-2.9842912579465133e-07,5966278.862563541,-1.27483553507737e-10,1.000000000037845,-3.7844810703950224e-11,3.0100000000000002,100.0,10860.901300369878,139.09869963011204,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11932.557725127082,11932.89519705794,0.33751236522849515,1466.2753945604304,5.845070637365687e-06,-4.480772886219177e-11,-1.1434753506287952e-20,5999.999953458932,5999.999955500209,-2.254906218802238e-07,-1.3459200844611525e-09,-5.650630700368253e-10,-1.4921456289732566e-07,-5.6506307005821013e-11,-3.027584856316018e-12,-3.784481070395022e-08,23.176263013569038,1.0,1669.1843955613444,217.21802600739758,0.1,0.1
3.02,265969.58044162765,5999.999955483957,4.511794125815393e-05,0.0008972971378879358,33855.87582362871,-1.1373987924515102e-09,-2.9918267880864783e-07,5966174.323262366,-1.2793171514663093e-10,1.0000000000383815,-3.838127272842007e-11,3.02,100.0,10860.526536750902,139.47346324908787,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11932.348646524732,11932.68716477638,0.3385587582362871,1470.7705512298514,5.847071626429536e-06,-4.4824599786713695e-11,-1.1479276184616661e-20,5999.999953410601,5999.999955483957,-2.2557952814765274e-07,-1.3498506527945706e-09,-5.686993962257551e-10,-1.4959133940432392e-07,-5.686993962475827e-11,-3.070501818273606e-12,-3.838127272842007e-08,23.1663288845655,1.0,1673.6815589890543,217.21053073501804,0.1,0.1
3.0300000000000002,265864.75655745494,5999.999955467692,4.5135730143789485e-05,0.0008976352774688658,33960.46809417383,-1.1446711110321917e-09,-2.999333584526846e-07,5966069.830991424,-1.2838004552331242e-10,1.000000000038921,-3.892094196023941e-11,3.0300000000000002,100.0,10860.151967694905,139.84803230508618,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11932.139661982848,11932.479226082178,0.33960468094173835,1475.2633775871277,5.849073314925519e-06,-4.4841476418875457e-11,-1.1523845778478416e-20,5999.999953360786,5999.999955467692,-2.256684645482694e-07,-1.3537711128240853e-09,-5.723355555160958e-10,-1.499666792263423e-07,-5.723355555383718e-11,-3.1136753568191532e-12,-3.892094196023941e-08,23.156399905726733,1.0,1678.1763876610341,217.2030393538981,0.1,0.1
3.04,265759.9797785476,5999.999955451417,4.51535250590341e-05,0.0008979735316709533,34065.0133587177,-1.1519430024652782e-09,-3.006811793351102e-07,5965965.385726484,-1.2882854469486552e-10,1.000000000039464,-3.946381544381651e-11,3.04,100.0,10859.77759307368,140.22240692631004,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11931.930771452968,11932.271380927177,0.340650133587177,1479.753875123032,5.8510757030480745e-06,-4.4858358760368585e-11,-1.1568462325967763e-20,5999.9999533095215,5999.999955451417,-2.257574310910442e-07,-1.3576815165887824e-09,-5.759715012326391e-10,-1.503405896675551e-07,-5.7597150125536926e-11,-3.1571052355053207e-12,-3.946381544381651e-08,23.146476073748982,1.0,1682.6688831157205,217.19555186147363,0.1,0.1
3.0500000000000003,265655.25008063717,5999.99995543513,4.5171326005683005e-05,0.000898311900528328,34169.51164147738,-1.1592143747385372e-09,-3.0142615597704387e-07,5965860.987443327,-1.2927721271839115e-10,1.0000000000400102,-4.000989015767245e-11,3.0500000000000003,100.0,10859.40341275909,140.59658724090013,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11931.721974886656,11932.063629263272,0.34169511641477385,1484.2420453270836,5.853078790991657e-06,-4.487524681288485e-11,-1.1613125865206287e-20,5999.999953256854,5999.99995543513,-2.2584642778494947e-07,-1.3615819158278905e-09,-5.796071873692686e-10,-1.5071307798852194e-07,-5.7960718739245885e-11,-3.2007912126137963e-12,-4.0009890157672454e-08,23.136557385331187,1.0,1687.1590468908016,217.1880682551818,0.1,0.1
3.06,265550.56743947085,5999.99995541883,4.518913298553176e-05,0.0008986503840751256,34273.96296665419,-1.166485137177919e-09,-3.021683028123747e-07,5965756.636117753,-1.2972604965100698e-10,1.0000000000405593,-4.055916301444096e-11,3.06,100.0,10859.029426623056,140.97057337693445,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11931.513272235507,11931.855971042402,0.3427396296665419,1488.7278896875466,5.85508257895074e-06,-4.489214057811636e-11,-1.1657836434342622e-20,5999.999953202834,5999.99995541883,-2.2593545463895885e-07,-1.3654723619800828e-09,-5.832425685889594e-10,-1.5108415140618734e-07,-5.832425686126154e-11,-3.244733041155277e-12,-4.055916301444096e-08,23.126643837174946,1.0,1691.6468805232134,217.18058853246112,0.1,0.1
3.0700000000000003,265445.9318308118,5999.999955402519,4.520694600037621e-05,0.0008989889823454878,34378.36735843371,-1.1737552004475572e-09,-3.029076341877623e-07,5965652.331725576,-1.3017505554984759e-10,1.0000000000411118,-4.1111630860868575e-11,3.0700000000000003,100.0,10858.655634537561,141.34436546242858,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11931.304663451152,11931.64840621656,0.3437836735843371,1493.2114096914333,5.857087067119811e-06,-4.490904005775546e-11,-1.1702594071552482e-20,5999.999953147527,5999.999955402519,-2.2602451166204766e-07,-1.3693529061827883e-09,-5.868776002237786e-10,-1.5145381709388116e-07,-5.868776002479062e-11,-3.2889304688694863e-12,-4.1111630860868574e-08,23.116735425984537,1.0,1696.132385549143,217.17311269075122,0.1,0.1
3.08,265341.3432304387,5999.999955386197,4.522476505201254e-05,0.0008993276953735618,34482.724840985764,-1.181024476549769e-09,-3.036441643626365e-07,5965548.074242627,-1.3062423047206436e-10,1.0000000000416676,-4.1667290477814486e-11,3.08,100.0,10858.282036374654,141.71796362533553,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11931.096148485256,11931.440934737784,0.3448272484098577,1497.692606824503,5.859092255693378e-06,-4.492594525349479e-11,-1.1747398815038662e-20,5999.9999530910045,5999.999955386197,-2.2611359886319265e-07,-1.3732235992714915e-09,-5.905122382748845e-10,-1.5182208218131826e-07,-5.905122382994897e-11,-3.333383238225159e-12,-4.1667290477814487e-08,23.106832148466886,1.0,1700.6155635040263,217.1656407274931,0.1,0.1
