Time,S,N1,N2,v,d,compartment,r1,r2,r3,r4,r5
0.79,0.11111111114307594,99.99999999967632,0.0,10.0,1.0,1.0,10.0,10.000000002556783,0.0,99.99999999967632,0.0
0.8,0.11111111114254954,99.99999999968165,0.0,10.0,1.0,1.0,10.0,10.000000002514678,0.0,99.99999999968165,0.0
0.81,0.11111111114202313,99.99999999968699,0.0,10.0,1.0,1.0,10.0,10.000000002472571,0.0,99.99999999968699,0.0
0.82,0.11111111114149673,99.99999999969232,0.0,10.0,1.0,1.0,10.0,10.000000002430468,0.0,99.99999999969232,0.0
0.83,0.11111111114097033,99.99999999969765,0.0,10.0,1.0,1.0,10.0,10.000000002388362,0.0,99.99999999969765,0.0
0.84,0.11111111114044393,99.99999999970298,0.0,10.0,1.0,1.0,10.0,10.000000002346257,0.0,99.99999999970298,0.0
0.85,0.11111111113991753,99.99999999970831,0.0,10.0,1.0,1.0,10.0,10.000000002304152,0.0,99.99999999970831,0.0
0.86,0.11111111113939114,99.99999999971364,0.0,10.0,1.0,1.0,10.0,10.000000002262045,0.0,99.99999999971364,0.0
0.87,0.11111111113886472,99.99999999971897,0.0,10.0,1.0,1.0,10.0,10.00000000221994,0.0,99.99999999971897,0.0
0.88,0.11111111113833833,99.9999999997243,0.0,10.0,1.0,1.0,10.0,10.000000002177835,0.0,99.9999999997243,0.0
0.89,0.11111111113781193,99.99999999972962,0.0,10.0,1.0,1.0,10.0,10.000000002135728,0.0,99.99999999972962,0.0
0.9,0.11111111113728553,99.99999999973495,0.0,10.0,1.0,1.0,10.0,10.000000002093623,0.0,99.99999999973495,0.0
0.91,0.11111111113675913,99.9999999997403,0.0,10.0,1.0,1.0,10.0,10.00000000205152,0.0,99.9999999997403,0.0
0.92,0.11111111113623273,99.99999999974563,0.0,10.0,1.0,1.0,10.0,10.000000002009413,0.0,99.99999999974563,0.0
0.93,0.11111111113570632,99.99999999975095,0.0,10.0,1.0,1.0,10.0,10.000000001967308,0.0,99.99999999975095,0.0
0.94,0.11111111113517992,99.99999999975628,0.0,10.0,1.0,1.0,10.0,10.000000001925201,0.0,99.99999999975628,0.0
0.95,0.11111111113465352,99.99999999976161,0.0,10.0,1.0,1.0,10.0,10.000000001883098,0.0,99.99999999976161,0.0
0.96,0.11111111113412712,99.99999999976694,0.0,10.0,1.0,1.0,10.0,10.000000001840991,0.0,99.99999999976694,0.0
0.97,0.11111111113360073,99.99999999977227,0.0,10.0,1.0,1.0,10.0,10.000000001798886,0.0,99.99999999977227,0.0
0.98,0.11111111113307433,99.9999999997776,0.0,10.0,1.0,1.0,10.0,10.000000001756781,0.0,99.9999999997776,0.0
0.99,0.11111111113254793,99.99999999978293,0.0,10.0,1.0,1.0,10.0,10.000000001714675,0.0,99.99999999978293,0.0
1.0,0.11111111113202152,99.99999999978827,0.0,10.0,1.0,1.0,10.0,10.00000000167257,0.0,99.99999999978827,0.0
1.01,0.11111111113149512,99.9999999997936,0.0,10.0,1.0,1.0,10.0,10.000000001630466,0.0,99.9999999997936,0.0
1.02,0.11111111113096872,99.99999999979893,0.0,10.0,1.0,1.0,10.0,10.00000000158836,0.0,99.99999999979893,0.0
1.03,0.11111111113044232,99.99999999980426,0.0,10.0,1.0,1.0,10.0,10.000000001546253,0.0,99.99999999980426,0.0
1.04,0.11111111112991592,99.99999999980959,0.0,10.0,1.0,1.0,10.0,10.00000000150415,0.0,99.99999999980959,0.0
1.05,0.11111111112938953,99.99999999981492,0.0,10.0,1.0,1.0,10.0,10.000000001462045,0.0,99.99999999981492,0.0
1.06,0.11111111112886311,99.99999999982025,0.0,10.0,1.0,1.0,10.0,10.000000001419936,0.0,99.99999999982025,0.0
1.07,0.11111111112833671,99.99999999982558,0.0,10.0,1.0,1.0,10.0,10.000000001377831,0.0,99.99999999982558,0.0
1.08,0.11111111112781032,99.9999999998309,0.0,10.0,1.0,1.0,10.0,10.000000001335726,0.0,99.9999999998309,0.0
1.09,0.11111111112728392,99.99999999983623,0.0,10.0,1.0,1.0,10.0,10.000000001293621,0.0,99.99999999983623,0.0
1.1,0.11111111112675752,99.99999999984158,0.0,10.0,1.0,1.0,10.0,10.000000001251516,0.0,99.99999999984158,0.0
1.11,0.11111111112623112,99.9999999998469,0.0,10.0,1.0,1.0,10.0,10.000000001209411,0.0,99.9999999998469,0.0
1.12,0.11111111112570471,99.99999999985224,0.0,10.0,1.0,1.0,10.0,10.000000001167304,0.0,99.99999999985224,0.0
1.13,0.11111111112517831,99.99999999985756,0.0,10.0,1.0,1.0,10.0,10.0000000011252,0.0,99.99999999985756,0.0
1.14,0.11111111112465191,99.9999999998629,0.0,10.0,1.0,1.0,10.0,10.000000001083095,0.0,99.9999999998629,0.0
1.15,0.11111111112412551,99.99999999986822,0.0,10.0,1.0,1.0,10.0,10.00000000104099,0.0,99.99999999986822,0.0
1.16,0.11111111112359912,99.99999999987355,0.0,10.0,1.0,1.0,10.0,10.000000000998883,0.0,99.99999999987355,0.0
1.17,0.11111111112307272,99.99999999987888,0.0,10.0,1.0,1.0,10.0,10.000000000956778,0.0,99.99999999987888,0.0
1.18,0.11111111112254632,99.99999999988421,0.0,10.0,1.0,1.0,10.0,10.000000000914675,0.0,99.99999999988421,0.0
1.19,0.1111111111220199,99.99999999988955,0.0,10.0,1.0,1.0,10.0,10.000000000872566,0.0,99.99999999988955,0.0
1.2,0.11111111112149351,99.99999999989488,0.0,10.0,1.0,1.0,10.0,10.000000000830463,0.0,99.99999999989488,0.0
1.21,0.11111111112096711,99.99999999990021,0.0,10.0,1.0,1.0,10.0,10.000000000788358,0.0,99.99999999990021,0.0
1.22,0.11111111112044071,99.99999999990554,0.0,10.0,1.0,1.0,10.0,10.000000000746251,0.0,99.99999999990554,0.0
1.23,0.11111111111991431,99.99999999991087,0.0,10.0,1.0,1.0,10.0,10.000000000704146,0.0,99.99999999991087,0.0
1.24,0.11111111111938791,99.9999999999162,0.0,10.0,1.0,1.0,10.0,10.000000000662041,0.0,99.9999999999162,0.0
1.25,0.1111111111188615,99.99999999992153,0.0,10.0,1.0,1.0,10.0,10.000000000619936,0.0,99.99999999992153,0.0
1.26,0.1111111111183351,99.99999999992686,0.0,10.0,1.0,1.0,10.0,10.00000000057783,0.0,99.99999999992686,0.0
1.27,0.1111111111178087,99.99999999993219,0.0,10.0,1.0,1.0,10.0,10.000000000535724,0.0,99.99999999993219,0.0
1.28,0.11111111111728231,99.99999999993751,0.0,10.0,1.0,1.0,10.0,10.00000000049362,0.0,99.99999999993751,0.0
1.29,0.11111111111675591,99.99999999994286,0.0,10.0,1.0,1.0,10.0,10.000000000451514,0.0,99.99999999994286,0.0
1.3,0.11111111111622951,99.99999999994819,0.0,10.0,1.0,1.0,10.0,10.00000000040941,0.0,99.99999999994819,0.0
1.31,0.1111111111157031,99.99999999995352,0.0,10.0,1.0,1.0,10.0,10.000000000367304,0.0,99.99999999995352,0.0
1.32,0.1111111111151767,99.99999999995885,0.0,10.0,1.0,1.0,10.0,10.000000000325196,0.0,99.99999999995885,0.0
1.33,0.1111111111146503,99.99999999996417,0.0,10.0,1.0,1.0,10.0,10.00000000028309,0.0,99.99999999996417,0.0
1.34,0.1111111111141239,99.9999999999695,0.0,10.0,1.0,1.0,10.0,10.000000000240988,0.0,99.9999999999695,0.0
1.35,0.1111111111135975,99.99999999997483,0.0,10.0,1.0,1.0,10.0,10.000000000198881,0.0,99.99999999997483,0.0
1.36,0.1111111111130711,99.99999999998016,0.0,10.0,1.0,1.0,10.0,10.000000000156774,0.0,99.99999999998016,0.0
1.37,0.11111111111254471,99.99999999998549,0.0,10.0,1.0,1.0,10.0,10.000000000114671,0.0,99.99999999998549,0.0
1.38,0.1111111111120183,99.99999999999082,0.0,10.0,1.0,1.0,10.0,10.000000000072564,0.0,99.99999999999082,0.0
1.39,0.11111111111176446,99.9999999999934,0.0,10.0,1.0,1.0,10.0,10.000000000052262,0.0,99.9999999999934,0.0
1.4,0.11111111111175546,99.99999999999349,0.0,10.0,1.0,1.0,10.0,10.000000000051541,0.0,99.99999999999349,0.0
1.41,0.11111111111174647,99.99999999999359,0.0,10.0,1.0,1.0,10.0,10.000000000050823,0.0,99.99999999999359,0.0
1.42,0.11111111111173747,99.99999999999368,0.0,10.0,1.0,1.0,10.0,10.0000000000501,0.0,99.99999999999368,0.0
1.43,0.11111111111172847,99.99999999999376,0.0,10.0,1.0,1.0,10.0,10.000000000049383,0.0,99.99999999999376,0.0
1.44,0.11111111111171947,99.99999999999386,0.0,10.0,1.0,1.0,10.0,10.000000000048663,0.0,99.99999999999386,0.0
1.45,0.11111111111171047,99.99999999999395,0.0,10.0,1.0,1.0,10.0,10.000000000047944,0.0,99.99999999999395,0.0
1.46,0.11111111111170148,99.99999999999405,0.0,10.0,1.0,1.0,10.0,10.000000000047224,0.0,99.99999999999405,0.0
1.47,0.11111111111169247,99.99999999999413,0.0,10.0,1.0,1.0,10.0,10.000000000046503,0.0,99.99999999999413,0.0
1.48,0.11111111111168348,99.99999999999422,0.0,10.0,1.0,1.0,10.0,10.000000000045782,0.0,99.99999999999422,0.0
1.49,0.11111111111167447,99.99999999999432,0.0,10.0,1.0,1.0,10.0,10.000000000045064,0.0,99.99999999999432,0.0
1.5,0.11111111111166548,99.9999999999944,0.0,10.0,1.0,1.0,10.0,10.000000000044345,0.0,99.9999999999944,0.0
1.51,0.11111111111165649,99.9999999999945,0.0,10.0,1.0,1.0,10.0,10.000000000043626,0.0,99.9999999999945,0.0
1.52,0.11111111111164748,99.99999999999459,0.0,10.0,1.0,1.0,10.0,10.000000000042906,0.0,99.99999999999459,0.0
1.53,0.11111111111163849,99.99999999999467,0.0,10.0,1.0,1.0,10.0,10.000000000042185,0.0,99.99999999999467,0.0
1.54,0.11111111111162948,99.99999999999477,0.0,10.0,1.0,1.0,10.0,10.000000000041465,0.0,99.99999999999477,0.0
1.55,0.11111111111162049,99.99999999999486,0.0,10.0,1.0,1.0,10.0,10.000000000040744,0.0,99.99999999999486,0.0
1.56,0.1111111111116115,99.99999999999496,0.0,10.0,1.0,1.0,10.0,10.000000000040028,0.0,99.99999999999496,0.0
1.57,0.11111111111160249,99.99999999999504,0.0,10.0,1.0,1.0,10.0,10.000000000039305,0.0,99.99999999999504,0.0
1.58,0.1111111111115935,99.99999999999514,0.0,10.0,1.0,1.0,10.0,10.000000000038588,0.0,99.99999999999514,0.0
1.59,0.11111111111158449,99.99999999999523,0.0,10.0,1.0,1.0,10.0,10.000000000037865,0.0,99.99999999999523,0.0
1.6,0.1111111111115755,99.99999999999531,0.0,10.0,1.0,1.0,10.0,10.000000000037147,0.0,99.99999999999531,0.0
1.61,0.1111111111115665,99.99999999999541,0.0,10.0,1.0,1.0,10.0,10.000000000036426,0.0,99.99999999999541,0.0
1.62,0.1111111111115575,99.9999999999955,0.0,10.0,1.0,1.0,10.0,10.000000000035707,0.0,99.9999999999955,0.0
1.63,0.1111111111115485,99.9999999999956,0.0,10.0,1.0,1.0,10.0,10.000000000034987,0.0,99.9999999999956,0.0
1.64,0.1111111111115395,99.99999999999568,0.0,10.0,1.0,1.0,10.0,10.000000000034268,0.0,99.99999999999568,0.0
1.65,0.1111111111115305,99.99999999999577,0.0,10.0,1.0,1.0,10.0,10.000000000033546,0.0,99.99999999999577,0.0
1.66,0.11111111111152151,99.99999999999586,0.0,10.0,1.0,1.0,10.0,10.000000000032829,0.0,99.99999999999586,0.0
1.67,0.1111111111115125,99.99999999999595,0.0,10.0,1.0,1.0,10.0,10.000000000032106,0.0,99.99999999999595,0.0
1.68,0.11111111111150351,99.99999999999605,0.0,10.0,1.0,1.0,10.0,10.000000000031388,0.0,99.99999999999605,0.0
1.69,0.1111111111114945,99.99999999999613,0.0,10.0,1.0,1.0,10.0,10.00000000003067,0.0,99.99999999999613,0.0
1.7,0.11111111111148551,99.99999999999622,0.0,10.0,1.0,1.0,10.0,10.00000000002995,0.0,99.99999999999622,0.0
1.71,0.11111111111147652,99.99999999999632,0.0,10.0,1.0,1.0,10.0,10.000000000029232,0.0,99.99999999999632,0.0
1.72,0.11111111111146751,99.9999999999964,0.0,10.0,1.0,1.0,10.0,10.000000000028509,0.0,99.9999999999964,0.0
1.73,0.11111111111145852,99.9999999999965,0.0,10.0,1.0,1.0,10.0,10.000000000027791,0.0,99.9999999999965,0.0
1.74,0.11111111111144951,99.99999999999659,0.0,10.0,1.0,1.0,10.0,10.000000000027068,0.0,99.99999999999659,0.0
1.75,0.11111111111144052,99.99999999999667,0.0,10.0,1.0,1.0,10.0,10.00000000002635,0.0,99.99999999999667,0.0
1.76,0.11111111111143153,99.99999999999677,0.0,10.0,1.0,1.0,10.0,10.000000000025631,0.0,99.99999999999677,0.0
1.77,0.11111111111142252,99.99999999999686,0.0,10.0,1.0,1.0,10.0,10.000000000024912,0.0,99.99999999999686,0.0
1.78,0.11111111111141353,99.99999999999696,0.0,10.0,1.0,1.0,10.0,10.000000000024192,0.0,99.99999999999696,0.0
1.79,0.11111111111140452,99.99999999999704,0.0,10.0,1.0,1.0,10.0,10.000000000023471,0.0,99.99999999999704,0.0
1.8,0.11111111111139553,99.99999999999713,0.0,10.0,1.0,1.0,10.0,10.00000000002275,0.0,99.99999999999713,0.0
1.81,0.11111111111138654,99.99999999999723,0.0,10.0,1.0,1.0,10.0,10.000000000022032,0.0,99.99999999999723,0.0
1.82,0.11111111111137753,99.99999999999731,0.0,10.0,1.0,1.0,10.0,10.000000000021311,0.0,99.99999999999731,0.0
1.83,0.11111111111136854,99.99999999999741,0.0,10.0,1.0,1.0,10.0,10.000000000020593,0.0,99.99999999999741,0.0
1.84,0.11111111111135953,99.9999999999975,0.0,10.0,1.0,1.0,10.0,10.000000000019872,0.0,99.9999999999975,0.0
1.85,0.11111111111135054,99.9999999999976,0.0,10.0,1.0,1.0,10.0,10.000000000019154,0.0,99.9999999999976,0.0
1.86,0.11111111111134155,99.99999999999768,0.0,10.0,1.0,1.0,10.0,10.000000000018433,0.0,99.99999999999768,0.0
1.87,0.11111111111133254,99.99999999999777,0.0,10.0,1.0,1.0,10.0,10.000000000017712,0.0,99.99999999999777,0.0
1.88,0.11111111111132355,99.99999999999787,0.0,10.0,1.0,1.0,10.0,10.000000000016994,0.0,99.99999999999787,0.0
1.89,0.11111111111131454,99.99999999999795,0.0,10.0,1.0,1.0,10.0,10.000000000016273,0.0,99.99999999999795,0.0
1.9,0.11111111111130555,99.99999999999805,0.0,10.0,1.0,1.0,10.0,10.000000000015556,0.0,99.99999999999805,0.0
1.91,0.11111111111129655,99.99999999999814,0.0,10.0,1.0,1.0,10.0,10.000000000014834,0.0,99.99999999999814,0.0
1.92,0.11111111111128755,99.99999999999822,0.0,10.0,1.0,1.0,10.0,10.000000000014115,0.0,99.99999999999822,0.0
1.93,0.11111111111127855,99.99999999999832,0.0,10.0,1.0,1.0,10.0,10.000000000013396,0.0,99.99999999999832,0.0
1.94,0.11111111111126956,99.99999999999841,0.0,10.0,1.0,1.0,10.0,10.000000000012676,0.0,99.99999999999841,0.0
1.95,0.11111111111126055,99.99999999999851,0.0,10.0,1.0,1.0,10.0,10.000000000011955,0.0,99.99999999999851,0.0
1.96,0.11111111111125156,99.9999999999986,0.0,10.0,1.0,1.0,10.0,10.000000000011237,0.0,99.9999999999986,0.0
1.97,0.11111111111124256,99.99999999999868,0.0,10.0,1.0,1.0,10.0,10.000000000010514,0.0,99.99999999999868,0.0
1.98,0.11111111111123356,99.99999999999878,0.0,10.0,1.0,1.0,10.0,10.000000000009797,0.0,99.99999999999878,0.0
1.99,0.11111111111122457,99.99999999999886,0.0,10.0,1.0,1.0,10.0,10.000000000009075,0.0,99.99999999999886,0.0
2.0,0.11111111111121556,99.99999999999896,0.0,10.0,1.0,1.0,10.0,10.000000000008356,0.0,99.99999999999896,0.0
2.01,0.11111111111120657,99.99999999999905,0.0,10.0,1.0,1.0,10.0,10.000000000007637,0.0,99.99999999999905,0.0
2.02,0.11111111111119756,99.99999999999913,0.0,10.0,1.0,1.0,10.0,10.000000000006917,0.0,99.99999999999913,0.0
2.03,0.11111111111118857,99.99999999999923,0.0,10.0,1.0,1.0,10.0,10.000000000006198,0.0,99.99999999999923,0.0
2.04,0.11111111111117958,99.99999999999932,0.0,10.0,1.0,1.0,10.0,10.000000000005478,0.0,99.99999999999932,0.0
2.05,0.11111111111117057,99.99999999999942,0.0,10.0,1.0,1.0,10.0,10.000000000004757,0.0,99.99999999999942,0.0
2.06,0.11111111111116158,99.9999999999995,0.0,10.0,1.0,1.0,10.0,10.000000000004038,0.0,99.9999999999995,0.0
2.07,0.11111111111115257,99.99999999999959,0.0,10.0,1.0,1.0,10.0,10.000000000003316,0.0,99.99999999999959,0.0
2.08,0.11111111111114358,99.99999999999969,0.0,10.0,1.0,1.0,10.0,10.000000000002597,0.0,99.99999999999969,0.0
2.09,0.11111111111113459,99.99999999999977,0.0,10.0,1.0,1.0,10.0,10.000000000001878,0.0,99.99999999999977,0.0
2.1,0.11111111111112558,99.99999999999987,0.0,10.0,1.0,1.0,10.0,10.00000000000116,0.0,99.99999999999987,0.0
2.11,0.11111111111112233,99.9999999999999,0.0,10.0,1.0,1.0,10.0,10.0000000000009,0.0,99.9999999999999,0.0
2.12,0.11111111111112232,99.9999999999999,0.0,10.0,1.0,1.0,10.0,10.000000000000899,0.0,99.9999999999999,0.0
2.13,0.1111111111111223,99.9999999999999,0.0,10.0,1.0,1.0,10.0,10.000000000000897,0.0,99.9999999999999,0.0
