Time,L,R,C,I,X,A,BR,Rs,KD,kdegR,kon,koff,kdegC,k1,k2,k3,kdegX,kdegA,BI,TFs,kdegI,cell,R_expression,R_degradation,R_L_binding,C_degradation,C_I_binding,I_activation,X_degradation,A_degradation,I_expression,I_degradation
2.69,0.1,0.9997536091607215,0.00024388526292916428,0.9997018705312564,4.842303128592133e-06,0.00029730002209252406,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.00500445949370235,0.004998768045803608,8.778109776961396e-05,2.438852629291643e-06,0.00021960103790233214,0.000217903640786646,2.4211515642960667e-08,1.4865001104626204e-06,0.00500445949370235,0.004998509352656282
2.7,0.1,0.9997527886567179,0.00024472146468681387,0.9996997304789115,4.859029993461596e-06,0.0002994679032520638,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005004492011822714,0.00499876394328359,8.77392056313311e-05,2.447214646868139e-06,0.00022035283232250431,0.00021865634970577182,2.429514996730798e-08,1.4973395162603189e-06,0.005004492011822714,0.004998498652394557
2.71,0.1,0.9997519689382549,0.00024555717319373933,0.9996975833437824,4.875746879785305e-06,0.000301643200675928,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050045246411860025,0.004998759844691275,8.769733823413854e-05,2.4555717319373935e-06,0.00022110417821558532,0.00021940860959033872,2.4378734398926522e-08,1.5082160033796401e-06,0.0050045246411860025,0.004998487916718912
2.72,0.1,0.9997511500061581,0.00024639238874151615,0.9996954291318193,4.892453793135523e-06,0.0003038259095043335,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005004557381719312,0.004998755750030791,8.765549556354e-05,2.4639238874151615e-06,0.00022185507583208643,0.00022016042069109855,2.4462268965677617e-08,1.5191295475216676e-06,0.005004557381719312,0.004998477145659096
2.73,0.1,0.9997503318612523,0.00024722711162154803,0.9996932678489686,4.909150739081827e-06,0.0003060160248802465,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005004590233349779,0.0049987516593062616,8.761367760504784e-05,2.4722711162154804e-06,0.00022260552542239793,0.00022091178325868224,2.4545753695409137e-08,1.5300801244012326e-06,0.005004590233349779,0.004998466339244843
2.74,0.1,0.9997495145043616,0.0002480613421250673,0.9996910995011734,4.9258377231911136e-06,0.00030821354194938207,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005004623196004583,0.004998747572521808,8.75718843441828e-05,2.4806134212506734e-06,0.00022335552723678971,0.0002216626975436001,2.462918861595557e-08,1.5410677097469103e-06,0.005004623196004583,0.004998455497505867
2.75,0.1,0.9997486979363095,0.0002488950805431346,0.9996889240943732,4.94251475102759e-06,0.000310418455860202,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005004656269610943,0.004998743489681548,8.753011576647423e-05,2.4889508054313464e-06,0.00022410508152541066,0.00022241316379624154,2.471257375513795e-08,1.5520922793010099e-06,0.005004656269610943,0.004998444620471866
2.7600000000000002,0.1,0.999747882157919,0.0002497283271666394,0.9996867416345038,4.959181828152787e-06,0.0003126307617639143,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005004689454096121,0.004998739410789595,8.748837185745994e-05,2.497283271666394e-06,0.00022485418853828915,0.00022316318226687544,2.479590914076394e-08,1.5631538088195716e-06,0.005004689454096121,0.004998433708172519
2.77,0.1,0.9997470671700124,0.00025056108228629974,0.9996845521274977,4.97583896012555e-06,0.0003148504548144711,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005004722749387418,0.004998735335850062,8.744665260268626e-05,2.5056108228629973e-06,0.0002256028485253329,0.00022391275320564975,2.4879194800627754e-08,1.5742522740723557e-06,0.005004722749387418,0.0049984227606374885
2.7800000000000002,0.1,0.9997462529734115,0.0002513933461926627,0.999682355579284,4.9924861525020455e-06,0.00031707753016856804,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005004756155412179,0.004998731264867057,8.740495798770802e-05,2.513933461926627e-06,0.0002263510617363292,0.00022466187686259205,2.496243076251023e-08,1.5853876508428401e-06,0.005004756155412179,0.00499841177789642
2.79,0.1,0.9997454395689371,0.0002522251191761041,0.9996801519957879,5.009123410835758e-06,0.000319311982985642,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005004789672097786,0.004998727197844686,8.736328799808851e-05,2.5222511917610414e-06,0.00022709882842094468,0.00022541055348760912,2.504561705417879e-08,1.5965599149282102e-06,0.005004789672097786,0.004998400759978939
2.8000000000000003,0.1,0.99974462695741,0.000253056401526829,0.9996779413829313,5.025750740677496e-06,0.0003215538084278708,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005004823299371667,0.00499872313478705,8.732164261939955e-05,2.5305640152682905e-06,0.0002278461488287254,0.00022615878333048732,2.512875370338748e-08,1.607769042139354e-06,0.005004823299371667,0.004998389706914657
2.81,0.1,0.9997438151396496,0.0002538871935348715,0.9996757237466326,5.0423681475753835e-06,0.0003238030016601709,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005004857037161287,0.0049987190756982484,8.72800218372214e-05,2.5388719353487153e-06,0.00022859302320909716,0.00022690656664089225,2.521184073787692e-08,1.6190150083008546e-06,0.005004857037161287,0.004998378618733163
2.82,0.1,0.9997430041164754,0.000254717495490095,0.9996734990928067,5.058975637074872e-06,0.0003260595578501968,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050048908853941535,0.004998715020582377,8.723842563714281e-05,2.54717495490095e-06,0.0002293394518113651,0.00022765390366836927,2.529487818537436e-08,1.6302977892509841e-06,0.0050048908853941535,0.004998367495464034
2.83,0.1,0.9997421938887059,0.00025554730768219224,0.9996712674273648,5.075573214718737e-06,0.00032832347216833947,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005004924843997816,0.00499871096944353,8.719685400476099e-05,2.5554730768219223e-06,0.00023008543488471417,0.00022840079466234317,2.5377866073593684e-08,1.6416173608416974e-06,0.005004924843997816,0.004998356337136824
2.84,0.1,0.999741384457159,0.0002563766304006853,0.9996690287562149,5.092160886047073e-06,0.0003305947397877245,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005004958912899864,0.004998706922285795,8.715530692568164e-05,2.5637663040068534e-06,0.00023083097267820882,0.00022914723987211828,2.5460804430235366e-08,1.6529736989386224e-06,0.005004958912899864,0.004998345143781074
2.85,0.1,0.999740575822652,0.0002572054639349261,0.9996667830852611,5.108738656597304e-06,0.0003328733558842117,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005004993092027927,0.00499870287911326,8.711378438551889e-05,2.572054639349261e-06,0.00023157606544079324,0.0002298932395468787,2.5543693282986523e-08,1.6643667794210586e-06,0.005004993092027927,0.004998333915426306
2.86,0.1,0.9997397679860016,0.0002580338085740959,0.9996645304204044,5.125306531904175e-06,0.0003351593156363929,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005027381309678,0.0049986988399300086,8.707228636989536e-05,2.5803380857409587e-06,0.00023232071342129117,0.00023063879393568786,2.5626532659520875e-08,1.6757965781819647e-06,0.005005027381309678,0.004998322652102022
2.87,0.1,0.9997389609480241,0.00025886166460720584,0.999662270767542,5.141864517499759e-06,0.0003374526142255912,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005061780672828,0.004998694804740121,8.703081286444211e-05,2.5886166460720585e-06,0.00023306491686840648,0.00023138390328748918,2.57093225874988e-08,1.687263071127956e-06,0.005005061780672828,0.00499831135383771
2.88,0.1,0.9997381547095348,0.00025968903232309696,0.9996600041325677,5.1584126189134575e-06,0.00033975324683585914,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050050962900451326,0.004998690773547674,8.698936385479863e-05,2.5968903232309696e-06,0.00023380867603072235,0.00023212856785110559,2.579206309456729e-08,1.6987662341792958e-06,0.0050050962900451326,0.004998300020662838
2.89,0.1,0.9997373492713485,0.0002605159120104402,0.9996577305213719,5.174950841672e-06,0.000342061208653978,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005130909354384,0.0049986867463567425,8.694793932661284e-05,2.6051591201044023e-06,0.00023455199115670207,0.00023287278787524,2.587475420836e-08,1.71030604326989e-06,0.005005130909354384,0.004998288652606859
2.9,0.1,0.9997365446342795,0.0002613423039577366,0.9996554499398412,5.1914791912994395e-06,0.0003443764948694556,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005165638528419,0.004998682723171398,8.690653926554113e-05,2.613423039577366e-06,0.00023529486249468872,0.00023361656360847477,2.5957395956497198e-08,1.7218824743472781e-06,0.005005165638528419,0.004998277249699206
2.91,0.1,0.9997357407991414,0.00026216820845331734,0.999653162393859,5.207997673317165e-06,0.00034669910067452596,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005200477495113,0.0049986787039957075,8.686516365724828e-05,2.6216820845331734e-06,0.0002360372902929053,0.00023435989529927242,2.6039988366585824e-08,1.7334955033726298e-06,0.005005200477495113,0.004998265811969296
2.92,0.1,0.9997349377667473,0.0002629936257853438,0.9996508678893052,5.2245062932438925e-06,0.0003490290212641469,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005235426182384,0.004998674688833736,8.682381248740755e-05,2.629936257853438e-06,0.00023677927479945463,0.00023510278319597517,2.6122531466219462e-08,1.7451451063207345e-06,0.005005235426182384,0.004998254339446526
2.93,0.1,0.9997341355379094,0.00026381855624180785,0.999648566432056,5.241005056595669e-06,0.0003513662518359998,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005270484518188,0.004998670677689547,8.678248574170055e-05,2.6381855624180785e-06,0.00023752081626231958,0.00023584522754680512,2.6205025282978345e-08,1.756831259179999e-06,0.005005270484518188,0.00499824283216028
2.94,0.1,0.9997333341134395,0.00026464300011053165,0.9996462580279842,5.257493968885872e-06,0.00035371078759048716,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005305652430525,0.004998666670567197,8.674118340581738e-05,2.6464300011053168e-06,0.00023826191492936304,0.00023658722859986423,2.6287469844429363e-08,1.7685539379524358e-06,0.005005305652430525,0.004998231290139921
2.95,0.1,0.9997325334941487,0.00026546695767916813,0.9996439426829592,5.273973035625216e-06,0.0003560626237307323,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005340929847434,0.004998662667470744,8.669990546545646e-05,2.6546695767916814e-06,0.0002390025710483278,0.0002373287866031347,2.636986517812608e-08,1.7803131186536615e-06,0.005005340929847434,0.004998219713414796
2.96,0.1,0.9997317336808477,0.00026629042923520074,0.9996416204028467,5.290442262321743e-06,0.00035842175546257703,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005376316696995,0.004998658668404239,8.665865190632472e-05,2.6629042923520073e-06,0.00023974278486683692,0.00023806990180447844,2.6452211311608716e-08,1.7921087773128852e-06,0.005005376316696995,0.0049982081020142335
2.97,0.1,0.9997309346743463,0.00026711341506594367,0.999639291193509,5.3069016544808354e-06,0.0003607881779945814,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005411812907328,0.004998654673371732,8.661742271413746e-05,2.671134150659437e-06,0.00024048255663239331,0.0002388105744516376,2.653450827240418e-08,1.803940889972907e-06,0.005005411812907328,0.004998196455967545
2.98,0.1,0.9997301364754537,0.00026793591545854205,0.9996369550608052,5.323351217605204e-06,0.00036316188653802125,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005447418406596,0.004998650682377269,8.657621787461827e-05,2.6793591545854204e-06,0.00024122188659238028,0.0002395508047922342,2.661675608802602e-08,1.8158094326901063e-06,0.005005447418406596,0.004998184775304026
2.99,0.1,0.9997293390849787,0.00026875793069997195,0.9996346120105905,5.3397909571949025e-06,0.000365542876306888,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005483133123002,0.004998646695424894,8.653503737349929e-05,2.6875793069997195e-06,0.00024196077499406113,0.00024029059307377061,2.6698954785974513e-08,1.8277143815344402e-06,0.005005483133123002,0.004998173060052952
3.0,0.1,0.9997285425037294,0.00026957946107704047,0.9996322620487167,5.356220878747314e-06,0.0003679311425178861,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005518956984788,0.004998642712518648,8.649388119652093e-05,2.6957946107704047e-06,0.00024269922208457938,0.00024102993954362912,2.678110439373657e-08,1.8396557125894305e-06,0.005005518956984788,0.0049981613102435835
3.0100000000000002,0.1,0.9997277467325132,0.000270400506876386,0.9996299051810325,5.372640987757164e-06,0.0003703266803904328,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005554889920237,0.004998638733662566,8.645274932943202e-05,2.70400506876386e-06,0.00024343722811095902,0.0002417688444490724,2.6863204938785822e-08,1.8516334019521638e-06,0.005005554889920237,0.004998149525905163
3.02,0.1,0.9997269517721369,0.0002712210683844779,0.9996275414133825,5.389051289716514e-06,0.00037272948514665584,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005590931857674,0.004998634758860684,8.641164175798979e-05,2.7122106838447794e-06,0.00024417479332010394,0.00024250730803724313,2.694525644858257e-08,1.8636474257332792e-06,0.005005590931857674,0.0049981377070669126
3.0300000000000002,0.1,0.9997261576234067,0.0002720411458876173,0.9996251707516084,5.405451790114765e-06,0.0003751395520113932,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005627082725465,0.004998630788117033,8.637055846795981e-05,2.720411458876173e-06,0.0002449119179587988,0.00024324533055516444,2.702725895057383e-08,1.8756977600569662e-06,0.005005627082725465,0.004998125853758042
3.04,0.1,0.9997253642871281,0.00027286073967193637,0.9996227932015481,5.4218424944386586e-06,0.0003775568762121907,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005663342452013,0.004998626821435641,8.6329499445116e-05,2.7286073967193636e-06,0.0002456486022737082,0.00024398291224973963,2.7109212472193293e-08,1.8877843810609537e-06,0.005005663342452013,0.004998113966007741
3.0500000000000003,0.1,0.9997245717641062,0.00027367985002339914,0.9996204087690361,5.438223408172276e-06,0.00037998145297930163,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005699710965768,0.0049986228588205315,8.628846467524068e-05,2.7367985002339914e-06,0.00024638484651137737,0.0002447200533677524,2.719111704086138e-08,1.8999072648965082e-06,0.005005699710965768,0.004998102043845181
3.06,0.1,0.9997237800551455,0.0002744984772278012,0.9996180174599034,5.454594536797039e-06,0.0003824132775456843,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005736188195213,0.004998618900275728,8.62474541441245e-05,2.744984772278012e-06,0.0002471206509182319,0.0002454567541558668,2.7272972683985196e-08,1.9120663877284217e-06,0.005005736188195213,0.004998090087299518
3.0700000000000003,0.1,0.9997229891610496,0.0002753166215707699,0.9996156192799776,5.470955885791712e-06,0.0003848523451470021,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005772774068877,0.0049986149458052485,8.620646783756648e-05,2.753166215707699e-06,0.00024785601574057786,0.00024619301486062707,2.7354779428958563e-08,1.9242617257350106e-06,0.005005772774068877,0.004998078096399888
3.08,0.1,0.9997221990826217,0.0002761342833377645,0.9996132142350828,5.487307460632403e-06,0.0003872986510216207,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005809468515328,0.004998610995413108,8.616550574137395e-05,2.761342833377645e-06,0.00024859094122460176,0.0002469288357284581,2.7436537303162013e-08,1.9364932551081032e-06,0.005005809468515328,0.004998066071175414
3.09,0.1,0.9997214098206643,0.00027695146281407607,0.9996108023310395,5.503649266792563e-06,0.0003897521904106078,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050058462714631735,0.004998607049103322,8.612456784136263e-05,2.769514628140761e-06,0.0002493254276163708,0.0002476642170056653,2.7518246333962814e-08,1.948760952053039e-06,0.0050058462714631735,0.004998054011655198
3.1,0.1,0.9997206213759793,0.00027776816028482796,0.999608383573665,5.519981309742989e-06,0.0003922129585577316,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050058831828410635,0.004998603106879896,8.608365412335654e-05,2.77768160284828e-06,0.00025005947516183264,0.0002483991589384345,2.7599906548714943e-08,1.961064792788658e-06,0.0050058831828410635,0.004998041917868325
3.11,0.1,0.999719833749368,0.00027858437603497547,0.9996059579687729,5.536303594951822e-06,0.0003946809507094588,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005920202577686,0.0049985991687468406,8.604276457318803e-05,2.7858437603497547e-06,0.0002507930841068154,0.00024913366177283197,2.768151797475911e-08,1.973404753547294e-06,0.005005920202577686,0.004998029789843865
3.12,0.1,0.9997190469416312,0.00027940011034930637,0.9996035255221737,5.5526161278845495e-06,0.0003971561621149544,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005005957330601772,0.004998595234708156,8.60018991766978e-05,2.7940011034930635e-06,0.00025152625469702824,0.00024986772575480475,2.7763080639422747e-08,1.985780810574772e-06,0.005005957330601772,0.004998017627610868
3.13,0.1,0.9997182609535689,0.0002802153635124406,0.9996010862396739,5.568918914004006e-06,0.0003996385880260791,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.00500599456684209,0.004998591304767845,8.596105791973487e-05,2.802153635124406e-06,0.00025225898717806065,0.0002506013511301803,2.7844594570020032e-08,1.9981929401303956e-06,0.00500599456684209,0.004998005431198369
3.14,0.1,0.9997174757859806,0.00028103013580883064,0.9995986401270769,5.5852119587703755e-06,0.00040212822369738925,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005006031911227452,0.004998587378929903,8.592024078815652e-05,2.8103013580883062e-06,0.00025299128179538297,0.0002513345381446669,2.7926059793851878e-08,2.0106411184869463e-06,0.005006031911227452,0.004997993200635384
3.15,0.1,0.9997166914396652,0.0002818444275227615,0.9995961871901825,5.601495267641186e-06,0.0004046250643861343,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050060693636867085,0.004998583457198326,8.587944776782845e-05,2.818444275227615e-06,0.0002537231387943462,0.00025206728704385334,2.800747633820593e-08,2.0231253219306715e-06,0.0050060693636867085,0.004997980935950912
3.16,0.1,0.999715907915421,0.00028265823893835085,0.9995937274347872,5.617768846071319e-06,0.0004071291053522567,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005006106924148751,0.004998579539577105,8.583867884462456e-05,2.8265823893835087e-06,0.00025445455842018226,0.00025279959807320934,2.8088844230356596e-08,2.0356455267612834e-06,0.005006106924148751,0.004997968637173936
3.17,0.1,0.9997151252140455,0.0002834715703395491,0.999591260866684,5.6340326995130046e-06,0.00040964034185838927,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005006144592542511,0.004998575626070228,8.57979340044271e-05,2.834715703395491e-06,0.00025518554091800375,0.0002535314714780852,2.8170163497565023e-08,2.0482017092919463e-06,0.005006144592542511,0.00499795630433342
3.18,0.1,0.9997143433363359,0.0002842844220101397,0.9995887874916624,5.650286833415825e-06,0.000412158769169855,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050061823687969605,0.0049985717166816795,8.57572132331266e-05,2.842844220101397e-06,0.0002559160865328045,0.00025426290750371215,2.8251434167079127e-08,2.0607938458492753e-06,0.0050061823687969605,0.004997943937458312
3.19,0.1,0.9997135622830885,0.0002850967942337387,0.9995863073155082,5.666531253226713e-06,0.0004146843825546649,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005006220252841111,0.004998567811415442,8.571651651662193e-05,2.850967942337387e-06,0.0002566461955094586,0.0002549939063952021,2.8332656266133566e-08,2.0734219127733243e-06,0.005006220252841111,0.004997931536577542
3.2,0.1,0.9997127820550992,0.0002859086872937955,0.9995838203440044,5.682765964389954e-06,0.00041721717728351735,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005006258244604017,0.004998563910275496,8.567584384082015e-05,2.8590868729379553e-06,0.00025737586809272163,0.00025572446839754794,2.841382982194977e-08,2.086085886417587e-06,0.005006258244604017,0.004997919101720022
3.21,0.1,0.9997120026531632,0.00028672010147359257,0.9995813265829299,5.698990972347188e-06,0.0004197571486297961,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.00500629634401477,0.004998560013265816,8.56351951916367e-05,2.867201014735926e-06,0.00025810510452723,0.0002564545937556234,2.849495486173594e-08,2.0987857431489806e-06,0.00500629634401477,0.004997906632914649
3.22,0.1,0.9997112240780751,0.0002875310370562456,0.9995788260380605,5.715206282537407e-06,0.00042230429186956983,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050063345510025035,0.004998556120390376,8.559457055499524e-05,2.875310370562456e-06,0.000258833905057501,0.0002571842827141833,2.8576031412687036e-08,2.1115214593478494e-06,0.0050063345510025035,0.004997894130190302
3.23,0.1,0.9997104463306289,0.0002883414943247035,0.9995763187151685,5.731411900396961e-06,0.0004248586022815898,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.00500637286549639,0.0049985522316531444,8.555396991682772e-05,2.8834149432470354e-06,0.000259562269927933,0.00025791353551786326,2.8657059501984807e-08,2.124293011407949e-06,0.00500637286549639,0.004997881593575843
3.24,0.1,0.999709669411618,0.0002891514735617489,0.9995738046200228,5.747607831359555e-06,0.00042742007514728957,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005006411287425645,0.00499854834705809,8.551339326307437e-05,2.891514735617489e-06,0.00026029019938280556,0.00025864235241118,2.8738039156797778e-08,2.1371003757364477e-06,0.005006411287425645,0.004997869023100114
3.25,0.1,0.9997088933218351,0.0002899609750499978,0.9995712837583887,5.763794080856249e-06,0.0004299887057507826,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.00500644981671952,0.0049985444666091755,8.547284057968363e-05,2.899609750499978e-06,0.00026101769366627915,0.0002593707336385312,2.8818970404281244e-08,2.149943528753913e-06,0.00500644981671952,0.004997856418791943
3.2600000000000002,0.1,0.9997081180620725,0.0002907699990718999,0.9995687561360281,5.779970654315462e-06,0.0004325644893788619,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005006488453307311,0.004998540590310362,8.543231185261227e-05,2.9076999907189987e-06,0.00026174475302239575,0.0002600986794441958,2.8899853271577312e-08,2.1628224468943094e-06,0.005006488453307311,0.00499784378068014
3.27,0.1,0.9997073436331217,0.0002915785459097385,0.9995662217586997,5.796137557162969e-06,0.0004351474213209978,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050065271971183505,0.004998536718165609,8.539180706782526e-05,2.915785459097385e-06,0.00026247137769507803,0.0002608261900723336,2.8980687785814848e-08,2.1757371066049894e-06,0.0050065271971183505,0.004997831108793499
3.2800000000000002,0.1,0.9997065700357738,0.000292386615845631,0.9995636806321585,5.812294794821907e-06,0.0004377374968693376,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005006566048082013,0.004998532850178869,8.535132621129583e-05,2.92386615845631e-06,0.0002631975679281304,0.0002615532657669858,2.9061473974109538e-08,2.1886874843466883e-06,0.005006566048082013,0.004997818403160792
3.29,0.1,0.999705797270819,0.0002931942091615285,0.9995611327621562,5.828442372712771e-06,0.00044033471131870323,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005006605006127714,0.004998528986354095,8.531086926900547e-05,2.9319420916152853e-06,0.00026392332396523815,0.0002622799067720747,2.914221186356386e-08,2.2016735565935162e-06,0.005006605006127714,0.004997805663810781
