Bc,Bcp,Bn,Bnp,Cc,Ccp,In,Mb,Mc,Mp,Mr,PCc,PCcp,PCn,PCnp,Pc,Pcp,Rc,Rn,Time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.828655149486505e-05,1.2792369010090663e-07,7.542733312425707e-08,2.561271918213508e-10,2.914560016282187e-19,2.9816395735332246e-22,3.053032209669212e-56,0.0177171062247958,5.645359737310093e-17,7.669390397919034e-17,4.112324170309602e-17,3.1288797328747505e-41,4.693554375354744e-44,1.5740195774715152e-44,7.02673722110227e-49,1.4768689076146517e-19,1.1944204591126074e-21,1.1133662426744765e-19,7.653063453467842e-23,0.01
0.00011118809144863487,9.805860249537804e-07,5.928563302316171e-07,3.93096742812915e-09,5.0856987920517894e-17,1.3176174693733597e-19,4.3091887485860295e-49,0.03490990336785338,6.160164397357879e-15,8.350330220556306e-15,4.491607022386072e-15,1.4638875890382057e-36,4.47695559478192e-39,1.5038059035073715e-39,1.5557374891750787e-42,2.5413443505888317e-17,5.176733480006814e-19,1.9091746521850172e-17,3.352228303894643e-20,0.02
0.0002459628502731835,3.173152573316071e-06,1.966553255513957e-06,1.9100554637147742e-08,1.2290341215998088e-15,4.878041895126833e-18,5.695716110825332e-45,0.051632615201630865,1.0089150343204049e-13,1.363822195311241e-13,7.365232811383757e-14,1.4380448091305289e-33,7.05906001183377e-36,2.376773352810152e-36,5.912025598168117e-39,6.067437326583584e-16,1.8730946641104193e-17,4.543984422110593e-16,1.2281632896068404e-18,0.03
0.0004300993229744998,7.21632026145792e-06,4.582954690517056e-06,5.797592008367117e-08,1.18128336642586e-14,6.199235076829357e-17,1.9272907888038045e-42,0.06793072393712342,7.278857028448097e-13,9.81142658112003e-13,5.32022531757616e-13,1.4923732377681728e-31,9.137776199002915e-34,3.0807961327522237e-34,1.0177314277512543e-36,5.766726027635204e-15,2.33257253210572e-16,4.306155821372762e-15,1.5464321832969668e-17,0.04
0.0006612848223633061,1.3530793353825076e-05,8.803008270920756e-06,1.36016846841541e-07,6.790857327274921e-14,4.434558314453927e-16,2.3987933070006005e-40,0.0838428227151131,3.3477200468756567e-12,4.499816796164997e-12,2.4498979064432635e-12,5.593130027982861e-30,4.0357425909066404e-32,1.3646190158100086e-32,6.926339300441558e-35,3.278280843929046e-14,1.6353092848691969e-15,2.4407114537071908e-14,1.0961002848393505e-16,0.05
0.0009373799903058836,2.2459790469062286e-05,1.4964216362852533e-05,2.711893244536417e-07,2.823806160389292e-13,2.2028925040204293e-15,1.2561237764025305e-38,0.09940199319707081,1.1579325446233529e-11,1.5520470161829093e-11,8.48430195039377e-12,1.1244016776279758e-28,9.397276739883097e-31,3.1871066860712026e-31,2.1982198691302117e-33,1.3482578553344833e-13,7.96193634889337e-15,1.0008083186762733e-13,5.395157028816458e-16,0.06
0.0012563978917395462,3.427986167020893e-05,2.3382432502341237e-05,4.833449396860228e-07,9.380028332495466e-13,8.501683616857921e-15,3.35972157799218e-37,0.11463684863914461,3.2899011951467526e-11,4.3973049047983054e-11,2.4135077764680133e-11,1.4081082147908323e-27,1.3423712592246104e-29,4.5644139898872156e-30,3.8562767315473623e-32,4.4300830400886387e-13,3.012845866089435e-14,3.278632381308813e-13,2.063477916091227e-15,0.07
0.0016164866468125127,4.921025398247335e-05,3.4353451945284095e-05,7.937034111000695e-07,2.64347595351802e-12,2.728231362146318e-14,6.524694342522363e-36,0.12957233510980487,8.094395779858897e-11,1.0788901066347684e-10,5.945412141457405e-11,1.3032600872833118e-26,1.4409499159302097e-28,4.9107579639827363e-29,4.818513350073604e-31,1.2350804272974657e-12,9.480957653178437e-14,9.113241819105924e-13,6.562640086640039e-15,0.08
0.002015914853725144,6.742102767546483e-05,4.815442860155864e-05,1.2244223026975705e-06,6.570282239592543e-12,7.600734237238253e-14,7.483395977234206e-35,0.14423035675642804,1.784361966463362e-10,2.3717723564613367e-10,1.3122308991913668e-10,8.896206381081655e-26,1.1173737600961347e-27,3.813234996647672e-28,4.0537543465573956e-30,3.0371781524666824e-12,2.5907937297500813e-13,2.2343099050287508e-12,1.8121752149078145e-14,0.09
0.002453059221392179,8.90400968516313e-05,6.504514499790582e-05,1.7982401536656456e-06,1.478981358885974e-11,1.8938876242532547e-13,6.651238816077952e-34,0.15863027031802907,3.607280756472643e-10,4.781629253336317e-10,2.656041695171114e-10,4.910505351868283e-25,6.792453162490083e-27,2.322134009739583e-27,2.7127753372000575e-29,6.765081542468846e-12,6.333635612715832e-13,4.961841943894716e-12,4.476048325092849e-14,0.1
0.0029263939810296974,0.00011415934240111593,8.526915693064232e-05,2.5381813984461617e-06,3.072958935637438e-11,4.312021991158727e-13,4.963391205243139e-33,0.17278928212449976,6.799538864505773e-10,8.988554716804688e-10,5.012564072398817e-10,2.295921539200617e-24,3.454734251250617e-26,1.183955241626903e-26,1.5552754046468463e-28,1.3910599427494263e-11,1.4151359734991495e-12,1.0172189500619487e-11,1.0103157548727419e-13,0.11
0.003434481782487335,0.00014283990998972,0.00010905482811962389,3.4673143110356717e-06,5.976533730340662e-11,9.113738191038622e-13,3.11105473969832e-32,0.18672276814501637,1.2097599848684975e-09,1.5948968964617922e-09,8.929005712116279e-10,9.354977494900329e-24,1.5225635147142402e-25,5.231023242565931e-26,7.650893817933961e-28,2.677741894924797e-11,2.935781384067795e-12,1.952263864434503e-11,2.11712140472047e-13,0.12
0.003975965793607599,0.00017511680513352534,0.00013661627027015263,4.608553353661761e-06,1.0996544829859866e-10,1.8096614608954805e-12,1.671840946925194e-31,0.20044453513574972,2.050578373923984e-09,2.6961333768512845e-09,1.5153100133780535e-09,3.393189490056757e-23,5.946703884543463e-25,2.0480106378306812e-25,3.286410161822793e-27,4.877028431625692e-11,5.723042242253419e-12,3.545108374693886e-11,4.1682897772423934e-13,0.13
