Time,Mb,Bc,Bcp,Bn,Cc,Mc,Ccp,Mp,Pc,Pcp,PCc,PCcp,PCn,Bnp,PCnp,In,Mr,Rc,Rn,parameter_0000096,parameter_0000097,vmP,kdmp,vsC,vmC,kdmc,vsB,vmB,kdmb,ksP,V1P,V2P,k4,k3,kdn,ksC,V1C,V2C,kdnC,KmB,Kp,Kdp,VdPC,vdCC,Kd,V1PC,V2PC,k2,k1,V3PC,V4PC,k7,k8,vdPCC,vdPCN,ksB,V1B,V2B,k5,k6,vdBC,V3B,V4B,vdBN,vdIN,vsR,KAR,vmR,kmR,kdmr,ksR,k9,k10,vdRC,vdRN,KAP,KAC,KmP,KmC,h,m,n,cell,reaction_0,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32,reaction_33,reaction_34,reaction_35,reaction_36,reaction_37,reaction_38,reaction_39,reaction_40,reaction_41,reaction_42,reaction_43,reaction_44,reaction_45,reaction_46,reaction_47,reaction_48,reaction_49,reaction_50,reaction_51,reaction_52,reaction_53,reaction_54,reaction_55,reaction_56
8.24,5.337390364354831,1.4037138864955756,0.09287350459886543,0.9374555729466149,2.7233761114294777,0.7467587679888409,0.2597723475453928,1.020574679127732,0.14359943518929288,0.10080597566248002,0.08472110291269505,0.02751536090895739,0.017206300861626004,0.06183999785835496,0.005457146751429701,0.0024379459127887976,0.5833039123596144,0.07781453629998565,0.018655919227872002,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7993737399855896,1.707964916593546,0.10674780728709662,0.8155322721535945,0.7479888800178145,2.3896280575642908,0.014935175359776818,0.876299744533603,0.6496949843240665,2.128204721335346,1.2246896149532782,0.855127762718425,1.1991607995094562,0.2789717759623506,0.18641855048690975,0.11761740019042508,0.060894361985505636,0.00010914293502859403,0.0018574700919773085,0.001236799957167099,1.5606834623125871,0.04035854942754792,0.02041149358255464,0.015642553449969676,1.2093664598402354,1.3023816147462106,1.7002175867585587,0.002871988703785858,0.054467522228589554,0.0020161195132496006,0.005195446950907856,0.0005503072181791478,0.001694422058253901,0.025011709607235838,0.02807427772991151,0.7091863170591649,0.6753114505907527,0.5127127865164539,4.875891825577595e-05,0.012897566304682181,0.018749111458932297,0.09630509363328255,0.152842310125284,0.14440929066268335,0.3012041110726227,0.010349505784169565,0.0003441260172325201,0.04315615109085193,1.135042518045518,0.011666078247192289,0.9491330686723244,0.9916166510113446,0.05478926134883972,0.9062223043956235,0.0015562907259997131,0.046836523289639165,0.00037311838455744007
8.25,5.342222068925316,1.4058411078502526,0.09295530368478552,0.939367596922035,2.736640521120299,0.7491940333182477,0.26054226140035147,1.024654921429532,0.14404833521518923,0.10121447140373456,0.0854547701404827,0.027767247833540135,0.01735578566331179,0.06192516952179402,0.005506202172857731,0.0024650341036563774,0.5850471282155515,0.07810536443165006,0.018731822509056143,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7993686354198262,1.7095110620561011,0.10684444137850632,0.8160477672364786,0.7489258475113882,2.3974209066183927,0.014983880666364954,0.8774469807646277,0.6507255403887792,2.1307227794340777,1.2295859057154384,0.8577188194849701,1.2024399111947448,0.2811849008636525,0.18790650235626424,0.11860290258988541,0.061421501847061445,0.00011012404345715461,0.0018591060736957105,0.0012385033904358804,1.5625300382516574,0.04070322968365236,0.02049309842859064,0.01581045585050783,1.2094427220406472,1.3038599428766309,1.7017570317198192,0.0028809667043037846,0.05473281042240598,0.0020242894280746914,0.0052108452280070295,0.0005553449566708027,0.001709095402809654,0.02523249278467738,0.028116822157005054,0.7096631816377078,0.6760237179706429,0.5132981185332988,4.930068207312755e-05,0.013039704167915672,0.0187873519384407,0.09634905276989805,0.15297231358083418,0.14452800089975665,0.30181071181699115,0.010437684343592537,0.0003471157132662358,0.04346536112246281,1.1363854823648416,0.01170094256431103,0.9502848933132944,0.9945801179664375,0.05499156254169759,0.9089096210413175,0.0015621072886330013,0.047015882785971685,0.00037463645018112287
8.26,5.347051994214908,1.4079692792842122,0.09303703312778831,0.9412811024926666,2.7499477881050955,0.7516324877307144,0.26131199708279457,1.0287441250447464,0.14449724843822614,0.1016236977545682,0.08619337286003087,0.028021021966388747,0.017506269772305978,0.06201029328865906,0.005555605744798973,0.002492375460600932,0.5867919018865749,0.07839687304466438,0.018807940192594293,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7993634956504478,1.7110566381487706,0.10694103988429816,0.8165625834237552,0.7498629824303031,2.4052239607382866,0.01503264975461429,0.8785897813001704,0.6517530318560977,2.1332333598712876,1.2344929500536956,0.8603092255195537,1.2057165602873259,0.28341056183996566,0.18940244466268574,0.11959425806850868,0.0619521903791023,0.00011111211489597947,0.0018607406625557664,0.0012402058657731813,1.5643711305722778,0.04105011243642035,0.02057488250089493,0.01597984581969003,1.2095188279967812,1.3053339424486055,1.7032903720437718,0.002889944968764523,0.05499895576210191,0.002032473955091364,0.005226239941655892,0.000560420439327775,0.0017238674572006174,0.025454771231442064,0.028159385585684246,0.7101394419813295,0.6767351369059444,0.5138828461920011,4.9847509212018647e-05,0.013183144635924534,0.018825622049853333,0.09639293727250654,0.1531021073535699,0.14464617792523227,0.30241593290766544,0.010526405879817924,0.00035012539544611955,0.04377565736624961,1.1377244585980202,0.011735838037731499,0.9514336723108175,0.9975462332071774,0.05519432235869379,0.9115990801430521,0.0015679374608932874,0.047195663147491934,0.00037615880385188585
8.27,5.351880141783495,1.4100983992673528,0.09311869294132778,0.9431960824922007,2.763297918909484,0.7540741190125853,0.2620815462933059,1.0328422743367407,0.14494616787404827,0.10203365021025507,0.08693693089912313,0.028276693475302053,0.017657756995747113,0.06209536882518218,0.005605359041694031,0.0025199717931102725,0.5885382236317506,0.0786890624711999,0.018884272613364946,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7993583204791803,1.7126016453707182,0.10703760283566989,0.8170767215329156,0.750800286417002,2.413037180840273,0.015081482380251705,0.8797281546932587,0.652777461260336,2.13573646878386,1.2394107292040888,0.8628989402589519,1.2089906986363395,0.2856487828725606,0.19090638101710697,0.12059147558217145,0.06248644192099967,0.00011210718083388061,0.0018623738588265557,0.0012419073765036436,1.5662067437748306,0.041399204470610136,0.020656845486734816,0.016150732865365874,1.209594778197384,1.3068036213441194,1.704817627180655,0.0028989233574809653,0.055265958378189685,0.0020406730042051013,0.005241630925866118,0.0005655338695060411,0.0017387386179824626,0.025678550543025657,0.028201967985347055,0.7106150987983588,0.6774457056166202,0.5144669678597423,5.039943586220545e-05,0.01332789648590157,0.018863921649844014,0.0964367472905573,0.1532316913807729,0.14476382404808086,0.303019769540577,0.010615671576820225,0.0003531551399149423,0.04408703203867092,1.1390594500180586,0.011770764472635012,0.9525794099810022,1.0005149801739759,0.05539754093161395,0.9142906653122872,0.0015737812494239982,0.04737586450056484,0.0003776854522672989
8.28,5.356706513202202,1.412228466296392,0.09320028313946048,0.9451125298469003,2.7766909211435586,0.7565189150014,0.2628509006733437,1.0369493538767904,0.14539508652783814,0.102444324314787,0.08768546411496286,0.0285342724900114,0.017810251153105885,0.062180395798493125,0.005655463637640432,0.0025478248989353907,0.5902860837248816,0.0789819330485544,0.01896082010622145,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7993531097068944,1.7141460842247045,0.10713413026404403,0.817590182387929,0.7517377610983536,2.4208605280044804,0.015130378300028,0.8808621097609934,0.6537988310979868,2.1382321126254227,1.2443392246521485,0.8654879237353376,1.2122622781693613,0.28789958774659913,0.19241831475396648,0.1215945635846273,0.06302427083072794,0.00011310927275280864,0.0018640056627892095,0.0012436079159698625,1.5680368825919768,0.04175051257721961,0.020738987077535808,0.016323126544733498,1.209670573129366,1.308268987542645,1.7063388167351448,0.0029079017305567627,0.055533818422871174,0.00204888648629574,0.005257018013466875,0.000570685449800228,0.0017537092822992573,0.02590383629485226,0.02824456932592784,0.7110901527993367,0.6781554223781678,0.5150504819130675,5.0956497978707815e-05,0.013473968420227007,0.018902250596938005,0.0964804829733965,0.15336106560191504,0.1448809415578522,0.30362221710545895,0.01070548259962514,0.0003562050230621177,0.044399477177931426,1.1403904600668924,0.011805721674497631,0.9537221106928098,1.0034863423322986,0.05560121839635494,0.9169843602257308,0.0015796386609710882,0.04755648696891876,0.00037921640212442906
8.29,5.361531110042153,1.4143594788680476,0.09328180373624301,0.9470304374830283,2.790126802417413,0.7589668635346987,0.2636200518643661,1.041065348236173,0.1458439974047783,0.10285571561215592,0.08843899236475343,0.028793769140248126,0.017963756063852993,0.062265373875721675,0.00570592110673571,0.0025759365758272765,0.5920354724397707,0.07927548511402566,0.019037583006017163,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.799347863133602,1.7156899552134892,0.10723062220084308,0.8181029668127314,0.7526754081012268,2.428693963311036,0.015179337270693974,0.8819916554865231,0.6548171439062426,2.1407202980419133,1.2492784178834075,0.8680761362661372,1.215531250968399,0.2901629999587127,0.19393824887104222,0.1226035301756356,0.06356569146626155,0.0001141184221347142,0.0018656360747248601,0.0012453074775144336,1.569861551897403,0.042104043524914286,0.02082130696472346,0.016497036448823645,1.2097462132776378,1.3097300490886306,1.7078539603845104,0.002916879948095566,0.055802536048348256,0.0020571143122431186,0.005272401037287322,0.0005758753828049625,0.0017687798472950686,0.02613063404369234,0.02828718957736095,0.7115646046935067,0.6788642854869797,0.5156333867317031,5.151873151654553e-05,0.013621369127914016,0.018940608749660567,0.09652414446994463,0.15349022995728084,0.1449975327338103,0.3042232711119895,0.01079584009484994,0.0003592751212770599,0.04471298469244046,1.1417174922890203,0.011840709448795415,0.9548617788575537,1.0064603031476103,0.05580535488881366,0.9196801485781393,0.0015855097022805132,0.047737530673702754,0.0003807516601203433
8.3,5.366353933874476,1.416491435479037,0.09336325474573197,0.948949798326848,2.8036055703411433,0.7614179524500215,0.26438899150783146,1.0451902419861656,0.1462928935100513,0.10326781964635375,0.08919753550569837,0.029055193555743635,0.01811827554745916,0.06235030272399759,0.005756733023077403,0.0026043086215369266,0.5937863800502211,0.07956971900491148,0.01911456164760545,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7993425805584546,1.7172332588398322,0.10732707867748952,0.8186150756312188,0.7536132290524904,2.436537447840069,0.01522835904900043,0.8831168010152038,0.6558324022622752,2.143201031869291,1.2542282903833988,0.8706635384532037,1.218797569269433,0.29243904271460347,0.19546618602901542,0.12361838310006844,0.06411071818557504,0.00011513466046154805,0.0018672650949146394,0.0012470060544799517,1.571680756704147,0.04245980405989433,0.020903804839723313,0.016672472202484245,1.2098216991251167,1.3111868140901446,1.709363077875503,0.002925857870201026,0.05607211140682287,0.002065356392927075,0.0052877798301566295,0.0005811038711148728,0.0017839507101139673,0.026358949327536373,0.02832982870958074,0.7120384551888165,0.6795722932602233,0.5162156806985464,5.2086172430738534e-05,0.01377010728446223,0.01897899596653696,0.09656773192869805,0.15361918438796077,0.14511359984493344,0.30482292718843407,0.010886745190627652,0.0003623655109491832,0.04502754636246955,1.1430405503302887,0.011875727601004422,0.9559984189281628,1.0094368460853758,0.05600995054488701,0.9223780140825205,0.0015913943800982297,0.04791899573348444,0.00038229123295210904
8.31,5.371174986270293,1.4186243346260772,0.09344463618198394,0.9508706053046215,2.817127232524839,0.7638721695849079,0.2651577112451975,1.0493240196980433,0.14674176784883952,0.10368063196137223,0.08996111339500078,0.029318555866229175,0.018273813423395038,0.062435182010450625,0.005807900960763024,0.0026329428338153207,0.5955387968300353,0.07986463505850949,0.019191756365839637,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.799337261779739,1.7187759956064939,0.10742349972540587,0.819126509667238,0.754551225579013,2.4443909426717054,0.015277443391698158,0.8842375556508093,0.6568446087825206,2.145674321131268,1.259188823637652,0.8732500911819749,1.2220611854619523,0.29472773892664267,0.19700212855105734,0.12463912974704627,0.06465936534664261,0.00011615801921526048,0.0018688927236396788,0.0012487036402090126,1.5734945021629303,0.04281780090576156,0.020986480393960866,0.016849443464364292,1.2098970311527397,1.3126392907175382,1.7108661890213017,0.0029348353569767904,0.05634254465049678,0.0020736126392274447,0.00530315422490395,0.0005863711173245836,0.0017992222679000156,0.026588787665468124,0.028372486692521542,0.712511704991922,0.6802794440357197,0.5167973621996527,5.2658856676306414e-05,0.013920191551710337,0.01901741210609243,0.0966112454977304,0.15374792883584473,0.14522914514991492,0.3054211810802957,0.01097819899653199,0.00036547626846790074,0.045343153841830915,1.1443596379366765,0.011910775936600707,0.9571320353984508,1.01241595461106,0.05621500550047173,0.9250779404703362,0.0015972927011701898,0.048100882264247774,0.00038383512731679276
8.32,5.375994268800411,1.4207581748050813,0.09352594805903779,0.9527928513399002,2.830691796547685,0.7663295027755448,0.2659262027197027,1.0534666659373746,0.14719061342684775,0.10409414809980963,0.09072974588881524,0.029583866202476633,0.018430373510732116,0.06252001140218508,0.005859426493882979,0.0026618410107406144,0.5972927130526716,0.08016023361196745,0.01926916749557388,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.799331906594876,1.7203181660161315,0.10751988537600822,0.8196372697443891,0.7554893993081049,2.4522544088817435,0.015326590055510896,0.8853539288492609,0.6578537661243057,2.1481401730335734,1.2641599991248496,0.8758357556119222,1.2253220520922785,0.2970291112094335,0.19854607842033664,0.12566577715312954,0.06521164730675935,0.00011718852987765958,0.0018705189611807557,0.0012504002280437016,1.575302793557954,0.04317804076246836,0.021069333318747493,0.017027959926401697,1.2099722098394678,1.3140874872013275,1.7123633136964613,0.002943812268536955,0.056613835930953704,0.0020818829619961925,0.005318524054394054,0.0005916773240495326,0.001814594917776305,0.026820154557506273,0.028415163496101625,0.7129843548080858,0.6809857361708295,0.5173784296240501,5.323682021481229e-05,0.014071630579402458,0.019055857026798004,0.09665468532468462,0.1538764632435769,0.14534417089743126,0.30601802864696653,0.01107020260349051,0.00036860747021464236,0.04565979866081696,1.145674758951239,0.011945854261053433,0.9582626328021725,1.0153976121895418,0.0564205198913444,0.9277799114903365,0.001603204672239349,0.048283190379393,0.0003853833499114776
8.33,5.3808117829108655,1.422892954198178,0.09360719038403502,0.954716528299318,2.8442992579424997,0.7687899393307095,0.26669445826824284,1.0576181630448707,0.14763942345325098,0.10450836306116498,0.09150345243453518,0.029851135100721984,0.01858795947296721,0.0626047905563841,0.005911311193745975,0.002691005077880672,0.5990481188572024,0.08045651494393842,0.01934679537197012,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7993265148003972,1.721859770531477,0.10761623565821732,0.8201473566113009,0.7564277520388152,2.4601278058582707,0.01537579878661419,0.8864659292366026,0.6588598778899749,2.1505985936170484,1.2691417956538447,0.8784204897989522,1.2285801233357767,0.2993431810830981,0.20009803646242635,0.12669833356265237,0.06576757815844127,0.0001182262238749195,0.0018721438076807005,0.0012520958111276821,1.5771056353191688,0.04354052994929648,0.021152363260897415,0.017208031120623545,1.210047235660359,1.3155314115228367,1.7138544710393755,0.00295278846906502,0.056885985158849996,0.0020901672612233,0.005333889165364857,0.0005970227020144396,0.0018300690486907037,0.02705305547202517,0.02845785908396356,0.7134564053012161,0.6816911676561348,0.5179588812959923,5.3820101557613444e-05,0.014224433671232705,0.019094330565986358,0.09669805155310383,0.15400478753957877,0.1454586794290475,0.306613465083308,0.011162757078764284,0.00037175918945934425,0.04597747270760055,1.1469859165957592,0.01198096237714405,0.9593902156263632,1.0183818020572442,0.05662649380636269,0.9304839103767049,0.0016091302988787684,0.04846592019045698,0.0003869359074394024
8.34,5.385627530033604,1.425028670952059,0.09368836316333806,0.9566416279301412,2.857949610881594,0.7712534664996141,0.2674624703060556,1.0617784931099692,0.1480881911602042,0.1049232717835998,0.09228225243338864,0.030120373142994285,0.01874657495602659,0.06268951912911033,0.005963556631346569,0.002720436975202022,0.6008050043675233,0.08075347932646923,0.019424640330225073,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7993210861919597,1.7234008096107534,0.10771255060067209,0.8206567710086154,0.7573662855895907,2.4680110927987653,0.015425069329992283,0.8875735655039851,0.6598629478113733,2.153049588972162,1.274134191731963,0.8810042517262106,1.2318353536819224,0.30166996966861626,0.20165800307655016,0.12773680702804238,0.06632717196430028,0.00011927113262693137,0.0018737672632667612,0.0012537903825822067,1.578903031912919,0.04390527472257663,0.021235569862199384,0.017389666589007285,1.2101221090883152,1.3169710716922232,1.71533968017609,0.002961763823204084,0.05715899221763188,0.0020984654356719958,0.005349249406121112,0.0006024074628598857,0.0018456450486677729,0.027287495856720037,0.02850057341904118,0.7139278571294794,0.6823957364619135,0.518538715535318,5.4408739504040446e-05,0.014378610191685856,0.019132832558602823,0.0967413443257098,0.15413290165142096,0.14557267308592844,0.30720748562242184,0.011255863470295042,0.0003749314991205318,0.046296167795175085,1.1482931141184864,0.012016100087350465,0.9605147883883138,1.0213685074247896,0.056832927329085355,0.9331899203258676,0.0016150695865293845,0.048649071806467145,0.00038849280660450145
8.35,5.390441511685334,1.4271653234265895,0.09376946640799531,0.9585681426976731,2.871642857721212,0.7737200718897767,0.26823023077712793,1.0659476397336078,0.14853690964163066,0.10533886957424099,0.09306616556430371,0.03039159063586231,0.018906223711529273,0.06277419678316659,0.0060161643795690984,0.0027501385560584827,0.6025633597988266,0.08105112707134608,0.019502702705326322,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7993156205643606,1.724941283739307,0.10780883023370669,0.8211655137281951,0.7583050016622024,2.4759042300472855,0.015474401437795533,0.888676847173739,0.6608629790329952,2.1554931662996246,1.2791371676803294,0.883587001978405,1.235087696765166,0.30400949831857427,0.20322597888330748,0.12878120417145034,0.06689044296683126,0.00012032328759138198,0.0018753893281599062,0.001255483935663332,1.5806949886197248,0.0442722815589434,0.021318952794672157,0.017572876037375628,1.2101968305956257,1.3184064759905312,1.7168189608433926,0.0029707381928326133,0.05743285715442424,0.00210677739148482,0.005364604615542559,0.0006078318127172462,0.0018613233112860742,0.027523481148367297,0.02854330646853179,0.7143987109770329,0.6830994408440133,0.5191179307112129,5.500277112116966e-05,0.014534169036817167,0.01917136285395346,0.09678456378731733,0.15426080551769228,0.14568615412756528,0.3078000861482935,0.011349522810558317,0.00037812447423058544,0.046615875284066896,1.1495963553597996,0.012051267195976531,0.9616363557028239,1.0243577116580052,0.057039820574946345,0.9358979249184851,0.0016210225414269217,0.04883264533336594,0.00039005405410652647
8.36,5.395253729382766,1.4293029099816354,0.09385050012905514,0.9604960650672183,2.885379000817599,0.7761897431087151,0.268997731625447,1.0701255865167238,0.14898557199145357,0.10575515174021548,0.09385521150620846,0.030664797885894834,0.01906690949109429,0.06285882318135565,0.006069136011297906,0.0027801116738038717,0.6043231753663051,0.08134945849035514,0.019580982832261472,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7993101177115218,1.726481193402485,0.10790507458765532,0.8216735855620437,0.759243901958421,2.4838071779478885,0.015523794862174303,0.8897757839196949,0.6618599747310194,2.15792933298527,1.2841507038200686,0.8861687014314129,1.238337106369098,0.30636178807666764,0.20480196416619773,0.12983153125077201,0.06745740540852906,0.00012138272022595813,0.001877010002581103,0.0012571764636271129,1.5824815108558645,0.04464155691197235,0.021402511730334476,0.01775766920442809,1.2102714006526538,1.3198376327567958,1.7182923328379551,0.0029797114398290715,0.05770758001635198,0.0021151030348043097,0.0053799546325089395,0.0006132959577178967,0.0018771042301241692,0.027761016764210517,0.02858605819963271,0.7148689675267846,0.6838022790796388,0.5196965251960183,5.5602233476077434e-05,0.014691119088027753,0.019209921301344367,0.09682771008233107,0.15438849907777508,0.14579912480247684,0.30839126266079875,0.01144373611311674,0.0003813381898218858,0.046936586413539434,1.1508956442588105,0.012086463507326102,0.9627549222225467,1.0273493981227186,0.05724717365937953,0.938607907756123,0.001626989169807103,0.049016640874501465,0.00039161965664522946
8.37,5.400064184642609,1.4314414289770623,0.09393146433756593,0.96242538750408,2.8991580425270014,0.7786624677639475,0.2697649647949999,1.074312317060255,0.1494341713035962,0.10617211358865013,0.09464940993803096,0.030940005199660642,0.01922863604634067,0.0629433979864803,0.006122473099417334,0.0028103581817920066,0.6060844412851514,0.08164847389528267,0.01965948104601812,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7993045774264853,1.728020539085635,0.10800128369285218,0.8221809873022986,0.760182988180018,2.491719896844632,0.015573249355278951,0.890870385563492,0.662853938112683,2.1603580965977742,1.2891747804723062,0.8887493112513315,1.241583536425965,0.3087268596753305,0.2063859588713756,0.1308877941589194,0.0680280735318885,0.0001224494619883467,0.0018786292867513186,0.001258867959729606,1.584262604171701,0.04501310721204989,0.021486246341205103,0.017944055861715942,1.210345819727848,1.3212645503867717,1.719759816013449,0.002988683426071924,0.057983160850540026,0.0021234422717730027,0.005395299295899998,0.0006188001039932129,0.0018929881987606193,0.028000108101833388,0.028628828579541247,0.7153386274603946,0.6845042494672251,0.5202744973652196,5.6207163635840134e-05,0.014849469211907529,0.019248507750081603,0.09687078335474697,0.15451598227183852,0.14591158734822773,0.30898101127434424,0.011538504372550192,0.00038457272092681344,0.04725829230338358,1.152190984852146,0.012121688825703027,0.9638704926373005,1.0303435501847573,0.057454986697818886,0.9413198524614467,0.0016329694779056534,0.04920105853062546,0.0003931896209203624
